,Concept_ID,xal,fa
223,Glas::N,шил,شیشه
224,Lehm::N,шавр,گل
225,Sand::N,элсн,شن
226,Sand::N,элсн,ماسه
227,Mensch::N,күн,آدم
228,Mensch::N,күн,انسان
229,Mensch::N,күмн,آدم
230,Mensch::N,күмн,انسان
231,Mann::N,эр,مرد
232,Frau::N,күүкд күн,زن
233,Kind::N,үрн,بچه
234,Kind::N,үрн,کودک
235,Junge::N,көвүн,پسر
236,Mädchen::N,бичкн күүкн,دختر
237,Familie::N,бүл,فامیل
238,Familie::N,бүл,خانواده
239,Großvater::N,өвк эцк,پدربزرگ
240,Großvater::N,наһц эцк,پدربزرگ
241,Großmutter::N,эмг эк,مادر‌بزرگ
242,Großmutter::N,наһц эк,مادر‌بزرگ
243,Eltern::N,эк эцк хойр,والدین
244,Eltern::N,эк эцк хойр,پدر‌و‌مادر
245,Vater::N,эцк,پدر
246,Mutter::N,эк,مادر
247,Sohn::N,көвүн,پسر
248,Tochter::N,күүкн,دختر
249,Bruder::N,дү көвүн,برادر
250,Schwester::N,эгч,خواهر
251,Schwester::N,дү күүкн,خواهر
252,Onkel::N,авһ,عمو
253,Onkel::N,авһ,دایی
254,Onkel::N,наһцх,عمو
255,Onkel::N,наһцх,دایی
256,Tante::N,наһц эгч,عمه
257,Tante::N,наһц эгч,خاله
258,Ehemann::N,залу,همسر
259,Ehefrau::N,гергн,همسر
260,Freude::N,байр,شادی
261,Gelächter::N,инәдн,خنده
262,Gelächter::N,инәдн,قاه‌قاه
263,Glück::N,җирһл,اقبال
264,Glück::N,сәәхн җирһл,اقبال
265,Kummer::N,зовлң,غم
266,Kummer::N,зовлң,غصه
267,Wunsch::N,дурн,آرزو
268,Lust::N,җилвтлһн,هوس
269,Geist::N,зөрг,روح
270,Gedanke::N,ухан,فکر
271,Gedächtnis::N,чееҗин тодлвр,حافظه
272,Verstand::N,ухан,هوش
273,Sinn::N,учр-утх,معنا
274,Sinn::N,учр-утх,مفهوم
275,Grund::N,учр,سبب
276,Grund::N,учр,دلیل
277,Grund::N,шалтан,سبب
278,Grund::N,шалтан,دلیل
279,Wahrheit::N,үнн,حقیقت
280,Gespräch::N,күүндвүр,صحبت
281,Gespräch::N,күүндвүр,گفتگو
282,Märchen::N,тууль,قصه
283,Märchen::N,тууль,افسانه
284,Erzählung::N,келвр,داستان
285,Nachricht::N,медүллһн,خبر
286,Neuigkeit::N,зәңг,خبر تازه
287,Name::N,нерн,اسم
288,Rätsel::N,тәәлвртә тууль,معما
289,Rede::N,келлһн,سخن
290,Sprache::N,келн,زبان
291,Stimme::N,дун,صدا
292,Wort::N,үг,کلمه
293,Zeichen::N,темдг,نشان
294,Zeichen::N,темдг,علامت
295,Ruf::N,дуудлһн,صدا
296,Lärm::N,шууган,هیاهو
297,Laut::N,ә,صدا
298,Ton::N,дун,آهنگ
299,Lied::N,дун,آواز
300,Lied::N,дун,ترانه
301,Ruhe::N,амулң,آرامش
302,Leute::N,әмтн,مردم
303,Volk::N,улс,خلق
304,Arbeit::N,көдлмш,کار
305,Gast::N,гиич,مهمان
306,Geschenk::N,белг,هدیه
307,Spiel::N,наадн,بازی
308,Gesellschaft::N,олн,جمعیت
309,Hilfe::N,нөкд,کمک
310,Freund::N,иньг,دوست
311,Kamerad::N,үр,رفیق
312,Angelegenheit::N,керг,امر
313,Angelegenheit::N,керг,قضیه
314,Anzahl::N,то,عده
315,Anzahl::N,то,شمار
316,Art::N,зүүл,نوع
317,Stück::N,хусг,تکه
318,Stück::N,хусг,قطعه
319,Teil::N,хүв,بخش
320,Teil::N,хүв,قسمت
321,Hälfte::N,өрәл,نیم
322,Kreis::N,төгрг,حلقه
323,Kreis::N,төгрг,دایره
324,Kreuz::N,кирс,صلیب
325,Linie::N,зурасн,خط
326,Linie::N,зурасн,سطر
327,Strich::N,татасн,خط
328,Abstand::N,зә,فاصله
329,Entfernung::N,һазр,مسافت
330,Gegend::N,һазр,منطقه
331,Platz::N,зә,گنجایش
332,Ort::N,бәәрн,جا
333,Ort::N,бәәрн,محل
334,Ort::N,бәәрн,مکان
335,Seite::N,тал,طرف
336,Seite::N,хаҗу,طرف
337,Seite::N,хәврһ,طرف
338,Mitte::N,дунд,وسط
339,Mitte::N,дунд,میان
340,Gegenstand::N,юмн,چیز
341,Sache::N,юмн,چیز
342,Rand::N,зах,کنار
343,Rand::N,зах,حاشیه
344,Kante::N,ирмәг,لبه
345,Ecke::N,өнцг,گوشه
346,Spitze::N,үзүр,سر
347,Spitze::N,үзүр,نوک
348,Ende::N,үзүр,ته
349,Ende::N,үзүр,آخر
350,Loch::N,хаһрха,سوراخ
351,Winkel::N,булң,کنج
352,Muster::N,намч,نقش
353,Größe::N,кемҗән,قد
354,Größe::N,кемҗән,بزرگی
355,Länge::N,ут,طول
356,Höhe::N,өндр,بلندی
357,Gewicht::N,күнд,وزن
358,Gewicht::N,чиңнүр,وزن
359,Menge::N,ик,مقدار
360,Menge::N,ик,اندازه
361,Haufen::N,ова,توده
362,Reihe::N,зерг,ردیف
363,Reihe::N,зерглән,ردیف
364,Boot::N,оңһц,قایق
365,Ruder::N,хәәв,پارو
366,Schlitten::N,цан,سورتمه
367,Ski::N,лыҗ,اسکی
368,Lagerfeuer::N,костёр,آتش
369,Last::N,күнд,بار
370,Last::N,күнд,سنگینی
371,Gang::N,йовлһн,راه رفتن
372,Schritt::N,ишкм,قدم
373,Norden::N,ар үзг,شمال
374,Süden::N,өмн,جنوب
375,Süden::N,өмн үзг,جنوب
376,Westen::N,барун,غرب
377,Westen::N,барун үзг,غرب
378,Osten::N,зүн,شرق
379,Osten::N,зүн үзг,شرق
380,Holz::N,модн,چوب
381,Brett::N,харһа,تخته
382,Platte::N,хавтха чолун,صفحه
383,Stütze::N,тулг,تکیه
384,Stange::N,уньн,میله
385,Stock::N,модн,چوب
386,Stab::N,шуург,عصا
387,Rohr::N,турва,لوله
388,Haus::N,гер,منزل
389,Heim::N,гер-бул,خانه
390,Heim::N,гер-бул,کاشانه
391,Ofen::N,беш,بخاری
392,Fußboden::N,девскр,کف اتاق
393,Tisch::N,ширә,میز
394,Stuhl::N,стул,صندلی
395,Wiege::N,өлгә,گهواره
396,Wiege::N,дүүҗң,گهواره
397,Bett::N,орн,تختخواب
398,Bett::N,орндг,تختخواب
399,Regal::N,таг,قفسه
400,Regal::N,тәвц,قفسه
401,Kiste::N,яршг,صندوق
402,Fenster::N,терз,پنجره
403,Tür::N,үүдн,در
404,Tür::N,үүдн,درب
405,Tor::N,үүдн,دروازه
406,Tor::N,өргн үүдн,دروازه
407,Tor::N,хашан үүдн,دروازه
408,Zaun::N,хаша,حصار
409,Dach::N,деевр,بام
410,Leiter::N,шат,نردبان
411,Leiter::N,давшур,نردبان
412,Besen::N,сәвүр,جارو
413,Spaten::N,күрз,بیل
414,Schaufel::N,совг,بیل
415,Schaufel::N,совг,پارو
416,Gabel::N,серә,چنگال
417,Löffel::N,ухр,قاشق
418,Messer::N,утх,کارد
419,Nagel::N,хадасн,میخ
420,Netz::N,гөлм,تور
421,Netz::N,гөлм,شبکه
422,Haken::N,дегә,قلاب
423,Griff::N,иш,دسته
424,Griff::N,бәрүл,دسته
425,Schloss::N,оньс,قفل
426,Bild::N,зург,عکس
427,Bild::N,зург,تصویر
428,Figur::N,фигур,تندیس
429,Puppe::N,наадһа,عروسک
430,Beutel::N,мишг,کیسه
431,Bündel::N,багла,بسته
432,Bündel::N,боодһа,بسته
433,Tasche::N,сумк,کیف
434,Eimer::N,суулһ,سطل
435,Deckel::N,бүркәсн,در
436,Geschirr::N,сав,ظرف
437,Geschirr::N,сав-сарх,ظرف
438,Sack::N,мишг,گونی
439,Tasse::N,ааһ,فنجان
440,Topf::N,кастрюль,دیگ
441,Topf::N,кастрюль,قابلمه
442,Kessel::N,хәәсн,دیگ
443,Essen::N,зоогллһн,خوراک
444,Nahrung::N,теҗәл,غذا
445,Speise::N,хот,خوراک
446,Fleisch::N,махн,گوشت
447,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,غله
448,Brei::N,хаш,فرنی
449,Brei::N,хаш,حریره
450,Brot::N,өдмг,نان
451,Scheibe::N,зүсм,قاچ
452,Scheibe::N,зүсм,لزگه
453,Fett::N,өөкн,چربی
454,Butter::N,тосн,کره
455,Öl::N,тосн,روغن
456,Salz::N,давсн,نمک
457,Suppe::N,шөлн,آش
458,Suppe::N,шөлн,سوپ
459,Honig::N,бал,عسل
460,Milch::N,үсн,شیر
461,Tee::N,цә,چای
462,Leder::N,арсн,چرم
463,Wolle::N,утцн,پشم
464,Wolle::N,эд,پشم
465,Stoff::N,эд,پارچه
466,Nadel::N,зүн,سوزن
467,Faden::N,утцн,نخ
468,Knopf::N,товч,دکمه
469,Knoten::N,зәңгдә,گره
470,Farbe::N,будг,رنگ
471,Kleidung::N,хувцн,لباس
472,Kleidung::N,хувцн,پوشاک
473,Kleidung::N,хувц-хунр,لباس
474,Kleidung::N,хувц-хунр,پوشاک
475,Hemd::N,киилг,پیراهن
476,Kragen::N,зах,یقه
477,Ärmel::N,ханцн,آستین
478,Hose::N,шалвур,شلوار
479,Gürtel::N,бүс,کمر‌بند
480,Mütze::N,махла,کلاه
481,Schuh::N,башмгуд,کفش
482,Stiefel::N,һосн,چکمه
483,Ring::N,билцг,حلقه
484,Ring::N,билцг,انگشتر
485,Band::N,лент,نوار
486,Band::N,лент,روبان
487,Kamm::N,сам,شانه
488,Spiegel::N,толь,آینه
489,Riemen::N,бүс,تسمه
490,Schnur::N,деесн,ریسمان
491,Leine::N,бурнтг,قلاده
492,Leine::N,нохан көтлвр,قلاده
493,Decke::N,көнҗл,پتو
494,Kissen::N,дер,بالش
495,Tuch::N,альчур,شال
496,Handtuch::N,полотенц,حوله
497,Handtuch::N,һар-нүүрин альчур,حوله
498,Kraft::N,күчн,نیرو
499,Stärke::N,чидл,زور
500,Gesundheit::N,эрүл-менд,سلامتی
501,Gesundheit::N,эрүл-менд,تندرستی
502,Krankheit::N,өвчн,بیماری
503,Schmerz::N,өвдлһн,درد
504,Wunde::N,шав,زخم
505,Fieber::N,безг,تب
506,Arznei::N,эм,دارو
507,Brücke::N,тагт,پل
508,Brunnen::N,худг,چاه
509,Weide::N,малын идг,چراگاه
510,Pfad::N,цувг,راه
511,Weg::N,хаалһ,راه
512,Weg::N,хаалһ,طریق
513,Straße::N,зам,راه
514,Straße::N,зам,جاده
515,Dorf::N,хотн,ده
516,Dorf::N,хотн,روستا
517,Stadt::N,балһсн,شهر
518,Brief::N,бичг,نامه
519,Buch::N,дегтр,کتاب
520,Buchstabe::N,үзг,حرف
521,Zeitung::N,газет,روزنامه
522,Leben::N,җирһл,عمر
523,Leben::N,җирһл,زندگی
524,Tod::N,үкл,مرگ
525,Tod::N,өңгрлһн,مرگ
526,Grab::N,оршалһна нүкн,گور
527,Grab::N,оршалһна нүкн,مزار
528,Kirche::N,чонҗ,کلیسا
529,Sünde::N,нүл,بزه
530,Sünde::N,нүл,گناه
531,Sünde::N,килнц,بزه
532,Sünde::N,килнц,گناه
533,Gott::N,бурхн,خدا
534,Arbeiter::N,көдлмшч,کارگر
535,Chef::N,толһач,رئیس
536,Meister::N,урн,استاد
537,Arzt::N,эмч,پزشک
538,Lehrer::N,багш,معلم
539,Lehrer::N,багш,آموزگار
540,Geld::N,мөңгн,پول
541,Geschäft::N,көдлмш,کار
542,Geschäft::N,көдлмш,بیزنس
543,Laden::N,лавк,دکان
544,Laden::N,лавк,مغازه
545,Preis::N,үн,بها
546,Preis::N,үн,قیمت
547,Ware::N,эд-тавр,جنس
548,Ware::N,эд-тавр,کالا
549,Nutzen::N,олз,مزیت
550,Nutzen::N,олз,امتیاز
551,Reichtum::N,зөөр,مال
552,Reichtum::N,зөөр,ثروت
553,Welt::N,орчлң,دنیا
554,Welt::N,делкә,دنیا
555,Land::N,орн-нутг,کشور
556,Land::N,орн-нутг,مملکت
557,Staat::N,государств,دولت
558,König::N,хан,شاه
559,König::N,хан,پادشاه
560,Macht::N,йосн,قدرت
561,Macht::N,йосн,اختیار
562,Grenze::N,меҗә,مرز
563,Krieg::N,дән,جنگ
564,Feind::N,дәәсн,دشمن
565,Gewalt::N,күч һарһлһн,زور
566,Gewalt::N,күч һарһлһн,خشونت
567,Kampf::N,ноолдан,نبرد
568,Kampf::N,ноолдан,مبارزه
569,Kampf::N,бәрлдлһн,نبرد
570,Kampf::N,бәрлдлһн,مبارزه
571,Bogen[Waffe]::N,саадг,کمان
572,Pfeil::N,сумн,تیر
573,Gewehr::N,бу,تفنگ
574,Fehler::N,алдг,غلط
575,Fehler::N,алдг,اشتباه
576,Lüge::N,худл,دروغ
577,Schaden::N,хорлт,آسیب
578,Schaden::N,хорлт,خسارت
579,Unglück::N,гүрм,بلا
580,Schuld::N,гем,گناه
581,Schuld::N,гем,تقصیر
582,Schuld::N,буру,گناه
583,Schuld::N,буру,تقصیر
584,Alter::N,насн,سن
585,Alter::N,насн,عمر
586,Schluss::N,чилгч,انتها
587,Zeit::N,цаг,وقت
588,Zeit::N,цаг,زمان
589,Tag::N,өдр,روز
590,Morgen::N,өрүн,صبح
591,Mittag::N,үд,ظهر
592,Abend::N,асхн,شب
593,Abend::N,асхн,عصر
594,Nacht::N,сө,شب
595,Woche::N,долан хонг,هفته
596,Monat::N,сар,ماه
597,Jahr::N,җил,سال
598,Frühling::N,хавр,بهار
599,Sommer::N,зун,تابستان
600,Herbst::N,намр,پاییز
601,Winter::N,үвл,زمستان
602,Januar::N,январь,ژانویه
603,Februar::N,февраль,فوریه
604,März::N,март,مارس
605,März::N,моһа сар,مارس
606,April::N,апрель,آوریل
607,Mai::N,май,مه
608,Juni::N,июнь,ژوئن
609,Juni::N,мөчн сар,ژوئن
610,Juli::N,июль,ژویه
611,August::N,август,اوت
612,September::N,һаха сар,سپتامبر
613,Oktober::N,октябрь,اکتبر
614,November::N,ноябрь,نوامبر
615,November::N,үкр сар,نوامبر
616,Dezember::N,бар сар,دسامبر
617,Montag::N,понедельник,دو‌شنبه
618,Dienstag::N,вторник,سه‌شنبه
619,Mittwoch::N,среда,چهار‌شنبه
620,Mittwoch::N,үлмҗ өдр,چهار‌شنبه
621,Donnerstag::N,четверг,پنج شنبه
622,Donnerstag::N,пүрвә өдр,پنج شنبه
623,Freitag::N,пятниц,جمعه
624,Samstag::N,суббот,شنبه
625,Sonntag::N,нарн өдр,یکشنبه
626,Sonntag::N,воскресень,یکشنبه
627,groß::A,ик,بزرگ
628,klein::A,бичкн,کوچک
629,lang::A,ут,بلند
630,kurz::A,оһтр,کوتاه
631,breit::A,өргн,پهن
632,schmal::A,уутьхн,تنگ
633,schmal::A,уутьхн,نازک
634,dicht::A,нигт,چگال
635,dicht::A,нигт,انبوه
636,dick[Gegenstand]::A,зузан,ضخیم
637,dünn::A,нимгн,نازک
638,fein::A,нәрхн,ریز
639,fein::A,нәрхн,باریک
640,fest::A,бат,محکم
641,flach::A,хавтха,صاف
642,flach::A,хавтха,مسطح
643,glatt::A,тегш,لیز
644,glatt::A,тиньгр,لیز
645,hart::A,хату,سفت
646,weich::A,җөөлн,نرم
647,weich::A,җөөлн,ملایم
648,weich::A,җөөлкн,نرم
649,weich::A,җөөлкн,ملایم
650,rund::A,төгрг,گرد
651,spitz::A,шовһр,تیز
652,spitz::A,шовһр,نوک‌تیز
653,scharf::A,хурц,تیز
654,scharf::A,хурц,برنده
655,stumpf::A,мука,کند
656,schwer::A,күнд,سنگین
657,schön::A,сәәхн,زیبا
658,heiß::A,халун,داغ
659,warm::A,дулан,گرم
660,kalt::A,киитн,سرد
661,kühl::A,серүн,خنک
662,frisch::A,серүн,تازه
663,feucht::A,чиигтә,مرطوب
664,nass::A,чиигтә,تر
665,nass::A,чиигтә,خیش
666,trocken::A,хагсу,خشک
667,voll::A,дүүрң,پر
668,leer::A,сул,خالی
669,leer::A,хоосн,خالی
670,offen::A,секәтә,باز
671,geschlossen::A,хаалһата,بسته
672,sauber::A,цевр,پاک
673,sauber::A,цевр,تمیز
674,schmutzig::A,киртә,کثیف
675,schmutzig::A,киртә,آلوده
676,roh::A,түүкә,خام
677,reif::A,болсн,رسیده
678,lecker::A,әмтәхн,لذیذ
679,lecker::A,әмтәхн,خوشمزه
680,süß::A,әмтәхн,شیرین
681,bitter::A,һашун,تلخ
682,bitter::A,һашута,تلخ
683,sauer::A,ишклң,ترش
684,hell::A,герлтә,روشن
685,dunkel::A,харңһу,تاریک
686,schwarz::A,хар,سیاه
687,weiß::A,цаһан,سفید
688,rot::A,улан,سرخ
689,rot::A,улан,قرمز
690,gelb::A,шар,زرد
691,blau::A,көк,آبی
692,grün::A,көк,سبز
693,grau::A,бор,طوسی
694,grau::A,бор,خاکستری
695,bunt::A,алг,رنگارنگ
696,bunt::A,эрәтә,رنگارنگ
697,billig::A,кимд,ارزان
698,teuer::A,үнтә,گران
699,wertvoll::A,үнтә,قیمتی
700,wertvoll::A,үнтә,گرانبها
701,wertvoll::A,эрднь,قیمتی
702,wertvoll::A,эрднь,گرانبها
703,blind::A,сохр,کور
704,blind::A,сохр,نابینا
705,taub::A,дүлә,کر
706,taub::A,дүлә,ناشنوا
707,kräftig::A,күчтә,قوی
708,stark::A,чаңһ,قوی
709,stark::A,чаңһ,نیرومند
710,schwach::A,күчн тату,ضعیف
711,fett::A,тарһн,چرب
712,schlank::A,эццн,باریک‌اندام
713,hübsch::A,көркхн,قشنگ
714,hübsch::A,көркхн,خوشگل
715,böse::A,уурта,بد
716,dumm::A,тенг,احمق
717,faul::A,залху,لش
718,faul::A,залху,تنبل
719,fleißig::A,кинән,زرنگ
720,fleißig::A,кинмһә,زرنگ
721,geizig::A,ховдг,خسیس
722,klug::A,ухата,عاقل
723,klug::A,ухата,باهوش
724,geschickt::A,чадмг,ماهر
725,lieb::A,эңкр,عزیز
726,lustig::A,сергмҗтә,شاد
727,lustig::A,сергмҗтә,خوشحال
728,lustig::A,җирһлтә,شاد
729,lustig::A,җирһлтә,خوشحال
730,sanft::A,номһн,لطیف
731,hungrig::A,өлн,گرسنه
732,hungrig::A,харһнсн,گرسنه
733,krank::A,өвчтә,مریض
734,krank::A,өвчтә,بیمار
735,krank::A,шалтгта,مریض
736,krank::A,шалтгта,بیمار
737,nackt::A,нүцкн,لخت
738,nackt::A,нүцкн,برهنه
739,traurig::A,һундлта,غمگین
740,lebendig::A,әмд,زنده
741,gut::A,сән,خوب
742,schlecht::A,му,بد
743,richtig::A,зөвтә,درست
744,schlimm::A,җигшүртә,وخيم
745,wahr::A,үнн,درست
746,wahr::A,үнн,حقیقی
747,wahr::A,мөн,درست
748,wahr::A,мөн,حقیقی
749,alt::A,хуучн,کهنه
750,neu::A,шин,نو
751,ehemalig::A,хуучн,قبلی
752,alt[Lebewesen]::A,көгшн,پیر
753,jung::A,баһ,جوان
754,arm::A,угатя,فقیر
755,reich::A,байн,پولدار
756,reich::A,байн,ثروتمند
757,bekannt::A,таньл,آشنا
758,bekannt::A,таньл,معلوم
759,bekannt::A,таньдг,آشنا
760,bekannt::A,таньдг,معلوم
761,berühmt::A,туурсн,مشهور
762,fremd::A,күүнә,خارجی
763,fremd::A,күүнә,بیگانه
764,verschieden::A,әдл биш,مختلف
765,verschieden::A,әдл биш,متفاوت
766,verschieden::A,йилһәтә,مختلف
767,verschieden::A,йилһәтә,متفاوت
768,nah::A,өөрхн,نزدیک
769,fern::A,хол,دور
770,linker::A,зүн,چپ
771,rechter::A,барун,راست
772,anderer::A,талдан,دیگر
773,erster::A,негдгч,اول
774,zweiter::A,хойрдгч,دوم
775,dritter::A,һурвдгч,سوم
776,letzter::A,отхн,آخر
777,allein::ADV,һанцарн,تنها
778,auf einmal::ADV,нег дәкҗ,همزمان
779,zusammen::ADV,хамдан,باهم
