,Concept_ID,mrj,ce
532,Juni::N,июнь,июнь
533,Juli::N,июль,июль
534,August::N,август,август
535,September::N,сентябрь,сентябрь
536,Oktober::N,октябрь,октябрь
537,November::N,ноябрь,ноябрь
538,Dezember::N,декавыр,декабрь
539,Montag::N,шачмы,оршот
540,Dienstag::N,кышкыжмы,шинара
541,Mittwoch::N,вӹрчегӹ,кхаара
542,Donnerstag::N,изӓрня,еара
543,Freitag::N,когарня,пӏераска
544,Samstag::N,кукшыгечӹ,шот
545,Sonntag::N,рушӓрня,кӏиранде
546,groß::A,кого,доккха
547,klein::A,изи,кегий
548,lang::A,кужы,еха
549,kurz::A,кӹтӹк,доца
550,breit::A,кымда,шуьйра
551,schmal::A,ӓнгӹсӹр,готта
552,dicht::A,шӹре,луьста
553,dick[Gegenstand]::A,кӹжгӹ,стомма
554,dünn::A,вӹцкӹж,дуткъа
555,fein::A,пыльга,ховха
556,fest::A,цаткыды,чӏогӏа
557,flach::A,тӓлякӓ,чӏапа
558,glatt::A,ягылгы,шера
559,hart::A,пингӹдӹ,чӏогӏa
560,weich::A,пышкыды,кӏеда
561,rund::A,тӹртӹш,горга
562,spitz::A,кашар,ира
563,scharf::A,кашар,ира
564,stumpf::A,нӹшкӹ,аьртa
565,schwer::A,нелӹ,деза
566,schön::A,цевер,хаза
567,schön::A,олмыдшы,хаза
568,heiß::A,шокшы,довха
569,warm::A,шокшы,довха
570,kalt::A,ӱштӹ,шийла
571,kühl::A,юалгы,шийла
572,kühl::A,йонгата,шийла
573,frisch::A,йонгата,керла
574,feucht::A,ӹлӹкшӹ,тӏуьна
575,feucht::A,вӹдӹжгӹ,тӏуьна
576,nass::A,начкы,тӏеда
577,trocken::A,кукшы,eкъа
578,voll::A,темшӹ,дуьзна
579,voll::A,темыман,дуьзна
580,leer::A,йӓрӓ,яьсса
581,offen::A,виш,диллина
582,geschlossen::A,чӱчмӹ,дӏакъевлина
583,geschlossen::A,чӱчмӹ,дӏачӏагӏдина
584,geschlossen::A,тӹкӹлӓлтшӹ,дӏакъевлина
585,geschlossen::A,тӹкӹлӓлтшӹ,дӏачӏагӏдина
586,sauber::A,ире,цӏена
587,schmutzig::A,шоран,боьха
588,schmutzig::A,лявӹрӓн,боьха
589,schmutzig::A,шорангшы,боьха
590,roh::A,пеле кӱшӹ,буьйда
591,reif::A,кӱшӹ,хилла
592,lecker::A,тотан,чоме
593,süß::A,мӱӓн,мерза
594,bitter::A,качы,къаьхьа
595,sauer::A,шапы,муьста
596,hell::A,соты,сирла
597,hell::A,валгыды,сирла
598,dunkel::A,пӹц,бодане
599,dunkel::A,пӹцкемӹш,бодане
600,schwarz::A,шим,ӏаьржа
601,weiß::A,ош,кӏайн
602,weiß::A,ошы,кӏайн
603,rot::A,якшаргы,цӏен
604,gelb::A,сар,можа
605,gelb::A,сары,можа
606,blau::A,симсӹ,сийна
607,grün::A,ыжар,баьццара
608,grau::A,луды,cира
609,grau::A,луды,мокха
610,bunt::A,ала,къорза
611,billig::A,шулдаш,дораха
612,teuer::A,шергӹ,деза
613,teuer::A,шергӓкӓн,деза
614,wertvoll::A,ӓкӓн,мехала
615,blind::A,слöпöй,бӏаьрзе
616,blind::A,сльöпöй,бӏаьрзе
617,taub::A,тӱтӱк,къора
618,kräftig::A,виӓн,нуьцкъала
619,stark::A,виӓн,зоьртала
620,stark::A,виӓн,нуьцкъала
621,schwach::A,шава,гӏорасиза
622,schwach::A,лӹпкӓ,гӏорасиза
623,schwach::A,слабка,гӏорасиза
624,fett::A,таза,дерстана
625,schlank::A,яштака,куц долу
626,hübsch::A,сӹлнӹ,хаза
627,hübsch::A,олмыдшы,хаза
628,böse::A,шӹдӓн,вон
629,dumm::A,окмак,сонта
630,faul::A,ялахай,мало ен
631,fleißig::A,пӓшам яратышы,тӏера
632,geizig::A,шык,пис
633,geizig::A,шык,сутара
634,klug::A,ышан,хьекъале
635,geschickt::A,мастар,тӏахъаьлла
636,lieb::A,тыри,хьоме
637,lustig::A,мындыр,самукъане
638,lustig::A,сусу,самукъане
639,sanft::A,йӹвӹжӓ,кlеда
640,hungrig::A,шужышы,меца
641,krank::A,церлӹ,цомгуш долу
642,krank::A,хворой,цомгуш долу
643,nackt::A,цӓрӓ,дерзана
644,traurig::A,сы́лыкан,самукъане воцу
645,traurig::A,кымы́лдымы,самукъане воцу
646,lebendig::A,живой,дийна
647,gut::A,яжо,дика
648,schlecht::A,уда,вон
649,schlecht::A,худа,вон
650,richtig::A,вургамла,нийса
651,schlimm::A,йӹрнык,вон
652,wahr::A,настоящий,бакъдолу
653,wahr::A,настояшый,бакъдолу
654,alt::A,шонгы,къена
655,neu::A,у,керла
656,ehemalig::A,тошты,хилла
657,alt[Lebewesen]::A,ӹлалшӹ,къена
658,jung::A,нöргӹ,къона
659,jung::A,молода,къона
660,arm::A,укеӓн,къен
661,reich::A,паян,хьоле
662,reich::A,пурлыкан,хьоле
663,bekannt::A,палӹмӹ,девзаш долу
664,berühmt::A,лӹмлы,цӏеяхана
665,fremd::A,эдемӹн,нехан
666,verschieden::A,тӹрлӹ,тайп-тайпанара
667,nah::A,лишӹл,гергара
668,fern::A,мӹндӹр,гена
669,fern::A,мӹндӹр,генара
670,linker::A,шалахай,аьрру
671,rechter::A,вургамла,аьтту
672,anderer::A,вес,кхин
673,anderer::A,весӹ,кхин
674,erster::A,икшӹ,хьалхара
675,erster::A,икӹмшӹ,хьалхара
676,zweiter::A,кокшы,шолгIа
677,dritter::A,кымшы,кхоалгӏа
678,letzter::A,остатка,тӏаьххьара
679,allein::ADV,иктӹ,цхьаъ
680,allein::ADV,иктӹт,цхьаъ
681,auf einmal::ADV,тöрöк,цу сохьтта
682,zusammen::ADV,икараш,цхьана
683,zusammen::ADV,цымырын,цхьана
684,lange::ADV,кужын,дукха
685,plötzlich::ADV,трӱк,цIеххьана
686,sofort::ADV,полт,цу сохьтта
687,sofort::ADV,тöрöк,цу сохьтта
688,sofort::ADV,тӹшӓкок,цу сохьтта
689,später::ADV,вара,тӏаьхьо
690,heute::ADV,тагачы,тахана
691,morgen::ADV,иргод,кхана
692,morgen::ADV,иргодым,кхана
693,bald::ADV,чӹнь,кеста
694,bald::ADV,вӓшке,кеста
695,bald::ADV,выртышты,кеста
696,dann::ADV,пакыла,тӏаккха
697,gestern::ADV,тенгечӹ,селхана
698,einst::ADV,икӓнӓ,цкъа
699,damals::ADV,тӹнӓм,хӏетахьь
700,danach::ADV,пакыла,тӏаккха
701,vorher::ADV,перви,хьалхa
702,zuerst::ADV,андак,хьалха
703,einmal::ADV,гӓнӓк,цкъа
704,einmal::ADV,гӓнӓ,цкъа
705,manchmal::ADV,кынамжы,цкъаццкъа
706,oft::ADV,чӹчкӹдӹн,кест-кеста
707,immer::ADV,со,даим
708,immer::ADV,соок,даим
709,niemals::ADV,нинам,цкъа а
710,niemals::ADV,нигынам,цкъа а
711,niemals::ADV,нигынамат,цкъа а
712,hier::ADV,тиштӹ,кхузахь
713,hierhin::ADV,тишкӹ,кхуза
714,von hier::ADV,тишец,кхузара
715,von hier::ADV,тишецӹн,кхузара
716,dort::ADV,тӹштӹ,цигахь
717,dorthin::ADV,тӹшкӹ,цига
718,dorthin::ADV,тӹшкӹлӓ,цига
719,geradeaus::ADV,вик,нийса дӏа
720,geradeaus::ADV,тура,нийса дӏа
721,vorwärts::ADV,анзыкы,хьалха
722,rückwärts::ADV,мӹнгеш,юха
723,zurück::ADV,мӹнгеш,юха
724,unten::ADV,ӱлнӹ,лахахь
725,unten::ADV,лӹвӓлнӹ,лахахь
726,hinab::ADV,ӱлӹкӹ,охьа
727,hinab::ADV,лӹвӓкӹ,охьа
728,oben::ADV,вӹлнӹ,лакхахь
