,Concept_ID,cs,te
154,Bär::N,medvěd,ఎలుగుబంటి
155,Eichhörnchen::N,veverka,ఉడుత
156,Elch::N,los,కణంజు
157,Fuchs::N,liška,గుంటనక్క
158,Hase::N,zajíc,కుందేలు
159,Maus::N,myš,చిట్టెలుక
160,Wolf::N,vlk,తోడేలు
161,Vogel::N,pták,పక్షి
162,Schwarm::N,roj,గుంపు
163,Schwarm::N,hejno,గుంపు
164,Huhn::N,kuře,కోడిపిల్ల
165,Huhn::N,slepice,కోడిపిల్ల
166,Hahn::N,kohout,కోడివుంజు
167,Gans::N,husa,ఆడుబాతు
168,Adler::N,orel,గ్రద్ద
169,Ente::N,kachna,పాట్టిబాతు
170,Eule::N,sova,గ్రుడ్లగూబ
171,Kranich::N,jeřáb,కొంగ
172,Krähe::N,vrána,కాకి
173,Kuckuck::N,kukačka,కోయల
174,Schwan::N,labuť,హంస
175,Fisch::N,ryba,చేప
176,Barsch::N,okoun,ఒకచేఁప
177,Hecht::N,štika,గండుమీను
178,Schlange[Tier]::N,had,పాము
179,Wurm::N,červ,పురుగు
180,Spinne::N,pavouk,సాలె పురుగు
181,Ameise::N,mravenec,చీమ
182,Laus::N,veš,పేను
183,Mücke::N,komár,చీకటీగ
184,Fliege::N,moucha,ఈగ
185,Schmetterling::N,motýl,సీతాకోకచిలుక
186,Beere::N,bobule,కాయ
187,Apfel::N,jablko,ఆపిల్ పండు
188,Pilz::N,houba,కుక్కగొడుగు
189,Zwiebel::N,cibule,నీరుల్లి
190,Saat::N,osivo,విత్తనము
191,Korn::N,zrno,గింజ
192,Heu::N,seno,ఎండుగడ్డి
193,Schale::N,slupka,పొట్టు
194,Schale::N,skořápka,పొట్టు
195,Grube::N,jáma,గొయ్యి
196,Falle::N,past,బోను
197,Falle::N,léčka,బోను
198,Schlinge::N,smyčka,ఉరి
199,Spur::N,stopa,జాడ
200,Asche::N,popel,బూడిద
201,Dreck::N,špína,ముఱికి
202,Eisen::N,železo,ఇనుము
203,Gold::N,zlato,బంగారము
204,Silber::N,stříbro,వెండి
205,Kohle::N,uhlí,నేలబొగ్గు
206,Glas::N,sklo,గాజు
207,Lehm::N,jíl,బంకమన్ను
208,Lehm::N,hlína,బంకమన్ను
209,Sand::N,písek,ఇసుక
210,Mensch::N,člověk,నరుడు
211,Mann::N,muž,పురుమడు
212,Frau::N,žena,ఆడుది
213,Kind::N,dítě,బిడ్డ
214,Junge::N,hoch,బాలుడు
215,Junge::N,chlapec,బాలుడు
216,Mädchen::N,děvče,బాలిక
217,Familie::N,rodina,కుటుంబము
218,Großvater::N,děd,తాత
219,Großvater::N,dědeček,తాత
220,Großmutter::N,babička,అయ్యమ్మ
221,Eltern::N,rodiče,తల్లితండ్రులు
222,Vater::N,otec,తండ్రి
223,Mutter::N,matka,తల్లి
224,Sohn::N,syn,కొడుకు
225,Tochter::N,dcera,కూతురు
226,Bruder::N,bratr,పోదరుడు
227,Schwester::N,sestra,సోదరి
228,Onkel::N,strýc,మేనమామ
229,Tante::N,teta,మేనత్త
230,Tante::N,teta,పినతల్లి
231,Ehemann::N,choť,భర్త
232,Ehemann::N,manžel,భర్త
233,Ehefrau::N,choť,భార్య
234,Ehefrau::N,manželka,భార్య
235,Freude::N,radost,సంతోషము
236,Gelächter::N,smích,నవ్వు
237,Glück::N,štěstí,సంతోషము
238,Kummer::N,žal,దుఃఖము
239,Kummer::N,trápení,దుఃఖము
240,Wunsch::N,přání,కోరిక
241,Lust::N,chuť,కోరిక
242,Geist::N,duch,ఆత్మ
243,Gedanke::N,myšlenka,ఆలోచన
244,Gedächtnis::N,paměť,జ్ఞాపకము
245,Verstand::N,rozum,మనస్సు
246,Sinn::N,smysl,అర్థము
247,Grund::N,důvod,కారణము
248,Wahrheit::N,pravda,సత్యము
249,Gespräch::N,rozhovor,పంభాషణ
250,Märchen::N,pohádka,అద్భుతకథ
251,Erzählung::N,povídka,కథ
252,Nachricht::N,zpráva,వార్త
253,Neuigkeit::N,novina,వార్త
254,Neuigkeit::N,novinka,వార్త
255,Name::N,jméno,పేరు
256,Rätsel::N,hádanka,చిక్కు
257,Rede::N,řeč,ఉపన్యాసము
258,Rede::N,proslov,ఉపన్యాసము
259,Sprache::N,řeč,భాష
260,Sprache::N,jazyk,భాష
261,Stimme::N,hlas,కంరథ్సని
262,Wort::N,slovo,మాట
263,Zeichen::N,znamení,గుర్తు
264,Ruf::N,zavolání,పిలువు
265,Lärm::N,hluk,సందడి
266,Laut::N,zvuk,ధ్వని
267,Ton::N,tón,స్వరము
268,Lied::N,píseň,పాట
269,Ruhe::N,klid,గాలిలేమి
270,Ruhe::N,pokoj,గాలిలేమి
271,Leute::N,lidé,జనులు
272,Volk::N,národ,జాతి
273,Arbeit::N,práce,పని
274,Gast::N,host,అతిధి
275,Geschenk::N,dar,దానము
276,Spiel::N,hra,ఆట
277,Gesellschaft::N,společnost,జట్టు
278,Hilfe::N,pomoc,సాహాయ్యము
279,Freund::N,přítel,స్నేహితుడు
280,Kamerad::N,kamarád,చెలికాడు
281,Angelegenheit::N,záležitost,విషయము
282,Anzahl::N,počet,లెక్క
283,Art::N,druh,జాతి
284,Stück::N,kus,తునుక
285,Stück::N,kousek,తునుక
286,Teil::N,díl,భాగము
287,Teil::N,část,భాగము
288,Hälfte::N,půl,సగము
289,Kreis::N,kruh,వృత్తము
290,Kreuz::N,kříž,సిలువ
291,Linie::N,linka,గీత
292,Strich::N,čára,గీత
293,Strich::N,čárka,గీత
294,Abstand::N,vzdálenost,సందు
295,Entfernung::N,vzdálenost,దూరము
296,Gegend::N,krajina,విస్తీర్ణము
297,Platz::N,prostor,ఎడము
298,Ort::N,místo,స్థలము
299,Seite::N,strana,ప్రక్క
300,Mitte::N,střed,నడిమి
301,Mitte::N,prostředek,నడిమి
302,Gegenstand::N,předmět,పద్దు
303,Sache::N,věc,వస్తువు
304,Rand::N,kraj,అంచు
305,Rand::N,okraj,అంచు
306,Kante::N,hrana,అంచు
307,Ecke::N,roh,మూల
308,Spitze::N,hrot,మొన
309,Spitze::N,špička,మొన
310,Ende::N,konec,కొన
311,Loch::N,díra,రంధ్రము
312,Winkel::N,kout,కోణము
313,Muster::N,vzor,మాదిరి
314,Größe::N,velikost,పరిమాణము
315,Länge::N,délka,పొడుగు
316,Höhe::N,výška,పొడుగు
317,Gewicht::N,váha,భారము
318,Menge::N,množství,మొత్తము
319,Haufen::N,kupa,రాశి
320,Haufen::N,hromada,రాశి
321,Reihe::N,řada,వరుస
322,Reihe::N,řádek,వరుస
323,Boot::N,člun,పడవ
324,Ruder::N,veslo,అడక
325,Schlitten::N,sáně,సరవండ్లు
326,Ski::N,lyže,స్కీ
327,Lagerfeuer::N,táborák,నెగడు
328,Last::N,náklad,బరువు
329,Last::N,břemeno,బరువు
330,Gang::N,chůze,నడక
331,Gang::N,chodba,నడక
332,Schritt::N,krok,అడుగు
333,Norden::N,sever,ఉత్తరదిక్కు
334,Süden::N,jih,దక్షిణము
335,Westen::N,západ,పడమర
336,Osten::N,východ,తూర్పు
337,Holz::N,dřevo,కొయ్య
338,Brett::N,prkno,పలక
339,Platte::N,deska,పలక
340,Stütze::N,opěra,వాల్సేడ్లు
341,Stange::N,tyč,స్తంభము
342,Stange::N,tyčka,స్తంభము
343,Stock::N,hůlka,కఱ్ఱ
344,Stab::N,hůl,కఱ్ఱ
345,Rohr::N,trubka,గొట్టము
346,Haus::N,dům,ఇల్లు
347,Heim::N,domov,స్వగృహము
348,Ofen::N,kamna,పొయ్యి
349,Fußboden::N,podlaha,నేల
350,Tisch::N,stůl,మేజా
351,Stuhl::N,židle,కుర్చీ
352,Wiege::N,kolébka,ఉయ్యాల
353,Bett::N,postel,పడక
354,Bett::N,postel,మంచం
355,Regal::N,regál,అటక
356,Regal::N,police,అటక
357,Kiste::N,bedna,వెట్టె
358,Fenster::N,okno,కిటికి
359,Tür::N,dveře,ద్వారము
360,Tor::N,vrata,ద్వారము
361,Zaun::N,plot,కంచె
362,Dach::N,střecha,ఇంటివైకప్పు
363,Leiter::N,žebřík,నిచ్చెన
364,Besen::N,koště,చీపురుకట్ట
365,Besen::N,smeták,చీపురుకట్ట
366,Spaten::N,rýč,పాఱ
367,Schaufel::N,lopata,పాఱ
368,Gabel::N,vidlička,ముండ్లగరిటె
369,Löffel::N,lžíce,గరిటె
370,Messer::N,nůž,కత్తి
371,Nagel::N,hřebík,మేకు
372,Netz::N,síť,వల
373,Haken::N,hák,కొక్కెము
374,Griff::N,držadlo,పిడి
375,Schloss::N,zámek,తాళము
376,Bild::N,obraz,చిత్రము
377,Figur::N,figura,రూపము
378,Puppe::N,panenka,బొమ్మ
379,Beutel::N,pytlík,సంచి
380,Bündel::N,svazek,మూట
381,Tasche::N,taška,సంచి
382,Tasche::N,brašna,సంచి
383,Eimer::N,kýbl,చేద
384,Eimer::N,vědro,చేద
385,Deckel::N,víko,మూత
386,Deckel::N,příklop,మూత
387,Geschirr::N,nádobí,వంటకాలు
388,Sack::N,pytel,గోనెసంచి
389,Tasse::N,šálek,గిన్నె
390,Topf::N,hrnec,కుండ
391,Kessel::N,kotel,నీరుకాచుపాత్ర
392,Essen::N,jídlo,ఆహారము
393,Nahrung::N,strava,ఆహారము
394,Nahrung::N,potrava,ఆహారము
395,Speise::N,jídlo,ఆహారము
396,Fleisch::N,maso,మాంసము
397,Getreide::N,obilí,ధాన్యము
398,Brei::N,kaše,గుజ్జు
399,Brot::N,chléb,రొట్టె
400,Scheibe::N,krajíc,బద్ద
401,Fett::N,tuk,క్రొవ్వు
402,Fett::N,omastek,క్రొవ్వు
403,Butter::N,máslo,వెన్న
404,Öl::N,olej,నూనె
405,Salz::N,sůl,ఉప్పు
406,Suppe::N,polévka,చారు
407,Honig::N,med,తెనె
408,Milch::N,mléko,పాలు
409,Tee::N,čaj,తేనీరు
410,Leder::N,kůže,బాగుచేసివతోలు
411,Wolle::N,vlna,ఉన్ని
412,Stoff::N,látka,బట్ట
413,Nadel::N,jehla,సూది
414,Faden::N,nit,దారము
415,Knopf::N,knoflík,బొత్తాము
416,Knoten::N,uzel,ముడి
417,Farbe::N,barva,రంగు
418,Kleidung::N,šaty,బట్టలు
419,Kleidung::N,šatstvo,బట్టలు
420,Hemd::N,košile,చొక్కాయ
421,Kragen::N,límec,మాల
422,Ärmel::N,rukáv,చొక్కాయచెయ్యి
423,Hose::N,kalhoty,ఇజారు
424,Gürtel::N,pás,పటకా
425,Gürtel::N,opasek,పటకా
426,Mütze::N,čepice,టోపి
427,Schuh::N,bota,పాదరక్ష
428,Stiefel::N,holínka,బూటు
429,Ring::N,prsten,ఉంగరము
430,Band::N,pásek,నాడా
431,Kamm::N,hřeben,దువ్వెన
432,Spiegel::N,zrcadlo,అద్దము
433,Riemen::N,řemen,వాడా
434,Schnur::N,šňůra,దారము
435,Leine::N,vodítko,వారు
436,Decke::N,pokrývka,కంబళి
437,Decke::N,přikrývka,కంబళి
438,Kissen::N,polštář,తలగడ
439,Tuch::N,šátek,బట్ట
440,Handtuch::N,ručník,తువాలు
441,Kraft::N,síla,బలము
442,Stärke::N,síla,శక్తి
443,Gesundheit::N,zdraví,ఆరోగ్యము
444,Krankheit::N,nemoc,రోగము
445,Krankheit::N,choroba,రోగము
446,Schmerz::N,bolest,నొప్పి
447,Wunde::N,rána,గాయము
448,Fieber::N,horečka,జ్వరము
449,Arznei::N,lék,మందు
450,Brücke::N,most,వంతెన
451,Brunnen::N,studna,బావి
452,Brunnen::N,studna,కూపము
453,Brunnen::N,studna,నుయ్యి
454,Weide::N,pastva,పచ్చికబయలు
455,Weide::N,pastvina,పచ్చికబయలు
456,Pfad::N,pěšina,కాలిత్రోవ
457,Weg::N,cesta,మార్గము
458,Straße::N,silnice,బాట
459,Dorf::N,vesnice,గ్రామము
460,Stadt::N,město,పట్టణము
461,Brief::N,dopis,జాబు
462,Buch::N,kniha,పుస్తకము
463,Buchstabe::N,písmeno,అక్షరము
464,Zeitung::N,noviny,వార్తాపత్రిక
465,Leben::N,život,ప్రాణము
466,Tod::N,smrt,మరణము
467,Grab::N,hrob,సమాధి
468,Kirche::N,kostel,క్రెస్తవులగుడి
469,Sünde::N,hřích,పాపము
470,Gott::N,bůh,దేవుడు
471,Arbeiter::N,dělník,పనిపాటుచేశేవాడు
472,Arbeiter::N,pracovník,పనిపాటుచేశేవాడు
473,Chef::N,šéf,యజమానుడు
474,Chef::N,vedoucí,యజమానుడు
475,Meister::N,mistr,కళాకారుడు
476,Arzt::N,lékař,వైద్యుడు
477,Lehrer::N,učitel,ఉపాధ్యాయుడు
478,Geld::N,peníze,ద్రవ్యము
479,Geschäft::N,obchod,వ్యాపారము
480,Laden::N,krám,అంగడి
481,Preis::N,cena,వెల
482,Ware::N,zboží,సరకులు
483,Nutzen::N,užitek,ప్రయోజనము
484,Reichtum::N,bohatství,ధనము
485,Welt::N,svět,ప్రపంచము
486,Land::N,země,దేశము
487,Staat::N,stát,రాజ్యము
488,König::N,král,రాజు
489,Macht::N,moc,అధికారము
490,Macht::N,mocnost,అధికారము
491,Grenze::N,hranice,సరిహద్దు
492,Krieg::N,válka,యుద్ధము
493,Feind::N,nepřítel,శత్రువు
494,Gewalt::N,násilí,దౌర్జన్యము
495,Kampf::N,boj,పోట్లాట
496,Bogen[Waffe]::N,luk,విల్లు
497,Pfeil::N,šíp,బాణము
498,Gewehr::N,puška,తుపాకి
499,Gewehr::N,ručnice,తుపాకి
500,Fehler::N,chyba,తప్ప
501,Lüge::N,lež,అసత్యము
502,Schaden::N,škoda,నష్టము
503,Unglück::N,neštěstí,దురదృష్టము
504,Schuld::N,vina,తప్పు
505,Alter::N,věk,వయస్సు
506,Schluss::N,konec,ముగింపు
507,Zeit::N,čas,కాలము
508,Tag::N,den,దినము
509,Morgen::N,ráno,ఉదయము
510,Morgen::N,jitro,ఉదయము
511,Mittag::N,poledne,మధ్యాహ్నము
512,Abend::N,večer,సాయంకాలము
513,Nacht::N,noc,రత్రి
514,Woche::N,týden,వారము
515,Monat::N,měsíc,నెల
516,Jahr::N,rok,సంవత్సరము
517,Frühling::N,jaro,వసంతకాలము
518,Sommer::N,léto,వేసవికాము
519,Herbst::N,podzim,ఆకురాలుకాలము
520,Winter::N,zima,శీతకాలము
521,Januar::N,leden,జనవరి
522,Februar::N,únor,ఫిబ్రవరి
523,März::N,březen,మార్చి
524,April::N,duben,ఏప్రిలు
525,Mai::N,květen,మే
526,Juni::N,červen,జూన్
527,Juli::N,červenec,జూలై
528,August::N,srpen,ఆగస్టు
529,September::N,září,సెప్ఠెంబరు
530,Oktober::N,říjen,అక్టోబరు
531,November::N,listopad,నవంబరు
532,Dezember::N,prosinec,డిసెంబర్
533,Montag::N,pondělí,సోమవారము
534,Montag::N,pondělek,సోమవారము
535,Dienstag::N,úterý,మంగళవారము
536,Mittwoch::N,středa,బుధవారము
537,Donnerstag::N,čtvrtek,గురువారము
538,Freitag::N,pátek,శుక్రవారము
539,Samstag::N,sobota,శనివారము
540,Sonntag::N,neděle,ఆదివారము
541,groß::A,velký,గొప్పైన
542,klein::A,malý,చిన్న
543,lang::A,dlouhý,పొడుగాటి
544,kurz::A,krátký,పొట్టి
545,breit::A,široký,వెడల్పైన
546,schmal::A,úzký,ఇఱుకైన
547,dicht::A,hustý,దట్టమైన
548,dick[Gegenstand]::A,tlustý,దట్టమైన
549,dünn::A,tenký,పలుచని
550,fein::A,jemný,నాజాకైన
551,fest::A,pevný,దృడమైవ
552,flach::A,plochý,చదువైన
553,flach::A,placatý,చదువైన
554,glatt::A,hladký,నున్నని
555,hart::A,tvrdý,కఠినమైన
556,weich::A,měkký,మృదువైన
557,rund::A,kulatý,గుండ్రని
558,rund::A,okrouhlý,గుండ్రని
559,spitz::A,špičatý,మొనగల
560,scharf::A,ostrý,పదనైన
561,stumpf::A,tupý,వాడిలేని
562,schwer::A,těžký,బరువ్తెన
563,schön::A,pěkný,సుందరమైన
564,schön::A,krásný,సుందరమైన
565,heiß::A,horký,వేడియైన
566,warm::A,teplý,వెచ్చని
567,kalt::A,studený,చల్లని
568,kühl::A,chladný,చల్లని
569,frisch::A,svěží,తాజాయైన
570,feucht::A,vlhký,చెమ్మగానున్న
571,nass::A,mokrý,తడిగామన్న
572,trocken::A,suchý,ఎండిన
573,voll::A,plný,నిండు
574,leer::A,prázdný,శూన్యమైన
575,offen::A,otevřený,తెఱచియున్న
576,geschlossen::A,zavřený,మూసిన
577,sauber::A,čistý,పరిశుద్ధమైన
578,schmutzig::A,špinavý,ముఱికియైన
579,roh::A,syrový,పచ్చి
580,reif::A,zralý,పండివ
581,lecker::A,chutný,రుచి గల
582,süß::A,sladký,తియ్యని
583,bitter::A,hořký,చేదైన
584,sauer::A,kyselý,పుల్లని
585,hell::A,světlý,కాంతిగల
586,dunkel::A,temný,చీకటియైన
587,schwarz::A,černý,నల్లని
588,weiß::A,bílý,తెలుపు
589,rot::A,rudý,ఎఱ్ఱని
590,rot::A,červený,ఎఱ్ఱని
591,gelb::A,žlutý,పసుపు పచ్చ
592,blau::A,modrý,నీలవర్ణము
593,grün::A,zelený,ఆకుపచ్చని
594,grau::A,šedý,నెరిసిన
595,grau::A,šedivý,నెరిసిన
596,bunt::A,pestrý,రంగేలీ
597,billig::A,levný,చౌకయైన
598,billig::A,laciný,చౌకయైన
599,teuer::A,drahý,వెలపొడుగైన
600,wertvoll::A,cenný,విలుప్తెన
601,blind::A,slepý,గ్రుడ్డి
602,taub::A,hluchý,చెవిటి
603,kräftig::A,silný,శక్తి గల
604,stark::A,silný,బలమైన
605,schwach::A,slabý,బలహీనమైన
606,fett::A,tučný,క్రొవ్విన
607,fett::A,tlustý,క్రొవ్విన
608,schlank::A,štíhlý,సన్నని
609,hübsch::A,hezký,సాగప్తెన
610,böse::A,zlý,చెడ్డ
611,dumm::A,hloupý,తెలివిలేని
612,faul::A,líný,సోమరియైన
613,fleißig::A,pilný,శ్రద్దగల
614,geizig::A,lakomý,పిసినారియైన
615,klug::A,chytrý,తెలివిగల
616,geschickt::A,šikovný,నిపుణతగల
617,lieb::A,milý,ప్రియమైన
618,lustig::A,veselý,ఉల్లాసము గల
619,sanft::A,mírný,సాధువైన
620,hungrig::A,hladový,ఆకలిగొనిన
621,krank::A,nemocný,వ్యాధిగల
622,nackt::A,nahý,దిగంబరమైన
623,traurig::A,smutný,విచారముగల
624,traurig::A,truchlivý,విచారముగల
625,lebendig::A,živý,ప్రాణముతో నున్న
626,gut::A,dobrý,మంచి
627,schlecht::A,špatný,చెడ్డ
628,richtig::A,pravý,సరియైన
629,richtig::A,správný,సరియైన
630,schlimm::A,zlý,అసహ్యమైన
631,wahr::A,pravdivý,నిజమైన
632,alt::A,starý,ముసలి
633,neu::A,nový,క్రొత్త
634,ehemalig::A,bývalý,పూర్వపు
635,alt[Lebewesen]::A,starý,ముసలి
636,jung::A,mladý,పసి
637,arm::A,chudý,బీద
638,reich::A,bohatý,ధనవంతుడైన
639,bekannt::A,známý,తెలిసిన
640,berühmt::A,slavný,ప్రపిద్దికెక్కివ
641,fremd::A,cizí,అన్యమైన
642,verschieden::A,různý,భేదమైన
643,verschieden::A,rozličný,భేదమైన
644,nah::A,blízký,దగ్గఱనున్న
645,fern::A,daleký,దూరమందున్న
646,linker::A,levý,ఎడమప్రక్కగ
647,rechter::A,pravý,కుడి
648,anderer::A,jiný,వేఱ్తెన
649,erster::A,první,మొదటి
650,zweiter::A,druhý,రెండన
651,dritter::A,třetí,మూడో
652,letzter::A,poslední,కడపటి
653,allein::ADV,sám,ఒంటిగా
654,auf einmal::ADV,najednou,హరాత్తుగ
655,zusammen::ADV,spolu,కలిసి
656,zusammen::ADV,dohromady,కలిసి
657,lange::ADV,dlouho,బహుకాలము
658,plötzlich::ADV,vtom,హరాత్తుగ
659,plötzlich::ADV,náhle,హరాత్తుగ
660,sofort::ADV,hned,తక్షణము
661,sofort::ADV,ihned,తక్షణము
662,später::ADV,později,ఇటీవలి
663,jetzt::ADV,teď,ఇప్పుడు
664,jetzt::ADV,nyní,ఇప్పుడు
665,heute::ADV,dnes,నేడు
666,heute::ADV,dneska,నేడు
667,morgen::ADV,zítra,ఱేపు
668,bald::ADV,brzo,శీఘ్రముగ
669,dann::ADV,pak,అప్పుడు
670,dann::ADV,potom,అప్పుడు
671,gestern::ADV,včera,నిన్నటి దినము
672,einst::ADV,kdysi,పూర్వమొకప్పుడు
673,damals::ADV,tehdy,అప్పుడు
674,damals::ADV,tenkrát,అప్పుడు
675,danach::ADV,podle toho,అప్పుడు
676,vorher::ADV,dříve,ఎదుట
677,vorher::ADV,napřed,ఎదుట
678,zuerst::ADV,nejprve,మొదటిలో
679,zuerst::ADV,nejdříve,మొదటిలో
680,einmal::ADV,jednou,ఒకసారి
681,manchmal::ADV,někdy,అప్పటప్పటికి
682,oft::ADV,často,తఱచుగా
683,immer::ADV,vždy,ఎల్లప్పుడు
684,immer::ADV,stále,ఎల్లప్పుడు
685,niemals::ADV,nikdy,ఎప్పుడునులేదు
686,hier::ADV,zde,ఇక్కడ
687,hier::ADV,tady,ఇక్కడ
688,hierhin::ADV,sem,ఇక్కడకు
689,von hier::ADV,odtud,ఇక్కడనుండి
690,dort::ADV,tam,అక్కడ
691,dorthin::ADV,tam,అక్కడికి
692,geradeaus::ADV,rovně,సూటిగా
693,vorwärts::ADV,kupředu,ముందుకు
694,rückwärts::ADV,zpět,వెనుకకు
695,zurück::ADV,zpět,వెనుకభాగము
696,zurück::ADV,nazpět,వెనుకభాగము
697,unten::ADV,dole,క్రింద
698,hinab::ADV,dolů,కిందికి
699,oben::ADV,nahoře,మీద
700,oben::ADV,navrchu,మీద
