,Concept_ID,udm,hr
105,Strömung::N,бызён,strujanje
106,Tropfen::N,шапык,kap
107,Tropfen::N,шапык,kaplja
108,Schaum::N,шукы,pjena
109,Schmutz::N,нӧд,nečistoća
110,Schmutz::N,нӧд,prljavština
111,Schmutz::N,дэри,nečistoća
112,Schmutz::N,дэри,prljavština
113,See::N,ты,jezero
114,Sumpf::N,нюр,bara
115,Moor::N,нюр,močvara
116,Wiese::N,возь,livada
117,Wiese::N,возьвыл,livada
118,Wald::N,сик,šuma
119,Wald::N,нюлэс,šuma
120,Hügel::N,выр,brijeg
121,Hügel::N,выр,brežuljak
122,Hügel::N,вырйыл,brijeg
123,Hügel::N,вырйыл,brežuljak
124,Anhöhe::N,выр,uzvišica
125,Anhöhe::N,вырйыл,uzvišica
126,Berg::N,гурезь,brdo
127,Gipfel::N,йыл,vrh
128,Höhle::N,гу,pećina
129,Höhle::N,гу,spilja
130,Abhang::N,бам,obronak
131,Abhang::N,бам,nizbrdica
132,Quelle::N,ошмес,izvor
133,Quelle::N,ошмес,vrelo
134,Bach::N,пичи шур,potok
135,Fluss::N,шур,rijeka
136,Ufer::N,ярдур,obala
137,Küste::N,вудур,obala
138,Küste::N,вудур,morska obala
139,Festland::N,мувыр,kopno
140,Meer::N,зарезь,more
141,Bucht::N,вукож,zaliv
142,Insel::N,вумуӵ,ada
143,Insel::N,вумуӵ,otok
144,Insel::N,шормуӵ,ada
145,Insel::N,шормуӵ,otok
146,Blume::N,сяська,cvijet
147,Gras::N,турын,trava
148,Wurzel::N,выжы,korijen
149,Baum::N,пу,drvo
150,Baum::N,пу,stablo
151,Stamm::N,модос,deblo
152,Stamm::N,модос,stablo
153,Rinde::N,сул,kora
154,Ast::N,ул,grana
155,Zweig::N,вай,grana
156,Blatt::N,куар,list
157,Birke::N,кызьпу,breza
158,Kiefer[Baum]::N,пужым,bor
159,Weide[Baum]::N,бадьпу,iva
160,Weide[Baum]::N,бадьпу,vŕba
161,Tanne::N,кыз,jela
162,Horn::N,сюр,rog
163,Feder::N,тылы,pero
164,Fell::N,ку,koža
165,Flügel::N,бурд,krilo
166,Klaue::N,гижы,papak
167,Kralle::N,пыд,pandža
168,Schwanz::N,быж,rep
169,Ei::N,пуз,jaje
170,Ei::N,кукей,jaje
171,Nest::N,кар,gnijezdo
172,Nest::N,пузкар,gnijezdo
173,Bau::N,кар,jazbina
174,Bau::N,гу,jazbina
175,Tier::N,пӧйшур,životinja
176,Herde::N,уллё,krdo
177,Herde::N,уллё,stado
178,Kuh::N,скал,krava
179,Bulle::N,ош,bik
180,Bulle::N,пороз,bik
181,Pferd::N,вал,konj
182,Schaf::N,ыж,ovca
183,Schwein::N,парсь,svinja
184,Hund::N,пуны,pas
185,Hund::N,пуны,pseto
186,Katze::N,коӵыш,mačka
187,Bär::N,гондыр,medvjed
188,Eichhörnchen::N,коньы,vjeverica
189,Elch::N,койык,los
190,Fuchs::N,ӟичы,lisica
191,Hase::N,кеч,zec
192,Maus::N,шыр,miš
193,Wolf::N,кион,vuk
194,Wolf::N,кион,kurjak
195,Vogel::N,тылобурдо,ptica
196,Schwarm::N,уллё,roj
197,Schwarm::N,уллё,jato
198,Huhn::N,курег,kokoš
199,Hahn::N,атас,kokot
200,Hahn::N,атас,pijevac
201,Gans::N,ӟазег,guska
202,Adler::N,ӧрзи,orao
203,Ente::N,ӵӧж,patka
204,Eule::N,кучыран,sova
205,Kranich::N,тури,ždral
206,Krähe::N,куака,vrana
207,Kuckuck::N,кикы,kukavica
208,Schwan::N,юсь,labud
209,Fisch::N,чорыг,riba
210,Barsch::N,юш,grgeč
211,Hecht::N,чипей,štuka
212,Schlange[Tier]::N,кый,guja
213,Schlange[Tier]::N,кый,zmija
214,Wurm::N,нумыр,crv
215,Spinne::N,чонари,pauk
216,Ameise::N,кузьыли,mrav
217,Laus::N,тэй,uš
218,Mücke::N,нымы,komarac
219,Mücke::N,чибинь,komarac
220,Fliege::N,кут,muha
221,Schmetterling::N,бубыли,leptir
222,Beere::N,узы-боры,boba
223,Beere::N,узы-боры,bobica
224,Apfel::N,яблок,jabuka
225,Pilz::N,губи,pečurka
226,Zwiebel::N,сугон,luk
227,Zwiebel::N,сугон,kapula
228,Saat::N,кидыс,sjemenje
229,Korn::N,тысь,zrno
230,Heu::N,турын,sijeno
231,Schale::N,кыд,kora
232,Schale::N,кыд,ljuska
233,Grube::N,гу,jama
234,Grube::N,гоп,jama
235,Falle::N,налик,zamka
236,Falle::N,налик,klopka
237,Schlinge::N,гиӟ,uzao
238,Schlinge::N,гиӟ,petlja
239,Schlinge::N,герд,uzao
240,Schlinge::N,герд,petlja
241,Spur::N,пытьы,trag
242,Spur::N,пытьы,slijed
243,Spur::N,бервыл,trag
244,Spur::N,бервыл,slijed
245,Asche::N,пень,pepeo
246,Dreck::N,дэри,blato
247,Eisen::N,корт,željezo
248,Gold::N,зарни,zlato
249,Silber::N,азвесь,srebro
250,Kohle::N,эгыр,ugalj
251,Kohle::N,эгыр,ugljen
252,Glas::N,стекло,staklo
253,Glas::N,пияла,staklo
254,Lehm::N,сюй,glina
255,Lehm::N,сюй,ilovača
256,Sand::N,луо,pijesak
257,Mensch::N,мурт,čovjek
258,Mensch::N,адями,čovjek
259,Mann::N,воргорон,muškarac
260,Frau::N,кышномурт,žena
261,Kind::N,нуны,čedo
262,Kind::N,нуны,dijete
263,Kind::N,пинал,čedo
264,Kind::N,пинал,dijete
265,Junge::N,пи,momče
266,Junge::N,пи,dječak
267,Mädchen::N,ныл,djevojka
268,Mädchen::N,ныл,djevojčica
269,Familie::N,семья,obitelj
270,Familie::N,семья,porodica
271,Großvater::N,песятай,djed
272,Großvater::N,пересь атай,djed
273,Großmutter::N,песянай,baka
274,Großmutter::N,пересь анай,baka
275,Eltern::N,атай-анай,roditelji
276,Eltern::N,бубы-мумы,roditelji
277,Vater::N,айы,otac
278,Vater::N,атай,otac
279,Mutter::N,мумы,majka
280,Sohn::N,пи,sin
281,Tochter::N,ныл,kći
282,Tochter::N,ныл,kćerka
283,Bruder::N,агай,brat
284,Schwester::N,апа,sestra
285,Schwester::N,сузэр,sestra
286,Onkel::N,агай,čika
287,Onkel::N,агай,ujak
288,Tante::N,апа,ujna
289,Tante::N,апа,tetka
290,Tante::N,кенак,ujna
291,Tante::N,кенак,tetka
292,Ehemann::N,карт,muž
293,Ehemann::N,карт,suprug
294,Ehefrau::N,кышно,žena
295,Ehefrau::N,кышно,supruga
296,Freude::N,шумпотон,radost
297,Gelächter::N,горем,grohot
298,Glück::N,шуд,sreća
299,Kummer::N,кайгу,jad
300,Kummer::N,кайгу,briga
301,Kummer::N,куректон,jad
302,Kummer::N,куректон,briga
303,Wunsch::N,мылпотон,želja
304,Lust::N,потон,volja
305,Geist::N,лул,duh
306,Gedanke::N,малпан,misao
307,Gedächtnis::N,йырсазь,pamćenje
308,Gedächtnis::N,тодэваён,pamćenje
309,Verstand::N,йырвизь,um
310,Verstand::N,йырвизь,razum
311,Sinn::N,смысл,smisao
312,Sinn::N,смысл,značenje
313,Grund::N,муг,razlog
314,Grund::N,ньӧм,razlog
315,Wahrheit::N,зэм,istina
316,Wahrheit::N,шонер,istina
317,Gespräch::N,вераськон,razgovor
318,Märchen::N,выжыкыл,bajka
319,Erzählung::N,верос,priča
320,Erzählung::N,верос,pripovijest
321,Nachricht::N,ивор,vijest
322,Neuigkeit::N,выльивор,novost
323,Name::N,ним,ime
324,Rätsel::N,мадькыл,zagonetka
325,Rede::N,верам,govor
326,Rede::N,верам,besjeda
327,Sprache::N,кыл,jezik
328,Stimme::N,куара,glas
329,Wort::N,кыл,riječ
330,Zeichen::N,пус,znak
331,Zeichen::N,тодмет,znak
332,Ruf::N,ӧтён,povik
333,Ruf::N,ӧтён,poklik
334,Ruf::N,чортон,povik
335,Ruf::N,чортон,poklik
336,Lärm::N,ӵашетон,buka
337,Lärm::N,ӵашетон,galama
338,Laut::N,куара,zvuk
339,Ton::N,куара,ton
340,Lied::N,кырӟан,pjesma
341,Ruhe::N,чалмыт улон,tišina
342,Ruhe::N,чалмыт улон,počinak
343,Leute::N,адямиос,ljudi
344,Volk::N,калык,puk
345,Volk::N,калык,narod
346,Arbeit::N,уж,rad
347,Arbeit::N,уж,posao
348,Gast::N,куно,gost
349,Geschenk::N,салам,dar
350,Geschenk::N,салам,poklon
351,Geschenk::N,кузьым,dar
352,Geschenk::N,кузьым,poklon
353,Spiel::N,шудон,igra
354,Gesellschaft::N,калык,društvo
355,Gesellschaft::N,калык,kompanija
356,Hilfe::N,юрттон,pomoć
357,Freund::N,эш,prijatelj
358,Freund::N,юлтош,prijatelj
359,Kamerad::N,тодмо,drug
360,Kamerad::N,тодмо,drugar
361,Angelegenheit::N,уж,posao
362,Anzahl::N,лыд,broj
363,Anzahl::N,лыд,brojnost
364,Art::N,тус,vid
365,Art::N,тус,vrst
366,Stück::N,юдэс,komad
367,Teil::N,люкет,dio
368,Hälfte::N,ӝыны,polovina
369,Kreis::N,котырес,krug
370,Kreuz::N,крест,križ
371,Linie::N,гож,crta
372,Strich::N,гож,crta
373,Abstand::N,вис,razmak
374,Abstand::N,вис,odstojanje
375,Abstand::N,кусып,razmak
376,Abstand::N,кусып,odstojanje
377,Entfernung::N,кусып,udaljenost
378,Gegend::N,инты,kraj
379,Gegend::N,инты,predeo
380,Platz::N,инты,mjesto
381,Ort::N,инты,mjesto
382,Ort::N,места,mjesto
383,Seite::N,пал,bok
384,Seite::N,пал,strana
385,Mitte::N,шор,sredina
386,Gegenstand::N,арбери,predmet
387,Sache::N,котыр,posao
388,Rand::N,дур,rub
389,Rand::N,дур,kraj
390,Rand::N,шаер,rub
391,Rand::N,шаер,kraj
392,Kante::N,дур,brid
393,Kante::N,дур,ivica
394,Ecke::N,сэрег,ugao
395,Spitze::N,йыл,vrh
396,Spitze::N,йыл,šiljak
397,Ende::N,пум,konac
398,Loch::N,пась,rupa
399,Winkel::N,сэрег,kut
400,Winkel::N,сэрег,ugao
401,Muster::N,пужы,uzor
402,Größe::N,быдӟала,veličina
403,Länge::N,кузьдала,duljina
404,Höhe::N,ӝуждала,visina
405,Gewicht::N,сектала,težina
406,Gewicht::N,секытлык,težina
407,Menge::N,лыд,mnoštvo
408,Menge::N,лыд,količina
409,Menge::N,лыдпус,mnoštvo
410,Menge::N,лыдпус,količina
411,Haufen::N,люк,hrpa
412,Haufen::N,люк,gomila
413,Reihe::N,чур,red
414,Boot::N,пыж,čun
415,Boot::N,пыж,čamac
416,Boot::N,лодка,čun
417,Boot::N,лодка,čamac
418,Ruder::N,полыс,veslo
419,Schlitten::N,додьы,saone
420,Ski::N,куас,ski
421,Ski::N,куас,smučka
422,Lagerfeuer::N,тылскем,logorska vatra
423,Last::N,секыт,tovar
424,Gang::N,ветлон,hod
425,Schritt::N,вамыш,korak
426,Norden::N,уйпал,sjever
427,Süden::N,лымшор,jug
428,Westen::N,шунды пуксён,zapad
429,Osten::N,шунды ӝужан,istok
430,Holz::N,пу,drvo
431,Brett::N,пул,daska
432,Platte::N,плита,ploča
433,Stütze::N,пыкет,potpora
434,Stange::N,пуӵ,motka
435,Stock::N,боды,štap
436,Stock::N,боды,palica
437,Stab::N,пуӵ,štap
438,Stab::N,пуӵ,šipka
439,Stab::N,боды,štap
440,Stab::N,боды,šipka
441,Rohr::N,труба,cijev
442,Haus::N,юрт,kuća
443,Heim::N,корка,dom
444,Ofen::N,гур,peć
445,Fußboden::N,выж,pod
446,Tisch::N,ӝӧк,stol
447,Tisch::N,ӝӧк,trpeza
448,Stuhl::N,пукон,stolac
449,Stuhl::N,пукон,stolica
450,Wiege::N,кӧкы,kolijevka
451,Wiege::N,зыбка,kolijevka
452,Bett::N,валес,krevet
453,Bett::N,валес,postelja
454,Regal::N,ӝажы,polica
455,Kiste::N,ящик,sanduk
456,Fenster::N,укно,prozor
457,Fenster::N,косяк,prozor
458,Tür::N,ӧс,vrata
459,Tor::N,ӟезьы,vrata
460,Tor::N,ӟезьы,kapija
461,Zaun::N,забор,plot
462,Zaun::N,забор,ograda
463,Dach::N,липет,krov
464,Leiter::N,падӟа,ljestve
465,Leiter::N,падӟа,ljestvice
466,Besen::N,ӵужон,metla
467,Besen::N,исьнер,metla
468,Spaten::N,лопатка,ašov
469,Schaufel::N,ютырон,lopata
470,Gabel::N,тэчы,viljuška
471,Gabel::N,вилка,viljuška
472,Löffel::N,пуньы,žlica
473,Messer::N,пурт,nož
474,Nagel::N,кортӵог,čavao
475,Netz::N,сеть,mreža
476,Haken::N,курик,kuka
477,Griff::N,ныд,držak
478,Griff::N,ныд,ručica
479,Schloss::N,тунгон,brava
480,Bild::N,суред,slika
481,Figur::N,фигура,figura
482,Puppe::N,мунё,lutka
483,Beutel::N,пуйы,kesa
484,Bündel::N,керттэт,snop
485,Bündel::N,керттэт,svežanj
486,Tasche::N,пуйы,torba
487,Tasche::N,пуйы,taška
488,Tasche::N,сумка,torba
489,Tasche::N,сумка,taška
490,Eimer::N,ведра,kabao
491,Deckel::N,ӵоксэт,poklopac
492,Geschirr::N,тусьты-пуньы,suđe
493,Geschirr::N,тусьты-пуньы,posuđe
494,Sack::N,пуйы,džak
495,Sack::N,пуйы,vreća
496,Tasse::N,ӵаша,šalica
497,Topf::N,миска,lonac
498,Kessel::N,пурты,kazan
499,Essen::N,сиськон,obrok
500,Nahrung::N,сион,hrana
501,Speise::N,сиён,jelo
502,Fleisch::N,сӥль,meso
503,Getreide::N,ю тысь,žito
504,Getreide::N,ю тысь,žitarice
505,Brei::N,ӝук,kaša
506,Brot::N,нянь,kruh
507,Scheibe::N,шорем,kriška
508,Fett::N,кӧй,mast
509,Fett::N,кӧй,salo
510,Butter::N,вӧй,buter
511,Butter::N,вӧй,maslac
512,Öl::N,вӧй,ulje
513,Salz::N,сылал,sol
514,Suppe::N,шыд,supa
515,Honig::N,чечы,med
516,Milch::N,йӧл,mlijeko
517,Tee::N,чай,čaj
518,Leder::N,сурон,koža
519,Wolle::N,гон,vuna
520,Wolle::N,ыжгон,vuna
521,Stoff::N,куэм,štof
522,Stoff::N,куэм,tkanina
523,Nadel::N,вень,igla
524,Faden::N,сӥньыс,nit
525,Faden::N,сӥньыс,konac
526,Knopf::N,бирды,dugme
527,Knoten::N,герд,čvor
528,Knoten::N,герд,uzao
529,Farbe::N,буёл,farba
530,Kleidung::N,дӥсь,odjeća
531,Hemd::N,дэрем,košulja
532,Kragen::N,сирес,ovratnik
533,Ärmel::N,саес,rukav
534,Hose::N,брюки,hlače
535,Hose::N,штань,hlače
536,Gürtel::N,кускерттон,pas
537,Gürtel::N,кускерттон,pojas
538,Mütze::N,ызьы,kapa
539,Schuh::N,ботинка,cipela
540,Stiefel::N,сапег,čizma
541,Ring::N,зундэс,prsten
542,Band::N,лента,vrpca
543,Kamm::N,сын,češalj
544,Spiegel::N,синучкон,zrcalo
545,Spiegel::N,синучкон,ogledalo
546,Riemen::N,е,kaiš
547,Riemen::N,е,remen
548,Schnur::N,гозы,vrpca
549,Leine::N,думет,uzica
550,Decke::N,шобрет,ćebe
551,Decke::N,шобрет,pokrivač
552,Kissen::N,миндэр,jastuk
553,Tuch::N,кышет,rubac
554,Tuch::N,кышет,marama
555,Handtuch::N,ӵушкон,ručnik
556,Kraft::N,кать,snaga
557,Kraft::N,ӟигар,snaga
558,Stärke::N,юнлык,jakost
559,Gesundheit::N,тазалык,zdravlje
560,Krankheit::N,висён,bolest
561,Schmerz::N,висён,bol
562,Wunde::N,яра,rana
563,Fieber::N,кезег,groznica
564,Arznei::N,эмъюм,lijek
565,Brücke::N,выж,most
566,Brücke::N,выж,ćuprija
567,Brunnen::N,колдэч,bunar
568,Brunnen::N,колдэч,zdenac
569,Weide::N,возь,paša
570,Weide::N,возь,pašnjak
571,Pfad::N,сюрес,staza
572,Weg::N,сюрес,put
573,Straße::N,сюрес,drum
574,Straße::N,сюрес,cesta
575,Dorf::N,гурт,selo
576,Stadt::N,кар,grad
577,Stadt::N,кар,varoš
578,Stadt::N,город,grad
579,Stadt::N,город,varoš
580,Brief::N,гожтэт,list
581,Brief::N,гожтэт,pismo
582,Buch::N,книга,knjiga
583,Buchstabe::N,буква,slovo
584,Zeitung::N,газет,novine
585,Leben::N,улон,život
586,Tod::N,кулон,smrt
587,Grab::N,шайгу,raka
588,Kirche::N,черк,crkva
589,Sünde::N,сьӧлык,grijeh
590,Gott::N,ӥнмар,bog
591,Arbeiter::N,рабочий,radnik
592,Chef::N,начальник,šef
593,Meister::N,кибашлы,majstor
594,Arzt::N,врач,liječnik
595,Lehrer::N,дышетӥсь,učitelj
596,Geld::N,уксё,novac
597,Geld::N,коньдон,novac
598,Geschäft::N,уж,posao
599,Geschäft::N,уж,trgovina
600,Laden::N,магазин,dućan
601,Preis::N,дун,cijena
602,Ware::N,вуз,roba
603,Nutzen::N,пайда,korist
604,Reichtum::N,узырлык,bogatstvo
605,Welt::N,дунне,svijet
606,Land::N,шаер,zemlja
607,Staat::N,кун,država
608,König::N,эксэй,kralj
609,Macht::N,власть,moć
610,Macht::N,власть,vlast
611,Grenze::N,кунгож,granica
612,Krieg::N,ож,rat
613,Feind::N,тушмон,neprijatelj
614,Gewalt::N,эриктэман,sila
615,Gewalt::N,эриктэман,nasilje
616,Kampf::N,нюръяськон,boj
617,Kampf::N,нюръяськон,borba
618,Bogen[Waffe]::N,пукыӵ,luk
619,Pfeil::N,пукыӵ вень,strijela
620,Gewehr::N,пыӵал,puška
621,Fehler::N,янгыш,pogreška
622,Fehler::N,янгыш,griješka
623,Lüge::N,пӧян,laž
624,Lüge::N,алдан,laž
625,Lüge::N,ӧрекчан,laž
626,Schaden::N,изъян,šteta
627,Unglück::N,куректон,nesreća
628,Unglück::N,шудтэме усён,nesreća
629,Schuld::N,янгыш,krivnja
630,Alter::N,арлыд,dob
631,Schluss::N,пум,kraj
632,Schluss::N,пум,konac
633,Zeit::N,дыр,doba
634,Zeit::N,дыр,vrijeme
635,Tag::N,нунал,dan
636,Morgen::N,ӵукна,jutro
637,Mittag::N,лымшор,podne
638,Abend::N,ӝыт,veče
639,Abend::N,ӝыт,večer
640,Abend::N,акшан,veče
641,Abend::N,акшан,večer
642,Nacht::N,уй,noć
643,Woche::N,арня,sedmica
644,Monat::N,толэзь,mjesec
645,Jahr::N,ар,godina
646,Frühling::N,тулыс,proljeće
647,Sommer::N,гужем,ljeto
648,Herbst::N,сӥзьыл,jesen
649,Winter::N,тол,zima
650,Januar::N,выльартолэзь,januar
651,Januar::N,выльартолэзь,siječanj
652,Februar::N,тулыспал,veljača
653,Februar::N,тулыспал,februar
654,März::N,южтолэзь,mart
655,März::N,южтолэзь,ožujak
656,April::N,оштолэзь,april
657,April::N,оштолэзь,travanj
658,Mai::N,куартолэзь,maj
659,Mai::N,куартолэзь,svibanj
660,Juni::N,вожотолэзь,juni
661,Juni::N,вожотолэзь,lipanj
662,Juli::N,пӧсьтолэзь,juli
663,Juli::N,пӧсьтолэзь,srpanj
664,August::N,гудырикошкон,august
665,August::N,гудырикошкон,kolovoz
666,September::N,куарусён,rujan
667,September::N,куарусён,septembar
668,Oktober::N,выльӝуктолэзь,oktobar
669,Oktober::N,выльӝуктолэзь,listopad
670,November::N,шуркынмон,studeni
671,November::N,шуркынмон,novembar
672,Dezember::N,толсур,prosinac
673,Montag::N,вордӥськон,ponedjeljak
674,Montag::N,вордӥськон,ponedjeljnik
675,Dienstag::N,вторник,utorak
676,Dienstag::N,вторник,utornik
677,Mittwoch::N,вирнунал,srijeda
678,Donnerstag::N,покчиарня,četvrtak
679,Freitag::N,удмуртарня,petak
680,Samstag::N,кӧснунал,subota
681,Sonntag::N,арня,nedjelja
682,groß::A,бадӟым,velik
683,klein::A,пичи,mali
684,klein::A,пичи,malen
685,lang::A,кузь,dug
686,lang::A,кузь,dugačak
687,kurz::A,вакчи,kratak
688,breit::A,паськыт,širok
689,schmal::A,сюлэг,uski
690,schmal::A,сюлэг,uzak
691,dicht::A,ӵем,gust
692,dick[Gegenstand]::A,зӧк,debeo
693,dünn::A,векчи,tanak
694,fein::A,векчи,fin
695,fein::A,векчи,tanak
696,fest::A,юн,čvrst
697,fest::A,чурыт,čvrst
698,flach::A,ӵошкыт,ravan
699,flach::A,ӵошкыт,plosnat
700,glatt::A,гылыт,gladak
701,glatt::A,вольыт,gladak
702,hart::A,чурыт,tvrd
703,weich::A,небыт,mek
704,weich::A,небыт,mekan
705,rund::A,котырес,okrugao
706,spitz::A,йылсо,oštar
707,spitz::A,йылсо,šiljast
708,scharf::A,лэчыт,oštar
709,scharf::A,лэчыт,bridak
710,stumpf::A,ныж,tup
711,schwer::A,секыт,težak
712,schön::A,чебер,krasan
713,heiß::A,пӧсь,vruć
714,warm::A,шуныт,topao
715,kalt::A,кезьыт,hladan
716,kühl::A,юзмыт,hladan
717,kühl::A,салкым,hladan
718,frisch::A,выль,svjež
719,feucht::A,мускыт,vlažan
720,nass::A,котмем,mokar
721,trocken::A,кӧс,suh
722,voll::A,тыр,pun
723,leer::A,буш,prazan
724,leer::A,тырттэм,prazan
725,offen::A,усьтэм,otvoren
726,geschlossen::A,ӵогам,zatvoren
727,geschlossen::A,пунням,zatvoren
728,sauber::A,ӝикыт,čist
729,sauber::A,чылкыт,čist
730,schmutzig::A,нӧд,nečist
731,schmutzig::A,нӧд,blatan
732,roh::A,ыль,sirov
733,reif::A,вуэм,zreo
734,lecker::A,ческыт,tečan
735,lecker::A,ческыт,ukusan
736,süß::A,ческыт,sladak
737,bitter::A,курыт,gorak
738,sauer::A,чырс,kiseo
739,hell::A,югыт,vedar
740,hell::A,югыт,svijetao
741,dunkel::A,пеймыт,taman
742,schwarz::A,сьӧд,crn
743,weiß::A,тӧдьы,bio
744,weiß::A,тӧдьы,bijel
745,rot::A,горд,crven
746,gelb::A,ӵуж,žut
747,blau::A,лыз,plav
748,blau::A,лыз,modar
749,grün::A,вож,zelen
750,grau::A,пурысь,siv
751,bunt::A,куӵо,šaren
752,billig::A,дунтэм,jeftin
753,teuer::A,дуно,skup
754,wertvoll::A,дуно,vrijedan
755,wertvoll::A,дуно,dragocjen
756,blind::A,сукыр,slijep
757,blind::A,синтэм,slijep
758,taub::A,пельтэм,gluh
759,kräftig::A,кужмо,snažan
760,stark::A,юн,jak
761,stark::A,юн,snažan
762,stark::A,кужмо,jak
763,stark::A,кужмо,snažan
764,schwach::A,ляб,slab
765,schwach::A,начар,slab
766,fett::A,кӧй,pretio
767,schlank::A,веськыт,vitak
768,schlank::A,веськрес,vitak
769,hübsch::A,чебер,zgodan
770,hübsch::A,синмаськымон,zgodan
771,böse::A,лек,zao
772,böse::A,лек,opak
773,dumm::A,шузи,glup
774,dumm::A,визьтэм,glup
775,faul::A,азьтэм,lijen
776,fleißig::A,сюлмо,radin
777,fleißig::A,сюлмо,marljiv
778,geizig::A,сук,škrt
779,klug::A,визьмо,razborit
780,geschickt::A,усто,vješt
781,geschickt::A,быгатӥсь,vješt
782,lieb::A,мусо,drag
783,lustig::A,шулдыр,veseo
784,sanft::A,мусо,blag
785,sanft::A,эрке,blag
786,hungrig::A,сютэм,gladan
787,krank::A,висись,bolestan
788,nackt::A,гольык,nag
789,traurig::A,мӧзмыт,tužan
790,traurig::A,мӧзмыт,žalostan
791,lebendig::A,улэп,živ
792,gut::A,ӟеч,dobar
793,gut::A,умой,dobar
794,schlecht::A,урод,loš
795,schlecht::A,урод,rđav
796,schlecht::A,алама,loš
797,schlecht::A,алама,rđav
798,richtig::A,шонер,tačan
799,richtig::A,шонер,ispravan
800,schlimm::A,алама,zao
801,schlimm::A,алама,zločest
802,wahr::A,зэмос,istinit
803,alt::A,вуж,star
804,neu::A,выль,nov
805,ehemalig::A,азьвылэз,bivši
806,alt[Lebewesen]::A,пересь,star
807,jung::A,егит,mlad
808,jung::A,пинал,mlad
809,arm::A,начар,ubog
810,arm::A,начар,siromašan
811,arm::A,куанер,ubog
812,arm::A,куанер,siromašan
813,reich::A,узыр,bogat
814,bekannt::A,тодмо,poznat
815,berühmt::A,дано,čuven
816,berühmt::A,дано,slavan
817,fremd::A,ят,tuđ
