,Concept_ID,ps,sk
76,Funke::N,سپرغۍ,iskra
77,Feuer::N,اور,oheň
78,Licht::N,رڼا,svetlo
79,Schatten::N,سیوری,tieň
80,Wetter::N,هوا,počasie
81,Nebel::N,لړه,hmla
82,Wolke::N,ورېځ,oblak
83,Wolke::N,ورېځ,mračno
84,Regen::N,وریا,dážď
85,Regen::N,باران,dážď
86,Schnee::N,واوره,sneh
87,Eis::N,یخ,ľad
88,Eis::N,کنګل,ľad
89,Frost::N,یخ,mráz
90,Kälte::N,ساړه,zima
91,Kälte::N,ساړه,chlad
92,Hitze::N,تودوخي,horúčava
93,Raureif::N,سپینه پرخه,srieň
94,Raureif::N,سپینه پرخه,inovať
95,Regenbogen::N,بوډۍ ټال,dúha
96,Regenbogen::N,سره زرغونه,dúha
97,Donner::N,تالنده,hrom
98,Strömung::N,بهېدنه,prúdenie
99,Tropfen::N,قطره,kvapka
100,Tropfen::N,څاڅکی,kvapka
101,Schaum::N,ځګ,pena
102,Schmutz::N,ناپاکي,špina
103,Schmutz::N,ناپاکي,nečistota
104,See::N,جهیل,jazero
105,Sumpf::N,جبه,bahno
106,Moor::N,جبه,močiar
107,Wiese::N,چمن,lúka
108,Wiese::N,شنېلی,lúka
109,Wald::N,ځنګل,les
110,Wald::N,ځنګل,hora
111,Hügel::N,تپه,vŕšok
112,Anhöhe::N,غونډۍ,výšina
113,Anhöhe::N,غونډۍ,vyvýšenina
114,Berg::N,غ‍‍‍‍‍ر,hora
115,Gipfel::N,څوکه,vrchol
116,Höhle::N,کاز,jaskyňa
117,Abhang::N,لمن,úbočie
118,Quelle::N,چینه,prameň
119,Bach::N,واله,potok
120,Fluss::N,سیند,rieka
121,Ufer::N,غاړه,breh
122,Küste::N,ساحل,pobrežie
123,Festland::N,وچه,pevnina
124,Meer::N,بحر,more
125,Meer::N,سمندر,more
126,Bucht::N,کارۍ,záliv
127,Bucht::N,کارۍ,zátoka
128,Insel::N,ټاپو,ostrov
129,Insel::N,جزيره,ostrov
130,Blume::N,ګل,kvet
131,Blume::N,ګل,kvetina
132,Gras::N,واښه,tráva
133,Wurzel::N,ریښه,koreň
134,Baum::N,ونه,strom
135,Stamm::N,ډډ,kmeň
136,Rinde::N,پوستکی,kôra
137,Ast::N,ښاخ,konár
138,Zweig::N,څانګه,vetva
139,Blatt::N,پاڼه,list
140,Birke::N,توس,breza
141,Kiefer[Baum]::N,نښتر,sosna
142,Kiefer[Baum]::N,نښتر,borovica
143,Weide[Baum]::N,وله,vŕba
144,Tanne::N,ناجو,jedľa
145,Horn::N,ښکر,roh
146,Feder::N,بڼکه,pero
147,Fell::N,پوستکی,koža
148,Fell::N,پوستکی,kožušina
149,Flügel::N,وزر,krídlo
150,Klaue::N,پنجه,paznecht
151,Klaue::N,منګول,paznecht
152,Kralle::N,پنجه,pazúr
153,Kralle::N,منګول,pazúr
154,Schwanz::N,لکۍ,chvost
155,Ei::N,وۍ,vajce
156,Ei::N,وۍ,vajíčko
157,Ei::N,هګۍ,vajce
158,Ei::N,هګۍ,vajíčko
159,Nest::N,جاله,hniezdo
160,Bau::N,کاز,nora
161,Tier::N,ژوی,zviera
162,Tier::N,حیوان,zviera
163,Herde::N,رمه,stádo
164,Herde::N,غېله,stádo
165,Kuh::N,غوا,krava
166,Bulle::N,غوئی,býk
167,Pferd::N,آس,kôň
168,Schaf::N,پسه,ovca
169,Schwein::N,سرکوزی,sviňa
170,Hund::N,سپی,pes
171,Katze::N,پشه,mačka
172,Bär::N,خرس,medveď
173,Eichhörnchen::N,خړ لمی,veverička
174,Elch::N,ګوزن,los
175,Fuchs::N,سپلم,líška
176,Hase::N,سوی,zajac
177,Maus::N,مږک,myš
178,Wolf::N,لېوه,vlk
179,Vogel::N,مرغه,vták
180,Schwarm::N,سېل,roj
181,Huhn::N,چرګه,kurča
182,Huhn::N,چرګه,sliepka
183,Hahn::N,چرګ,kohút
184,Gans::N,بته,hus
185,Adler::N,عقاب,orol
186,Ente::N,ایلۍ,kačka
187,Ente::N,ایلۍ,kačica
188,Eule::N,ګونګی,sova
189,Kranich::N,کلنګ,žeriav
190,Krähe::N,کارغه,vrana
191,Kuckuck::N,فاخته,kukučka
192,Schwan::N,قو,labuť
193,Fisch::N,کب,ryba
194,Fisch::N,ماهی,ryba
195,Schlange[Tier]::N,مار,had
196,Wurm::N,چینجی,červ
197,Spinne::N,غڼه,pavúk
198,Spinne::N,تارکښ,pavúk
199,Ameise::N,مېږی,mravec
200,Laus::N,سپږه,voš
201,Mücke::N,ماشی,komár
202,Fliege::N,مچ,mucha
203,Schmetterling::N,پتنګ,motýľ
204,Beere::N,مېوۍ,bobuľa
205,Apfel::N,مڼه,jablko
206,Pilz::N,خرېړی,hríb
207,Zwiebel::N,پیاز,cibuľa
208,Saat::N,تخم,osivo
209,Korn::N,تخم,zrno
210,Korn::N,دانه,zrno
211,Heu::N,بوس,seno
212,Heu::N,پروړه,seno
213,Schale::N,پوستکی,šupa
214,Schale::N,پوستکی,škrupina
215,Grube::N,کنده,jama
216,Falle::N,دام,pasca
217,Falle::N,دام,klepec
218,Falle::N,لومه,pasca
219,Falle::N,لومه,klepec
220,Schlinge::N,کړۍ,slučka
221,Spur::N,نښه,stopa
222,Asche::N,آس,popol
223,Asche::N,ایره,popol
224,Dreck::N,ناپاکي,kal
225,Dreck::N,ناپاکي,blato
226,Eisen::N,اوسپنه,železo
227,Gold::N,سره زر,zlato
228,Silber::N,نقره,striebro
229,Silber::N,سپین زر,striebro
230,Kohle::N,سکور,uhlie
231,Kohle::N,سکاره,uhlie
232,Glas::N,ښيښه,sklo
233,Lehm::N,خټه,íl
234,Lehm::N,خټه,hlina
235,Sand::N,شګه,piesok
236,Mensch::N,انسان,človek
237,Mann::N,سړی,muž
238,Mann::N,سړی,chlap
239,Mann::N,نارینه,muž
240,Mann::N,نارینه,chlap
241,Frau::N,ښځه,žena
242,Kind::N,بچی,dieťa
243,Kind::N,ماشوم,dieťa
244,Junge::N,هلک,chlapec
245,Mädchen::N,نجلۍ,dievka
246,Familie::N,کورنۍ,rodina
247,Großvater::N,بابا,dedo
248,Großvater::N,بابا,starý otec
249,Großmutter::N,انا,babička
250,Großmutter::N,انا,stará mať
251,Eltern::N,مور او پلار,rodičia
252,Vater::N,پلار,otec
253,Mutter::N,مور,mať
254,Mutter::N,مور,matka
255,Sohn::N,زوی,syn
256,Tochter::N,لور,dcéra
257,Bruder::N,ورور,brat
258,Schwester::N,خور,sestra
259,Onkel::N,تره,ujo
260,Onkel::N,تره,strýko
261,Onkel::N,ماما,ujo
262,Onkel::N,ماما,strýko
263,Tante::N,خاله,teta
264,Tante::N,خاله,tetka
265,Ehemann::N,مېړه,muž
266,Ehemann::N,مېړه,manžel
267,Ehefrau::N,مېرمن,žena
268,Ehefrau::N,مېرمن,manželka
269,Freude::N,خوشحالي,radosť
270,Gelächter::N,خندا,smiech
271,Glück::N,بخت,šťastie
272,Kummer::N,غم,žiaľ
273,Kummer::N,غم,zármutok
274,Wunsch::N,هيله,prianie
275,Wunsch::N,غوښتنه,prianie
276,Lust::N,شوق,chuť
277,Lust::N,مینه,chuť
278,Geist::N,روح,duch
279,Gedanke::N,فکر,myšlienka
280,Gedächtnis::N,یاد,pamäť
281,Gedächtnis::N,حافظه,pamäť
282,Verstand::N,عقل,rozum
283,Verstand::N,شعور,rozum
284,Sinn::N,معنی,zmysel
285,Grund::N,علت,dôvod
286,Grund::N,علت,príčina
287,Grund::N,اساس,dôvod
288,Grund::N,اساس,príčina
289,Wahrheit::N,حقیقت,pravda
290,Gespräch::N,مرکه,reč
291,Gespräch::N,مرکه,rozhovor
292,Gespräch::N,خبرې اترې,reč
293,Gespräch::N,خبرې اترې,rozhovor
294,Märchen::N,افسانه,rozprávka
295,Erzählung::N,قصه,poviedka
296,Erzählung::N,کیسه,poviedka
297,Nachricht::N,خبر,správa
298,Neuigkeit::N,نوی خبر,novinka
299,Name::N,نوم,meno
300,Rätsel::N,کیسۍ,záhada
301,Rätsel::N,کیسۍ,hádanka
302,Rätsel::N,چیستان,záhada
303,Rätsel::N,چیستان,hádanka
304,Rede::N,وینا,reč
305,Sprache::N,ژبه,reč
306,Sprache::N,ژبه,jazyk
307,Stimme::N,غږ,hlas
308,Stimme::N,اواز,hlas
309,Wort::N,لغت,slovo
310,Wort::N,کلمه,slovo
311,Zeichen::N,نښه,znak
312,Zeichen::N,اشاره,znak
313,Ruf::N,ږغ,volanie
314,Ruf::N,ږغ,zavolanie
315,Ruf::N,بلنه,volanie
316,Ruf::N,بلنه,zavolanie
317,Lärm::N,غالمغال,hluk
318,Lärm::N,غالمغال,hurhaj
319,Laut::N,ږغ,zvuk
320,Ton::N,اواز,tón
321,Ton::N,اواز,zvuk
322,Lied::N,غزله,pieseň
323,Lied::N,سندره,pieseň
324,Ruhe::N,ارامي,pokoj
325,Leute::N,خلک,ľudia
326,Volk::N,ولس,ľud
327,Volk::N,ولس,národ
328,Arbeit::N,کار,práca
329,Arbeit::N,کار,robota
330,Gast::N,مېلمه,hosť
331,Geschenk::N,تحفه,dar
332,Geschenk::N,سوغات,dar
333,Spiel::N,لوبه,hra
334,Gesellschaft::N,ډله,spoločnosť
335,Hilfe::N,کومک,pomoc
336,Hilfe::N,مرسته,pomoc
337,Freund::N,ملګری,priateľ
338,Kamerad::N,انډيوال,kamarát
339,Angelegenheit::N,موضوع,vec
340,Angelegenheit::N,موضوع,záležitosť
341,Anzahl::N,شمېر,počet
342,Anzahl::N,شمېر,množstvo
343,Anzahl::N,تعداد,počet
344,Anzahl::N,تعداد,množstvo
345,Art::N,ډول,druh
346,Stück::N,ټوټه,kus
347,Stück::N,ټوټه,kúsok
348,Teil::N,برخه,časť
349,Hälfte::N,نیم,polka
350,Hälfte::N,نیم,polovica
351,Kreis::N,دایره,kruh
352,Kreuz::N,صلیب,kríž
353,Linie::N,خط,línia
354,Linie::N,لیکه,línia
355,Strich::N,کرښه,čiara
356,Abstand::N,فاصله,vzdialenosť
357,Entfernung::N,واټن,vzdialenosť
358,Gegend::N,سیمه,kraj
359,Gegend::N,سیمه,krajina
360,Gegend::N,منطقه,kraj
361,Gegend::N,منطقه,krajina
362,Platz::N,ځای,miesto
363,Ort::N,ځای,miesto
364,Seite::N,مخ,bok
365,Seite::N,مخ,strana
366,Seite::N,اړخ,bok
367,Seite::N,اړخ,strana
368,Mitte::N,وسط,stred
369,Mitte::N,مینځ,stred
370,Gegenstand::N,شی,predmet
371,Sache::N,شی,vec
372,Sache::N,څيز,vec
373,Rand::N,څنډه,kraj
374,Rand::N,څنډه,okraj
375,Rand::N,کناره,kraj
376,Rand::N,کناره,okraj
377,Kante::N,اړخ,hrana
378,Ecke::N,ګوټ,roh
379,Spitze::N,څوکه,hrot
380,Spitze::N,څوکه,špička
381,Ende::N,څوکه,koniec
382,Loch::N,سوری,diera
383,Winkel::N,کنج,kút
384,Winkel::N,کوتی,kút
385,Muster::N,نمونه,vzor
386,Muster::N,نمونه,vzorka
387,Größe::N,قد,veľkosť
388,Größe::N,لويوالی,veľkosť
389,Länge::N,طول,dĺžka
390,Länge::N,اوږد والی,dĺžka
391,Höhe::N,جګوالی,výška
392,Gewicht::N,وزن,váha
393,Menge::N,اندازه,množstvo
394,Haufen::N,کوټه,hŕba
395,Reihe::N,صف,rad
396,Reihe::N,کتار,rad
397,Boot::N,قايق,čln
398,Ruder::N,چپه,veslo
399,Schlitten::N,ښویېدونی,sane
400,Ski::N,سکي,lyža
401,Lagerfeuer::N,اور,táborák
402,Last::N,بار,ťarcha
403,Last::N,بار,bremeno
404,Last::N,پېټی,ťarcha
405,Last::N,پېټی,bremeno
406,Gang::N,تګ,chôdza
407,Schritt::N,ګام,krok
408,Norden::N,شمال,sever
409,Süden::N,سوېل,juh
410,Westen::N,لوېدېځ,západ
411,Osten::N,شرق,východ
412,Osten::N,ختیځ,východ
413,Holz::N,لرګی,drevo
414,Brett::N,تخته,doska
415,Platte::N,تخته,doska
416,Platte::N,تخته,platňa
417,Stütze::N,تکیوان,opora
418,Stange::N,ډاګه,tyč
419,Stock::N,لرګی,palica
420,Stab::N,چيخله,palica
421,Rohr::N,نل,rúra
422,Haus::N,کور,dom
423,Heim::N,کور,domov
424,Ofen::N,تودنۍ,pec
425,Ofen::N,تودنۍ,kachle
426,Fußboden::N,غولی,dlážka
427,Fußboden::N,غولی,podlaha
428,Tisch::N,مېز,stôl
429,Stuhl::N,چوکۍ,stolička
430,Wiege::N,زانګو,kolíska
431,Bett::N,کټ,lôžko
432,Bett::N,کټ,posteľ
433,Bett::N,چپرکټ,lôžko
434,Bett::N,چپرکټ,posteľ
435,Regal::N,تاخچۍ,regál
436,Regal::N,تاخچۍ,polica
437,Kiste::N,صندوق,debna
438,Fenster::N,کړکۍ,okno
439,Fenster::N,کړکۍ,oblok
440,Tür::N,دروازه,dvere
441,Tor::N,دروازه,vráta
442,Zaun::N,کټاره,plot
443,Zaun::N,کټاره,ohrada
444,Dach::N,بام,krov
445,Dach::N,بام,strecha
446,Leiter::N,زينه,rebrík
447,Leiter::N,زينه,rebrina
448,Besen::N,جارو,metla
449,Spaten::N,یوم,rýľ
450,Schaufel::N,بېلچه,lopata
451,Gabel::N,پنجه,vidlička
452,Löffel::N,کاشوغه,lyžica
453,Messer::N,چاقو,nôž
454,Nagel::N,ميخ,klinec
455,Netz::N,جال,sieť
456,Haken::N,څنګک,hák
457,Haken::N,څنګک,háčik
458,Griff::N,لاستی,rukoväť
459,Schloss::N,کلپ,zámka
460,Bild::N,رسم,obraz
461,Figur::N,قدوقامت,figúra
462,Puppe::N,ګوډۍ,bábka
463,Puppe::N,ګوډۍ,bábika
464,Beutel::N,کڅوړه,vrece
465,Beutel::N,کڅوړه,vrecko
466,Bündel::N,دسته,uzlík
467,Bündel::N,دسته,zväzok
468,Tasche::N,بکس,taška
469,Tasche::N,بکس,kabelka
470,Tasche::N,توبره,taška
471,Tasche::N,توبره,kabelka
472,Eimer::N,سطل,vedro
473,Deckel::N,سرپوښ,vrchnák
474,Deckel::N,سرپوښ,pokrývka
475,Geschirr::N,لوښی,nádoba
476,Sack::N,جوال,mech
477,Sack::N,جوال,vrece
478,Tasse::N,پیاله,šálka
479,Topf::N,دېګی,hrniec
480,Kessel::N,دېګ,kotol
481,Essen::N,خوراک,jedlo
482,Nahrung::N,خوراک,strava
483,Nahrung::N,خوراک,potrava
484,Speise::N,خواړه,jedlo
485,Fleisch::N,غوښه,mäso
486,Getreide::N,غله,obilie
487,Brei::N,اوګره,kaša
488,Brot::N,ډوډۍ,chlieb
489,Scheibe::N,مړۍ,kotúč
490,Scheibe::N,مړۍ,krajec
491,Fett::N,غوړي,tuk
492,Fett::N,غوړي,masť
493,Butter::N,کوچ,maslo
494,Öl::N,تېل,olej
495,Salz::N,مالګه,soľ
496,Suppe::N,شوربا,polievka
497,Honig::N,شات,med
498,Milch::N,شوده,mlieko
499,Tee::N,چای,čaj
500,Leder::N,څرمن,koža
501,Wolle::N,پشم,vlna
502,Stoff::N,ټوټه,súkno
503,Nadel::N,ستن,ihla
504,Faden::N,تار,niť
505,Faden::N,تار,vlákno
506,Knopf::N,تڼۍ,gombík
507,Knopf::N,تکمه,gombík
508,Knoten::N,غوټه,uzol
509,Farbe::N,رنګ,farba
510,Kleidung::N,کالي,šaty
511,Kleidung::N,کالي,šatstvo
512,Hemd::N,کميس,košeľa
513,Kragen::N,غاړه,golier
514,Ärmel::N,لستوڼی,rukáv
515,Hose::N,پطلون,nohavice
516,Gürtel::N,کمربند,pás
517,Gürtel::N,کمربند,opasok
518,Mütze::N,خولۍ,čiapka
519,Schuh::N,بوټ,obuv
520,Schuh::N,بوټ,topánka
521,Stiefel::N,موزه,čižma
522,Ring::N,ګوته,prsteň
523,Band::N,فيته,stuha
524,Kamm::N,ګمنځ,hrebeň
525,Spiegel::N,ایینه,zrkadlo
526,Spiegel::N,هنداره,zrkadlo
527,Riemen::N,تسمه,remeň
528,Schnur::N,مزی,šnúra
529,Leine::N,رسۍ,vodidlo
530,Decke::N,بړستن,deka
531,Decke::N,بړستن,prikrývka
532,Kissen::N,بالښت,poduška
533,Tuch::N,ټیکری,šatka
534,Handtuch::N,دسمال,uterák
535,Kraft::N,زور,moc
536,Kraft::N,توان,moc
537,Stärke::N,قوت,sila
538,Gesundheit::N,صحت,zdravie
539,Gesundheit::N,روغتیا,zdravie
540,Krankheit::N,مرض,nemoc
541,Krankheit::N,مرض,choroba
542,Krankheit::N,ناروغي,nemoc
543,Krankheit::N,ناروغي,choroba
544,Schmerz::N,درد,bolesť
545,Wunde::N,ټپ,rana
546,Wunde::N,زخم,rana
547,Fieber::N,تبه,horúčka
548,Arznei::N,دوا,liek
549,Arznei::N,دارو,liek
550,Brücke::N,پول,most
551,Brunnen::N,څاه,studňa
552,Brunnen::N,کوهی,studňa
553,Weide::N,وله,pastva
554,Pfad::N,تړه,chodník
555,Weg::N,لیار,cesta
556,Straße::N,سړک,hradská
557,Dorf::N,کلی,dedina
558,Stadt::N,ښار,mesto
559,Brief::N,لیک,list
560,Brief::N,مکتوب,list
561,Buch::N,کتاب,kniha
562,Buchstabe::N,حرف,litera
563,Buchstabe::N,حرف,písmeno
564,Buchstabe::N,توری,litera
565,Buchstabe::N,توری,písmeno
566,Zeitung::N,اخبار,noviny
567,Leben::N,ژوند,život
568,Tod::N,مرګ,smrť
569,Tod::N,مړینه,smrť
570,Grab::N,قبر,hrob
571,Grab::N,ډورۍ,hrob
572,Kirche::N,کلیسا,kostol
573,Sünde::N,ګناه,hriech
574,Gott::N,خدای,boh
575,Arbeiter::N,کاریګر,robotník
576,Arbeiter::N,کاریګر,pracnovík
577,Chef::N,آمر,šéf
578,Chef::N,آمر,riaditeľ
579,Meister::N,استاد,majster
580,Arzt::N,طبیب,lekár
581,Arzt::N,ډاکټر,lekár
582,Lehrer::N,معلم,učiteľ
583,Lehrer::N,ښوونکی,učiteľ
584,Geld::N,پیسې,peniaze
585,Geschäft::N,سوداګري,obchod
586,Laden::N,دکان,obchod
587,Laden::N,مغازه,obchod
588,Preis::N,بیه,cena
589,Ware::N,مال,tovar
590,Nutzen::N,ګټه,osoh
591,Nutzen::N,ګټه,úžitok
592,Reichtum::N,شتمني,bohatstvo
593,Welt::N,نړۍ,svet
594,Welt::N,دنیا,svet
595,Land::N,هېواد,územie
596,Land::N,هېواد,krajina
597,Staat::N,دولت,štát
598,König::N,باچا,kráľ
599,König::N,پادشاه,kráľ
600,Macht::N,قدرت,moc
601,Macht::N,قدرت,mocnosť
602,Grenze::N,حد,hranica
603,Grenze::N,سرحد,hranica
604,Krieg::N,جګړه,vojna
605,Feind::N,دښمن,nepriateľ
606,Gewalt::N,زور,násilie
607,Gewalt::N,تشدد,násilie
608,Kampf::N,جنګ,boj
609,Kampf::N,مبارزه,boj
610,Bogen[Waffe]::N,لیندۍ,luk
611,Pfeil::N,غشی,šíp
612,Pfeil::N,غشی,strela
613,Gewehr::N,ټوپک,puška
614,Fehler::N,خطا,omyl
615,Fehler::N,خطا,chyba
616,Fehler::N,غلطي,omyl
617,Fehler::N,غلطي,chyba
618,Lüge::N,دروغ,lož
619,Schaden::N,زیان,ujma
620,Schaden::N,زیان,škoda
621,Schaden::N,تاوان,ujma
622,Schaden::N,تاوان,škoda
623,Unglück::N,بدبختي,nešťastie
624,Schuld::N,ګناه,vina
625,Schuld::N,ګناه,previnenie
626,Alter::N,منګ,vek
627,Schluss::N,اخر,záver
628,Schluss::N,اخر,koniec
629,Zeit::N,وخت,čas
630,Tag::N,ورځ,deň
631,Morgen::N,سبا,ráno
632,Morgen::N,سهار,ráno
633,Mittag::N,غرمه,poludnie
634,Abend::N,ماښام,večer
635,Nacht::N,شپه,noc
636,Woche::N,اونۍ,týždeň
637,Monat::N,مياشت,mesiac
638,Jahr::N,کال,rok
639,Frühling::N,پسرلی,jar
640,Sommer::N,دوبی,leto
641,Herbst::N,منی,jeseň
642,Herbst::N,خزان,jeseň
643,Winter::N,ژمی,zima
644,Januar::N,جنوري,január
645,Februar::N,فبروري,február
646,März::N,مارچ,marec
647,April::N,اپریل,apríl
648,Mai::N,مې,máj
649,Juni::N,جون,jún
650,Juli::N,جولای,júl
651,August::N,اګست,august
652,September::N,سپټامبر,september
653,Oktober::N,اکتوبر,október
654,November::N,نومبر,november
655,Dezember::N,دسمبر,december
656,Montag::N,دوشنبه,pondelok
657,Dienstag::N,سه شنبه,utorok
658,Mittwoch::N,چارشنبه,streda
659,Donnerstag::N,پنجشنبه,štvrtok
660,Freitag::N,جمعه,piatok
661,Samstag::N,خالي,sobota
662,Sonntag::N,یکشنبه,nedeľa
663,groß::A,لوی,veľký
664,klein::A,وړوکی,malý
665,lang::A,اوړد,dlhý
666,kurz::A,لنډ,krátky
667,breit::A,پراخه,široký
668,schmal::A,تنګ,úzky
669,dicht::A,ګڼ,hustý
670,dick[Gegenstand]::A,پنډ,tlstý
671,dünn::A,نری,tenký
672,fein::A,نازک,jemný
673,fest::A,کلک,pevný
674,fest::A,ټینګ,pevný
675,flach::A,هوار,rovný
676,flach::A,هوار,plochý
677,glatt::A,ښوی,hladký
678,hart::A,کلک,tvrdý
679,weich::A,نرم,mäkký
680,weich::A,پوست,mäkký
681,rund::A,ګرد,guľatý
682,rund::A,ګرد,okrúhly
683,spitz::A,تېره,končitý
684,scharf::A,تېز,ostrý
685,scharf::A,تېره,ostrý
686,stumpf::A,پڅ,tupý
687,schwer::A,دروند,ťažký
688,schön::A,ښکلی,pekný
689,schön::A,ښکلی,krásny
690,heiß::A,تود,horúci
691,warm::A,تود,teplý
692,kalt::A,ېخ,studený
693,kalt::A,سوړ,studený
694,kühl::A,ېخ,chladný
695,kühl::A,سوړ,chladný
696,frisch::A,تازه,svieži
697,feucht::A,مرطوب,vlhký
698,feucht::A,مرطوب,zvlhnutý
699,nass::A,لوند,mokrý
700,trocken::A,وچ,suchý
701,voll::A,ډک,plný
702,leer::A,خالی,prázdny
703,offen::A,خلاص,otvorený
704,offen::A,پرانیستی,otvorený
705,geschlossen::A,تړلی,zavretý
706,sauber::A,پاک,čistý
707,schmutzig::A,چټل,špinavý
708,roh::A,خام,surový
709,reif::A,پوخ,zrelý
710,reif::A,رسېدلی,zrelý
711,lecker::A,خوندور,chutný
712,lecker::A,مزه دار,chutný
713,süß::A,خوږ,sladký
714,süß::A,شیرین,sladký
715,bitter::A,تریخ,horký
716,sauer::A,ټاک,kyslý
717,sauer::A,تريو,kyslý
718,hell::A,روڼ,jasný
719,hell::A,روڼ,svetlý
720,hell::A,روښان,jasný
721,hell::A,روښان,svetlý
722,dunkel::A,تیاره,temný
723,schwarz::A,تور,čierny
724,weiß::A,سپين,biely
725,rot::A,سور,červený
726,gelb::A,زېړ,žltý
727,blau::A,شین,modrý
728,blau::A,شین,belasý
729,blau::A,اسماني رنګه,modrý
730,blau::A,اسماني رنګه,belasý
731,grün::A,زرغون,zelený
732,grau::A,خړ,šedý
733,bunt::A,رنګارنګ,pestrý
734,billig::A,ارزان,lacný
735,teuer::A,ګران,drahý
736,wertvoll::A,قیمتي,cenný
737,blind::A,ړوند,slepý
738,taub::A,کوڼ,hluchý
739,kräftig::A,قوی,silný
740,stark::A,قوی,silný
741,stark::A,تکړه,silný
742,schwach::A,ضعیف,slabý
743,schwach::A,ضعیف,bezvládny
744,schwach::A,کمزوری,slabý
745,schwach::A,کمزوری,bezvládny
746,fett::A,چاغ,tučný
747,schlank::A,خوش اندام,štíhly
748,hübsch::A,ښکلی,šumný
749,hübsch::A,ښکلی,švárny
750,hübsch::A,ښایسته,šumný
751,hübsch::A,ښایسته,švárny
752,böse::A,شریر,zlý
753,böse::A,قهرناک,zlý
754,dumm::A,احمق,hlúpy
755,faul::A,لټ,lenivý
756,faul::A,تنبل,lenivý
757,fleißig::A,زحمت کښ,snaživý
758,fleißig::A,زحمت کښ,usilovný
759,geizig::A,بخیل,skupý
760,geizig::A,بخیل,lakomý
761,klug::A,عاقل,múdry
762,klug::A,عاقل,bystrý
763,klug::A,هوښیار,múdry
764,klug::A,هوښیار,bystrý
765,geschickt::A,ماهر,zručný
766,geschickt::A,ماهر,šikovný
767,lieb::A,عزیز,milý
768,lieb::A,محبوب,milý
769,lustig::A,خوشحال,veselý
770,sanft::A,پوست,nežný
771,sanft::A,ملایم,nežný
772,hungrig::A,وږی,lačný
773,hungrig::A,وږی,hladný
774,krank::A,مريض,chorý
775,krank::A,مريض,nemocný
776,krank::A,ناروغ,chorý
777,krank::A,ناروغ,nemocný
778,nackt::A,لوڅ,nahý
779,traurig::A,غمجن,smutný
780,lebendig::A,ژوندی,živý
781,gut::A,ښه,dobrý
782,schlecht::A,بد,zlý
783,schlecht::A,خراب,zlý
784,richtig::A,سم,správny
785,richtig::A,صحیح,správny
786,schlimm::A,بد,zlý
787,schlimm::A,بد,nepríjemný
788,schlimm::A,مخوف,zlý
789,schlimm::A,مخوف,nepríjemný
790,wahr::A,واقعي,pravý
791,wahr::A,واقعي,pravdivý
792,alt::A,زوړ,starý
793,neu::A,نوی,nový
