,Concept_ID,ro,be
102,Hitze::N,arșiță,спёка
103,Hitze::N,căldură,спёка
104,Raureif::N,chiciură,іней
105,Regenbogen::N,curcubeu,вясёлка
106,Donner::N,tunet,гром
107,Strömung::N,curent,цячэнне
108,Tropfen::N,picătură,кропля
109,Schaum::N,spumă,пена
110,Schmutz::N,murdărie,гразь
111,See::N,lac,возера
112,Sumpf::N,mlaștină,багна
113,Moor::N,bărăgan,балота
114,Wiese::N,fânaț,луг
115,Wiese::N,livadă,луг
116,Wald::N,codru,лес
117,Wald::N,pădure,лес
118,Hügel::N,deal,узгорак
119,Hügel::N,movilă,узгорак
120,Anhöhe::N,deal,узвышша
121,Anhöhe::N,ridicătură,узвышша
122,Berg::N,munte,гара
123,Gipfel::N,pisc,вяршыня
124,Höhle::N,peșteră,пячора
125,Abhang::N,pantă,схіл
126,Abhang::N,versant,схіл
127,Quelle::N,izvor,крыніца
128,Bach::N,gârlă,ручай
129,Fluss::N,râu,рака
130,Fluss::N,fluviu,рака
131,Ufer::N,mal,бераг
132,Ufer::N,țărm,бераг
133,Küste::N,coastă,узбярэжжа
134,Festland::N,uscat,суша
135,Meer::N,mare,мора
136,Bucht::N,golf,бухта
137,Insel::N,insulă,востраў
138,Blume::N,floare,кветка
139,Gras::N,iarbă,трава
140,Wurzel::N,rădăcină,корань
141,Baum::N,copac,дрэва
142,Baum::N,arbore,дрэва
143,Stamm::N,tulpină,ствол
144,Rinde::N,scoarță,кара
145,Ast::N,cracă,сук
146,Ast::N,creangă,сук
147,Zweig::N,ramură,галіна
148,Zweig::N,creangă,галіна
149,Blatt::N,frunză,ліст
150,Birke::N,mesteacăn,бяроза
151,Kiefer[Baum]::N,pin,хвоя
152,Kiefer[Baum]::N,pin,сасна
153,Weide[Baum]::N,salcie,вярба
154,Weide[Baum]::N,răchită,вярба
155,Tanne::N,brad,яліна
156,Horn::N,corn,рог
157,Feder::N,pană,пяро
158,Fell::N,piele,шкура
159,Flügel::N,aripă,крыло
160,Klaue::N,gheară,кіпцюр
161,Kralle::N,labă,лапа
162,Kralle::N,gheară,лапа
163,Schwanz::N,coadă,хвост
164,Ei::N,ou,яйка
165,Nest::N,cuib,гняздо
166,Bau::N,bârlog,нара
167,Bau::N,vizuină,нара
168,Tier::N,animal,жывёла
169,Herde::N,turmă,статак
170,Herde::N,cireadă,статак
171,Kuh::N,vacă,карова
172,Bulle::N,taur,бык
173,Pferd::N,cal,конь
174,Schaf::N,oaie,авечка
175,Schwein::N,porc,свіння
176,Hund::N,câine,сабака
177,Katze::N,pisică,кошка
178,Bär::N,urs,мядзведзь
179,Eichhörnchen::N,veveriță,вавёрка
180,Elch::N,elan,лось
181,Fuchs::N,vulpe,ліса
182,Hase::N,iepure,заяц
183,Maus::N,șoarece,мыш
184,Wolf::N,lup,воўк
185,Vogel::N,pasăre,птах
186,Vogel::N,pasăre,птушка
187,Schwarm::N,cârd,чарада
188,Huhn::N,găină,курыца
189,Hahn::N,cocoș,певень
190,Gans::N,gâscă,гусь
191,Adler::N,vultur,арол
192,Ente::N,rață,качка
193,Eule::N,bufniță,сава
194,Kranich::N,cocor,жораў
195,Kranich::N,cocor,журавель
196,Krähe::N,cioară,варона
197,Kuckuck::N,cuc,зязюля
198,Schwan::N,lebădă,лебедзь
199,Fisch::N,pește,рыба
200,Barsch::N,biban,акунь
201,Hecht::N,știucă,шчупак
202,Schlange[Tier]::N,șarpe,змяя
203,Wurm::N,vierme,чарвяк
204,Spinne::N,păianjen,павук
205,Ameise::N,furnică,мурашка
206,Laus::N,păduche,вош
207,Mücke::N,țânțar,камар
208,Fliege::N,muscă,муха
209,Schmetterling::N,fluture,матыль
210,Beere::N,boabă,ягада
211,Apfel::N,măr,яблык
212,Pilz::N,burete,грыб
213,Pilz::N,ciupercă,грыб
214,Zwiebel::N,ceapă,цыбуля
215,Saat::N,semănătură,семя
216,Korn::N,grâu,зерне
217,Heu::N,fân,сена
218,Schale::N,coajă,шалупінне
219,Grube::N,groapă,яма
220,Falle::N,cursă,пастка
221,Falle::N,capcană,пастка
222,Schlinge::N,laț,сіло
223,Spur::N,dâră,след
224,Asche::N,cenușă,попел
225,Dreck::N,noroi,бруд
226,Dreck::N,murdărie,бруд
227,Eisen::N,fier,жалеза
228,Gold::N,aur,золата
229,Silber::N,argint,сребра
230,Kohle::N,cărbune,вугаль
231,Glas::N,sticlă,шкло
232,Lehm::N,lut,гліна
233,Lehm::N,humă,гліна
234,Sand::N,nisip,пясок
235,Mensch::N,om,чалавек
236,Mensch::N,persoană,чалавек
237,Mann::N,om,мужчына
238,Mann::N,bărbat,мужчына
239,Frau::N,femeie,жанчына
240,Kind::N,copil,дзіця
241,Junge::N,băiat,хлопчык
242,Junge::N,flăcău,хлопчык
243,Mädchen::N,fată,дзяўчынка
244,Familie::N,familie,сямʼя
245,Großvater::N,bunic,дзядуля
246,Großvater::N,tată mare,дзядуля
247,Großmutter::N,bunică,бабуля
248,Großmutter::N,mamă mare,бабуля
249,Eltern::N,părinți,бацькі
250,Vater::N,tată,бацька
251,Vater::N,părinte,бацька
252,Mutter::N,mamă,маці
253,Sohn::N,fiu,сын
254,Sohn::N,fecior,сын
255,Tochter::N,fiică,дачка
256,Bruder::N,frate,брат
257,Schwester::N,soră,сястра
258,Onkel::N,unchi,дзядзька
259,Tante::N,mătușă,цётка
260,Ehemann::N,soț,муж
261,Ehemann::N,bărbat,муж
262,Ehefrau::N,soție,жонка
263,Freude::N,bucurie,радасць
264,Gelächter::N,râset,смех
265,Glück::N,fericire,шчасце
266,Kummer::N,mâhnire,гора
267,Wunsch::N,dorință,жаданне
268,Wunsch::N,deziderat,жаданне
269,Lust::N,poftă,цяга
270,Lust::N,înclinare,цяга
271,Geist::N,duh,дух
272,Geist::N,minte,дух
273,Geist::N,suflet,дух
274,Gedanke::N,gând,думка
275,Gedanke::N,cuget,думка
276,Gedächtnis::N,memorie,памяць
277,Verstand::N,minte,розум
278,Verstand::N,intelect,розум
279,Sinn::N,sens,сэнс
280,Sinn::N,înțeles,сэнс
281,Grund::N,cauză,зачэпка
282,Grund::N,pricină,зачэпка
283,Wahrheit::N,adevăr,праўда
284,Gespräch::N,convorbire,размова
285,Gespräch::N,conversație,размова
286,Märchen::N,basm,казка
287,Märchen::N,poveste,казка
288,Erzählung::N,poveste,расказ
289,Erzählung::N,poveste,апавяданне
290,Nachricht::N,veste,вестка
291,Nachricht::N,veste,паведамленне
292,Neuigkeit::N,noutate,навіна
293,Neuigkeit::N,actualitate,навіна
294,Name::N,nume,імя
295,Rätsel::N,ghicitoare,загадка
296,Rede::N,discurs,прамова
297,Sprache::N,limbă,мова
298,Sprache::N,limbaj,мова
299,Stimme::N,glas,голас
300,Wort::N,cuvânt,слова
301,Zeichen::N,semn,знак
302,Zeichen::N,semnal,знак
303,Ruf::N,chemare,кліч
304,Lärm::N,zgomot,шум
305,Lärm::N,tărăboi,шум
306,Laut::N,sunet,гук
307,Ton::N,ton,гучанне
308,Lied::N,cântec,песня
309,Ruhe::N,odihnă,спакой
310,Ruhe::N,liniște,спакой
311,Leute::N,lume,людзі
312,Leute::N,oameni,людзі
313,Volk::N,popor,народ
314,Volk::N,națiune,народ
315,Arbeit::N,lucru,праца
316,Arbeit::N,lucru,работа
317,Gast::N,musafir,госць
318,Geschenk::N,dar,падарунак
319,Geschenk::N,cadou,падарунак
320,Spiel::N,joc,гульня
321,Gesellschaft::N,societate,таварыства
322,Hilfe::N,ajutor,дапамога
323,Freund::N,amic,друг
324,Freund::N,amic,сябар
325,Freund::N,prieten,друг
326,Freund::N,prieten,сябар
327,Kamerad::N,tovarăș,прыяцель
328,Angelegenheit::N,afacere,справа
329,Anzahl::N,număr,колькасць
330,Anzahl::N,cantitate,колькасць
331,Art::N,fel,від
332,Art::N,specie,від
333,Stück::N,bucată,кусок
334,Stück::N,bucată,кавалак
335,Teil::N,parte,частка
336,Teil::N,porție,частка
337,Hälfte::N,jumătate,палова
338,Hälfte::N,jumătate,палавіна
339,Kreis::N,cerc,круг
340,Kreuz::N,cruce,крыж
341,Linie::N,linie,лінія
342,Strich::N,linie,рыса
343,Strich::N,trăsătură,рыса
344,Abstand::N,distanță,прамежак
345,Abstand::N,depărtare,прамежак
346,Entfernung::N,distanță,адлегласць
347,Entfernung::N,depărtare,адлегласць
348,Gegend::N,regiune,мясцовасць
349,Platz::N,loc,месца
350,Ort::N,loc,месца
351,Seite::N,latură,бок
352,Mitte::N,centru,сярэдзіна
353,Gegenstand::N,obiect,прадмет
354,Sache::N,lucru,рэч
355,Sache::N,chestie,рэч
356,Rand::N,bordură,край
357,Kante::N,muchie,руб
358,Kante::N,muchie,кант
359,Kante::N,bordură,руб
360,Kante::N,bordură,кант
361,Ecke::N,colț,вугал
362,Spitze::N,vârf,кончык
363,Spitze::N,creștet,кончык
364,Ende::N,capăt,канец
365,Loch::N,gaură,дзірка
366,Winkel::N,colț,вугал
367,Muster::N,desen,узор
368,Größe::N,mărime,памер
369,Länge::N,lungime,даўжыня
370,Höhe::N,înălțime,вышыня
371,Gewicht::N,greutate,вага
372,Menge::N,cantitate,колькасць
373,Haufen::N,grămadă,куча
374,Reihe::N,șir,рад
375,Reihe::N,rând,рад
376,Boot::N,barcă,лодка
377,Boot::N,luntre,лодка
378,Ruder::N,vâslă,вясло
379,Ruder::N,lopată,вясло
380,Schlitten::N,sanie,сані
381,Ski::N,schi,лыжа
382,Lagerfeuer::N,foc de tabără,вогнішча
383,Last::N,povară,цяжар
384,Last::N,sarcină,цяжар
385,Gang::N,mers,ход
386,Gang::N,umblet,ход
387,Schritt::N,pas,шаг
388,Schritt::N,pas,крок
389,Norden::N,nord,поўнач
390,Norden::N,miazănoapte,поўнач
391,Süden::N,sud,поўдзень
392,Süden::N,miazăzi,поўдзень
393,Westen::N,apus,захад
394,Osten::N,est,усход
395,Osten::N,răsărit,усход
396,Holz::N,lemn,дрэва
397,Holz::N,lemn,драўніна
398,Brett::N,scândură,дошка
399,Platte::N,placă,пліта
400,Stütze::N,proptea,падпорка
401,Stange::N,bară,жэрдка
402,Stange::N,prăjină,жэрдка
403,Stock::N,băț,палка
404,Stock::N,baston,палка
405,Stab::N,baston,шост
406,Stab::N,prăjină,шост
407,Rohr::N,tub,труба
408,Rohr::N,țeavă,труба
409,Haus::N,casă,дом
410,Heim::N,casă,дом
411,Heim::N,casă,хата
412,Heim::N,cămin,дом
413,Heim::N,cămin,хата
414,Ofen::N,sobă,печ
415,Fußboden::N,podea,падлога
416,Fußboden::N,dușumea,падлога
417,Tisch::N,masă,стол
418,Stuhl::N,scaun,стул
419,Stuhl::N,scaun,крэсла
420,Wiege::N,leagăn,калыска
421,Bett::N,pat,ложак
422,Bett::N,pat,пасцель
423,Regal::N,rafturi,паліца
424,Kiste::N,ladă,скрынка
425,Kiste::N,cutie,скрынка
426,Fenster::N,fereastră,акно
427,Tür::N,ușă,дзверы
428,Tor::N,poartă,вароты
429,Zaun::N,gard,агароджа
430,Dach::N,acoperiș,дах
431,Leiter::N,scară,лесвіца
432,Besen::N,mătură,мятла
433,Spaten::N,cazma,лапата
434,Spaten::N,cazma,жалязняк
435,Spaten::N,hârleț,лапата
436,Spaten::N,hârleț,жалязняк
437,Schaufel::N,lopată,шуфлік
438,Schaufel::N,lopată,лапатка
439,Gabel::N,furculiță,відэлец
440,Löffel::N,lingură,лыжка
441,Messer::N,cuțit,нож
442,Nagel::N,cui,цвік
443,Netz::N,plasă,сетка
444,Haken::N,cârlig,крук
445,Griff::N,mâner,ручка
446,Schloss::N,lacăt,замок
447,Bild::N,tablou,карціна
448,Bild::N,imagine,карціна
449,Figur::N,chip,фігура
450,Figur::N,figură,фігура
451,Puppe::N,păpușă,лялька
452,Beutel::N,pungă,мяшок
453,Beutel::N,săculeț,мяшок
454,Bündel::N,mănunchi,вязка
455,Tasche::N,geantă,торба
456,Eimer::N,găleată,вядро
457,Deckel::N,capac,накрыўка
458,Geschirr::N,vase,пасуда
459,Geschirr::N,tacâmuri,пасуда
460,Sack::N,sac,мех
461,Tasse::N,ceașcă,кубак
462,Topf::N,oală,каструля
463,Kessel::N,cazan,кацёл
464,Kessel::N,căldare,кацёл
465,Essen::N,mâncare,ежа
466,Nahrung::N,hrană,харч
467,Nahrung::N,aliment,харч
468,Speise::N,bucate,страва
469,Speise::N,fel de bucate,страва
470,Fleisch::N,carne,мяса
471,Getreide::N,cereale,збожжа
472,Brei::N,pireu,каша
473,Brot::N,pâine,хлеб
474,Scheibe::N,felie,луста
475,Scheibe::N,felie,скібка
476,Scheibe::N,bucată,луста
477,Scheibe::N,bucată,скібка
478,Fett::N,untură,тлушч
479,Fett::N,grăsime,тлушч
480,Butter::N,unt,масла
481,Öl::N,ulei,алей
482,Salz::N,sare,соль
483,Suppe::N,supă,суп
484,Suppe::N,ciorbă,суп
485,Honig::N,miere,мёд
486,Milch::N,lapte,малако
487,Tee::N,ceai,чай
488,Tee::N,ceai,гарбата
489,Leder::N,piele,скура
490,Wolle::N,lână,воўна
491,Stoff::N,stofă,тканіна
492,Nadel::N,ac,іголка
493,Faden::N,ață,нітка
494,Knopf::N,buton,гузік
495,Knoten::N,nod,вузел
496,Farbe::N,vopsea,фарба
497,Kleidung::N,haine,адзенне
498,Kleidung::N,îmbrăcăminte,адзенне
499,Hemd::N,cămașă,кашуля
500,Kragen::N,guler,каўнер
501,Ärmel::N,mânecă,рукаў
502,Hose::N,pantaloni,штаны
503,Gürtel::N,cordon,пояс
504,Mütze::N,șapcă,шапка
505,Schuh::N,gheată,чаравік
506,Stiefel::N,cizmă,бот
507,Ring::N,inel,кольца
508,Ring::N,verigă,кольца
509,Band::N,panglică,стужка
510,Band::N,șiret,стужка
511,Kamm::N,pieptene,расчоска
512,Spiegel::N,oglindă,люстра
513,Riemen::N,curea,рэмень
514,Schnur::N,funie,вяроўка
515,Schnur::N,sfoară,вяроўка
516,Leine::N,lesă,павадок
517,Leine::N,curea,павадок
518,Decke::N,pătură,коўдра
519,Kissen::N,pernă,падушка
520,Tuch::N,batic,хустка
521,Handtuch::N,prosop,ручнік
522,Handtuch::N,ștergar,ручнік
523,Kraft::N,forță,сіла
524,Kraft::N,putere,сіла
525,Stärke::N,tărie,моц
526,Stärke::N,vigoare,моц
527,Gesundheit::N,sănătate,здароўе
528,Krankheit::N,boală,хвароба
529,Krankheit::N,maladie,хвароба
530,Schmerz::N,durere,боль
531,Wunde::N,rană,рана
532,Fieber::N,febră,гарачка
533,Fieber::N,febră,ліхаманка
534,Arznei::N,leac,лекі
535,Arznei::N,medicament,лекі
536,Brücke::N,pod,мост
537,Brücke::N,punte,мост
538,Brunnen::N,puț,калодзеж
539,Weide::N,izlaz,паша
540,Weide::N,pășune,паша
541,Pfad::N,cărare,сцежка
542,Weg::N,drum,шлях
543,Weg::N,drum,дарога
544,Straße::N,cale,вуліца
545,Straße::N,stradă,вуліца
546,Dorf::N,sat,вёска
547,Stadt::N,oraș,горад
548,Brief::N,scrisoare,ліст
549,Brief::N,scrisoare,пісьмо
550,Buch::N,carte,кніга
551,Buchstabe::N,literă,літара
552,Buchstabe::N,caracter,літара
553,Zeitung::N,ziar,газета
554,Zeitung::N,gazetă,газета
555,Leben::N,viață,жыццё
556,Tod::N,moarte,смерць
557,Grab::N,groapă,магіла
558,Grab::N,mormânt,магіла
559,Kirche::N,biserică,касцёл
560,Kirche::N,biserică,царква
561,Sünde::N,păcat,грэх
562,Gott::N,zeu,бог
563,Arbeiter::N,muncitor,рабочы
564,Chef::N,șef,начальнік
565,Meister::N,meșter,майстар
566,Meister::N,maestru,майстар
567,Arzt::N,medic,урач
568,Arzt::N,doctor,урач
569,Lehrer::N,profesor,настаўнік
570,Lehrer::N,învățător,настаўнік
571,Geld::N,bani,грошы
572,Geld::N,parale,грошы
573,Geschäft::N,treabă,заняцце
574,Geschäft::N,afacere,заняцце
575,Laden::N,magazin,крама
576,Laden::N,magazin,магазін
577,Laden::N,prăvălie,крама
578,Laden::N,prăvălie,магазін
579,Preis::N,preț,цана
580,Ware::N,marfă,тавар
581,Nutzen::N,folos,выгада
582,Nutzen::N,profit,выгада
583,Reichtum::N,avuție,багацце
584,Reichtum::N,bogăție,багацце
585,Welt::N,lume,свет
586,Land::N,țară,краіна
587,Staat::N,stat,дзяржава
588,König::N,rege,кароль
589,Macht::N,putere,улада
590,Macht::N,putință,улада
591,Grenze::N,hotar,граніца
592,Grenze::N,graniță,граніца
593,Grenze::N,frontieră,граніца
594,Krieg::N,război,вайна
595,Feind::N,dușman,вораг
596,Gewalt::N,violență,насілле
597,Kampf::N,luptă,барацьба
598,Bogen[Waffe]::N,arc,лук
599,Pfeil::N,săgeată,страла
600,Gewehr::N,armă,ружжо
601,Gewehr::N,pușcă,ружжо
602,Fehler::N,eroare,памылка
603,Fehler::N,greșeală,памылка
604,Lüge::N,minciună,хлусня
605,Schaden::N,daună,шкода
606,Schaden::N,pagubă,шкода
607,Unglück::N,nenorocire,ліха
608,Unglück::N,nenorocire,бядота
609,Schuld::N,vină,віна
610,Alter::N,etate,узрост
611,Alter::N,vârstă,узрост
612,Schluss::N,sfârșit,канец
613,Zeit::N,timp,час
614,Zeit::N,vreme,час
615,Tag::N,zi,дзень
616,Morgen::N,dimineață,ранак
617,Morgen::N,dimineață,раніца
618,Mittag::N,prânz,паўдня
619,Mittag::N,prânz,поўдзень
620,Mittag::N,amiază,паўдня
621,Mittag::N,amiază,поўдзень
622,Abend::N,seară,вечар
623,Nacht::N,noapte,ноч
624,Woche::N,săptămână,тыдзень
625,Monat::N,lună,месяц
626,Jahr::N,an,год
627,Frühling::N,primăvară,вясна
628,Sommer::N,vară,лета
629,Herbst::N,toamnă,восень
630,Winter::N,iarnă,зіма
631,Januar::N,ianuarie,студзень
632,Februar::N,februarie,люты
633,März::N,martie,сакавік
634,April::N,aprilie,красавік
635,Mai::N,mai,май
636,Mai::N,mai,травень
637,Juni::N,iunie,чэрвень
638,Juli::N,iulie,ліпень
639,August::N,august,жнівень
640,September::N,septembrie,верасень
641,Oktober::N,octombrie,кастрычнік
642,November::N,noiembrie,лістапад
643,Dezember::N,decembrie,снежань
644,Montag::N,luni,панядзелак
645,Dienstag::N,marți,аўторак
646,Mittwoch::N,miercuri,серада
647,Donnerstag::N,joi,чацвер
648,Freitag::N,vineri,пятніца
649,Samstag::N,sâmbătă,субота
650,Sonntag::N,duminică,нядзеля
651,groß::A,mare,вялікі
652,klein::A,mic,маленькі
653,lang::A,lung,доўгі
654,kurz::A,scurt,кароткі
655,breit::A,lat,шырокі
656,breit::A,larg,шырокі
657,schmal::A,strâmt,вузкі
658,dicht::A,des,густы
659,dick[Gegenstand]::A,gros,тоўсты
660,dünn::A,subțire,тонкі
661,fein::A,fin,тонкі
662,fein::A,subțire,тонкі
663,fest::A,tare,моцны
664,fest::A,solid,моцны
665,flach::A,șes,плоскі
666,flach::A,plan,плоскі
667,glatt::A,lins,гладкі
668,hart::A,dur,цвёрды
669,weich::A,moale,мяккі
670,rund::A,rotund,круглы
671,rund::A,circular,круглы
672,spitz::A,ascuțit,спічасты
673,spitz::A,ascuțit,востраканцовы
674,scharf::A,tăios,востры
675,scharf::A,ascuțit,востры
676,stumpf::A,tocit,тупы
677,schwer::A,greu,цяжкі
678,schön::A,frumos,прыгожы
679,heiß::A,cald,гарачы
680,heiß::A,fierbinte,гарачы
681,warm::A,cald,цёплы
682,warm::A,fierbinte,цёплы
683,kalt::A,rece,холадны
684,kühl::A,rece,халаднаваты
685,kühl::A,răcoros,халаднаваты
686,frisch::A,răcoros,свежы
687,frisch::A,proaspăt,свежы
688,feucht::A,umed,вільготны
689,feucht::A,jilav,вільготны
690,nass::A,ud,мокры
691,trocken::A,sec,сухі
692,trocken::A,uscat,сухі
693,voll::A,plin,поўны
694,leer::A,gol,пусты
695,offen::A,deschis,адкрыты
696,offen::A,deschis,адчынены
697,geschlossen::A,închis,закрыты
698,geschlossen::A,închis,зачынены
699,sauber::A,curat,чысты
700,schmutzig::A,murdar,брудны
701,roh::A,crud,сыры
702,reif::A,copt,спелы
703,lecker::A,gustos,смачны
704,süß::A,dulce,салодкі
705,bitter::A,amar,горкі
706,sauer::A,acru,кіслы
707,hell::A,clar,светлы
708,hell::A,luminos,светлы
709,dunkel::A,obscur,цёмны
710,dunkel::A,întunecos,цёмны
711,schwarz::A,negru,чорны
712,weiß::A,alb,белы
713,rot::A,roșu,чырвоны
714,gelb::A,galben,жоўты
715,blau::A,albastru,сіні
716,grün::A,verde,зялёны
717,grau::A,gri,шэры
718,grau::A,cenușiu,шэры
719,bunt::A,colorat,пяресты
720,billig::A,ieftin,танны
721,teuer::A,scump,дарагі
722,wertvoll::A,prețios,цэнны
723,wertvoll::A,prețios,каштоўны
724,blind::A,orb,сляпы
725,taub::A,surd,глухі
726,kräftig::A,tare,магутны
727,kräftig::A,forte,магутны
728,kräftig::A,robust,магутны
729,stark::A,viguros,сільны
730,stark::A,puternic,сільны
731,schwach::A,slab,слабы
732,schwach::A,debil,слабы
733,fett::A,gras,тлусты
734,schlank::A,zvelt,стройны
735,hübsch::A,drăguț,чароўны
736,böse::A,rău,злы
737,böse::A,răutăcios,злы
738,dumm::A,nerod,дурны
739,dumm::A,tâmpit,дурны
740,faul::A,leneș,лянівы
741,fleißig::A,harnic,руплівы
742,fleißig::A,sârguincios,руплівы
743,geizig::A,calic,прагны
744,geizig::A,zgârcit,прагны
745,klug::A,isteț,разумны
746,klug::A,deștept,разумны
747,geschickt::A,dibaci,умелы
748,lieb::A,drag,мілы
749,lieb::A,iubit,мілы
750,lustig::A,vesel,вясёлы
751,sanft::A,blând,ласкавы
752,sanft::A,blajin,ласкавы
753,hungrig::A,flămând,галодны
754,krank::A,bolnav,хворы
755,nackt::A,gol,голы
756,traurig::A,trist,сумны
757,traurig::A,mâhnit,сумны
758,lebendig::A,viu,жывы
759,gut::A,bun,добры
760,schlecht::A,rău,кепскі
761,schlecht::A,prost,кепскі
762,richtig::A,drept,правільны
763,richtig::A,corect,правільны
764,schlimm::A,rău,агідны
765,wahr::A,adevărat,сапраўдны
766,alt::A,uzat,стары
767,alt::A,vechi,стары
768,neu::A,nou,новы
769,ehemalig::A,fost,былы
770,ehemalig::A,anterior,былы
771,alt[Lebewesen]::A,bătrîn,стары
772,jung::A,tânăr,малады
773,arm::A,sărac,бедны
774,arm::A,sărman,бедны
775,reich::A,avut,багаты
776,reich::A,bogat,багаты
777,bekannt::A,cunoscut,знаёмы
778,berühmt::A,renumit,славуты
779,fremd::A,străin,чужы
780,verschieden::A,diferit,розны
781,verschieden::A,deosebit,розны
782,nah::A,apropiat,блізкі
783,fern::A,departe,далёкі
784,linker::A,stâng,левы
785,rechter::A,drept,правы
786,anderer::A,alt,іншы
787,anderer::A,alt,другі
788,erster::A,prim,першы
789,zweiter::A,al doilea,другі
790,dritter::A,treilea,трэці
791,letzter::A,final,апошні
792,allein::ADV,singur,сам
793,allein::ADV,singur,адзін
794,auf einmal::ADV,dintrodată,адразу
795,zusammen::ADV,împreună,разам
796,lange::ADV,îndelung,доўга
797,lange::ADV,mult timp,доўга
798,plötzlich::ADV,deodată,раптам
799,plötzlich::ADV,pe neașteptate,раптам
800,sofort::ADV,imediat,зараз
801,sofort::ADV,numaidecît,зараз
802,später::ADV,mai apoi,пазней
803,später::ADV,mai târziu,пазней
804,jetzt::ADV,acum,цяпер
805,heute::ADV,azi,сёння
806,heute::ADV,astăzi,сёння
807,morgen::ADV,mâine,заўтра
808,bald::ADV,curând,хутка
809,bald::ADV,curând,неўзабаве
810,dann::ADV,apoi,потым
811,gestern::ADV,ieri,учора
812,einst::ADV,odată,аднойчы
813,einst::ADV,odinioară,аднойчы
814,damals::ADV,atunci,тады
815,damals::ADV,pe atunci,тады
816,danach::ADV,după aceasta,затым
817,vorher::ADV,mai întâi,раней
818,vorher::ADV,în prealabil,раней
819,zuerst::ADV,întâi,спярша
820,zuerst::ADV,întâi,спачатку
821,zuerst::ADV,în primul rând,спярша
822,zuerst::ADV,în primul rând,спачатку
823,einmal::ADV,odată,адзін раз
824,manchmal::ADV,uneori,часам
825,manchmal::ADV,câteodată,часам
826,oft::ADV,des,часта
827,oft::ADV,deseori,часта
828,immer::ADV,mereu,заўсёды
829,immer::ADV,întotdeauna,заўсёды
830,niemals::ADV,niciodată,ніколі
831,hier::ADV,aci,тут
832,hier::ADV,aici,тут
