,Concept_ID,ce,uz
70,Licht::N,серло,yorug'
71,Schatten::N,ӏиндагӏ,soya
72,Wetter::N,хенан хӏоттам,havo
73,Nebel::N,дохк,tuman
74,Wolke::N,марха,bulut
75,Regen::N,догӏа,yomg'ir
76,Schnee::N,ло,qor
77,Eis::N,ша,muz
78,Frost::N,шело,ajoz
79,Kälte::N,шело,ajoz
80,Hitze::N,йовхо,issiq
81,Raureif::N,йис,qirov
82,Regenbogen::N,стелаӏад,kamalak
83,Donner::N,ткъес,guldur
84,Strömung::N,дӏаэхар,oqim
85,Strömung::N,дӏасалелар,oqim
86,Tropfen::N,тӏадам,tomchi
87,Schaum::N,чопа,ko'pik
88,Schmutz::N,хатт,gard
89,See::N,ӏам,ko'l
90,Sumpf::N,уьшал,botqoq
91,Moor::N,уьшал,qir-adir
92,Wiese::N,бай,o'tzor
93,Wald::N,хьун,o'rmon
94,Hügel::N,гу,tepa
95,Hügel::N,шу,tepa
96,Hügel::N,барз,tepa
97,Anhöhe::N,акъари,adir
98,Berg::N,лам,tog'
99,Gipfel::N,бохь,cho'qqi
100,Höhle::N,хьех,kavak
101,Abhang::N,басе,to'sh
102,Quelle::N,шовда,buloq
103,Bach::N,татол,o'zan
104,Fluss::N,хи,daryo
105,Ufer::N,хийист,sohil
106,Küste::N,йист,qirg'oq
107,Festland::N,латта,materik
108,Meer::N,xӏорд,dengiz
109,Bucht::N,чож,qo'ltiq
110,Insel::N,гӏайре,orol
111,Blume::N,зезаг,gul
112,Gras::N,буц,sabza
113,Wurzel::N,орам,tub
114,Wurzel::N,орам,tomir
115,Baum::N,дитт,daraxt
116,Stamm::N,гӏад,o'simta
117,Stamm::N,тайпа,o'simta
118,Rinde::N,кевстиг,qobiq
119,Ast::N,га,shox
120,Zweig::N,га,butoq
121,Blatt::N,гӏа,barg
122,Birke::N,дакх,qayin
123,Kiefer[Baum]::N,бага,qarag'ay
124,Weide[Baum]::N,дак,shum
125,Tanne::N,база,archa
126,Horn::N,маӏа,mugiz
127,Feder::N,пелаг,par
128,Fell::N,цӏока,mo'yna
129,Flügel::N,тӏам,qanot
130,Klaue::N,мӏара,tirnoq
131,Kralle::N,тlод,tirnoq
132,Schwanz::N,цӏога,quyruq
133,Ei::N,xӏoa,tuxum
134,Nest::N,бен,oshyon
135,Bau::N,lуьрг,o'pqon
136,Tier::N,дийнат,hayvon
137,Herde::N,жа,gala
138,Kuh::N,етт,inak
139,Bulle::N,сту,ho'kiz
140,Pferd::N,говр,ot
141,Schaf::N,жий,qo'y
142,Schaf::N,уьстагӏ,qo'y
143,Schwein::N,хьакха,cho'chqa
144,Hund::N,жӏаьла,it
145,Katze::N,цициг,mushuk
146,Bär::N,ча,ayiq
147,Eichhörnchen::N,тарсал,tiyin
148,Elch::N,сай,los
149,Fuchs::N,цхьогал,tulki
150,Hase::N,пхьагал,kuyon
151,Maus::N,дахка,sichqon
152,Wolf::N,борз,bo'ri
153,Vogel::N,олхазар,qush
154,Huhn::N,котам,tovuq
155,Hahn::N,нӏаьна,xo'roz
156,Hahn::N,боргӏал,xo'roz
157,Gans::N,гӏаз,g'oz
158,Adler::N,aьрзу,burgut
159,Ente::N,бад,o'rdak
160,Eule::N,бухӏа,boyo'g'li
161,Kranich::N,гӏаргӏули,turna
162,Krähe::N,къиг,qarg'a
163,Kuckuck::N,aттйокх,kakku
164,Schwan::N,гӏургӏаз,oqkush
165,Fisch::N,чӏара,baliq
166,Barsch::N,окунь,olabug'a
167,Hecht::N,гӏазкхийн чӏара,cho'rtan
168,Schlange[Tier]::N,лаьхьа,ilon
169,Wurm::N,нӏаьна,qurt
170,Spinne::N,гезг,o'rgimchak
171,Ameise::N,зингат,chumoli
172,Laus::N,меза,bit
173,Laus::N,гӏениг,bit
174,Mücke::N,чуьрк,chivin
175,Fliege::N,моза,pashsha
176,Schmetterling::N,полла,kapalak
177,Beere::N,цӏазам,meva
178,Apfel::N,ӏаж,olma
179,Pilz::N,жӏаьлин нускал,qo'ziqorin
180,Zwiebel::N,xох,piyoz
181,Saat::N,чlу,äkin
182,Korn::N,буьртиг,zarra
183,Heu::N,йол,xashak
184,Schale::N,пардо,po'choq
185,Grube::N,ор,co'ra
186,Falle::N,кӏело,qopqon
187,Spur::N,лар,iz
188,Asche::N,чим,kul
189,Dreck::N,мода,kir
190,Eisen::N,эчиг,temir
191,Gold::N,деши,tilla
192,Silber::N,дети,kumush
193,Kohle::N,кӏора,ko'mir
194,Glas::N,aнгали,oyna
195,Lehm::N,поппар,loy
196,Sand::N,гӏум,qum
197,Mensch::N,адам,odam
198,Mann::N,майра,ärkak
199,Frau::N,зуда,ayol
200,Kind::N,бер,bola
201,Kind::N,бер,kichkintoy
202,Junge::N,жимха,bola
203,Mädchen::N,жима йоӏ,qiz
204,Familie::N,доьзал,oila
205,Großvater::N,ненада,buva
206,Großvater::N,ненада,katta ota
207,Großmutter::N,денана,buvi
208,Großmutter::N,денана,katta oyi
209,Eltern::N,да-нана,ota-ona
210,Vater::N,да,ota
211,Mutter::N,нана,ona
212,Sohn::N,кӏант,o'g'il
213,Tochter::N,йоӏ,qiz
214,Bruder::N,ваша,og'a
215,Bruder::N,ваша,uka
216,Schwester::N,йиша,opa
217,Schwester::N,йиша,singil
218,Onkel::N,деваша,amaki
219,Tante::N,дейиша,amma
220,Tante::N,дейиша,xola
221,Ehemann::N,майра,är
222,Ehefrau::N,зуда,rafiqa
223,Freude::N,самукъа,ayish
224,Freude::N,хазахетар,ayish
225,Gelächter::N,белам,kulgi
226,Glück::N,ирс,saodat
227,Kummer::N,бала,g'am
228,Wunsch::N,лаам,orzu
229,Lust::N,лаам,rag'bat
230,Geist::N,са,ruh
231,Gedanke::N,ойла,fikr
232,Gedächtnis::N,диццадалар,äs
233,Verstand::N,хьекъал,aql
234,Sinn::N,маьӏна,ma'ni
235,Grund::N,бахьана,sabab
236,Wahrheit::N,бакъдерг,haq
237,Gespräch::N,къамел,gap
238,Märchen::N,туьйра,ärtak
239,Erzählung::N,дийцар,rivoyat
240,Nachricht::N,хаам,xabar
241,Neuigkeit::N,керланиг,yangilik
242,Name::N,цӏе,ot
243,Rätsel::N,хӏетал-метал,topishmoq
244,Rede::N,къамел,nutq
245,Sprache::N,мотт,til
246,Stimme::N,aз,ovoz
247,Wort::N,дош,so'z
248,Zeichen::N,билгало,alomat
249,Ruf::N,кхайкхар,chaqiriq
250,Lärm::N,гӏовгӏа,taraq
251,Laut::N,аз,tovush
252,Ton::N,aз,un
253,Lied::N,илли,ashula
254,Ruhe::N,тийналла,tinchlik
255,Leute::N,нах,xaloyiq
256,Volk::N,халкъ,xalq
257,Arbeit::N,болх,ish
258,Gast::N,хьаша,mehmon
259,Geschenk::N,совгӏат,hadya
260,Spiel::N,ловзар,o'yin
261,Gesellschaft::N,юкъаралла,jamiyat
262,Hilfe::N,гӏо,yordam
263,Freund::N,доттагl,do'st
264,Kamerad::N,накъост,yo'ldosh
265,Angelegenheit::N,гӏуллакх,daxl
266,Anzahl::N,терахь,son
267,Stück::N,юьхк,parcha
268,Teil::N,дакъа,bo'lak
269,Hälfte::N,ах,yarim
270,Kreis::N,го,aylana
271,Kreuz::N,жӏара,xoch
272,Linie::N,сиз,liniya
273,Strich::N,сиз,chiziq
274,Abstand::N,юкъ,oralik
275,Gegend::N,мeттиг,yer
276,Platz::N,майда,oralig
277,Ort::N,меттиг,joy
278,Seite::N,aгӏo,yon
279,Mitte::N,юкъ,o'rta
280,Gegenstand::N,хӏума,ashyo
281,Sache::N,хӏума,buyum
282,Rand::N,йист,chek
283,Kante::N,йист,tig'
284,Ecke::N,са,burchak
285,Spitze::N,ралла,uch
286,Ende::N,юьхьиг,oxir
287,Loch::N,ӏуьрг,teshik
288,Winkel::N,са,go'sha
289,Muster::N,дагар,nusha
290,Muster::N,тӏамар,nusha
291,Größe::N,барам,kattalik
292,Länge::N,йохалла,uzunlik
293,Höhe::N,локхалла,yuksaklik
294,Gewicht::N,йозалла,solmoq
295,Menge::N,дукхалла,miqdor
296,Haufen::N,сал,uyum
297,Haufen::N,оьла,uyum
298,Reihe::N,рагӏ,saf
299,Reihe::N,могӏа,saf
300,Boot::N,кема,qayiq
301,Ruder::N,пийсиг,äshkak
302,Schlitten::N,салаз,chana
303,Ski::N,когсалаз,chang'i
304,Lagerfeuer::N,цӏе,gulxan
305,Last::N,дукъ,yuk
306,Gang::N,лелар,yurish
307,Schritt::N,гӏулч,qadam
308,Norden::N,къилбаседе,shimol
309,Süden::N,къилбе,janub
310,Westen::N,малхбузе,g'arb
311,Osten::N,малхбале,sharq
312,Holz::N,дечиг,yog'och
313,Brett::N,у,taxta
314,Platte::N,у,tabaqa
315,Stütze::N,гӏopтоp,tayanchi
316,Stange::N,гӏуркх,qo'noq
317,Stock::N,ӏаса,tayoq
318,Stab::N,гӏаж,gavron
319,Rohr::N,биргӏа,tarnov
320,Haus::N,цӏа,uy
321,Heim::N,кхерч,makon
322,Ofen::N,кхерч,pechka
323,Fußboden::N,цӏенкъа,pol
324,Tisch::N,шун,mosa
325,Stuhl::N,гӏант,o'rindiq
326,Wiege::N,ага,beshik
327,Bett::N,маьнга,yotoq
328,Regal::N,терхи,tokcha
329,Kiste::N,яьшка,sandiq
330,Fenster::N,кор,deraza
331,Tür::N,неӏ,äshik
332,Tor::N,ков,darvoza
333,Zaun::N,керт,panjara
334,Dach::N,тхов,tom
335,Leiter::N,лами,narvon
336,Besen::N,нуй,supurgi
337,Spaten::N,бел,bel
338,Schaufel::N,аьшкал,kurak
339,Gabel::N,мӏара,bilka
340,Löffel::N,ӏайг,qoshiq
341,Messer::N,урс,pichoq
342,Nagel::N,хьостам,mix
343,Netz::N,бой,to'r
344,Haken::N,мӏара,ilgak
345,Schloss::N,чӏега,qulf
346,Bild::N,сурт,rasm
347,Puppe::N,тайниг,ko'g'irchoq
348,Beutel::N,гали,to'rva
349,Bündel::N,кочар,bog'lam
350,Tasche::N,тӏоьрмиг,kissa
351,Eimer::N,чийлик,chelak
352,Deckel::N,негӏар,qopqoq
353,Geschirr::N,пхьегӏа,idish
354,Sack::N,гали,qop
355,Tasse::N,кад,piyola
356,Topf::N,яй,tuvak
357,Kessel::N,яй,qozon
358,Essen::N,юург,tomoq
359,Nahrung::N,кхача,emak
360,Speise::N,юург,taom
361,Fleisch::N,жижиг,go'sht
362,Getreide::N,буьртиг,g'alla
363,Brei::N,xудар,bo'tqa
364,Brot::N,бепиг,non
365,Brot::N,кхаллар,non
366,Scheibe::N,цастар,disk
367,Fett::N,мохь,moy
368,Butter::N,налха,yog'
369,Öl::N,даьтта,moy
370,Salz::N,туьха,tuz
371,Suppe::N,чорпа,sho'rva
372,Honig::N,моз,asal
373,Milch::N,шура,sut
374,Tee::N,чай,choy
375,Leder::N,цӏока,charm
376,Wolle::N,тӏapгӏa,jun
377,Stoff::N,кӏади,mato
378,Nadel::N,маха,igna
379,Faden::N,тай,ip
380,Knopf::N,нуьйда,tugma
381,Knoten::N,шад,tugun
382,Farbe::N,сир,bo'yok
383,Farbe::N,басар,bo'yok
384,Kleidung::N,бедар,kiyim
385,Hemd::N,коч,ko'ylak
386,Kragen::N,кач,yoqa
387,Ärmel::N,пхьош,yeng
388,Hose::N,хеча,shim
389,Gürtel::N,доьхка,tasma
390,Mütze::N,куй,shapka
391,Schuh::N,мача,but
392,Stiefel::N,этка,botinka
393,Ring::N,чӏуг,yuzuk
394,Band::N,лента,rishta
395,Kamm::N,ехк,taroq
396,Spiegel::N,куьзга,ko'zgu
397,Riemen::N,доьхка,qayish
398,Schnur::N,муш,bog'ich
399,Leine::N,кочатосу доьхка,etak
400,Decke::N,юргӏа,odyol
401,Kissen::N,гIайба,yostiq
402,Tuch::N,исхар,gazlama
403,Handtuch::N,гата,sochiq
404,Kraft::N,гӏора,kuch
405,Stärke::N,гӏап,quvvat
406,Gesundheit::N,могашалла,sog'lik
407,Krankheit::N,цамгар,kasallik
408,Schmerz::N,лазар,og'riq
409,Wunde::N,чов,yara
410,Fieber::N,xорша,bezgak
411,Arznei::N,молха,dori
412,Brücke::N,тӏай,ko'prik
413,Brunnen::N,гӏу,buloq
414,Weide::N,дак,yaylov
415,Pfad::N,тача,dorojka
416,Weg::N,некъ,yo'l
417,Straße::N,урам,ko'cha
418,Dorf::N,юрт,ovul
419,Stadt::N,гӏала,shahar
420,Brief::N,кехат,maktub
421,Buch::N,жайна,kitob
422,Buchstabe::N,элп,harf
423,Zeitung::N,газет,gazet
424,Leben::N,дахар,hayot
425,Tod::N,далар,o'lim
426,Tod::N,ӏожалла,o'lim
427,Grab::N,каш,go'r
428,Kirche::N,килс,cherkov
429,Sünde::N,къа,gunoh
430,Gott::N,дела,olloh
431,Arbeiter::N,белхало,ishchi
432,Chef::N,хьаькам,rais
433,Meister::N,говзанча,usta
434,Arzt::N,лор,hakim
435,Lehrer::N,хьехархо,muallim
436,Geld::N,aхча,pul
437,Geschäft::N,туька,savdo
438,Laden::N,туька,do'kon
439,Preis::N,мах,baho
440,Ware::N,хlума,mol
441,Nutzen::N,пайда,foyda
442,Reichtum::N,хьал,boylik
443,Welt::N,дуьне,olam
444,Land::N,мохк,o'lka
445,Staat::N,пачхьалкх,davlat
446,König::N,паччахь,qirol
447,Macht::N,ӏедал,iqtidor
448,Grenze::N,доза,chegara
449,Krieg::N,тӏом,harb
450,Feind::N,мостагӏ,dushman
451,Gewalt::N,гӏело,zo'rlik
452,Kampf::N,къийсам,kurash
453,Pfeil::N,пха,o'q
454,Gewehr::N,топ,vintovka
455,Fehler::N,гӏалат,xato
456,Lüge::N,аьшпаш,yolg'on
457,Schaden::N,зен,ziyon
458,Unglück::N,бала,balo
459,Schuld::N,бехк,ayb
460,Alter::N,хан,yosh
461,Schluss::N,чакхе,tamom
462,Zeit::N,хан,vaqt
463,Tag::N,де,kun
464,Morgen::N,ӏуьйре,saboh
465,Mittag::N,делкъе,kun tushlik
466,Abend::N,суьйре,oqshom
467,Nacht::N,буьйса,tun
468,Woche::N,кӏира,hafta
469,Monat::N,бутт,oy
470,Jahr::N,шо,yil
471,Frühling::N,бӏаьсте,bahor
472,Sommer::N,аьхке,yoz
473,Herbst::N,гуьйре,kuz
474,Herbst::N,гуьйре,xazon
475,Winter::N,ӏа,qish
476,Januar::N,январь,yanvar'
477,Februar::N,февраль,fevral'
478,März::N,март,mart
479,April::N,апрель,aprel'
480,Mai::N,май,may
481,Juni::N,июнь,iyun'
482,Juli::N,июль,iyul'
483,August::N,август,avgust
484,September::N,сентябрь,sentyabr'
485,Oktober::N,октябрь,oktyabr'
486,November::N,ноябрь,noyabr'
487,Dezember::N,декабрь,dekabr'
488,Montag::N,оршот,dushanba
489,Dienstag::N,шинара,seshanba
490,Mittwoch::N,кхаара,chorshanba
491,Donnerstag::N,еара,payshanba
492,Freitag::N,пӏераска,juma
493,Samstag::N,шот,shanba
494,Sonntag::N,кӏиранде,yakshanba
495,groß::A,доккха,buyuk
496,klein::A,кегий,kichik
497,lang::A,еха,uzun
498,kurz::A,доца,qisqa
499,breit::A,шуьйра,keng
500,schmal::A,готта,änsiz
501,dicht::A,луьста,quyuq
502,dick[Gegenstand]::A,стомма,qalin
503,dünn::A,дуткъа,ingichka
504,fein::A,ховха,mayin
505,fest::A,чӏогӏа,qattiq
506,flach::A,чӏапа,yalpoq
507,glatt::A,шера,tekis
508,hart::A,чӏогӏa,qattiq
509,weich::A,кӏеда,yumshoq
510,rund::A,горга,yumaloq
511,spitz::A,ира,uchli
512,scharf::A,ира,keskir
513,stumpf::A,аьртa,to'mtoq
514,schwer::A,деза,salmoqli
515,schön::A,хаза,go'zal
516,heiß::A,довха,qiziq
517,warm::A,довха,issiq
518,kalt::A,шийла,sovuq
519,kühl::A,шийла,salqin
520,frisch::A,керла,toza
521,feucht::A,тӏуьна,namli
522,nass::A,тӏеда,nam
523,trocken::A,eкъа,quruq
524,voll::A,дуьзна,to'la
525,leer::A,яьсса,puch
526,offen::A,диллина,ochiq
527,geschlossen::A,дӏакъевлина,berk
528,geschlossen::A,дӏачӏагӏдина,berk
529,sauber::A,цӏена,ozoda
530,schmutzig::A,боьха,kir
531,roh::A,буьйда,xom
532,reif::A,хилла,pishiq
533,lecker::A,чоме,shirin
534,süß::A,мерза,shirin
535,bitter::A,къаьхьа,achchiq
536,sauer::A,муьста,achchiq
537,hell::A,сирла,yorug'
538,dunkel::A,бодане,qorong'i
539,schwarz::A,ӏаьржа,qora
540,weiß::A,кӏайн,oq
541,rot::A,цӏен,qizil
542,gelb::A,можа,sariq
543,blau::A,сийна,zangori
544,grün::A,баьццара,yashil
545,grau::A,cира,bo'z
546,grau::A,мокха,bo'z
547,bunt::A,къорза,ola
548,billig::A,дораха,arzon
549,teuer::A,деза,qimmat
550,wertvoll::A,мехала,qimmat
551,blind::A,бӏаьрзе,ko'r
552,taub::A,къора,garang
553,kräftig::A,нуьцкъала,kuchli
554,stark::A,зоьртала,quvvatli
555,stark::A,нуьцкъала,quvvatli
556,schwach::A,гӏорасиза,kuchsiz
557,fett::A,дерстана,semiz
558,schlank::A,куц долу,ingichka
559,hübsch::A,хаза,ko'rkam
560,böse::A,вон,yovuz
561,dumm::A,сонта,aqlsiz
562,faul::A,мало ен,ärinchak
563,fleißig::A,тӏера,ishchan
564,geizig::A,пис,qurumsoq
565,geizig::A,сутара,qurumsoq
566,klug::A,хьекъале,oqil
567,geschickt::A,тӏахъаьлла,äpchil
568,lieb::A,хьоме,aziz
569,lustig::A,самукъане,chaqchaq
570,sanft::A,кlеда,asta
571,hungrig::A,меца,och
572,krank::A,цомгуш долу,kasal
573,nackt::A,дерзана,yalang
574,traurig::A,самукъане воцу,xafa
575,lebendig::A,дийна,hayotiy
576,gut::A,дика,soz
577,schlecht::A,вон,yomon
578,richtig::A,нийса,rost
579,schlimm::A,вон,yovuz
580,wahr::A,бакъдолу,haqiqiy
581,alt::A,къена,äski
582,neu::A,керла,yangi
583,ehemalig::A,хилла,sobiq
584,alt[Lebewesen]::A,къена,qari
585,jung::A,къона,navqiron
586,arm::A,къен,abgor
587,reich::A,хьоле,boy
588,bekannt::A,девзаш долу,ma'lum
589,berühmt::A,цӏеяхана,mashhur
590,fremd::A,нехан,yot
591,verschieden::A,тайп-тайпанара,turli
592,nah::A,гергара,yaqindagi
593,fern::A,гена,uzoq
594,fern::A,генара,uzoq
595,linker::A,аьрру,so'l
596,rechter::A,аьтту,o'ng
597,anderer::A,кхин,boshqa
598,erster::A,хьалхара,birinchi
599,zweiter::A,шолгIа,ikkinchi
600,dritter::A,кхоалгӏа,uchinchi
601,letzter::A,тӏаьххьара,oxirgi
602,allein::ADV,цхьаъ,o'zicha
603,auf einmal::ADV,цу сохьтта,varakay
604,zusammen::ADV,цхьана,barobar
605,lange::ADV,дукха,uzoq
606,plötzlich::ADV,цIеххьана,qo'qqisdan
607,sofort::ADV,цу сохьтта,darrov
608,später::ADV,тӏаьхьо,so'ngra
609,jetzt::ADV,хӏинца,hozirgina
610,heute::ADV,тахана,bugun
611,morgen::ADV,кхана,ärta
612,bald::ADV,кеста,toz
613,dann::ADV,тӏаккха,keyin
614,gestern::ADV,селхана,kecha
615,einst::ADV,цкъа,avvallari
616,damals::ADV,хӏетахьь,ugal
617,danach::ADV,тӏаккха,so'ngra
618,vorher::ADV,хьалхa,avval
619,zuerst::ADV,хьалха,avval
620,einmal::ADV,цкъа,bir marta
621,manchmal::ADV,цкъаццкъа,onda-sonda
622,oft::ADV,кест-кеста,tez-tez
623,immer::ADV,даим,har vaqt
624,niemals::ADV,цкъа а,hargiz
625,hier::ADV,кхузахь,shu erda
626,hierhin::ADV,кхуза,beri
627,von hier::ADV,кхузара,shu erdan
628,dort::ADV,цигахь,ana
629,dorthin::ADV,цига,u yerga
630,geradeaus::ADV,нийса дӏа,to'g'ri
631,vorwärts::ADV,хьалха,ilgari
632,rückwärts::ADV,юха,qoloq
633,zurück::ADV,юха,orqada
634,unten::ADV,лахахь,pastda
635,hinab::ADV,охьа,tubanga
636,oben::ADV,лакхахь,ustida
637,hinauf::ADV,хьала,yuqorida
638,überall::ADV,массанхьа,har erda
639,nicht::ADV,ца,ämas
640,ein wenig::ADV,кӏеззиг,biroz
641,kaum::ADV,халла,arang
642,sehr::ADV,вуно,ancha
643,noch::ADV,кхин,hali
644,nur::ADV,бен ...ца,yolg'iz
645,schon::ADV,хӏинцале,endi
646,wieder::ADV,юха а,yana
647,vergebens::ADV,эрна,bekorga
648,vor::PRP,хьалха,burun
649,hinter::PRP,тӏехьа,ketida
650,unter::PRP,кIелахь,ostida
651,durch::PRP,чекх,bo'ylab
652,neben::PRP,юххе,yonida
653,zwischen::PRP,юккъехь,orada
654,wegen::PRP,дуьхьа,sababli
655,dies::PRN,и,o'sha
656,dies::PRN,иза,o'sha
657,das::PRN,и,narigi
658,das::PRN,иза,narigi
659,alles::PRN,дерриг,har nima
660,ich::PRN,cо,men
661,du::PRN,хьо,sen
662,er::PRN,и,u
663,er::PRN,иза,u
664,wir::PRN,тхо,biz
665,wir::PRN,вай,biz
666,ihr::PRN,шу,siz
667,sie::PRN,уьш,ular
668,was::FPRN,хӏун,nima
669,wer::FPRN,мила,kim
670,wo::FADV,мичaхь,qaerda
671,wohin::FADV,мича,qayerga
672,wie::FADV,муха,qanday
673,warum::FADV,хӏунда,nega
674,wieviel::FNUM,мел,qancha
675,wieviel::FNUM,маса,qancha
676,eins::NUM,цхьаъ,bir
677,zwei::NUM,шиъ,ikki
678,drei::NUM,кхоъ,uch
679,vier::NUM,диъ,to'rt
680,fünf::NUM,пхиъ,besh
681,sechs::NUM,ялх,olti
682,sieben::NUM,ворхӏ,etti
683,acht::NUM,бархӏ,sakkiz
684,neun::NUM,исс,to'qqiz
685,zehn::NUM,итт,o'n
686,elf::NUM,цхьайтта,o'n bir
687,zwölf::NUM,шийтта,o'n ikki
688,zwanzig::NUM,ткъа,yigirma
689,dreißig::NUM,ткъе итт,o'ttiz
690,vierzig::NUM,шовзткъа,qirq
691,fünfzig::NUM,шовзткъе итт,ällik
692,sechzig::NUM,кхузткъа,oltmish
693,siebzig::NUM,кхузткъе итт,etmish
694,achtzig::NUM,дезткъа,sakson
695,neunzig::NUM,дезткъе итт,to'qson
696,hundert::NUM,бӏе,yuz
697,tausend::NUM,эзар,ming
698,und::CNJ,a,va
699,oder::CNJ,я,yo
700,stehen::V,латта,turmoq
701,sitzen::V,хиъна ӏан,o'tirmoq
702,liegen::V,ӏилла,yotmoq
703,hängen::V,кхаза,osilmoq
704,werden::V,хила,bo'lmoq
705,passieren::V,хила,bo'lib o'tmoq
706,beginnen::V,доло,boshlanmoq
707,enden::V,дӏадерза,bitmoq
708,wechseln::V,хийца,o'zgarmoq
709,aufgehen[Sonne]::V,кхета,chiqmoq
710,untergehen[Sonne]::V,чубуза,botmoq
711,scheinen[Sonne]::V,серло яла,yaraqlamoq
712,donnern::V,къекъа,gulduramoq
713,wehen::V,хьекха,elpimoq
714,strömen::V,эха,oqmoq
715,fließen::V,охьаэха,oqmoq
716,sich drehen::V,хьийза,aylanmoq
717,schwanken::V,леста,qoqilmoq
718,schwingen::V,лесто,lopillamoq
719,fallen::V,охьакхета,tushmoq
720,brennen::V,дага,yonmoq
721,rauchen::V,оза,tutamoq
722,regnen::V,догlа догlу,yomg'ir yog'moq
723,gefrieren::V,гӏоро,muzlamoq
724,tauen::V,даша,ärimoq
725,schmelzen::V,лала,ärimoq
726,trocknen::V,дакъо,qurimoq
727,sieden::V,кхехка,qaynamoq
728,faulen::V,дахкадала,chirimoq
729,verfaulen::V,дахкадала,chirimoq
730,reißen::V,хеда,qayt qilmoq
731,versinken::V,хичудаха,g'arq bo'lmoq
732,vergehen::V,дlаэха,o'tmoq
733,erscheinen::V,схьадала,zuhur ätmoq
734,erscheinen::V,ӏоттадала,zuhur ätmoq
735,verschwinden::V,къайладала,yo'qolmoq
736,sinken::V,лахдала,pasaymoq
737,zunehmen::V,лакхадала,urchimoq
738,steigen::V,хьаладала,oshmoq
739,wachsen::V,кхиа,o'smoq
740,glänzen::V,лепа,porlamoq
741,funkeln::V,къега,yalt ätmoq
742,lärmen::V,гӏовгӏаян,taraq ätmoq
743,läuten::V,детта,jiringlamoq
744,klingeln::V,дека,jiringlamoq
745,klirren::V,дека,sharaqlamoq
746,brausen::V,хьаьдда даха,vag'illamoq
747,rauschen::V,леста,shitirlamoq
748,klingen::V,дека,yangramoq
749,bellen::V,лета,hurmoq
750,heulen::V,угӏа,uvlamoq
751,blasen::V,хӏуп баха,puflamoq
752,pfeifen::V,шок етта,xushtak chalmoq 
753,schreien::V,мохь бетта,qiyqirmoq
754,stöhnen::V,узарш дан,nola qilmoq
755,zittern::V,дега,titramoq
756,leben::V,даха,yashamoq
757,geboren werden::V,хила,tug'ilmoq
758,atmen::V,садеӏа,nafas chiqarmoq
759,trinken::V,мала,ichmoq
760,essen::V,кхалла,emoq
761,schlucken::V,къурдбан,yutmoq
762,müde werden::V,кӏаддала,horimoq
763,einschlafen::V,наб кхета,uxlab qolmoq
764,schlafen::V,вижа,uxlamoq
765,schlafen::V,наб ян,uxlamoq
766,schlafen::V,дижина хила,uxlamoq
767,aufwachen::V,самадала,uyg'onmoq
