,Concept_ID,it,cy
296,Märchen::N,fàvola,chwedl werin
297,Erzählung::N,racconto,stori
298,Erzählung::N,narrazione,stori
299,Nachricht::N,messaggio,neges
300,Neuigkeit::N,notizia,newydd
301,Name::N,nome,enw
302,Rätsel::N,indovinello,pos
303,Rede::N,discorso,araith
304,Sprache::N,lingua,iaith
305,Sprache::N,linguaggio,iaith
306,Stimme::N,voce,llais
307,Wort::N,parola,gair
308,Zeichen::N,segno,arwydd
309,Zeichen::N,segnale,arwydd
310,Ruf::N,chiamata,galwad
311,Lärm::N,chiasso,trwst
312,Lärm::N,strèpito,trwst
313,Laut::N,suono,sain
314,Ton::N,tono,tôn
315,Lied::N,canto,cân
316,Lied::N,canzone,cân
317,Ruhe::N,calma,tawelwch
318,Ruhe::N,tranquillità,tawelwch
319,Leute::N,gente,pobl
320,Volk::N,pòpolo,pobl
321,Arbeit::N,lavoro,gwaith
322,Gast::N,òspite,gwestai
323,Gast::N,invitato,gwestai
324,Geschenk::N,regalo,rhodd
325,Geschenk::N,regalo,anrheg
326,Spiel::N,gioco,chwarae
327,Gesellschaft::N,compagnìa,cwmni
328,Hilfe::N,aiuto,cymorth
329,Hilfe::N,soccorso,cymorth
330,Freund::N,amico,cyfaill
331,Kamerad::N,camerata,cydymaith
332,Angelegenheit::N,affare,pwnc
333,Angelegenheit::N,faccenda,pwnc
334,Anzahl::N,nùmero,cyfrif
335,Anzahl::N,quantità,cyfrif
336,Art::N,tipo,bath
337,Art::N,specie,bath
338,Stück::N,pezzo,darn
339,Teil::N,parte,rhan
340,Hälfte::N,metà,hanner
341,Kreis::N,cìrcolo,cylch
342,Kreuz::N,croce,croes
343,Linie::N,lìnea,llinell
344,Strich::N,tratto,strôc
345,Strich::N,tratto,trawiad
346,Abstand::N,distanza,bwlch
347,Abstand::N,distanza,pellter
348,Entfernung::N,distanza,pellter
349,Entfernung::N,lontananza,pellter
350,Gegend::N,regione,cylch
351,Platz::N,posto,lle
352,Platz::N,spazio,lle
353,Ort::N,luogo,lle
354,Ort::N,località,lle
355,Seite::N,lato,ochr
356,Seite::N,parte,ochr
357,Mitte::N,mezzo,canol
358,Mitte::N,centro,canol
359,Gegenstand::N,oggetto,eitem
360,Sache::N,cosa,peth
361,Rand::N,orlo,cwr
362,Rand::N,orlo,ymyl
363,Rand::N,bordo,cwr
364,Rand::N,bordo,ymyl
365,Kante::N,spìgolo,min
366,Kante::N,spìgolo,ymyl
367,Ecke::N,canto,cornel
368,Spitze::N,punta,blaen
369,Ende::N,capo,pen
370,Ende::N,estremità,pen
371,Loch::N,buco,twll
372,Winkel::N,àngolo,congl
373,Muster::N,disegno,patrwm
374,Größe::N,taglia,maint
375,Größe::N,taglia,maintioli
376,Größe::N,grandezza,maint
377,Größe::N,grandezza,maintioli
378,Länge::N,lunghezza,hyd
379,Höhe::N,altezza,uchder
380,Gewicht::N,peso,pwysau
381,Menge::N,quantità,swm
382,Menge::N,quantità,maint
383,Haufen::N,cùmulo,pentwr
384,Haufen::N,mucchio,pentwr
385,Reihe::N,fila,rhes
386,Boot::N,barca,cwch
387,Boot::N,battello,cwch
388,Ruder::N,remo,rhwyf
389,Schlitten::N,slitta,sled
390,Schlitten::N,slitta,car llusg
391,Ski::N,sci,sgi
392,Lagerfeuer::N,falò,coelcerth
393,Lagerfeuer::N,fuoco di bivacco,coelcerth
394,Last::N,càrico,llwyth
395,Gang::N,andata,tro
396,Schritt::N,passo,cam
397,Norden::N,nord,gogledd
398,Norden::N,settentrione,gogledd
399,Süden::N,sud,de
400,Süden::N,meridione,de
401,Westen::N,òvest,gorllewin
402,Westen::N,occidente,gorllewin
403,Osten::N,est,dwyrain
404,Osten::N,oriente,dwyrain
405,Holz::N,legno,pren
406,Brett::N,asse,bwrdd
407,Brett::N,asse,astell
408,Brett::N,tàvola,bwrdd
409,Brett::N,tàvola,astell
410,Platte::N,lastra,llech
411,Platte::N,piastra,llech
412,Stütze::N,supporto,ateg
413,Stütze::N,supporto,cynhalydd
414,Stange::N,sbarra,polyn
415,Stange::N,pèrtica,polyn
416,Stock::N,verga,ffon
417,Stock::N,verga,brigyn
418,Stock::N,bastone,ffon
419,Stock::N,bastone,brigyn
420,Stock::N,bacchetta,ffon
421,Stock::N,bacchetta,brigyn
422,Stab::N,asta,ffon
423,Rohr::N,tubo,pibell
424,Haus::N,casa,tŷ
425,Heim::N,casa,cartref
426,Ofen::N,stufa,stof
427,Fußboden::N,pavimento,llawr
428,Tisch::N,tàvolo,bwrdd
429,Stuhl::N,sedia,cadair
430,Wiege::N,culla,crud
431,Bett::N,letto,gwely
432,Regal::N,scaffale,silff
433,Kiste::N,cassa,bocs
434,Kiste::N,cassa,blwch
435,Fenster::N,finestra,ffenestr
436,Tür::N,porta,drws
437,Tor::N,portone,porth
438,Zaun::N,recinto,ffens
439,Dach::N,tetto,to
440,Leiter::N,scala,ysgol
441,Leiter::N,scala a pioli,ysgol
442,Besen::N,scopa,ysgub
443,Spaten::N,vanga,rhaw
444,Schaufel::N,pala,rhaw
445,Gabel::N,forchetta,fforc
446,Löffel::N,cucchiaio,llwy
447,Messer::N,coltello,cyllell
448,Nagel::N,chiodo,hoel
449,Netz::N,rete,gwe
450,Netz::N,rete,rhwyd
451,Haken::N,uncino,bach
452,Griff::N,mànico,carn
453,Griff::N,maniglia,carn
454,Schloss::N,serratura,clo
455,Bild::N,quadro,llun
456,Bild::N,quadro,pictiwr
457,Bild::N,immàgine,llun
458,Bild::N,immàgine,pictiwr
459,Figur::N,figura,ffigur
460,Puppe::N,bàmbola,dol
461,Beutel::N,borsa,cwd
462,Beutel::N,sacchetto,cwd
463,Bündel::N,fascio,bwndel
464,Bündel::N,fascio,coflaid
465,Bündel::N,fagotto,bwndel
466,Bündel::N,fagotto,coflaid
467,Tasche::N,borsa,cod
468,Eimer::N,secchio,bwced
469,Eimer::N,secchio,cunnog
470,Deckel::N,coperchio,caead
471,Geschirr::N,stoviglie,llestri
472,Sack::N,sacco,sach
473,Tasse::N,tazza,cwpan
474,Topf::N,pèntola,pot
475,Topf::N,pèntola,crochan
476,Kessel::N,paiolo,tegell
477,Kessel::N,calderone,tegell
478,Essen::N,pasto,pryd o fwyd
479,Essen::N,mangiare,pryd o fwyd
480,Nahrung::N,cibo,bwyd
481,Nahrung::N,alimento,bwyd
482,Speise::N,piatto,saig
483,Fleisch::N,carne,cig
484,Getreide::N,cereali,ŷd
485,Getreide::N,cereali,llafur
486,Brei::N,purè,uwd
487,Brei::N,pappa,uwd
488,Brot::N,pane,bara
489,Scheibe::N,fetta,tafell
490,Scheibe::N,trancia,tafell
491,Fett::N,grasso,saim
492,Fett::N,grasso,braster
493,Butter::N,burro,ymenyn
494,Öl::N,olio,olew
495,Salz::N,sale,halen
496,Suppe::N,zuppa,cawl
497,Suppe::N,minestra,cawl
498,Honig::N,miele,mêl
499,Milch::N,latte,llaeth
500,Milch::N,latte,llefrith
501,Tee::N,tè,te
502,Leder::N,pelle,lledr
503,Wolle::N,lana,gwlân
504,Stoff::N,panno,lliain
505,Stoff::N,panno,brethyn
506,Stoff::N,tessuto,lliain
507,Stoff::N,tessuto,brethyn
508,Nadel::N,ago,nodwydd
509,Faden::N,filo,edau
510,Faden::N,filo,edefyn
511,Knopf::N,bottone,botwm
512,Knoten::N,nodo,cwlwm
513,Farbe::N,pittura,paent
514,Kleidung::N,vestiti,dillad
515,Kleidung::N,vestiti,gwisgoedd
516,Kleidung::N,vestiario,dillad
517,Kleidung::N,vestiario,gwisgoedd
518,Hemd::N,camicia,crys
519,Kragen::N,bàvero,coler
520,Kragen::N,colletto,coler
521,Ärmel::N,mànica,llawes
522,Hose::N,calzoni,trowsus
523,Gürtel::N,cintura,gwregys
524,Mütze::N,berretto,cap
525,Schuh::N,scarpa,esgid
526,Stiefel::N,stivale,botasen
527,Ring::N,anello,modrwy
528,Band::N,nastro,rhuban
529,Band::N,fettuccia,rhuban
530,Kamm::N,pèttine,crib
531,Spiegel::N,specchio,drych
532,Riemen::N,cinghia,strap
533,Schnur::N,corda,llinyn
534,Leine::N,guinzaglio,tennyn
535,Decke::N,coperta,blanced
536,Decke::N,coperta,gwrthban
537,Kissen::N,cuscino,clustog
538,Kissen::N,cuscino,gobennydd
539,Kissen::N,guanciale,clustog
540,Kissen::N,guanciale,gobennydd
541,Tuch::N,fazzoletto,sgarff
542,Handtuch::N,asciugamano,tywel
543,Handtuch::N,asciugamano,lliain sychu
544,Kraft::N,forza,grym
545,Stärke::N,forza,nerth
546,Stärke::N,forza,cryfder
547,Stärke::N,vigore,nerth
548,Stärke::N,vigore,cryfder
549,Stärke::N,fortezza,nerth
550,Stärke::N,fortezza,cryfder
551,Gesundheit::N,salute,iechyd
552,Krankheit::N,malattìa,afiechyd
553,Krankheit::N,malattìa,anhwylder
554,Schmerz::N,dolore,poen
555,Schmerz::N,dolore,gwayw
556,Wunde::N,piaga,clwyf
557,Wunde::N,ferita,clwyf
558,Fieber::N,febbre,twymyn
559,Arznei::N,fàrmaco,meddyginiaeth
560,Arznei::N,medicina,meddyginiaeth
561,Brücke::N,ponte,pont
562,Brunnen::N,pozzo,ffynnon
563,Weide::N,pàscolo,porfa
564,Pfad::N,sentiero,llwybr
565,Weg::N,via,ffordd
566,Weg::N,cammino,ffordd
567,Straße::N,strada,heol
568,Straße::N,strada,ffordd
569,Dorf::N,paese,pentref
570,Dorf::N,villaggio,pentref
571,Stadt::N,città,tref
572,Brief::N,lèttera,llythyr
573,Buch::N,libro,llyfr
574,Buchstabe::N,lèttera,llythyren
575,Zeitung::N,giornale,papur newydd
576,Leben::N,vita,bywyd
577,Tod::N,morte,marwolaeth
578,Grab::N,tomba,bedd
579,Grab::N,sepolcro,bedd
580,Kirche::N,chiesa,eglwys
581,Sünde::N,peccato,pechod
582,Gott::N,dio,duw
583,Arbeiter::N,operaio,gweithiwr
584,Arbeiter::N,lavoratore,gweithiwr
585,Chef::N,capo,pennaeth
586,Chef::N,padrone,pennaeth
587,Meister::N,mastro,meistr
588,Meister::N,maestro,meistr
589,Arzt::N,mèdico,meddyg
590,Arzt::N,dottore,meddyg
591,Lehrer::N,professore,athro
592,Geld::N,soldi,pres
593,Geld::N,soldi,arian
594,Geld::N,denaro,pres
595,Geld::N,denaro,arian
596,Geschäft::N,affare,busnes
597,Geschäft::N,negozio,busnes
598,Laden::N,negozio,siop
599,Preis::N,prezzo,pris
600,Ware::N,merce,nwydd
601,Nutzen::N,ùtile,elw
602,Nutzen::N,ùtile,budd
603,Nutzen::N,profitto,elw
604,Nutzen::N,profitto,budd
605,Reichtum::N,ricchezza,cyfoeth
606,Welt::N,mondo,byd
607,Land::N,paese,gwlad
608,Staat::N,Stato,gwladwriaeth
609,König::N,re,brenin
610,Macht::N,potere,grym
611,Macht::N,potere,awdurdod
612,Grenze::N,confine,ffin
613,Grenze::N,confine,goror
614,Grenze::N,frontiera,ffin
615,Grenze::N,frontiera,goror
616,Krieg::N,guerra,rhyfel
617,Feind::N,nemico,gelyn
618,Gewalt::N,violenza,ffyrnigrwydd
619,Kampf::N,lotta,brwydr
620,Bogen[Waffe]::N,arco,bwa
621,Pfeil::N,freccia,saeth
622,Gewehr::N,fucile,dryll
623,Fehler::N,errore,gwall
624,Fehler::N,errore,camgymeriad
625,Fehler::N,sbaglio,gwall
626,Fehler::N,sbaglio,camgymeriad
627,Lüge::N,bugìa,celwydd
628,Lüge::N,bugìa,anwiredd
629,Lüge::N,menzogna,celwydd
630,Lüge::N,menzogna,anwiredd
631,Schaden::N,danno,niwed
632,Schaden::N,danno,difrod
633,Unglück::N,sfortuna,anffawd
634,Schuld::N,colpa,bai
635,Alter::N,età,oed
636,Schluss::N,fine,diwedd
637,Zeit::N,tempo,amser
638,Tag::N,giorno,dydd
639,Tag::N,giorno,diwrnod
640,Tag::N,giornata,dydd
641,Tag::N,giornata,diwrnod
642,Morgen::N,mattina,bore
643,Mittag::N,mezzogiorno,nawn
644,Abend::N,sera,noswaith
645,Abend::N,serata,noswaith
646,Nacht::N,notte,nos
647,Woche::N,settimana,wythnos
648,Monat::N,mese,mis
649,Jahr::N,anno,blwyddyn
650,Frühling::N,primavera,gwanwyn
651,Sommer::N,estate,haf
652,Herbst::N,autunno,hydref
653,Winter::N,inverno,gaeaf
654,Januar::N,gennaio,Ionawr
655,Februar::N,febbraio,Chwefror
656,März::N,marzo,Mawrth
657,April::N,aprile,Ebrill
658,Mai::N,maggio,Mai
659,Juni::N,giugno,Mehefin
660,Juli::N,luglio,Gorffennaf
661,August::N,agosto,Awst
662,September::N,settembre,Medi
663,Oktober::N,ottobre,Hydref
664,November::N,novembre,Tachwedd
665,Dezember::N,dicembre,Rhagfyr
666,Montag::N,lunedì,dydd Llun
667,Dienstag::N,martedì,dydd Mawrth
668,Mittwoch::N,mercoledì,dydd Mercher
669,Donnerstag::N,giovedì,dydd Iau
670,Freitag::N,venerdì,dydd Gwener
671,Samstag::N,sàbato,dydd Sadwrn
672,Sonntag::N,domenica,dydd Sul
673,groß::A,grande,mawr
674,klein::A,pìccolo,bach
675,lang::A,lungo,hir
676,kurz::A,corto,byr
677,kurz::A,corto,cwta
678,breit::A,largo,llydan
679,schmal::A,stretto,cul
680,dicht::A,denso,dwys
681,dick[Gegenstand]::A,spesso,trwchus
682,dünn::A,sottile,tenau
683,fein::A,fine,main
684,fein::A,delicato,main
685,fest::A,sodo,cadarn
686,fest::A,fisso,cadarn
687,flach::A,piano,gwastad
688,flach::A,piatto,gwastad
689,glatt::A,liscio,llyfn
690,hart::A,duro,caled
691,weich::A,molle,meddal
692,rund::A,rotondo,crwn
693,spitz::A,aguzzo,pigfain
694,spitz::A,appuntito,pigfain
695,scharf::A,affilato,miniog
696,scharf::A,tagliente,miniog
697,stumpf::A,smussato,pŵl
698,schwer::A,pesante,trwm
699,schön::A,bello,teg
700,schön::A,bello,hardd
701,schön::A,bello,prydferth
702,heiß::A,caldo,poeth
703,heiß::A,bollente,poeth
704,warm::A,caldo,twym
705,warm::A,caldo,cynnes
706,kalt::A,freddo,oer
707,kühl::A,fresco,oeraidd
708,frisch::A,fresco,iach
709,feucht::A,ùmido,llaith
710,nass::A,bagnato,gwlyb
711,trocken::A,secco,sych
712,voll::A,pieno,llawn
713,leer::A,vuoto,gwag
714,offen::A,aperto,agored
715,geschlossen::A,chiuso,caead
716,geschlossen::A,chiuso,caeëdig
717,sauber::A,netto,glân
718,sauber::A,pulito,glân
719,schmutzig::A,sporco,budr
720,schmutzig::A,sporco,brwnt
721,schmutzig::A,sùdicio,budr
722,schmutzig::A,sùdicio,brwnt
723,roh::A,crudo,amrwd
724,reif::A,maturo,aeddfed
725,lecker::A,ghiotto,blasus
726,lecker::A,ghiotto,danteithiol
727,lecker::A,squisito,blasus
728,lecker::A,squisito,danteithiol
729,süß::A,dolce,melys
730,bitter::A,amaro,chwerw
731,sauer::A,aspro,sur
732,sauer::A,acerbo,sur
733,hell::A,chiaro,disglair
734,dunkel::A,buio,tywyll
735,dunkel::A,oscuro,tywyll
736,schwarz::A,nero,du
737,weiß::A,bianco,gwyn
738,rot::A,rosso,coch
739,gelb::A,giallo,melyn
740,blau::A,blu,glas
741,blau::A,azzurro,glas
742,grün::A,verde,gwyrdd
743,grau::A,grigio,llwyd
744,bunt::A,variopinto,lliwgar
745,billig::A,a buon prezzo,rhad
746,billig::A,a buon mercato,rhad
747,teuer::A,caro,drud
748,wertvoll::A,prezioso,gwerthfawr
749,blind::A,cieco,dall
750,taub::A,sordo,byddar
751,kräftig::A,forte,nerthol
752,kräftig::A,forte,grymus
753,kräftig::A,robusto,nerthol
754,kräftig::A,robusto,grymus
755,stark::A,forte,cryf
756,stark::A,forte,cadarn
757,stark::A,vigoroso,cryf
758,stark::A,vigoroso,cadarn
759,schwach::A,dèbole,gwan
760,fett::A,grasso,tew
761,schlank::A,snello,main
762,schlank::A,slanciato,main
763,hübsch::A,bello,tlws
764,hübsch::A,carino,tlws
765,böse::A,cattivo,drwg
766,dumm::A,stùpido,twp
767,faul::A,pigro,diog
768,fleißig::A,diligente,dyfal
769,geizig::A,avaro,crintach
770,geizig::A,avaro,cybyddlyd
771,klug::A,intelligente,deallus
772,geschickt::A,àbile,medrus
773,geschickt::A,àbile,deheuig
774,lieb::A,caro,hoff
775,lieb::A,caro,annwyl
776,lustig::A,gaio,llon
777,lustig::A,allegro,llon
778,sanft::A,dolce,mwyn
779,hungrig::A,affamato,newynog
780,krank::A,malato,sâl
781,krank::A,malato,gwael
782,krank::A,infermo,sâl
783,krank::A,infermo,gwael
784,nackt::A,nudo,noeth
785,traurig::A,triste,trist
786,lebendig::A,vivo,yn fyw
787,gut::A,buono,da
788,schlecht::A,cattivo,drwg
789,schlecht::A,cattivo,gwael
790,richtig::A,giusto,cywir
791,schlimm::A,grave,enbyd
792,wahr::A,vero,gwir
793,alt::A,vecchio,hen
794,neu::A,nuovo,newydd
795,ehemalig::A,vecchio,blaenorol
796,ehemalig::A,d'una_volta,blaenorol
797,alt[Lebewesen]::A,anziano,oedrannus
798,jung::A,giovane,ifanc
799,arm::A,pòvero,tlawd
800,reich::A,ricco,cyfoethog
801,bekannt::A,noto,cynefin
802,bekannt::A,noto,cyfarwydd
803,bekannt::A,conosciuto,cynefin
804,bekannt::A,conosciuto,cyfarwydd
805,berühmt::A,famoso,enwog
806,berühmt::A,cèlebre,enwog
807,fremd::A,estràneo,estron
808,fremd::A,straniero,estron
809,verschieden::A,diverso,gwahanol
810,verschieden::A,differente,gwahanol
811,nah::A,vicino,agos
