,Concept_ID,zh,fi
79,Licht::N,光,valo
80,Schatten::N,影子,varjo
81,Wetter::N,天气,sää
82,Nebel::N,雾,sumu
83,Wolke::N,云,pilvi
84,Regen::N,雨,sade
85,Schnee::N,雪,lumi
86,Eis::N,冰,jää
87,Frost::N,霜冻,halla
88,Frost::N,霜冻,pakkanen
89,Kälte::N,寒冷,vilu
90,Kälte::N,寒冷,kylmyys
91,Hitze::N,炎热,helle
92,Hitze::N,炎热,kuumuus
93,Raureif::N,霜,huurre
94,Regenbogen::N,虹,sateenkaari
95,Donner::N,雷,jyrinä
96,Strömung::N,水流,virtaus
97,Tropfen::N,滴,tippa
98,Tropfen::N,滴,pisara
99,Schaum::N,泡沫,vaahto
100,Schmutz::N,赃物,loka
101,See::N,湖,järvi
102,Sumpf::N,沼泽,suo
103,Moor::N,沼泽,räme
104,Wiese::N,草地,niitty
105,Wald::N,森林,metsä
106,Hügel::N,丘陵,mäki
107,Hügel::N,丘陵,kumpu
108,Hügel::N,丘陵,kukkula
109,Anhöhe::N,山丘,mäki
110,Anhöhe::N,山丘,kumpare
111,Berg::N,山,mäki
112,Berg::N,山,vuori
113,Gipfel::N,峰,laki
114,Gipfel::N,峰,huippu
115,Höhle::N,洞穴,luola
116,Abhang::N,斜坡,rinne
117,Quelle::N,泉,lähde
118,Bach::N,溪,puro
119,Fluss::N,河流,joki
120,Ufer::N,岸,ranta
121,Küste::N,海岸,rannikko
122,Festland::N,大陆,manner
123,Meer::N,海,meri
124,Bucht::N,海湾,lahti
125,Insel::N,岛,saari
126,Blume::N,花,kukka
127,Gras::N,草,ruoho
128,Wurzel::N,根,juuri
129,Baum::N,树,puu
130,Stamm::N,树干,runko
131,Rinde::N,树皮,kuori
132,Rinde::N,树皮,parkki
133,Ast::N,树枝,oksa
134,Zweig::N,树枝,haara
135,Blatt::N,叶子,lehti
136,Birke::N,桦木,koivu
137,Kiefer[Baum]::N,松树,mänty
138,Kiefer[Baum]::N,松树,petäjä
139,Weide[Baum]::N,柳树,paju
140,Tanne::N,冷杉,kuusi
141,Horn::N,角,sarvi
142,Feder::N,羽毛,sulka
143,Feder::N,羽毛,höyhen
144,Fell::N,皮毛,talja
145,Flügel::N,翅膀,siipi
146,Klaue::N,爪子,kynsi
147,Kralle::N,爪子,kynsi
148,Schwanz::N,尾巴,häntä
149,Schwanz::N,尾巴,pyrstö
150,Ei::N,蛋,muna
151,Nest::N,巢,pesä
152,Bau::N,穴,pesä
153,Tier::N,动物,eläin
154,Herde::N,群,lauma
155,Kuh::N,母牛,lehmä
156,Bulle::N,公牛,sonni
157,Pferd::N,马,hevonen
158,Schaf::N,羊,lammas
159,Schwein::N,猪,sika
160,Hund::N,狗,koira
161,Katze::N,猫,kissa
162,Bär::N,熊,karhu
163,Eichhörnchen::N,松鼠,orava
164,Elch::N,麋鹿,hirvi
165,Fuchs::N,狐狸,kettu
166,Hase::N,兔子,jänis
167,Maus::N,老鼠,hiiri
168,Wolf::N,狼,susi
169,Vogel::N,鸟,lintu
170,Schwarm::N,群,parvi
171,Huhn::N,鸡,kana
172,Hahn::N,公鸡,kukko
173,Gans::N,鹅,hanhi
174,Adler::N,鹰,kotka
175,Ente::N,鸭,ankka
176,Eule::N,猫头鹰,pöllö
177,Kranich::N,鹤,kurki
178,Krähe::N,乌鸦,varis
179,Kuckuck::N,布谷鸟,käki
180,Schwan::N,天鹅,joutsen
181,Fisch::N,鱼,kala
182,Barsch::N,鲈鱼,ahven
183,Hecht::N,狗鱼,hauki
184,Schlange[Tier]::N,蛇,käärme
185,Wurm::N,蠕虫,mato
186,Spinne::N,蜘蛛,hämähäkki
187,Ameise::N,蚂蚁,muurahainen
188,Laus::N,虱子,täi
189,Mücke::N,蚊子,sääski
190,Mücke::N,蚊子,hyttynen
191,Fliege::N,苍蝇,kärpänen
192,Schmetterling::N,蝴蝶,perhonen
193,Beere::N,将果,marja
194,Apfel::N,苹果,omena
195,Pilz::N,蘑菇,sieni
196,Zwiebel::N,洋葱,sipuli
197,Saat::N,种子,siemenet
198,Korn::N,谷粒,jyvä
199,Korn::N,谷粒,vilja
200,Heu::N,干草,heinä
201,Schale::N,壳,kuori
202,Grube::N,坑,kuoppa
203,Falle::N,圈套,loukku
204,Schlinge::N,活扣,ansa
205,Spur::N,踪迹,jälki
206,Asche::N,灰烬,tuhka
207,Dreck::N,污垢,lika
208,Eisen::N,铁,rauta
209,Gold::N,金子,kulta
210,Silber::N,银,hopea
211,Kohle::N,煤,hiili
212,Glas::N,玻璃,lasi
213,Lehm::N,粘土,savi
214,Sand::N,沙,hiekka
215,Mensch::N,人,ihminen
216,Mann::N,男子,mies
217,Frau::N,妇女,nainen
218,Kind::N,小孩,lapsi
219,Junge::N,男孩,poika
220,Mädchen::N,女孩,tyttö
221,Familie::N,家庭,perhe
222,Großvater::N,祖父,isoisä
223,Großmutter::N,祖母,isoäiti
224,Eltern::N,父母,vanhemmat
225,Vater::N,父亲,isä
226,Mutter::N,母亲,äiti
227,Sohn::N,儿子,poika
228,Tochter::N,女儿,tytär
229,Bruder::N,兄弟,veli
230,Schwester::N,姐妹,sisko
231,Onkel::N,伯父,eno
232,Onkel::N,伯父,setä
233,Tante::N,阿姨,täti
234,Ehemann::N,丈夫,mies
235,Ehemann::N,丈夫,aviomies
236,Ehefrau::N,妻子,vaimo
237,Ehefrau::N,妻子,aviovaimo
238,Freude::N,愉快,ilo
239,Freude::N,愉快,riemu
240,Gelächter::N,大笑,nauru
241,Glück::N,运气,onni
242,Kummer::N,苦恼,suru
243,Kummer::N,苦恼,murhe
244,Wunsch::N,愿望,toive
245,Wunsch::N,愿望,toivomus
246,Lust::N,乐趣,himo
247,Geist::N,精神,henki
248,Gedanke::N,思想,aate
249,Gedanke::N,思想,ajatus
250,Gedächtnis::N,记性,muisti
251,Verstand::N,理智,äly
252,Verstand::N,理智,järki
253,Verstand::N,理智,ymmärrys
254,Sinn::N,感觉,merkitys
255,Grund::N,理由,syy
256,Grund::N,理由,peruste
257,Wahrheit::N,真理,tosi
258,Wahrheit::N,真理,totuus
259,Gespräch::N,谈话,puhelu
260,Gespräch::N,谈话,keskustelu
261,Märchen::N,童话,satu
262,Erzählung::N,故事,tarina
263,Erzählung::N,故事,kertomus
264,Nachricht::N,消息,tieto
265,Nachricht::N,消息,ilmoitus
266,Neuigkeit::N,新闻,uutinen
267,Name::N,名字,nimi
268,Rätsel::N,谜语,arvoitus
269,Rede::N,讲话,puhe
270,Sprache::N,语言,kieli
271,Stimme::N,声音,ääni
272,Wort::N,词,sana
273,Zeichen::N,标记,merkki
274,Ruf::N,呼喊,kutsu
275,Lärm::N,噪音,melu
276,Lärm::N,噪音,hälinä
277,Laut::N,响声,ääni
278,Ton::N,声音,sävel
279,Lied::N,歌曲,laulu
280,Ruhe::N,安静,lepo
281,Ruhe::N,安静,rauha
282,Leute::N,人们,väki
283,Leute::N,人们,ihmiset
284,Volk::N,人民,kansa
285,Arbeit::N,劳动,työ
286,Gast::N,客人,vieras
287,Geschenk::N,礼物,lahja
288,Spiel::N,游戏,peli
289,Spiel::N,游戏,leikki
290,Gesellschaft::N,陪同,seura
291,Hilfe::N,帮助,apu
292,Freund::N,朋友,ystävä
293,Kamerad::N,同志,toveri
294,Angelegenheit::N,事情,asia
295,Anzahl::N,数目,lukumäärä
296,Art::N,种类,laji
297,Stück::N,块,pala
298,Stück::N,块,kappale
299,Teil::N,部分,osa
300,Hälfte::N,一半,puoli
301,Kreis::N,圆,ympyrä
302,Kreuz::N,十字架,risti
303,Linie::N,线条,viiva
304,Strich::N,划,piirto
305,Abstand::N,距离,väli
306,Abstand::N,距离,väljyys
307,Entfernung::N,距离,etäisyys
308,Gegend::N,地区,seutu
309,Platz::N,场所,tila
310,Ort::N,地点,kohta
311,Ort::N,地点,paikka
312,Seite::N,面,sivu
313,Seite::N,面,kylki
314,Mitte::N,中间,keskus
315,Mitte::N,中间,puoliväli
316,Gegenstand::N,物品,kalu
317,Gegenstand::N,物品,esine
318,Sache::N,物,asia
319,Rand::N,边,ääri
320,Rand::N,边,syrjä
321,Kante::N,棱,särmä
322,Ecke::N,角,nurkka
323,Spitze::N,尖,terä
324,Spitze::N,尖,kärki
325,Ende::N,结尾,pää
326,Ende::N,结尾,perä
327,Loch::N,洞,kolo
328,Loch::N,洞,reikä
329,Winkel::N,角度,kulma
330,Muster::N,模型,kuvio
331,Größe::N,大小,koko
332,Größe::N,大小,suuruus
333,Länge::N,长度,pituus
334,Höhe::N,高度,korkeus
335,Gewicht::N,重量,paino
336,Menge::N,数量,määrä
337,Haufen::N,堆,kasa
338,Reihe::N,行,rivi
339,Boot::N,小船,vene
340,Ruder::N,奖,airo
341,Schlitten::N,雪橇,reki
342,Schlitten::N,雪橇,kelkka
343,Ski::N,雪板,suksi
344,Lagerfeuer::N,营火,nuotio
345,Last::N,负担,kuorma
346,Gang::N,行走,kulku
347,Gang::N,行走,käynti
348,Schritt::N,步伐,askel
349,Norden::N,北,pohjoinen
350,Süden::N,南,etelä
351,Westen::N,西,länsi
352,Osten::N,东,itä
353,Holz::N,木材,puu
354,Brett::N,木板,lauta
355,Platte::N,平板,levy
356,Stütze::N,支架,noja
357,Stange::N,杆,tanko
358,Stock::N,棒,keppi
359,Stab::N,棍,sauva
360,Stab::N,棍,seiväs
361,Rohr::N,管子,putki
362,Haus::N,房屋,talo
363,Heim::N,家,koti
364,Ofen::N,炉子,uuni
365,Fußboden::N,地板,lattia
366,Tisch::N,桌子,pöytä
367,Stuhl::N,椅子,tuoli
368,Wiege::N,摇蓝,kehto
369,Bett::N,床,sänky
370,Regal::N,架子,hylly
371,Kiste::N,箱子,arkku
372,Kiste::N,箱子,kirstu
373,Kiste::N,箱子,laatikko
374,Fenster::N,窗户,ikkuna
375,Tür::N,门,ovi
376,Tor::N,大门,portti
377,Zaun::N,篱笆,aita
378,Dach::N,屋顶,katto
379,Leiter::N,梯子,tikkaat
380,Leiter::N,梯子,tikapuut
381,Besen::N,扫帚,luuta
382,Spaten::N,铁锹,lapio
383,Schaufel::N,铁锹,lapio
384,Gabel::N,叉,haarukka
385,Löffel::N,食匙,lusikka
386,Messer::N,刀,veitsi
387,Nagel::N,钉子,naula
388,Netz::N,网,verkko
389,Haken::N,钩子,haka
390,Haken::N,钩子,koukku
391,Griff::N,把柄,ripa
392,Griff::N,把柄,kahva
393,Schloss::N,锁,lukko
394,Bild::N,图画,kuva
395,Figur::N,人像,kuvio
396,Puppe::N,娃娃,nukke
397,Beutel::N,袋子,pussi
398,Bündel::N,捆,nippu
399,Bündel::N,捆,kimppu
400,Tasche::N,手提包,laukku
401,Eimer::N,桶,sanko
402,Eimer::N,桶,ämpäri
403,Deckel::N,盖子,kansi
404,Geschirr::N,餐具,astia
405,Sack::N,袋子,säkki
406,Tasse::N,杯子,kuppi
407,Topf::N,锅,pata
408,Kessel::N,水壶,kattila
409,Essen::N,进餐,syönti
410,Nahrung::N,食物,ruoka
411,Nahrung::N,食物,ravinto
412,Speise::N,菜肴,ruoka
413,Fleisch::N,肉,liha
414,Getreide::N,谷物,vilja
415,Brei::N,粥,puuro
416,Brot::N,面包,leipä
417,Scheibe::N,片,viipale
418,Fett::N,脂肪,rasva
419,Butter::N,黄油,voi
420,Öl::N,油,öljy
421,Salz::N,盐,suola
422,Suppe::N,汤,keitto
423,Honig::N,蜂蜜,hunaja
424,Milch::N,奶,maito
425,Tee::N,茶,tee
426,Leder::N,皮革,nahka
427,Wolle::N,毛线,villa
428,Stoff::N,织物,kangas
429,Nadel::N,针,neula
430,Faden::N,线,lanka
431,Knopf::N,纽扣,nappi
432,Knoten::N,结,solmu
433,Farbe::N,颜色,maali
434,Kleidung::N,衣服,vaatteet
435,Hemd::N,衬衫,paita
436,Kragen::N,领子,kaulus
437,Ärmel::N,袖子,hiha
438,Hose::N,裤子,housut
439,Gürtel::N,腰带,vyö
440,Mütze::N,帽子,lakki
441,Schuh::N,鞋,kenkä
442,Stiefel::N,靴子,saapas
443,Ring::N,戒指,sormus
444,Band::N,带子,nauha
445,Kamm::N,梳子,kampa
446,Spiegel::N,镜子,peili
447,Riemen::N,皮带,hihna
448,Schnur::N,绳子,naru
449,Schnur::N,绳子,nuora
450,Leine::N,皮带,talutushihna
451,Decke::N,被子,peite
452,Kissen::N,软垫,tyyny
453,Kissen::N,软垫,pielus
454,Tuch::N,巾,huivi
455,Handtuch::N,手巾,pyyheliina
456,Kraft::N,力,väki
457,Kraft::N,力,voima
458,Stärke::N,力量,vahvuus
459,Gesundheit::N,健康,terveys
460,Krankheit::N,病,tauti
461,Krankheit::N,病,sairaus
462,Schmerz::N,痛,kipu
463,Schmerz::N,痛,särky
464,Wunde::N,伤口,haava
465,Fieber::N,发烧,kuume
466,Arznei::N,药,lääke
467,Brücke::N,桥,silta
468,Brunnen::N,井,kaivo
469,Weide::N,牧场,laidun
470,Pfad::N,小路,polku
471,Weg::N,路,tie
472,Straße::N,街,katu
473,Dorf::N,村庄,kylä
474,Stadt::N,城市,kaupunki
475,Brief::N,信,kirje
476,Buch::N,书,kirja
477,Buchstabe::N,字母,kirjain
478,Zeitung::N,报纸,lehti
479,Zeitung::N,报纸,sanomalehti
480,Leben::N,生命,elo
481,Leben::N,生命,elämä
482,Tod::N,死亡,kuolema
483,Grab::N,坟墓,hauta
484,Kirche::N,教堂,kirkko
485,Sünde::N,罪,synti
486,Gott::N,上帝,jumala
487,Arbeiter::N,工人,työläinen
488,Chef::N,上司,päällikkö
489,Meister::N,师傅,mestari
490,Arzt::N,医生,lääkäri
491,Lehrer::N,教师,opettaja
492,Geld::N,钱,raha
493,Geschäft::N,交易,liike
494,Laden::N,商店,puoti
495,Laden::N,商店,kauppa
496,Preis::N,价格,hinta
497,Ware::N,商品,tavara
498,Nutzen::N,好处,hyöty
499,Reichtum::N,财富,rikkaus
500,Welt::N,世界,maailma
501,Land::N,国家,maa
502,Staat::N,国家,valtio
503,König::N,国王,kuningas
504,Macht::N,权力,mahti
505,Grenze::N,边界,raja
506,Krieg::N,战争,sota
507,Feind::N,敌人,vihollinen
508,Gewalt::N,暴力,väkivalta
509,Kampf::N,战斗,taistelu
510,Bogen[Waffe]::N,弓,jousi
511,Pfeil::N,箭,nuoli
512,Gewehr::N,枪,kivääri
513,Fehler::N,错误,vika
514,Fehler::N,错误,virhe
515,Lüge::N,谎话,valhe
516,Schaden::N,损失,vaurio
517,Schaden::N,损失,vahinko
518,Unglück::N,不幸,vahinko
519,Unglück::N,不幸,onnettomuus
520,Schuld::N,过错,syy
521,Alter::N,年龄,ikä
522,Schluss::N,结束,loppu
523,Zeit::N,时间,aika
524,Tag::N,天,päivä
525,Morgen::N,早晨,aamu
526,Morgen::N,早晨,huomen
527,Mittag::N,中午,keskipäivä
528,Abend::N,晚上,ilta
529,Nacht::N,夜,yö
530,Woche::N,星期,viikko
531,Monat::N,月,kuukausi
532,Jahr::N,年,vuosi
533,Frühling::N,春天,kevät
534,Sommer::N,夏天,kesä
535,Herbst::N,秋天,syksy
536,Winter::N,冬天,talvi
537,Januar::N,一月,tammikuu
538,Februar::N,二月,helmikuu
539,März::N,三月,maaliskuu
540,April::N,四月,huhtikuu
541,Mai::N,五月,toukokuu
542,Juni::N,六月,kesäkuu
543,Juli::N,七月,heinäkuu
544,August::N,八月,elokuu
545,September::N,九月,syyskuu
546,Oktober::N,十月,lokakuu
547,November::N,十一月,marraskuu
548,Dezember::N,十二月,joulukuu
549,Montag::N,星期一,maanantai
550,Dienstag::N,星期二,tiistai
551,Mittwoch::N,星期三,keskiviikko
552,Donnerstag::N,星期四,torstai
553,Freitag::N,星期五,perjantai
554,Samstag::N,星期六,lauantai
555,Sonntag::N,星期日,sunnuntai
556,groß::A,大,iso
557,groß::A,大,suuri
558,klein::A,小,pieni
559,lang::A,长,pitkä
560,kurz::A,短,lyhyt
561,breit::A,宽,leveä
562,schmal::A,细长的,kapea
563,dicht::A,密,taaja
564,dick[Gegenstand]::A,厚,paksu
565,dünn::A,薄,ohut
566,fein::A,细小,hieno
567,fest::A,固体,luja
568,flach::A,平坦,litteä
569,flach::A,平坦,tasainen
570,glatt::A,光滑,sileä
571,glatt::A,光滑,siloinen
572,hart::A,硬,kova
573,weich::A,软,pehmeä
574,rund::A,圆,pyöreä
575,spitz::A,尖,terävä
576,scharf::A,锋利,terävä
577,stumpf::A,钝,tylsä
578,schwer::A,重,raskas
579,schwer::A,重,painava
580,schön::A,美丽,kaunis
581,heiß::A,烫,kuuma
582,warm::A,暖和,lämmin
583,kalt::A,冷,kylmä
584,kalt::A,冷,viluinen
585,kühl::A,凉,viileä
586,frisch::A,新鲜,tuore
587,feucht::A,潮湿,kostea
588,nass::A,湿,märkä
589,trocken::A,干,kuiva
590,voll::A,满,täysi
591,leer::A,空,tyhjä
592,offen::A,敞开,avonainen
593,geschlossen::A,关闭,suljettu
594,sauber::A,干净,puhdas
595,schmutzig::A,肮脏,likainen
596,roh::A,生,raaka
597,reif::A,成熟,kypsä
598,lecker::A,好吃,herkullinen
599,süß::A,甜,makea
600,bitter::A,苦,karvas
601,bitter::A,苦,kitkerä
602,sauer::A,酸,hapan
603,hell::A,亮,kirkas
604,hell::A,亮,valoisa
605,dunkel::A,阴暗,pimeä
606,schwarz::A,黑,musta
607,weiß::A,白,valkea
608,rot::A,红,punainen
609,gelb::A,黄,keltainen
610,blau::A,蓝,sininen
611,grün::A,绿,vihreä
612,grau::A,灰色,harmaa
613,bunt::A,五彩,kirjava
614,billig::A,便宜,halpa
615,billig::A,便宜,huokea
616,teuer::A,贵,kallis
617,wertvoll::A,贵重,arvokas
618,blind::A,瞎,sokea
619,taub::A,聋,kuuro
620,kräftig::A,强壮,väkevä
621,kräftig::A,强壮,voimakas
622,stark::A,强壮,vahva
623,schwach::A,弱,heikko
624,fett::A,胖,lihava
625,schlank::A,苗条,hoikka
626,schlank::A,苗条,solakka
627,hübsch::A,漂亮,soma
628,hübsch::A,漂亮,sievä
629,böse::A,邪恶,paha
630,böse::A,邪恶,häijy
631,dumm::A,笨,tyhmä
632,dumm::A,笨,typerä
633,faul::A,懒惰,laiska
634,fleißig::A,勤奋,ahkera
635,geizig::A,吝啬,saita
636,klug::A,聪明,älykäs
637,geschickt::A,灵巧,taitava
638,lieb::A,可爱,rakas
639,lustig::A,快乐,hauska
640,lustig::A,快乐,iloinen
641,sanft::A,柔和,lauha
642,sanft::A,柔和,lempeä
643,hungrig::A,饥饿,nälkäinen
644,krank::A,患病,sairas
645,nackt::A,裸体,alaston
646,traurig::A,悲哀,surullinen
647,traurig::A,悲哀,murheellinen
648,lebendig::A,活,elävä
649,gut::A,好,hyvä
650,schlecht::A,坏,paha
651,schlecht::A,坏,huono
652,richtig::A,正确,oikea
653,schlimm::A,糟糕,paha
654,wahr::A,真,tosi
655,alt::A,旧,vanha
656,neu::A,新,uusi
657,ehemalig::A,以前,entinen
658,ehemalig::A,以前,muinainen
659,alt[Lebewesen]::A,老,vanha
660,jung::A,年轻,nuori
661,arm::A,贫穷,köyhä
662,reich::A,富裕,rikas
663,bekannt::A,出名,tuttu
664,bekannt::A,出名,tunnettu
665,berühmt::A,著名,kuuluisa
666,fremd::A,陌生,vieras
667,verschieden::A,不同,eri
668,verschieden::A,不同,erilainen
669,nah::A,近,läheinen
670,fern::A,遥远,etäinen
671,linker::A,左,vasen
672,rechter::A,右,oikea
673,anderer::A,别的,muu
674,anderer::A,别的,toinen
675,erster::A,第一,ensimmäinen
676,zweiter::A,第二,toinen
677,dritter::A,第三,kolmas
678,letzter::A,最后,viimeinen
679,allein::ADV,单独,yksin
680,auf einmal::ADV,同时,yhdellä kertaa
681,zusammen::ADV,一起,yhdessä
682,lange::ADV,许久,kauan
683,lange::ADV,许久,pitkään
684,plötzlich::ADV,忽然,äkkiä
685,sofort::ADV,立刻,heti
686,später::ADV,以后,myöhemmin
687,jetzt::ADV,现在,nyt
688,heute::ADV,今天,tänään
689,morgen::ADV,明天,huomenna
690,bald::ADV,即将,pian
691,dann::ADV,然后,sitten
692,gestern::ADV,昨天,eilen
693,einst::ADV,曾经,aikanaan
694,damals::ADV,当时,silloin
695,damals::ADV,当时,siihen aikaan
696,danach::ADV,随后,sen jälkeen
697,vorher::ADV,事先,ennen
698,zuerst::ADV,首先,ensin
699,zuerst::ADV,首先,ensiksi
700,einmal::ADV,一次,kerran
701,manchmal::ADV,有时,joskus
702,oft::ADV,时常,usein
703,immer::ADV,总是,aina
704,niemals::ADV,从未,ei koskaan
705,hier::ADV,这里,tässä
706,hier::ADV,这里,täällä
707,hierhin::ADV,到这里,tähän
708,von hier::ADV,由此,tästä
709,von hier::ADV,由此,täältä
710,dort::ADV,那里,siinä
711,dort::ADV,那里,siellä
712,dorthin::ADV,到那里,sinne
713,dorthin::ADV,到那里,tuonne
714,geradeaus::ADV,一直往前,suoraan
715,vorwärts::ADV,向前,eteenpäin
716,rückwärts::ADV,向后,taaksepäin
717,zurück::ADV,退后,takaisin
718,unten::ADV,下面,alhaalla
719,hinab::ADV,向下,alas
720,oben::ADV,上面,ylhäällä
721,hinauf::ADV,向上,ylös
722,überall::ADV,到处,kaikkialla
723,nicht::ADV,不,ei
724,ein wenig::ADV,一点儿,vähän
725,kaum::ADV,几乎不,tuskin
726,sehr::ADV,很,kovin
727,sehr::ADV,很,oikein
728,so::ADV,如此,näin
729,noch::ADV,还,vielä
730,nur::ADV,只,vain
731,nur::ADV,只,ainoastaan
732,schon::ADV,已经,jo
733,wieder::ADV,又,taas
734,wieder::ADV,又,jälleen
735,vor::PRP,在...面前,edessä
736,hinter::PRP,在...背后,takana
737,unter::PRP,在...下面,alla
738,durch::PRP,穿过,läpi
739,durch::PRP,穿过,kautta
740,neben::PRP,在...旁,vieressä
741,zwischen::PRP,在...之间,välillä
742,wegen::PRP,由于,takia
743,wegen::PRP,由于,vuoksi
744,dies::PRN,这,tämä
745,das::PRN,那,se
746,alles::PRN,一切,kaikki
747,ich::PRN,我,minä
748,du::PRN,你,sinä
749,er::PRN,他,hän
750,wir::PRN,我们,me
751,ihr::PRN,你们,te
752,sie::PRN,她,he
753,was::FPRN,什么,mikä
754,wer::FPRN,谁,ken
755,wer::FPRN,谁,kuka
756,wo::FADV,哪里,missä
757,wohin::FADV,去哪里,mihin
758,wie::FADV,怎么,miten
759,wie::FADV,怎么,kuinka
760,warum::FADV,为什么,miksi
761,wieviel::FNUM,多少,paljonko
762,wieviel::FNUM,多少,kuinka paljon
763,eins::NUM,一,yksi
764,zwei::NUM,二,kaksi
765,drei::NUM,三,kolme
766,vier::NUM,四,neljä
767,fünf::NUM,五,viisi
768,sechs::NUM,六,kuusi
769,sieben::NUM,七,seitsemän
770,acht::NUM,八,kahdeksan
771,neun::NUM,九,yhdeksän
772,zehn::NUM,十,kymmenen
773,elf::NUM,十一,yksitoista
774,zwölf::NUM,十二,kaksitoista
775,zwanzig::NUM,二十,kaksikymmentä
776,dreißig::NUM,三十,kolmekymmentä
777,vierzig::NUM,四十,neljäkymmentä
778,fünfzig::NUM,五十,viisikymmentä
779,sechzig::NUM,六十,kuusikymmentä
780,siebzig::NUM,七十,seitsemänkymmentä
781,achtzig::NUM,八十,kahdeksankymmentä
782,neunzig::NUM,九十,yhdeksänkymmentä
783,hundert::NUM,百,sata
784,tausend::NUM,千,tuhat
785,und::CNJ,和,ja
786,oder::CNJ,或者,tai
787,stehen::V,站,seisoa
788,sitzen::V,坐,istua
789,liegen::V,躺着,maata
790,hängen::V,挂着,riippua
791,werden::V,成为,tulla
792,werden::V,成为,joutua
793,passieren::V,发生,sattua
794,passieren::V,发生,tapahtua
795,beginnen::V,开始,alkaa
796,enden::V,终止,loppua
797,enden::V,终止,päättyä
798,wechseln::V,变迁,vaihtua
799,wechseln::V,变迁,vaihdella
800,aufgehen[Sonne]::V,升起,nousta
801,untergehen[Sonne]::V,下落,laskea
802,scheinen[Sonne]::V,照射,paistaa
803,donnern::V,打雷,jyristä
804,wehen::V,飘扬,tuulla
805,wehen::V,飘扬,puhaltaa
806,strömen::V,流,virrata
807,fließen::V,流动,valua
808,fließen::V,流动,juosta
809,sich drehen::V,转动,pyöriä
810,schwanken::V,摇摆,horjua
811,schwingen::V,摇,heilua
812,schwingen::V,摇,värähdellä
813,fallen::V,坠落,pudota
814,fallen::V,坠落,langeta
815,brennen::V,燃烧,palaa
816,rauchen::V,冒烟,savuta
817,regnen::V,下雨,sataa
818,gefrieren::V,结冰,jäätyä
819,tauen::V,融化,sulaa
820,schmelzen::V,溶化,sulaa
821,trocknen::V,变干,kuivua
822,sieden::V,煮,kiehua
823,faulen::V,腐烂,mädätä
824,verfaulen::V,腐烂,mädätä
825,verfaulen::V,腐烂,mädäntyä
826,reißen::V,撕,revetä
827,versinken::V,下沉,upota
828,versinken::V,下沉,vajota
829,vergehen::V,流逝,kulua
830,erscheinen::V,出现,ilmestyä
831,verschwinden::V,消失,kadota
832,sinken::V,下降,vajota
833,abnehmen::V,减少,vähetä
834,zunehmen::V,增加,kasvaa
835,zunehmen::V,增加,lisääntyä
836,steigen::V,上升,nousta
837,wachsen::V,生长,kasvaa
