,Concept_ID,bn,eu
211,Zwiebel::N,পিয়াজ,tipula
212,Saat::N,বীজ,haziak
213,Korn::N,শস্য,ale
214,Korn::N,শস্য,pikor
215,Heu::N,খড়,belar ondu
216,Schale::N,খোসা,azal
217,Grube::N,গর্ত,hobi
218,Falle::N,ফাঁদ,harrapagailu
219,Schlinge::N,পাশ,bilur
220,Schlinge::N,পাশ,xedera
221,Spur::N,চিহ্ন,lorratz
222,Asche::N,ভস্ম,errauts
223,Dreck::N,ময়লা,satsukeria
224,Eisen::N,লোহা,burdina
225,Gold::N,স্বর্ণ,urre
226,Gold::N,স্বর্ণ,urregorri
227,Silber::N,রৌপ্য,zilar
228,Silber::N,রৌপ্য,urrezuri
229,Kohle::N,অঙ্গার,ikatz
230,Glas::N,কাচ,beira
231,Lehm::N,মৃত্তিকা,buztin
232,Sand::N,বালি,harea
233,Sand::N,বালি,hondar
234,Mensch::N,নর,gizaki
235,Mensch::N,মানুষ,gizaki
236,Mann::N,মানুষ,gizon
237,Frau::N,নারী,andere
238,Frau::N,নারী,emakume
239,Kind::N,বাচ্চা,haur
240,Junge::N,ছেলে,mutil
241,Mädchen::N,মেয়ে,neska
242,Familie::N,পরিবার,sendi
243,Familie::N,পরিবার,familia
244,Großvater::N,মাতামহ,aitona
245,Großvater::N,মাতামহ,aitatxi
246,Großmutter::N,মাতামহী,amona
247,Großmutter::N,মাতামহী,amatxi
248,Eltern::N,মাতাপিতা,gurasoak
249,Vater::N,পিতা,aita
250,Mutter::N,মাতা,ama
251,Sohn::N,ছেলে,seme
252,Tochter::N,মেয়ে,alaba
253,Bruder::N,দাদা,neba
254,Bruder::N,দাদা,anaia
255,Schwester::N,বোন,ahizpa
256,Schwester::N,দিদি,ahizpa
257,Onkel::N,মামা,osaba
258,Tante::N,মাসী,izeba
259,Ehemann::N,স্বামী,senar
260,Ehefrau::N,পত্নী,emazte
261,Freude::N,উল্লাস,poz
262,Freude::N,উল্লাস,pozkari
263,Gelächter::N,হাসি,barre
264,Gelächter::N,হাসি,karkara
265,Glück::N,সুখ,zori
266,Kummer::N,দুঃখ,xangrin
267,Kummer::N,দুঃখ,atsekabe
268,Wunsch::N,আকাঙ্ক্ষা,nahi
269,Wunsch::N,আকাঙ্ক্ষা,nahikunde
270,Lust::N,বাসনা,gogo
271,Geist::N,আত্না,gogo
272,Gedanke::N,চিন্তা,gogoeta
273,Gedächtnis::N,স্মরণশক্তি,oroimen
274,Gedächtnis::N,স্মরণশক্তি,gogoramen
275,Verstand::N,মন,adimen
276,Verstand::N,মন,ulermen
277,Sinn::N,পদার্থ,zentzu
278,Grund::N,কারণ,zergati
279,Wahrheit::N,সত্য,egia
280,Gespräch::N,কথাবার্তা,hizketa
281,Gespräch::N,কথাবার্তা,elkarrizketa
282,Märchen::N,রূপকথা,ipuin
283,Erzählung::N,গল্প,edesti
284,Erzählung::N,গল্প,kontakizun
285,Nachricht::N,তথ্য,albiste
286,Neuigkeit::N,খবরাখবর,berri
287,Name::N,নাম,izen
288,Rätsel::N,ধাঁধা,asmakizun
289,Rede::N,বক্তৃতা,hitzaldi
290,Rede::N,বক্তৃতা,mintzaldi
291,Sprache::N,ভাষা,hizkuntza
292,Stimme::N,স্বর,ahots
293,Wort::N,শব্দ,hitz
294,Zeichen::N,প্রতীক,agerbide
295,Zeichen::N,প্রতীক,agergarri
296,Ruf::N,ডাক,dei
297,Lärm::N,হৈচৈ,zarata
298,Lärm::N,হৈচৈ,harrabots
299,Laut::N,ধ্বনি,hots
300,Ton::N,স্বর,tonu
301,Ton::N,স্বর,soinu
302,Lied::N,গান,abesti
303,Ruhe::N,শান্তি,nasaitasun
304,Leute::N,প্রজাপুঞ্জ,jende
305,Volk::N,জাতি,herri
306,Volk::N,জাতি,populu
307,Arbeit::N,চাকরি,lan
308,Gast::N,অতিথি,arrotz
309,Gast::N,অতিথি,apopilo
310,Geschenk::N,উপহার,opari
311,Spiel::N,খেলা,jolas
312,Gesellschaft::N,সঙ্গিগণ,gizarte
313,Hilfe::N,সাহায্য,helpide
314,Hilfe::N,সাহায্য,laguntza
315,Freund::N,বন্ধু,lagun
316,Kamerad::N,সঙ্গী,adiskide
317,Kamerad::N,সঙ্গী,lagunkide
318,Angelegenheit::N,বিষয়,afera
319,Anzahl::N,পরিমাণ,kopuru
320,Art::N,রকম,mota
321,Stück::N,টুকরো,puska
322,Teil::N,অংশ,atal
323,Hälfte::N,অর্ধেক,erdi
324,Kreis::N,বৃত্ত,biribilki
325,Kreuz::N,ক্রুশ,gurutze
326,Linie::N,রেখা,linea
327,Strich::N,কষি,marra
328,Abstand::N,ফাঁক,tarte
329,Entfernung::N,ব্যবধান,urrunera
330,Gegend::N,ক্ষেত্র,alderdi
331,Gegend::N,ক্ষেত্র,eskualde
332,Platz::N,জায়গা,leku
333,Ort::N,স্থান,toki
334,Seite::N,পার্শ্ব,albo
335,Mitte::N,মধ্য,erdi
336,Gegenstand::N,জিনিস,gauzaki
337,Sache::N,বস্তু,gauza
338,Rand::N,কানা,ertz
339,Kante::N,ধার,ertz
340,Ecke::N,কোণ,kantoi
341,Spitze::N,ডগা,punta
342,Ende::N,প্রান্ত,buru
343,Ende::N,প্রান্ত,mutur
344,Loch::N,গর্ত,zulo
345,Winkel::N,কোণ,zoko
346,Winkel::N,কোণ,bazter
347,Muster::N,নমুন্,eredu
348,Muster::N,নমুন্,marrazki
349,Größe::N,আয়তন,kaizu
350,Größe::N,আয়তন,tamaina
351,Länge::N,দৈর্ঘ্য,luzera
352,Höhe::N,উচ্চতা,goiera
353,Höhe::N,উচ্চতা,garaiera
354,Gewicht::N,ওজন,hazta
355,Menge::N,পরিমাণ,kopuru
356,Haufen::N,পুঞ্জ,pila
357,Haufen::N,পুঞ্জ,mendoi
358,Reihe::N,শ্রেণী,ilara
359,Reihe::N,শ্রেণী,errenkada
360,Boot::N,নৌকা,potin
361,Boot::N,নৌকা,txalupa
362,Ruder::N,দাঁড়,arraun
363,Schlitten::N,স্নেজ্-গাড়ি,lera
364,Schlitten::N,স্নেজ্-গাড়ি,narra
365,Ski::N,শী,eski
366,Lagerfeuer::N,অগ্নি,su
367,Last::N,বোঝা,zama
368,Last::N,বোঝা,karga
369,Gang::N,হণ্টন,ibilera
370,Schritt::N,পদ,pauso
371,Schritt::N,পদ,urrats
372,Norden::N,উত্তরদিক্,ipar
373,Norden::N,উত্তরদিক্,iparralde
374,Süden::N,দক্ষিণদিক,hego
375,Süden::N,দক্ষিণদিক,hegoalde
376,Westen::N,পশ্চিমদিক্,sartalde
377,Westen::N,পশ্চিমদিক্,mendebalde
378,Osten::N,পূর্বদিক,ekialde
379,Osten::N,পূর্বদিক,sortalde
380,Holz::N,কাঠ,zur
381,Brett::N,তক্তা,ohol
382,Platte::N,ফলক,lauza
383,Stütze::N,নাগদণ্ড,irozgarri
384,Stütze::N,নাগদণ্ড,bermagailu
385,Stange::N,দণ্ড,haga
386,Stock::N,ছড়ি,makila
387,Stab::N,যষ্টি,makila
388,Rohr::N,নল,hodi
389,Haus::N,ঘর,etxe
390,Heim::N,বাসা,etxe
391,Heim::N,বাসা,etxaleku
392,Ofen::N,স্টোভ্,berogailu
393,Fußboden::N,গহতল,zoru
394,Tisch::N,মেজ,mahai
395,Tisch::N,টেবিল,mahai
396,Stuhl::N,চেয়ার,aulki
397,Stuhl::N,কেদারা,aulki
398,Wiege::N,দোলনা,kuma
399,Wiege::N,দোলনা,sehaska
400,Bett::N,শয্যা,ohe
401,Bett::N,শয্যা,ohatze
402,Regal::N,তাক,apalategi
403,Kiste::N,বাক্স,kutxa
404,Fenster::N,জানালা,leiho
405,Tür::N,দ্বার,ate
406,Tor::N,দ্বার,atari
407,Zaun::N,বেড়া,hesi
408,Dach::N,ছাদ,teilatu
409,Leiter::N,মই,zurubi
410,Besen::N,গুল্মবিশেষ,erratz
411,Spaten::N,কোদাল,burdinpala
412,Schaufel::N,বেলচা,pala
413,Gabel::N,কাঁটা,sardexka
414,Löffel::N,চামচ,koilara
415,Messer::N,ছুরি,aizto
416,Nagel::N,পেরেক,iltze
417,Netz::N,জাল,sare
418,Haken::N,কাচি,mako
419,Griff::N,হাতল,eskutoki
420,Schloss::N,তালা,sarraila
421,Bild::N,ছবি,irudi
422,Bild::N,চিত্র,irudi
423,Figur::N,আকার,figura
424,Puppe::N,পুতুল,panpina
425,Puppe::N,পুতুল,andrakila
426,Beutel::N,বটুয়া,zorro
427,Bündel::N,আঁটি,azao
428,Bündel::N,আঁটি,espal
429,Tasche::N,থলি,poltsa
430,Eimer::N,বাল্তি,treska
431,Deckel::N,আবরণ,tapa
432,Deckel::N,আবরণ,estalki
433,Geschirr::N,থালা-বাসন,baxera
434,Geschirr::N,থালা-বাসন,ontziteria
435,Sack::N,বস্তা,zaku
436,Tasse::N,কাপ,kikara
437,Topf::N,পাত্র,ontzi
438,Topf::N,পাত্র,lapiko
439,Kessel::N,কেটলি,pazia
440,Essen::N,আহার,janaldi
441,Nahrung::N,খাদ্য,jan
442,Speise::N,খাদ্য,jaki
443,Fleisch::N,মাংস,okela
444,Fleisch::N,মাংস,haragi
445,Getreide::N,শস্য,labore
446,Brei::N,মণ্ড,ahi
447,Brei::N,মণ্ড,pure
448,Brot::N,রুটি,ogi
449,Scheibe::N,ফালি,xerra
450,Scheibe::N,ফালি,pirripita
451,Fett::N,মেদ,urin
452,Fett::N,মেদ,koipe
453,Butter::N,মাখন,gurin
454,Öl::N,তৈল,olio
455,Salz::N,নুন,gatz
456,Suppe::N,শুরুয়া,zopa
457,Suppe::N,শুরুয়া,salda
458,Honig::N,মধু,ezti
459,Milch::N,দুধ,esne
460,Tee::N,চা,te
461,Leder::N,পাকা চামড়া,larru
462,Wolle::N,পশম,artile
463,Stoff::N,বস্ত্র,ehun
464,Nadel::N,সুচ,orratz
465,Nadel::N,সুচ,jostorratz
466,Faden::N,সূত্র,hari
467,Knopf::N,বোতাম,botoi
468,Knoten::N,গিঁট,korapilo
469,Farbe::N,রং,pintura
470,Kleidung::N,কাপড়,arropa
471,Kleidung::N,কাপড়,jantziak
472,Hemd::N,শার্ট,atorra
473,Hemd::N,শার্ট,alkandora
474,Kragen::N,গলবন্ধ,idun
475,Ärmel::N,আস্তিন্,mahuka
476,Hose::N,ট্রাউজার,prakak
477,Hose::N,ট্রাউজার,galtzak
478,Gürtel::N,কটিবন্ধ,gerriko
479,Mütze::N,টুপি,txano
480,Mütze::N,টুপি,txapel
481,Schuh::N,জুতো,oski
482,Schuh::N,জুতো,oinetako
483,Stiefel::N,বুট,bota
484,Ring::N,আংটি,uztai
485,Band::N,ফিতা,zinta
486,Band::N,ফিতা,xingola
487,Kamm::N,চিরুনি,orrazi
488,Spiegel::N,আয়না,mirail
489,Riemen::N,চাবুক,uhal
490,Schnur::N,দড়ি,lokailu
491,Leine::N,শিকল,lotura
492,Decke::N,কম্বল,burusi
493,Kissen::N,উপাধান,kuxin
494,Tuch::N,বস্ত্র,zapi
495,Tuch::N,বস্ত্র,oihal
496,Handtuch::N,তোয়ালে,eskuzapi
497,Handtuch::N,তোয়ালে,eskuoihal
498,Kraft::N,জোর,indar
499,Stärke::N,শক্তি,indar
500,Gesundheit::N,স্বাস্থ্য,osasun
501,Krankheit::N,অসুখ,eritasun
502,Krankheit::N,অসুখ,gaixotasun
503,Krankheit::N,ব্যামো,eritasun
504,Krankheit::N,ব্যামো,gaixotasun
505,Schmerz::N,যন্ত্রণা,min
506,Wunde::N,ক্ষত,zauri
507,Fieber::N,জ্বর,sukar
508,Arznei::N,ঔষধ,osagai
509,Arznei::N,ঔষধ,sendagai
510,Brücke::N,সেতু,zubi
511,Brunnen::N,কূপ,putzu
512,Weide::N,পশুচারণভূমি,alha
513,Weide::N,পশুচারণভূমি,bazkaleku
514,Pfad::N,পথ,zidor
515,Pfad::N,পথ,bidexka
516,Weg::N,পথ,bide
517,Straße::N,রাস্তা,errepide
518,Dorf::N,গ্রাম,herri
519,Stadt::N,শহর,hiri
520,Brief::N,চিঠি,gutun
521,Brief::N,চিঠি,eskutitz
522,Buch::N,বই,liburu
523,Buchstabe::N,অক্ষর,hizki
524,Zeitung::N,সংবাদপত্র,egunkari
525,Leben::N,জীবন,bizi
526,Leben::N,জীবন,bizitza
527,Tod::N,মৃত্যু,herio
528,Tod::N,মৃত্যু,heriotza
529,Grab::N,কবর,hobi
530,Grab::N,কবর,hilobi
531,Kirche::N,গির্জা,eliza
532,Sünde::N,পাপ,hoben
533,Sünde::N,পাপ,bekatu
534,Gott::N,দেবতা,jainko
535,Arbeiter::N,শ্রমিক,langile
536,Arbeiter::N,শ্রমিক,behargin
537,Chef::N,নেতা,nagusi
538,Meister::N,ব্যক্তি,maisu
539,Arzt::N,চিকিৎসক,osagile
540,Arzt::N,চিকিৎসক,sendagile
541,Lehrer::N,অধ্যাপক,irakasle
542,Geld::N,মুদ্রা,diru
543,Geld::N,টাকাপয়সা,diru
544,Geschäft::N,ব্যস্ততা,negozio
545,Laden::N,দোকান,denda
546,Laden::N,দোকান,saltegi
547,Preis::N,মূল্য,prezio
548,Preis::N,মূল্য,salneurri
549,Ware::N,পণ্যদ্রব্য,salgai
550,Nutzen::N,সুবিধা,onura
551,Nutzen::N,সুবিধা,probetxu
552,Reichtum::N,ধনদৌলত,aberastasun
553,Welt::N,জগৎ,ludi
554,Welt::N,জগৎ,mundu
555,Land::N,খেত,herrialde
556,Staat::N,রাষ্ট্র,estatu
557,König::N,রাজা,errege
558,Macht::N,প্রভাব,botere
559,Grenze::N,সীমা,muga
560,Krieg::N,যুদ্ধ,guda
561,Feind::N,শত্রু,etsai
562,Feind::N,শত্রু,arerio
563,Gewalt::N,জোর,bortxa
564,Gewalt::N,জোর,bortizkeria
565,Kampf::N,লড়াই,gudu
566,Kampf::N,লড়াই,auska
567,Bogen[Waffe]::N,ধনুক,arku
568,Pfeil::N,বাণ,gezi
569,Gewehr::N,বন্দুক,fusil
570,Fehler::N,ভুল,huts
571,Fehler::N,ভুল,hutsegin
572,Lüge::N,মিথ্যা,gezur
573,Schaden::N,ক্ষতি,kalte
574,Unglück::N,দুর্ভাগ্য,zoritxar
575,Unglück::N,দুর্ভাগ্য,zorigaitz
576,Schuld::N,অপরাধ,erru
577,Alter::N,আয়ু,adin
578,Schluss::N,শেষ,bukaera
579,Zeit::N,সময়,aldi
580,Zeit::N,সময়,denbora
581,Tag::N,দিন,egun
582,Morgen::N,সকাল,goiz
583,Mittag::N,মধ্যাহু,eguerdi
584,Abend::N,সন্ধ্যা,arrats
585,Nacht::N,রাত্রি,gau
586,Woche::N,সপ্তাহ,aste
587,Monat::N,মাস,hil
588,Jahr::N,সৌরবর্ষ,urte
589,Frühling::N,বসন্তকাল,udalehen
590,Sommer::N,গ্রীষ্মকাল,uda
591,Herbst::N,শরংঋতু,udazken
592,Herbst::N,শরংঋতু,neguantz
593,Winter::N,শীতকাল,negu
594,Januar::N,জানুয়ারী,urtarril
595,Februar::N,ফেব্রুয়ারী,otsail
596,März::N,মার্চ,martxo
597,April::N,এপ্রিল,apiril
598,Mai::N,মে,maiatz
599,Juni::N,জুন,ekain
600,Juli::N,জুলাই,uztail
601,August::N,অগাস্ট,abuztu
602,September::N,সেপ্টেম্বর,irail
603,Oktober::N,অক্টোবর,urri
604,November::N,নভেম্বর,azaro
605,Dezember::N,ডিসেম্বর,abendu
606,Montag::N,সোমবার,astelehen
607,Dienstag::N,মঙ্গলবার,astearte
608,Mittwoch::N,বুধবার,asteazken
609,Donnerstag::N,বৃহম্পতিবার,ostegun
610,Freitag::N,শুক্রবার,ostiral
611,Samstag::N,শনিবার,larunbat
612,Sonntag::N,রবিবার,igande
613,groß::A,বৃহৎ,handi
614,klein::A,ছোট,txiki
615,lang::A,দীর্ঘ,luze
616,kurz::A,খর্ব,labur
617,kurz::A,হ্রস্ব,labur
618,breit::A,চওড়া,zabal
619,schmal::A,সরু,mehar
620,dicht::A,ঘন,sarri
621,dicht::A,ঘন,trinko
622,dick[Gegenstand]::A,পুরু,lodi
623,dünn::A,কৃশ,mehe
624,fein::A,সূক্ষ্ম,fin
625,fest::A,দৃঢ়,tinko
626,flach::A,সমতল,lau
627,flach::A,সমতল,ordoki
628,glatt::A,মসৃণ,leun
629,hart::A,শক্ত,gogor
630,weich::A,নরম,bigun
631,weich::A,নরম,beratz
632,rund::A,গোলাকার,biribil
633,spitz::A,তীক্ষ্ন,puntadun
634,scharf::A,শাণিত,zorrotz
635,stumpf::A,ভোঁতা,kamuts
636,schwer::A,ভারী,astun
637,schwer::A,ভারী,pisutsu
638,schön::A,সুন্দর,eder
639,heiß::A,গরম,bero
640,heiß::A,গরম,oso bero
641,warm::A,ঈষদুষ্ণ,bero
642,kalt::A,ঠাণ্ডা,hotz
643,kühl::A,শীতল,hotzil
644,frisch::A,তাজা,fresko
645,frisch::A,তাজা,hozkirri
646,feucht::A,ভিজা,heze
647,nass::A,ভিজা,busti
648,trocken::A,শুষ্ক,siku
649,trocken::A,শুষ্ক,lehor
650,voll::A,পূর্ণ,bete
651,leer::A,খালি,huts
652,offen::A,খোলা,ireki
653,geschlossen::A,বন্ধ,itxita
654,sauber::A,নির্মল,xahu
655,sauber::A,নির্মল,garbi
656,schmutzig::A,নোংরা,lohi
657,schmutzig::A,নোংরা,zikin
658,roh::A,কাঁচা,gordin
659,reif::A,পাকা,umo
660,reif::A,পাকা,heldu
661,lecker::A,সুস্বাদ,goxo
662,süß::A,মিষ্ট,goxo
663,bitter::A,তিক্ত,karmin
664,bitter::A,তিক্ত,garratz
665,sauer::A,টক,mingots
666,hell::A,উজ্জ্বল,argi
667,dunkel::A,অন্ধকারময়,ilun
668,schwarz::A,কালো,beltz
669,weiß::A,সাদা,zuri
670,rot::A,লাল,gorri
671,gelb::A,হলদে,hori
672,blau::A,নীল,urdin
673,grün::A,সবুজ,berde
674,grün::A,সবুজ,musker
675,grau::A,ছাই-রঙা,urdin
676,grau::A,ছাই-রঙা,urdinabar
677,bunt::A,রঙিন,koloretsu
678,billig::A,সস্তা,merke
679,teuer::A,আক্রা,garesti
680,wertvoll::A,মহার্ঘ,baliotsu
681,blind::A,কানা,itsu
682,taub::A,বধির,gor
683,kräftig::A,বিশাল,kementsu
684,stark::A,শক্তিশালী,bizkor
685,stark::A,শক্তিশালী,indartsu
686,schwach::A,দুর্বল,ahul
687,schwach::A,দুর্বল,indargabe
688,fett::A,মোটা,gizen
689,schlank::A,কৃশ,lerden
690,hübsch::A,সুন্দর,polit
691,böse::A,খারাপ,tzar
692,böse::A,খারাপ,gaizto
693,dumm::A,মূর্খ,lelo
694,dumm::A,মূর্খ,pello
695,faul::A,শ্রমবিমুখ,nagi
696,faul::A,শ্রমবিমুখ,alfer
697,fleißig::A,পরিশ্রমী,maratz
698,fleißig::A,পরিশ্রমী,lanzale
699,geizig::A,ব্যয়কুণ্ঠ,zeken
700,geizig::A,ব্যয়কুণ্ঠ,zikoitz
701,klug::A,দক্ষ,zuhur
702,geschickt::A,পটু,trebe
703,geschickt::A,পটু,antzetsu
704,lieb::A,প্রেয়,maite
705,lieb::A,প্রেয়,laztan
706,lustig::A,প্রফুল্ল,alaitsu
707,sanft::A,নম্র,eme
708,sanft::A,নম্র,ezti
709,hungrig::A,ক্ষুধার্ত,gose
710,krank::A,অসুস্থ,eri
711,krank::A,অসুস্থ,gaixo
712,nackt::A,উলঙ্গ,biluzi
713,traurig::A,দুঃখিত,itun
714,traurig::A,দুঃখিত,betilun
715,lebendig::A,জীবিত,bizirik
