,Concept_ID,ab,kl
1321,nennen::V,ахьӡҵара,
1322,rufen::V,азҿыҭра,qaaqquaa
1323,prahlen::V,аҽхəара,oqqartuvoq
1324,prahlen::V,аҽхəара,oqallortuvoq
1325,übersetzen::V,аиҭагара,ikaarpoq
1326,übersetzen::V,аиҭагара,nutserpaa
1327,denken::V,азхəыцра,isumaqarpoq
1328,glauben::V,ахаҵара,upperaa
1329,glauben::V,ахаҵара,isumaqarpoq
1330,bemerken::V,агəаҭара,
1331,erkennen::V,адырра,ilisaraa
1332,begreifen::V,аилкаара,
1333,verstehen::V,аҳара,paasivaa
1334,lernen::V,аҵара,ilinniarpoq
1335,wissen::V,адырра,nalunngilaa
1336,sich erinnern an::V,агəаларшəара,eqqaavaa
1337,vergessen::V,ахашҭра,puiorpaa
1338,messen::V,ашəара,ussersarpaa
1339,zählen::V,аҧхьаӡара,kisitsivoq
1340,rechnen::V,аҳасабра,kisitsivoq
1341,lesen::V,аҧхьара,atuarpoq
1342,besitzen::V,амазаара,
1343,kaufen::V,Аахəара,pisiaraa
1344,verkaufen::V,аҭира,akigaa
1345,bezahlen::V,ахҭынҵара,akilerpaa
1346,bezahlen::V,ашəара,akilerpaa
1347,zahlen::V,ашəара,
1348,ertragen::V,ачҳара,ernertaaraa
1349,Kralle::N,,kukik
1350,Sache::N,,pigisaq
1351,Menge::N,,amerlassuseq
1352,Essen::N,,igaaq
1353,Geschäft::N,,niuertarfik
1354,Monat::N,,qaammat
1355,Jahr::N,,ukioq
1356,dünn::A,,amitsoq
1357,roh::A,,aapavoq
1358,was::FPRN,,aat?
1359,wenden::V,,assappaa
1360,wenden::V,,assakarpoq
1361,ergreifen::V,,isaappaa
1362,ergreifen::V,,isaguppaa
1363,bewahren::V,,sukkunik simerserpaa
1364,wünschen::V,,kissaat
1365,treten::V,,tukerpoq
1366,malen::V,,qalipappaa
1367,schreiben::V,,allappoq
1368,beherrschen::V,,inappaa
