,Concept_ID,ru,mn
153,Tanne::N,ель,гачуур
154,Horn::N,рог,эвэр
155,Feder::N,перо,өд
156,Fell::N,шкура,арьс
157,Flügel::N,крыло,жигүүр
158,Flügel::N,крыло,далавч
159,Klaue::N,коготь,савар
160,Klaue::N,коготь,хумс
161,Kralle::N,лапа,савар
162,Schwanz::N,хвост,сүүл
163,Ei::N,яйцо,өндөг
164,Nest::N,гнездо,үүр
165,Bau::N,нора,нүх
166,Bau::N,нора,элүү
167,Tier::N,животное,амьтан
168,Tier::N,животное,адгуус
169,Herde::N,стадо,сүрэг
170,Kuh::N,корова,үнээ
171,Bulle::N,бык,бух
172,Pferd::N,лошадь,морь
173,Pferd::N,лошадь,адуу
174,Schaf::N,овца,хонь
175,Schwein::N,свинья,гахай
176,Hund::N,собака,нохой
177,Katze::N,кошка,муур
178,Katze::N,кошка,мигуй
179,Bär::N,медведь,баавгай
180,Eichhörnchen::N,белка,хэрэм
181,Elch::N,лось,хандгай
182,Fuchs::N,лиса,үнэг
183,Hase::N,заяц,туулай
184,Maus::N,мышь,хулгана
185,Wolf::N,волк,чоно
186,Vogel::N,птица,шувуу
187,Schwarm::N,стая,сүрэг
188,Huhn::N,курица,тахиа
189,Hahn::N,петух,эр тахиа
190,Gans::N,гусь,галуу
191,Adler::N,орел,бүргэд
192,Ente::N,утка,нугас
193,Eule::N,сова,ууль
194,Kranich::N,журавль,тогоруу
195,Krähe::N,ворона,хэрээ
196,Kuckuck::N,кукушка,хөхөө
197,Schwan::N,лебедь,хун
198,Fisch::N,рыба,загас
199,Barsch::N,окунь,алгана
200,Hecht::N,щука,цурхай
201,Schlange[Tier]::N,змея,могой
202,Wurm::N,червяк,өт
203,Wurm::N,червяк,хорхой
204,Spinne::N,паук,аалз
205,Ameise::N,муравей,шоргоолж
206,Laus::N,вошь,бөөс
207,Mücke::N,комар,шумуул
208,Fliege::N,муха,ялаа
209,Schmetterling::N,бабочка,эрвээхэй
210,Beere::N,ягода,жимсгэнэ
211,Apfel::N,яблоко,алим
212,Pilz::N,гриб,мөөг
213,Zwiebel::N,луковица,сонгино
214,Saat::N,семя,тариа
215,Korn::N,зерно,үр
216,Korn::N,зерно,мөхлөг
217,Heu::N,сено,өвс
218,Schale::N,шелуха,хальс
219,Grube::N,яма,алам
220,Grube::N,яма,нүх
221,Falle::N,ловушка,хавх
222,Falle::N,ловушка,занга
223,Schlinge::N,силок,урхи
224,Spur::N,след,мөр
225,Asche::N,зола,үнс
226,Asche::N,пепел,үнс
227,Dreck::N,грязь,хир
228,Eisen::N,железо,төмөр
229,Gold::N,золото,алт
230,Silber::N,серебро,мөнгө
231,Kohle::N,уголь,нүүрс
232,Glas::N,стекло,шил
233,Lehm::N,глина,шавар
234,Sand::N,песок,элс
235,Mensch::N,человек,хүн
236,Mann::N,мужчина,эр
237,Mann::N,мужчина,эрэгтэй
238,Frau::N,женщина,эмэгтэй
239,Frau::N,женщина,хатагтай
240,Kind::N,ребенок,хүүхэд
241,Junge::N,мальчик,хүү
242,Mädchen::N,девочка,охин
243,Mädchen::N,девочка,бүсгүй
244,Familie::N,семья,айл
245,Großvater::N,дедушка,өвгөн аав
246,Großmutter::N,бабушка,эмэг эх
247,Großmutter::N,бабушка,эмгээ
248,Eltern::N,родители,эцэг эх
249,Vater::N,отец,аав
250,Vater::N,отец,эцэг
251,Mutter::N,мать,эх
252,Mutter::N,мать,ээж
253,Sohn::N,сын,хүү
254,Tochter::N,дочь,охин
255,Bruder::N,брат,ах
256,Bruder::N,брат,дүү
257,Schwester::N,сестра,эгч
258,Schwester::N,сестра,охин дүү
259,Onkel::N,дядя,авга ах
260,Onkel::N,дядя,нагац ах
261,Tante::N,тетя,авга эгч
262,Tante::N,тетя,нагац эгч
263,Ehemann::N,муж,нөхөр
264,Ehefrau::N,жена,эхнэр
265,Ehefrau::N,жена,гэргий
266,Freude::N,радость,баяр
267,Freude::N,радость,баясгалан
268,Gelächter::N,смех,инээдэм
269,Glück::N,счастье,жаргалан
270,Kummer::N,горе,гаслан
271,Wunsch::N,желание,ерөөл
272,Lust::N,влечение,дур
273,Lust::N,влечение,хүсэл
274,Geist::N,дух,оюун
275,Gedanke::N,мысль,сэтгэл
276,Gedächtnis::N,память,ой
277,Gedächtnis::N,память,цээж
278,Verstand::N,ум,ухаан
279,Sinn::N,смысл,утга
280,Grund::N,повод,учир
281,Wahrheit::N,правда,үнэн
282,Gespräch::N,беседа,яриа
283,Märchen::N,сказка,явган үлгэр
284,Erzählung::N,рассказ,тууж
285,Nachricht::N,сообщение,мэдээ
286,Neuigkeit::N,новость,сонин
287,Name::N,имя,нэр
288,Rätsel::N,загадка,оньсого
289,Rede::N,речь,хэлсэн үг
290,Sprache::N,язык,хэл
291,Stimme::N,голос,дуу
292,Wort::N,слово,үг
293,Zeichen::N,знак,тамга
294,Zeichen::N,знак,тэмдэг
295,Ruf::N,зов,дуудлага
296,Lärm::N,шум,шуугиан
297,Lärm::N,шум,чимээ
298,Laut::N,звук,анир
299,Laut::N,звук,дуу
300,Ton::N,звучание,авиа
301,Ton::N,звучание,аялгуу
302,Lied::N,песня,дуу
303,Ruhe::N,покой,энх
304,Ruhe::N,покой,тайван
305,Leute::N,люди,хүмүүс
306,Volk::N,народ,улс
307,Arbeit::N,работа,ажил
308,Arbeit::N,работа,хөдөлмөр
309,Gast::N,гость,зочин
310,Gast::N,гость,айлчин
311,Geschenk::N,подарок,бэлэг
312,Spiel::N,игра,наадам
313,Spiel::N,игра,тоглоом
314,Gesellschaft::N,общество,хамт байх
315,Hilfe::N,помощь,тусламж
316,Freund::N,друг,найз
317,Freund::N,друг,нөхөр
318,Kamerad::N,приятель,хань
319,Kamerad::N,приятель,нөхөр
320,Angelegenheit::N,дело,хэрэг
321,Anzahl::N,количество,тоо
322,Art::N,вид,төрөл
323,Art::N,вид,янз
324,Stück::N,кусок,хэсэг
325,Teil::N,часть,хувь
326,Teil::N,часть,хэсэг
327,Hälfte::N,половина,хагас
328,Kreis::N,круг,тойрог
329,Kreis::N,круг,хүрээ
330,Kreuz::N,крест,загалмай
331,Linie::N,линия,шугам
332,Strich::N,черта,зураас
333,Abstand::N,промежуток,зай
334,Entfernung::N,расстояние,зай
335,Entfernung::N,расстояние,хол ойр
336,Gegend::N,местность,хавь
337,Gegend::N,местность,газар
338,Platz::N,пространство,зай
339,Platz::N,пространство,завсар
340,Ort::N,место,газар
341,Ort::N,место,байр
342,Seite::N,сторона,тал
343,Seite::N,сторона,этгээд
344,Mitte::N,середина,төв
345,Mitte::N,середина,дунд
346,Gegenstand::N,предмет,юм
347,Sache::N,вещь,үйл
348,Sache::N,вещь,хэрэг
349,Rand::N,край,зах
350,Rand::N,край,хөвөө
351,Kante::N,ребро,ирмэг
352,Ecke::N,угол,өнцөг
353,Spitze::N,кончик,үзүүр
354,Ende::N,конец,зах
355,Ende::N,конец,үзүүр
356,Loch::N,дыра,цоорхой
357,Loch::N,дыра,онгорхой
358,Winkel::N,угол,өнцөг
359,Muster::N,узор,хээ
360,Muster::N,узор,угалз
361,Größe::N,размер,хэмжээ
362,Länge::N,длина,урт
363,Höhe::N,высота,өндөр
364,Gewicht::N,вес,жин
365,Menge::N,количество,тоо
366,Haufen::N,куча,бөөн
367,Reihe::N,ряд,эгнээ
368,Boot::N,лодка,завь
369,Ruder::N,весло,сэлүүр
370,Schlitten::N,сани,чарга
371,Ski::N,лыжа,цана
372,Lagerfeuer::N,костер,түүдэг
373,Last::N,тяжесть,ачаа
374,Gang::N,ход,явдал
375,Schritt::N,шаг,алхам
376,Norden::N,север,умар
377,Süden::N,юг,урд
378,Süden::N,юг,өмнө
379,Westen::N,запад,өрнө
380,Westen::N,запад,баруун
381,Osten::N,восток,зүүн
382,Osten::N,восток,дорно
383,Holz::N,древесина,мод
384,Brett::N,доска,банз
385,Platte::N,плита,хавтан
386,Stütze::N,подпорка,тулгуур
387,Stütze::N,подпорка,тулга
388,Stange::N,жердь,сургааг
389,Stock::N,палка,саваа
390,Stab::N,шест,таяг
391,Rohr::N,труба,хоолой
392,Haus::N,дом,гэр
393,Haus::N,дом,байшин
394,Heim::N,дом,гэр
395,Ofen::N,печь,зуух
396,Ofen::N,печь,пийшин
397,Fußboden::N,пол,шал
398,Tisch::N,стол,ширээ
399,Stuhl::N,стул,сандал
400,Wiege::N,колыбель,өлгий
401,Bett::N,постель,ор
402,Regal::N,полка,тавиур
403,Kiste::N,ящик,авдар
404,Kiste::N,ящик,хайрцаг
405,Fenster::N,окно,гэгээвч
406,Tür::N,дверь,үүд
407,Tür::N,дверь,хаалга
408,Tor::N,ворота,хаалга
409,Zaun::N,забор,хашаа
410,Dach::N,крыша,дээвэр
411,Leiter::N,лестница,шат
412,Besen::N,метла,хамуур
413,Besen::N,метла,туужуу
414,Spaten::N,лопата,хүрз
415,Schaufel::N,совок,хүрз
416,Gabel::N,вилка,сэрээ
417,Löffel::N,ложка,халбага
418,Messer::N,нож,хутга
419,Nagel::N,гвоздь,хадаас
420,Netz::N,сеть,өөш
421,Netz::N,сеть,тор
422,Haken::N,крюк,гох
423,Griff::N,ручка,иш
424,Griff::N,ручка,сэнж
425,Schloss::N,замок,цуурга
426,Schloss::N,замок,цоож
427,Bild::N,картина,зураг
428,Figur::N,фигура,баримал
429,Puppe::N,кукла,хүүхэлдэй
430,Beutel::N,мешок,агсаа
431,Beutel::N,мешок,уут
432,Bündel::N,связка,боодол
433,Tasche::N,сумка,цүнх
434,Eimer::N,ведро,хөнөг
435,Eimer::N,ведро,хувин
436,Deckel::N,крышка,таг
437,Deckel::N,крышка,хавхаг
438,Geschirr::N,посуда,сав суулга
439,Sack::N,мешок,шуудай
440,Tasse::N,чашка,аяга
441,Topf::N,кастрюля,тогоо
442,Kessel::N,котел,тогоо
443,Essen::N,еда,идээ
444,Nahrung::N,пища,хүнс
445,Speise::N,блюдо,идээ
446,Speise::N,кушанье,идээ
447,Fleisch::N,мясо,мах
448,Getreide::N,хлеб,будаа
449,Brei::N,каша,богшмол
450,Brei::N,каша,будаа
451,Brot::N,хлеб,талх
452,Scheibe::N,ломоть,зүсэм
453,Scheibe::N,ломоть,хэрчим
454,Fett::N,жир,өөх
455,Butter::N,масло,тос
456,Öl::N,масло,тос
457,Salz::N,соль,давс
458,Suppe::N,суп,шөл
459,Honig::N,мед,бал
460,Milch::N,молоко,сүү
461,Tee::N,чай,цай
462,Leder::N,кожа,арьс
463,Leder::N,кожа,савхи
464,Wolle::N,шерсть,ноос
465,Wolle::N,шерсть,унгас
466,Stoff::N,ткань,бөс
467,Nadel::N,игла,зүү
468,Faden::N,нитка,боолт
469,Faden::N,нитка,утас
470,Knopf::N,пуговица,товч
471,Knoten::N,узел,зангилаа
472,Farbe::N,краска,будаг
473,Kleidung::N,одежда,хувцас
474,Hemd::N,рубашка,цамц
475,Kragen::N,воротник,зах заам
476,Ärmel::N,рукав,ханцуй
477,Hose::N,брюки,өмд
478,Gürtel::N,пояс,бүс
479,Mütze::N,шапка,малгай
480,Mütze::N,шапка,бүрх
481,Schuh::N,ботинок,туфли
482,Stiefel::N,сапог,гутал
483,Ring::N,кольцо,бөгж
484,Band::N,лента,тууз
485,Kamm::N,расческа,сам
486,Spiegel::N,зеркало,толь
487,Riemen::N,ремень,тасам
488,Riemen::N,ремень,сур
489,Schnur::N,веревка,татлага
490,Leine::N,поводок,оосор
491,Decke::N,одеяло,хөнжил
492,Decke::N,одеяло,хучлага
493,Kissen::N,подушка,дэр
494,Tuch::N,платок,алчуур
495,Tuch::N,платок,даавуу
496,Handtuch::N,полотенце,алчуур
497,Kraft::N,сила,чадал
498,Kraft::N,сила,хүч
499,Stärke::N,крепость,эрч
500,Stärke::N,крепость,тэнхээ
501,Gesundheit::N,здоровье,бие
502,Gesundheit::N,здоровье,эрүүл мэнд
503,Krankheit::N,болезнь,эмгэг
504,Schmerz::N,боль,өвчин
505,Wunde::N,рана,шарх
506,Fieber::N,лихорадка,халуун
507,Fieber::N,температура,халуун
508,Arznei::N,лекарство,эм
509,Brücke::N,мост,гүүр
510,Brunnen::N,колодец,худаг
511,Weide::N,пастбище,бэлчээр
512,Pfad::N,тропа,жим
513,Pfad::N,тропа,зөрөг
514,Weg::N,путь,зам
515,Weg::N,путь,харгуй
516,Weg::N,дорога,зам
517,Weg::N,дорога,харгуй
518,Straße::N,улица,зам
519,Straße::N,улица,харгуй
520,Straße::N,дорога,зам
521,Straße::N,дорога,харгуй
522,Dorf::N,деревня,тосгон
523,Dorf::N,деревня,гацаа
524,Stadt::N,город,хот
525,Brief::N,письмо,захидал
526,Brief::N,письмо,захиа
527,Buch::N,книга,ном
528,Buch::N,книга,бичиг
529,Buchstabe::N,буква,үсэг
530,Zeitung::N,газета,сонин
531,Leben::N,жизнь,амь
532,Leben::N,жизнь,амьдрал
533,Tod::N,смерть,үхэл
534,Grab::N,могила,булш
535,Kirche::N,церковь,сүм
536,Sünde::N,грех,нүгэл
537,Sünde::N,грех,хилэнц
538,Gott::N,бог,бурхан
539,Arbeiter::N,рабочий,ажилчин
540,Arbeiter::N,рабочий,хөдөлмөрчин
541,Chef::N,начальник,дарга
542,Meister::N,мастер,дархан
543,Arzt::N,врач,эмч
544,Lehrer::N,учитель,багш
545,Geld::N,деньги,цаас
546,Geld::N,деньги,мөнгө
547,Geschäft::N,занятие,наймаа
548,Laden::N,магазин,дэлгүүр
549,Preis::N,цена,үнэ
550,Ware::N,товар,таваар
551,Ware::N,товар,бараа
552,Nutzen::N,выгода,ашиг
553,Reichtum::N,богатство,баялаг
554,Welt::N,мир,дэлхий
555,Welt::N,мир,орчлон
556,Land::N,страна,улс
557,Land::N,страна,орон
558,Staat::N,государство,төр
559,Staat::N,государство,гүрэн
560,König::N,король,ван
561,Macht::N,власть,засаг
562,Grenze::N,граница,хил
563,Krieg::N,война,дайн
564,Feind::N,враг,дайсан
565,Gewalt::N,насилие,хүчирхэх
566,Kampf::N,борьба,тэмцэл
567,Kampf::N,борьба,байлдаан
568,Bogen[Waffe]::N,лук,нум
569,Pfeil::N,стрела,годил
570,Pfeil::N,стрела,сум
571,Gewehr::N,ружье,буу
572,Fehler::N,ошибка,эндэл
573,Fehler::N,ошибка,алдаа
574,Lüge::N,ложь,худал
575,Schaden::N,вред,хор
576,Schaden::N,вред,хөнөөл
577,Unglück::N,беда,гай
578,Unglück::N,беда,гамшиг
579,Schuld::N,вина,гэм
580,Schuld::N,вина,буруу
581,Alter::N,возраст,нас
582,Schluss::N,окончание,эцэс
583,Schluss::N,окончание,төгсгөл
584,Zeit::N,время,цаг
585,Tag::N,день,өдөр
586,Morgen::N,утро,өглөө
587,Mittag::N,полдень,үд
588,Abend::N,вечер,үдэш
589,Nacht::N,ночь,шөнө
590,Woche::N,неделя,долоо хоног
591,Monat::N,месяц,сар
592,Jahr::N,год,жил
593,Frühling::N,весна,хавар
594,Sommer::N,лето,зун
595,Herbst::N,осень,намар
596,Winter::N,зима,өвөл
597,Januar::N,январь,нэгдүгээр сар
598,Februar::N,февраль,хоёрдугаар сар
599,März::N,март,гуравдугаар сар
600,April::N,апрель,дөрөвдүгээр сар
601,Mai::N,май,тавдугаар сар
602,Juni::N,июнь,зургаадугаар сар
603,Juli::N,июль,долдугаар сар
604,August::N,август,наймдугаар сар
605,September::N,сентябрь,есдүгээр сар
606,Oktober::N,октябрь,аравдугаар сар
607,November::N,ноябрь,арван нэгдүгээр сар
608,Dezember::N,декабрь,арван хоёрдугаар сар
609,Montag::N,понедельник,даваа
610,Dienstag::N,вторник,мягмар
611,Mittwoch::N,среда,лхагва
612,Donnerstag::N,четверг,пүрэв
613,Freitag::N,пятница,баасан
614,Samstag::N,суббота,бямба
615,Sonntag::N,воскресенье,ням
616,groß::A,большой,их
617,groß::A,большой,том
618,klein::A,маленький,бага
619,klein::A,маленький,жаахан
620,lang::A,длинный,урт
621,kurz::A,короткий,охор
622,kurz::A,короткий,богино
623,breit::A,широкий,өргөн
624,schmal::A,узкий,уйтан
625,schmal::A,узкий,нарийн
626,dicht::A,густой,нягт
627,dicht::A,густой,чигжүү
628,dick[Gegenstand]::A,толстый,зузаан
629,dünn::A,тонкий,нимгэн
630,fein::A,тонкий,нарийн
631,fest::A,крепкий,бөх
632,fest::A,крепкий,хатуу
633,flach::A,плоский,хавтгай
634,glatt::A,гладкий,цагаан
635,hart::A,твердый,хатуу
636,weich::A,мягкий,зөөлөн
637,rund::A,круглый,дугуй
638,rund::A,круглый,дугариг
639,spitz::A,остроконечный,шовх
640,spitz::A,остроконечный,шовгор
641,scharf::A,острый,хурц
642,scharf::A,острый,иртэй
643,stumpf::A,тупой,мохоо
644,schwer::A,тяжелый,хүнд
645,schön::A,красивый,гуа
646,schön::A,красивый,сайхан
647,heiß::A,жаркий,халуун
648,warm::A,теплый,дулаан
649,kalt::A,холодный,хүйтэн
650,kühl::A,прохладный,сэрүүн
651,frisch::A,свежий,эрүүл
652,frisch::A,свежий,жихүүн
653,feucht::A,влажный,чийгтэй
654,nass::A,мокрый,нойтон
655,trocken::A,сухой,хатсан
656,voll::A,полный,дүүрэн
657,voll::A,наполненный,дүүрэн
658,leer::A,пустой,хоосон
659,offen::A,открытый,онгорхой
660,geschlossen::A,закрытый,битүү
661,geschlossen::A,закрытый,хаалтай
662,sauber::A,чистый,цэвэр
663,sauber::A,чистый,хиргүй
664,schmutzig::A,грязный,бохир
665,schmutzig::A,грязный,хиртэй
666,roh::A,сырой,түүхий
667,reif::A,зрелый,болсон
668,lecker::A,вкусный,амттай
669,süß::A,сладкий,амттай
670,süß::A,сладкий,чихэрлэг
671,bitter::A,горький,гашуун
672,sauer::A,кислый,эсгэлэн
673,hell::A,светлый,гэгээн
674,hell::A,светлый,гэрэлтэй
675,dunkel::A,темный,бараан
676,dunkel::A,темный,харанхуй
677,schwarz::A,черный,хар
678,weiß::A,белый,цагаан
679,rot::A,красный,улаан
680,gelb::A,желтый,шар
681,blau::A,синий,хөх
682,blau::A,синий,цэнхэр
683,grün::A,зеленый,ногоон
684,grau::A,серый,орог
685,grau::A,серый,саарал
686,bunt::A,пестрый,эрээн
687,billig::A,дешевый,хямд
688,teuer::A,дорогой,үнэтэй
689,wertvoll::A,ценный,үнэт
690,blind::A,слепой,сохор
691,taub::A,глухой,чих хатуу
692,kräftig::A,могучий,чийрэг
693,stark::A,сильный,хүчтэй
694,stark::A,сильный,чадалтай
695,schwach::A,слабый,сул
696,fett::A,жирный,тарган
697,fett::A,жирный,голигор
698,schlank::A,стройный,голшиг
699,hübsch::A,прелестный,сайхан
700,hübsch::A,прелестный,хөөрхөн
701,böse::A,злой,муу
702,böse::A,злой,хортой
703,dumm::A,глупый,тэнэг
704,faul::A,ленивый,залхуу
705,fleißig::A,прилежный,чармайлтгай
706,geizig::A,жадный,харамч
707,klug::A,умный,цэцэн
708,geschickt::A,искусный,дүйтэй
709,lieb::A,милый,хайрт
710,lustig::A,веселый,цэнгэлтэй
711,sanft::A,нежный,наалинхай
712,hungrig::A,голодный,өлөн
713,hungrig::A,голодный,өлссөн
714,krank::A,больной,өвчтэй
715,nackt::A,голый,нүцгэн
716,traurig::A,грустный,гунигт
717,lebendig::A,живой,амьд
718,lebendig::A,живой,амьтай
719,gut::A,хороший,сайн
720,schlecht::A,плохой,муу
721,schlecht::A,плохой,өөдгүй
722,richtig::A,правильный,зөв
723,richtig::A,правильный,зүйтэй
724,schlimm::A,отвратительный,муухай
725,schlimm::A,мерзкий,муухай
726,wahr::A,настоящий,үнэн
727,wahr::A,настоящий,жинхэнэ
728,alt::A,старый,хуучин
729,neu::A,новый,шинэ
730,ehemalig::A,бывший,агсан
731,ehemalig::A,бывший,байсан
732,alt[Lebewesen]::A,пожилой,өвгөн
733,alt[Lebewesen]::A,пожилой,хижээл
734,jung::A,молодой,залуу
735,arm::A,бедный,ядуу
736,reich::A,богатый,баян
737,reich::A,богатый,баялаг
738,bekannt::A,знакомый,танил
739,berühmt::A,знаменитый,цуутай
740,berühmt::A,знаменитый,алдартай
741,fremd::A,чужой,харь
742,fremd::A,чужой,гадаад
743,verschieden::A,разный,ондоо
744,verschieden::A,разный,янз янзын
745,nah::A,близкий,ойрын
746,nah::A,близкий,дөтийн
747,fern::A,далекий,холын
748,linker::A,левый,буруу
749,rechter::A,правый,баруун
750,anderer::A,другой,өөр
751,anderer::A,другой,нөгөө
752,erster::A,первый,нэгдэх
753,erster::A,первый,нэгдүгээр
754,zweiter::A,второй,хоёрдугаар
755,dritter::A,третий,гуравдугаар
756,letzter::A,последний,сүүлийн
757,allein::ADV,один,ганцаараа
758,auf einmal::ADV,сразу,нэгмөсөн
759,zusammen::ADV,вместе,цуг
760,zusammen::ADV,вместе,хамт
761,lange::ADV,долго,удаан
762,plötzlich::ADV,вдруг,гэнэт
763,sofort::ADV,тотчас,дороо
764,später::ADV,позже,дараа
765,jetzt::ADV,сейчас,өнөө
766,heute::ADV,сегодня,өнөө
767,heute::ADV,сегодня,өнөөдөр
768,morgen::ADV,завтра,маргааш
769,morgen::ADV,завтра,маргаадар
770,bald::ADV,скоро,түргэн
771,bald::ADV,скоро,удахгүй
772,dann::ADV,потом,хожим
773,dann::ADV,потом,тэгээд
774,gestern::ADV,вчера,өчигдөр
775,einst::ADV,однажды,нэг
776,damals::ADV,тогда,тэгэхэд
777,danach::ADV,затем,тэгээд
778,danach::ADV,затем,дараа нь
779,vorher::ADV,раньше,урьд
780,zuerst::ADV,сперва,анх
781,zuerst::ADV,сперва,эхлээд
782,einmal::ADV,раз,нэг удаа
783,manchmal::ADV,иногда,хааяа
784,manchmal::ADV,иногда,заримдаа
785,oft::ADV,часто,олонтоо
786,immer::ADV,всегда,байнга
787,niemals::ADV,никогда,хэзээ ч
788,niemals::ADV,никогда,хэдийд ч
789,hier::ADV,здесь,энд
790,hierhin::ADV,сюда,нааш
791,von hier::ADV,отсюда,эндээс
792,dort::ADV,там,тэнд
793,dorthin::ADV,туда,тийш
794,geradeaus::ADV,прямо,шулуун
795,vorwärts::ADV,вперед,урагшаа
796,rückwärts::ADV,назад,буцаан
797,rückwärts::ADV,назад,сөөргөө
798,zurück::ADV,обратно,буцаж
799,zurück::ADV,обратно,гэдрэг
800,unten::ADV,внизу,дор
801,hinab::ADV,вниз,уруу
802,oben::ADV,наверху,дээр
803,hinauf::ADV,вверх,өөд
804,hinauf::ADV,вверх,дээш
805,überall::ADV,везде,хааяагүй
806,überall::ADV,везде,энд тэндгүй
807,nicht::ADV,не,эс
808,nicht::ADV,не,-гүй
809,ein wenig::ADV,немного,жаахан
