,Concept_ID,lez,tt
90,Kälte::N,мекь,салкын
91,Kälte::N,мекьивал,суык
92,Kälte::N,мекьивал,салкын
93,Hitze::N,зегьем,эсселек
94,Raureif::N,къирав,бәс
95,Raureif::N,къирав,сыкы
96,Regenbogen::N,яргъируш,салават күпере
97,Donner::N,цавун ван,күкрәү
98,Tropfen::N,стӏал,тамчы
99,Schaum::N,каф,күбек
100,Schmutz::N,чирк,пычрак
101,Schmutz::N,кьуруш,пычрак
102,See::N,вир,күл
103,Sumpf::N,уьлен,саз
104,Wiese::N,векь,болын
105,Wald::N,там,урман
106,Hügel::N,кӏунтӏ,калку
107,Anhöhe::N,тепе,үр
108,Anhöhe::N,гьуьндуьрвал,үр
109,Berg::N,дагъ,тау
110,Gipfel::N,кӏукӏ,оч
111,Höhle::N,кьветӏ,мәгарә
112,Abhang::N,гуьне,кабырга
113,Quelle::N,чешме,чишмә
114,Bach::N,булах,елга
115,Fluss::N,вацӏ,дәрья
116,Ufer::N,къерех,су кырые
117,Küste::N,къерех,яр буе
118,Festland::N,кьурамат,коры җир
119,Meer::N,гьуьл,диңгез
120,Bucht::N,бухта,бухта
121,Bucht::N,бухта,култык
122,Insel::N,остров,атау
123,Insel::N,остров,утрау
124,Blume::N,цуьк,чәчкә
125,Gras::N,хъач,үлән
126,Wurzel::N,дувул,тамыр
127,Baum::N,ттар,агач
128,Stamm::N,тан,кәүсә
129,Rinde::N,чкал,кабык
130,Ast::N,тӏур,ботак
131,Zweig::N,хел,ботак
132,Zweig::N,хел,тармак
133,Blatt::N,пеш,яфрак
134,Birke::N,верх,каен
135,Kiefer[Baum]::N,шамагъаж,нарат
136,Weide[Baum]::N,цӏвелин ттар,тал
137,Tanne::N,ель,чыршы
138,Horn::N,карч,мөгез
139,Feder::N,цӏакул,йон
140,Fell::N,хам,тире
141,Flügel::N,лув,канат
142,Klaue::N,къармах,тырнак
143,Kralle::N,пац,тырнак
144,Kralle::N,тапас,тырнак
145,Schwanz::N,ттум,койрык
146,Ei::N,кака,күкәй
147,Ei::N,кака,йомырка
148,Nest::N,муг,оя
149,Bau::N,тӏеквен,өн
150,Tier::N,гьайван,хайван
151,Herde::N,суьруь,көтү
152,Kuh::N,ккал,сыер
153,Bulle::N,яц,үгез
154,Bulle::N,бугъа,үгез
155,Pferd::N,балкӏан,ат
156,Schaf::N,хеб,сарык
157,Schwein::N,вак,дуңгыз
158,Hund::N,кицӏ,эт
159,Katze::N,кац,песи
160,Bär::N,сев,аю
161,Eichhörnchen::N,белка,тиен
162,Elch::N,лось,поши
163,Fuchs::N,сикӏ,төлке
164,Hase::N,къуьр,куян
165,Maus::N,кьиф,тычкан
166,Wolf::N,жанавур,бүре
167,Vogel::N,луван ничхир,кош
168,Schwarm::N,луж,көтү
169,Huhn::N,верч,тавык
170,Hahn::N,кӏек,әтәч
171,Gans::N,къаз,каз
172,Adler::N,лекь,каракош
173,Ente::N,пӏатӏ,үрдәк
174,Eule::N,тӏиб,ябалак
175,Kranich::N,дурна,торна
176,Krähe::N,къаргъа,карга
177,Kuckuck::N,кукупӏ,күке
178,Kuckuck::N,кукупӏ,кәккүк
179,Schwan::N,къугь,аккош
180,Fisch::N,гъед,балык
181,Barsch::N,окунь,алабуга
182,Hecht::N,щука,чуртан
183,Schlange[Tier]::N,илан,елан
184,Schlange[Tier]::N,гъуьлягъ,елан
185,Wurm::N,квак,корт
186,Spinne::N,хуьшрекан,үрмәкүч
187,Ameise::N,цегв,кырмыска
188,Laus::N,нет,бет
189,Mücke::N,ветӏ,черки
190,Mücke::N,ветӏ,озынборын
191,Fliege::N,тӏветӏ,чебен
192,Schmetterling::N,чепелукь,күбәләк
193,Beere::N,куьлуь емиш,җиләк
194,Apfel::N,ич,алма
195,Pilz::N,къарникъуз,гөмбә
196,Zwiebel::N,чичӏек,суган
197,Zwiebel::N,чичӏек,суганбаш
198,Saat::N,тумар,орлык
199,Korn::N,твар,иген
200,Korn::N,твар,орлык
201,Heu::N,векь,печән
202,Heu::N,векьер,печән
203,Schale::N,пириш,кабык
204,Schale::N,хъуьруьш,кабык
205,Grube::N,фур,баз
206,Grube::N,фур,чокыр
207,Falle::N,ракьар,тозак
208,Falle::N,ракьар,капкын
209,Schlinge::N,гьалкъа,элмәк
210,Spur::N,гел,эз
211,Asche::N,руьхъ,көл
212,Dreck::N,чирк,пычрак
213,Dreck::N,кьуруш,пычрак
214,Eisen::N,ракь,тимер
215,Gold::N,алтун,алтын
216,Silber::N,гимиш,көмеш
217,Kohle::N,цӏивин,күмер
218,Glas::N,шуьше,пыяла
219,Lehm::N,ччеб,балчык
220,Sand::N,къум,ком
221,Mensch::N,инсан,адәм
222,Mensch::N,инсан,инсан
223,Mann::N,итим,ир
224,Frau::N,паб,хатын
225,Frau::N,дишегьли,хатын
226,Kind::N,аял,бала
227,Junge::N,гада,малай
228,Mädchen::N,руш,кыз
229,Familie::N,хзан,гаилә
230,Familie::N,килфет,гаилә
231,Großvater::N,чӏехи буба,бабай
232,Großmutter::N,чӏехи диде,әби
233,Eltern::N,диде-буба,ата-ана
234,Vater::N,буба,ата
235,Mutter::N,диде,ана
236,Sohn::N,хва,ул
237,Tochter::N,руш,кыз
238,Bruder::N,стха,кардәш
239,Schwester::N,вах,апа
240,Schwester::N,вах,сеңел
241,Onkel::N,ими,дәдә
242,Onkel::N,ими,дәдәй
243,Onkel::N,халу,дәдә
244,Onkel::N,халу,дәдәй
245,Tante::N,эме,түти
246,Tante::N,эме,тәтәй
247,Tante::N,хала,түти
248,Tante::N,хала,тәтәй
249,Ehemann::N,гъуьл,ир
250,Ehefrau::N,паб,хатын
251,Freude::N,шадвал,сөенеч
252,Gelächter::N,хъвер,көлү
253,Gelächter::N,хъвер,көлеш
254,Glück::N,бахт,бәхет
255,Kummer::N,дерт,хәсрәт
256,Kummer::N,хажалат,хәсрәт
257,Wunsch::N,мурад,теләк
258,Lust::N,гьевес,теләк
259,Lust::N,гьевес,теләү
260,Geist::N,руьгь,рух
261,Gedanke::N,фикир,уй
262,Gedanke::N,фикир,фикер
263,Verstand::N,акьул,акыл
264,Sinn::N,мана,мәгънә
265,Grund::N,себеб,сәбәп
266,Wahrheit::N,керчек,хак
267,Wahrheit::N,гьакъикъат,хак
268,Gespräch::N,ихтилат,әңгәмә
269,Märchen::N,мах,әкият
270,Erzählung::N,кьиса,хикәя
271,Nachricht::N,хабар,хәбәр
272,Neuigkeit::N,цӏийи хабар,яңалык
273,Name::N,тӏвар,исем
274,Rätsel::N,мискӏал,табышмак
275,Rede::N,рахун,нотык
276,Sprache::N,чӏал,тел
277,Stimme::N,ван,тавыш
278,Wort::N,гаф,сүз
279,Zeichen::N,ишара,ишарә
280,Ruf::N,эвер,дәшү
281,Lärm::N,ван-сес,шау
282,Laut::N,ван,аваз
283,Laut::N,сес,аваз
284,Ton::N,ван-сес,шалтырату
285,Lied::N,мани,җыр
286,Ruhe::N,ласвал,тынлык
287,Ruhe::N,фаракъат,тынлык
288,Ruhe::N,асайиш,тынлык
289,Leute::N,инсанар,халык
290,Volk::N,халкь,халык
291,Arbeit::N,кӏвалах,эш
292,Arbeit::N,кӏвалах,хезмәт
293,Gast::N,мугьман,кунак
294,Geschenk::N,савкьат,бүләк
295,Spiel::N,къугъун,уен
296,Gesellschaft::N,жемят,җәмгыять
297,Gesellschaft::N,общество,җәмгыять
298,Hilfe::N,куьмек,ярдәм
299,Hilfe::N,куьмек,булышлык
300,Freund::N,дуст,дус
301,Kamerad::N,яр-дуст,иптәш
302,Angelegenheit::N,кар,эш
303,Anzahl::N,сан,микъдар
304,Anzahl::N,кьадар,микъдар
305,Art::N,жуьре,төр
306,Stück::N,кӏус,кисәк
307,Teil::N,пай,өлеш
308,Hälfte::N,зур,ярым
309,Hälfte::N,зур пай,ярым
310,Kreis::N,круг,түгәрәк
311,Kreis::N,чкаяр,түгәрәк
312,Kreis::N,элкъвей цӏар,түгәрәк
313,Kreuz::N,хаш,хач
314,Kreuz::N,хаш,тәре
315,Linie::N,цӏар,сызык
316,Strich::N,цӏар,сызык
317,Abstand::N,ара,ара
318,Entfernung::N,мензил,ераклык
319,Gegend::N,чка,урын
320,Platz::N,ара,бушлык
321,Ort::N,чка,урын
322,Seite::N,пад,як
323,Mitte::N,юкь,урта
324,Gegenstand::N,затӏ,нәрсә
325,Sache::N,шей,нәрсә
326,Sache::N,затӏ,нәрсә
327,Rand::N,къерех,чит
328,Kante::N,син,кырый
329,Ecke::N,пӏипӏ,почмак
330,Spitze::N,кӏвенкӏв,оч
331,Ende::N,кьил,азак
332,Loch::N,тӏеквен,тишек
333,Winkel::N,пӏипӏ,почмак
334,Muster::N,гишир,парча
335,Größe::N,кьадар,зурлык
336,Länge::N,яргъивал,озынлык
337,Höhe::N,кьакьанвал,биеклек
338,Gewicht::N,заланвал,авырлык
339,Menge::N,кьадар,микъдар
340,Haufen::N,хара,өем
341,Reihe::N,жерге,рәт
342,Boot::N,луьткве,каек
343,Boot::N,луьткве,көймә
344,Ruder::N,кьусу,ишкәк
345,Schlitten::N,гъелерар,чана
346,Lagerfeuer::N,цӏай,костёр
347,Last::N,заланвал,йөк
348,Gang::N,ериш,йөреш
349,Schritt::N,къадам,адым
350,Norden::N,кефер,төньяк
351,Norden::N,кефер пад,төньяк
352,Süden::N,кьибле,көньяк
353,Westen::N,рагъакӏидай пад,көнбатыш
354,Osten::N,рагъэкъечӏдай пад,шәрык
355,Osten::N,рагъэкъечӏдай пад,көнчыгыш
356,Holz::N,кӏарас,агач
357,Brett::N,кьул,такта
358,Brett::N,тахта,такта
359,Stütze::N,даях,таяу
360,Stange::N,юрк,колга
361,Stock::N,лаш,таяк
362,Stab::N,юрк,таяк
363,Rohr::N,турба,торба
364,Haus::N,ужагъ,өй
365,Haus::N,ужагъ,йорт
366,Heim::N,кӏвал,гаилә
367,Heim::N,кӏвал,нәсел
368,Ofen::N,пич,мич
369,Fußboden::N,кӏвалин ччил,идән
370,Tisch::N,стол,өстәл
371,Stuhl::N,стул,утыргыч
372,Wiege::N,кьеб,бишек
373,Bett::N,тахт,ятак
374,Bett::N,тахт,урын-җир
375,Regal::N,кьацӏ,киштә
376,Regal::N,кьацӏ,шүрлек
377,Kiste::N,ящик,әрҗә
378,Fenster::N,дакӏар,тәрәзә
379,Tür::N,рак,ишек
380,Tor::N,варар,капка
381,Zaun::N,пару,койма
382,Dach::N,къав,түбә
383,Leiter::N,гурар,баскыч
384,Besen::N,таран кул,себерке
385,Spaten::N,ппер,көрәк
386,Schaufel::N,хекендаз,көрәк
387,Gabel::N,шиш,чәннечке
388,Löffel::N,тӏур,кашык
389,Messer::N,чукӏул,пычак
390,Nagel::N,мих,кадак
391,Netz::N,чил,челтәр
392,Haken::N,къармах,ыргак
393,Griff::N,ттум,тотка
394,Schloss::N,куьлег,йозак
395,Bild::N,шикил,рәсем
396,Bild::N,шикил,картина
397,Bild::N,суьрет,рәсем
398,Bild::N,суьрет,картина
399,Figur::N,фигура,сын
400,Figur::N,фигура,фигура
401,Puppe::N,нини,курчак
402,Beutel::N,тагъар,луза
403,Bündel::N,галгам,бәйләм
404,Tasche::N,чанта,букча
405,Eimer::N,ведре,чиләк
406,Deckel::N,кьил,капкач
407,Deckel::N,къалпагъ,капкач
408,Geschirr::N,къаб-къажах,савыт-саба
409,Geschirr::N,къаб-къажах,кашык-аяк
410,Sack::N,чувал,капчык
411,Tasse::N,сукӏра,чынаяк
412,Topf::N,къажгъан,чүлмәк
413,Kessel::N,къажгъан,казан
414,Essen::N,тӏуьн,ашау
415,Nahrung::N,тӏуьн,азык
416,Nahrung::N,тӏуьн,тәгам
417,Nahrung::N,тӏуьн,ашамлык
418,Speise::N,хуьрек,ризык
419,Fleisch::N,як,ит
420,Getreide::N,техил,ашлык
421,Brei::N,хапӏа,ботка
422,Brei::N,хешил,ботка
423,Brot::N,фу,ипи
424,Brot::N,фу,икмәк
425,Scheibe::N,чӏук,телем
426,Fett::N,ягълу,май
427,Butter::N,гъери,май
428,Öl::N,ягълу,май
429,Salz::N,кьел,тоз
430,Suppe::N,суп,шулпа
431,Suppe::N,шурпа,шулпа
432,Honig::N,вирт,бал
433,Milch::N,нек,сөт
434,Tee::N,чай,чәй
435,Leder::N,тумаж,күн
436,Wolle::N,йис,йон
437,Stoff::N,парча,тукыма
438,Nadel::N,раб,энә
439,Faden::N,гъал,җеп
440,Knopf::N,дуьгме,төймә
441,Knoten::N,тӏвал,төен
442,Farbe::N,ранг,буяу
443,Kleidung::N,партал,кием
444,Hemd::N,перем,күлмәк
445,Kragen::N,хев,яка
446,Ärmel::N,хел,җиң
447,Hose::N,шалвар,чалбар
448,Gürtel::N,чӏул,билбау
449,Mütze::N,бармак,бүрек
450,Mütze::N,бапӏах,бүрек
451,Schuh::N,ботинка,башмак
452,Stiefel::N,чекме,итек
453,Ring::N,тупӏал,балдак
454,Band::N,тасма,тасма
455,Kamm::N,регъ,тарак
456,Spiegel::N,гуьзгуь,көзге
457,Riemen::N,къайиш,каеш
458,Schnur::N,еб,бау
459,Decke::N,яргъан,юрган
460,Kissen::N,хъуьцуьган,мендәр
461,Tuch::N,шал,яулык
462,Handtuch::N,дасмал,сөлгә
463,Kraft::N,гуж,егәр
464,Kraft::N,гуж,дәрман
465,Stärke::N,къуват,көч
466,Stärke::N,къуват,дәрман
467,Gesundheit::N,сагъвал,саулык
468,Krankheit::N,тӏал,чир
469,Krankheit::N,тӏал,хаста
470,Krankheit::N,тӏал,сырхау
471,Schmerz::N,тӏал,авырту
472,Schmerz::N,тӏарвал,авырту
473,Wunde::N,хер,яра
474,Wunde::N,хер,җәрәхәт
475,Fieber::N,ифин,бизгәк
476,Arznei::N,дарман,дару
477,Brücke::N,муьгъ,күпер
478,Brunnen::N,къуй,кое
479,Weide::N,уьруьш,утлавык
480,Pfad::N,рехъ,сукмак
481,Weg::N,рехъ,юл
482,Straße::N,рехъ,урам
483,Dorf::N,хуьр,авыл
484,Stadt::N,шегьер,шәһәр
485,Brief::N,кагъаз,хат
486,Buch::N,улуб,китап
487,Buchstabe::N,гьарф,хәреф
488,Zeitung::N,газета,газет
489,Zeitung::N,газета,газета
490,Leben::N,уьмуьр,гомер
491,Leben::N,уьмуьр,тормыш
492,Leben::N,уьмуьр,тереклек
493,Tod::N,кьиникь,үлем
494,Grab::N,сур,гүр
495,Grab::N,сур,кабер
496,Kirche::N,килиса,чиркәү
497,Sünde::N,гунагь,язык
498,Sünde::N,гунагь,гөнаһ
499,Gott::N,аллагь,алла
500,Gott::N,аллагь,ходай
501,Arbeiter::N,фяле,эшче
502,Chef::N,гьаким,башлык
503,Meister::N,устӏар,оста
504,Arzt::N,доктор,врач
505,Arzt::N,доктор,табиб
506,Lehrer::N,муаллим,укытучы
507,Lehrer::N,муаллим,мөгаллим
508,Geld::N,пул,акча
509,Laden::N,магазин,кибет
510,Laden::N,магазин,магазин
511,Preis::N,къимет,бәя
512,Preis::N,къимет,бәһа
513,Ware::N,мал,товар
514,Ware::N,товар,товар
515,Nutzen::N,хийир,файда
516,Nutzen::N,менфят,файда
517,Reichtum::N,девлет,байлык
518,Welt::N,дуьнья,дөнья
519,Land::N,уьлкве,ил
520,Staat::N,пачагьлугъ,дәүләт
521,Staat::N,государство,дәүләт
522,König::N,пачагь,патша
523,Macht::N,власть,хакимият
524,Grenze::N,сергьят,чик
525,Krieg::N,дяве,сугыш
526,Feind::N,душман,дошман
527,Gewalt::N,гуж,көчләү
528,Kampf::N,женг,көрәш
529,Bogen[Waffe]::N,чӏемерук,җәя
530,Pfeil::N,хьел,ук
531,Gewehr::N,тфенг,мылтык
532,Fehler::N,гъалатӏ,хата
533,Lüge::N,ттаб,ялган
534,Schaden::N,зиян,зыян
535,Schaden::N,зиян,зарар
536,Schaden::N,зарар,зыян
537,Schaden::N,зарар,зарар
538,Unglück::N,бала,бәла
539,Unglück::N,бедбахтвал,бәла
540,Schuld::N,тахсир,гаеп
541,Alter::N,яш,яшь
542,Schluss::N,эхир,ахыр
543,Zeit::N,вяде,заман
544,Tag::N,югъ,көн
545,Morgen::N,пакама,иртә
546,Mittag::N,нисин,өйлә
547,Abend::N,няни,кич
548,Nacht::N,йиф,төн
549,Woche::N,гьафте,атна
550,Monat::N,варз,ай
551,Jahr::N,йис,ел
552,Frühling::N,гатфар,яз
553,Sommer::N,гад,җәй
554,Herbst::N,зул,көз
555,Winter::N,кьуьд,кыш
556,Januar::N,январь,гыйнвар
557,Februar::N,февраль,февраль
558,März::N,март,март
559,April::N,апрель,апрель
560,Mai::N,май,май
561,Juni::N,июнь,июнь
562,Juli::N,июль,июль
563,August::N,август,август
564,September::N,сентябрь,сентябрь
565,Oktober::N,октябрь,октябрь
566,November::N,ноябрь,ноябрь
567,Dezember::N,декабрь,декабрь
568,Montag::N,ислен,дүшәмбе
569,Dienstag::N,саласа,сишәмбе
570,Mittwoch::N,арбе,чәршәмбе
571,Donnerstag::N,хемис югъ,атнакич
572,Donnerstag::N,хемис югъ,пәнҗешәмбе
573,Freitag::N,жуьмя,җомга
574,Freitag::N,жуьмя югъ,җомга
575,Samstag::N,киш,шимбә
576,Sonntag::N,гьяд,якшәмбе
577,groß::A,еке,зур
578,groß::A,чӏехи,зур
579,klein::A,гъвечӏи,кечкенә
580,lang::A,яргъи,озын
581,kurz::A,куьруь,кыска
582,breit::A,гьяркьуь,киң
583,schmal::A,гуьтӏуь,кысык
584,dicht::A,къалин,куе
585,dünn::A,кьелечӏ,нечкә
586,fein::A,шуькӏуь,нәзакәтле
587,fest::A,кӏеви,нык
588,flach::A,кьулу,яссы
589,flach::A,кьулу,ялпак
590,glatt::A,цӏалцӏам,шома
591,hart::A,кӏеви,каты
592,weich::A,хъуьтуьл,йомшак
593,rund::A,элкъвей,түгәрәк
594,spitz::A,хци,очлы
595,scharf::A,хци,үткен
596,stumpf::A,къуьруь,үтмәс
597,schwer::A,залан,салмак
598,schön::A,иер,гүзәл
599,heiß::A,кудай,эссе
600,warm::A,чими,җылы
601,kalt::A,мекьи,суык
602,kalt::A,мекьи,салкын
603,kühl::A,къайи,салкынча
604,frisch::A,таза,салкынча
605,frisch::A,михьи,салкынча
606,feucht::A,ламу,юеш
607,nass::A,кьежей,дымлы
608,trocken::A,кьуру,коры
609,voll::A,ацӏай,тулы
610,leer::A,буш,буш
611,leer::A,ичӏи,буш
612,offen::A,ахъа,ачык
613,geschlossen::A,кӏеви,йомык
614,sauber::A,михьи,пакь
615,sauber::A,михьи,чиста
616,schmutzig::A,чиркин,керле
617,schmutzig::A,чиркин,пычрак
618,schmutzig::A,кьацӏай,керле
619,schmutzig::A,кьацӏай,пычрак
620,roh::A,чиг,чи
621,roh::A,ицӏи,чи
622,reif::A,дигмиш хьайи,өлгергән
623,lecker::A,дадлу,тәмле
624,süß::A,ширин,татлы
625,bitter::A,туькьуьл,ачы
626,sauer::A,цуру,әче
627,hell::A,экуь,якты
628,dunkel::A,мичӏи,кара
629,schwarz::A,чӏулав,кара
630,weiß::A,лацу,ак
631,rot::A,яру,кызыл
632,gelb::A,хъипи,сары
633,blau::A,вили,күк
634,grün::A,къацу,яшел
635,grau::A,рехи,соры
636,bunt::A,цӏару,чуар
637,bunt::A,яру-цӏару,чуар
638,billig::A,ужуз,арзан
639,teuer::A,багьа,хаклы
640,wertvoll::A,масан,кыйммәтле
641,blind::A,буьркьуь,сукыр
642,blind::A,буьркьуь,күзсез
643,taub::A,биши,чукрак
644,taub::A,биши,саңгырау
645,kräftig::A,гужлу,егәрле
646,stark::A,къуватлу,нык
647,stark::A,къуватлу,базык
648,schwach::A,такьатсуз,зәгыйфь
649,fett::A,куьк,симез
650,schlank::A,шумал,нәзек
651,hübsch::A,гуьрчег,чибәр
652,böse::A,пис,усал
653,dumm::A,ахмакь,акылсыз
654,faul::A,тенпел,ялкау
655,faul::A,тенпел,иренчәк
656,fleißig::A,сяй ийидай,тырыш
657,fleißig::A,сяй ийидай,тырышучан
658,fleißig::A,сяйи ийидай,тырыш
659,fleißig::A,сяйи ийидай,тырышучан
660,geizig::A,мискьи,саран
661,klug::A,акьуллу,акыллы
662,geschickt::A,магьир,маһир
663,lieb::A,играми,сөекле
664,lustig::A,шад,күңелле
665,sanft::A,назик,басынкы
666,sanft::A,милайим,басынкы
667,hungrig::A,гишин,ач
668,krank::A,кефсуз,чирле
669,krank::A,кефсуз,сырхау
670,nackt::A,кьецӏил,шәрә
671,traurig::A,пашман,ямансу
672,lebendig::A,ччан алай,тере
673,gut::A,хъсан,яхшы
674,gut::A,вижевай,яхшы
675,schlecht::A,пис,начар
676,richtig::A,дуьз,дөрес
677,schlimm::A,нифретлу,әшәкә
678,wahr::A,гьакъикъи,чып-чын
679,alt::A,эски,иске
680,alt::A,куьгьне,иске
681,neu::A,цӏийи,яңа
682,ehemalig::A,виликан,элекке
683,alt[Lebewesen]::A,кьуьзуь,карт
684,jung::A,жегьил,яшь
685,arm::A,кесиб,фәкыйрь
686,reich::A,девлетлу,бай
687,bekannt::A,чидай,таныш
688,berühmt::A,машгьур,атаклы
689,fremd::A,ччара,ят
690,verschieden::A,жуьреба-жуьре,төрле
691,nah::A,мукьвал,якын
692,fern::A,яргъал,ерак
693,linker::A,чапла,сул
694,rechter::A,эрчӏи,уң
695,anderer::A,маса,бүтән
696,anderer::A,муькуь,бүтән
697,erster::A,сад лагьай,беренче
698,zweiter::A,кьвед лагьай,икенче
699,dritter::A,пуд лагьай,өченче
700,letzter::A,эхиримжи,ахыргы
701,allein::ADV,кьилди,ялгыз
702,zusammen::ADV,санал,бергә
703,lange::ADV,яргъалди,озак
704,plötzlich::ADV,садлагьана,искәрмәстән
705,sofort::ADV,гьасятда,хәзер
706,später::ADV,гуьгъуьнлай,соңрак
707,jetzt::ADV,гила,хәзер
708,heute::ADV,къе,бүген
709,morgen::ADV,пака,иртәгә
710,bald::ADV,мукьва,тиздән
711,bald::ADV,мукьвара,тиздән
712,dann::ADV,ахпа,аннары
713,gestern::ADV,накь,кичә
714,einst::ADV,садра,берчак
715,damals::ADV,а чӏавуз,ул вакытта
716,damals::ADV,а чӏавуз,ул чакта
717,danach::ADV,ахпа,да
718,vorher::ADV,вилик,элек
719,zuerst::ADV,сифте,башта
720,einmal::ADV,садра,бер
721,einmal::ADV,садра,бер мәртәбә
722,manchmal::ADV,гагь-гагь,кайчакта
723,oft::ADV,гзаф вахтара,еш
724,immer::ADV,гьамиша,һәркайчан
725,niemals::ADV,са чӏавузни,hичбер вакыт
726,niemals::ADV,са вахтундани,hичбер вакыт
727,hier::ADV,ина,монда
728,hier::ADV,ина,биредә
729,hierhin::ADV,иниз,монда
730,von hier::ADV,инай,моннан
731,dort::ADV,ана,анда
732,dorthin::ADV,аниз,тегеләй
733,geradeaus::ADV,дуьз,турыдан-туры
734,vorwärts::ADV,вилик,алга
735,vorwärts::ADV,виликди,алга
736,rückwärts::ADV,кьулухъ,кире
737,unten::ADV,агъада,түбәндә
738,hinab::ADV,агъуз,аска
739,oben::ADV,винел,өстә
740,oben::ADV,винел,югарыда
741,hinauf::ADV,виниз,өскә
742,überall::ADV,вирина,hәркайда
743,nicht::ADV,ваъ,түгел
744,ein wenig::ADV,са тӏимил,бераз
745,kaum::ADV,жизви,көчкә
746,sehr::ADV,лап,бик
747,so::ADV,икӏ,алай
748,noch::ADV,гьеле,янә
749,noch::ADV,гьеле,тагын
750,nur::ADV,анжах,фәкать
751,schon::ADV,хъувуна,инде
752,schon::ADV,мадни дардиз,инде
753,schon::ADV,мадни гуьтӏуьз,инде
754,schon::ADV,мадни гуьтӏуь я,инде
755,vergebens::ADV,нагьакь,юкка
756,vergebens::ADV,нагьакьа,юкка
757,vor::PRP,вилик,алдыннан
758,hinter::PRP,кьулухъ,арттан
759,unter::PRP,кӏаник,астында
760,durch::PRP,арадай,аша
761,durch::PRP,-кай хкатна,аша
762,neben::PRP,патав,тирәсендә
763,neben::PRP,мукьув,тирәсендә
764,zwischen::PRP,ара,арасында
765,zwischen::PRP,арада,арасында
766,wegen::PRP,гъиляй,сәбәпле
767,dies::PRN,и,бу
768,dies::PRN,им,бу
769,das::PRN,а,ул
770,das::PRN,ам,ул
771,alles::PRN,вири,һәммә
772,alles::PRN,михьиз,һәммә
773,ich::PRN,за,мин
774,ich::PRN,зун,мин
775,du::PRN,вун,син
776,er::PRN,ам,ул
777,er::PRN,гьа,ул
778,wir::PRN,чун,без
779,ihr::PRN,куьн,сез
780,sie::PRN,абур,ул
781,was::FPRN,вуч,ни
782,was::FPRN,вуч,нәрсә
783,wer::FPRN,вуж,кем
784,wo::FADV,гьина,кайда
785,wohin::FADV,гьиниз,кая
786,wie::FADV,гьикӏ,ничек
