,Concept_ID,cs,ga
170,Tanne::N,jedle,giúis
171,Horn::N,roh,adharc
172,Feder::N,pero,cleite
173,Fell::N,srst,clúmh
174,Flügel::N,křídlo,eite
175,Flügel::N,křídlo,sciathán
176,Klaue::N,dráp,crúb
177,Klaue::N,dráp,crobh
178,Klaue::N,pazneht,crúb
179,Klaue::N,pazneht,crobh
180,Kralle::N,dráp,crobh
181,Schwanz::N,ocas,eireaball
182,Ei::N,vejce,ubh
183,Nest::N,hnízdo,nead
184,Bau::N,nora,brocais
185,Tier::N,zvíře,ainmhí
186,Tier::N,zvíře,beithíoch
187,Herde::N,stádo,tréad
188,Kuh::N,kráva,bó
189,Bulle::N,býk,tarbh
190,Pferd::N,kůň,each
191,Pferd::N,kůň,capall
192,Schaf::N,ovce,caora
193,Schwein::N,vepř,muc
194,Schwein::N,prase,muc
195,Hund::N,pes,madra
196,Katze::N,kočka,cat
197,Bär::N,medvěd,béar
198,Eichhörnchen::N,veverka,iora
199,Elch::N,los,eilc
200,Fuchs::N,liška,sionnach
201,Fuchs::N,liška,madra rua
202,Hase::N,zajíc,giorria
203,Maus::N,myš,luch
204,Wolf::N,vlk,mac tíre
205,Vogel::N,pták,éan
206,Schwarm::N,roj,saithe
207,Schwarm::N,hejno,saithe
208,Huhn::N,kuře,cearc
209,Huhn::N,slepice,cearc
210,Hahn::N,kohout,coileach
211,Gans::N,husa,gé
212,Adler::N,orel,iolar
213,Ente::N,kachna,lacha
214,Eule::N,sova,ulchabhán
215,Kranich::N,jeřáb,grús
216,Krähe::N,vrána,caróg
217,Krähe::N,vrána,préachán
218,Kuckuck::N,kukačka,cuach
219,Schwan::N,labuť,eala
220,Fisch::N,ryba,iasc
221,Barsch::N,okoun,péirse
222,Hecht::N,štika,liús
223,Schlange[Tier]::N,had,nathair
224,Wurm::N,červ,péist
225,Spinne::N,pavouk,damhán alla
226,Ameise::N,mravenec,seangán
227,Laus::N,veš,míol
228,Mücke::N,komár,muiscít
229,Mücke::N,komár,corrmhíol
230,Fliege::N,moucha,cuil
231,Fliege::N,moucha,cuileog
232,Schmetterling::N,motýl,féileacán
233,Beere::N,bobule,caor
234,Apfel::N,jablko,úll
235,Pilz::N,houba,beacán
236,Pilz::N,houba,muisiriún
237,Zwiebel::N,cibule,oinniún
238,Saat::N,osivo,síol
239,Korn::N,zrno,gráinne
240,Heu::N,seno,féar
241,Schale::N,slupka,scaimh
242,Schale::N,skořápka,scaimh
243,Grube::N,jáma,poll
244,Falle::N,past,gaiste
245,Falle::N,léčka,gaiste
246,Schlinge::N,smyčka,sealán
247,Spur::N,stopa,rian
248,Asche::N,popel,luaith
249,Dreck::N,špína,salachar
250,Eisen::N,železo,iarann
251,Gold::N,zlato,ór
252,Silber::N,stříbro,airgead
253,Kohle::N,uhlí,gual
254,Glas::N,sklo,gloine
255,Lehm::N,jíl,cré
256,Lehm::N,hlína,cré
257,Sand::N,písek,gaineamh
258,Mensch::N,člověk,duine
259,Mann::N,muž,fear
260,Frau::N,žena,bean
261,Kind::N,dítě,gasúr
262,Kind::N,dítě,páiste
263,Junge::N,hoch,buachaill
264,Junge::N,chlapec,buachaill
265,Mädchen::N,děvče,cailín
266,Familie::N,rodina,teaghlach
267,Familie::N,rodina,comhluadar
268,Großvater::N,děd,seanathair
269,Großvater::N,dědeček,seanathair
270,Großmutter::N,babička,seanmháthair
271,Eltern::N,rodiče,tuismitheoirí
272,Vater::N,otec,athair
273,Mutter::N,matka,máthair
274,Sohn::N,syn,mac
275,Tochter::N,dcera,iníon
276,Bruder::N,bratr,deartháir
277,Schwester::N,sestra,deirfiúr
278,Onkel::N,strýc,uncail
279,Tante::N,teta,aintín
280,Ehemann::N,choť,fear céile
281,Ehemann::N,manžel,fear céile
282,Ehefrau::N,choť,bean chéile
283,Ehefrau::N,manželka,bean chéile
284,Freude::N,radost,áthas
285,Gelächter::N,smích,gáire
286,Glück::N,štěstí,séan
287,Glück::N,štěstí,sonas
288,Kummer::N,žal,brón
289,Kummer::N,žal,buairt
290,Kummer::N,trápení,brón
291,Kummer::N,trápení,buairt
292,Wunsch::N,přání,guí
293,Wunsch::N,přání,achainí
294,Lust::N,chuť,fonn
295,Geist::N,duch,meon
296,Geist::N,duch,spiorad
297,Gedanke::N,myšlenka,smaoineamh
298,Gedächtnis::N,paměť,cuimhne
299,Verstand::N,rozum,ciall
300,Verstand::N,rozum,intinn
301,Sinn::N,smysl,brí
302,Sinn::N,smysl,ciall
303,Grund::N,důvod,fáth
304,Wahrheit::N,pravda,fírinne
305,Gespräch::N,rozhovor,comhrá
306,Märchen::N,pohádka,scéal
307,Erzählung::N,povídka,scéal
308,Nachricht::N,zpráva,teachtaireacht
309,Neuigkeit::N,novina,scéala
310,Neuigkeit::N,novinka,scéala
311,Name::N,jméno,ainm
312,Rätsel::N,hádanka,tomhas
313,Rede::N,řeč,óráid
314,Rede::N,řeč,aitheasc
315,Rede::N,proslov,óráid
316,Rede::N,proslov,aitheasc
317,Sprache::N,řeč,teanga
318,Sprache::N,jazyk,teanga
319,Stimme::N,hlas,guth
320,Wort::N,slovo,focal
321,Zeichen::N,znamení,comhartha
322,Ruf::N,zavolání,glaoch
323,Lärm::N,hluk,torann
324,Laut::N,zvuk,fuaim
325,Ton::N,tón,ton
326,Lied::N,píseň,amhrán
327,Ruhe::N,klid,suaimhneas
328,Ruhe::N,pokoj,suaimhneas
329,Leute::N,lidé,muintir
330,Volk::N,národ,pobal
331,Arbeit::N,práce,obair
332,Gast::N,host,aoi
333,Geschenk::N,dar,féirín
334,Geschenk::N,dar,bronntanas
335,Spiel::N,hra,cluiche
336,Gesellschaft::N,společnost,comhluadar
337,Hilfe::N,pomoc,cúnamh
338,Hilfe::N,pomoc,cabhair
339,Freund::N,přítel,cara
340,Kamerad::N,kamarád,comrádaí
341,Angelegenheit::N,záležitost,ábhar
342,Anzahl::N,počet,líon
343,Art::N,druh,sórt
344,Art::N,druh,saghas
345,Stück::N,kus,píosa
346,Stück::N,kousek,píosa
347,Teil::N,díl,cuid
348,Teil::N,díl,páirt
349,Teil::N,část,cuid
350,Teil::N,část,páirt
351,Hälfte::N,půl,leath
352,Kreis::N,kruh,ciorcal
353,Kreuz::N,kříž,cros
354,Linie::N,linka,líne
355,Strich::N,čára,stríoc
356,Strich::N,čárka,stríoc
357,Abstand::N,vzdálenost,achar
358,Entfernung::N,vzdálenost,fad
359,Gegend::N,krajina,ceantar
360,Platz::N,prostor,áit
361,Platz::N,prostor,spás
362,Ort::N,místo,áit
363,Seite::N,strana,taobh
364,Mitte::N,střed,lár
365,Mitte::N,prostředek,lár
366,Gegenstand::N,předmět,ball
367,Gegenstand::N,předmět,ábhar
368,Sache::N,věc,ní
369,Sache::N,věc,rud
370,Rand::N,kraj,imeall
371,Rand::N,kraj,ciumhais
372,Rand::N,okraj,imeall
373,Rand::N,okraj,ciumhais
374,Kante::N,hrana,corr
375,Kante::N,hrana,colbha
376,Ecke::N,roh,coirnéal
377,Spitze::N,hrot,gob
378,Spitze::N,hrot,barr
379,Spitze::N,špička,gob
380,Spitze::N,špička,barr
381,Ende::N,konec,ceann
382,Ende::N,konec,foirceann
383,Loch::N,díra,poll
384,Winkel::N,kout,cúinne
385,Winkel::N,kout,uillinn
386,Muster::N,vzor,patrún
387,Größe::N,velikost,méid
388,Größe::N,velikost,toise
389,Länge::N,délka,fad
390,Höhe::N,výška,airde
391,Gewicht::N,váha,meáchan
392,Menge::N,množství,méid
393,Haufen::N,kupa,cnap
394,Haufen::N,hromada,cnap
395,Reihe::N,řada,líne
396,Reihe::N,řada,sraith
397,Reihe::N,řádek,líne
398,Reihe::N,řádek,sraith
399,Boot::N,člun,bád
400,Ruder::N,veslo,rámh
401,Ruder::N,veslo,maide rámha
402,Schlitten::N,sáně,carr sleamhnáin
403,Ski::N,lyže,scí
404,Lagerfeuer::N,táborák,tine champa
405,Last::N,náklad,ualach
406,Last::N,břemeno,ualach
407,Gang::N,chůze,siúlóid
408,Gang::N,chodba,siúlóid
409,Schritt::N,krok,céim
410,Schritt::N,krok,coiscéim
411,Norden::N,sever,tuaisceart
412,Süden::N,jih,deisceart
413,Westen::N,západ,iarthar
414,Osten::N,východ,oirthear
415,Holz::N,dřevo,adhmad
416,Brett::N,prkno,clár
417,Platte::N,deska,leac
418,Stütze::N,opěra,taca
419,Stange::N,tyč,polla
420,Stange::N,tyč,cuaille
421,Stange::N,tyčka,polla
422,Stange::N,tyčka,cuaille
423,Stock::N,hůlka,bata
424,Stock::N,hůlka,maide
425,Stab::N,hůl,maide
426,Stab::N,hůl,bachall
427,Rohr::N,trubka,píopa
428,Haus::N,dům,teach
429,Heim::N,domov,baile
430,Ofen::N,kamna,sornóg
431,Fußboden::N,podlaha,urlár
432,Tisch::N,stůl,bord
433,Tisch::N,stůl,tábla
434,Stuhl::N,židle,cathaoir
435,Wiege::N,kolébka,cliabhán
436,Bett::N,postel,leaba
437,Regal::N,regál,seilf
438,Regal::N,police,seilf
439,Kiste::N,bedna,bosca
440,Fenster::N,okno,fuinneoig
441,Tür::N,dveře,doras
442,Tor::N,vrata,geata
443,Zaun::N,plot,fál
444,Zaun::N,plot,claí
445,Dach::N,střecha,díon
446,Leiter::N,žebřík,dréimire
447,Besen::N,koště,scuab
448,Besen::N,smeták,scuab
449,Spaten::N,rýč,spád
450,Spaten::N,rýč,rámhainn
451,Schaufel::N,lopata,sluasaid
452,Gabel::N,vidlička,forc
453,Gabel::N,vidlička,gabhlóg
454,Löffel::N,lžíce,spúnóg
455,Messer::N,nůž,scian
456,Nagel::N,hřebík,tairne
457,Netz::N,síť,líon
458,Netz::N,síť,eangach
459,Haken::N,hák,croch
460,Griff::N,držadlo,cos
461,Griff::N,držadlo,hanla
462,Schloss::N,zámek,glas
463,Bild::N,obraz,pictiúr
464,Figur::N,figura,fíor
465,Puppe::N,panenka,bábóg
466,Beutel::N,pytlík,mála
467,Beutel::N,pytlík,mealbhóg
468,Bündel::N,svazek,beart
469,Tasche::N,taška,mála
470,Tasche::N,brašna,mála
471,Eimer::N,kýbl,buicéad
472,Eimer::N,vědro,buicéad
473,Deckel::N,víko,clár
474,Deckel::N,víko,claibín
475,Deckel::N,příklop,clár
476,Deckel::N,příklop,claibín
477,Geschirr::N,nádobí,soithí
478,Geschirr::N,nádobí,gréithe
479,Sack::N,pytel,sac
480,Sack::N,pytel,mála
481,Tasse::N,šálek,cupán
482,Topf::N,hrnec,pota
483,Kessel::N,kotel,citeal
484,Essen::N,jídlo,béile
485,Nahrung::N,strava,bia
486,Nahrung::N,potrava,bia
487,Speise::N,jídlo,mias
488,Fleisch::N,maso,feoil
489,Getreide::N,obilí,grán
490,Getreide::N,obilí,arbhar
491,Brei::N,kaše,brúitín
492,Brot::N,chléb,arán
493,Scheibe::N,krajíc,píosa
494,Scheibe::N,krajíc,slisne
495,Fett::N,tuk,saill
496,Fett::N,tuk,méathras
497,Fett::N,omastek,saill
498,Fett::N,omastek,méathras
499,Butter::N,máslo,im
500,Öl::N,olej,ola
501,Salz::N,sůl,salann
502,Suppe::N,polévka,sú
503,Suppe::N,polévka,anraith
504,Honig::N,med,mil
505,Milch::N,mléko,bainne
506,Tee::N,čaj,tae
507,Leder::N,kůže,leathar
508,Wolle::N,vlna,olann
509,Stoff::N,látka,éadach
510,Nadel::N,jehla,snáthaid
511,Faden::N,nit,snáth
512,Knopf::N,knoflík,cnaipe
513,Knoten::N,uzel,snaidhm
514,Farbe::N,barva,péint
515,Kleidung::N,šaty,éadaí
516,Kleidung::N,šatstvo,éadaí
517,Hemd::N,košile,léine
518,Kragen::N,límec,bóna
519,Ärmel::N,rukáv,muinchille
520,Hose::N,kalhoty,bríste
521,Hose::N,kalhoty,treabhsar
522,Gürtel::N,pás,crios
523,Gürtel::N,opasek,crios
524,Mütze::N,čepice,caipín
525,Schuh::N,bota,bróg
526,Stiefel::N,holínka,buatais
527,Ring::N,prsten,fáinne
528,Band::N,pásek,ribín
529,Kamm::N,hřeben,cíor
530,Spiegel::N,zrcadlo,scáthán
531,Riemen::N,řemen,iall
532,Riemen::N,řemen,strapa
533,Schnur::N,šňůra,téad
534,Schnur::N,šňůra,sreangán
535,Leine::N,vodítko,iall
536,Decke::N,pokrývka,pluid
537,Decke::N,pokrývka,blaincéad
538,Decke::N,přikrývka,pluid
539,Decke::N,přikrývka,blaincéad
540,Kissen::N,polštář,piliúr
541,Kissen::N,polštář,adhartán
542,Tuch::N,šátek,scaif
543,Handtuch::N,ručník,tuáille
544,Kraft::N,síla,fórsa
545,Stärke::N,síla,neart
546,Gesundheit::N,zdraví,sláinte
547,Krankheit::N,nemoc,tinneas
548,Krankheit::N,nemoc,breoiteacht
549,Krankheit::N,choroba,tinneas
550,Krankheit::N,choroba,breoiteacht
551,Schmerz::N,bolest,pian
552,Wunde::N,rána,goin
553,Fieber::N,horečka,fiabhras
554,Arznei::N,lék,cógas
555,Brücke::N,most,droichead
556,Brunnen::N,studna,tobar
557,Weide::N,pastva,féarach
558,Weide::N,pastvina,féarach
559,Pfad::N,pěšina,cosán
560,Pfad::N,pěšina,conair
561,Weg::N,cesta,slí
562,Weg::N,cesta,bealach
563,Straße::N,silnice,bóthar
564,Dorf::N,vesnice,sráidbhaile
565,Stadt::N,město,baile
566,Stadt::N,město,cathair
567,Brief::N,dopis,litir
568,Buch::N,kniha,cín
569,Buch::N,kniha,leabhar
570,Buchstabe::N,písmeno,litir
571,Zeitung::N,noviny,nuachtán
572,Leben::N,život,saol
573,Leben::N,život,beatha
574,Tod::N,smrt,bás
575,Grab::N,hrob,uaigh
576,Kirche::N,kostel,eaglais
577,Sünde::N,hřích,peaca
578,Gott::N,bůh,dia
579,Arbeiter::N,dělník,oibrí
580,Arbeiter::N,pracovník,oibrí
581,Chef::N,šéf,saoiste
582,Chef::N,šéf,ceannasaí
583,Chef::N,vedoucí,saoiste
584,Chef::N,vedoucí,ceannasaí
585,Meister::N,mistr,máistir
586,Arzt::N,lékař,lia
587,Arzt::N,lékař,dochtúir
588,Lehrer::N,učitel,oide
589,Lehrer::N,učitel,múinteoir
590,Geld::N,peníze,airgead
591,Geschäft::N,obchod,gnó
592,Laden::N,krám,siopa
593,Preis::N,cena,praghas
594,Ware::N,zboží,earra
595,Nutzen::N,užitek,tairbhe
596,Reichtum::N,bohatství,rachmas
597,Reichtum::N,bohatství,saibhreas
598,Welt::N,svět,domhan
599,Land::N,země,tír
600,Staat::N,stát,stát
601,König::N,král,rí
602,Macht::N,moc,cumhacht
603,Macht::N,mocnost,cumhacht
604,Grenze::N,hranice,críoch
605,Grenze::N,hranice,teorainn
606,Krieg::N,válka,cogadh
607,Feind::N,nepřítel,namhaid
608,Gewalt::N,násilí,foréigean
609,Kampf::N,boj,troid
610,Bogen[Waffe]::N,luk,bogha
611,Pfeil::N,šíp,saighead
612,Gewehr::N,puška,gunna
613,Gewehr::N,ručnice,gunna
614,Fehler::N,chyba,botún
615,Fehler::N,chyba,meancóg
616,Lüge::N,lež,bréag
617,Lüge::N,lež,éitheach
618,Schaden::N,škoda,dochar
619,Schaden::N,škoda,damáiste
620,Unglück::N,neštěstí,drochrath
621,Schuld::N,vina,locht
622,Schuld::N,vina,milleán
623,Alter::N,věk,aois
624,Schluss::N,konec,deireadh
625,Zeit::N,čas,am
626,Zeit::N,čas,aimsir
627,Tag::N,den,lá
628,Morgen::N,ráno,maidin
629,Morgen::N,jitro,maidin
630,Mittag::N,poledne,nóin
631,Abend::N,večer,tráthnóna
632,Nacht::N,noc,oíche
633,Woche::N,týden,seachtain
634,Monat::N,měsíc,mí
635,Jahr::N,rok,bliain
636,Frühling::N,jaro,earrach
637,Sommer::N,léto,samhradh
638,Herbst::N,podzim,fómhar
639,Winter::N,zima,geimhreadh
640,Januar::N,leden,Eanáir
641,Februar::N,únor,Feabhra
642,März::N,březen,Márta
643,April::N,duben,Aibreán
644,Mai::N,květen,Bealtaine
645,Juni::N,červen,Meitheamh
646,Juli::N,červenec,Iúil
647,August::N,srpen,Lúnasa
648,September::N,září,Meán Fómhair
649,Oktober::N,říjen,Deireadh Fómhair
650,November::N,listopad,Samhain
651,November::N,listopad,Mí na Samhna
652,Dezember::N,prosinec,Mí na Nollag
653,Montag::N,pondělí,Luan
654,Montag::N,pondělí,Dé Luain
655,Montag::N,pondělek,Luan
656,Montag::N,pondělek,Dé Luain
657,Dienstag::N,úterý,Máirt
658,Dienstag::N,úterý,Dé Máirt
659,Mittwoch::N,středa,Céadaoin
660,Mittwoch::N,středa,Dé Céadaoin
661,Donnerstag::N,čtvrtek,Déardaoin
662,Freitag::N,pátek,Aoine
663,Freitag::N,pátek,Dé hAoine
664,Samstag::N,sobota,Satharn
665,Samstag::N,sobota,Dé Sathairn
666,Sonntag::N,neděle,Domhnach
667,Sonntag::N,neděle,Dé Domhnaigh
668,groß::A,velký,mór
669,klein::A,malý,beag
670,lang::A,dlouhý,fada
671,kurz::A,krátký,gearr
672,kurz::A,krátký,gairid
673,breit::A,široký,leathan
674,breit::A,široký,fairsing
675,schmal::A,úzký,cúng
676,dicht::A,hustý,dlúth
677,dick[Gegenstand]::A,tlustý,tiubh
678,dünn::A,tenký,caol
679,dünn::A,tenký,tanaí
680,fein::A,jemný,scáinte
681,fein::A,jemný,fíneálta
682,fest::A,pevný,daingean
683,flach::A,plochý,cothrom
684,flach::A,placatý,cothrom
685,glatt::A,hladký,mín
686,glatt::A,hladký,sleamhain
687,hart::A,tvrdý,crua
688,weich::A,měkký,bog
689,rund::A,kulatý,cruinn
690,rund::A,okrouhlý,cruinn
691,spitz::A,špičatý,gobach
692,spitz::A,špičatý,biorach
693,scharf::A,ostrý,géar
694,scharf::A,ostrý,faobhrach
695,stumpf::A,tupý,maol
696,schwer::A,těžký,trom
697,schön::A,pěkný,álainn
698,schön::A,krásný,álainn
699,heiß::A,horký,te
700,warm::A,teplý,te
701,kalt::A,studený,fuar
702,kühl::A,chladný,fionnuar
703,frisch::A,svěží,úr
704,frisch::A,svěží,friseáilte
705,feucht::A,vlhký,tais
706,nass::A,mokrý,fliuch
707,trocken::A,suchý,tirim
708,voll::A,plný,lán
709,leer::A,prázdný,folamh
710,offen::A,otevřený,oscailte
711,geschlossen::A,zavřený,dúnta
712,geschlossen::A,zavřený,druidte
713,sauber::A,čistý,glan
714,schmutzig::A,špinavý,salach
715,roh::A,syrový,amh
716,reif::A,zralý,aibí
717,lecker::A,chutný,blasta
718,süß::A,sladký,milis
719,bitter::A,hořký,searbh
720,sauer::A,kyselý,géar
721,sauer::A,kyselý,searbh
722,hell::A,světlý,geal
723,hell::A,světlý,soilseach
724,dunkel::A,temný,dorcha
725,schwarz::A,černý,dubh
726,weiß::A,bílý,bán
727,rot::A,rudý,dearg
728,rot::A,červený,dearg
729,gelb::A,žlutý,buí
730,blau::A,modrý,gorm
731,grün::A,zelený,glas
732,grün::A,zelený,uaine
733,grau::A,šedý,liath
734,grau::A,šedivý,liath
735,bunt::A,pestrý,ildathach
736,bunt::A,pestrý,dathannach
737,billig::A,levný,saor
738,billig::A,laciný,saor
739,teuer::A,drahý,daor
740,teuer::A,drahý,costasach
741,wertvoll::A,cenný,luachmhar
742,blind::A,slepý,dall
743,blind::A,slepý,caoch
744,taub::A,hluchý,bodhar
745,kräftig::A,silný,cumhachtach
746,stark::A,silný,tréan
747,stark::A,silný,láidir
748,schwach::A,slabý,lag
749,schwach::A,slabý,fann
750,fett::A,tučný,ramhar
751,fett::A,tlustý,ramhar
752,schlank::A,štíhlý,caol
753,schlank::A,štíhlý,seang
754,hübsch::A,hezký,álainn
755,hübsch::A,hezký,dathúil
756,böse::A,zlý,olc
757,dumm::A,hloupý,dúr
758,dumm::A,hloupý,amaideach
759,faul::A,líný,falsa
760,faul::A,líný,leisciúil
761,fleißig::A,pilný,dícheallach
762,geizig::A,lakomý,barainneach
763,geizig::A,lakomý,sprionlaithe
764,klug::A,chytrý,cliste
765,geschickt::A,šikovný,oilte
766,geschickt::A,šikovný,ealaíonta
767,lieb::A,milý,dil
768,lieb::A,milý,dílis
769,lustig::A,veselý,aerach
770,lustig::A,veselý,meidhreach
771,sanft::A,mírný,bog
772,sanft::A,mírný,séimh
773,hungrig::A,hladový,ocrach
774,krank::A,nemocný,tinn
775,krank::A,nemocný,breoite
776,nackt::A,nahý,nocht
777,traurig::A,smutný,brónach
778,traurig::A,truchlivý,brónach
779,lebendig::A,živý,beo
780,gut::A,dobrý,maith
781,schlecht::A,špatný,dona
782,schlecht::A,špatný,droch-
783,richtig::A,pravý,ceart
784,richtig::A,správný,ceart
785,schlimm::A,zlý,gránna
786,schlimm::A,zlý,tubaisteach
787,wahr::A,pravdivý,fíor
788,alt::A,starý,sean
789,neu::A,nový,úr
790,neu::A,nový,nua
791,ehemalig::A,bývalý,iar-
792,ehemalig::A,bývalý,sean-
793,alt[Lebewesen]::A,starý,sean
794,alt[Lebewesen]::A,starý,aosta
795,jung::A,mladý,óg
796,arm::A,chudý,bocht
797,reich::A,bohatý,saibhir
798,reich::A,bohatý,rachmasach
799,bekannt::A,známý,atá eolas air
800,berühmt::A,slavný,cailiúil
801,berühmt::A,slavný,clúiteach
802,fremd::A,cizí,coimhthíoch
803,verschieden::A,různý,éagsúil
804,verschieden::A,různý,difriúil
805,verschieden::A,rozličný,éagsúil
806,verschieden::A,rozličný,difriúil
807,nah::A,blízký,gar
808,nah::A,blízký,deas
809,fern::A,daleký,i bhfad uainn
810,fern::A,daleký,i bhfad i gcéin
811,linker::A,levý,clé
812,rechter::A,pravý,deas
813,anderer::A,jiný,eile
814,erster::A,první,céad
815,zweiter::A,druhý,dóú
816,zweiter::A,druhý,dara
817,dritter::A,třetí,tríú
818,dritter::A,třetí,treas
819,letzter::A,poslední,déanach
820,letzter::A,poslední,deireanach
821,allein::ADV,sám,i d'aonar
822,auf einmal::ADV,najednou,ag an am céanna
823,zusammen::ADV,spolu,le chéile
824,zusammen::ADV,spolu,in eineacht
825,zusammen::ADV,dohromady,le chéile
826,zusammen::ADV,dohromady,in eineacht
