,Concept_ID,,te
814,frieren::V,,చలికి వడకు
815,tun::V,,చేయు
816,können::V,,గల
817,wollen::V,,కోరు
818,anfangen::V,,ఆరంభించు
819,beenden::V,,ముగించు
820,aufhören::V,,నిలుపు
821,gelingen::V,,గెలుపాందు
822,geraten::V,,వెలువడు
823,öffnen::V,,తెఱచు
824,schließen::V,,మూయు
825,stellen::V,,ఉంచు
826,setzen::V,,ఉంచు
827,legen::V,,పెట్టు
828,berühren::V,,తాకు
829,verbinden::V,,చేర్చుట
830,bedecken::V,,మూయు
831,aufhängen::V,,వ్రేలాడదీయు
832,anzünden::V,,వెలిగించు
833,aufheben::V,,సేకరించు
834,zurücklassen::V,,విడుచు
835,verlieren::V,,పోగొట్టుకొను
836,fallen lassen::V,,జాఱవిడుచు
837,machen::V,,చేయు
838,herstellen::V,,ఉత్పత్తిచేయు
839,bauen::V,,నిర్మించు
840,reparieren::V,,సరిచేయు
841,verbessern::V,,వృద్ధి చేయు
842,ändern::V,,మార్చు
843,graben::V,,త్రవ్వు
844,beugen::V,,వంచు
845,biegen::V,,వంచు
846,drehen::V,,నూలువడుకు
847,wenden::V,,త్రిప్పు
848,umdrehen::V,,త్రిప్పు
849,heben::V,,ఎత్తు
850,hochheben::V,,ఎత్తు
851,ergreifen::V,,వశపఱచుకొను
852,halten::V,,ఉంచు
853,drücken::V,,అణచు
854,schieben::V,,నొక్కు
855,kratzen::V,,గోకు
856,lecken::V,,నాకు
857,beißen::V,,కఱచు
858,abreißen::V,,తెగతెంచు
859,abschneiden::V,,తెగకొట్టు
860,binden::V,,కట్టు
861,stecken::V,,తగులుకొనివుండుట
862,brechen::V,,పగులగొట్టు
863,klopfen::V,,కొట్టు
864,hauen::V,,కొట్టు
865,kleben::V,,అంటుకొను
866,reiben::V,,రాచు
867,streichen::V,,వ్యాపింపజేయు
868,schleifen::V,,రాచు
869,schneiden::V,,కోయు
870,rütteln::V,,కుదిలించుట
871,schütteln::V,,కదల్చు
872,schwenken::V,,ఊచుట
873,schütten::V,,పోయు
874,füllen::V,,నింపు
875,einwickeln::V,,చుట్టు
876,tragen::V,,మోయు
877,schleppen::V,,ఈడ్చు
878,ziehen::V,,ఈడ్చు
879,aufbewahren::V,,కాపాడు
880,werfen::V,,విసరు
881,fangen::V,,పట్టుకొను
882,packen::V,,పట్టుకొను
883,verstecken::V,,దాచు
884,teilen::V,,భాగించు
885,schicken::V,,పంపు
886,bringen::V,,తెచ్చు
887,hinzufügen::V,,చేర్చు
888,bekommen::V,,సంపాదించు
889,erhalten::V,,పుచ్చుకొను
890,nehmen::V,,తీసికొను
891,wählen::V,,ఇష్టపడు
892,auswählen::V,,ఏరుకొను
893,bewahren::V,,భద్రపఱుచు
894,behindern::V,,అడ్డగించుట
895,verderben::V,,చెఱచు
896,beschädigen::V,,చెరుపుట
897,zerbrechen::V,,పగులగొట్టు
898,zerreißen::V,,చించు
899,zerstören::V,,వాశనము చేయు
900,verbrennen::V,,కాల్చు
901,geben::V,,ఇచ్చు
902,reichen::V,,అందుకొనుట
903,schenken::V,,అర్పించు
904,versprechen::V,,వాగ్దత్తము చేయు
905,wünschen::V,,కోరు
906,loben::V,,స్తుతించు
907,küssen::V,,ముద్దుపెట్టుకొను
908,wiegen::V,,ఊచుట
909,zudecken::V,,మూయు
910,wecken::V,,నిద్రపలేపుట
911,zeigen::V,,చూవు
912,führen::V,,దారిచూపు
913,lehren::V,,బోధించు
914,unterrichten::V,,నేర్పు
915,aufziehen::V,,పెంచు
916,leiten::V,,తీసుకపోవుట
917,antreiben::V,,ప్రేరేపించు
918,lassen::V,,అనుమతించు
919,einladen::V,,ఆహ్వానించు
920,vereinigen::V,,కూడుట
921,besuchen::V,,పోయి చూచు
922,treffen::V,,కలియు
923,sich versammeln::V,,కూర్చు
924,spielen::V,,ఆట లాడు
925,singen::V,,పాడు
926,tanzen::V,,నృత్యముచేయు
927,sich trennen::V,,ఎడబాయుట
928,verlassen::V,,విడుచు
929,retten::V,,తప్పించుట
930,bewachen::V,,కాపాడు
931,schützen::V,,రక్షించు
932,verteidigen::V,,రక్షించు
933,sich schlagen::V,,జగడమాడు
934,schießen::V,,కాల్చు
935,siegen::V,,గెలుచు
936,ärgern::V,,పీడించుట
937,schlagen::V,,కొట్టు
938,treten::V,,తన్ను
939,stechen::V,,కుట్టు
940,stoßen::V,,గెంటు
941,stehlen::V,,దొంగిలించు
942,stören::V,,కలతపఱచు
943,belästigen::V,,పీడించు
944,verbergen::V,,దాచు
945,täuschen::V,,మోసము చేయు
946,betrügen::V,,మోసపుచ్చు
947,töten::V,,చంపు
948,wohnen::V,,నివసించు
949,arbeiten::V,,పనిచేయు
950,sammeln::V,,ప్రోగుచేయు
951,pflücken::V,,యేరుట
952,jagen::V,,వేటాడు
953,fischen::V,,వెదకు
954,fassen::V,,పట్టుకొమ
955,hüten::V,,మందచేరుట
956,treiben::V,,నడపు
957,anbinden::V,,కట్టు
958,füttern::V,,భోజనము పెట్టు
959,melken::V,,పాలు పితుకు
960,hacken::V,,నఱకు
961,gießen::V,,నీళ్ళుకట్టుట
962,reifen::V,,పండుట
963,zubereiten::V,,వండు
964,kochen::V,,వండు
965,backen::V,,రొట్టెకాల్చు
966,braten::V,,వేపు
967,umrühren::V,,కదులుట
968,stricken::V,,అల్లు
969,nähen::V,,కుట్టు
970,färben::V,,రంగు వేయు
971,reinigen::V,,శుభ్రము చేయు
972,waschen::V,,కడుగు
973,abwischen::V,,తుడుచు
974,spülen::V,,నీటిలో జడించు
975,fegen::V,,ఊడ్చు
976,kehren::V,,ఊడ్చు
977,baden::V,,స్నానము చేయు
978,sich waschen::V,,కడుగు
979,ausziehen::V,,విప్పు
980,anziehen::V,,ధరించు
981,sich anziehen::V,,బట్టలు వేసుకొను
982,sich anziehen::V,,తొడుగుకొను
983,kämmen::V,,దువ్వుట
984,schmücken::V,,అలంకరించు
985,sagen::V,,చెప్పు
986,sprechen::V,,చెప్పు
987,reden::V,,మాటలాడు
988,sich unterhalten::V,,ముచ్చటలాడు
989,fragen::V,,ప్రశ్నించు
990,bitten::V,,కోరు
991,erzählen::V,,చెప్పు
992,mitteilen::V,,తెలియజేయు
993,nennen::V,,పేరు వెట్టు
994,rufen::V,,పిలుచు
995,prahlen::V,,జల్లి
996,übersetzen::V,,తర్జుమాచేయు
997,denken::V,,ఆలోచించు
998,glauben::V,,నమ్ము
999,bemerken::V,,గుర్తించు
1000,erkennen::V,,గుర్తించు
1001,begreifen::V,,గ్రహించు
1002,verstehen::V,,గ్రహించు
1003,lernen::V,,నేర్చు కొను
1004,wissen::V,,తెలిసికొను
1005,sich erinnern an::V,,జ్ఞాపకముంచుకొను
1006,vergessen::V,,మఱచిపోవు
1007,messen::V,,కొలుచుట
1008,zählen::V,,లెక్కపెట్టు
1009,rechnen::V,,లెక్కపెట్టు
1010,lesen::V,,చదువు
1011,malen::V,,పూనుట
1012,zeichnen::V,,వ్రాసుట
1013,schreiben::V,,వ్రాయు
1014,besitzen::V,,కలిగియుండు
1015,kaufen::V,,కొను
1016,verkaufen::V,,అమ్ము
1017,bezahlen::V,,చెల్లించు
1018,zahlen::V,,చెల్లించు
1019,beherrschen::V,,ఏలు
1020,ertragen::V,,భరించు
