,Concept_ID,hy,tt
143,Kiefer[Baum]::N,սոճի,нарат
144,Weide[Baum]::N,ուռենի,тал
145,Tanne::N,եղեւին,чыршы
146,Feder::N,փետուր,йон
147,Fell::N,մորթի,тире
148,Flügel::N,թեւ,канат
149,Klaue::N,չանչ,тырнак
150,Kralle::N,ճանկ,тырнак
151,Schwanz::N,պոչ,койрык
152,Ei::N,ձու,күкәй
153,Ei::N,ձու,йомырка
154,Nest::N,բույն,оя
155,Bau::N,որջ,өн
156,Bau::N,բայոց,өн
157,Tier::N,կենդանի,хайван
158,Herde::N,հոտ,көтү
159,Kuh::N,կով,сыер
160,Bulle::N,ցուլ,үгез
161,Pferd::N,ձի,ат
162,Schaf::N,ոչխար,сарык
163,Schwein::N,խոզ,дуңгыз
164,Hund::N,շուն,эт
165,Katze::N,կատու,песи
166,Bär::N,արջ,аю
167,Eichhörnchen::N,սկյուռ,тиен
168,Elch::N,հիւսիսային եղջերու,поши
169,Fuchs::N,աղվես,төлке
170,Hase::N,նապաստակ,куян
171,Maus::N,մուկ,тычкан
172,Wolf::N,գայլ,бүре
173,Vogel::N,թռչուն,кош
174,Schwarm::N,երամ,көтү
175,Huhn::N,հավ,тавык
176,Hahn::N,աքաղաղ,әтәч
177,Gans::N,սագ,каз
178,Adler::N,արծիվ,каракош
179,Ente::N,բադ,үрдәк
180,Eule::N,բու,ябалак
181,Kranich::N,կռունկ,торна
182,Krähe::N,ագռավ,карга
183,Kuckuck::N,կուկու,күке
184,Kuckuck::N,կուկու,кәккүк
185,Schwan::N,կարապ,аккош
186,Fisch::N,ձուկ,балык
187,Barsch::N,պերկես,алабуга
188,Hecht::N,գայլաձուկ,чуртан
189,Schlange[Tier]::N,օձ,елан
190,Wurm::N,որդ,корт
191,Wurm::N,ճիճու,корт
192,Spinne::N,սարդ,үрмәкүч
193,Ameise::N,միջյուն,кырмыска
194,Laus::N,ոջիլ,бет
195,Mücke::N,մժղուկ,черки
196,Mücke::N,մժղուկ,озынборын
197,Fliege::N,ճանճ,чебен
198,Schmetterling::N,թիթեռ,күбәләк
199,Beere::N,հատապտուղ,җиләк
200,Apfel::N,խնձոր,алма
201,Pilz::N,սունկ,гөмбә
202,Zwiebel::N,սոխ,суган
203,Zwiebel::N,սոխ,суганбаш
204,Saat::N,սերմ,орлык
205,Korn::N,հատիկ,иген
206,Korn::N,հատիկ,орлык
207,Heu::N,խոտ,печән
208,Schale::N,կեղեւ,кабык
209,Grube::N,փոս,баз
210,Grube::N,փոս,чокыр
211,Falle::N,ծուղակ,тозак
212,Falle::N,ծուղակ,капкын
213,Schlinge::N,խեղդան,элмәк
214,Spur::N,հետք,эз
215,Asche::N,մոխիր,көл
216,Dreck::N,աղտ,пычрак
217,Eisen::N,երկաթ,тимер
218,Gold::N,ոսկի,алтын
219,Silber::N,արծաթ,көмеш
220,Kohle::N,քարածուխ,күмер
221,Glas::N,ապակի,пыяла
222,Lehm::N,կավ,балчык
223,Sand::N,ավազ,ком
224,Mensch::N,մարդ,адәм
225,Mensch::N,մարդ,инсан
226,Mann::N,մարդ,ир
227,Mann::N,տղամարդ,ир
228,Frau::N,կին,хатын
229,Kind::N,զավակ,бала
230,Junge::N,տղա,малай
231,Mädchen::N,աղջիկ,кыз
232,Familie::N,ընտանիք,гаилә
233,Großvater::N,պապ,бабай
234,Großmutter::N,տատ,әби
235,Eltern::N,ծնողներ,ата-ана
236,Vater::N,հայր,ата
237,Mutter::N,մայր,ана
238,Sohn::N,որդի,ул
239,Tochter::N,աղջիկ,кыз
240,Tochter::N,դուստր,кыз
241,Bruder::N,եղբայր,кардәш
242,Schwester::N,քույր,апа
243,Schwester::N,քույր,сеңел
244,Onkel::N,քեռի,дәдә
245,Onkel::N,քեռի,дәдәй
246,Onkel::N,հորեղբայր,дәдә
247,Onkel::N,հորեղբայր,дәдәй
248,Tante::N,մորաքույր,түти
249,Tante::N,մորաքույր,тәтәй
250,Ehemann::N,մարդ,ир
251,Ehemann::N,ամուսին,ир
252,Ehefrau::N,կին ամուսին,хатын
253,Freude::N,ուրախություն,сөенеч
254,Gelächter::N,ծիծաղ,көлү
255,Gelächter::N,ծիծաղ,көлеш
256,Glück::N,երջանկություն,бәхет
257,Kummer::N,վիշտ,хәсрәт
258,Wunsch::N,ցանկություն,теләк
259,Lust::N,փափագ,теләк
260,Lust::N,փափագ,теләү
261,Lust::N,իղձ,теләк
262,Lust::N,իղձ,теләү
263,Geist::N,ոգի,рух
264,Gedanke::N,միտք,уй
265,Gedanke::N,միտք,фикер
266,Gedächtnis::N,հիշողություն,хәтер
267,Verstand::N,խելք,акыл
268,Sinn::N,իմաստ,мәгънә
269,Grund::N,պատճառ,сәбәп
270,Wahrheit::N,ճշմարտություն,хак
271,Gespräch::N,զրույց,әңгәмә
272,Märchen::N,պայիկի պատմություն,әкият
273,Erzählung::N,պատմվածք,хикәя
274,Erzählung::N,պատմություն,хикәя
275,Nachricht::N,հաղորդագրություն,хәбәр
276,Neuigkeit::N,լուր,яңалык
277,Neuigkeit::N,նորություն,яңалык
278,Name::N,անուն,исем
279,Rätsel::N,բարդ խնդիր,табышмак
280,Rede::N,ճառ,нотык
281,Rede::N,ելույթ,нотык
282,Sprache::N,լեզու,тел
283,Stimme::N,ձայն,тавыш
284,Wort::N,բառ,сүз
285,Zeichen::N,նշան,ишарә
286,Ruf::N,կոչ,дәшү
287,Ruf::N,կանչ,дәшү
288,Lärm::N,աղմուկ,шау
289,Laut::N,հնչյուն,аваз
290,Laut::N,ձայն,аваз
291,Ton::N,տոն,шалтырату
292,Lied::N,երգ,җыр
293,Ruhe::N,անդորրություն,тынлык
294,Leute::N,մարդիկ,халык
295,Volk::N,ազգ,халык
296,Arbeit::N,գործ,эш
297,Arbeit::N,գործ,хезмәт
298,Arbeit::N,աշխատանք,эш
299,Arbeit::N,աշխատանք,хезмәт
300,Gast::N,հյուր,кунак
301,Geschenk::N,նվեր,бүләк
302,Spiel::N,խաղ,уен
303,Gesellschaft::N,ընկերություն,җәмгыять
304,Hilfe::N,օգնությթուն,ярдәм
305,Hilfe::N,օգնությթուն,булышлык
306,Freund::N,ընկեր,дус
307,Freund::N,բարեկամ,дус
308,Kamerad::N,ուղեկից,иптәш
309,Angelegenheit::N,բան,эш
310,Angelegenheit::N,գործ,эш
311,Anzahl::N,քանակ,микъдар
312,Anzahl::N,գումար,микъдар
313,Art::N,տեսակ,төр
314,Stück::N,կտոր,кисәк
315,Teil::N,մաս,өлеш
316,Hälfte::N,կես,ярым
317,Kreis::N,շիջանակ,түгәрәк
318,Kreuz::N,խաչ,хач
319,Kreuz::N,խաչ,тәре
320,Linie::N,գիծ,сызык
321,Strich::N,գիծ,сызык
322,Abstand::N,անջրպետ,ара
323,Entfernung::N,հեռավորություն,ераклык
324,Gegend::N,շրջան,урын
325,Platz::N,տարածություն,бушлык
326,Ort::N,տեղ,урын
327,Ort::N,վայր,урын
328,Seite::N,կողմ,як
329,Mitte::N,մեջտեղ,урта
330,Gegenstand::N,առարկա,нәрсә
331,Sache::N,բան,нәрсә
332,Rand::N,վերջք,чит
333,Kante::N,եզր,кырый
334,Ecke::N,անկյուն,почмак
335,Spitze::N,ծայր,оч
336,Ende::N,ծայր,азак
337,Loch::N,անցք,тишек
338,Winkel::N,անկյուն,почмак
339,Muster::N,օրինակ,парча
340,Größe::N,մեծություն,зурлык
341,Länge::N,երկարություն,озынлык
342,Höhe::N,բարձրություն,биеклек
343,Gewicht::N,կշիռ,авырлык
344,Menge::N,քանակ,микъдар
345,Haufen::N,դեզ,өем
346,Haufen::N,կույտ,өем
347,Reihe::N,շարք,рәт
348,Reihe::N,կարգ,рәт
349,Boot::N,նավակ,каек
350,Boot::N,նավակ,көймә
351,Ruder::N,թի,ишкәк
352,Ruder::N,թիակ,ишкәк
353,Schlitten::N,բալխիր,чана
354,Ski::N,դահուկ,чаңгы
355,Lagerfeuer::N,բացօդեայ կրակ,костёр
356,Last::N,բեռ,йөк
357,Gang::N,զբոսանք,йөреш
358,Schritt::N,քայլ,адым
359,Norden::N,հյուսիս,төньяк
360,Süden::N,հարավ,көньяк
361,Westen::N,արեւմուտք,көнбатыш
362,Osten::N,արեւելք,шәрык
363,Osten::N,արեւելք,көнчыгыш
364,Holz::N,փայտ,агач
365,Brett::N,տախտակ,такта
366,Platte::N,թիթեղ,плитә
367,Stütze::N,նեցուկ,таяу
368,Stange::N,ձող,колга
369,Stock::N,փայտ,таяк
370,Stab::N,ցուպ,таяк
371,Stab::N,գավազան,таяк
372,Rohr::N,խողովակ,торба
373,Haus::N,տուն,өй
374,Haus::N,տուն,йорт
375,Heim::N,տուն,гаилә
376,Heim::N,տուն,нәсел
377,Ofen::N,վառարան,мич
378,Fußboden::N,հատակ,идән
379,Tisch::N,սեղան,өстәл
380,Stuhl::N,աթոռ,утыргыч
381,Wiege::N,օրորոց,бишек
382,Bett::N,անկողին,ятак
383,Bett::N,անկողին,урын-җир
384,Regal::N,դարակ,киштә
385,Regal::N,դարակ,шүрлек
386,Kiste::N,տուփ,әрҗә
387,Fenster::N,պատուհան,тәрәзә
388,Tür::N,դուռ,ишек
389,Tor::N,դարպաս,капка
390,Zaun::N,ցանկապատ,койма
391,Dach::N,տանիք,түбә
392,Dach::N,կտուր,түбә
393,Leiter::N,սանդուղք,баскыч
394,Besen::N,ավել,себерке
395,Spaten::N,բահ,көрәк
396,Schaufel::N,թի,көрәк
397,Gabel::N,պատառաքաղ,чәннечке
398,Löffel::N,գդալ,кашык
399,Messer::N,դանակ,пычак
400,Nagel::N,մեխ,кадак
401,Netz::N,ցանց,челтәр
402,Haken::N,կարթ,ыргак
403,Griff::N,կոթ,тотка
404,Griff::N,բռնակ,тотка
405,Schloss::N,կողպեք,йозак
406,Bild::N,նկար,рәсем
407,Bild::N,նկար,картина
408,Bild::N,պատկեր,рәсем
409,Bild::N,պատկեր,картина
410,Figur::N,քանդակ,сын
411,Figur::N,քանդակ,фигура
412,Figur::N,պատկեր,сын
413,Figur::N,պատկեր,фигура
414,Puppe::N,տիկնիկ,курчак
415,Beutel::N,տոպրակ,луза
416,Bündel::N,կապոց,бәйләм
417,Tasche::N,պայուսակ,букча
418,Eimer::N,դույլ,чиләк
419,Deckel::N,կափարիչ,капкач
420,Geschirr::N,ամանեղեն,савыт-саба
421,Geschirr::N,ամանեղեն,кашык-аяк
422,Sack::N,պարկ,капчык
423,Sack::N,տոպրակ,капчык
424,Tasse::N,թաս,чынаяк
425,Tasse::N,գավաթ,чынаяк
426,Topf::N,անոթ,чүлмәк
427,Kessel::N,կաթսա,казан
428,Essen::N,կերակուր,ашау
429,Nahrung::N,ուտելիք,азык
430,Nahrung::N,ուտելիք,тәгам
431,Nahrung::N,ուտելիք,ашамлык
432,Speise::N,խորտիկ,ризык
433,Speise::N,կերակուր,ризык
434,Fleisch::N,միս,ит
435,Getreide::N,հացահատիկ,ашлык
436,Brei::N,լանդակ,ботка
437,Brot::N,հաց,ипи
438,Brot::N,հաց,икмәк
439,Scheibe::N,կտոր,телем
440,Scheibe::N,պատառ,телем
441,Fett::N,ճարպ,май
442,Butter::N,կարագ,май
443,Öl::N,ձեթ,май
444,Salz::N,աղ,тоз
445,Suppe::N,սուպ,шулпа
446,Suppe::N,ապուր,шулпа
447,Honig::N,մեղր,бал
448,Milch::N,կաթ,сөт
449,Tee::N,թեյ,чәй
450,Leder::N,կաշի,күн
451,Wolle::N,բուրդ,йон
452,Stoff::N,գործվածք,тукыма
453,Nadel::N,ասեղ,энә
454,Faden::N,թել,җеп
455,Knopf::N,կոճակ,төймә
456,Knoten::N,հանգույց,төен
457,Farbe::N,ներկ,буяу
458,Kleidung::N,հագուստ,кием
459,Hemd::N,վերնաշապիկ,күлмәк
460,Kragen::N,օձիք,яка
461,Ärmel::N,թեւք,җиң
462,Hose::N,շալվար,чалбар
463,Gürtel::N,գոտի,билбау
464,Mütze::N,կեպի,бүрек
465,Schuh::N,կոշիկ,башмак
466,Stiefel::N,երկարաճիթ կոշիկ,итек
467,Ring::N,զնգալ,балдак
468,Band::N,ժապավեն,тасма
469,Kamm::N,սանր,тарак
470,Spiegel::N,հայելի,көзге
471,Riemen::N,փոկ,каеш
472,Schnur::N,լար,бау
473,Leine::N,փոկ,тезген
474,Decke::N,վերմակ,юрган
475,Kissen::N,բարձ,мендәр
476,Tuch::N,թաշկինակ,яулык
477,Handtuch::N,սրբիչ,сөлгә
478,Kraft::N,ուժ,егәр
479,Kraft::N,ուժ,дәрман
480,Stärke::N,պնդություն,көч
481,Stärke::N,պնդություն,дәрман
482,Stärke::N,ամրություն,көч
483,Stärke::N,ամրություն,дәрман
484,Gesundheit::N,առողջություն,саулык
485,Krankheit::N,ախտ,чир
486,Krankheit::N,ախտ,хаста
487,Krankheit::N,ախտ,сырхау
488,Krankheit::N,հիվանդություն,чир
489,Krankheit::N,հիվանդություն,хаста
490,Krankheit::N,հիվանդություն,сырхау
491,Schmerz::N,ցավ,авырту
492,Schmerz::N,տանջանք,авырту
493,Wunde::N,վերք,яра
494,Wunde::N,վերք,җәрәхәт
495,Fieber::N,տենդ,бизгәк
496,Arznei::N,դեղ,дару
497,Brücke::N,կամուրջ,күпер
498,Brunnen::N,հոր,кое
499,Brunnen::N,ջրհոր,кое
500,Weide::N,արոտավայր,утлавык
501,Pfad::N,արահետ,сукмак
502,Weg::N,ուղի,юл
503,Straße::N,ճանապարհ,урам
504,Dorf::N,գյուղ,авыл
505,Stadt::N,քաղաք,шәһәр
506,Brief::N,նամակ,хат
507,Buch::N,գիրք,китап
508,Buchstabe::N,տառ,хәреф
509,Buchstabe::N,գիր,хәреф
510,Zeitung::N,լրագիր,газет
511,Zeitung::N,լրագիր,газета
512,Leben::N,կյանք,гомер
513,Leben::N,կյանք,тормыш
514,Leben::N,կյանք,тереклек
515,Tod::N,մահ,үлем
516,Grab::N,գերեզման,гүр
517,Grab::N,գերեզման,кабер
518,Kirche::N,եկեղեցի,чиркәү
519,Sünde::N,մեղք,язык
520,Sünde::N,մեղք,гөнаһ
521,Gott::N,աստված,алла
522,Gott::N,աստված,ходай
523,Arbeiter::N,բանվոր,эшче
524,Arbeiter::N,աշխատող,эшче
525,Chef::N,տեր,башлык
526,Meister::N,վարպետ,оста
527,Arzt::N,բժիշկ,врач
528,Arzt::N,բժիշկ,табиб
529,Lehrer::N,ուսուցիչ,укытучы
530,Lehrer::N,ուսուցիչ,мөгаллим
531,Geld::N,փող,акча
532,Geschäft::N,գործ,эш
533,Geschäft::N,աշխատանք,эш
534,Laden::N,կրպակ,кибет
535,Laden::N,կրպակ,магазин
536,Laden::N,խանութ,кибет
537,Laden::N,խանութ,магазин
538,Preis::N,գին,бәя
539,Preis::N,գին,бәһа
540,Ware::N,ապրանք,товар
541,Nutzen::N,օգուտ,файда
542,Reichtum::N,հարստություն,байлык
543,Welt::N,աշխարհ,дөнья
544,Land::N,երկիր,ил
545,Staat::N,պետություն,дәүләт
546,König::N,արքա,патша
547,König::N,թագավոր,патша
548,Macht::N,իշխանություն,хакимият
549,Grenze::N,սահման,чик
550,Krieg::N,պատերազմ,сугыш
551,Feind::N,թշնամի,дошман
552,Gewalt::N,բռնություն,көчләү
553,Gewalt::N,սաստկություն,көчләү
554,Kampf::N,մարտ,көрәш
555,Bogen[Waffe]::N,աղեղ,җәя
556,Pfeil::N,նետ,ук
557,Gewehr::N,հրացան,мылтык
558,Fehler::N,սխալ,хата
559,Lüge::N,սուտ,ялган
560,Schaden::N,վնաս,зыян
561,Schaden::N,վնաս,зарар
562,Unglück::N,դժբախտություն,бәла
563,Schuld::N,պակասություն,гаеп
564,Alter::N,հասակ,яшь
565,Schluss::N,վերջ,ахыр
566,Schluss::N,վախճան,ахыр
567,Zeit::N,ժամանակ,заман
568,Tag::N,օր,көн
569,Morgen::N,առավոտ,иртә
570,Mittag::N,կեսօր,өйлә
571,Abend::N,երեկո,кич
572,Nacht::N,գիշեր,төн
573,Woche::N,շաբաթ,атна
574,Monat::N,ամիս,ай
575,Jahr::N,տարի,ел
576,Frühling::N,գարուն,яз
577,Sommer::N,ամառ,җәй
578,Herbst::N,աշուն,көз
579,Winter::N,ձմեռ,кыш
580,Januar::N,հունվար,гыйнвар
581,Februar::N,փետրվար,февраль
582,März::N,մարտ,март
583,April::N,ապրիլ,апрель
584,Mai::N,մայիս,май
585,Juni::N,հունիս,июнь
586,Juli::N,հուլիս,июль
587,August::N,օգոստոս,август
588,September::N,սեպտեմբեր,сентябрь
589,Oktober::N,հոկտեմբեր,октябрь
590,November::N,նոյեմբեր,ноябрь
591,Dezember::N,դեկտեմբեր,декабрь
592,Montag::N,երկուշաբթի,дүшәмбе
593,Dienstag::N,երեքշաբթի,сишәмбе
594,Mittwoch::N,չորեքշաբթի,чәршәмбе
595,Donnerstag::N,հինգշաբթի,атнакич
596,Donnerstag::N,հինգշաբթի,пәнҗешәмбе
597,Freitag::N,ուրբաթ,җомга
598,Samstag::N,շաբաթ,шимбә
599,Sonntag::N,կիրակի,якшәмбе
600,groß::A,մեծ,зур
601,groß::A,խոշոր,зур
602,klein::A,պստիկ,кечкенә
603,klein::A,փոքրիկ,кечкенә
604,lang::A,երկար,озын
605,kurz::A,կարճ,кыска
606,breit::A,լայն,киң
607,schmal::A,նեղ,кысык
608,dicht::A,խիտ,куе
609,dick[Gegenstand]::A,հաստ,калын
610,dünn::A,բարակ,нечкә
611,fein::A,նուրբ,нәзакәтле
612,fest::A,ամուր,нык
613,fest::A,պինդ,нык
614,flach::A,տափակ,яссы
615,flach::A,տափակ,ялпак
616,glatt::A,հարթ,шома
617,hart::A,կարծր,каты
618,weich::A,մեղմ,йомшак
619,weich::A,փափուկ,йомшак
620,rund::A,կլոր,түгәрәк
621,spitz::A,սրածայր,очлы
622,scharf::A,սուր,үткен
623,stumpf::A,գուլ,үтмәс
624,schwer::A,ծանր,салмак
625,schön::A,սիրուն,гүзәл
626,schön::A,գեղեցիկ,гүзәл
627,heiß::A,թեժ,эссе
628,warm::A,տաք,җылы
629,warm::A,ջերմ,җылы
630,kalt::A,ցուրտ,суык
631,kalt::A,ցուրտ,салкын
632,kühl::A,զով,салкынча
633,frisch::A,թարմ,салкынча
634,feucht::A,ղոնավ,юеш
635,nass::A,թաց,дымлы
636,trocken::A,ցամաք,коры
637,voll::A,լի,тулы
638,voll::A,լիքը,тулы
639,leer::A,դատարկ,буш
640,offen::A,բաց,ачык
641,geschlossen::A,գոց,йомык
642,sauber::A,մաքուր,пакь
643,sauber::A,մաքուր,чиста
644,schmutzig::A,կեղտոտ,керле
645,schmutzig::A,կեղտոտ,пычрак
646,roh::A,հում,чи
647,reif::A,հասած,өлгергән
648,reif::A,հասուն,өлгергән
649,lecker::A,համեղ,тәмле
650,süß::A,անուշ,татлы
651,bitter::A,կծու,ачы
652,sauer::A,թթու,әче
653,sauer::A,թթված,әче
654,hell::A,պայծառ,якты
655,hell::A,խելամիտ,якты
656,dunkel::A,մութ,кара
657,schwarz::A,սեւ,кара
658,weiß::A,սպիտակ,ак
659,rot::A,կարմիր,кызыл
660,gelb::A,դեղին,сары
661,blau::A,կապույտ,күк
662,grün::A,կանաչ,яшел
663,grau::A,գորշ,соры
664,bunt::A,գոյնզգոյն,чуар
665,billig::A,էժան,арзан
666,teuer::A,թանկ,хаклы
667,wertvoll::A,թանկարժեք,кыйммәтле
668,blind::A,կույր,сукыр
669,blind::A,կույր,күзсез
670,taub::A,խուլ,чукрак
671,taub::A,խուլ,саңгырау
672,kräftig::A,հզոր,егәрле
673,stark::A,ուժեղ,нык
674,stark::A,ուժեղ,базык
675,schwach::A,տկար,зәгыйфь
676,schwach::A,թույլ,зәгыйфь
677,fett::A,գեր,симез
678,schlank::A,նիհար,нәзек
679,hübsch::A,գրավիչ,чибәр
680,hübsch::A,սիրունիկ,чибәр
681,böse::A,չար,усал
682,dumm::A,հիմար,акылсыз
683,faul::A,ծույլ,ялкау
684,faul::A,ծույլ,иренчәк
685,fleißig::A,ջանասեր,тырыш
686,fleißig::A,ջանասեր,тырышучан
687,fleißig::A,փութաջան,тырыш
688,fleißig::A,փութաջան,тырышучан
689,geizig::A,ագահ,саран
690,geizig::A,կծծի,саран
691,klug::A,խելոք,акыллы
692,klug::A,ընդունակ,акыллы
693,geschickt::A,ճարտար,маһир
694,lieb::A,սիրելի,сөекле
695,lustig::A,զվարթ,күңелле
696,sanft::A,հեզ,басынкы
697,hungrig::A,քաղցած,ач
698,krank::A,հիվանդ,чирле
699,krank::A,հիվանդ,сырхау
700,nackt::A,մերկ,шәрә
701,traurig::A,տխուր,ямансу
702,lebendig::A,կենդանի,тере
703,gut::A,լավ,яхшы
704,schlecht::A,վատ,начар
705,richtig::A,ձիշտ,дөрес
706,schlimm::A,լղրճուկ,әшәкә
707,wahr::A,ճիշտ,чып-чын
708,wahr::A,իրական,чып-чын
709,alt::A,հին,иске
710,neu::A,նոր,яңа
711,ehemalig::A,նախկին,элекке
712,alt[Lebewesen]::A,ծեր,карт
713,alt[Lebewesen]::A,պառավ,карт
714,jung::A,մատաղ,яшь
715,arm::A,աղքատ,фәкыйрь
716,reich::A,հարուստ,бай
717,bekannt::A,ծանոթ,таныш
718,berühmt::A,հայտնի,атаклы
719,berühmt::A,հռչակավոր,атаклы
720,fremd::A,օտար,ят
721,verschieden::A,տարբեր,төрле
722,nah::A,մոտ,якын
723,nah::A,մերձ,якын
724,fern::A,հեռավոր,ерак
725,linker::A,ձախ,сул
726,rechter::A,աջ,уң
727,anderer::A,այլ,бүтән
728,anderer::A,ուրիշ,бүтән
729,erster::A,առաջին,беренче
730,zweiter::A,երկրորդ,икенче
731,dritter::A,երրորդ,өченче
732,letzter::A,վերջին,ахыргы
733,allein::ADV,միայնակ,ялгыз
734,auf einmal::ADV,միասնաբար,бердән
735,zusammen::ADV,միասին,бергә
736,zusammen::ADV,իրար հետ,бергә
737,lange::ADV,երկար ժամանակ,озак
738,plötzlich::ADV,հանկարծ,искәрмәстән
739,sofort::ADV,իսկույն,хәзер
740,später::ADV,ավելի ուշ,соңрак
741,später::ADV,հետո,соңрак
742,jetzt::ADV,այժմ,хәзер
743,heute::ADV,այսօր,бүген
744,morgen::ADV,վաղը,иртәгә
745,bald::ADV,շուտով,тиздән
746,dann::ADV,ապա,аннары
747,dann::ADV,հետո,аннары
748,gestern::ADV,երեկ,кичә
749,einst::ADV,հին ատեն,берчак
750,damals::ADV,ատէնին,ул вакытта
751,damals::ADV,ատէնին,ул чакта
