,Concept_ID,te,hu
142,Kralle::N,వంకరగోరు,karom
143,Schwanz::N,తోక,farok
144,Ei::N,గ్రుడ్డు,tojás
145,Nest::N,పక్షిగూడు,fészek
146,Bau::N,గుహ,odú
147,Tier::N,జంతువు,állat
148,Herde::N,మంద,nyáj
149,Herde::N,మంద,csorda
150,Kuh::N,ఆవు,tehén
151,Bulle::N,గిత్త,bika
152,Pferd::N,గుఱ్ఱము,ló
153,Schaf::N,గొఱ్ఱె,juh
154,Schaf::N,గొఱ్ఱె,birka
155,Schwein::N,పంది,sertés
156,Hund::N,కుక్క,eb
157,Hund::N,కుక్క,kutya
158,Katze::N,పిల్లి,macska
159,Bär::N,ఎలుగుబంటి,medve
160,Eichhörnchen::N,ఉడుత,mókus
161,Elch::N,కణంజు,jávorszarvas
162,Fuchs::N,గుంటనక్క,róka
163,Hase::N,కుందేలు,nyúl
164,Maus::N,చిట్టెలుక,egér
165,Wolf::N,తోడేలు,farkas
166,Vogel::N,పక్షి,madár
167,Schwarm::N,గుంపు,raj
168,Huhn::N,కోడిపిల్ల,tyúk
169,Hahn::N,కోడివుంజు,kakas
170,Gans::N,ఆడుబాతు,lúd
171,Gans::N,ఆడుబాతు,liba
172,Adler::N,గ్రద్ద,sas
173,Ente::N,పాట్టిబాతు,kacsa
174,Eule::N,గ్రుడ్లగూబ,bagoly
175,Kranich::N,కొంగ,daru
176,Krähe::N,కాకి,varjú
177,Kuckuck::N,కోయల,kakukk
178,Schwan::N,హంస,hattyú
179,Fisch::N,చేప,hal
180,Barsch::N,ఒకచేఁప,sügér
181,Hecht::N,గండుమీను,csuka
182,Schlange[Tier]::N,పాము,kígyó
183,Wurm::N,పురుగు,kukac
184,Spinne::N,సాలె పురుగు,pók
185,Ameise::N,చీమ,hangya
186,Laus::N,పేను,tetű
187,Mücke::N,చీకటీగ,szúnyog
188,Fliege::N,ఈగ,légy
189,Schmetterling::N,సీతాకోకచిలుక,lepke
190,Schmetterling::N,సీతాకోకచిలుక,pillangó
191,Beere::N,కాయ,bogyó
192,Apfel::N,ఆపిల్ పండు,alma
193,Pilz::N,కుక్కగొడుగు,gomba
194,Zwiebel::N,నీరుల్లి,hagyma
195,Saat::N,విత్తనము,vetőmag
196,Korn::N,గింజ,mag
197,Korn::N,గింజ,szem
198,Heu::N,ఎండుగడ్డి,széna
199,Schale::N,పొట్టు,héj
200,Grube::N,గొయ్యి,verem
201,Falle::N,బోను,csapda
202,Schlinge::N,ఉరి,tőr
203,Spur::N,జాడ,nyom
204,Asche::N,బూడిద,hamu
205,Dreck::N,ముఱికి,sár
206,Dreck::N,ముఱికి,piszok
207,Eisen::N,ఇనుము,vas
208,Gold::N,బంగారము,arany
209,Silber::N,వెండి,ezüst
210,Kohle::N,నేలబొగ్గు,szén
211,Glas::N,గాజు,üveg
212,Lehm::N,బంకమన్ను,agyag
213,Lehm::N,బంకమన్ను,vályog
214,Sand::N,ఇసుక,homok
215,Mensch::N,నరుడు,ember
216,Mann::N,పురుమడు,úr
217,Mann::N,పురుమడు,férfi
218,Frau::N,ఆడుది,nő
219,Frau::N,ఆడుది,asszony
220,Kind::N,బిడ్డ,gyerek
221,Kind::N,బిడ్డ,gyermek
222,Junge::N,బాలుడు,fiú
223,Mädchen::N,బాలిక,lány
224,Familie::N,కుటుంబము,család
225,Großvater::N,తాత,nagyapa
226,Großmutter::N,అయ్యమ్మ,nagyanya
227,Eltern::N,తల్లితండ్రులు,szülők
228,Vater::N,తండ్రి,apa
229,Vater::N,తండ్రి,atya
230,Mutter::N,తల్లి,anya
231,Sohn::N,కొడుకు,fiú
232,Tochter::N,కూతురు,lány
233,Bruder::N,పోదరుడు,fivér
234,Bruder::N,పోదరుడు,testvér
235,Schwester::N,సోదరి,nővér
236,Schwester::N,సోదరి,lánytestvér
237,Onkel::N,మేనమామ,nagybácsi
238,Tante::N,మేనత్త,nagynéni
239,Tante::N,పినతల్లి,nagynéni
240,Ehemann::N,భర్త,férj
241,Ehefrau::N,భార్య,feleség
242,Freude::N,సంతోషము,öröm
243,Gelächter::N,నవ్వు,nevetés
244,Gelächter::N,నవ్వు,hahotázás
245,Glück::N,సంతోషము,boldogság
246,Kummer::N,దుఃఖము,bánat
247,Wunsch::N,కోరిక,óhaj
248,Lust::N,కోరిక,kedv
249,Geist::N,ఆత్మ,elme
250,Geist::N,ఆత్మ,szellem
251,Gedanke::N,ఆలోచన,gondolat
252,Gedächtnis::N,జ్ఞాపకము,emlékezet
253,Verstand::N,మనస్సు,ész
254,Verstand::N,మనస్సు,értelem
255,Sinn::N,అర్థము,értelem
256,Grund::N,కారణము,ok
257,Grund::N,కారణము,alap
258,Wahrheit::N,సత్యము,igaz
259,Wahrheit::N,సత్యము,igazság
260,Gespräch::N,పంభాషణ,beszélgetés
261,Märchen::N,అద్భుతకథ,mese
262,Erzählung::N,కథ,elbeszélés
263,Nachricht::N,వార్త,hír
264,Nachricht::N,వార్త,híradás
265,Neuigkeit::N,వార్త,újság
266,Name::N,పేరు,név
267,Rätsel::N,చిక్కు,rejtvény
268,Rede::N,ఉపన్యాసము,beszéd
269,Rede::N,ఉపన్యాసము,szónoklat
270,Sprache::N,భాష,nyelv
271,Stimme::N,కంరథ్సని,hang
272,Wort::N,మాట,szó
273,Zeichen::N,గుర్తు,jel
274,Ruf::N,పిలువు,kiáltás
275,Lärm::N,సందడి,zaj
276,Laut::N,ధ్వని,hang
277,Ton::N,స్వరము,hang
278,Lied::N,పాట,dal
279,Lied::N,పాట,ének
280,Ruhe::N,గాలిలేమి,csend
281,Ruhe::N,గాలిలేమి,nyugalom
282,Leute::N,జనులు,emberek
283,Volk::N,జాతి,nép
284,Arbeit::N,పని,dolog
285,Gast::N,అతిధి,vendég
286,Geschenk::N,దానము,ajándék
287,Spiel::N,ఆట,játék
288,Gesellschaft::N,జట్టు,társaság
289,Hilfe::N,సాహాయ్యము,segítség
290,Freund::N,స్నేహితుడు,barát
291,Kamerad::N,చెలికాడు,társ
292,Angelegenheit::N,విషయము,ügy
293,Anzahl::N,లెక్క,szám
294,Art::N,జాతి,faj
295,Art::N,జాతి,fajta
296,Stück::N,తునుక,darab
297,Teil::N,భాగము,rész
298,Hälfte::N,సగము,fél
299,Kreis::N,వృత్తము,kör
300,Kreuz::N,సిలువ,kereszt
301,Linie::N,గీత,vonal
302,Strich::N,గీత,vonás
303,Abstand::N,సందు,köz
304,Entfernung::N,దూరము,távolság
305,Gegend::N,విస్తీర్ణము,táj
306,Gegend::N,విస్తీర్ణము,vidék
307,Platz::N,ఎడము,hely
308,Ort::N,స్థలము,hely
309,Seite::N,ప్రక్క,fél
310,Seite::N,ప్రక్క,oldal
311,Mitte::N,నడిమి,közép
312,Gegenstand::N,పద్దు,tárgy
313,Sache::N,వస్తువు,dolog
314,Rand::N,అంచు,szél
315,Rand::N,అంచు,perem
316,Rand::N,అంచు,szegély
317,Kante::N,అంచు,él
318,Ecke::N,మూల,sarok
319,Ecke::N,మూల,szöglet
320,Spitze::N,మొన,csúcs
321,Ende::N,కొన,vég
322,Loch::N,రంధ్రము,lyuk
323,Winkel::N,కోణము,szög
324,Muster::N,మాదిరి,minta
325,Größe::N,పరిమాణము,nagyság
326,Länge::N,పొడుగు,hossz
327,Länge::N,పొడుగు,hosszúság
328,Höhe::N,పొడుగు,magasság
329,Gewicht::N,భారము,súly
330,Menge::N,మొత్తము,sokaság
331,Menge::N,మొత్తము,mennyiség
332,Haufen::N,రాశి,halom
333,Reihe::N,వరుస,sor
334,Boot::N,పడవ,csónak
335,Ruder::N,అడక,evező
336,Schlitten::N,సరవండ్లు,szánkó
337,Ski::N,స్కీ,sí
338,Lagerfeuer::N,నెగడు,tábortűz
339,Last::N,బరువు,teher
340,Gang::N,నడక,járás
341,Schritt::N,అడుగు,lépés
342,Norden::N,ఉత్తరదిక్కు,észak
343,Süden::N,దక్షిణము,dél
344,Westen::N,పడమర,nyugat
345,Osten::N,తూర్పు,kelet
346,Holz::N,కొయ్య,fa
347,Brett::N,పలక,deszka
348,Platte::N,పలక,lap
349,Platte::N,పలక,lemez
350,Stütze::N,వాల్సేడ్లు,támasz
351,Stütze::N,వాల్సేడ్లు,támaszték
352,Stange::N,స్తంభము,rúd
353,Stange::N,స్తంభము,pózna
354,Stock::N,కఱ్ఱ,pálca
355,Stab::N,కఱ్ఱ,bot
356,Rohr::N,గొట్టము,cső
357,Haus::N,ఇల్లు,ház
358,Heim::N,స్వగృహము,otthon
359,Ofen::N,పొయ్యి,kályha
360,Fußboden::N,నేల,padló
361,Tisch::N,మేజా,asztal
362,Stuhl::N,కుర్చీ,szék
363,Wiege::N,ఉయ్యాల,bölcső
364,Bett::N,పడక,ágy
365,Bett::N,మంచం,ágy
366,Regal::N,అటక,polc
367,Regal::N,అటక,állvány
368,Kiste::N,వెట్టె,láda
369,Fenster::N,కిటికి,ablak
370,Tür::N,ద్వారము,ajtó
371,Tor::N,ద్వారము,kapu
372,Zaun::N,కంచె,kerítés
373,Dach::N,ఇంటివైకప్పు,tető
374,Leiter::N,నిచ్చెన,létra
375,Besen::N,చీపురుకట్ట,seprű
376,Spaten::N,పాఱ,ásó
377,Schaufel::N,పాఱ,lapát
378,Gabel::N,ముండ్లగరిటె,villa
379,Löffel::N,గరిటె,kanál
380,Messer::N,కత్తి,kés
381,Nagel::N,మేకు,szeg
382,Netz::N,వల,háló
383,Haken::N,కొక్కెము,kampó
384,Griff::N,పిడి,nyél
385,Griff::N,పిడి,fogantyú
386,Schloss::N,తాళము,zár
387,Bild::N,చిత్రము,kép
388,Figur::N,రూపము,alak
389,Puppe::N,బొమ్మ,bábu
390,Beutel::N,సంచి,zacskó
391,Bündel::N,మూట,köteg
392,Tasche::N,సంచి,táska
393,Eimer::N,చేద,vödör
394,Deckel::N,మూత,fedő
395,Deckel::N,మూత,fedél
396,Geschirr::N,వంటకాలు,edény
397,Sack::N,గోనెసంచి,zsák
398,Tasse::N,గిన్నె,csésze
399,Topf::N,కుండ,fazék
400,Kessel::N,నీరుకాచుపాత్ర,üst
401,Kessel::N,నీరుకాచుపాత్ర,bogrács
402,Essen::N,ఆహారము,evés
403,Essen::N,ఆహారము,étkezés
404,Nahrung::N,ఆహారము,ennivaló
405,Speise::N,ఆహారము,étel
406,Fleisch::N,మాంసము,hús
407,Getreide::N,ధాన్యము,gabona
408,Brei::N,గుజ్జు,pép
409,Brei::N,గుజ్జు,kása
410,Brot::N,రొట్టె,kenyér
411,Scheibe::N,బద్ద,szelet
412,Fett::N,క్రొవ్వు,háj
413,Fett::N,క్రొవ్వు,zsír
414,Butter::N,వెన్న,vaj
415,Öl::N,నూనె,olaj
416,Salz::N,ఉప్పు,só
417,Suppe::N,చారు,leves
418,Honig::N,తెనె,méz
419,Milch::N,పాలు,tej
420,Tee::N,తేనీరు,tea
421,Leder::N,బాగుచేసివతోలు,bőr
422,Wolle::N,ఉన్ని,gyapjú
423,Stoff::N,బట్ట,szövet
424,Nadel::N,సూది,tű
425,Faden::N,దారము,fonál
426,Knopf::N,బొత్తాము,gomb
427,Knoten::N,ముడి,csomó
428,Farbe::N,రంగు,szín
429,Farbe::N,రంగు,festék
430,Kleidung::N,బట్టలు,ruha
431,Kleidung::N,బట్టలు,ruházat
432,Hemd::N,చొక్కాయ,ing
433,Kragen::N,మాల,gallér
434,Ärmel::N,చొక్కాయచెయ్యి,ujj
435,Hose::N,ఇజారు,gatya
436,Hose::N,ఇజారు,nadrág
437,Gürtel::N,పటకా,öv
438,Mütze::N,టోపి,sapka
439,Schuh::N,పాదరక్ష,cipő
440,Stiefel::N,బూటు,csizma
441,Ring::N,ఉంగరము,gyűrű
442,Band::N,నాడా,szalag
443,Kamm::N,దువ్వెన,fésű
444,Spiegel::N,అద్దము,tükör
445,Riemen::N,వాడా,szíj
446,Schnur::N,దారము,zsinór
447,Leine::N,వారు,póráz
448,Decke::N,కంబళి,takaró
449,Kissen::N,తలగడ,párna
450,Tuch::N,బట్ట,kendő
451,Handtuch::N,తువాలు,törülköző
452,Kraft::N,బలము,erő
453,Stärke::N,శక్తి,erő
454,Stärke::N,శక్తి,erősség
455,Gesundheit::N,ఆరోగ్యము,egészség
456,Krankheit::N,రోగము,kór
457,Krankheit::N,రోగము,betegség
458,Schmerz::N,నొప్పి,fájdalom
459,Wunde::N,గాయము,seb
460,Fieber::N,జ్వరము,láz
461,Arznei::N,మందు,orvosság
462,Arznei::N,మందు,gyógyszer
463,Brücke::N,వంతెన,híd
464,Brunnen::N,బావి,kút
465,Brunnen::N,కూపము,kút
466,Brunnen::N,నుయ్యి,kút
467,Weide::N,పచ్చికబయలు,legelő
468,Pfad::N,కాలిత్రోవ,ösvény
469,Weg::N,మార్గము,út
470,Straße::N,బాట,út
471,Dorf::N,గ్రామము,falu
472,Stadt::N,పట్టణము,város
473,Brief::N,జాబు,levél
474,Buch::N,పుస్తకము,könyv
475,Buchstabe::N,అక్షరము,betű
476,Zeitung::N,వార్తాపత్రిక,újság
477,Zeitung::N,వార్తాపత్రిక,hírlap
478,Leben::N,ప్రాణము,élet
479,Tod::N,మరణము,halál
480,Grab::N,సమాధి,sír
481,Kirche::N,క్రెస్తవులగుడి,templom
482,Sünde::N,పాపము,bűn
483,Sünde::N,పాపము,vétek
484,Gott::N,దేవుడు,isten
485,Arbeiter::N,పనిపాటుచేశేవాడు,munkás
486,Chef::N,యజమానుడు,főnök
487,Meister::N,కళాకారుడు,mester
488,Arzt::N,వైద్యుడు,orvos
489,Lehrer::N,ఉపాధ్యాయుడు,tanár
490,Lehrer::N,ఉపాధ్యాయుడు,tanító
491,Geld::N,ద్రవ్యము,pénz
492,Geschäft::N,వ్యాపారము,üzlet
493,Laden::N,అంగడి,bolt
494,Preis::N,వెల,ár
495,Ware::N,సరకులు,áru
496,Nutzen::N,ప్రయోజనము,haszon
497,Reichtum::N,ధనము,gazdagság
498,Welt::N,ప్రపంచము,világ
499,Land::N,దేశము,ország
500,Staat::N,రాజ్యము,állam
501,König::N,రాజు,király
502,Macht::N,అధికారము,hatalom
503,Grenze::N,సరిహద్దు,határ
504,Krieg::N,యుద్ధము,háború
505,Feind::N,శత్రువు,ellenség
506,Gewalt::N,దౌర్జన్యము,erőszak
507,Kampf::N,పోట్లాట,harc
508,Bogen[Waffe]::N,విల్లు,íj
509,Pfeil::N,బాణము,nyíl
510,Gewehr::N,తుపాకి,puska
511,Gewehr::N,తుపాకి,fegyver
512,Fehler::N,తప్ప,hiba
513,Lüge::N,అసత్యము,hazugság
514,Schaden::N,నష్టము,kár
515,Unglück::N,దురదృష్టము,csapás
516,Unglück::N,దురదృష్టము,balszerencse
517,Schuld::N,తప్పు,bűn
518,Alter::N,వయస్సు,kor
519,Schluss::N,ముగింపు,vég
520,Schluss::N,ముగింపు,befejezés
521,Zeit::N,కాలము,idő
522,Tag::N,దినము,nap
523,Morgen::N,ఉదయము,reggel
524,Mittag::N,మధ్యాహ్నము,dél
525,Abend::N,సాయంకాలము,este
526,Nacht::N,రత్రి,éj
527,Nacht::N,రత్రి,éjszaka
528,Woche::N,వారము,hét
529,Monat::N,నెల,hó
530,Monat::N,నెల,hónap
531,Jahr::N,సంవత్సరము,év
532,Frühling::N,వసంతకాలము,tavasz
533,Sommer::N,వేసవికాము,nyár
534,Herbst::N,ఆకురాలుకాలము,ősz
535,Winter::N,శీతకాలము,tél
536,Januar::N,జనవరి,január
537,Februar::N,ఫిబ్రవరి,február
538,März::N,మార్చి,március
539,April::N,ఏప్రిలు,április
540,Mai::N,మే,május
541,Juni::N,జూన్,június
542,Juli::N,జూలై,július
543,August::N,ఆగస్టు,augusztus
544,September::N,సెప్ఠెంబరు,szeptember
545,Oktober::N,అక్టోబరు,október
546,November::N,నవంబరు,november
547,Dezember::N,డిసెంబర్,december
548,Montag::N,సోమవారము,hétfő
549,Dienstag::N,మంగళవారము,kedd
550,Mittwoch::N,బుధవారము,szerda
551,Donnerstag::N,గురువారము,csütörtök
552,Freitag::N,శుక్రవారము,péntek
553,Samstag::N,శనివారము,szombat
554,Sonntag::N,ఆదివారము,vasárnap
555,groß::A,గొప్పైన,nagy
556,klein::A,చిన్న,pici
557,klein::A,చిన్న,kicsi
558,lang::A,పొడుగాటి,hosszú
559,kurz::A,పొట్టి,rövid
560,breit::A,వెడల్పైన,széles
561,schmal::A,ఇఱుకైన,keskeny
562,dicht::A,దట్టమైన,sűrű
563,dick[Gegenstand]::A,దట్టమైన,vastag
564,dünn::A,పలుచని,vékony
565,fein::A,నాజాకైన,vékony
566,fest::A,దృడమైవ,szilárd
567,flach::A,చదువైన,sík
568,flach::A,చదువైన,lapos
569,glatt::A,నున్నని,sima
570,hart::A,కఠినమైన,kemény
571,weich::A,మృదువైన,puha
572,rund::A,గుండ్రని,kerek
573,spitz::A,మొనగల,hegyes
574,scharf::A,పదనైన,éles
575,stumpf::A,వాడిలేని,tompa
576,stumpf::A,వాడిలేని,életlen
577,schwer::A,బరువ్తెన,nehéz
578,schwer::A,బరువ్తెన,súlyos
579,schön::A,సుందరమైన,szép
580,heiß::A,వేడియైన,forró
581,warm::A,వెచ్చని,meleg
582,kalt::A,చల్లని,hideg
583,kühl::A,చల్లని,hűs
584,kühl::A,చల్లని,hűvös
585,frisch::A,తాజాయైన,üde
586,frisch::A,తాజాయైన,friss
587,feucht::A,చెమ్మగానున్న,nedves
588,nass::A,తడిగామన్న,vizes
589,trocken::A,ఎండిన,száraz
590,voll::A,నిండు,telt
591,leer::A,శూన్యమైన,üres
592,offen::A,తెఱచియున్న,nyílt
593,offen::A,తెఱచియున్న,nyitott
594,geschlossen::A,మూసిన,zárt
595,geschlossen::A,మూసిన,csukott
596,sauber::A,పరిశుద్ధమైన,tiszta
597,schmutzig::A,ముఱికియైన,piszkos
598,schmutzig::A,ముఱికియైన,szennyes
599,roh::A,పచ్చి,nyers
600,reif::A,పండివ,érett
601,lecker::A,రుచి గల,finom
602,süß::A,తియ్యని,édes
603,bitter::A,చేదైన,keserű
604,sauer::A,పుల్లని,savanyú
605,hell::A,కాంతిగల,világos
606,dunkel::A,చీకటియైన,sötét
607,schwarz::A,నల్లని,fekete
608,weiß::A,తెలుపు,fehér
609,rot::A,ఎఱ్ఱని,vörös
610,gelb::A,పసుపు పచ్చ,sárga
611,blau::A,నీలవర్ణము,kék
612,grün::A,ఆకుపచ్చని,zöld
613,grau::A,నెరిసిన,ősz
614,grau::A,నెరిసిన,szürke
615,bunt::A,రంగేలీ,tarka
616,bunt::A,రంగేలీ,színes
617,billig::A,చౌకయైన,olcsó
618,teuer::A,వెలపొడుగైన,drága
619,wertvoll::A,విలుప్తెన,értékes
620,blind::A,గ్రుడ్డి,vak
621,taub::A,చెవిటి,süket
622,kräftig::A,శక్తి గల,erős
623,stark::A,బలమైన,erős
624,schwach::A,బలహీనమైన,gyenge
625,schwach::A,బలహీనమైన,erőtlen
626,fett::A,క్రొవ్విన,hájas
627,schlank::A,సన్నని,karcsú
628,hübsch::A,సాగప్తెన,csinos
629,böse::A,చెడ్డ,rossz
630,böse::A,చెడ్డ,gonosz
631,dumm::A,తెలివిలేని,buta
632,dumm::A,తెలివిలేని,ostoba
633,faul::A,సోమరియైన,lusta
634,fleißig::A,శ్రద్దగల,szorgalmas
635,geizig::A,పిసినారియైన,fukar
636,geizig::A,పిసినారియైన,fösvény
637,klug::A,తెలివిగల,okos
638,klug::A,తెలివిగల,eszes
639,geschickt::A,నిపుణతగల,ügyes
640,lieb::A,ప్రియమైన,drága
641,lieb::A,ప్రియమైన,kedves
642,lustig::A,ఉల్లాసము గల,víg
643,lustig::A,ఉల్లాసము గల,vidám
644,sanft::A,సాధువైన,enyhe
645,hungrig::A,ఆకలిగొనిన,éhes
646,krank::A,వ్యాధిగల,beteg
647,nackt::A,దిగంబరమైన,csupasz
648,nackt::A,దిగంబరమైన,meztelen
649,traurig::A,విచారముగల,bús
650,traurig::A,విచారముగల,szomorú
651,lebendig::A,ప్రాణముతో నున్న,élő
652,gut::A,మంచి,jó
653,schlecht::A,చెడ్డ,rossz
654,richtig::A,సరియైన,helyes
655,schlimm::A,అసహ్యమైన,rossz
656,wahr::A,నిజమైన,igaz
657,alt::A,ముసలి,ó
658,alt::A,ముసలి,régi
659,neu::A,క్రొత్త,új
660,ehemalig::A,పూర్వపు,volt
661,ehemalig::A,పూర్వపు,egykori
662,alt[Lebewesen]::A,ముసలి,öreg
663,jung::A,పసి,fiatal
664,arm::A,బీద,szegény
665,reich::A,ధనవంతుడైన,gazdag
666,bekannt::A,తెలిసిన,ismert
667,bekannt::A,తెలిసిన,ismeretes
668,berühmt::A,ప్రపిద్దికెక్కివ,híres
669,fremd::A,అన్యమైన,idegen
670,verschieden::A,భేదమైన,különböző
671,nah::A,దగ్గఱనున్న,közeli
672,fern::A,దూరమందున్న,távoli
673,linker::A,ఎడమప్రక్కగ,bal
674,rechter::A,కుడి,jobb
675,anderer::A,వేఱ్తెన,más
676,anderer::A,వేఱ్తెన,másik
677,erster::A,మొదటి,első
678,zweiter::A,రెండన,második
679,dritter::A,మూడో,harmadik
680,letzter::A,కడపటి,utolsó
681,allein::ADV,ఒంటిగా,egyedül
682,auf einmal::ADV,హరాత్తుగ,egyszerre
683,zusammen::ADV,కలిసి,együtt
684,zusammen::ADV,కలిసి,összesen
685,lange::ADV,బహుకాలము,sokáig
686,lange::ADV,బహుకాలము,hosszan
687,plötzlich::ADV,హరాత్తుగ,hirtelen
688,plötzlich::ADV,హరాత్తుగ,egyszerre
689,sofort::ADV,తక్షణము,rögtön
690,sofort::ADV,తక్షణము,tüstént
691,später::ADV,ఇటీవలి,későn
692,jetzt::ADV,ఇప్పుడు,most
693,heute::ADV,నేడు,ma
694,morgen::ADV,ఱేపు,holnap
695,bald::ADV,శీఘ్రముగ,majd
696,bald::ADV,శీఘ్రముగ,nemsokára
697,dann::ADV,అప్పుడు,akkor
698,gestern::ADV,నిన్నటి దినము,tegnap
699,einst::ADV,పూర్వమొకప్పుడు,hajdan
700,damals::ADV,అప్పుడు,akkor
701,damals::ADV,అప్పుడు,akkoriban
702,danach::ADV,అప్పుడు,azután
703,vorher::ADV,ఎదుట,előbb
704,zuerst::ADV,మొదటిలో,először
