,Concept_ID,la,udm
84,Nebel::N,nebula,бус
85,Wolke::N,nubes,пилем
86,Regen::N,imber,зор
87,Regen::N,pluvia,зор
88,Schnee::N,nix,лымы
89,Eis::N,glacies,йӧ
90,Frost::N,gelu,кезьыт
91,Kälte::N,frigus,кезьыт
92,Hitze::N,calor,пӧсь
93,Hitze::N,aestus,пӧсь
94,Raureif::N,pruina,гӧр
95,Regenbogen::N,arcus,вуюись
96,Donner::N,tonitrus,гудыри
97,Strömung::N,fluctus,бызён
98,Tropfen::N,gutta,шапык
99,Schaum::N,spuma,шукы
100,Schmutz::N,sordes,нӧд
101,Schmutz::N,sordes,дэри
102,Schmutz::N,squalor,нӧд
103,Schmutz::N,squalor,дэри
104,See::N,lacus,ты
105,Sumpf::N,palus,нюр
106,Moor::N,palus,нюр
107,Wiese::N,pratum,возь
108,Wiese::N,pratum,возьвыл
109,Wald::N,silva,сик
110,Wald::N,silva,нюлэс
111,Hügel::N,collis,выр
112,Hügel::N,collis,вырйыл
113,Anhöhe::N,specula,выр
114,Anhöhe::N,specula,вырйыл
115,Berg::N,mons,гурезь
116,Gipfel::N,vertex,йыл
117,Höhle::N,caverna,гу
118,Höhle::N,spelunca,гу
119,Abhang::N,declivum,бам
120,Quelle::N,fons,ошмес
121,Bach::N,rivus,пичи шур
122,Fluss::N,flumen,шур
123,Ufer::N,ripa,ярдур
124,Küste::N,litus,вудур
125,Festland::N,continens,мувыр
126,Meer::N,mare,зарезь
127,Bucht::N,sinus,вукож
128,Insel::N,insula,вумуӵ
129,Insel::N,insula,шормуӵ
130,Blume::N,flos,сяська
131,Gras::N,herba,турын
132,Gras::N,gramen,турын
133,Wurzel::N,radix,выжы
134,Baum::N,arbor,пу
135,Stamm::N,truncus,модос
136,Rinde::N,cortex,сул
137,Ast::N,ramus,ул
138,Zweig::N,ramus,вай
139,Blatt::N,folium,куар
140,Birke::N,betulla,кызьпу
141,Kiefer[Baum]::N,pinus,пужым
142,Weide[Baum]::N,salix,бадьпу
143,Tanne::N,abies,кыз
144,Horn::N,cornu,сюр
145,Feder::N,penna,тылы
146,Fell::N,pellis,ку
147,Flügel::N,ala,бурд
148,Klaue::N,unguis,гижы
149,Kralle::N,unguis,пыд
150,Schwanz::N,cauda,быж
151,Ei::N,ovum,пуз
152,Ei::N,ovum,кукей
153,Nest::N,nidus,кар
154,Nest::N,nidus,пузкар
155,Bau::N,cavum,кар
156,Bau::N,cavum,гу
157,Bau::N,latibulum,кар
158,Bau::N,latibulum,гу
159,Tier::N,bestia,пӧйшур
160,Herde::N,grex,уллё
161,Kuh::N,vacca,скал
162,Bulle::N,taurus,ош
163,Bulle::N,taurus,пороз
164,Pferd::N,equus,вал
165,Schaf::N,ovis,ыж
166,Schwein::N,sus,парсь
167,Schwein::N,porcus,парсь
168,Hund::N,canis,пуны
169,Katze::N,felis,коӵыш
170,Bär::N,ursus,гондыр
171,Eichhörnchen::N,sciurus,коньы
172,Elch::N,alces,койык
173,Fuchs::N,vulpes,ӟичы
174,Hase::N,lepus,кеч
175,Maus::N,mus,шыр
176,Wolf::N,lupus,кион
177,Vogel::N,avis,тылобурдо
178,Schwarm::N,examen,уллё
179,Huhn::N,gallina,курег
180,Hahn::N,gallus,атас
181,Gans::N,anser,ӟазег
182,Adler::N,aquila,ӧрзи
183,Ente::N,anas,ӵӧж
184,Eule::N,ulula,кучыран
185,Eule::N,noctua,кучыран
186,Kranich::N,grus,тури
187,Krähe::N,cornix,куака
188,Kuckuck::N,cuculus,кикы
189,Schwan::N,olor,юсь
190,Schwan::N,cycnus,юсь
191,Fisch::N,piscis,чорыг
192,Barsch::N,perca,юш
193,Hecht::N,esox,чипей
194,Schlange[Tier]::N,serpens,кый
195,Wurm::N,vermis,нумыр
196,Spinne::N,aranea,чонари
197,Ameise::N,formica,кузьыли
198,Laus::N,pediculus,тэй
199,Mücke::N,culex,нымы
200,Mücke::N,culex,чибинь
201,Fliege::N,musca,кут
202,Schmetterling::N,papilio,бубыли
203,Beere::N,baca,узы-боры
204,Apfel::N,malum,яблок
205,Pilz::N,fungus,губи
206,Zwiebel::N,cepa,сугон
207,Saat::N,seges,кидыс
208,Korn::N,granum,тысь
209,Heu::N,faenum,турын
210,Schale::N,putamen,кыд
211,Grube::N,fovea,гу
212,Grube::N,fovea,гоп
213,Falle::N,pedica,налик
214,Schlinge::N,laqueus,гиӟ
215,Schlinge::N,laqueus,герд
216,Spur::N,vestigium,пытьы
217,Spur::N,vestigium,бервыл
218,Asche::N,cinis,пень
219,Dreck::N,lutum,дэри
220,Eisen::N,ferrum,корт
221,Gold::N,aurum,зарни
222,Silber::N,argentum,азвесь
223,Kohle::N,carbo,эгыр
224,Glas::N,vitrum,стекло
225,Glas::N,vitrum,пияла
226,Lehm::N,lutum,сюй
227,Sand::N,arena,луо
228,Mensch::N,homo,мурт
229,Mensch::N,homo,адями
230,Mann::N,vir,воргорон
231,Frau::N,mulier,кышномурт
232,Kind::N,puer,нуны
233,Kind::N,puer,пинал
234,Kind::N,infans,нуны
235,Kind::N,infans,пинал
236,Junge::N,puer,пи
237,Mädchen::N,puella,ныл
238,Familie::N,familia,семья
239,Großvater::N,avus,песятай
240,Großvater::N,avus,пересь атай
241,Großmutter::N,avia,песянай
242,Großmutter::N,avia,пересь анай
243,Eltern::N,parentes,атай-анай
244,Eltern::N,parentes,бубы-мумы
245,Vater::N,pater,айы
246,Vater::N,pater,атай
247,Mutter::N,mater,мумы
248,Sohn::N,filius,пи
249,Tochter::N,filia,ныл
250,Bruder::N,frater,агай
251,Schwester::N,soror,апа
252,Schwester::N,soror,сузэр
253,Onkel::N,patruus,агай
254,Onkel::N,avunculus,агай
255,Tante::N,amita,апа
256,Tante::N,amita,кенак
257,Ehemann::N,maritus,карт
258,Ehefrau::N,uxor,кышно
259,Freude::N,gaudium,шумпотон
260,Freude::N,laetitia,шумпотон
261,Gelächter::N,risus,горем
262,Glück::N,felicitas,шуд
263,Kummer::N,aegritudo,кайгу
264,Kummer::N,aegritudo,куректон
265,Wunsch::N,voluntas,мылпотон
266,Wunsch::N,desiderium,мылпотон
267,Lust::N,libido,потон
268,Lust::N,voluptas,потон
269,Geist::N,mens,лул
270,Geist::N,animus,лул
271,Gedanke::N,sententia,малпан
272,Gedächtnis::N,memoria,йырсазь
273,Gedächtnis::N,memoria,тодэваён
274,Verstand::N,ratio,йырвизь
275,Verstand::N,ingenium,йырвизь
276,Sinn::N,sensus,смысл
277,Grund::N,causa,муг
278,Grund::N,causa,ньӧм
279,Wahrheit::N,veritas,зэм
280,Wahrheit::N,veritas,шонер
281,Gespräch::N,sermo,вераськон
282,Märchen::N,fabula,выжыкыл
283,Erzählung::N,fabula,верос
284,Erzählung::N,narratio,верос
285,Nachricht::N,nuntius,ивор
286,Neuigkeit::N,novitas,выльивор
287,Name::N,nomen,ним
288,Rätsel::N,aenigma,мадькыл
289,Rede::N,oratio,верам
290,Sprache::N,lingua,кыл
291,Stimme::N,vox,куара
292,Wort::N,verbum,кыл
293,Wort::N,vocabulum,кыл
294,Zeichen::N,signum,пус
295,Zeichen::N,signum,тодмет
296,Ruf::N,clamor,ӧтён
297,Ruf::N,clamor,чортон
298,Lärm::N,strepitus,ӵашетон
299,Laut::N,sonus,куара
300,Ton::N,sonus,куара
301,Lied::N,carmen,кырӟан
302,Ruhe::N,quies,чалмыт улон
303,Leute::N,homines,адямиос
304,Volk::N,populus,калык
305,Arbeit::N,labor,уж
306,Gast::N,hospes,куно
307,Gast::N,conviva,куно
308,Geschenk::N,munus,салам
309,Geschenk::N,munus,кузьым
310,Spiel::N,ludus,шудон
311,Gesellschaft::N,societas,калык
312,Hilfe::N,auxilium,юрттон
313,Hilfe::N,subsidium,юрттон
314,Freund::N,amicus,эш
315,Freund::N,amicus,юлтош
316,Kamerad::N,socius,тодмо
317,Angelegenheit::N,res,уж
318,Anzahl::N,numerus,лыд
319,Art::N,genus,тус
320,Stück::N,frustum,юдэс
321,Stück::N,fragmentum,юдэс
322,Teil::N,pars,люкет
323,Hälfte::N,dimidium,ӝыны
324,Kreis::N,orbis,котырес
325,Kreis::N,circus,котырес
326,Kreuz::N,crux,крест
327,Linie::N,linea,гож
328,Strich::N,lineamentum,гож
329,Abstand::N,intervallum,вис
330,Abstand::N,intervallum,кусып
331,Entfernung::N,spatium,кусып
332,Gegend::N,loca,инты
333,Gegend::N,regio,инты
334,Platz::N,locus,инты
335,Ort::N,locus,инты
336,Ort::N,locus,места
337,Seite::N,latus,пал
338,Mitte::N,medium,шор
339,Gegenstand::N,res,арбери
340,Sache::N,res,котыр
341,Rand::N,margo,дур
342,Rand::N,margo,шаер
343,Kante::N,angulus,дур
344,Ecke::N,angulus,сэрег
345,Spitze::N,cacumen,йыл
346,Ende::N,caput,пум
347,Loch::N,foramen,пась
348,Winkel::N,angulus,сэрег
349,Muster::N,exemplum,пужы
350,Größe::N,magnitudo,быдӟала
351,Länge::N,longitudo,кузьдала
352,Höhe::N,altitudo,ӝуждала
353,Gewicht::N,pondus,сектала
354,Gewicht::N,pondus,секытлык
355,Menge::N,copia,лыд
356,Menge::N,copia,лыдпус
357,Haufen::N,acervus,люк
358,Reihe::N,ordo,чур
359,Boot::N,navicula,пыж
360,Boot::N,navicula,лодка
361,Ruder::N,remus,полыс
362,Schlitten::N,sclodia,додьы
363,Ski::N,narta,куас
364,Lagerfeuer::N,ignis,тылскем
365,Last::N,onus,секыт
366,Gang::N,cursus,ветлон
367,Schritt::N,gradus,вамыш
368,Norden::N,septentriones,уйпал
369,Süden::N,meridies,лымшор
370,Westen::N,occidens,шунды пуксён
371,Osten::N,oriens,шунды ӝужан
372,Holz::N,lignum,пу
373,Brett::N,tabula,пул
374,Platte::N,lamina,плита
375,Stütze::N,adminiculum,пыкет
376,Stange::N,pertica,пуӵ
377,Stock::N,baculum,боды
378,Stab::N,scipio,пуӵ
379,Stab::N,scipio,боды
380,Rohr::N,tubus,труба
381,Haus::N,aedes,юрт
382,Heim::N,domicilium,корка
383,Ofen::N,fornax,гур
384,Fußboden::N,solum,выж
385,Tisch::N,mensa,ӝӧк
386,Stuhl::N,sella,пукон
387,Wiege::N,cunae,кӧкы
388,Wiege::N,cunae,зыбка
389,Bett::N,lectus,валес
390,Regal::N,foruli,ӝажы
391,Kiste::N,cista,ящик
392,Fenster::N,fenestra,укно
393,Fenster::N,fenestra,косяк
394,Tür::N,ianua,ӧс
395,Tor::N,porta,ӟезьы
396,Zaun::N,saepes,забор
397,Dach::N,tectum,липет
398,Leiter::N,scalae,падӟа
399,Besen::N,scopae,ӵужон
400,Besen::N,scopae,исьнер
401,Spaten::N,pala,лопатка
402,Schaufel::N,pala,ютырон
403,Gabel::N,fuscinula,тэчы
404,Gabel::N,fuscinula,вилка
405,Löffel::N,coclear,пуньы
406,Messer::N,culter,пурт
407,Nagel::N,clavus,кортӵог
408,Netz::N,rete,сеть
409,Haken::N,hamus,курик
410,Griff::N,manubrium,ныд
411,Schloss::N,claustra,тунгон
412,Bild::N,tabula,суред
413,Bild::N,pictura,суред
414,Figur::N,statunculum,фигура
415,Puppe::N,pupa,мунё
416,Beutel::N,sacculus,пуйы
417,Bündel::N,fascis,керттэт
418,Tasche::N,sacculus,пуйы
419,Tasche::N,sacculus,сумка
420,Eimer::N,situla,ведра
421,Deckel::N,operculum,ӵоксэт
422,Geschirr::N,vasa,тусьты-пуньы
423,Sack::N,saccus,пуйы
424,Tasse::N,pocillum,ӵаша
425,Topf::N,olla,миска
426,Kessel::N,aenum,пурты
427,Essen::N,cena,сиськон
428,Nahrung::N,cibus,сион
429,Nahrung::N,alimenta,сион
430,Speise::N,cibus,сиён
431,Fleisch::N,caro,сӥль
432,Getreide::N,frumentum,ю тысь
433,Brei::N,puls,ӝук
434,Brot::N,panis,нянь
435,Scheibe::N,frustum,шорем
436,Fett::N,pingue,кӧй
437,Butter::N,butȳrum,вӧй
438,Öl::N,oleum,вӧй
439,Salz::N,sal,сылал
440,Suppe::N,ius,шыд
441,Honig::N,mel,чечы
442,Milch::N,lac,йӧл
443,Tee::N,thea,чай
444,Leder::N,corium,сурон
445,Wolle::N,lana,гон
446,Wolle::N,lana,ыжгон
447,Stoff::N,textum,куэм
448,Nadel::N,acus,вень
449,Faden::N,filum,сӥньыс
450,Knopf::N,bulla,бирды
451,Knoten::N,nodus,герд
452,Farbe::N,pigmentum,буёл
453,Kleidung::N,vestimenta,дӥсь
454,Hemd::N,tunica,дэрем
455,Kragen::N,collare,сирес
456,Ärmel::N,manica,саес
457,Hose::N,bracae,брюки
458,Hose::N,bracae,штань
459,Gürtel::N,cingulum,кускерттон
460,Mütze::N,pilleus,ызьы
461,Schuh::N,calceus,ботинка
462,Stiefel::N,pero,сапег
463,Stiefel::N,caliga,сапег
464,Ring::N,anulus,зундэс
465,Band::N,redimiculum,лента
466,Kamm::N,pecten,сын
467,Spiegel::N,speculum,синучкон
468,Riemen::N,lorum,е
469,Schnur::N,linum,гозы
470,Leine::N,retinaculum,думет
471,Decke::N,lodix,шобрет
472,Kissen::N,pulvinus,миндэр
473,Tuch::N,velum,кышет
474,Handtuch::N,mantele,ӵушкон
475,Kraft::N,vis,кать
476,Kraft::N,vis,ӟигар
477,Stärke::N,robur,юнлык
478,Gesundheit::N,valetudo,тазалык
479,Krankheit::N,morbus,висён
480,Schmerz::N,dolor,висён
481,Wunde::N,vulnus,яра
482,Fieber::N,febris,кезег
483,Arznei::N,remedium,эмъюм
484,Brücke::N,pons,выж
485,Brunnen::N,puteus,колдэч
486,Weide::N,pascua,возь
487,Pfad::N,semita,сюрес
488,Weg::N,iter,сюрес
489,Straße::N,via,сюрес
490,Dorf::N,vicus,гурт
491,Stadt::N,urbs,кар
492,Stadt::N,urbs,город
493,Stadt::N,oppidum,кар
494,Stadt::N,oppidum,город
495,Brief::N,epistula,гожтэт
496,Buch::N,liber,книга
497,Buchstabe::N,littera,буква
498,Zeitung::N,diurnum,газет
499,Leben::N,vita,улон
500,Tod::N,mors,кулон
501,Grab::N,sepulcrum,шайгу
502,Kirche::N,ecclesia,черк
503,Sünde::N,peccatum,сьӧлык
504,Gott::N,deus,ӥнмар
505,Arbeiter::N,operarius,рабочий
506,Chef::N,praefectus,начальник
507,Meister::N,magister,кибашлы
508,Arzt::N,medicus,врач
509,Lehrer::N,magister,дышетӥсь
510,Geld::N,aes,уксё
511,Geld::N,aes,коньдон
512,Geld::N,pecunia,уксё
513,Geld::N,pecunia,коньдон
514,Geschäft::N,negotium,уж
515,Laden::N,taberna,магазин
516,Preis::N,pretium,дун
517,Ware::N,merx,вуз
518,Nutzen::N,utilitas,пайда
519,Reichtum::N,opes,узырлык
520,Reichtum::N,divitiae,узырлык
521,Welt::N,mundus,дунне
522,Land::N,terra,шаер
523,Staat::N,res publica,кун
524,König::N,rex,эксэй
525,Macht::N,potestas,власть
526,Grenze::N,limes,кунгож
527,Krieg::N,bellum,ож
528,Feind::N,inimicus,тушмон
529,Gewalt::N,vis,эриктэман
530,Kampf::N,pugna,нюръяськон
531,Bogen[Waffe]::N,arcus,пукыӵ
532,Pfeil::N,sagitta,пукыӵ вень
533,Gewehr::N,sclopetum,пыӵал
534,Fehler::N,error,янгыш
535,Lüge::N,mendacium,пӧян
536,Lüge::N,mendacium,алдан
537,Lüge::N,mendacium,ӧрекчан
538,Schaden::N,damnum,изъян
539,Schaden::N,detrimentum,изъян
540,Unglück::N,miseria,куректон
541,Unglück::N,miseria,шудтэме усён
542,Unglück::N,calamitas,куректон
543,Unglück::N,calamitas,шудтэме усён
544,Schuld::N,culpa,янгыш
545,Alter::N,aetas,арлыд
546,Schluss::N,finis,пум
547,Zeit::N,tempus,дыр
548,Tag::N,dies,нунал
549,Morgen::N,mane,ӵукна
550,Mittag::N,meridies,лымшор
551,Abend::N,vesper,ӝыт
552,Abend::N,vesper,акшан
553,Nacht::N,nox,уй
554,Woche::N,septimana,арня
555,Monat::N,mensis,толэзь
556,Jahr::N,annus,ар
557,Frühling::N,ver,тулыс
558,Sommer::N,aestas,гужем
559,Herbst::N,autumnus,сӥзьыл
560,Winter::N,hiems,тол
561,Januar::N,Ianuarius,выльартолэзь
562,Februar::N,Februarius,тулыспал
563,März::N,Martius,южтолэзь
564,April::N,Aprilis,оштолэзь
565,Mai::N,Maius,куартолэзь
566,Juni::N,Iunius,вожотолэзь
567,Juli::N,Iulius,пӧсьтолэзь
568,August::N,Augustus,гудырикошкон
569,September::N,September,куарусён
570,Oktober::N,Octobris,выльӝуктолэзь
571,November::N,Novembris,шуркынмон
572,Dezember::N,December,толсур
573,Montag::N,dies lunae,вордӥськон
574,Dienstag::N,dies Martis ,вторник
575,Mittwoch::N,dies Mercurii,вирнунал
576,Donnerstag::N,dies Iovis,покчиарня
577,Freitag::N,dies Veneris,удмуртарня
578,Samstag::N,dies Saturni,кӧснунал
579,Sonntag::N,dominicus,арня
580,Sonntag::N,dies solis,арня
581,groß::A,magnus,бадӟым
582,klein::A,parvus,пичи
583,lang::A,longus,кузь
584,kurz::A,brevis,вакчи
585,breit::A,latus,паськыт
586,schmal::A,angustus,сюлэг
587,dicht::A,densus,ӵем
588,dick[Gegenstand]::A,crassus,зӧк
589,dünn::A,tenuis,векчи
590,fein::A,subtilis,векчи
591,fest::A,solidus,юн
592,fest::A,solidus,чурыт
593,fest::A,stabilis,юн
594,fest::A,stabilis,чурыт
595,flach::A,planus,ӵошкыт
596,glatt::A,levis,гылыт
597,glatt::A,levis,вольыт
598,hart::A,durus,чурыт
599,weich::A,mollis,небыт
600,rund::A,rotundus,котырес
601,spitz::A,acutus,йылсо
602,scharf::A,acer,лэчыт
603,stumpf::A,hebes,ныж
604,schwer::A,gravis,секыт
605,schön::A,pulcher,чебер
606,schön::A,formosus,чебер
607,heiß::A,fervidus,пӧсь
608,warm::A,calidus,шуныт
609,kalt::A,frigidus,кезьыт
610,kühl::A,frigidus,юзмыт
611,kühl::A,frigidus,салкым
612,frisch::A,recens,выль
613,feucht::A,umidus,мускыт
614,nass::A,madidus,котмем
615,trocken::A,aridus,кӧс
616,voll::A,plenus,тыр
617,leer::A,vacuus,буш
618,leer::A,vacuus,тырттэм
619,offen::A,apertus,усьтэм
620,geschlossen::A,clausus,ӵогам
621,geschlossen::A,clausus,пунням
622,sauber::A,lautus,ӝикыт
623,sauber::A,lautus,чылкыт
624,schmutzig::A,sordidus,нӧд
625,roh::A,crudus,ыль
626,reif::A,maturus,вуэм
627,lecker::A,delicatus,ческыт
628,süß::A,dulcis,ческыт
629,bitter::A,amarus,курыт
630,bitter::A,acerbus,курыт
631,sauer::A,acidus,чырс
632,hell::A,clarus,югыт
633,dunkel::A,obscurus,пеймыт
634,schwarz::A,niger,сьӧд
635,weiß::A,albus,тӧдьы
636,rot::A,ruber,горд
637,gelb::A,flavus,ӵуж
638,blau::A,caeruleus,лыз
639,grün::A,viridis,вож
640,grau::A,canus,пурысь
641,bunt::A,varius,куӵо
642,billig::A,vilis,дунтэм
643,teuer::A,carus,дуно
644,wertvoll::A,pretiosus,дуно
645,blind::A,caecus,сукыр
646,blind::A,caecus,синтэм
647,taub::A,surdus,пельтэм
648,kräftig::A,robustus,кужмо
649,stark::A,firmus,юн
650,stark::A,firmus,кужмо
651,stark::A,validus,юн
652,stark::A,validus,кужмо
653,schwach::A,debilis,ляб
654,schwach::A,debilis,начар
655,schwach::A,infirmus,ляб
656,schwach::A,infirmus,начар
657,fett::A,crassus,кӧй
658,schlank::A,procerus,веськыт
659,schlank::A,procerus,веськрес
660,hübsch::A,pulcher,чебер
661,hübsch::A,pulcher,синмаськымон
662,böse::A,improbus,лек
663,dumm::A,stultus,шузи
664,dumm::A,stultus,визьтэм
665,dumm::A,stupidus,шузи
666,dumm::A,stupidus,визьтэм
667,faul::A,piger,азьтэм
668,fleißig::A,sedulus,сюлмо
669,geizig::A,avarus,сук
670,klug::A,prudens,визьмо
671,geschickt::A,sollers,усто
672,geschickt::A,sollers,быгатӥсь
673,lieb::A,carus,мусо
674,lustig::A,iocosus,шулдыр
675,sanft::A,clemens,мусо
676,sanft::A,clemens,эрке
677,hungrig::A,impastus,сютэм
678,krank::A,aeger,висись
679,nackt::A,nudus,гольык
680,traurig::A,maestus,мӧзмыт
681,lebendig::A,vivus,улэп
682,gut::A,bonus,ӟеч
683,gut::A,bonus,умой
684,schlecht::A,malus,урод
685,schlecht::A,malus,алама
686,richtig::A,rectus,шонер
687,schlimm::A,malus,алама
688,wahr::A,verus,зэмос
689,alt::A,antiquus,вуж
690,neu::A,novus,выль
691,ehemalig::A,pristinus,азьвылэз
692,alt[Lebewesen]::A,vetus,пересь
693,jung::A,iuvenis,егит
694,jung::A,iuvenis,пинал
695,arm::A,pauper,начар
696,arm::A,pauper,куанер
697,reich::A,dives,узыр
698,bekannt::A,notus,тодмо
699,berühmt::A,celeber,дано
700,berühmt::A,illustris,дано
701,fremd::A,peregrinus,ят
702,verschieden::A,varius,пӧртэм
703,nah::A,propinquus,матысь
704,fern::A,longinquus,кыдёкысь
705,linker::A,sinister,паллян
706,rechter::A,dexter,бур
707,rechter::A,dexter,бурпал
708,anderer::A,alius,мукет
709,erster::A,primus,нырысетӥез
710,zweiter::A,secundus,кыктэтӥез
711,dritter::A,tertius,кунньметӥез
712,letzter::A,ultimus,берло
713,letzter::A,ultimus,берпум
714,allein::ADV,solum,огназ
715,auf einmal::ADV,simul,огдыре
716,zusammen::ADV,una,ӵош
717,zusammen::ADV,una,валче
718,lange::ADV,diu,кема
719,plötzlich::ADV,subito,мапламтэ шорысь
720,plötzlich::ADV,repente,мапламтэ шорысь
721,sofort::ADV,statim,али ик
722,später::ADV,postea,бергес
723,später::ADV,postea,берлогес
724,jetzt::ADV,nunc,али
725,jetzt::ADV,nunc,табере
726,heute::ADV,hodie,туннэ
727,morgen::ADV,cras,ӵуказе
728,bald::ADV,mox,ӝоген
729,dann::ADV,deinde,берло
730,gestern::ADV,heri,толон
731,einst::ADV,olim,огпол
732,einst::ADV,olim,одӥг пол
733,damals::ADV,tum,соку
734,danach::ADV,postea,собере
735,vorher::ADV,antea,азьло
736,vorher::ADV,antea,азьвыл
737,zuerst::ADV,primo,азьло
738,einmal::ADV,semel,огпол
739,manchmal::ADV,interdum,куддыръя
740,oft::ADV,saepe,ӵем
741,immer::ADV,semper,пыр
742,immer::ADV,semper,котьку
743,niemals::ADV,numquam,уз ноку
744,hier::ADV,hic,татын
745,hierhin::ADV,huc,татчы
746,von hier::ADV,hinc,татысь
747,dort::ADV,ibi,отӥ
748,dort::ADV,ibi,отын
749,dorthin::ADV,eo,отчы
750,geradeaus::ADV,recte,меӵак
751,vorwärts::ADV,porro,азьлань
752,rückwärts::ADV,retro,берлань
753,zurück::ADV,retro,берен
754,zurück::ADV,retro,берлань
755,unten::ADV,infra,улын
756,hinab::ADV,pessum,улэ
757,oben::ADV,supra,вылын
758,oben::ADV,supra,вылӥын
759,hinauf::ADV,sursum,вылэ
760,hinauf::ADV,sursum,вылӥе
761,hinauf::ADV,sursum,выллань
762,überall::ADV,ubique,котькытын
763,überall::ADV,ubique,пасьтана
764,nicht::ADV,non,уз
765,ein wenig::ADV,paulum,ичи
766,ein wenig::ADV,paulum,ӧжыт
767,ein wenig::ADV,paulum,огшап
768,kaum::ADV,vix,муртса
769,kaum::ADV,aegre,муртса
770,sehr::ADV,valde,туж
771,sehr::ADV,valde,лекос
772,sehr::ADV,magnopere,туж
773,sehr::ADV,magnopere,лекос
774,so::ADV,ita,озьы
775,so::ADV,ita,тазьы
776,noch::ADV,etiam,на
777,nur::ADV,solum,гинэ
778,nur::ADV,tantum,гинэ
779,schon::ADV,iam,ни
780,schon::ADV,iam,ини
781,wieder::ADV,rursus,нош
782,wieder::ADV,rursus,кайта
783,vergebens::ADV,frustra,юнме
784,vor::PRP,ante,азьын
785,hinter::PRP,post,берын
786,hinter::PRP,post,бӧрсьы
787,unter::PRP,sub,улын
788,durch::PRP,per,пыр
789,durch::PRP,per,пыртӥ
790,neben::PRP,iuxta,бордын
791,zwischen::PRP,inter,вискын
792,wegen::PRP,propter,сэрен
793,dies::PRN,hoc,та
794,das::PRN,id,со
795,alles::PRN,omnia,ваньмыз
796,ich::PRN,ego,мон
797,du::PRN,tu,тон
798,er::PRN,is,со
799,er::PRN,ille,со
800,wir::PRN,nos,ми
801,ihr::PRN,vos,тӥ
802,sie::PRN,ii,соос
803,sie::PRN,illi,соос
804,was::FPRN,quid,ма
805,wer::FPRN,quis,кин
806,wo::FADV,ubi,кытын
807,wohin::FADV,quo,кытчы
808,wie::FADV,quomodo,кызьы
809,warum::FADV,cur,малы
810,wieviel::FNUM,quantum,кӧня
811,eins::NUM,unus,одӥг
812,zwei::NUM,duo,кык
813,drei::NUM,tres,куинь
814,vier::NUM,quattuor,ньыль
815,fünf::NUM,quinque,вить
