,Concept_ID,ja,la
263,Sinn::N,意味,sensus
264,Grund::N,理由,causa
265,Wahrheit::N,真実,veritas
266,Gespräch::N,会話,sermo
267,Märchen::N,童話,fabula
268,Erzählung::N,物語,fabula
269,Erzählung::N,物語,narratio
270,Nachricht::N,報告,nuntius
271,Neuigkeit::N,ニュース,novitas
272,Name::N,名前,nomen
273,Rätsel::N,謎,aenigma
274,Rede::N,演説,oratio
275,Sprache::N,言語,lingua
276,Stimme::N,声,vox
277,Wort::N,言葉,verbum
278,Wort::N,言葉,vocabulum
279,Zeichen::N,記号,signum
280,Ruf::N,呼び声,clamor
281,Lärm::N,騒音,strepitus
282,Laut::N,音,sonus
283,Ton::N,音,sonus
284,Lied::N,歌,carmen
285,Ruhe::N,静けさ,quies
286,Leute::N,人々,homines
287,Volk::N,民族,populus
288,Arbeit::N,仕事,labor
289,Gast::N,客,hospes
290,Gast::N,客,conviva
291,Geschenk::N,贈り物,munus
292,Spiel::N,遊び,ludus
293,Gesellschaft::N,社会,societas
294,Hilfe::N,援助,auxilium
295,Hilfe::N,援助,subsidium
296,Freund::N,友達,amicus
297,Kamerad::N,同志,socius
298,Angelegenheit::N,件,res
299,Anzahl::N,数,numerus
300,Art::N,種類,genus
301,Stück::N,部分,frustum
302,Stück::N,部分,fragmentum
303,Teil::N,部分,pars
304,Hälfte::N,半分,dimidium
305,Kreis::N,円,orbis
306,Kreis::N,円,circus
307,Kreuz::N,十字,crux
308,Linie::N,線,linea
309,Strich::N,線,lineamentum
310,Abstand::N,距離,intervallum
311,Entfernung::N,距離,spatium
312,Gegend::N,辺,loca
313,Gegend::N,辺,regio
314,Gegend::N,地域,loca
315,Gegend::N,地域,regio
316,Platz::N,ゆとり,locus
317,Ort::N,所,locus
318,Ort::N,場所,locus
319,Seite::N,横,latus
320,Mitte::N,真ん中,medium
321,Gegenstand::N,物件,res
322,Sache::N,物,res
323,Rand::N,端,margo
324,Kante::N,縁,angulus
325,Ecke::N,角,angulus
326,Spitze::N,先頭,cacumen
327,Ende::N,端,caput
328,Loch::N,穴,foramen
329,Winkel::N,片隅,angulus
330,Muster::N,模様,exemplum
331,Größe::N,大きさ,magnitudo
332,Länge::N,長さ,longitudo
333,Höhe::N,高さ,altitudo
334,Gewicht::N,重さ,pondus
335,Menge::N,量,copia
336,Haufen::N,堆積,acervus
337,Reihe::N,並び,ordo
338,Boot::N,ボート,navicula
339,Ruder::N,オール,remus
340,Schlitten::N,そり,sclodia
341,Ski::N,スキー,narta
342,Lagerfeuer::N,篝火,ignis
343,Last::N,荷物,onus
344,Gang::N,歩み,cursus
345,Schritt::N,歩,gradus
346,Norden::N,北,septentriones
347,Süden::N,南,meridies
348,Westen::N,西,occidens
349,Osten::N,東,oriens
350,Holz::N,木,lignum
351,Holz::N,木材,lignum
352,Brett::N,板,tabula
353,Platte::N,盤,lamina
354,Stütze::N,支柱,adminiculum
355,Stange::N,棒,pertica
356,Stock::N,杖,baculum
357,Stab::N,棒,scipio
358,Rohr::N,管,tubus
359,Haus::N,家,aedes
360,Heim::N,家,domicilium
361,Ofen::N,ストーブ,fornax
362,Fußboden::N,床,solum
363,Tisch::N,机,mensa
364,Stuhl::N,椅子,sella
365,Wiege::N,揺籃,cunae
366,Bett::N,ベッド,lectus
367,Regal::N,棚,foruli
368,Kiste::N,箱,cista
369,Fenster::N,窓,fenestra
370,Tür::N,戸,ianua
371,Tür::N,ドア,ianua
372,Tor::N,門,porta
373,Zaun::N,垣根,saepes
374,Dach::N,屋根,tectum
375,Leiter::N,梯子,scalae
376,Besen::N,ほうき,scopae
377,Spaten::N,スコップ,pala
378,Schaufel::N,シャベル,pala
379,Gabel::N,フォーク,fuscinula
380,Löffel::N,スプーン,coclear
381,Messer::N,ナイフ,culter
382,Nagel::N,釘,clavus
383,Netz::N,網,rete
384,Haken::N,鉤,hamus
385,Haken::N,フック,hamus
386,Griff::N,取っ手,manubrium
387,Schloss::N,錠,claustra
388,Bild::N,絵,tabula
389,Bild::N,絵,pictura
390,Figur::N,像,statunculum
391,Puppe::N,人形,pupa
392,Beutel::N,袋,sacculus
393,Bündel::N,束,fascis
394,Bündel::N,包み,fascis
395,Tasche::N,かばん,sacculus
396,Eimer::N,バケツ,situla
397,Deckel::N,蓋,operculum
398,Geschirr::N,食器,vasa
399,Sack::N,袋,saccus
400,Tasse::N,カップ,pocillum
401,Topf::N,鍋,olla
402,Kessel::N,釜,aenum
403,Essen::N,食事,cena
404,Nahrung::N,食物,cibus
405,Nahrung::N,食物,alimenta
406,Speise::N,料理,cibus
407,Fleisch::N,肉,caro
408,Getreide::N,麦,frumentum
409,Getreide::N,穀物,frumentum
410,Brei::N,粥,puls
411,Brot::N,パン,panis
412,Scheibe::N,枚,frustum
413,Scheibe::N,切れ,frustum
414,Fett::N,脂肪,pingue
415,Butter::N,バター,butȳrum
416,Öl::N,油,oleum
417,Salz::N,塩,sal
418,Suppe::N,スープ,ius
419,Honig::N,蜂蜜,mel
420,Milch::N,牛乳,lac
421,Tee::N,茶,thea
422,Tee::N,お茶,thea
423,Leder::N,革,corium
424,Wolle::N,毛糸,lana
425,Stoff::N,布,textum
426,Nadel::N,針,acus
427,Faden::N,糸,filum
428,Knopf::N,ボタン,bulla
429,Knoten::N,結び目,nodus
430,Farbe::N,ペンキ,pigmentum
431,Kleidung::N,衣服,vestimenta
432,Hemd::N,シャツ,tunica
433,Kragen::N,襟,collare
434,Ärmel::N,袖,manica
435,Hose::N,ズボン,bracae
436,Gürtel::N,帯,cingulum
437,Gürtel::N,ベルト,cingulum
438,Mütze::N,帽子,pilleus
439,Schuh::N,靴,calceus
440,Stiefel::N,ブーツ,pero
441,Stiefel::N,ブーツ,caliga
442,Ring::N,輪,anulus
443,Band::N,リボン,redimiculum
444,Kamm::N,櫛,pecten
445,Spiegel::N,鏡,speculum
446,Riemen::N,緒,lorum
447,Schnur::N,紐,linum
448,Leine::N,綱,retinaculum
449,Decke::N,掛け布団,lodix
450,Kissen::N,枕,pulvinus
451,Tuch::N,スカーフ,velum
452,Handtuch::N,タオル,mantele
453,Kraft::N,力,vis
454,Stärke::N,強さ,robur
455,Gesundheit::N,健康,valetudo
456,Krankheit::N,病気,morbus
457,Schmerz::N,痛み,dolor
458,Wunde::N,傷,vulnus
459,Fieber::N,熱,febris
460,Arznei::N,薬,remedium
461,Brücke::N,橋,pons
462,Brunnen::N,井戸,puteus
463,Weide::N,牧場,pascua
464,Pfad::N,小路,semita
465,Weg::N,道,iter
466,Straße::N,街道,via
467,Dorf::N,村,vicus
468,Stadt::N,町,urbs
469,Stadt::N,町,oppidum
470,Stadt::N,都市,urbs
471,Stadt::N,都市,oppidum
472,Brief::N,手紙,epistula
473,Buch::N,本,liber
474,Buchstabe::N,文字,littera
475,Zeitung::N,新聞,diurnum
476,Leben::N,生活,vita
477,Tod::N,死,mors
478,Grab::N,墓,sepulcrum
479,Kirche::N,教会,ecclesia
480,Sünde::N,罪,peccatum
481,Gott::N,神,deus
482,Arbeiter::N,労働者,operarius
483,Chef::N,上司,praefectus
484,Meister::N,達人,magister
485,Meister::N,マイスター,magister
486,Arzt::N,医者,medicus
487,Lehrer::N,先生,magister
488,Geld::N,金,aes
489,Geld::N,金,pecunia
490,Geschäft::N,取り引き,negotium
491,Laden::N,店,taberna
492,Preis::N,値段,pretium
493,Ware::N,商品,merx
494,Nutzen::N,利益,utilitas
495,Reichtum::N,豊かさ,opes
496,Reichtum::N,豊かさ,divitiae
497,Welt::N,世界,mundus
498,Land::N,国,terra
499,Staat::N,国家,res publica
500,König::N,国王,rex
501,Macht::N,権力,potestas
502,Grenze::N,国境,limes
503,Krieg::N,戦争,bellum
504,Feind::N,敵,inimicus
505,Gewalt::N,暴力,vis
506,Kampf::N,戦い,pugna
507,Bogen[Waffe]::N,弓,arcus
508,Pfeil::N,矢,sagitta
509,Gewehr::N,銃,sclopetum
510,Fehler::N,間違い,error
511,Lüge::N,嘘,mendacium
512,Schaden::N,損害,damnum
513,Schaden::N,損害,detrimentum
514,Unglück::N,不幸,miseria
515,Unglück::N,不幸,calamitas
516,Schuld::N,罪,culpa
517,Alter::N,年,aetas
518,Alter::N,年齢,aetas
519,Schluss::N,終わり,finis
520,Zeit::N,時,tempus
521,Zeit::N,時間,tempus
522,Tag::N,日,dies
523,Morgen::N,朝,mane
524,Mittag::N,昼,meridies
525,Abend::N,晩,vesper
526,Abend::N,夕方,vesper
527,Nacht::N,夜,nox
528,Woche::N,週,septimana
529,Monat::N,月,mensis
530,Jahr::N,年,annus
531,Frühling::N,春,ver
532,Sommer::N,夏,aestas
533,Herbst::N,秋,autumnus
534,Winter::N,冬,hiems
535,Januar::N,一月,Ianuarius
536,Februar::N,二月,Februarius
537,März::N,三月,Martius
538,April::N,四月,Aprilis
539,Mai::N,五月,Maius
540,Juni::N,六月,Iunius
541,Juli::N,七月,Iulius
542,August::N,八月,Augustus
543,September::N,九月,September
544,Oktober::N,十月,Octobris
545,November::N,十一月,Novembris
546,Dezember::N,十二月,December
547,Montag::N,月曜日,dies lunae
548,Dienstag::N,火曜日,dies Martis 
549,Mittwoch::N,水曜日,dies Mercurii
550,Donnerstag::N,木曜日,dies Iovis
551,Freitag::N,金曜日,dies Veneris
552,Samstag::N,土曜日,dies Saturni
553,Sonntag::N,日曜日,dominicus
554,Sonntag::N,日曜日,dies solis
555,groß::A,大きい,magnus
556,klein::A,小さい,parvus
557,lang::A,長い,longus
558,kurz::A,短い,brevis
559,breit::A,広い,latus
560,schmal::A,狭い,angustus
561,dicht::A,密な,densus
562,dick[Gegenstand]::A,厚い,crassus
563,dünn::A,薄い,tenuis
564,fein::A,細い,subtilis
565,fest::A,硬い,solidus
566,fest::A,硬い,stabilis
567,flach::A,平らな,planus
568,glatt::A,滑らかな,levis
569,hart::A,堅い,durus
570,weich::A,柔らかい,mollis
571,rund::A,丸い,rotundus
572,spitz::A,尖った,acutus
573,scharf::A,鋭い,acer
574,stumpf::A,鈍い,hebes
575,schwer::A,重い,gravis
576,schön::A,綺麗な,pulcher
577,schön::A,綺麗な,formosus
578,heiß::A,熱い,fervidus
579,warm::A,温かい,calidus
580,kalt::A,寒い,frigidus
581,kalt::A,冷たい,frigidus
582,kühl::A,涼しい,frigidus
583,frisch::A,ひんやりした,recens
584,feucht::A,湿った,umidus
585,nass::A,濡れた,madidus
586,trocken::A,乾いた,aridus
587,voll::A,いっぱいの,plenus
588,leer::A,空の,vacuus
589,offen::A,開いた,apertus
590,geschlossen::A,閉まった,clausus
591,sauber::A,清潔な,lautus
592,schmutzig::A,汚い,sordidus
593,roh::A,生の,crudus
594,reif::A,熟した,maturus
595,lecker::A,美味しい,delicatus
596,süß::A,甘い,dulcis
597,bitter::A,苦い,amarus
598,bitter::A,苦い,acerbus
599,sauer::A,酸っぱい,acidus
600,hell::A,明るい,clarus
601,dunkel::A,暗い,obscurus
602,schwarz::A,黒い,niger
603,weiß::A,白い,albus
604,rot::A,赤い,ruber
605,gelb::A,黄色い,flavus
606,blau::A,青い,caeruleus
607,grün::A,緑の,viridis
608,grau::A,灰色の,canus
609,bunt::A,色取り取りの,varius
610,billig::A,安い,vilis
611,teuer::A,高い,carus
612,wertvoll::A,貴重な,pretiosus
613,blind::A,盲目の,caecus
614,taub::A,耳が聞こえない,surdus
615,kräftig::A,強力な,robustus
616,stark::A,強い,firmus
617,stark::A,強い,validus
618,schwach::A,弱い,debilis
619,schwach::A,弱い,infirmus
620,fett::A,太った,crassus
621,schlank::A,ほっそりした,procerus
622,hübsch::A,素敵な,pulcher
623,böse::A,悪い,improbus
624,dumm::A,馬鹿な,stultus
625,dumm::A,馬鹿な,stupidus
626,faul::A,怠惰な,piger
627,fleißig::A,勤勉な,sedulus
628,geizig::A,けちな,avarus
629,klug::A,賢い,prudens
630,klug::A,頭のいい,prudens
631,geschickt::A,器用な,sollers
632,lieb::A,愛らしい,carus
633,lustig::A,楽しい,iocosus
634,sanft::A,温和な,clemens
635,hungrig::A,空腹の,impastus
636,krank::A,病気の,aeger
637,nackt::A,裸の,nudus
638,traurig::A,悲しい,maestus
639,lebendig::A,生きた,vivus
640,gut::A,良い,bonus
641,schlecht::A,悪い,malus
642,schlecht::A,駄目な,malus
643,richtig::A,正しい,rectus
644,schlimm::A,ひどい,malus
645,wahr::A,本当の,verus
646,alt::A,古い,antiquus
647,neu::A,新しい,novus
648,ehemalig::A,以前の,pristinus
649,alt[Lebewesen]::A,年を取った,vetus
650,jung::A,若い,iuvenis
651,arm::A,貧乏な,pauper
652,reich::A,裕福な,dives
653,bekannt::A,有名な,notus
654,berühmt::A,有名な,celeber
655,berühmt::A,有名な,illustris
656,fremd::A,見知らぬ,peregrinus
657,verschieden::A,色々な,varius
658,nah::A,近い,propinquus
659,fern::A,遠い,longinquus
660,linker::A,左の,sinister
661,rechter::A,右の,dexter
662,anderer::A,別の,alius
663,erster::A,一番目,primus
664,zweiter::A,二番目,secundus
665,dritter::A,三番目,tertius
666,letzter::A,最後の,ultimus
667,allein::ADV,一人で,solum
668,auf einmal::ADV,同時に,simul
669,zusammen::ADV,一緒に,una
670,lange::ADV,長い間,diu
671,plötzlich::ADV,急に,subito
672,plötzlich::ADV,急に,repente
673,sofort::ADV,すぐに,statim
674,später::ADV,後で,postea
675,jetzt::ADV,今,nunc
676,heute::ADV,今日,hodie
677,morgen::ADV,明日,cras
678,bald::ADV,間もなく,mox
679,dann::ADV,それから,deinde
680,gestern::ADV,昨日,heri
681,einst::ADV,過去に,olim
682,damals::ADV,あの時,tum
683,danach::ADV,その後で,postea
684,vorher::ADV,以前に,antea
685,zuerst::ADV,まず,primo
686,zuerst::ADV,最初に,primo
687,einmal::ADV,一回,semel
688,manchmal::ADV,時々,interdum
689,oft::ADV,よく,saepe
690,immer::ADV,いつも,semper
691,niemals::ADV,一度も...ない,numquam
692,hier::ADV,こちら,hic
693,hierhin::ADV,ここへ,huc
694,hierhin::ADV,こちらへ,huc
695,von hier::ADV,ここから,hinc
696,dort::ADV,そちら,ibi
697,dorthin::ADV,そこへ,eo
698,dorthin::ADV,そちらへ,eo
699,geradeaus::ADV,真っ直ぐに,recte
700,vorwärts::ADV,前へ,porro
701,rückwärts::ADV,後ろへ,retro
702,zurück::ADV,後ろへ,retro
703,unten::ADV,下に,infra
704,hinab::ADV,下へ,pessum
705,oben::ADV,上に,supra
706,hinauf::ADV,上へ,sursum
707,überall::ADV,どこでも,ubique
708,nicht::ADV,ない,non
709,ein wenig::ADV,少し,paulum
710,ein wenig::ADV,ちょっと,paulum
711,kaum::ADV,ほとんど～ない,vix
712,kaum::ADV,ほとんど～ない,aegre
713,sehr::ADV,とても,valde
714,sehr::ADV,とても,magnopere
715,so::ADV,こう,ita
716,noch::ADV,まだ,etiam
717,nur::ADV,～だけ,solum
718,nur::ADV,～だけ,tantum
719,schon::ADV,もう,iam
720,wieder::ADV,再び,rursus
721,vergebens::ADV,無駄に,frustra
722,vor::PRP,前に,ante
723,hinter::PRP,後ろに,post
724,unter::PRP,下に,sub
725,durch::PRP,通して,per
726,neben::PRP,横に,iuxta
727,zwischen::PRP,間に,inter
728,wegen::PRP,為に,propter
729,wegen::PRP,せいで,propter
730,dies::PRN,これ,hoc
731,das::PRN,それ,id
732,alles::PRN,全部,omnia
733,ich::PRN,私,ego
734,du::PRN,あなた,tu
735,er::PRN,彼,is
736,er::PRN,彼,ille
737,wir::PRN,私達,nos
738,ihr::PRN,あなた達,vos
739,sie::PRN,彼ら,ii
740,sie::PRN,彼ら,illi
741,was::FPRN,何,quid
742,wer::FPRN,誰,quis
743,wer::FPRN,どなた,quis
744,wo::FADV,どこ,ubi
745,wo::FADV,どこに,ubi
746,wohin::FADV,どこへ,quo
747,wie::FADV,どう,quomodo
748,warum::FADV,何故,cur
749,warum::FADV,どうして,cur
750,wieviel::FNUM,どのくらい,quantum
751,eins::NUM,一,unus
752,zwei::NUM,二,duo
753,zwei::NUM,二つ,duo
754,drei::NUM,三,tres
755,drei::NUM,三つ,tres
756,vier::NUM,四,quattuor
757,vier::NUM,四つ,quattuor
758,fünf::NUM,五,quinque
759,fünf::NUM,五つ,quinque
760,sechs::NUM,六,sex
761,sechs::NUM,六つ,sex
762,sieben::NUM,七,septem
763,sieben::NUM,七つ,septem
764,acht::NUM,八,octo
765,acht::NUM,八つ,octo
766,neun::NUM,九,novem
767,neun::NUM,九つ,novem
768,zehn::NUM,十,decem
769,elf::NUM,十一,undecim
770,zwölf::NUM,十二,duodecim
771,zwanzig::NUM,二十,viginti
772,dreißig::NUM,三十,triginta
773,vierzig::NUM,四十,quadraginta
774,fünfzig::NUM,五十,quinquaginta
775,sechzig::NUM,六十,sexaginta
776,siebzig::NUM,七十,septuaginta
777,achtzig::NUM,八十,octoginta
778,neunzig::NUM,九十,nonaginta
779,hundert::NUM,百,centum
780,tausend::NUM,千,mille
781,und::CNJ,-と,et
782,und::CNJ,-と,-que
783,und::CNJ,そして,et
784,und::CNJ,そして,-que
785,oder::CNJ,或いは,vel
786,stehen::V,立っている,stare
787,sitzen::V,座っている,sedere
788,liegen::V,横になっている,iacere
789,hängen::V,掛かっている,pendere
790,werden::V,なる,fieri
791,passieren::V,起こる,accidere
792,beginnen::V,始まる,incipere
793,enden::V,終わる,finem habere
794,wechseln::V,変わる,mutari
795,aufgehen[Sonne]::V,出る,oriri
796,untergehen[Sonne]::V,沈む,occidere
797,scheinen[Sonne]::V,輝く,lucere
798,donnern::V,雷が鳴る,tonare
799,wehen::V,吹く,flare
800,strömen::V,流れる,fluere
801,fließen::V,流れる,manare
802,sich drehen::V,回転する,torqueri
803,schwanken::V,揺れる,vacillare
804,schwingen::V,振動する,vibrare
805,fallen::V,落ちる,cadere
806,brennen::V,燃える,ardere
807,rauchen::V,煙を出す,fumare
808,regnen::V,雨が降る,pluere
809,gefrieren::V,凍る,congelari
810,tauen::V,溶ける,rorare
811,schmelzen::V,溶ける,liquescere
812,trocknen::V,乾く,arescere
813,sieden::V,沸く,fervere
814,faulen::V,腐る,putescere
815,verfaulen::V,朽ちる,putescere
816,reißen::V,切れる,scindi
817,versinken::V,沈む,mergi
818,vergehen::V,経つ,praeterire
819,erscheinen::V,現れる,apparere
820,verschwinden::V,消える,discedere
821,sinken::V,下がる,labi
822,abnehmen::V,減る,deminui
823,zunehmen::V,増える,augeri
824,steigen::V,上がる,augescere
825,wachsen::V,伸びる,crescere
826,glänzen::V,輝く,splendere
827,funkeln::V,ぴかぴか光る,micare
828,lärmen::V,騒ぐ,strepere
829,läuten::V,鳴る,sonare
830,klingeln::V,鳴る,tinnire
831,klirren::V,がらんがらんと鳴る,crepare
832,brausen::V,逆巻く,saevire
833,rauschen::V,戦ぐ,crepare
834,klingen::V,鳴る,sonare
835,bellen::V,吠える,latrare
836,heulen::V,きゃんきゃん鳴く,ululare
837,blasen::V,吹く,flare
838,pfeifen::V,口笛を吹く,sibilare
839,schreien::V,叫ぶ,clamare
840,stöhnen::V,うめく,gemere
841,zittern::V,震える,tremere
842,zittern::V,震える,trepidare
843,leben::V,生きている,vivere
844,geboren werden::V,生まれる,nasci
845,atmen::V,呼吸する,spirare
846,trinken::V,飲む,bibere
847,essen::V,食べる,edere
848,schlucken::V,飲み込む,devorare
849,müde werden::V,眠くなる,fatigari
850,einschlafen::V,寝付く,obdormiscere
851,schlafen::V,眠る,dormire
