,Concept_ID,be,kl
115,Wald::N,лес,
116,Hügel::N,узгорак,qattuneq
117,Hügel::N,узгорак,majuariaq
118,Hügel::N,узгорак,majorajaaq
119,Hügel::N,узгорак,qaqqannguaq
120,Anhöhe::N,узвышша,
121,Berg::N,гара,qaqqaq
122,Gipfel::N,вяршыня,
123,Höhle::N,пячора,qaarusuk
124,Abhang::N,схіл,ippik
125,Abhang::N,схіл,sivinganeq
126,Abhang::N,схіл,sivingajaaq
127,Abhang::N,схіл,kussangajaaq
128,Quelle::N,крыніца,
129,Bach::N,ручай,kuunnguaq
130,Fluss::N,рака,kuuk
131,Ufer::N,бераг,sissap sinaa
132,Küste::N,узбярэжжа,sineriak
133,Festland::N,суша,
134,Meer::N,мора,imaq
135,Bucht::N,бухта,ikeq
136,Bucht::N,бухта,kangerluk
137,Bucht::N,бухта,kangerliumaneq
138,Insel::N,востраў,qeqertaq
139,Blume::N,кветка,naasoq
140,Gras::N,трава,ivigaq
141,Wurzel::N,корань,niulutaq
142,Baum::N,дрэва,orpik
143,Stamm::N,ствол,kanaartaq
144,Rinde::N,кара,ameraq
145,Ast::N,сук,avalequt
146,Zweig::N,галіна,avalequt
147,Blatt::N,ліст,pilutaq
148,Birke::N,бяроза,patitsit
149,Kiefer[Baum]::N,хвоя,
150,Kiefer[Baum]::N,сасна,
151,Weide[Baum]::N,вярба,palleq
152,Tanne::N,яліна,orsuerneq
153,Horn::N,рог,nassuk
154,Feder::N,пяро,suluk
155,Fell::N,шкура,ameq
156,Flügel::N,крыло,suluk
157,Flügel::N,крыло,isaroq
158,Klaue::N,кіпцюр,kukik
159,Kralle::N,лапа,kukik
160,Schwanz::N,хвост,pamioq
161,Schwanz::N,хвост,paperuusaq
162,Ei::N,яйка,mannik
163,Nest::N,гняздо,ullut
164,Bau::N,нара,ini
165,Tier::N,жывёла,uumasoq
166,Herde::N,статак,unguukkat
167,Kuh::N,карова,ussik
168,Bulle::N,бык,angukulak
169,Bulle::N,бык,anguteralak
170,Bulle::N,бык,angutikulooq
171,Pferd::N,конь,
172,Schaf::N,авечка,sava
173,Schwein::N,свіння,puuluki
174,Hund::N,сабака,qimmeq
175,Katze::N,кошка,puisaaq
176,Bär::N,мядзведзь,allaq
177,Eichhörnchen::N,вавёрка,sissinnguaq
178,Elch::N,лось,
179,Fuchs::N,ліса,terianniaq
180,Hase::N,заяц,ukaleq
181,Maus::N,мыш,teriannguaq
182,Wolf::N,воўк,amaroq
183,Vogel::N,птах,timmiaq
184,Vogel::N,птушка,timmiaq
185,Schwarm::N,чарада,
186,Huhn::N,курыца,kukkukooq
187,Huhn::N,курыца,marloraaqaaq
188,Hahn::N,певень,kiasiusaq
189,Gans::N,гусь,nerleq
190,Adler::N,арол,nattoralik
191,Ente::N,качка,
192,Eule::N,сава,uppik
193,Kranich::N,жораў,qorlorfik
194,Kranich::N,журавель,qorlorfik
195,Krähe::N,варона,tuluatsiaq
196,Kuckuck::N,зязюля,kukkooq
197,Schwan::N,лебедзь,qussuk
198,Fisch::N,рыба,aalisagaq
199,Barsch::N,акунь,
200,Hecht::N,шчупак,
201,Schlange[Tier]::N,змяя,pulateriarsuk
202,Schlange[Tier]::N,змяя,pulateriaarsuk
203,Wurm::N,чарвяк,
204,Spinne::N,павук,aasiaq
205,Spinne::N,павук,nissavaarsuk
206,Ameise::N,мурашка,uniaaluk
207,Laus::N,вош,kumak
208,Mücke::N,камар,ippernaq
209,Fliege::N,муха,ippernaq
210,Schmetterling::N,матыль,paluaq
211,Schmetterling::N,матыль,pakkaluaq
212,Schmetterling::N,матыль,utsuppaluaq
213,Schmetterling::N,матыль,taqaleqisaaq
214,Beere::N,ягада,paarmaq
215,Beere::N,ягада,paarngaq
216,Apfel::N,яблык,iipili
217,Pilz::N,грыб,anngiusaq
218,Zwiebel::N,цыбуля,uanitsoq
219,Saat::N,семя,naatsiiassaq
220,Korn::N,зерне,maannineq
221,Heu::N,сена,
222,Schale::N,шалупінне,niutsivik
223,Schale::N,шалупінне,ilulissaq qaartussaq
224,Grube::N,яма,itersaq
225,Falle::N,пастка,pualavoq
226,Schlinge::N,сіло,orseq
227,Schlinge::N,сіло,norloq
228,Spur::N,след,tumaa
229,Asche::N,попел,arsat
230,Dreck::N,бруд,minguk
231,Eisen::N,жалеза,savimineq
232,Eisen::N,жалеза,saffiugassaq
233,Gold::N,золата,kuulti
234,Silber::N,сребра,siilviuvoq
235,Kohle::N,вугаль,aamarsuit aamaruutissat
236,Glas::N,шкло,igalaaq
237,Glas::N,шкло,imertarfik
238,Glas::N,шкло,igalaamineq
239,Lehm::N,гліна,marraq
240,Sand::N,пясок,sioqqat
241,Mensch::N,чалавек,inuk
242,Mensch::N,чалавек,silamiu
243,Mann::N,мужчына,angut
244,Frau::N,жанчына,arnaq
245,Kind::N,дзіця,meeraq
246,Junge::N,хлопчык,nukappiaraq
247,Mädchen::N,дзяўчынка,arnannguaq
248,Familie::N,сямʼя,ilaqutakka
249,Familie::N,сямʼя,ilaqutariit
250,Großvater::N,дзядуля,aatak
251,Großmutter::N,бабуля,aanaq
252,Eltern::N,бацькі,angajoqqaat
253,Vater::N,бацька,ataata
254,Vater::N,бацька,ataataq
255,Mutter::N,маці,anaana
256,Sohn::N,сын,erneq
257,Tochter::N,дачка,panik
258,Bruder::N,брат,ani
259,Bruder::N,брат,aqqaluk
260,Bruder::N,брат,qatanngut
261,Schwester::N,сястра,naja
262,Schwester::N,сястра,aleqa
263,Schwester::N,сястра,qatanngut
264,Onkel::N,дзядзька,akkak
265,Tante::N,цётка,aja
266,Tante::N,цётка,ajak
267,Tante::N,цётка,atsak
268,Ehemann::N,муж,ui
269,Ehefrau::N,жонка,nuliaq
270,Freude::N,радасць,tipaatsussuseq
271,Gelächter::N,смех,illaq
272,Glück::N,шчасце,usornaat
273,Glück::N,шчасце,usornarsuseq
274,Kummer::N,гора,
275,Wunsch::N,жаданне,kissaat
276,Lust::N,цяга,illigussuseq
277,Lust::N,цяга,piummaseq
278,Geist::N,дух,anerneq
279,Geist::N,дух,toornaq
280,Gedanke::N,думка,isumassaq
281,Gedächtnis::N,памяць,eqqaamannissuseq
282,Verstand::N,розум,isuma
283,Verstand::N,розум,sianissut
284,Verstand::N,розум,misigissut
285,Verstand::N,розум,sianissuseq
286,Verstand::N,розум,silaqassuseq
287,Sinn::N,сэнс,isuma
288,Grund::N,зачэпка,patsit
289,Wahrheit::N,праўда,sallusuissut
290,Gespräch::N,размова,
291,Märchen::N,казка,oqalualaarut
292,Märchen::N,казка,oqaluasaaq
293,Erzählung::N,расказ,oqaluttuaq
294,Erzählung::N,апавяданне,oqaluttuaq
295,Nachricht::N,вестка,oqaassut
296,Nachricht::N,вестка,oqqersuut
297,Nachricht::N,паведамленне,oqaassut
298,Nachricht::N,паведамленне,oqqersuut
299,Neuigkeit::N,навіна,tusarnartaq
300,Name::N,імя,ateq
301,Rätsel::N,загадка,nalorsitsaarut
302,Rede::N,прамова,oqaluuseq
303,Sprache::N,мова,oqaatsit
304,Stimme::N,голас,erinaq
305,Stimme::N,голас,qarluuseq
306,Wort::N,слова,oqaasii
307,Zeichen::N,знак,nalunaaqqut
308,Ruf::N,кліч,qaaqqussut
309,Lärm::N,шум,perpaluk
310,Laut::N,гук,torsukattak
311,Ton::N,гучанне,erinaq
312,Lied::N,песня,taalliaq
313,Lied::N,песня,erinarsuut
314,Ruhe::N,спакой,qatsunganeq
315,Leute::N,людзі,inuiak
316,Leute::N,людзі,inuiaqatigiit
317,Volk::N,народ,inuiaat
318,Arbeit::N,праца,suliaq
319,Arbeit::N,работа,suliaq
320,Gast::N,госць,qaaqqusaq
321,Geschenk::N,падарунак,pajugut
322,Spiel::N,гульня,
323,Gesellschaft::N,таварыства,
324,Hilfe::N,дапамога,annertoqqut
325,Freund::N,друг,tiliaq
326,Freund::N,друг,ikinngut
327,Freund::N,сябар,tiliaq
328,Freund::N,сябар,ikinngut
329,Kamerad::N,прыяцель,tiliaq
330,Kamerad::N,прыяцель,ikinngut
331,Angelegenheit::N,справа,
332,Anzahl::N,колькасць,
333,Art::N,від,ileqquuseq
334,Stück::N,кусок,nakkaalaniku
335,Stück::N,кавалак,nakkaalaniku
336,Teil::N,частка,tassiaasat
337,Hälfte::N,палова,affaq
338,Hälfte::N,палавіна,affaq
339,Kreis::N,круг,kaajaluinneq or kaajaluitsoq
340,Kreuz::N,крыж,sanningasulik
341,Linie::N,лінія,tittaq
342,Linie::N,лінія,titarneq
343,Strich::N,рыса,
344,Abstand::N,прамежак,aku
345,Abstand::N,прамежак,ikiaq
346,Entfernung::N,адлегласць,asi
347,Gegend::N,мясцовасць,nuna
348,Platz::N,месца,ini
349,Platz::N,месца,inissaq
350,Ort::N,месца,sumiiffik
351,Seite::N,бок,saneraq
352,Mitte::N,сярэдзіна,qiteq
353,Gegenstand::N,прадмет,
354,Sache::N,рэч,pigisaq
355,Rand::N,край,sini
356,Rand::N,край,akerfineq
357,Kante::N,руб,akerfineq
358,Kante::N,кант,akerfineq
359,Ecke::N,вугал,teqeqqoq
360,Ecke::N,вугал,tikeqqoq
361,Spitze::N,кончык,inngik
362,Ende::N,канец,isu
363,Loch::N,дзірка,putu
364,Winkel::N,вугал,teqeqqorissaat
365,Muster::N,узор,ilisserut
366,Größe::N,памер,angissuseq
367,Länge::N,даўжыня,takissuseq
368,Höhe::N,вышыня,
369,Gewicht::N,вага,oqimaalutaq
370,Menge::N,колькасць,amerlassuseq
371,Haufen::N,куча,eqimattat
372,Reihe::N,рад,allunaasaq
373,Boot::N,лодка,qajaq
374,Boot::N,лодка,angallat
375,Boot::N,лодка,umiatsiaq
376,Ruder::N,вясло,iput
377,Schlitten::N,сані,qamutit
378,Schlitten::N,сані,qimusseq
379,Ski::N,лыжа,ataarut
380,Lagerfeuer::N,вогнішча,
381,Last::N,цяжар,nammagaq
382,Gang::N,ход,
383,Schritt::N,шаг,allorneq
384,Schritt::N,крок,allorneq
385,Norden::N,поўнач,avannaq
386,Süden::N,поўдзень,qava
387,Süden::N,поўдзень,kujat
388,Süden::N,поўдзень,kujataa
389,Westen::N,захад,kitaa
390,Osten::N,усход,kangi
391,Holz::N,дрэва,qisuk
392,Holz::N,драўніна,qisuk
393,Brett::N,дошка,salliligaq
394,Platte::N,пліта,qaateq
395,Stütze::N,падпорка,ajagutaq
396,Stütze::N,падпорка,ajaagutaq
397,Stange::N,жэрдка,kaaviffik
398,Stock::N,палка,ajaappissat
399,Stab::N,шост,ajaappissat
400,Rohr::N,труба,sullulik
401,Haus::N,дом,illu
402,Heim::N,дом,
403,Heim::N,хата,
404,Ofen::N,печ,kissarsuut
405,Fußboden::N,падлога,nateq
406,Tisch::N,стол,allattarfik
407,Stuhl::N,стул,issiavik
408,Stuhl::N,стул,issiaffik
409,Stuhl::N,крэсла,issiavik
410,Stuhl::N,крэсла,issiaffik
411,Wiege::N,калыска,uaasoq
412,Bett::N,ложак,nallavik
413,Bett::N,пасцель,nallavik
414,Regal::N,паліца,ilisivik
415,Kiste::N,скрынка,sakissat
416,Kiste::N,скрынка,illerfiusaq
417,Fenster::N,акно,aki
418,Fenster::N,акно,igalaaq
419,Tür::N,дзверы,matu
420,Tor::N,вароты,isaaffik
421,Zaun::N,агароджа,saputit
422,Dach::N,дах,qaliaq
423,Leiter::N,лесвіца,tummeqqat
424,Leiter::N,лесвіца,majuartarfiit
425,Besen::N,мятла,saligutit
426,Spaten::N,лапата,nivaataq
427,Spaten::N,жалязняк,nivaataq
428,Schaufel::N,шуфлік,nivaataq
429,Schaufel::N,лапатка,nivaataq
430,Gabel::N,відэлец,qilluaq
431,Gabel::N,відэлец,ajassaatit
432,Löffel::N,лыжка,alussaat
433,Messer::N,нож,savik
434,Nagel::N,цвік,kukik
435,Netz::N,сетка,anguffaseq
436,Haken::N,крук,nissik
437,Haken::N,крук,qarsorsaq
438,Haken::N,крук,qarsorsartoq
439,Griff::N,ручка,ipi
440,Schloss::N,замок,illussaarsuaq
441,Bild::N,карціна,assiliaq
442,Figur::N,фігура,kisitsit
443,Puppe::N,лялька,inuusaq
444,Beutel::N,мяшок,
445,Bündel::N,вязка,qilertaq
446,Tasche::N,торба,pooqattaq
447,Eimer::N,вядро,
448,Deckel::N,накрыўка,matu
449,Geschirr::N,пасуда,anut
450,Sack::N,мех,
451,Tasse::N,кубак,tiitorfik
452,Tasse::N,кубак,tiitorfiup ilorlia
453,Topf::N,каструля,qoqqoq
454,Kessel::N,кацёл,uunnaavik
455,Essen::N,ежа,igaaq
456,Nahrung::N,харч,neqissaq
457,Speise::N,страва,nerisassat
458,Fleisch::N,мяса,neqi
459,Getreide::N,збожжа,maannineq
460,Brei::N,каша,
461,Brot::N,хлеб,iffit
462,Brot::N,хлеб,iffiaq
463,Scheibe::N,луста,igalaassiaq
464,Scheibe::N,скібка,igalaassiaq
465,Fett::N,тлушч,tarnutissaq
466,Fett::N,тлушч,tarnutissiaq
467,Butter::N,масла,punneq
468,Öl::N,алей,uulia
469,Salz::N,соль,taratsut
470,Suppe::N,суп,qajoq
471,Honig::N,мёд,tungusunnitsuut
472,Milch::N,малако,immuk
473,Tee::N,чай,tii
474,Tee::N,чай,teeq
475,Tee::N,гарбата,tii
476,Tee::N,гарбата,teeq
477,Leder::N,скура,
478,Wolle::N,воўна,nuersagassiaq
479,Stoff::N,тканіна,milliaq
480,Stoff::N,тканіна,qarlissiaq
481,Nadel::N,іголка,meqqut
482,Faden::N,нітка,ujalussiaq
483,Knopf::N,гузік,attat
484,Knoten::N,вузел,akeroq
485,Knoten::N,вузел,qilerneq
486,Farbe::N,фарба,qalipaat
487,Kleidung::N,адзенне,atisat
488,Kleidung::N,адзенне,annoraaq
489,Hemd::N,кашуля,ilupaaq
490,Kragen::N,каўнер,qungasiinnaq
491,Ärmel::N,рукаў,aaq
492,Hose::N,штаны,qarliit
493,Gürtel::N,пояс,qiterut
494,Gürtel::N,пояс,unngersaq
495,Mütze::N,шапка,nasaq
496,Schuh::N,чаравік,skuu
497,Schuh::N,чаравік,ikernuk
498,Schuh::N,чаравік,ateraasaq
499,Stiefel::N,бот,kamik
500,Ring::N,кольца,assammiu
501,Band::N,стужка,qilerutissiaq
502,Kamm::N,расчоска,illaagutit
503,Kamm::N,расчоска,illaajaatit pl.
504,Spiegel::N,люстра,tarrarsuut
505,Riemen::N,рэмень,allunaaq
506,Schnur::N,вяроўка,kujaaq
507,Schnur::N,вяроўка,allunaasaq
508,Leine::N,павадок,aleq
509,Decke::N,коўдра,qipik
510,Kissen::N,падушка,akit
511,Tuch::N,хустка,qarlissiaq
512,Handtuch::N,ручнік,allarut
513,Handtuch::N,ручнік,allarterut
514,Kraft::N,сіла,pissak
515,Stärke::N,моц,qerattarsaat
516,Gesundheit::N,здароўе,peqqisusseq
517,Krankheit::N,хвароба,nappaat
518,Schmerz::N,боль,anniaat
519,Wunde::N,рана,iki
520,Fieber::N,гарачка,nappaat qanimanartoq
521,Fieber::N,ліхаманка,nappaat qanimanartoq
522,Arznei::N,лекі,imigassaq
523,Brücke::N,мост,ikaartarfik
524,Brunnen::N,калодзеж,tissaluttuliaq
525,Weide::N,паша,masarsuk
526,Pfad::N,сцежка,aqqut
527,Weg::N,шлях,aggerfik
528,Weg::N,дарога,aggerfik
529,Straße::N,вуліца,aqqusineq
530,Dorf::N,вёска,nunaqarfik
531,Stadt::N,горад,illorpaat
532,Stadt::N,горад,illorpalik
533,Brief::N,ліст,allagarsiaq
534,Brief::N,пісьмо,allagarsiaq
535,Buch::N,кніга,atuakkat
536,Buch::N,кніга,mappersagaq
537,Buchstabe::N,літара,naqinneq
538,Zeitung::N,газета,aviisi
539,Leben::N,жыццё,inuussuseq
540,Tod::N,смерць,toqu
541,Tod::N,смерць,toquneq
542,Grab::N,магіла,iliveq
543,Grab::N,магіла,illissat
544,Kirche::N,касцёл,oqaluffik
545,Kirche::N,царква,oqaluffik
546,Sünde::N,грэх,ajorti
547,Gott::N,бог,
548,Arbeiter::N,рабочы,sulisoq
549,Chef::N,начальнік,ittoqut
550,Meister::N,майстар,naalagaq
551,Arzt::N,урач,katsorsaasoq
552,Lehrer::N,настаўнік,ilinniartitsisoq
553,Geld::N,грошы,aningaasat
554,Geschäft::N,заняцце,niuertarfik
555,Laden::N,крама,niuertarfik
556,Laden::N,магазін,niuertarfik
557,Preis::N,цана,aki
558,Ware::N,тавар,qaliata pii
559,Ware::N,тавар,nioqqutissaq
560,Nutzen::N,выгада,iluaqut
561,Reichtum::N,багацце,
562,Welt::N,свет,nunarsuaq
563,Land::N,краіна,nuna
564,Staat::N,дзяржава,
565,König::N,кароль,kunngi
566,Macht::N,улада,pissaassuseq
567,Grenze::N,граніца,killik
568,Krieg::N,вайна,sorsunneq
569,Feind::N,вораг,akeraq
570,Feind::N,вораг,akerartorti
571,Feind::N,вораг,qinngarsuisoq
572,Gewalt::N,насілле,
573,Kampf::N,барацьба,sorsunneq
574,Bogen[Waffe]::N,лук,
575,Pfeil::N,страла,qalugiusaq
576,Gewehr::N,ружжо,aallaat
577,Fehler::N,памылка,kukkuneq
578,Fehler::N,памылка,paarlaappaa
579,Lüge::N,хлусня,
580,Schaden::N,шкода,
581,Unglück::N,ліха,perluut
582,Unglück::N,бядота,perluut
583,Schuld::N,віна,akiitsugaq
584,Schuld::N,віна,akiligassaq
585,Alter::N,узрост,utoqqaq
586,Schluss::N,канец,isu
587,Zeit::N,час,ulloq
588,Zeit::N,час,akuttoqatigiinneq
589,Tag::N,дзень,ulloq
590,Morgen::N,ранак,ullaaq
591,Morgen::N,раніца,ullaaq
592,Mittag::N,паўдня,ulloqeqqa
593,Mittag::N,поўдзень,ulloqeqqa
594,Abend::N,вечар,unnuk
595,Nacht::N,ноч,unnuaq
596,Woche::N,тыдзень,sapaatip akunnera
597,Monat::N,месяц,qaammat
598,Jahr::N,год,ukioq
599,Frühling::N,вясна,upernaaq
600,Sommer::N,лета,aasaq
601,Herbst::N,восень,ukiaq
602,Winter::N,зіма,ukioq
603,Januar::N,студзень,siulleeq
604,Januar::N,студзень,qaammaliaq
605,Februar::N,люты,aarlaat
606,März::N,сакавік,marsi
607,März::N,сакавік,martsi
608,April::N,красавік,
609,Mai::N,май,maaji
610,Mai::N,травень,maaji
611,Juni::N,чэрвень,juuni
612,Juli::N,ліпень,juuli
613,August::N,жнівень,aggusti
614,September::N,верасень,septembari
615,Oktober::N,кастрычнік,oktobari
616,November::N,лістапад,novembari
617,Dezember::N,снежань,detsembari
618,Montag::N,панядзелак,ataasinngortoq
619,Dienstag::N,аўторак,marlunngorneq
620,Mittwoch::N,серада,pingasunngorneq
621,Donnerstag::N,чацвер,sisamanngorneq
622,Freitag::N,пятніца,tallimanngorneq
623,Samstag::N,субота,arfininngorneq
624,Sonntag::N,нядзеля,sapaat
625,Sonntag::N,нядзеля,sapaati
626,groß::A,вялікі,angivoq
627,klein::A,маленькі,mikivoq
628,lang::A,доўгі,takisooq
629,kurz::A,кароткі,naatsoq
630,breit::A,шырокі,silippoq
631,schmal::A,вузкі,amitsoq
632,dicht::A,густы,torsusooq
633,dick[Gegenstand]::A,тоўсты,issuvoq
634,dick[Gegenstand]::A,тоўсты,issusooq
635,dünn::A,тонкі,amitsoq
636,fein::A,тонкі,mamarpoq
637,fest::A,моцны,tangeqarpoq
638,flach::A,плоскі,nalimmappoq
639,glatt::A,гладкі,quasak
640,hart::A,цвёрды,mattusooq
641,hart::A,цвёрды,manngerpoq
642,hart::A,цвёрды,titeqquluppoq
643,weich::A,мяккі,nerumaarpoq
644,rund::A,круглы,ammallorippoq
645,spitz::A,спічасты,qummukujooq
646,spitz::A,востраканцовы,qummukujooq
647,scharf::A,востры,ipippoq
648,stumpf::A,тупы,anngerpoq
649,schwer::A,цяжкі,oqimaappoq
650,schön::A,прыгожы,kusanarpoq
651,heiß::A,гарачы,kiappoq
652,warm::A,цёплы,oqorpoq
653,kalt::A,холадны,issippoq
654,kühl::A,халаднаваты,pueqqortippoq
655,frisch::A,свежы,
656,feucht::A,вільготны,isugutavoq
657,feucht::A,вільготны,qaasernarpoq
658,nass::A,мокры,imerorpoq
659,trocken::A,сухі,panerpoq
660,voll::A,поўны,ulikkaarpoq
661,leer::A,пусты,imaattuarpoq
662,offen::A,адкрыты,ammavoq
663,offen::A,адчынены,ammavoq
664,geschlossen::A,закрыты,matuvoq
665,geschlossen::A,зачынены,matuvoq
666,sauber::A,чысты,eqqippoq
667,sauber::A,чысты,sukuluippoq
668,sauber::A,чысты,ipeqanngilaq
669,schmutzig::A,брудны,tapappoq
670,schmutzig::A,брудны,minguppoq
671,roh::A,сыры,aapavoq
672,reif::A,спелы,qaarulerpoq
673,lecker::A,смачны,
674,süß::A,салодкі,tungusunnippoq
675,bitter::A,горкі,qasilippoq
676,sauer::A,кіслы,
677,hell::A,светлы,qaamavoq
678,dunkel::A,цёмны,qernerpoq
679,schwarz::A,чорны,qernerpoq
680,weiß::A,белы,qaqorpoq
681,rot::A,чырвоны,aappaluppoq
682,gelb::A,жоўты,sungaarpoq
683,blau::A,сіні,tungujorpoq
684,grün::A,зялёны,qorsooqqippoq
685,grau::A,шэры,qaserpoq
686,bunt::A,пяресты,
687,billig::A,танны,akikippoq
688,teuer::A,дарагі,
689,wertvoll::A,цэнны,erlinnarpoq
690,wertvoll::A,каштоўны,erlinnarpoq
691,blind::A,сляпы,tappiippoq
692,blind::A,сляпы,isigisaqanngilaq
693,taub::A,глухі,tusilarpoq
694,kräftig::A,магутны,pissaq
695,kräftig::A,магутны,pissarsuaq
696,stark::A,сільны,sanngivoq
697,schwach::A,слабы,nakuippoq
698,fett::A,тлусты,pualavoq
699,schlank::A,стройны,tuappoq
700,hübsch::A,чароўны,aatsialaq
701,böse::A,злы,ajorpoq
702,dumm::A,дурны,taqajak
703,dumm::A,дурны,sikkilluppoq
704,dumm::A,дурны,qaatusimasaqanngilaq
705,faul::A,лянівы,eqiasuppoq
706,faul::A,лянівы,eqiattortuvoq
707,fleißig::A,руплівы,eqiasuippoq
708,geizig::A,прагны,iasilaarpoq
709,geizig::A,прагны,tukkuippoq
710,klug::A,разумны,mallak
711,klug::A,разумны,ittanneq
712,klug::A,разумны,kutaappoq
713,klug::A,разумны,kuttaappoq
714,klug::A,разумны,qarasagippoq
715,geschickt::A,умелы,
716,lieb::A,мілы,akisooq
717,lustig::A,вясёлы,piikulavoq
718,sanft::A,ласкавы,isumagippoq
719,hungrig::A,галодны,kaappoq
720,hungrig::A,галодны,perlilerpoq
721,krank::A,хворы,napparsimavoq
722,nackt::A,голы,
723,traurig::A,сумны,aliasuppoq
724,lebendig::A,жывы,uumavoq
725,gut::A,добры,ajunngilaq
726,schlecht::A,кепскі,sualuppoq
727,richtig::A,правільны,iluarpoq
728,schlimm::A,агідны,amiilaarnarpoq
729,wahr::A,сапраўдны,ilumoorpoq
730,alt::A,стары,pisoqaq
731,neu::A,новы,nutaavoq
732,ehemalig::A,былы,
733,alt[Lebewesen]::A,стары,utoqqaq
734,jung::A,малады,inuusuppoq
735,jung::A,малады,kingulliarsuk
736,arm::A,бедны,piillasoq
737,arm::A,бедны,piitsuuvoq
738,reich::A,багаты,pisuuvoq
739,bekannt::A,знаёмы,
740,berühmt::A,славуты,tusaamasaq
741,fremd::A,чужы,ajasoornarpoq
742,verschieden::A,розны,allatut
743,verschieden::A,розны,tamalaat
744,nah::A,блізкі,qanippoq
745,fern::A,далёкі,ungasippoq
746,linker::A,левы,saamerleq
747,rechter::A,правы,innarluissut
748,anderer::A,іншы,
749,anderer::A,другі,
750,erster::A,першы,siulleq
751,zweiter::A,другі,qataatsup tullia
752,dritter::A,трэці,pingajorarterut
753,letzter::A,апошні,kingulleq
