,Concept_ID,kv,nl
133,Feder::N,гӧн,veer
134,Feder::N,гӧн,pluim
135,Fell::N,кучик,vel
136,Flügel::N,борд,vleugel
137,Klaue::N,гыж,klauw
138,Kralle::N,кабыр,klauw
139,Schwanz::N,бӧж,staart
140,Ei::N,кольть,ei
141,Nest::N,поз,nest
142,Bau::N,осьта,hol
143,Bau::N,нора,hol
144,Tier::N,зверь,dier
145,Herde::N,гурт,kudde
146,Kuh::N,мӧс,koe
147,Bulle::N,ӧшка,stier
148,Pferd::N,вӧв,paard
149,Schaf::N,баля,schaap
150,Schwein::N,порсь,varken
151,Hund::N,пон,hond
152,Katze::N,кань,kat
153,Bär::N,ош,beer
154,Eichhörnchen::N,ур,eekhoorntje
155,Elch::N,вӧр мӧс,eland
156,Fuchs::N,руч,vos
157,Hase::N,кӧч,haas
158,Maus::N,шыр,muis
159,Wolf::N,кӧин,wolf
160,Vogel::N,кай,vogel
161,Schwarm::N,стая,zwerm
162,Schwarm::N,чукӧр,zwerm
163,Huhn::N,курӧг,kip
164,Huhn::N,курӧг,hoen
165,Hahn::N,петух,haan
166,Hahn::N,ай курӧг,haan
167,Gans::N,дзодзог,gans
168,Adler::N,куч,arend
169,Adler::N,кутш,arend
170,Ente::N,утка,eend
171,Eule::N,тупка,uil
172,Kranich::N,тури,kraanvogel
173,Krähe::N,рака,kraai
174,Kuckuck::N,кӧк,koekoek
175,Schwan::N,юсь,zwaan
176,Fisch::N,чери,vis
177,Barsch::N,ёкыш,baars
178,Hecht::N,сирпинь,snoek
179,Schlange[Tier]::N,змей,slang
180,Wurm::N,номыр,worm
181,Spinne::N,черань,spin
182,Ameise::N,кӧдзывкар,mier
183,Laus::N,ляпа той,luis
184,Mücke::N,ном,mug
185,Fliege::N,гут,vlieg
186,Schmetterling::N,бабыв,vlinder
187,Beere::N,ягӧд,bes
188,Apfel::N,яблоко,appel
189,Pilz::N,тшак,paddestoel
190,Zwiebel::N,грез,ui
191,Saat::N,кӧдзыс,zaad
192,Korn::N,сю,graan
193,Korn::N,сю,korrel
194,Heu::N,турун,hooi
195,Schale::N,кыш,schil
196,Schale::N,киль,schil
197,Grube::N,яма,kuil
198,Falle::N,нальк,val
199,Falle::N,кляпча,val
200,Schlinge::N,лӧч,strop
201,Spur::N,туй,spoor
202,Asche::N,пӧим,as
203,Dreck::N,нять,drek
204,Eisen::N,кӧрт,ijzer
205,Gold::N,зарни,goud
206,Silber::N,язісь,zilver
207,Kohle::N,шом,kool
208,Kohle::N,уголь,kool
209,Glas::N,стекло,glas
210,Lehm::N,сёй,klei
211,Sand::N,лыа,zand
212,Mensch::N,морт,mens
213,Mann::N,мужик,man
214,Frau::N,инька,vrouw
215,Kind::N,кага,kind
216,Junge::N,зонка,jongen
217,Mädchen::N,нывкаок,meisje
218,Familie::N,семья,gezin
219,Familie::N,семья,familie
220,Großvater::N,дед,grootvader
221,Großmutter::N,баб,grootmoeder
222,Eltern::N,ай-мам,ouders
223,Vater::N,ай,vader
224,Mutter::N,мам,moeder
225,Sohn::N,зон,zoon
226,Tochter::N,ныв,dochter
227,Bruder::N,вон,broer
228,Bruder::N,вон,broeder
229,Schwester::N,сой,zus
230,Schwester::N,сой,zuster
231,Onkel::N,дядь,oom
232,Tante::N,айӧлӧн сой,tante
233,Tante::N,ичинь,tante
234,Ehemann::N,жӧник,echtgenoot
235,Ehefrau::N,инь,echtgenote
236,Freude::N,гаж,vreugde
237,Freude::N,радъялӧм,vreugde
238,Gelächter::N,сералӧм,gelach
239,Glück::N,мичлун,geluk
240,Kummer::N,шог,verdriet
241,Wunsch::N,мӧдӧм,wens
242,Wunsch::N,мӧдӧм,verlangen
243,Wunsch::N,охотитӧм,wens
244,Wunsch::N,охотитӧм,verlangen
245,Lust::N,охота,zin
246,Lust::N,охота,lust
247,Geist::N,лов,geest
248,Gedanke::N,дума,gedachte
249,Gedächtnis::N,тӧдвыв,geheugen
250,Verstand::N,вежӧр,verstand
251,Sinn::N,ылӧс,betekenis
252,Grund::N,мог,reden
253,Wahrheit::N,правда,waarheid
254,Gespräch::N,сёрни,gesprek
255,Märchen::N,сказка,sprookje
256,Erzählung::N,висьт,verhaal
257,Nachricht::N,юӧр,tijding
258,Nachricht::N,висьталӧм,tijding
259,Neuigkeit::N,новость,nieuws
260,Neuigkeit::N,новость,nieuwtje
261,Name::N,ним,naam
262,Rätsel::N,загадка,raadsel
263,Rede::N,сёрни,rede
264,Sprache::N,кыв,taal
265,Stimme::N,голос,stem
266,Wort::N,кыв,woord
267,Zeichen::N,пас,teken
268,Ruf::N,чуксӧм,roep
269,Ruf::N,чукӧстӧм,roep
270,Lärm::N,шум,lawaai
271,Laut::N,шы,klank
272,Laut::N,шы,geluid
273,Ton::N,гор,toon
274,Ton::N,гор,klank
275,Lied::N,сьыланкыв,lied
276,Ruhe::N,спокой,rust
277,Ruhe::N,спокой,stilte
278,Leute::N,йӧз,lui
279,Leute::N,йӧз,mensen
280,Volk::N,йӧз,volk
281,Volk::N,народ,volk
282,Arbeit::N,удж,werk
283,Arbeit::N,удж,arbeid
284,Gast::N,гӧсь,gast
285,Geschenk::N,гӧснеч,cadeau
286,Geschenk::N,гӧснеч,geschenk
287,Geschenk::N,подарок,cadeau
288,Geschenk::N,подарок,geschenk
289,Spiel::N,орсӧм,spel
290,Gesellschaft::N,компания,gezelschap
291,Hilfe::N,отсӧт,hulp
292,Freund::N,модз,vriend
293,Freund::N,дружок,vriend
294,Kamerad::N,тӧдса,maat
295,Kamerad::N,тӧдса,metgezel
296,Angelegenheit::N,дело,zaak
297,Angelegenheit::N,дело,aangelegenheid
298,Anzahl::N,лыд,tal
299,Anzahl::N,лыд,aantal
300,Art::N,пӧлӧс,slag
301,Art::N,пӧлӧс,soort
302,Stück::N,тор,stuk
303,Teil::N,юкӧм,deel
304,Hälfte::N,джын,helft
305,Kreis::N,круг,kring
306,Kreis::N,круг,cirkel
307,Kreuz::N,перна,kruis
308,Linie::N,визь,lijn
309,Strich::N,кырӧв,haal
310,Strich::N,кырӧв,streep
311,Abstand::N,колас,afstand
312,Entfernung::N,ылына,afstand
313,Gegend::N,места,streek
314,Platz::N,места,ruimte
315,Ort::N,места,oord
316,Ort::N,места,plaats
317,Seite::N,ладор,zij
318,Seite::N,ладор,kant
319,Seite::N,ладор,zijde
320,Mitte::N,шӧр,midden
321,Gegenstand::N,тор,voorwerp
322,Sache::N,тор,zaak
323,Rand::N,дор,rand
324,Rand::N,дор,boord
325,Kante::N,ордлы,kant
326,Ecke::N,пельӧс,hoek
327,Spitze::N,йыв,punt
328,Spitze::N,йыв,spits
329,Ende::N,йыв,einde
330,Ende::N,йыв,uiteinde
331,Loch::N,осьта,gat
332,Winkel::N,пельӧс,hoek
333,Muster::N,сер,dessin
334,Muster::N,сер,patroon
335,Größe::N,ыжда,grootte
336,Länge::N,кузя,lengte
337,Höhe::N,сувда,hoogte
338,Höhe::N,вылына,hoogte
339,Gewicht::N,сьӧкта,gewicht
340,Haufen::N,куча,hoop
341,Reihe::N,лёдз,rij
342,Reihe::N,лёдз,reeks
343,Boot::N,пыж,boot
344,Ruder::N,пелыс,roeiriem
345,Schlitten::N,додь,slee
346,Schlitten::N,додь,slede
347,Ski::N,лямпа,ski
348,Lagerfeuer::N,бипур,kampvuur
349,Last::N,тягота,last
350,Last::N,тягота,vracht
351,Gang::N,мунӧм,wandeling
352,Schritt::N,вожмӧв,stap
353,Schritt::N,вожмӧв,schrede
354,Norden::N,ой,noorden
355,Süden::N,лун,zuiden
356,Westen::N,рытвыв,westen
357,Osten::N,асыв,oosten
358,Holz::N,пу,hout
359,Brett::N,пӧв,plank
360,Platte::N,плита,plaat
361,Stütze::N,пика,stut
362,Stütze::N,пика,steun
363,Stange::N,зор,stang
364,Stange::N,потш,stang
365,Stock::N,бедь,stok
366,Stab::N,шест,staf
367,Rohr::N,труба,pijp
368,Haus::N,керку,huis
369,Heim::N,керку,tehuis
370,Ofen::N,пӧжавны,kachel
371,Fußboden::N,джодж,vloer
372,Tisch::N,пызан,tafel
373,Stuhl::N,стул,stoel
374,Wiege::N,зыбка,wieg
375,Bett::N,кровать,bed
376,Regal::N,джадж,rek
377,Kiste::N,ящик,kist
378,Fenster::N,ӧшын,raam
379,Fenster::N,ӧшын,venster
380,Tür::N,ыбӧс,deur
381,Tor::N,ворота,poort
382,Zaun::N,забор,omheining
383,Dach::N,крыша,dak
384,Leiter::N,лиснич,ladder
385,Besen::N,рос,bezem
386,Spaten::N,зыр,schop
387,Schaufel::N,зыр,schep
388,Gabel::N,вила,vork
389,Löffel::N,пань,lepel
390,Messer::N,пурт,mes
391,Nagel::N,кӧрттув,spijker
392,Netz::N,кыйӧт,net
393,Haken::N,ем,haak
394,Griff::N,пу,handvat
395,Schloss::N,замок,slot
396,Bild::N,картина,beeld
397,Figur::N,мыгӧр,figuur
398,Puppe::N,акань,pop
399,Beutel::N,мешӧк,zak
400,Beutel::N,мешӧк,buidel
401,Bündel::N,нин,pak
402,Bündel::N,нин,bundel
403,Tasche::N,сумка,tas
404,Eimer::N,ведра,emmer
405,Deckel::N,вевт,deksel
406,Geschirr::N,доз,vaatwerk
407,Geschirr::N,бекӧрпань,vaatwerk
408,Sack::N,мешӧк,zak
409,Tasse::N,бекӧр,kop
410,Topf::N,кастрюля,pan
411,Kessel::N,пӧрт,ketel
412,Essen::N,сёйӧм,eten
413,Nahrung::N,вердан,voedsel
414,Speise::N,сёян,spijs
415,Fleisch::N,яй,vlees
416,Getreide::N,сю,graan
417,Brei::N,каша,pap
418,Brei::N,каша,brij
419,Brot::N,нянь,brood
420,Scheibe::N,шӧрӧм,plak
421,Scheibe::N,шӧрӧм,snede
422,Fett::N,гос,vet
423,Butter::N,ви,boter
424,Öl::N,ви,olie
425,Salz::N,сов,zout
426,Suppe::N,шыд,soep
427,Honig::N,ма,honing
428,Milch::N,йӧв,melk
429,Tee::N,чай,thee
430,Leder::N,кучик,leer
431,Leder::N,кучик,leder
432,Wolle::N,гӧн,wol
433,Stoff::N,дӧра,stof
434,Nadel::N,ем,naald
435,Faden::N,сунис,draad
436,Knopf::N,кизь,knoop
437,Knoten::N,узӧв,knoop
438,Knoten::N,гӧрӧд,knoop
439,Farbe::N,краска,verf
440,Kleidung::N,паськӧм,kledij
441,Kleidung::N,паськӧм,kleding
442,Hemd::N,йӧрнӧс,hemd
443,Kragen::N,воротник,kraag
444,Ärmel::N,сос,mouw
445,Hose::N,вешьян,broek
446,Hose::N,вешьян,pantalon
447,Gürtel::N,йи,riem
448,Gürtel::N,йи,gordel
449,Mütze::N,шапка,muts
450,Schuh::N,ботинки,schoen
451,Stiefel::N,сапог,laars
452,Ring::N,чунькытш,ring
453,Band::N,ленточка,lint
454,Kamm::N,сынан,kam
455,Spiegel::N,зеркало,spiegel
456,Riemen::N,ремень,riem
457,Schnur::N,гез,koord
458,Leine::N,повод,lijn
459,Decke::N,одеяло,deken
460,Kissen::N,подушка,kussen
461,Tuch::N,чышьян,doek
462,Handtuch::N,чышкӧт,handdoek
463,Kraft::N,прак,kracht
464,Stärke::N,вын,sterkte
465,Gesundheit::N,здоровье,gezondheid
466,Krankheit::N,шог,ziekte
467,Schmerz::N,зубыт,pijn
468,Wunde::N,рана,wond
469,Fieber::N,лёк тресся,koorts
470,Fieber::N,кынтан шогӧт,koorts
471,Arznei::N,лекарство,medicament
472,Arznei::N,лекарство,geneesmiddel
473,Brücke::N,пос,brug
474,Brunnen::N,колодец ,put
475,Brunnen::N,колодец ,bron
476,Weide::N,пода йирсян,wei
477,Weide::N,пода йирсян,weide
478,Pfad::N,туй,pad
479,Weg::N,туй,weg
480,Straße::N,туй,baan
481,Straße::N,туй,straat
482,Dorf::N,деревня,dorp
483,Stadt::N,город,stad
484,Brief::N,гижӧт,brief
485,Buch::N,книга,boek
486,Buchstabe::N,буква,letter
487,Zeitung::N,газета,krant
488,Zeitung::N,газета,dagblad
489,Leben::N,олан,leven
490,Tod::N,кулӧм,dood
491,Grab::N,гу,graf
492,Kirche::N,вичку,kerk
493,Sünde::N,грек,zonde
494,Gott::N,ен,god
495,Arbeiter::N,уджалiсь,arbeider
496,Chef::N,начальник,chef
497,Meister::N,мастер,meester
498,Arzt::N,врач,arts
499,Arzt::N,врач,dokter
500,Lehrer::N,велӧтісь,leraar
501,Lehrer::N,велӧтісь,onderwijzer
502,Geld::N,деньга,geld
503,Geschäft::N,удж,zaak
504,Laden::N,магазин,winkel
505,Preis::N,дон,prijs
506,Ware::N,товар,waar
507,Nutzen::N,путь,nut
508,Nutzen::N,путь,voordeel
509,Reichtum::N,богатство,rijkdom
510,Welt::N,му,wereld
511,Land::N,страна,land
512,Staat::N,государство,staat
513,König::N,кан,koning
514,Macht::N,власть,macht
515,Grenze::N,граница,grens
516,Krieg::N,война,oorlog
517,Feind::N,враг,vijand
518,Kampf::N,нярасьӧм,strijd
519,Kampf::N,нярасьӧм,gevecht
520,Kampf::N,вермасьӧм,strijd
521,Kampf::N,вермасьӧм,gevecht
522,Bogen[Waffe]::N,лук,boog
523,Pfeil::N,ньӧв,pijl
524,Gewehr::N,ружьё,geweer
525,Fehler::N,ошибка,fout
526,Lüge::N,ылӧтӧм,leugen
527,Lüge::N,пӧрьялӧм,leugen
528,Schaden::N,лёк,schade
529,Unglück::N,пик,tegenspoed
530,Unglück::N,оказзё,tegenspoed
531,Schuld::N,вина,schuld
532,Schluss::N,ком,slot
533,Zeit::N,кад,tijd
534,Tag::N,лун,dag
535,Morgen::N,асыв,morgen
536,Morgen::N,асыв,ochtend
537,Mittag::N,луншӧр кад,middag
538,Abend::N,рыт,avond
539,Nacht::N,ой,nacht
540,Woche::N,неделя,week
541,Monat::N,тӧлicь,maand
542,Jahr::N,год,jaar
543,Frühling::N,тулыс,lente
544,Frühling::N,тулыс,voorjaar
545,Sommer::N,гожум,zomer
546,Herbst::N,ар,herfst
547,Winter::N,тӧв,winter
548,Januar::N,январ,januari
549,Februar::N,февраль,februari
550,März::N,март,maart
551,April::N,апрель,april
552,Mai::N,май,mei
553,Juni::N,юнь,juni
554,Juli::N,юль,juli
555,August::N,август,augustus
556,September::N,сентяб,september
557,Oktober::N,октяб,oktober
558,November::N,нояб,november
559,Dezember::N,декаб,december
560,Montag::N,вильлун,maandag
561,Dienstag::N,мӧдӧдзлун,dinsdag
562,Mittwoch::N,шӧрлун,woensdag
563,Donnerstag::N,нёльӧдзлун,donderdag
564,Freitag::N,витӧдзлун,vrijdag
565,Samstag::N,пывсянлун,zaterdag
566,Sonntag::N,кресення,zondag
567,groß::A,ыджыт,groot
568,klein::A,учӧтик,klein
569,lang::A,кузь,lang
570,kurz::A,дженыт,kort
571,breit::A,ота,breed
572,schmal::A,векнит,smal
573,dicht::A,тшӧк,dicht
574,dick[Gegenstand]::A,кыз,dik
575,dünn::A,вӧснит,dun
576,fein::A,вӧснит,fijn
577,fest::A,крепыт,vast
578,flach::A,лапкӧса,plat
579,glatt::A,волькыт,glad
580,hart::A,чӧрыт,hard
581,weich::A,небыт,week
582,rund::A,гӧгрӧса,rond
583,spitz::A,ёся,spits
584,spitz::A,ёся,puntig
585,scharf::A,лэчыт,scherp
586,stumpf::A,ныж,stomp
587,schwer::A,сьӧкыт,zwaar
588,schön::A,басӧк,mooi
589,schön::A,басӧк,fraai
590,heiß::A,жар,heet
591,warm::A,шоныт,warm
592,kalt::A,кӧдзыт,koud
593,kühl::A,сайкыт,koel
594,frisch::A,виль,fris
595,feucht::A,вакодь,vochtig
596,nass::A,ва,nat
597,trocken::A,кӧс,droog
598,voll::A,тыра,vol
599,leer::A,тыртӧм,leeg
600,offen::A,оссьӧм,open
601,geschlossen::A,игана,gesloten
602,geschlossen::A,пӧдана,gesloten
603,sauber::A,сӧдз,net
604,sauber::A,сӧдз,schoon
605,sauber::A,сӧстӧм,net
606,sauber::A,сӧстӧм,schoon
607,schmutzig::A,нятьӧсь,vuil
608,roh::A,путӧм,rauw
609,reif::A,кисьмалӧм,rijp
610,lecker::A,кӧра ,lekker
611,süß::A,чӧскыт,zoet
612,bitter::A,курыт,bitter
613,sauer::A,шӧма ,zuur
614,hell::A,югыт,licht
615,hell::A,югыт,helder
616,dunkel::A,пемыт,donker
617,schwarz::A,сьӧд,zwart
618,weiß::A,чочком,wit
619,rot::A,гӧрд,rood
620,gelb::A,веж,geel
621,blau::A,лӧз,blauw
622,grün::A,веж,groen
623,grau::A,руд,grijs
624,grau::A,бусӧй,grijs
625,bunt::A,быдрӧма,bont
626,billig::A,донтӧм,goedkoop
627,teuer::A,дона,duur
628,wertvoll::A,дона,kostbaar
629,wertvoll::A,дона,waardevol
630,blind::A,синтӧм,blind
631,taub::A,пельтӧм,doof
632,kräftig::A,вына,krachtig
633,stark::A,вына,sterk
634,schwach::A,некодя,zwak
635,fett::A,госа,vet
636,schlank::A,статя,slank
637,hübsch::A,басӧк,leuk
638,böse::A,лёк,kwaad
639,dumm::A,бӧбӧв,dom
640,dumm::A,вежӧртӧм,dom
641,faul::A,дыш,lui
642,fleißig::A,уджалicь,vlijtig
643,geizig::A,жикмӧра,gierig
644,geizig::A,горшаліcь,gierig
645,klug::A,авья,slim
646,klug::A,авья,schrander
647,klug::A,авья,verstandig
648,klug::A,вежӧра,slim
649,klug::A,вежӧра,schrander
650,klug::A,вежӧра,verstandig
651,geschickt::A,кипода,handig
652,geschickt::A,кипода,vaardig
653,lieb::A,муса,lief
654,lieb::A,дзулиньӧй,lief
655,lustig::A,гажа,vrolijk
656,sanft::A,лебезнӧй,zacht
657,hungrig::A,тшыг,hongerig
658,krank::A,шогалiсь,ziek
659,nackt::A,куш,naakt
660,traurig::A,жугыль,treurig
661,traurig::A,жугыль,bedroefd
662,lebendig::A,ловья,levend
663,gut::A,бур,goed
664,schlecht::A,умӧль,slecht
665,schlimm::A,нештӧм,erg
666,schlimm::A,нештӧм,kwaad
667,alt::A,важ,oud
668,neu::A,виль,nieuw
669,ehemalig::A,вӧвлӧм,voormalig
670,alt[Lebewesen]::A,года,oud
671,alt[Lebewesen]::A,годдэза,oud
672,jung::A,том,jong
673,arm::A,гов,arm
674,arm::A,беднӧй,arm
675,reich::A,эма,rijk
676,bekannt::A,тӧдса,bekend
677,fremd::A,чужӧй,vreemd
678,verschieden::A,быдкодь,verscheiden
679,verschieden::A,быдкодь,verschillend
680,nah::A,матiсь,nabij
681,nah::A,матiсь,nabijgelegen
682,fern::A,ылicь,ver
683,linker::A,шульга,linker
684,rechter::A,веськытланись,rechter
685,anderer::A,мукӧд,andere
686,erster::A,медодзза,eerste
687,zweiter::A,кыкӧт,tweede
688,dritter::A,куимӧт,derde
689,dritter::A,куимӧдз,derde
690,letzter::A,бӧрья,laatste
691,letzter::A,мёдбӧрья,laatste
692,auf einmal::ADV,тшӧтш,ineens
693,auf einmal::ADV,тшӧтш,tegelijk
694,zusammen::ADV,ӧтлаын,samen
695,zusammen::ADV,ӧтлаын,bijeen
696,lange::ADV,дыр,lang
697,plötzlich::ADV,друг,eensklaps
698,plötzlich::ADV,друг,plotsklaps
699,sofort::ADV,тшӧтш,terstond
700,sofort::ADV,тшӧтш,aanstonds
701,sofort::ADV,тшӧтш,onmiddelijk
702,später::ADV,медбӧрын,later
703,jetzt::ADV,ӧні,nu
704,jetzt::ADV,ӧні,nou
705,jetzt::ADV,ӧні,thans
706,heute::ADV,талун,heden
707,heute::ADV,талун,vandaag
708,morgen::ADV,ашын,morgen
709,bald::ADV,чожа,gauw
710,bald::ADV,чожа,weldra
711,dann::ADV,сыбӧрын,dan
712,dann::ADV,сыбӧрын,toen
713,gestern::ADV,тӧн,gisteren
714,einst::ADV,ӧтпыр,eens
715,damals::ADV,сэк,toen
716,damals::ADV,сэк,destijds
717,damals::ADV,сэки,toen
718,damals::ADV,сэки,destijds
719,danach::ADV,сэсся,daarna
720,vorher::ADV,одзжык,vooraf
721,vorher::ADV,одзжык,van tevoren
722,zuerst::ADV,наперво,eerst
723,zuerst::ADV,наперво,het eerst
724,einmal::ADV,ӧтпыр,eens
725,einmal::ADV,ӧтпыр,eenmaal
726,manchmal::ADV,мукӧдпыр,soms
727,oft::ADV,-лы-,vaak
728,oft::ADV,-лы-,dikwijls
729,immer::ADV,быдпыр,altijd
730,immer::ADV,быдпырся,altijd
731,niemals::ADV,некӧр,nooit
732,hier::ADV,татӧн,hier
733,hierhin::ADV,татчӧ,hierheen
734,von hier::ADV,тасянь,van hier
735,von hier::ADV,тасянь,hiervandaan
736,dort::ADV,сэтӧн,daar
737,dort::ADV,сэтӧн,ginds
738,dorthin::ADV,сэтчин,daarheen
739,geradeaus::ADV,веськыта,rechtuit
740,geradeaus::ADV,веськыта,rechtdoor
741,vorwärts::ADV,одзӧ,vooruit
742,vorwärts::ADV,одзӧ,voorwaarts
743,rückwärts::ADV,бӧр,achteruit
744,rückwärts::ADV,бӧр,achterwaarts
745,zurück::ADV,бӧр,terug
746,unten::ADV,увтын,beneden
747,unten::ADV,увтын,onderaan
748,hinab::ADV,увтас,omlaag
749,hinab::ADV,увтас,naar beneden
750,oben::ADV,вевдӧрас,boven
751,hinauf::ADV,вывлань,omhoog
752,hinauf::ADV,вывлань,naar boven
753,hinauf::ADV,вывланьӧ,omhoog
754,hinauf::ADV,вывланьӧ,naar boven
755,überall::ADV,быдлан,alom
756,überall::ADV,быдлан,overal
757,nicht::ADV,ог,niet
758,ein wenig::ADV,-ышт,wat
759,ein wenig::ADV,невна,wat
760,kaum::ADV,ӧдва,amper
761,kaum::ADV,ӧдва,nauwelijks
762,sehr::ADV,вывтi,erg
763,sehr::ADV,вывтi,zeer
764,so::ADV,сiдз,zo
765,noch::ADV,эшӧ,nog
766,nur::ADV,только,maar
767,nur::ADV,только,alleen
768,schon::ADV,ни,al
769,schon::ADV,ни,reeds
770,wieder::ADV,бӧра,weer
771,wieder::ADV,бӧра,terug
772,vergebens::ADV,весись,vergeefs
773,vergebens::ADV,весись,tevergeefs
774,vor::PRP,одзас,voor
775,hinter::PRP,бӧрӧ,achter
776,unter::PRP,увтын,onder
777,unter::PRP,увтын,beneden
778,durch::PRP,пыр,door
779,neben::PRP,бокам,naast
780,neben::PRP,боксиным,naast
781,zwischen::PRP,коласас,tussen
782,wegen::PRP,понда,wegens
783,wegen::PRP,понда,vanwege
784,dies::PRN,эта,dit
785,das::PRN,сiя,dat
786,alles::PRN,быдӧс,alles
787,ich::PRN,ме,ik
788,du::PRN,тэ,je
789,du::PRN,тэ,jij
790,er::PRN,сiя,hij
791,wir::PRN,мийӧ,we
792,wir::PRN,мийӧ,wij
793,ihr::PRN,ті,jullie
794,sie::PRN,нія,ze
795,sie::PRN,нія,zij
796,was::FPRN,мый,wat
797,wer::FPRN,кин,wie
798,wo::FADV,кытӧн,waar
799,wohin::FADV,кытчӧ,waarheen
800,wie::FADV,дзик,hoe
801,warum::FADV,мыля,waarom
802,warum::FADV,мыйсянь,waarom
803,wieviel::FNUM,мымда,hoeveel
804,eins::NUM,ӧт,één
805,zwei::NUM,кык,twee
806,drei::NUM,куим,drie
807,vier::NUM,нёль,vier
808,fünf::NUM,вит,vijf
809,sechs::NUM,квать,zes
810,sieben::NUM,сизим,zeven
811,acht::NUM,кыкьямыс,acht
812,neun::NUM,ӧкмыс,negen
813,zehn::NUM,дас,tien
814,elf::NUM,дасотік,elf
