,Concept_ID,hr,lez
284,Freude::N,radost,шадвал
285,Gelächter::N,grohot,хъвер
286,Glück::N,sreća,бахт
287,Kummer::N,jad,дерт
288,Kummer::N,jad,хажалат
289,Kummer::N,briga,дерт
290,Kummer::N,briga,хажалат
291,Wunsch::N,želja,мурад
292,Lust::N,volja,гьевес
293,Geist::N,duh,руьгь
294,Gedanke::N,misao,фикир
295,Gedächtnis::N,pamćenje,
296,Verstand::N,um,акьул
297,Verstand::N,razum,акьул
298,Sinn::N,smisao,мана
299,Sinn::N,značenje,мана
300,Grund::N,razlog,себеб
301,Wahrheit::N,istina,керчек
302,Wahrheit::N,istina,гьакъикъат
303,Gespräch::N,razgovor,ихтилат
304,Märchen::N,bajka,мах
305,Erzählung::N,priča,кьиса
306,Erzählung::N,pripovijest,кьиса
307,Nachricht::N,vijest,хабар
308,Neuigkeit::N,novost,цӏийи хабар
309,Name::N,ime,тӏвар
310,Rätsel::N,zagonetka,мискӏал
311,Rede::N,govor,рахун
312,Rede::N,besjeda,рахун
313,Sprache::N,jezik,чӏал
314,Stimme::N,glas,ван
315,Wort::N,riječ,гаф
316,Zeichen::N,znak,ишара
317,Ruf::N,povik,эвер
318,Ruf::N,poklik,эвер
319,Lärm::N,buka,ван-сес
320,Lärm::N,galama,ван-сес
321,Laut::N,zvuk,ван
322,Laut::N,zvuk,сес
323,Ton::N,ton,ван-сес
324,Lied::N,pjesma,мани
325,Ruhe::N,tišina,ласвал
326,Ruhe::N,tišina,фаракъат
327,Ruhe::N,tišina,асайиш
328,Ruhe::N,počinak,ласвал
329,Ruhe::N,počinak,фаракъат
330,Ruhe::N,počinak,асайиш
331,Leute::N,ljudi,инсанар
332,Volk::N,puk,халкь
333,Volk::N,narod,халкь
334,Arbeit::N,rad,кӏвалах
335,Arbeit::N,posao,кӏвалах
336,Gast::N,gost,мугьман
337,Geschenk::N,dar,савкьат
338,Geschenk::N,poklon,савкьат
339,Spiel::N,igra,къугъун
340,Gesellschaft::N,društvo,жемят
341,Gesellschaft::N,društvo,общество
342,Gesellschaft::N,kompanija,жемят
343,Gesellschaft::N,kompanija,общество
344,Hilfe::N,pomoć,куьмек
345,Freund::N,prijatelj,дуст
346,Kamerad::N,drug,яр-дуст
347,Kamerad::N,drugar,яр-дуст
348,Angelegenheit::N,posao,кар
349,Anzahl::N,broj,сан
350,Anzahl::N,broj,кьадар
351,Anzahl::N,brojnost,сан
352,Anzahl::N,brojnost,кьадар
353,Art::N,vid,жуьре
354,Art::N,vrst,жуьре
355,Stück::N,komad,кӏус
356,Teil::N,dio,пай
357,Hälfte::N,polovina,зур
358,Hälfte::N,polovina,зур пай
359,Kreis::N,krug,круг
360,Kreis::N,krug,чкаяр
361,Kreis::N,krug,элкъвей цӏар
362,Kreuz::N,križ,хаш
363,Linie::N,crta,цӏар
364,Strich::N,crta,цӏар
365,Abstand::N,razmak,ара
366,Abstand::N,odstojanje,ара
367,Entfernung::N,udaljenost,мензил
368,Gegend::N,kraj,чка
369,Gegend::N,predeo,чка
370,Platz::N,mjesto,ара
371,Ort::N,mjesto,чка
372,Seite::N,bok,пад
373,Seite::N,strana,пад
374,Mitte::N,sredina,юкь
375,Gegenstand::N,predmet,затӏ
376,Sache::N,posao,шей
377,Sache::N,posao,затӏ
378,Rand::N,rub,къерех
379,Rand::N,kraj,къерех
380,Kante::N,brid,син
381,Kante::N,ivica,син
382,Ecke::N,ugao,пӏипӏ
383,Spitze::N,vrh,кӏвенкӏв
384,Spitze::N,šiljak,кӏвенкӏв
385,Ende::N,konac,кьил
386,Loch::N,rupa,тӏеквен
387,Winkel::N,kut,пӏипӏ
388,Winkel::N,ugao,пӏипӏ
389,Muster::N,uzor,гишир
390,Größe::N,veličina,кьадар
391,Länge::N,duljina,яргъивал
392,Höhe::N,visina,кьакьанвал
393,Gewicht::N,težina,заланвал
394,Menge::N,mnoštvo,кьадар
395,Menge::N,količina,кьадар
396,Haufen::N,hrpa,хара
397,Haufen::N,gomila,хара
398,Reihe::N,red,жерге
399,Boot::N,čun,луьткве
400,Boot::N,čamac,луьткве
401,Ruder::N,veslo,кьусу
402,Schlitten::N,saone,гъелерар
403,Ski::N,ski,
404,Ski::N,smučka,
405,Lagerfeuer::N,logorska vatra,цӏай
406,Last::N,tovar,заланвал
407,Gang::N,hod,ериш
408,Schritt::N,korak,къадам
409,Norden::N,sjever,кефер
410,Norden::N,sjever,кефер пад
411,Süden::N,jug,кьибле
412,Westen::N,zapad,рагъакӏидай пад
413,Osten::N,istok,рагъэкъечӏдай пад
414,Holz::N,drvo,кӏарас
415,Brett::N,daska,кьул
416,Brett::N,daska,тахта
417,Platte::N,ploča,
418,Stütze::N,potpora,даях
419,Stange::N,motka,юрк
420,Stock::N,štap,лаш
421,Stock::N,palica,лаш
422,Stab::N,štap,юрк
423,Stab::N,šipka,юрк
424,Rohr::N,cijev,турба
425,Haus::N,kuća,ужагъ
426,Heim::N,dom,кӏвал
427,Ofen::N,peć,пич
428,Fußboden::N,pod,кӏвалин ччил
429,Tisch::N,stol,стол
430,Tisch::N,trpeza,стол
431,Stuhl::N,stolac,стул
432,Stuhl::N,stolica,стул
433,Wiege::N,kolijevka,кьеб
434,Bett::N,krevet,тахт
435,Bett::N,postelja,тахт
436,Regal::N,polica,кьацӏ
437,Kiste::N,sanduk,ящик
438,Fenster::N,prozor,дакӏар
439,Tür::N,vrata,рак
440,Tor::N,vrata,варар
441,Tor::N,kapija,варар
442,Zaun::N,plot,пару
443,Zaun::N,ograda,пару
444,Dach::N,krov,къав
445,Leiter::N,ljestve,гурар
446,Leiter::N,ljestvice,гурар
447,Besen::N,metla,таран кул
448,Spaten::N,ašov,ппер
449,Schaufel::N,lopata,хекендаз
450,Gabel::N,viljuška,шиш
451,Löffel::N,žlica,тӏур
452,Messer::N,nož,чукӏул
453,Nagel::N,čavao,мих
454,Netz::N,mreža,чил
455,Haken::N,kuka,къармах
456,Griff::N,držak,ттум
457,Griff::N,ručica,ттум
458,Schloss::N,brava,куьлег
459,Bild::N,slika,шикил
460,Bild::N,slika,суьрет
461,Figur::N,figura,фигура
462,Puppe::N,lutka,нини
463,Beutel::N,kesa,тагъар
464,Bündel::N,snop,галгам
465,Bündel::N,svežanj,галгам
466,Tasche::N,torba,чанта
467,Tasche::N,taška,чанта
468,Eimer::N,kabao,ведре
469,Deckel::N,poklopac,кьил
470,Deckel::N,poklopac,къалпагъ
471,Geschirr::N,suđe,къаб-къажах
472,Geschirr::N,posuđe,къаб-къажах
473,Sack::N,džak,чувал
474,Sack::N,vreća,чувал
475,Tasse::N,šalica,сукӏра
476,Topf::N,lonac,къажгъан
477,Kessel::N,kazan,къажгъан
478,Essen::N,obrok,тӏуьн
479,Nahrung::N,hrana,тӏуьн
480,Speise::N,jelo,хуьрек
481,Fleisch::N,meso,як
482,Getreide::N,žito,техил
483,Getreide::N,žitarice,техил
484,Brei::N,kaša,хапӏа
485,Brei::N,kaša,хешил
486,Brot::N,kruh,фу
487,Scheibe::N,kriška,чӏук
488,Fett::N,mast,ягълу
489,Fett::N,salo,ягълу
490,Butter::N,buter,гъери
491,Butter::N,maslac,гъери
492,Öl::N,ulje,ягълу
493,Salz::N,sol,кьел
494,Suppe::N,supa,суп
495,Suppe::N,supa,шурпа
496,Honig::N,med,вирт
497,Milch::N,mlijeko,нек
498,Tee::N,čaj,чай
499,Leder::N,koža,тумаж
500,Wolle::N,vuna,йис
501,Stoff::N,štof,парча
502,Stoff::N,tkanina,парча
503,Nadel::N,igla,раб
504,Faden::N,nit,гъал
505,Faden::N,konac,гъал
506,Knopf::N,dugme,дуьгме
507,Knoten::N,čvor,тӏвал
508,Knoten::N,uzao,тӏвал
509,Farbe::N,farba,ранг
510,Kleidung::N,odjeća,партал
511,Hemd::N,košulja,перем
512,Kragen::N,ovratnik,хев
513,Ärmel::N,rukav,хел
514,Hose::N,hlače,шалвар
515,Gürtel::N,pas,чӏул
516,Gürtel::N,pojas,чӏул
517,Mütze::N,kapa,бармак
518,Mütze::N,kapa,бапӏах
519,Schuh::N,cipela,ботинка
520,Stiefel::N,čizma,чекме
521,Ring::N,prsten,тупӏал
522,Band::N,vrpca,тасма
523,Kamm::N,češalj,регъ
524,Spiegel::N,zrcalo,гуьзгуь
525,Spiegel::N,ogledalo,гуьзгуь
526,Riemen::N,kaiš,къайиш
527,Riemen::N,remen,къайиш
528,Schnur::N,vrpca,еб
529,Leine::N,uzica,
530,Decke::N,ćebe,яргъан
531,Decke::N,pokrivač,яргъан
532,Kissen::N,jastuk,хъуьцуьган
533,Tuch::N,rubac,шал
534,Tuch::N,marama,шал
535,Handtuch::N,ručnik,дасмал
536,Kraft::N,snaga,гуж
537,Stärke::N,jakost,къуват
538,Gesundheit::N,zdravlje,сагъвал
539,Krankheit::N,bolest,тӏал
540,Schmerz::N,bol,тӏал
541,Schmerz::N,bol,тӏарвал
542,Wunde::N,rana,хер
543,Fieber::N,groznica,ифин
544,Arznei::N,lijek,дарман
545,Brücke::N,most,муьгъ
546,Brücke::N,ćuprija,муьгъ
547,Brunnen::N,bunar,къуй
548,Brunnen::N,zdenac,къуй
549,Weide::N,paša,уьруьш
550,Weide::N,pašnjak,уьруьш
551,Pfad::N,staza,рехъ
552,Weg::N,put,рехъ
553,Straße::N,drum,рехъ
554,Straße::N,cesta,рехъ
555,Dorf::N,selo,хуьр
556,Stadt::N,grad,шегьер
557,Stadt::N,varoš,шегьер
558,Brief::N,list,кагъаз
559,Brief::N,pismo,кагъаз
560,Buch::N,knjiga,улуб
561,Buchstabe::N,slovo,гьарф
562,Zeitung::N,novine,газета
563,Leben::N,život,уьмуьр
564,Tod::N,smrt,кьиникь
565,Grab::N,raka,сур
566,Kirche::N,crkva,килиса
567,Sünde::N,grijeh,гунагь
568,Gott::N,bog,аллагь
569,Arbeiter::N,radnik,фяле
570,Chef::N,šef,гьаким
571,Meister::N,majstor,устӏар
572,Arzt::N,liječnik,доктор
573,Lehrer::N,učitelj,муаллим
574,Geld::N,novac,пул
575,Geschäft::N,posao,
576,Geschäft::N,trgovina,
577,Laden::N,dućan,магазин
578,Preis::N,cijena,къимет
579,Ware::N,roba,мал
580,Ware::N,roba,товар
581,Nutzen::N,korist,хийир
582,Nutzen::N,korist,менфят
583,Reichtum::N,bogatstvo,девлет
584,Welt::N,svijet,дуьнья
585,Land::N,zemlja,уьлкве
586,Staat::N,država,пачагьлугъ
587,Staat::N,država,государство
588,König::N,kralj,пачагь
589,Macht::N,moć,власть
590,Macht::N,vlast,власть
591,Grenze::N,granica,сергьят
592,Krieg::N,rat,дяве
593,Feind::N,neprijatelj,душман
594,Gewalt::N,sila,гуж
595,Gewalt::N,nasilje,гуж
596,Kampf::N,boj,женг
597,Kampf::N,borba,женг
598,Bogen[Waffe]::N,luk,чӏемерук
599,Pfeil::N,strijela,хьел
600,Gewehr::N,puška,тфенг
601,Fehler::N,pogreška,гъалатӏ
602,Fehler::N,griješka,гъалатӏ
603,Lüge::N,laž,ттаб
604,Schaden::N,šteta,зиян
605,Schaden::N,šteta,зарар
606,Unglück::N,nesreća,бала
607,Unglück::N,nesreća,бедбахтвал
608,Schuld::N,krivnja,тахсир
609,Alter::N,dob,яш
610,Schluss::N,kraj,эхир
611,Schluss::N,konac,эхир
612,Zeit::N,doba,вяде
613,Zeit::N,vrijeme,вяде
614,Tag::N,dan,югъ
615,Morgen::N,jutro,пакама
616,Mittag::N,podne,нисин
617,Abend::N,veče,няни
618,Abend::N,večer,няни
619,Nacht::N,noć,йиф
620,Woche::N,sedmica,гьафте
621,Monat::N,mjesec,варз
622,Jahr::N,godina,йис
623,Frühling::N,proljeće,гатфар
624,Sommer::N,ljeto,гад
625,Herbst::N,jesen,зул
626,Winter::N,zima,кьуьд
627,Januar::N,januar,январь
628,Januar::N,siječanj,январь
629,Februar::N,veljača,февраль
630,Februar::N,februar,февраль
631,März::N,mart,март
632,März::N,ožujak,март
633,April::N,april,апрель
634,April::N,travanj,апрель
635,Mai::N,maj,май
636,Mai::N,svibanj,май
637,Juni::N,juni,июнь
638,Juni::N,lipanj,июнь
639,Juli::N,juli,июль
640,Juli::N,srpanj,июль
641,August::N,august,август
642,August::N,kolovoz,август
643,September::N,rujan,сентябрь
644,September::N,septembar,сентябрь
645,Oktober::N,oktobar,октябрь
646,Oktober::N,listopad,октябрь
647,November::N,studeni,ноябрь
648,November::N,novembar,ноябрь
649,Dezember::N,prosinac,декабрь
650,Montag::N,ponedjeljak,ислен
651,Montag::N,ponedjeljnik,ислен
652,Dienstag::N,utorak,саласа
653,Dienstag::N,utornik,саласа
654,Mittwoch::N,srijeda,арбе
655,Donnerstag::N,četvrtak,хемис югъ
656,Freitag::N,petak,жуьмя
657,Freitag::N,petak,жуьмя югъ
658,Samstag::N,subota,киш
659,Sonntag::N,nedjelja,гьяд
660,groß::A,velik,еке
661,groß::A,velik,чӏехи
662,klein::A,mali,гъвечӏи
663,klein::A,malen,гъвечӏи
664,lang::A,dug,яргъи
665,lang::A,dugačak,яргъи
666,kurz::A,kratak,куьруь
667,breit::A,širok,гьяркьуь
668,schmal::A,uski,гуьтӏуь
669,schmal::A,uzak,гуьтӏуь
670,dicht::A,gust,къалин
671,dick[Gegenstand]::A,debeo,
672,dünn::A,tanak,кьелечӏ
673,fein::A,fin,шуькӏуь
674,fein::A,tanak,шуькӏуь
675,fest::A,čvrst,кӏеви
676,flach::A,ravan,кьулу
677,flach::A,plosnat,кьулу
678,glatt::A,gladak,цӏалцӏам
679,hart::A,tvrd,кӏеви
680,weich::A,mek,хъуьтуьл
681,weich::A,mekan,хъуьтуьл
682,rund::A,okrugao,элкъвей
683,spitz::A,oštar,хци
684,spitz::A,šiljast,хци
685,scharf::A,oštar,хци
686,scharf::A,bridak,хци
687,stumpf::A,tup,къуьруь
688,schwer::A,težak,залан
689,schön::A,krasan,иер
690,heiß::A,vruć,кудай
691,warm::A,topao,чими
692,kalt::A,hladan,мекьи
693,kühl::A,hladan,къайи
694,frisch::A,svjež,таза
695,frisch::A,svjež,михьи
696,feucht::A,vlažan,ламу
697,nass::A,mokar,кьежей
698,trocken::A,suh,кьуру
699,voll::A,pun,ацӏай
700,leer::A,prazan,буш
701,leer::A,prazan,ичӏи
702,offen::A,otvoren,ахъа
703,geschlossen::A,zatvoren,кӏеви
704,sauber::A,čist,михьи
705,schmutzig::A,nečist,чиркин
706,schmutzig::A,nečist,кьацӏай
707,schmutzig::A,blatan,чиркин
708,schmutzig::A,blatan,кьацӏай
709,roh::A,sirov,чиг
710,roh::A,sirov,ицӏи
711,reif::A,zreo,дигмиш хьайи
712,lecker::A,tečan,дадлу
713,lecker::A,ukusan,дадлу
714,süß::A,sladak,ширин
715,bitter::A,gorak,туькьуьл
716,sauer::A,kiseo,цуру
717,hell::A,vedar,экуь
718,hell::A,svijetao,экуь
719,dunkel::A,taman,мичӏи
720,schwarz::A,crn,чӏулав
721,weiß::A,bio,лацу
722,weiß::A,bijel,лацу
723,rot::A,crven,яру
724,gelb::A,žut,хъипи
725,blau::A,plav,вили
726,blau::A,modar,вили
727,grün::A,zelen,къацу
728,grau::A,siv,рехи
729,bunt::A,šaren,цӏару
730,bunt::A,šaren,яру-цӏару
731,billig::A,jeftin,ужуз
732,teuer::A,skup,багьа
733,wertvoll::A,vrijedan,масан
734,wertvoll::A,dragocjen,масан
735,blind::A,slijep,буьркьуь
736,taub::A,gluh,биши
737,kräftig::A,snažan,гужлу
738,stark::A,jak,къуватлу
739,stark::A,snažan,къуватлу
740,schwach::A,slab,такьатсуз
741,fett::A,pretio,куьк
742,schlank::A,vitak,шумал
743,hübsch::A,zgodan,гуьрчег
744,böse::A,zao,пис
745,böse::A,opak,пис
746,dumm::A,glup,ахмакь
747,faul::A,lijen,тенпел
748,fleißig::A,radin,сяй ийидай
749,fleißig::A,radin,сяйи ийидай
750,fleißig::A,marljiv,сяй ийидай
751,fleißig::A,marljiv,сяйи ийидай
752,geizig::A,škrt,мискьи
753,klug::A,razborit,акьуллу
754,geschickt::A,vješt,магьир
755,lieb::A,drag,играми
756,lustig::A,veseo,шад
757,sanft::A,blag,назик
758,sanft::A,blag,милайим
759,hungrig::A,gladan,гишин
760,krank::A,bolestan,кефсуз
761,nackt::A,nag,кьецӏил
762,traurig::A,tužan,пашман
763,traurig::A,žalostan,пашман
764,lebendig::A,živ,ччан алай
765,gut::A,dobar,хъсан
766,gut::A,dobar,вижевай
767,schlecht::A,loš,пис
768,schlecht::A,rđav,пис
769,richtig::A,tačan,дуьз
770,richtig::A,ispravan,дуьз
771,schlimm::A,zao,нифретлу
772,schlimm::A,zločest,нифретлу
773,wahr::A,istinit,гьакъикъи
774,alt::A,star,эски
775,alt::A,star,куьгьне
776,neu::A,nov,цӏийи
777,ehemalig::A,bivši,виликан
778,alt[Lebewesen]::A,star,кьуьзуь
779,jung::A,mlad,жегьил
780,arm::A,ubog,кесиб
781,arm::A,siromašan,кесиб
782,reich::A,bogat,девлетлу
783,bekannt::A,poznat,чидай
784,berühmt::A,čuven,машгьур
785,berühmt::A,slavan,машгьур
786,fremd::A,tuđ,ччара
787,fremd::A,stran,ччара
788,verschieden::A,razan,жуьреба-жуьре
789,verschieden::A,različan,жуьреба-жуьре
790,nah::A,blizak,мукьвал
791,fern::A,dalek,яргъал
792,fern::A,daljnji,яргъал
793,linker::A,lijevi,чапла
794,rechter::A,desni,эрчӏи
795,anderer::A,drugi,маса
796,anderer::A,drugi,муькуь
797,anderer::A,drugačiji,маса
798,anderer::A,drugačiji,муькуь
799,erster::A,prvi,сад лагьай
800,zweiter::A,drugi,кьвед лагьай
801,dritter::A,treći,пуд лагьай
802,letzter::A,zadnji,эхиримжи
803,allein::ADV,sam,кьилди
804,auf einmal::ADV,istodobno,
805,zusammen::ADV,skupa,санал
806,zusammen::ADV,zajedno,санал
807,lange::ADV,dugo,яргъалди
808,plötzlich::ADV,naglo,садлагьана
809,plötzlich::ADV,iznenada,садлагьана
