,Concept_ID,sv,te
340,Stütze::N,stöd,వాల్సేడ్లు
341,Stütze::N,stötta,వాల్సేడ్లు
342,Stange::N,stång,స్తంభము
343,Stock::N,käpp,కఱ్ఱ
344,Stock::N,pinne,కఱ్ఱ
345,Stab::N,stav,కఱ్ఱ
346,Rohr::N,rör,గొట్టము
347,Haus::N,hus,ఇల్లు
348,Heim::N,hem,స్వగృహము
349,Ofen::N,ugn,పొయ్యి
350,Fußboden::N,golv,నేల
351,Tisch::N,bord,మేజా
352,Stuhl::N,stol,కుర్చీ
353,Wiege::N,vagga,ఉయ్యాల
354,Bett::N,säng,పడక
355,Bett::N,säng,మంచం
356,Regal::N,hylla,అటక
357,Kiste::N,låda,వెట్టె
358,Fenster::N,fönster,కిటికి
359,Tür::N,dörr,ద్వారము
360,Tor::N,port,ద్వారము
361,Zaun::N,staket,కంచె
362,Zaun::N,stängsel,కంచె
363,Dach::N,tak,ఇంటివైకప్పు
364,Leiter::N,stege,నిచ్చెన
365,Besen::N,kvast,చీపురుకట్ట
366,Spaten::N,spade,పాఱ
367,Schaufel::N,skovel,పాఱ
368,Schaufel::N,skyffel,పాఱ
369,Gabel::N,gaffel,ముండ్లగరిటె
370,Löffel::N,sked,గరిటె
371,Messer::N,kniv,కత్తి
372,Nagel::N,spik,మేకు
373,Netz::N,nät,వల
374,Haken::N,krok,కొక్కెము
375,Griff::N,tag,పిడి
376,Griff::N,handtag,పిడి
377,Schloss::N,las,తాళము
378,Bild::N,bild,చిత్రము
379,Figur::N,figur,రూపము
380,Puppe::N,docka,బొమ్మ
381,Beutel::N,påse,సంచి
382,Bündel::N,bunt,మూట
383,Bündel::N,knippa,మూట
384,Tasche::N,väska,సంచి
385,Eimer::N,hink,చేద
386,Eimer::N,ämbar,చేద
387,Deckel::N,lock,మూత
388,Geschirr::N,servis,వంటకాలు
389,Geschirr::N,porslin,వంటకాలు
390,Sack::N,säck,గోనెసంచి
391,Tasse::N,kopp,గిన్నె
392,Topf::N,gryta,కుండ
393,Topf::N,kastrull,కుండ
394,Kessel::N,kittel,నీరుకాచుపాత్ర
395,Essen::N,mål,ఆహారము
396,Nahrung::N,näring,ఆహారము
397,Speise::N,maträtt,ఆహారము
398,Fleisch::N,kött,మాంసము
399,Getreide::N,säd,ధాన్యము
400,Getreide::N,spannmål,ధాన్యము
401,Brei::N,gröt,గుజ్జు
402,Brot::N,bröd,రొట్టె
403,Scheibe::N,skiva,బద్ద
404,Fett::N,fett,క్రొవ్వు
405,Butter::N,smör,వెన్న
406,Öl::N,olja,నూనె
407,Salz::N,salt,ఉప్పు
408,Suppe::N,soppa,చారు
409,Honig::N,honung,తెనె
410,Milch::N,mjölk,పాలు
411,Tee::N,te,తేనీరు
412,Leder::N,läder,బాగుచేసివతోలు
413,Wolle::N,ull,ఉన్ని
414,Wolle::N,ylle,ఉన్ని
415,Stoff::N,tyg,బట్ట
416,Stoff::N,stoff,బట్ట
417,Nadel::N,nål,సూది
418,Faden::N,tråd,దారము
419,Knopf::N,knapp,బొత్తాము
420,Knoten::N,knut,ముడి
421,Farbe::N,färg,రంగు
422,Kleidung::N,klädsel,బట్టలు
423,Hemd::N,skjorta,చొక్కాయ
424,Kragen::N,krage,మాల
425,Ärmel::N,ärm,చొక్కాయచెయ్యి
426,Hose::N,byxor,ఇజారు
427,Gürtel::N,bälte,పటకా
428,Mütze::N,mössa,టోపి
429,Schuh::N,sko,పాదరక్ష
430,Stiefel::N,stövel,బూటు
431,Ring::N,ring,ఉంగరము
432,Band::N,band,నాడా
433,Kamm::N,kam,దువ్వెన
434,Spiegel::N,spegel,అద్దము
435,Riemen::N,rem,వాడా
436,Schnur::N,snöre,దారము
437,Leine::N,lina,వారు
438,Decke::N,täcke,కంబళి
439,Kissen::N,dyna,తలగడ
440,Kissen::N,kudde,తలగడ
441,Tuch::N,sjal,బట్ట
442,Handtuch::N,handduk,తువాలు
443,Kraft::N,kraft,బలము
444,Stärke::N,styrka,శక్తి
445,Gesundheit::N,hälsa,ఆరోగ్యము
446,Krankheit::N,sjukdom,రోగము
447,Schmerz::N,smärta,నొప్పి
448,Wunde::N,sår,గాయము
449,Fieber::N,feber,జ్వరము
450,Arznei::N,medicin,మందు
451,Arznei::N,läkemedel,మందు
452,Brücke::N,bro,వంతెన
453,Brunnen::N,brunn,బావి
454,Brunnen::N,brunn,కూపము
455,Brunnen::N,brunn,నుయ్యి
456,Weide::N,bete,పచ్చికబయలు
457,Pfad::N,stig,కాలిత్రోవ
458,Weg::N,väg,మార్గము
459,Straße::N,gata,బాట
460,Dorf::N,by,గ్రామము
461,Stadt::N,stad,పట్టణము
462,Brief::N,brev,జాబు
463,Buch::N,bok,పుస్తకము
464,Buchstabe::N,bokstav,అక్షరము
465,Zeitung::N,tidning,వార్తాపత్రిక
466,Leben::N,liv,ప్రాణము
467,Tod::N,död,మరణము
468,Grab::N,grav,సమాధి
469,Kirche::N,kyrka,క్రెస్తవులగుడి
470,Sünde::N,synd,పాపము
471,Gott::N,gud,దేవుడు
472,Arbeiter::N,arbetare,పనిపాటుచేశేవాడు
473,Chef::N,chef,యజమానుడు
474,Meister::N,mästare,కళాకారుడు
475,Arzt::N,läkare,వైద్యుడు
476,Lehrer::N,lärare,ఉపాధ్యాయుడు
477,Geld::N,pengar,ద్రవ్యము
478,Geschäft::N,rörelse,వ్యాపారము
479,Laden::N,affär,అంగడి
480,Preis::N,pris,వెల
481,Ware::N,vara,సరకులు
482,Nutzen::N,gagn,ప్రయోజనము
483,Nutzen::N,nytta,ప్రయోజనము
484,Reichtum::N,rikedom,ధనము
485,Welt::N,värld,ప్రపంచము
486,Land::N,land,దేశము
487,Staat::N,stat,రాజ్యము
488,König::N,kung,రాజు
489,König::N,konung,రాజు
490,Macht::N,makt,అధికారము
491,Grenze::N,gräns,సరిహద్దు
492,Krieg::N,krig,యుద్ధము
493,Feind::N,fiende,శత్రువు
494,Gewalt::N,våld,దౌర్జన్యము
495,Kampf::N,kamp,పోట్లాట
496,Kampf::N,strid,పోట్లాట
497,Bogen[Waffe]::N,båge,విల్లు
498,Pfeil::N,pil,బాణము
499,Gewehr::N,gevär,తుపాకి
500,Fehler::N,fel,తప్ప
501,Lüge::N,lögn,అసత్యము
502,Schaden::N,skada,నష్టము
503,Unglück::N,otur,దురదృష్టము
504,Unglück::N,olycka,దురదృష్టము
505,Schuld::N,skuld,తప్పు
506,Alter::N,ålder,వయస్సు
507,Schluss::N,slut,ముగింపు
508,Zeit::N,tid,కాలము
509,Tag::N,dag,దినము
510,Morgen::N,morgon,ఉదయము
511,Mittag::N,middag,మధ్యాహ్నము
512,Abend::N,kväll,సాయంకాలము
513,Nacht::N,natt,రత్రి
514,Woche::N,vecka,వారము
515,Monat::N,månad,నెల
516,Jahr::N,år,సంవత్సరము
517,Frühling::N,vår,వసంతకాలము
518,Sommer::N,sommar,వేసవికాము
519,Herbst::N,höst,ఆకురాలుకాలము
520,Winter::N,vinter,శీతకాలము
521,Januar::N,januari,జనవరి
522,Februar::N,februari,ఫిబ్రవరి
523,März::N,mars,మార్చి
524,April::N,april,ఏప్రిలు
525,Mai::N,maj,మే
526,Juni::N,juni,జూన్
527,Juli::N,juli,జూలై
528,August::N,augusti,ఆగస్టు
529,September::N,september,సెప్ఠెంబరు
530,Oktober::N,oktober,అక్టోబరు
531,November::N,november,నవంబరు
532,Dezember::N,december,డిసెంబర్
533,Montag::N,måndag,సోమవారము
534,Dienstag::N,tisdag,మంగళవారము
535,Mittwoch::N,onsdag,బుధవారము
536,Donnerstag::N,torsdag,గురువారము
537,Freitag::N,fredag,శుక్రవారము
538,Samstag::N,lördag,శనివారము
539,Sonntag::N,söndag,ఆదివారము
540,groß::A,stor,గొప్పైన
541,klein::A,liten,చిన్న
542,lang::A,lång,పొడుగాటి
543,kurz::A,kort,పొట్టి
544,breit::A,bred,వెడల్పైన
545,schmal::A,smal,ఇఱుకైన
546,dicht::A,tät,దట్టమైన
547,dick[Gegenstand]::A,tjock,దట్టమైన
548,dünn::A,tunn,పలుచని
549,fein::A,fin,నాజాకైన
550,fest::A,fast,దృడమైవ
551,flach::A,platt,చదువైన
552,glatt::A,glatt,నున్నని
553,hart::A,hård,కఠినమైన
554,weich::A,mjuk,మృదువైన
555,rund::A,rund,గుండ్రని
556,spitz::A,toppig,మొనగల
557,spitz::A,spetsig,మొనగల
558,scharf::A,vass,పదనైన
559,scharf::A,skarp,పదనైన
560,stumpf::A,slö,వాడిలేని
561,schwer::A,tung,బరువ్తెన
562,schön::A,skön,సుందరమైన
563,schön::A,vacker,సుందరమైన
564,heiß::A,het,వేడియైన
565,warm::A,varm,వెచ్చని
566,kalt::A,kall,చల్లని
567,kühl::A,sval,చల్లని
568,kühl::A,kylig,చల్లని
569,frisch::A,färsk,తాజాయైన
570,feucht::A,fuktig,చెమ్మగానున్న
571,nass::A,våt,తడిగామన్న
572,trocken::A,torr,ఎండిన
573,voll::A,full,నిండు
574,leer::A,tom,శూన్యమైన
575,offen::A,öppen,తెఱచియున్న
576,geschlossen::A,stängd,మూసిన
577,sauber::A,ren,పరిశుద్ధమైన
578,schmutzig::A,snuskig,ముఱికియైన
579,roh::A,rå,పచ్చి
580,reif::A,mogen,పండివ
581,lecker::A,läcker,రుచి గల
582,süß::A,söt,తియ్యని
583,bitter::A,besk,చేదైన
584,bitter::A,bitter,చేదైన
585,sauer::A,sur,పుల్లని
586,hell::A,ljus,కాంతిగల
587,dunkel::A,mörk,చీకటియైన
588,schwarz::A,svart,నల్లని
589,weiß::A,vit,తెలుపు
590,rot::A,röd,ఎఱ్ఱని
591,gelb::A,gul,పసుపు పచ్చ
592,blau::A,blå,నీలవర్ణము
593,grün::A,grön,ఆకుపచ్చని
594,grau::A,grå,నెరిసిన
595,bunt::A,brokig,రంగేలీ
596,billig::A,billig,చౌకయైన
597,teuer::A,dyr,వెలపొడుగైన
598,wertvoll::A,värdefull,విలుప్తెన
599,blind::A,blind,గ్రుడ్డి
600,taub::A,döv,చెవిటి
601,kräftig::A,kraftig,శక్తి గల
602,stark::A,stark,బలమైన
603,schwach::A,svag,బలహీనమైన
604,fett::A,fet,క్రొవ్విన
605,schlank::A,slank,సన్నని
606,hübsch::A,snygg,సాగప్తెన
607,hübsch::A,vacker,సాగప్తెన
608,böse::A,ond,చెడ్డ
609,böse::A,elak,చెడ్డ
610,dumm::A,dum,తెలివిలేని
611,faul::A,lat,సోమరియైన
612,fleißig::A,flitig,శ్రద్దగల
613,geizig::A,snål,పిసినారియైన
614,geizig::A,girig,పిసినారియైన
615,klug::A,klok,తెలివిగల
616,geschickt::A,händig,నిపుణతగల
617,geschickt::A,skicklig,నిపుణతగల
618,lieb::A,kär,ప్రియమైన
619,lieb::A,snäll,ప్రియమైన
620,lustig::A,rolig,ఉల్లాసము గల
621,lustig::A,lustig,ఉల్లాసము గల
622,sanft::A,mild,సాధువైన
623,hungrig::A,hungrig,ఆకలిగొనిన
624,krank::A,sjuk,వ్యాధిగల
625,nackt::A,naken,దిగంబరమైన
626,traurig::A,ledsen,విచారముగల
627,traurig::A,sorgsen,విచారముగల
628,lebendig::A,levande,ప్రాణముతో నున్న
629,gut::A,bra,మంచి
630,schlecht::A,dålig,చెడ్డ
631,richtig::A,riktig,సరియైన
632,schlimm::A,illa,అసహ్యమైన
633,wahr::A,sann,నిజమైన
634,alt::A,gammal,ముసలి
635,neu::A,ny,క్రొత్త
636,ehemalig::A,forn,పూర్వపు
637,ehemalig::A,tidigare,పూర్వపు
638,alt[Lebewesen]::A,gammal,ముసలి
639,jung::A,ung,పసి
640,arm::A,fattig,బీద
641,reich::A,rik,ధనవంతుడైన
642,bekannt::A,känd,తెలిసిన
643,berühmt::A,berömd,ప్రపిద్దికెక్కివ
644,fremd::A,främmande,అన్యమైన
645,verschieden::A,åtskillig,భేదమైన
646,nah::A,nära,దగ్గఱనున్న
647,fern::A,fjärran,దూరమందున్న
648,linker::A,vänster,ఎడమప్రక్కగ
649,rechter::A,höger,కుడి
650,anderer::A,annan,వేఱ్తెన
651,erster::A,första,మొదటి
652,zweiter::A,andra,రెండన
653,dritter::A,tredje,మూడో
654,letzter::A,sist,కడపటి
655,allein::ADV,allena,ఒంటిగా
656,auf einmal::ADV,på en gång,హరాత్తుగ
657,zusammen::ADV,tillsammans,కలిసి
658,lange::ADV,länge,బహుకాలము
659,plötzlich::ADV,plötsligt,హరాత్తుగ
660,sofort::ADV,strax,తక్షణము
661,sofort::ADV,genast,తక్షణము
662,später::ADV,senare,ఇటీవలి
663,jetzt::ADV,nu,ఇప్పుడు
664,heute::ADV,i dag,నేడు
665,morgen::ADV,i morgon,ఱేపు
666,bald::ADV,snart,శీఘ్రముగ
667,dann::ADV,då,అప్పుడు
668,gestern::ADV,i går,నిన్నటి దినము
669,einst::ADV,en gång,పూర్వమొకప్పుడు
670,damals::ADV,då,అప్పుడు
671,damals::ADV,den gången,అప్పుడు
672,danach::ADV,därefter,అప్పుడు
673,vorher::ADV,före,ఎదుట
674,vorher::ADV,förut,ఎదుట
675,zuerst::ADV,först,మొదటిలో
676,einmal::ADV,en gång,ఒకసారి
677,manchmal::ADV,ibland,అప్పటప్పటికి
678,oft::ADV,ofta,తఱచుగా
679,immer::ADV,alltid,ఎల్లప్పుడు
680,niemals::ADV,aldrig,ఎప్పుడునులేదు
681,hier::ADV,här,ఇక్కడ
682,hierhin::ADV,hit,ఇక్కడకు
683,von hier::ADV,härifrån,ఇక్కడనుండి
684,dort::ADV,där,అక్కడ
685,dorthin::ADV,dit,అక్కడికి
686,geradeaus::ADV,rätt fram,సూటిగా
687,vorwärts::ADV,fram,ముందుకు
688,vorwärts::ADV,framåt,ముందుకు
689,rückwärts::ADV,baklänges,వెనుకకు
690,zurück::ADV,tillbaka,వెనుకభాగము
691,unten::ADV,nere,క్రింద
692,unten::ADV,nedanför,క్రింద
693,hinab::ADV,ned,కిందికి
694,hinab::ADV,nedåt,కిందికి
695,oben::ADV,ovan,మీద
696,oben::ADV,ovanpå,మీద
697,hinauf::ADV,upp,పైకి
698,hinauf::ADV,uppåt,పైకి
699,überall::ADV,överallt,అంతటా
700,nicht::ADV,ej,కాదు
701,nicht::ADV,inte,కాదు
702,ein wenig::ADV,litet,కొంచెము
703,kaum::ADV,knappt,చాలిచాలక
704,kaum::ADV,knappast,చాలిచాలక
705,sehr::ADV,mycket,చాల
706,so::ADV,så,ఆలాగున
707,noch::ADV,än,ఇప్పటికిని
708,noch::ADV,ännu,ఇప్పటికిని
709,nur::ADV,bara,మాత్రము
710,nur::ADV,endast,మాత్రము
711,schon::ADV,redan,ఇదివఱకే
712,wieder::ADV,åter,తిరిగి
713,vergebens::ADV,förgäves,నిష్ఫలముగా
714,vor::PRP,utanför,ముందు
