,Concept_ID,ml,av
175,Krähe::N,കാക്ക,гъеду
176,Kuckuck::N,കുയിൽ,гагу
177,Schwan::N,അരയന്നം,хӏанкъва
178,Fisch::N,മത്സ്യം,ччугӏа
179,Barsch::N,ഒരിനം മത്സ്യം,окунь
180,Hecht::N,ഒരു മത്സ്യം,щука
181,Schlange[Tier]::N,പാമ്പ്,борохь
182,Wurm::N,വിര,хӏапара
183,Spinne::N,ചിലന്തി,хъанхъра
184,Ameise::N,ഉറുമ്പ്,цӏунцӏра
185,Laus::N,പേന്,нацӏ
186,Mücke::N,മശകം,кӏкӏара
187,Fliege::N,ഈച്ച,тӏутӏ
188,Schmetterling::N,ചിത്രശലഭം,кӏалкӏучӏ
189,Beere::N,ബെറി,
190,Apfel::N,ആപ്പിൾ,гӏеч
191,Pilz::N,കൂൺ,гӏурдахӏан
192,Zwiebel::N,സവാള,кӏочӏопер
193,Saat::N,വിത്ത്,хьон
194,Korn::N,ധാന്യം,мугь
195,Heu::N,വയ്ക്കോൽ,хер
196,Schale::N,തൊലി,хъал
197,Grube::N,കുഴി,гвенд
198,Falle::N,കെണി,къор
199,Falle::N,കെണി,къотен
200,Schlinge::N,കുടുക്ക്,кӏичӏ
201,Spur::N,ചുവട്,лъалкӏ
202,Asche::N,ചാരം,рахъу
203,Dreck::N,അഴുക്ക്,гъиз
204,Dreck::N,അഴുക്ക്,хӏарщ
205,Eisen::N,ഇരുമ്പ്,махх
206,Gold::N,സ്വർണ്ണം,месед
207,Silber::N,വെള്ളി,гӏарац
208,Kohle::N,കൽക്കരി,тӏурччи
209,Glas::N,ഗ്ലാസ്,цӏер
210,Lehm::N,കളിമണ്ണ്,хӏатӏ
211,Sand::N,മണൽ,сали
212,Mensch::N,മനുഷ്യർ,чи
213,Mann::N,പുരുഷൻ,бихьинчи
214,Frau::N,സ്ത്രീ,гӏадан
215,Kind::N,കുഞ്ഞ്,лъимер
216,Junge::N,ആൺകുട്ടി,вас
217,Mädchen::N,പെൺകുട്ടി,яс
218,Familie::N,കുടുംബം,хъизан
219,Großvater::N,അപ്പൂപ്പൻ,кӏудада
220,Großmutter::N,അമ്മുമ്മ,кӏодо
221,Eltern::N,മാതാപിതാക്കള്,эбел-эмен
222,Vater::N,അച്ഛൻ,эмен
223,Mutter::N,അമ്മ,эбел
224,Sohn::N,മകൻ,вас
225,Tochter::N,മകൾ,яс
226,Bruder::N,ചേട്ടൻ,вац
227,Bruder::N,അനിയൻ,вац
228,Schwester::N,ചേച്ചി,яц
229,Schwester::N,അനിയത്തി,яц
230,Onkel::N,അമ്മാവൻ,даци
231,Tante::N,മാമി,ада
232,Ehemann::N,ഭർത്താവ്,рос
233,Ehefrau::N,ഭാര്യ,чӏужу
234,Freude::N,ആഹ്ലാദം,ракӏбохи
235,Gelächter::N,ചിരിയുടെ ശബ്ദം,релъи
236,Glück::N,സന്തോഷം,талихӏ
237,Glück::N,സന്തോഷം,талихӏ-рохел
238,Glück::N,സന്തുഷ്ടി,талихӏ
239,Glück::N,സന്തുഷ്ടി,талихӏ-рохел
240,Kummer::N,ശോകം,хӏалкъай
241,Wunsch::N,ആഗ്രഹം,къасд
242,Lust::N,ആഗ്രഹം,гъира
243,Geist::N,ചുറുചുറുക്ക്,чӏанкӏ
244,Geist::N,ചുറുചുറുക്ക്,рухӏ-жан
245,Gedanke::N,ചിന്ത,пикру
246,Gedächtnis::N,ഓർമ്മശക്തി,
247,Verstand::N,മനസ്സ്,лумалъи
248,Verstand::N,മനസ്സ്,цӏодорлъи
249,Sinn::N,അർത്ഥം,магӏна
250,Grund::N,കാരണം,багьана
251,Wahrheit::N,സത്യം,ритӏухълъи
252,Gespräch::N,സല്ലാപം,накъит
253,Märchen::N,യക്ഷിക്കഥ,маргьа
254,Erzählung::N,കഥ,къиса
255,Nachricht::N,സന്ദേശം,хабар
256,Neuigkeit::N,വാർത്ത,хабар-гӏазаб
257,Name::N,പേര്,цӏар
258,Rätsel::N,പ്രഹേളിക,бицанкӏо
259,Rede::N,സംസാരം,речь
260,Rede::N,സംസാരം,калам
261,Sprache::N,ഭാഷ,мацӏ
262,Stimme::N,സ്വരം,гьаракь
263,Wort::N,വാക്ക്,рагӏи
264,Zeichen::N,സംജ്ഞ,ишара
265,Zeichen::N,സംജ്ഞ,гӏаламат
266,Ruf::N,വിളി,ахӏи
267,Lärm::N,ആരവം,хъуй
268,Lärm::N,ആരവം,хъуди
269,Laut::N,ശബ്ദം,гьаракь
270,Laut::N,ശബ്ദം,сас
271,Ton::N,സ്വരഭേദം,
272,Lied::N,പാട്ട്,кечӏ
273,Ruhe::N,നിശ്ചലത,рахӏат
274,Leute::N,ജനങ്ങൾ,гӏадамал
275,Volk::N,രാഷ്ടം,халкъ
276,Arbeit::N,ജോലി,хӏалтӏи
277,Gast::N,അതിലി,гьобол
278,Geschenk::N,സമ്മാനം,сайигъат
279,Spiel::N,കളി,хӏай
280,Spiel::N,കളി,расанди
281,Gesellschaft::N,കൂട്ടായ്മ,жамагӏат
282,Hilfe::N,സഹായം,кумек
283,Freund::N,സുഹൃത്ത്,гьудул
284,Kamerad::N,കൂട്ടാളി,гьалмагъ
285,Angelegenheit::N,കാര്യം,къваригӏел
286,Anzahl::N,എണ്ണം,рикӏкӏен
287,Art::N,തരം,жинс
288,Stück::N,കഷണം,кесек
289,Teil::N,ഭാഗം,пай
290,Hälfte::N,പകുതി,бащдаб
291,Kreis::N,വൃത്തം,гор
292,Kreuz::N,കുരിശടയാളം,хъанч
293,Linie::N,വര,мухъ
294,Linie::N,രേഖ,мухъ
295,Strich::N,പക്ഷാഘാതം,хӏучч
296,Abstand::N,വിടവ്,манзил
297,Entfernung::N,അകലം,манзил
298,Gegend::N,പ്രദേശം,рахъ
299,Platz::N,ഇടം,бакӏ
300,Ort::N,സ്ഥലം,бакӏ
301,Seite::N,വശം,рахъ
302,Mitte::N,മധ്യസ്ഥാനം,бакьулъбакӏ
303,Gegenstand::N,സാധനം,жо
304,Sache::N,വസ്തു,жо
305,Rand::N,തൊങ്ങൽ,мицӏир
306,Kante::N,അറ്റം,рагӏал
307,Kante::N,അറ്റം,рагӏа-ракьан
308,Ecke::N,മൂല,цили
309,Spitze::N,അഗ്രം,тӏогь
310,Ende::N,അവസാനം,кӏал
311,Loch::N,ദ്വാരം,каратӏ
312,Winkel::N,കോൺ,
313,Muster::N,ക്രമം,накъиш
314,Größe::N,വലുപ്പം,кӏодо́лъи
315,Länge::N,നീളം,халалъи
316,Höhe::N,ഉയരം,борхалъи
317,Gewicht::N,കട്ടി,бакӏлъи
318,Menge::N,അളവ്,
319,Haufen::N,കൂമ്പാരം,гъуни
320,Reihe::N,വരി,ирга́
321,Boot::N,ബോട്ട്,раса
322,Ruder::N,പങ്കായം,раххан
323,Schlitten::N,ഉരുളില്ലാവണ്ടി,чанагъ
324,Ski::N,ഹിമപാദുകം,лыжаби
325,Lagerfeuer::N,തീ,цӏа
326,Last::N,ഭാരം,бакӏлъи
327,Gang::N,നടത്തം,хьвади
328,Gang::N,നടത്തം,хьвада-чӏвади
329,Schritt::N,ചുവട്,гали
330,Norden::N,വടക്ക്,шимал
331,Süden::N,തെക്ക്,юг
332,Süden::N,തെക്ക്,къибла
333,Westen::N,പടിഞ്ഞാറ്,гъарб
334,Westen::N,പടിഞ്ഞാറ്,магъриб
335,Osten::N,കിഴക്ക്,шаркъ
336,Osten::N,കിഴക്ക്,машрикъ
337,Holz::N,തടി,цӏул
338,Brett::N,ബോർഡ്,хъарщи
339,Platte::N,തകിട്,къоно
340,Stütze::N,താങ്ങ്,
341,Stange::N,കമ്പ്,гӏер
342,Stock::N,വടി,тӏил
343,Stab::N,കുറുവടി,гӏер
344,Rohr::N,കുഴൽ,турба
345,Haus::N,വീട്,ригь
346,Haus::N,വീട്,рукъзал
347,Heim::N,വീട്,рукъ
348,Ofen::N,സ്റ്റൌ,печь
349,Fußboden::N,തറ,чӏабар
350,Tisch::N,മേശ,стол
351,Stuhl::N,കസേര,бакӏу
352,Wiege::N,തൊട്ടിൽ,кини
353,Bett::N,കിടക്ക,кровать
354,Regal::N,ഷെൽഫ്,хъарщи
355,Kiste::N,പെട്ടി,ящик
356,Kiste::N,പെട്ടി,тӏалагъуд
357,Fenster::N,ജനൽ,гордо
358,Tür::N,വാതിൽ,нуцӏа
359,Tor::N,കവാടം,каву
360,Zaun::N,വേലി,раци
361,Dach::N,മേൽക്കുര,тӏох
362,Leiter::N,ഏണി,мали
363,Besen::N,ചൂല്,жул
364,Spaten::N,തൂമ്പ,бел
365,Schaufel::N,തൂമ്പ,раххан
366,Gabel::N,മുൾക്കത്തി,гӏучӏ
367,Löffel::N,സ്പൂൺ,гъуд
368,Messer::N,കത്തി,нус
369,Nagel::N,ആണി,магӏ
370,Netz::N,വല,гьин
371,Haken::N,കൊളുത്ത്,гъанцӏа
372,Griff::N,കൈപ്പിടി,гӏоркь
373,Schloss::N,പൂട്ട്,кӏулал
374,Bild::N,ചിത്രം,сурат
375,Figur::N,കണക്ക്,
376,Puppe::N,പാവ,нани
377,Beutel::N,ബാഗ്,таргьа
378,Bündel::N,കെട്ട്,къай
379,Tasche::N,ബാഗ്,сумка
380,Tasche::N,ബാഗ്,къвачӏа
381,Eimer::N,ബക്കറ്റ്,ведро
382,Deckel::N,ഉറ,тӏалъел
383,Deckel::N,ഉറ,дадитӏалъел
384,Geschirr::N,പിഞ്ഞാണം,цӏарагӏ
385,Sack::N,ചാക്ക്,хъап
386,Sack::N,ചാക്ക്,къандалъо
387,Tasse::N,കപ്പ്,чашка
388,Topf::N,പാത്രം,хьаг
389,Kessel::N,കെറ്റ്ല്,хьаг
390,Kessel::N,കെറ്റ്ല്,гереги
391,Essen::N,ആഹാരസമയം,тӏагӏам
392,Nahrung::N,ഭക്ഷണം,квен
393,Speise::N,ഡിഷ്,квен
394,Fleisch::N,മാംസം,гьан
395,Getreide::N,ചോളം,бугӏа-ролъ
396,Getreide::N,ചോളം,могьолабл_культураби
397,Brei::N,കഞ്ഞി,карщ
398,Brot::N,റോട്ടി,чед
399,Scheibe::N,തുണ്ട്,мочӏу
400,Fett::N,കൊഴുപ്പ്,беэнлъи
401,Butter::N,വെണ്ണ,нах
402,Öl::N,എണ്ണ,нах
403,Salz::N,ഉപ്പ്,цӏам
404,Suppe::N,സൂപ്പ്,чурпа
405,Honig::N,തേൻ,гьоцӏо
406,Milch::N,പാൽ,рахь
407,Tee::N,ചായ,чай
408,Leder::N,തുകൽ,тӏом
409,Wolle::N,കമ്പിളി,квас
410,Stoff::N,തുണി,ххам
411,Nadel::N,സൂചി,рокӏкӏен
412,Faden::N,നൂല്,кун
413,Knopf::N,ബട്ടൺ,маргъал
414,Knoten::N,കുരുക്ക്,гарацӏ
415,Farbe::N,പെയിൻറ്,релъен
416,Kleidung::N,വസ്ത്രങ്ങൾ,ретӏел
417,Hemd::N,ഷർട്ട്,гурде
418,Kragen::N,കുപ്പായക്കഴുത്ത്,габур
419,Ärmel::N,കുപ്പായക്കൈ,къвал
420,Hose::N,ട്രൌസർ,тӏажу
421,Gürtel::N,ബെൽറ്റ്,рачел
422,Mütze::N,തൊപ്പി,тӏагъур
423,Schuh::N,ഷൂ,
424,Stiefel::N,ബൂട്ട്,этек
425,Stiefel::N,ബൂട്ട്,чакма
426,Ring::N,മോതിരം,баргъич
427,Band::N,റിബൺ,лента
428,Kamm::N,ചീപ്പ്,гьоркьо
429,Spiegel::N,കണ്ണാടി,матӏу
430,Riemen::N,സ്ട്രാപ്പ്,рижу
431,Schnur::N,ചരട്,
432,Leine::N,കെട്ടാനുള്ള തോൽവാർ,
433,Decke::N,പുതപ്പ്,одея́ло
434,Kissen::N,തലയിണ,къандалъо
435,Tuch::N,സ്കാർഫ്,квархьи
436,Handtuch::N,തോർത്ത്,беркӏалрацӏцӏ
437,Kraft::N,ശക്തി,гуч
438,Kraft::N,ശക്തി,къуват
439,Stärke::N,ശക്തി,хӏалкӏвей
440,Gesundheit::N,ആരോഗ്യം,сахлъи́
441,Krankheit::N,അസുഖം,унти
442,Krankheit::N,അസുഖം,щокълъи
443,Schmerz::N,വേദന,унти
444,Wunde::N,മുറിവ്,ругъун
445,Fieber::N,പനി,цӏа-кан
446,Arznei::N,മരുന്ന്,дару
447,Brücke::N,പാലം,кьо
448,Brunnen::N,കിണർ,гъуй
449,Weide::N,മേച്ചൽ,рицӏцӏ
450,Weide::N,മേച്ചൽ,лъичӏирма
451,Weide::N,മേച്ചൽ,гӏурдаллъи
452,Weide::N,മേച്ചൽ,ри́цӏигъветӏ
453,Weide::N,മേച്ചൽ,рицӏцӏигъветӏ
454,Pfad::N,വഴി,сухъмахъ
455,Weg::N,വഴി,нух
456,Straße::N,റോഡ്,нух
457,Dorf::N,ഗ്രാമം,росу
458,Stadt::N,നഗരം,шагьар
459,Brief::N,കത്ത്,кагъат
460,Brief::N,കത്ത്,рисалат
461,Buch::N,പുസ്തകം,тӏехь
462,Buchstabe::N,അക്ഷരം,хӏарп
463,Zeitung::N,വർത്തമാനപത്രം,газет
464,Leben::N,ജീവൻ,яшав
465,Tod::N,മരണം,хвел
466,Grab::N,ശവക്കുഴി,хоб
467,Kirche::N,പള്ളി,килиса
468,Sünde::N,പാപം,хӏакъ
469,Sünde::N,പാപം,мунагь
470,Gott::N,ദൈവം,бичас
471,Gott::N,ദൈവം,аллагь
472,Arbeiter::N,ജോലിക്കാരൻ,хӏалтӏухъан
473,Chef::N,മേധാവി,хӏаким
474,Chef::N,മേധാവി,начальник
475,Meister::N,യജമാനൻ,устар
476,Meister::N,യജമാനൻ,мастер
477,Meister::N,യജമാനൻ,махщалилав
478,Arzt::N,ഡോക്ടർ,жайрахӏ
479,Lehrer::N,അധ്യാപകൻ,мугӏалим
480,Geld::N,പണം,гӏарац
481,Geschäft::N,ബിസിനസ്,
482,Laden::N,കട,тукен
483,Preis::N,വില,багьа
484,Ware::N,ചരക്ക്,къайи
485,Nutzen::N,ലാഭം,мунпагӏат
486,Reichtum::N,ധനം,бечелъи
487,Welt::N,ലോകം,дуниял
488,Land::N,രാജ്യം,улка
489,Land::N,രാജ്യം,икълим
490,Staat::N,രാജ്യം,пачалихъ
491,König::N,രാജാവ്,пача
492,König::N,രാജാവ്,малик
493,König::N,രാജാവ്,къирал
494,König::N,രാജാവ്,падишагь
495,Macht::N,അധികാരം,кверщел
496,Grenze::N,അതിർത്തി,гӏорхъи
497,Krieg::N,യുദ്ധം,рагъ
498,Feind::N,ശത്രു,тушман
499,Gewalt::N,അക്രമം,зулму
500,Kampf::N,പോരാട്ടം,къеркьей
501,Bogen[Waffe]::N,വില്ല്,газаргъо
502,Pfeil::N,അമ്പ്,чӏор
503,Gewehr::N,തോക്ക്,туманкӏ
504,Fehler::N,പിശക്,гъалатӏ
505,Lüge::N,കള്ളം,гьереси
506,Schaden::N,കേടുപാട്,зиян
507,Schaden::N,കേടുപാട്,зарал
508,Unglück::N,ദൌർഭാഗ്യം,балагь
509,Schuld::N,തെറ്റ്,гӏайиб
510,Alter::N,വയസ്സ്,гӏумру
511,Schluss::N,നിഗമനം,ахир
512,Zeit::N,സമയം,заман
513,Tag::N,ദിവസം,къо
514,Morgen::N,പ്രഭാതം,радалмех
515,Mittag::N,ഉച്ച,къадемех
516,Abend::N,സായാഹ്നം,релъедамех
517,Nacht::N,രാത്രി,сордо
518,Woche::N,ആഴ്ച,анкь
519,Monat::N,മാസം,моцӏ
520,Jahr::N,വർഷം,сон
521,Jahr::N,വർഷം,лъагӏел
522,Frühling::N,വസന്തം,их
523,Sommer::N,വേനൽ,рии
524,Herbst::N,ശരത്കാലം,хасалихълъи
525,Winter::N,ശൈത്യം,кьин
526,Januar::N,ജനുവരി,январь
527,Februar::N,ഫെബ്രുവരി,февра́ль
528,März::N,മാർച്ച്,март
529,April::N,ഏപ്രിൾ മാസം,апрель
530,Mai::N,മെയ് മാസം,май
531,Juni::N,ജൂൺ,июнь
532,Juli::N,ജൂലൈ,июль
533,August::N,ആഗസ്റ്റ്,август
534,September::N,സെപ്തംബർ,сентябрь
535,Oktober::N,ഒക്ടോബർ,октябрь
536,November::N,നവംബർ,ноябрь
537,Dezember::N,ഡിസംബർ,декабрь
538,Montag::N,തിങ്കളാഴ്ച,итни
539,Dienstag::N,ചൊവ്വ,талат
540,Mittwoch::N,ബുധനാഴ്ച,арбагӏ
541,Donnerstag::N,വ്യാഴാഴ്ച,хамиз
542,Freitag::N,വെള്ളിയാഴ്ച,рузман
543,Samstag::N,ശനിയാഴ്ച,щамат
544,Sonntag::N,ഞായറാഴ്ച,гьатӏан
545,groß::A,വലിയ,кӏудияб
546,klein::A,ചെറിയ,гьитӏинаб
547,lang::A,നീണ്ട,халатаб
548,kurz::A,ഹ്രസ്വമായ,къокъаб
549,breit::A,വിശാലമായ,гӏебаб
550,schmal::A,ഇടുങ്ങിയ,къваридаб
551,dicht::A,നിബിഡമായ,ризаб
552,dick[Gegenstand]::A,തടിച്ച,бицатаб
553,dünn::A,മെലിഞ്ഞ,тӏеренаб
554,fein::A,നേർത്ത,тӏеренаб
555,fest::A,ഉറപ്പുള്ള,къвакӏараб
556,flach::A,പരന്ന,чӏепараб
557,glatt::A,മിനുസമുള്ള,цӏвакараб
558,hart::A,കട്ടിയുള്ള,кьварараб
559,weich::A,മൃദുവായ,тамахаб
560,rund::A,വട്ടത്തിലുള്ള,гургинаб
561,spitz::A,മുനയുള്ള,бегӏераб
562,scharf::A,മൂർച്ചയുള്ള,рекӏараб
563,stumpf::A,തുറന്നടിക്കുന്ന,тӏехӏараб
564,stumpf::A,തുറന്നടിക്കുന്ന,рекӏинчӏеб
565,schwer::A,ഭാരമുള്ള,бакӏаб
566,schön::A,മനോഹരമായ,берцинаб
567,heiß::A,ചൂടുള്ള,лагьараб
568,warm::A,ചൂടുള്ള,хинаб
569,kalt::A,തണുത്ത,квачараб
570,kühl::A,തണുപ്പുള്ള,квачараб
571,frisch::A,ശുദ്ധമായ,цӏияб
572,feucht::A,ഈറനുള്ള,рагьараб
573,nass::A,നനഞ്ഞ,би́ччараб
574,trocken::A,വരണ്ട,бакъвараб
575,voll::A,നിറയെ,
576,leer::A,ഒഴിഞ്ഞ,чӏобогояб
577,offen::A,തുറന്ന,рагьараб
578,geschlossen::A,അടച്ച,рахараб-къараб
579,sauber::A,വൃത്തിയുള്ള,бацӏцӏадаб
580,schmutzig::A,അഴുക്കുനിറഞ്ഞ,гъизараб
581,roh::A,അസംസ്കൃതമായ,хамаб
582,roh::A,അസംസ്കൃതമായ,гӏатӏгояб
583,reif::A,പഴുത്ത,барщараб
584,lecker::A,രുചികരമായ,тӏагӏамаб
585,süß::A,മധുരമുള്ള,гьуинаб
586,bitter::A,കടുത്ത,кьогӏаб
587,sauer::A,പുളിപ്പുള്ള,цӏекӏаб
588,hell::A,ജ്വലിക്കുന്ന,канаб
589,dunkel::A,ഇരുണ്ട,бецӏаб
590,schwarz::A,കറുത്ത,чӏегӏераб
591,weiß::A,വെളുത്ത,хъахӏаб
592,rot::A,ചുവന്ന,багӏараб
593,gelb::A,മഞ്ഞനിറമായ,гӏобилаб
594,gelb::A,മഞ്ഞനിറമായ,тӏогьилаб
595,blau::A,നീലനിറമുള്ള,хъахӏилаб
596,grün::A,പച്ചനിറമുള്ള,гӏурччинаб
597,grau::A,ചാരനിറത്തിലുള്ള,накӏкӏуяб
598,bunt::A,വർണ്ണശബളമായ,къвекӏаб
599,bunt::A,വർണ്ണശബളമായ,чара-гъараб
600,billig::A,വിലകുറഞ്ഞ,учузаб
601,teuer::A,ചെലവേറിയ,хири́яб
602,wertvoll::A,വിലപിടിപ്പുള്ള,къиматаб
603,blind::A,അന്ധനായ,беццаб
604,taub::A,കേൾവിക്കുറവുള്ള,гъугъаб
605,kräftig::A,ശക്തിയുള്ള,гучаб
606,stark::A,ബലമുള്ള,къуватаб
