,Concept_ID,uz,de
69,Feuer::N,o't,Feuer
70,Licht::N,yorug',Licht
71,Schatten::N,soya,Schatten
72,Wetter::N,havo,Wetter
73,Nebel::N,tuman,Nebel
74,Wolke::N,bulut,Wolke
75,Regen::N,yomg'ir,Regen
76,Schnee::N,qor,Schnee
77,Eis::N,muz,Eis
78,Frost::N,ajoz,Frost
79,Kälte::N,ajoz,Kälte
80,Hitze::N,issiq,Hitze
81,Raureif::N,qirov,Raureif
82,Regenbogen::N,kamalak,Regenbogen
83,Donner::N,guldur,Donner
84,Strömung::N,oqim,Strömung
85,Tropfen::N,tomchi,Tropfen
86,Schaum::N,ko'pik,Schaum
87,Schmutz::N,gard,Schmutz
88,See::N,ko'l,See
89,Sumpf::N,botqoq,Sumpf
90,Moor::N,qir-adir,Moor
91,Wiese::N,o'tzor,Wiese
92,Wald::N,o'rmon,Wald
93,Hügel::N,tepa,Hügel
94,Anhöhe::N,adir,Anhöhe
95,Berg::N,tog',Berg
96,Gipfel::N,cho'qqi,Gipfel
97,Höhle::N,kavak,Höhle
98,Abhang::N,to'sh,Abhang
99,Quelle::N,buloq,Quelle
100,Bach::N,o'zan,Bach
101,Fluss::N,daryo,Fluss
102,Ufer::N,sohil,Ufer
103,Küste::N,qirg'oq,Küste
104,Festland::N,materik,Festland
105,Meer::N,dengiz,Meer
106,Bucht::N,qo'ltiq,Bucht
107,Insel::N,orol,Insel
108,Blume::N,gul,Blume
109,Gras::N,sabza,Gras
110,Wurzel::N,tub,Wurzel
111,Wurzel::N,tomir,Wurzel
112,Baum::N,daraxt,Baum
113,Stamm::N,o'simta,Stamm
114,Rinde::N,qobiq,Rinde
115,Ast::N,shox,Ast
116,Zweig::N,butoq,Zweig
117,Blatt::N,barg,Blatt
118,Birke::N,qayin,Birke
119,Kiefer[Baum]::N,qarag'ay,Kiefer
120,Weide[Baum]::N,shum,Weide
121,Tanne::N,archa,Tanne
122,Horn::N,mugiz,Horn
123,Feder::N,par,Feder
124,Fell::N,mo'yna,Fell
125,Flügel::N,qanot,Flügel
126,Klaue::N,tirnoq,Klaue
127,Kralle::N,tirnoq,Kralle
128,Schwanz::N,quyruq,Schwanz
129,Ei::N,tuxum,Ei
130,Nest::N,oshyon,Nest
131,Bau::N,o'pqon,Bau
132,Tier::N,hayvon,Tier
133,Herde::N,gala,Herde
134,Kuh::N,inak,Kuh
135,Bulle::N,ho'kiz,Bulle
136,Pferd::N,ot,Pferd
137,Schaf::N,qo'y,Schaf
138,Schwein::N,cho'chqa,Schwein
139,Hund::N,it,Hund
140,Katze::N,mushuk,Katze
141,Bär::N,ayiq,Bär
142,Eichhörnchen::N,tiyin,Eichhörnchen
143,Elch::N,los,Elch
144,Fuchs::N,tulki,Fuchs
145,Hase::N,kuyon,Hase
146,Maus::N,sichqon,Maus
147,Wolf::N,bo'ri,Wolf
148,Vogel::N,qush,Vogel
149,Schwarm::N,to'da,Schwarm
150,Huhn::N,tovuq,Huhn
151,Hahn::N,xo'roz,Hahn
152,Gans::N,g'oz,Gans
153,Adler::N,burgut,Adler
154,Ente::N,o'rdak,Ente
155,Eule::N,boyo'g'li,Eule
156,Kranich::N,turna,Kranich
157,Krähe::N,qarg'a,Krähe
158,Kuckuck::N,kakku,Kuckuck
159,Schwan::N,oqkush,Schwan
160,Fisch::N,baliq,Fisch
161,Barsch::N,olabug'a,Barsch
162,Hecht::N,cho'rtan,Hecht
163,Schlange[Tier]::N,ilon,Schlange
164,Wurm::N,qurt,Wurm
165,Spinne::N,o'rgimchak,Spinne
166,Ameise::N,chumoli,Ameise
167,Laus::N,bit,Laus
168,Mücke::N,chivin,Mücke
169,Fliege::N,pashsha,Fliege
170,Schmetterling::N,kapalak,Schmetterling
171,Beere::N,meva,Beere
172,Apfel::N,olma,Apfel
173,Pilz::N,qo'ziqorin,Pilz
174,Zwiebel::N,piyoz,Zwiebel
175,Saat::N,äkin,Saat
176,Korn::N,zarra,Korn
177,Heu::N,xashak,Heu
178,Schale::N,po'choq,Schale
179,Grube::N,co'ra,Grube
180,Falle::N,qopqon,Falle
181,Schlinge::N,sirtmoq,Schlinge
182,Spur::N,iz,Spur
183,Asche::N,kul,Asche
184,Dreck::N,kir,Dreck
185,Eisen::N,temir,Eisen
186,Gold::N,tilla,Gold
187,Silber::N,kumush,Silber
188,Kohle::N,ko'mir,Kohle
189,Glas::N,oyna,Glas
190,Lehm::N,loy,Lehm
191,Sand::N,qum,Sand
192,Mensch::N,odam,Mensch
193,Mann::N,ärkak,Mann
194,Frau::N,ayol,Frau
195,Kind::N,bola,Kind
196,Kind::N,kichkintoy,Kind
197,Junge::N,bola,Junge
198,Mädchen::N,qiz,Mädchen
199,Familie::N,oila,Familie
200,Großvater::N,buva,Großvater
201,Großvater::N,katta ota,Großvater
202,Großmutter::N,buvi,Großmutter
203,Großmutter::N,katta oyi,Großmutter
204,Eltern::N,ota-ona,Eltern
205,Vater::N,ota,Vater
206,Mutter::N,ona,Mutter
207,Sohn::N,o'g'il,Sohn
208,Tochter::N,qiz,Tochter
209,Bruder::N,og'a,Bruder
210,Bruder::N,uka,Bruder
211,Schwester::N,opa,Schwester
212,Schwester::N,singil,Schwester
213,Onkel::N,amaki,Onkel
214,Tante::N,amma,Tante
215,Tante::N,xola,Tante
216,Ehemann::N,är,Ehemann
217,Ehefrau::N,rafiqa,Ehefrau
218,Freude::N,ayish,Freude
219,Gelächter::N,kulgi,Gelächter
220,Glück::N,saodat,Glück
221,Kummer::N,g'am,Kummer
222,Wunsch::N,orzu,Wunsch
223,Lust::N,rag'bat,Lust
224,Geist::N,ruh,Geist
225,Gedanke::N,fikr,Gedanke
226,Gedächtnis::N,äs,Gedächtnis
227,Verstand::N,aql,Verstand
228,Sinn::N,ma'ni,Sinn
229,Grund::N,sabab,Grund
230,Wahrheit::N,haq,Wahrheit
231,Gespräch::N,gap,Gespräch
232,Märchen::N,ärtak,Märchen
233,Erzählung::N,rivoyat,Erzählung
234,Nachricht::N,xabar,Nachricht
235,Neuigkeit::N,yangilik,Neuigkeit
236,Name::N,ot,Name
237,Rätsel::N,topishmoq,Rätsel
238,Rede::N,nutq,Rede
239,Sprache::N,til,Sprache
240,Stimme::N,ovoz,Stimme
241,Wort::N,so'z,Wort
242,Zeichen::N,alomat,Zeichen
243,Ruf::N,chaqiriq,Ruf
244,Lärm::N,taraq,Lärm
245,Laut::N,tovush,Laut
246,Ton::N,un,Ton
247,Lied::N,ashula,Lied
248,Ruhe::N,tinchlik,Ruhe
249,Leute::N,xaloyiq,Leute
250,Volk::N,xalq,Volk
251,Arbeit::N,ish,Arbeit
252,Gast::N,mehmon,Gast
253,Geschenk::N,hadya,Geschenk
254,Spiel::N,o'yin,Spiel
255,Gesellschaft::N,jamiyat,Gesellschaft
256,Hilfe::N,yordam,Hilfe
257,Freund::N,do'st,Freund
258,Kamerad::N,yo'ldosh,Kamerad
259,Angelegenheit::N,daxl,Angelegenheit
260,Anzahl::N,son,Anzahl
261,Art::N,tur,Art
262,Stück::N,parcha,Stück
263,Teil::N,bo'lak,Teil
264,Hälfte::N,yarim,Hälfte
265,Kreis::N,aylana,Kreis
266,Kreuz::N,xoch,Kreuz
267,Linie::N,liniya,Linie
268,Strich::N,chiziq,Strich
269,Abstand::N,oralik,Abstand
270,Entfernung::N,uzoqlik,Entfernung
271,Gegend::N,yer,Gegend
272,Platz::N,oralig,Platz
273,Ort::N,joy,Ort
274,Seite::N,yon,Seite
275,Mitte::N,o'rta,Mitte
276,Gegenstand::N,ashyo,Gegenstand
277,Sache::N,buyum,Sache
278,Rand::N,chek,Rand
279,Kante::N,tig',Kante
280,Ecke::N,burchak,Ecke
281,Spitze::N,uch,Spitze
282,Ende::N,oxir,Ende
283,Loch::N,teshik,Loch
284,Winkel::N,go'sha,Winkel
285,Muster::N,nusha,Muster
286,Größe::N,kattalik,Größe
287,Länge::N,uzunlik,Länge
288,Höhe::N,yuksaklik,Höhe
289,Gewicht::N,solmoq,Gewicht
290,Menge::N,miqdor,Menge
291,Haufen::N,uyum,Haufen
292,Reihe::N,saf,Reihe
293,Boot::N,qayiq,Boot
294,Ruder::N,äshkak,Ruder
295,Schlitten::N,chana,Schlitten
296,Ski::N,chang'i,Ski
297,Lagerfeuer::N,gulxan,Lagerfeuer
298,Last::N,yuk,Last
299,Gang::N,yurish,Gang
300,Schritt::N,qadam,Schritt
301,Norden::N,shimol,Norden
302,Süden::N,janub,Süden
303,Westen::N,g'arb,Westen
304,Osten::N,sharq,Osten
305,Holz::N,yog'och,Holz
306,Brett::N,taxta,Brett
307,Platte::N,tabaqa,Platte
308,Stütze::N,tayanchi,Stütze
309,Stange::N,qo'noq,Stange
310,Stock::N,tayoq,Stock
311,Stab::N,gavron,Stab
312,Rohr::N,tarnov,Rohr
313,Haus::N,uy,Haus
314,Heim::N,makon,Heim
315,Ofen::N,pechka,Ofen
316,Fußboden::N,pol,Fußboden
317,Tisch::N,mosa,Tisch
318,Stuhl::N,o'rindiq,Stuhl
319,Wiege::N,beshik,Wiege
320,Bett::N,yotoq,Bett
321,Regal::N,tokcha,Regal
322,Kiste::N,sandiq,Kiste
323,Fenster::N,deraza,Fenster
324,Tür::N,äshik,Tür
325,Tor::N,darvoza,Tor
326,Zaun::N,panjara,Zaun
327,Dach::N,tom,Dach
328,Leiter::N,narvon,Leiter
329,Besen::N,supurgi,Besen
330,Spaten::N,bel,Spaten
331,Schaufel::N,kurak,Schaufel
332,Gabel::N,bilka,Gabel
333,Löffel::N,qoshiq,Löffel
334,Messer::N,pichoq,Messer
335,Nagel::N,mix,Nagel
336,Netz::N,to'r,Netz
337,Haken::N,ilgak,Haken
338,Griff::N,sop,Griff
339,Griff::N,tutqich,Griff
340,Schloss::N,qulf,Schloss
341,Bild::N,rasm,Bild
342,Figur::N,shakl,Figur
343,Puppe::N,ko'g'irchoq,Puppe
344,Beutel::N,to'rva,Beutel
345,Bündel::N,bog'lam,Bündel
346,Tasche::N,kissa,Tasche
347,Eimer::N,chelak,Eimer
348,Deckel::N,qopqoq,Deckel
349,Geschirr::N,idish,Geschirr
350,Sack::N,qop,Sack
351,Tasse::N,piyola,Tasse
352,Topf::N,tuvak,Topf
353,Kessel::N,qozon,Kessel
354,Essen::N,tomoq,Essen
355,Nahrung::N,emak,Nahrung
356,Speise::N,taom,Speise
357,Fleisch::N,go'sht,Fleisch
358,Getreide::N,g'alla,Getreide
359,Brei::N,bo'tqa,Brei
360,Brot::N,non,Brot
361,Scheibe::N,disk,Scheibe
362,Fett::N,moy,Fett
363,Butter::N,yog',Butter
364,Öl::N,moy,Öl
365,Salz::N,tuz,Salz
366,Suppe::N,sho'rva,Suppe
367,Honig::N,asal,Honig
368,Milch::N,sut,Milch
369,Tee::N,choy,Tee
370,Leder::N,charm,Leder
371,Wolle::N,jun,Wolle
372,Stoff::N,mato,Stoff
373,Nadel::N,igna,Nadel
374,Faden::N,ip,Faden
375,Knopf::N,tugma,Knopf
376,Knoten::N,tugun,Knoten
377,Farbe::N,bo'yok,Farbe
378,Kleidung::N,kiyim,Kleidung
379,Hemd::N,ko'ylak,Hemd
380,Kragen::N,yoqa,Kragen
381,Ärmel::N,yeng,Ärmel
382,Hose::N,shim,Hose
383,Gürtel::N,tasma,Gürtel
384,Mütze::N,shapka,Mütze
385,Schuh::N,but,Schuh
386,Stiefel::N,botinka,Stiefel
387,Ring::N,yuzuk,Ring
388,Band::N,rishta,Band
389,Kamm::N,taroq,Kamm
390,Spiegel::N,ko'zgu,Spiegel
391,Riemen::N,qayish,Riemen
392,Schnur::N,bog'ich,Schnur
393,Leine::N,etak,Leine
394,Decke::N,odyol,Decke
395,Kissen::N,yostiq,Kissen
396,Tuch::N,gazlama,Tuch
397,Handtuch::N,sochiq,Handtuch
398,Kraft::N,kuch,Kraft
399,Stärke::N,quvvat,Stärke
400,Gesundheit::N,sog'lik,Gesundheit
401,Krankheit::N,kasallik,Krankheit
402,Schmerz::N,og'riq,Schmerz
403,Wunde::N,yara,Wunde
404,Fieber::N,bezgak,Fieber
405,Arznei::N,dori,Arznei
406,Brücke::N,ko'prik,Brücke
407,Brunnen::N,buloq,Brunnen
408,Weide::N,yaylov,Weide
409,Pfad::N,dorojka,Pfad
410,Weg::N,yo'l,Weg
411,Straße::N,ko'cha,Straße
412,Dorf::N,ovul,Dorf
413,Stadt::N,shahar,Stadt
414,Brief::N,maktub,Brief
415,Buch::N,kitob,Buch
416,Buchstabe::N,harf,Buchstabe
417,Zeitung::N,gazet,Zeitung
418,Leben::N,hayot,Leben
419,Tod::N,o'lim,Tod
420,Grab::N,go'r,Grab
421,Kirche::N,cherkov,Kirche
422,Sünde::N,gunoh,Sünde
423,Gott::N,olloh,Gott
424,Arbeiter::N,ishchi,Arbeiter
425,Chef::N,rais,Chef
426,Meister::N,usta,Meister
427,Arzt::N,hakim,Arzt
428,Lehrer::N,muallim,Lehrer
429,Geld::N,pul,Geld
430,Geschäft::N,savdo,Geschäft
431,Laden::N,do'kon,Laden
432,Preis::N,baho,Preis
433,Ware::N,mol,Ware
434,Nutzen::N,foyda,Nutzen
435,Reichtum::N,boylik,Reichtum
436,Welt::N,olam,Welt
437,Land::N,o'lka,Land
438,Staat::N,davlat,Staat
439,König::N,qirol,König
440,Macht::N,iqtidor,Macht
441,Grenze::N,chegara,Grenze
442,Krieg::N,harb,Krieg
443,Feind::N,dushman,Feind
444,Gewalt::N,zo'rlik,Gewalt
445,Kampf::N,kurash,Kampf
446,Bogen[Waffe]::N,yoy,Bogen
447,Pfeil::N,o'q,Pfeil
448,Gewehr::N,vintovka,Gewehr
449,Fehler::N,xato,Fehler
450,Lüge::N,yolg'on,Lüge
451,Schaden::N,ziyon,Schaden
452,Unglück::N,balo,Unglück
453,Schuld::N,ayb,Schuld
454,Alter::N,yosh,Alter
455,Schluss::N,tamom,Schluss
456,Zeit::N,vaqt,Zeit
457,Tag::N,kun,Tag
458,Morgen::N,saboh,Morgen
459,Mittag::N,kun tushlik,Mittag
460,Abend::N,oqshom,Abend
461,Nacht::N,tun,Nacht
462,Woche::N,hafta,Woche
463,Monat::N,oy,Monat
464,Jahr::N,yil,Jahr
465,Frühling::N,bahor,Frühling
466,Sommer::N,yoz,Sommer
467,Herbst::N,kuz,Herbst
468,Herbst::N,xazon,Herbst
469,Winter::N,qish,Winter
470,Januar::N,yanvar',Januar
471,Februar::N,fevral',Februar
472,März::N,mart,März
473,April::N,aprel',April
474,Mai::N,may,Mai
475,Juni::N,iyun',Juni
476,Juli::N,iyul',Juli
477,August::N,avgust,August
478,September::N,sentyabr',September
479,Oktober::N,oktyabr',Oktober
480,November::N,noyabr',November
481,Dezember::N,dekabr',Dezember
482,Montag::N,dushanba,Montag
483,Dienstag::N,seshanba,Dienstag
484,Mittwoch::N,chorshanba,Mittwoch
485,Donnerstag::N,payshanba,Donnerstag
486,Freitag::N,juma,Freitag
487,Samstag::N,shanba,Samstag
488,Sonntag::N,yakshanba,Sonntag
489,groß::A,buyuk,groß
490,klein::A,kichik,klein
491,lang::A,uzun,lang
492,kurz::A,qisqa,kurz
493,breit::A,keng,breit
494,schmal::A,änsiz,schmal
495,dicht::A,quyuq,dicht
496,dick[Gegenstand]::A,qalin,dick
497,dünn::A,ingichka,dünn
498,fein::A,mayin,fein
499,fest::A,qattiq,fest
500,flach::A,yalpoq,flach
501,glatt::A,tekis,glatt
502,hart::A,qattiq,hart
503,weich::A,yumshoq,weich
504,rund::A,yumaloq,rund
505,spitz::A,uchli,spitz
506,scharf::A,keskir,scharf
507,stumpf::A,to'mtoq,stumpf
508,schwer::A,salmoqli,schwer
509,schön::A,go'zal,schön
510,heiß::A,qiziq,heiß
511,warm::A,issiq,warm
512,kalt::A,sovuq,kalt
513,kühl::A,salqin,kühl
514,frisch::A,toza,frisch
515,feucht::A,namli,feucht
516,nass::A,nam,nass
517,trocken::A,quruq,trocken
518,voll::A,to'la,voll
519,leer::A,puch,leer
520,offen::A,ochiq,offen
521,geschlossen::A,berk,geschlossen
522,sauber::A,ozoda,sauber
523,schmutzig::A,kir,schmutzig
524,roh::A,xom,roh
525,reif::A,pishiq,reif
526,lecker::A,shirin,lecker
527,süß::A,shirin,süß
528,bitter::A,achchiq,bitter
529,sauer::A,achchiq,sauer
530,hell::A,yorug',hell
531,dunkel::A,qorong'i,dunkel
532,schwarz::A,qora,schwarz
533,weiß::A,oq,weiß
534,rot::A,qizil,rot
535,gelb::A,sariq,gelb
536,blau::A,zangori,blau
537,grün::A,yashil,grün
538,grau::A,bo'z,grau
539,bunt::A,ola,bunt
540,billig::A,arzon,billig
541,teuer::A,qimmat,teuer
542,wertvoll::A,qimmat,wertvoll
543,blind::A,ko'r,blind
544,taub::A,garang,taub
545,kräftig::A,kuchli,kräftig
546,stark::A,quvvatli,stark
547,schwach::A,kuchsiz,schwach
548,fett::A,semiz,fett
549,schlank::A,ingichka,schlank
550,hübsch::A,ko'rkam,hübsch
551,böse::A,yovuz,böse
552,dumm::A,aqlsiz,dumm
553,faul::A,ärinchak,faul
554,fleißig::A,ishchan,fleißig
555,geizig::A,qurumsoq,geizig
556,klug::A,oqil,klug
557,geschickt::A,äpchil,geschickt
558,lieb::A,aziz,lieb
559,lustig::A,chaqchaq,lustig
560,sanft::A,asta,sanft
561,hungrig::A,och,hungrig
562,krank::A,kasal,krank
563,nackt::A,yalang,nackt
564,traurig::A,xafa,traurig
565,lebendig::A,hayotiy,lebendig
566,gut::A,soz,gut
567,schlecht::A,yomon,schlecht
568,richtig::A,rost,richtig
569,schlimm::A,yovuz,schlimm
570,wahr::A,haqiqiy,wahr
571,alt::A,äski,alt
572,neu::A,yangi,neu
573,ehemalig::A,sobiq,ehemalig
574,alt[Lebewesen]::A,qari,alt
575,jung::A,navqiron,jung
576,arm::A,abgor,arm
577,reich::A,boy,reich
578,bekannt::A,ma'lum,bekannt
579,berühmt::A,mashhur,berühmt
580,fremd::A,yot,fremd
581,verschieden::A,turli,verschieden
582,nah::A,yaqindagi,nah
583,fern::A,uzoq,fern
584,linker::A,so'l,linker
585,rechter::A,o'ng,rechter
586,anderer::A,boshqa,anderer
587,erster::A,birinchi,erster
588,zweiter::A,ikkinchi,zweiter
589,dritter::A,uchinchi,dritter
590,letzter::A,oxirgi,letzter
591,allein::ADV,o'zicha,allein
592,auf einmal::ADV,varakay,auf einmal
593,zusammen::ADV,barobar,zusammen
594,lange::ADV,uzoq,lange
595,plötzlich::ADV,qo'qqisdan,plötzlich
596,sofort::ADV,darrov,sofort
597,später::ADV,so'ngra,später
598,jetzt::ADV,hozirgina,jetzt
599,heute::ADV,bugun,heute
600,morgen::ADV,ärta,morgen
601,bald::ADV,toz,bald
602,dann::ADV,keyin,dann
603,gestern::ADV,kecha,gestern
604,einst::ADV,avvallari,einst
605,damals::ADV,ugal,damals
606,danach::ADV,so'ngra,danach
607,vorher::ADV,avval,vorher
608,zuerst::ADV,avval,zuerst
609,einmal::ADV,bir marta,einmal
610,manchmal::ADV,onda-sonda,manchmal
611,oft::ADV,tez-tez,oft
612,immer::ADV,har vaqt,immer
613,niemals::ADV,hargiz,niemals
614,hier::ADV,shu erda,hier
615,hierhin::ADV,beri,hierhin
616,von hier::ADV,shu erdan,von hier
617,dort::ADV,ana,dort
618,dorthin::ADV,u yerga,dorthin
619,geradeaus::ADV,to'g'ri,geradeaus
620,vorwärts::ADV,ilgari,vorwärts
621,rückwärts::ADV,qoloq,rückwärts
622,zurück::ADV,orqada,zurück
623,unten::ADV,pastda,unten
624,hinab::ADV,tubanga,hinab
625,oben::ADV,ustida,oben
626,hinauf::ADV,yuqorida,hinauf
627,überall::ADV,har erda,überall
628,nicht::ADV,ämas,nicht
629,ein wenig::ADV,biroz,ein wenig
630,kaum::ADV,arang,kaum
631,sehr::ADV,ancha,sehr
632,so::ADV,shunday,so
633,noch::ADV,hali,noch
634,nur::ADV,yolg'iz,nur
635,schon::ADV,endi,schon
636,wieder::ADV,yana,wieder
637,vergebens::ADV,bekorga,vergebens
638,vor::PRP,burun,vor
639,hinter::PRP,ketida,hinter
640,unter::PRP,ostida,unter
641,durch::PRP,bo'ylab,durch
642,neben::PRP,yonida,neben
643,zwischen::PRP,orada,zwischen
644,wegen::PRP,sababli,wegen
645,dies::PRN,o'sha,dies
646,das::PRN,narigi,das
647,alles::PRN,har nima,alles
648,ich::PRN,men,ich
649,du::PRN,sen,du
650,er::PRN,u,er
651,wir::PRN,biz,wir
652,ihr::PRN,siz,ihr
653,sie::PRN,ular,sie
654,was::FPRN,nima,was
655,wer::FPRN,kim,wer
656,wo::FADV,qaerda,wo
657,wohin::FADV,qayerga,wohin
658,wie::FADV,qanday,wie
659,warum::FADV,nega,warum
660,wieviel::FNUM,qancha,wieviel
661,eins::NUM,bir,eins
662,zwei::NUM,ikki,zwei
663,drei::NUM,uch,drei
664,vier::NUM,to'rt,vier
665,fünf::NUM,besh,fünf
666,sechs::NUM,olti,sechs
667,sieben::NUM,etti,sieben
668,acht::NUM,sakkiz,acht
669,neun::NUM,to'qqiz,neun
670,zehn::NUM,o'n,zehn
671,elf::NUM,o'n bir,elf
672,zwölf::NUM,o'n ikki,zwölf
673,zwanzig::NUM,yigirma,zwanzig
674,dreißig::NUM,o'ttiz,dreißig
675,vierzig::NUM,qirq,vierzig
676,fünfzig::NUM,ällik,fünfzig
677,sechzig::NUM,oltmish,sechzig
678,siebzig::NUM,etmish,siebzig
679,achtzig::NUM,sakson,achtzig
680,neunzig::NUM,to'qson,neunzig
681,hundert::NUM,yuz,hundert
682,tausend::NUM,ming,tausend
683,und::CNJ,va,und
684,oder::CNJ,yo,oder
685,stehen::V,turmoq,stehen
686,sitzen::V,o'tirmoq,sitzen
687,liegen::V,yotmoq,liegen
688,hängen::V,osilmoq,hängen
689,werden::V,bo'lmoq,werden
690,passieren::V,bo'lib o'tmoq,passieren
691,beginnen::V,boshlanmoq,beginnen
692,enden::V,bitmoq,enden
693,wechseln::V,o'zgarmoq,wechseln
694,aufgehen[Sonne]::V,chiqmoq,aufgehen
695,untergehen[Sonne]::V,botmoq,untergehen
696,scheinen[Sonne]::V,yaraqlamoq,scheinen
697,donnern::V,gulduramoq,donnern
698,wehen::V,elpimoq,wehen
699,strömen::V,oqmoq,strömen
700,fließen::V,oqmoq,fließen
701,sich drehen::V,aylanmoq,sich drehen
702,schwanken::V,qoqilmoq,schwanken
703,schwingen::V,lopillamoq,schwingen
704,fallen::V,tushmoq,fallen
705,brennen::V,yonmoq,brennen
706,rauchen::V,tutamoq,rauchen
707,regnen::V,yomg'ir yog'moq,regnen
708,gefrieren::V,muzlamoq,gefrieren
709,tauen::V,ärimoq,tauen
710,schmelzen::V,ärimoq,schmelzen
711,trocknen::V,qurimoq,trocknen
712,sieden::V,qaynamoq,sieden
713,faulen::V,chirimoq,faulen
714,verfaulen::V,chirimoq,verfaulen
715,reißen::V,qayt qilmoq,reißen
716,versinken::V,g'arq bo'lmoq,versinken
717,vergehen::V,o'tmoq,vergehen
718,erscheinen::V,zuhur ätmoq,erscheinen
719,verschwinden::V,yo'qolmoq,verschwinden
720,sinken::V,pasaymoq,sinken
721,abnehmen::V,kamaymoq,abnehmen
722,zunehmen::V,urchimoq,zunehmen
723,steigen::V,oshmoq,steigen
724,wachsen::V,o'smoq,wachsen
725,glänzen::V,porlamoq,glänzen
726,funkeln::V,yalt ätmoq,funkeln
727,lärmen::V,taraq ätmoq,lärmen
728,läuten::V,jiringlamoq,läuten
729,klingeln::V,jiringlamoq,klingeln
730,klirren::V,sharaqlamoq,klirren
731,brausen::V,vag'illamoq,brausen
732,rauschen::V,shitirlamoq,rauschen
733,klingen::V,yangramoq,klingen
734,bellen::V,hurmoq,bellen
735,heulen::V,uvlamoq,heulen
736,blasen::V,puflamoq,blasen
737,pfeifen::V,xushtak chalmoq ,pfeifen
738,schreien::V,qiyqirmoq,schreien
739,stöhnen::V,nola qilmoq,stöhnen
740,zittern::V,titramoq,zittern
741,leben::V,yashamoq,leben
742,geboren werden::V,tug'ilmoq,geboren werden
743,atmen::V,nafas chiqarmoq,atmen
744,trinken::V,ichmoq,trinken
745,essen::V,emoq,essen
746,schlucken::V,yutmoq,schlucken
747,müde werden::V,horimoq,müde werden
748,einschlafen::V,uxlab qolmoq,einschlafen
749,schlafen::V,uxlamoq,schlafen
750,aufwachen::V,uyg'onmoq,aufwachen
751,aufstehen::V,qo'pmoq,aufstehen
752,sich erholen::V,dam olmoq,sich erholen
753,krank werden::V,kasallanmoq,krank werden
754,krank sein::V,betob yotmoq,krank sein
755,schmerzen::V,og'rimoq,schmerzen
756,husten::V,yo'talmoq,husten
757,genesen::V,tuzalmoq,genesen
758,sterben::V,o'lmoq,sterben
759,umkommen::V,halok bo'lmoq,umkommen
760,sich bewegen::V,harakat qilmoq,sich bewegen
761,sich rühren::V,qimirlamoq,sich rühren
762,sich erheben::V,qo'pmoq,sich erheben
763,sich setzen::V,o'tirmoq,sich setzen
764,hinfallen::V,yiqilmoq,hinfallen
765,laufen::V,yurmoq,laufen
766,schreiten::V,yurmoq,schreiten
767,spazierengehen::V,sayr ätmoq,spazierengehen
768,eilen::V,tezlamoq,eilen
769,sich beeilen::V,shoshmoq,sich beeilen
770,sausen::V,chopqillamoq,sausen
