,Concept_ID,ga,ta
299,Geschenk::N,féirín,பரிசுப் பொருள்
300,Geschenk::N,bronntanas,பரிசுப் பொருள்
301,Spiel::N,cluiche,விளையாட்டு
302,Gesellschaft::N,comhluadar,சமுதாயம்
303,Hilfe::N,cúnamh,உதவி
304,Hilfe::N,cabhair,உதவி
305,Freund::N,cara,நண்பன்
306,Kamerad::N,comrádaí,உடனிருப்பவன்
307,Angelegenheit::N,ábhar,செய்தி
308,Anzahl::N,líon,எண்ணிக்கை
309,Art::N,sórt,வகை
310,Art::N,saghas,வகை
311,Stück::N,píosa,துண்டம்
312,Teil::N,cuid,பகுதி
313,Teil::N,páirt,பகுதி
314,Hälfte::N,leath,பாதி
315,Kreis::N,ciorcal,வட்டம்
316,Kreuz::N,cros,சிலுவை
317,Linie::N,líne,கோடு
318,Strich::N,stríoc,வாத நோய்
319,Abstand::N,achar,இடைவெளி
320,Entfernung::N,fad,தூரம்
321,Gegend::N,ceantar,வட்டாரம்
322,Platz::N,áit,வெற்றிடம்
323,Platz::N,spás,வெற்றிடம்
324,Ort::N,áit,இடம்
325,Seite::N,taobh,பக்கம்
326,Mitte::N,lár,இடைப்பகுதி
327,Gegenstand::N,ball,உருப்படி
328,Gegenstand::N,ábhar,உருப்படி
329,Sache::N,ní,பொருள்
330,Sache::N,rud,பொருள்
331,Rand::N,imeall,தொங்கு
332,Rand::N,ciumhais,தொங்கு
333,Kante::N,corr,விளிம்பு
334,Kante::N,colbha,விளிம்பு
335,Ecke::N,coirnéal,மூலை
336,Spitze::N,gob,முனை
337,Spitze::N,barr,முனை
338,Ende::N,ceann,முடிவு
339,Ende::N,foirceann,முடிவு
340,Loch::N,poll,துளை
341,Winkel::N,cúinne,கோணம்
342,Winkel::N,uillinn,கோணம்
343,Muster::N,patrún,பாங்கு
344,Größe::N,méid,அளவு
345,Größe::N,toise,அளவு
346,Länge::N,fad,நீளம்
347,Höhe::N,airde,உயரம்
348,Gewicht::N,meáchan,எடை
349,Menge::N,méid,தொகை
350,Haufen::N,cnap,குவியல்
351,Reihe::N,líne,வரிசை
352,Reihe::N,sraith,வரிசை
353,Boot::N,bád,படகு
354,Ruder::N,rámh,துடுப்பு
355,Ruder::N,maide rámha,துடுப்பு
356,Schlitten::N,carr sleamhnáin,சகடையிலா வண்டி
357,Ski::N,scí,பனிச் சறுக்கல்
358,Lagerfeuer::N,tine champa,மூட்டம்
359,Last::N,ualach,பாரம்
360,Gang::N,siúlóid,நடை
361,Schritt::N,céim,காலடி
362,Schritt::N,coiscéim,காலடி
363,Norden::N,tuaisceart,வடக்கு
364,Süden::N,deisceart,தெற்கு
365,Westen::N,iarthar,மேற்கு திசை
366,Osten::N,oirthear,கிழக்கு
367,Holz::N,adhmad,மரக்கட்டை
368,Brett::N,clár,பலகை
369,Platte::N,leac,பலகம்
370,Stütze::N,taca,அடைப்புகன்
371,Stange::N,polla,கம்பம்
372,Stange::N,cuaille,கம்பம்
373,Stock::N,bata,குச்சி
374,Stock::N,maide,குச்சி
375,Stab::N,maide,கம்பு
376,Stab::N,bachall,கம்பு
377,Rohr::N,píopa,குழாய்
378,Haus::N,teach,வீடு
379,Heim::N,baile,வீடு
380,Ofen::N,sornóg,அடுப்பு
381,Fußboden::N,urlár,தரை
382,Tisch::N,bord,மேசை
383,Tisch::N,tábla,மேசை
384,Stuhl::N,cathaoir,நாற்காலி
385,Wiege::N,cliabhán,தொட்டில்
386,Bett::N,leaba,படுக்கை
387,Regal::N,seilf,அலமாரி
388,Kiste::N,bosca,பெட்டி
389,Fenster::N,fuinneoig,சாளரம்
390,Tür::N,doras,கதவு
391,Tor::N,geata,வாசற்கதவு
392,Zaun::N,fál,வேலி
393,Zaun::N,claí,வேலி
394,Dach::N,díon,கூரை
395,Leiter::N,dréimire,ஏணி
396,Besen::N,scuab,விளக்குமாறு
397,Spaten::N,spád,மண்வெட்டி
398,Spaten::N,rámhainn,மண்வெட்டி
399,Schaufel::N,sluasaid,அடிதண்டா
400,Gabel::N,forc,முட்கரண்டி
401,Gabel::N,gabhlóg,முட்கரண்டி
402,Löffel::N,spúnóg,கரண்டி
403,Messer::N,scian,கத்தி
404,Nagel::N,tairne,ஆணி
405,Netz::N,líon,வலை
406,Netz::N,eangach,வலை
407,Haken::N,croch,கொக்கி
408,Griff::N,cos,கைப்பிடி
409,Griff::N,hanla,கைப்பிடி
410,Schloss::N,glas,பூட்டு
411,Bild::N,pictiúr,படம்
412,Figur::N,fíor,எண்ணிக்கை
413,Puppe::N,bábóg,பொம்மை
414,Beutel::N,mála,பை
415,Beutel::N,mealbhóg,பை
416,Bündel::N,beart,பொதி
417,Tasche::N,mála,பை
418,Eimer::N,buicéad,வாளி
419,Deckel::N,clár,உறை
420,Deckel::N,claibín,உறை
421,Geschirr::N,soithí,பாத்திரம்
422,Geschirr::N,gréithe,பாத்திரம்
423,Sack::N,sac,பை
424,Sack::N,mála,பை
425,Tasse::N,cupán,கிண்ணம்
426,Topf::N,pota,பானை
427,Kessel::N,citeal,கெண்டி
428,Essen::N,béile,உணவருந்துதல்
429,Nahrung::N,bia,உணவு
430,Speise::N,mias,உணவு வகை
431,Fleisch::N,feoil,இறைச்சி
432,Getreide::N,grán,மக்காச்சோளம்
433,Getreide::N,arbhar,மக்காச்சோளம்
434,Brei::N,brúitín,கஞ்சி
435,Brot::N,arán,ரொட்டி
436,Scheibe::N,píosa,துண்டு
437,Scheibe::N,slisne,துண்டு
438,Fett::N,saill,கொழுப்பு
439,Fett::N,méathras,கொழுப்பு
440,Butter::N,im,வெண்ணெய்
441,Öl::N,ola,எண்ணெய்
442,Salz::N,salann,உப்பு
443,Suppe::N,sú,ரசம்
444,Suppe::N,anraith,ரசம்
445,Honig::N,mil,தேன்
446,Milch::N,bainne,பால்
447,Tee::N,tae,தெனீர்
448,Leder::N,leathar,பதம் செய்யப்பட்ட தோல்
449,Wolle::N,olann,கம்பளி
450,Stoff::N,éadach,துணி
451,Nadel::N,snáthaid,ஊசி
452,Faden::N,snáth,நூல்
453,Knopf::N,cnaipe,பொத்தான்
454,Knoten::N,snaidhm,முடிச்சு
455,Farbe::N,péint,வண்ணக் குழம்பு
456,Kleidung::N,éadaí,ஆடைகள்
457,Hemd::N,léine,சட்டை
458,Kragen::N,bóna,கழுத்துப் பட்டை
459,Ärmel::N,muinchille,சட்டைக்கை
460,Hose::N,bríste,கால்சட்டை
461,Hose::N,treabhsar,கால்சட்டை
462,Gürtel::N,crios,பெல்ட்
463,Mütze::N,caipín,தொப்பி
464,Schuh::N,bróg,காலணி
465,Stiefel::N,buatais,காலணி
466,Ring::N,fáinne,மோதிரம்
467,Band::N,ribín,நாடா
468,Kamm::N,cíor,கீப்பு
469,Spiegel::N,scáthán,ஆடி
470,Spiegel::N,scáthán,கண்ணாடி
471,Riemen::N,iall,வார்
472,Riemen::N,strapa,வார்
473,Schnur::N,téad,கயிறு
474,Schnur::N,sreangán,கயிறு
475,Leine::N,iall,தோல்வார்
476,Decke::N,pluid,போர்வை
477,Decke::N,blaincéad,போர்வை
478,Kissen::N,piliúr,தலையணை
479,Kissen::N,adhartán,தலையணை
480,Tuch::N,scaif,துணி
481,Handtuch::N,tuáille,தண்டு
482,Kraft::N,fórsa,நிர்பந்தம்
483,Stärke::N,neart,பலம்
484,Gesundheit::N,sláinte,ஆரோக்கியம்
485,Krankheit::N,tinneas,நோய்
486,Krankheit::N,breoiteacht,நோய்
487,Schmerz::N,pian,வலி
488,Wunde::N,goin,காயம்
489,Fieber::N,fiabhras,காய்ச்சல்
490,Arznei::N,cógas,மருந்து
491,Brücke::N,droichead,பாலம்
492,Brunnen::N,tobar,கேணி
493,Weide::N,féarach,மேய்ச்சல் நிலம்
494,Pfad::N,cosán,நடை வழி
495,Pfad::N,conair,நடை வழி
496,Weg::N,slí,வழி
497,Weg::N,bealach,வழி
498,Straße::N,bóthar,சாலை
499,Dorf::N,sráidbhaile,கிராமம்
500,Stadt::N,baile,நகரம்
501,Stadt::N,cathair,நகரம்
502,Brief::N,litir,கடிதம்
503,Buch::N,cín,புத்தகம்
504,Buch::N,leabhar,புத்தகம்
505,Buchstabe::N,litir,எழத்து
506,Zeitung::N,nuachtán,செய்தித்தாள்
507,Leben::N,saol,வாழ்க்கை
508,Leben::N,beatha,வாழ்க்கை
509,Tod::N,bás,மரணம்
510,Grab::N,uaigh,சமாதி
511,Kirche::N,eaglais,தேவாலயம்
512,Sünde::N,peaca,பாவம்
513,Gott::N,dia,கடவுள்
514,Arbeiter::N,oibrí,தொழிலாளி
515,Chef::N,saoiste,மேலாளர்
516,Chef::N,ceannasaí,மேலாளர்
517,Meister::N,máistir,தலைவன்
518,Arzt::N,lia,மருத்துவர்
519,Arzt::N,dochtúir,மருத்துவர்
520,Lehrer::N,oide,ஆசிரியர்
521,Lehrer::N,múinteoir,ஆசிரியர்
522,Geld::N,airgead,பணம்
523,Geschäft::N,gnó,வாணிபம்
524,Laden::N,siopa,கடை
525,Preis::N,praghas,விலை
526,Ware::N,earra,சாமன்கள்
527,Nutzen::N,tairbhe,இலாபம்
528,Reichtum::N,rachmas,சொத்து
529,Reichtum::N,saibhreas,சொத்து
530,Welt::N,domhan,உலகம்
531,Land::N,tír,நாடு
532,Staat::N,stát,நாடு
533,König::N,rí,அரசன்
534,Macht::N,cumhacht,அதிகாரம்
535,Grenze::N,críoch,எல்லை
536,Grenze::N,teorainn,எல்லை
537,Krieg::N,cogadh,போர்
538,Feind::N,namhaid,எதிரி
539,Gewalt::N,foréigean,வன்முறை
540,Kampf::N,troid,போராட்டம்
541,Bogen[Waffe]::N,bogha,வில்
542,Pfeil::N,saighead,அம்பு
543,Gewehr::N,gunna,துப்பாக்கி
544,Fehler::N,botún,தவறு
545,Fehler::N,meancóg,தவறு
546,Lüge::N,bréag,பொய்
547,Lüge::N,éitheach,பொய்
548,Schaden::N,dochar,சேதாரம்
549,Schaden::N,damáiste,சேதாரம்
550,Unglück::N,drochrath,இடையூறு
551,Schuld::N,locht,குற்றம்
552,Schuld::N,milleán,குற்றம்
553,Alter::N,aois,வயது
554,Schluss::N,deireadh,முடிவு
555,Zeit::N,am,காலம்
556,Zeit::N,aimsir,காலம்
557,Tag::N,lá,நாள்
558,Morgen::N,maidin,காலை நேரம்
559,Mittag::N,nóin,மதியம்
560,Abend::N,tráthnóna,மாலைப் பொழுது
561,Nacht::N,oíche,இரவு
562,Woche::N,seachtain,வாரம்
563,Monat::N,mí,மாதம்
564,Jahr::N,bliain,வருடம்
565,Frühling::N,earrach,வசந்தம்
566,Sommer::N,samhradh,கோடை
567,Herbst::N,fómhar,இலையுதிர் காலம்
568,Winter::N,geimhreadh,குளிர்காலம்
569,Januar::N,Eanáir,ஜனவரி
570,Februar::N,Feabhra,பிபரவரி மாதம்
571,März::N,Márta,மார்ச் மாதம்
572,April::N,Aibreán,ஏப்ரல் மாதம்
573,Mai::N,Bealtaine,மே மாதம்
574,Juni::N,Meitheamh,ஜூன் மாதம்
575,Juli::N,Iúil,ஜூலை மாதம்
576,August::N,Lúnasa,ஆகஸ்ட் மாதம்
577,September::N,Meán Fómhair,செப்டம்பர் மாதம்
578,Oktober::N,Deireadh Fómhair,அக்டோபர் மாதம்
579,November::N,Samhain,நவம்பர் மாதம்
580,November::N,Mí na Samhna,நவம்பர் மாதம்
581,Dezember::N,Mí na Nollag,டிசம்பர்
582,Montag::N,Luan,திங்கட் கிழமை
583,Montag::N,Dé Luain,திங்கட் கிழமை
584,Dienstag::N,Máirt,செவ்வாய்க்கிழமை
585,Dienstag::N,Dé Máirt,செவ்வாய்க்கிழமை
586,Mittwoch::N,Céadaoin,புதன் கிழமை
587,Mittwoch::N,Dé Céadaoin,புதன் கிழமை
588,Donnerstag::N,Déardaoin,வியாழக் கிழமை
589,Freitag::N,Aoine,வெள்ளிக்கிழமை
590,Freitag::N,Dé hAoine,வெள்ளிக்கிழமை
591,Samstag::N,Satharn,சனிக்கிழமை
592,Samstag::N,Dé Sathairn,சனிக்கிழமை
593,Sonntag::N,Domhnach,ஞாயிறுக் கிழமை
594,Sonntag::N,Dé Domhnaigh,ஞாயிறுக் கிழமை
595,groß::A,mór,பெரிய
596,klein::A,beag,சிறிய
597,lang::A,fada,நீண்ட
598,kurz::A,gearr,குட்டையான
599,kurz::A,gairid,குட்டையான
600,breit::A,leathan,அகலமான
601,breit::A,fairsing,அகலமான
602,schmal::A,cúng,குறுகலான
603,dicht::A,dlúth,அடர்த்தியான
604,dick[Gegenstand]::A,tiubh,தடித்த
605,dünn::A,caol,சன்னமான
606,dünn::A,tanaí,சன்னமான
607,fein::A,scáinte,மெல்லிய
608,fein::A,fíneálta,மெல்லிய
609,fest::A,daingean,உறுதியாள
610,flach::A,cothrom,தட்டையான
611,glatt::A,mín,வழுவழுப்பான
612,glatt::A,sleamhain,வழுவழுப்பான
613,hart::A,crua,கடினமான
614,weich::A,bog,மென்மையான
615,rund::A,cruinn,உருண்டையான
616,spitz::A,gobach,திகந்தமாக
617,spitz::A,biorach,திகந்தமாக
618,scharf::A,géar,கூரான
619,scharf::A,faobhrach,கூரான
620,stumpf::A,maol,உளம் திறந்த
621,schwer::A,trom,கனமான
622,schön::A,álainn,அழகான
623,heiß::A,te,சூடான
624,warm::A,te,இதமான
625,kalt::A,fuar,குளிர்ச்சியான
626,kühl::A,fionnuar,குளிர்ச்சியான
627,frisch::A,úr,சுத்தமான
628,frisch::A,friseáilte,சுத்தமான
629,feucht::A,tais,ஈரமான
630,nass::A,fliuch,ஈரமான
631,trocken::A,tirim,உலர்ந்த
632,voll::A,lán,நிரம்பிய
633,leer::A,folamh,காலியான
634,offen::A,oscailte,திறந்த
635,geschlossen::A,dúnta,மூடப்பட்ட
636,geschlossen::A,druidte,மூடப்பட்ட
637,sauber::A,glan,சுத்தமான
638,schmutzig::A,salach,அழக்கான
639,roh::A,amh,கச்சா
640,reif::A,aibí,பழுத்த
641,lecker::A,blasta,சுவைமிக்க
642,süß::A,milis,இனிப்பான
643,bitter::A,searbh,கசப்பான
644,sauer::A,géar,புளிப்பாக
645,sauer::A,searbh,புளிப்பாக
646,hell::A,geal,பளபளப்பான
647,hell::A,soilseach,பளபளப்பான
648,dunkel::A,dorcha,கருமையான
649,schwarz::A,dubh,கருப்பு வண்ண
650,weiß::A,bán,வெண்மையன
651,rot::A,dearg,சிவப்பு
652,gelb::A,buí,மஞ்சள் வண்ணம்
653,blau::A,gorm,நீல வண்ண
654,grün::A,glas,பச்சை வண்ண
655,grün::A,uaine,பச்சை வண்ண
656,grau::A,liath,சாம்பல் நிற
657,bunt::A,ildathach,வண்ண மயமான
658,bunt::A,dathannach,வண்ண மயமான
659,billig::A,saor,மலிவான
660,teuer::A,daor,விலை அதிகமான
661,teuer::A,costasach,விலை அதிகமான
662,wertvoll::A,luachmhar,மதிப்புள்ள
663,blind::A,dall,பார்வையற்ற
664,blind::A,caoch,பார்வையற்ற
665,taub::A,bodhar,செவிடான
666,kräftig::A,cumhachtach,வலிமையான
667,stark::A,tréan,பலமான
668,stark::A,láidir,பலமான
669,schwach::A,lag,பலவீனமான
670,schwach::A,fann,பலவீனமான
671,fett::A,ramhar,பருமனாக
672,schlank::A,caol,ஒல்லியான
673,schlank::A,seang,ஒல்லியான
674,hübsch::A,álainn,அழகிய
675,hübsch::A,dathúil,அழகிய
676,böse::A,olc,கேடு விளைவிக்கும்
677,dumm::A,dúr,முட்டாள்தனமான
678,dumm::A,amaideach,முட்டாள்தனமான
679,faul::A,falsa,சோம்பலான
680,faul::A,leisciúil,சோம்பலான
681,fleißig::A,dícheallach,ஊக்கந்தளராத
682,geizig::A,barainneach,கஞேசத்தனமான
683,geizig::A,sprionlaithe,கஞேசத்தனமான
684,klug::A,cliste,சாதுரியமான
685,geschickt::A,oilte,திறமையள்ள
686,geschickt::A,ealaíonta,திறமையள்ள
687,lieb::A,dil,அன்புக்குரிய
