,Concept_ID,ca,udm
482,Knopf::N,botó,бирды
483,Knoten::N,nus,герд
484,Farbe::N,pintura,буёл
485,Kleidung::N,roba,дӥсь
486,Kleidung::N,vestits,дӥсь
487,Hemd::N,camisa,дэрем
488,Kragen::N,coll,сирес
489,Ärmel::N,màniga,саес
490,Hose::N,pantalōns,брюки
491,Hose::N,pantalōns,штань
492,Gürtel::N,cinturó,кускерттон
493,Mütze::N,gorra,ызьы
494,Schuh::N,sabata,ботинка
495,Stiefel::N,bota,сапег
496,Ring::N,anell,зундэс
497,Band::N,veta,лента
498,Band::N,cinta,лента
499,Kamm::N,pinta,сын
500,Spiegel::N,mirāll,синучкон
501,Riemen::N,corretja,е
502,Schnur::N,corda,гозы
503,Leine::N,corretja,думет
504,Decke::N,manta,шобрет
505,Decke::N,flassada,шобрет
506,Kissen::N,coixí,миндэр
507,Tuch::N,mocador,кышет
508,Handtuch::N,tovallola,ӵушкон
509,Kraft::N,força,кать
510,Kraft::N,força,ӟигар
511,Stärke::N,vigor,юнлык
512,Gesundheit::N,salut,тазалык
513,Krankheit::N,malaltia,висён
514,Schmerz::N,dolor,висён
515,Wunde::N,ferida,яра
516,Fieber::N,febre,кезег
517,Arznei::N,medicament,эмъюм
518,Brücke::N,pont,выж
519,Brunnen::N,pou,колдэч
520,Weide::N,pastura,возь
521,Pfad::N,senda,сюрес
522,Pfad::N,sender,сюрес
523,Weg::N,camí,сюрес
524,Straße::N,carretera,сюрес
525,Dorf::N,poble,гурт
526,Stadt::N,ciutāt,кар
527,Stadt::N,ciutāt,город
528,Brief::N,carta,гожтэт
529,Buch::N,llibre,книга
530,Buchstabe::N,lletra,буква
531,Zeitung::N,diāri,газет
532,Leben::N,vida,улон
533,Tod::N,mort,кулон
534,Grab::N,tomba,шайгу
535,Kirche::N,església,черк
536,Sünde::N,pecat,сьӧлык
537,Gott::N,déu,ӥнмар
538,Arbeiter::N,obrer,рабочий
539,Chef::N,cap,начальник
540,Meister::N,mestre,кибашлы
541,Arzt::N,metge,врач
542,Lehrer::N,mestre,дышетӥсь
543,Geld::N,dinērs,уксё
544,Geld::N,dinērs,коньдон
545,Geschäft::N,negoci,уж
546,Laden::N,tenda,магазин
547,Laden::N,botiga,магазин
548,Preis::N,preu,дун
549,Ware::N,mercaderia,вуз
550,Nutzen::N,profit,пайда
551,Reichtum::N,riquesa,узырлык
552,Welt::N,món,дунне
553,Land::N,país,шаер
554,Staat::N,estat,кун
555,König::N,rei,эксэй
556,Macht::N,poder,власть
557,Macht::N,potència,власть
558,Grenze::N,frontera,кунгож
559,Krieg::N,guerra,ож
560,Feind::N,enemic,тушмон
561,Gewalt::N,violència,эриктэман
562,Kampf::N,lluita,нюръяськон
563,Bogen[Waffe]::N,arc,пукыӵ
564,Pfeil::N,fletxa,пукыӵ вень
565,Gewehr::N,fusell,пыӵал
566,Gewehr::N,escopeta,пыӵал
567,Fehler::N,falta,янгыш
568,Lüge::N,mentida,пӧян
569,Lüge::N,mentida,алдан
570,Lüge::N,mentida,ӧрекчан
571,Schaden::N,dany,изъян
572,Unglück::N,desgràcia,куректон
573,Unglück::N,desgràcia,шудтэме усён
574,Schuld::N,culpa,янгыш
575,Alter::N,edat,арлыд
576,Schluss::N,fi,пум
577,Schluss::N,final,пум
578,Zeit::N,temps,дыр
579,Tag::N,dia,нунал
580,Morgen::N,matí,ӵукна
581,Mittag::N,migdia,лымшор
582,Abend::N,vespre,ӝыт
583,Abend::N,vespre,акшан
584,Nacht::N,nit,уй
585,Woche::N,setmana,арня
586,Monat::N,mes,толэзь
587,Jahr::N,any,ар
588,Frühling::N,primavera,тулыс
589,Sommer::N,estīu,гужем
590,Herbst::N,tardor,сӥзьыл
591,Winter::N,hivērn,тол
592,Januar::N,gener,выльартолэзь
593,Februar::N,febrer,тулыспал
594,März::N,març,южтолэзь
595,April::N,abril,оштолэзь
596,Mai::N,maig,куартолэзь
597,Juni::N,juny,вожотолэзь
598,Juli::N,juliol,пӧсьтолэзь
599,August::N,agost,гудырикошкон
600,September::N,setembre,куарусён
601,Oktober::N,octubre,выльӝуктолэзь
602,November::N,novembre,шуркынмон
603,Dezember::N,desembre,толсур
604,Montag::N,dilluns,вордӥськон
605,Dienstag::N,dimarts,вторник
606,Mittwoch::N,dimecres,вирнунал
607,Donnerstag::N,dijous,покчиарня
608,Freitag::N,divendres,удмуртарня
609,Samstag::N,dissabte,кӧснунал
610,Sonntag::N,diumenge,арня
611,groß::A,gros,бадӟым
612,klein::A,petīt,пичи
613,lang::A,llarg,кузь
614,kurz::A,curt,вакчи
615,breit::A,ample,паськыт
616,schmal::A,estret,сюлэг
617,dicht::A,dens,ӵем
618,dick[Gegenstand]::A,gruixūt,зӧк
619,dünn::A,prim,векчи
620,fein::A,fi,векчи
621,fest::A,ferm,юн
622,fest::A,ferm,чурыт
623,fest::A,sòlid,юн
624,fest::A,sòlid,чурыт
625,flach::A,pla,ӵошкыт
626,glatt::A,llis,гылыт
627,glatt::A,llis,вольыт
628,hart::A,dur,чурыт
629,weich::A,tou,небыт
630,rund::A,rodó,котырес
631,spitz::A,punxegut,йылсо
632,scharf::A,agut,лэчыт
633,stumpf::A,rom,ныж
634,stumpf::A,esmussat,ныж
635,schwer::A,pesāt,секыт
636,schön::A,bonīc,чебер
637,heiß::A,calēnt,пӧсь
638,warm::A,càlid,шуныт
639,kalt::A,fred,кезьыт
640,kühl::A,fresc,юзмыт
641,kühl::A,fresc,салкым
642,frisch::A,fresc,выль
643,feucht::A,humit,мускыт
644,nass::A,mullat,котмем
645,trocken::A,sec,кӧс
646,voll::A,ple,тыр
647,leer::A,buit,буш
648,leer::A,buit,тырттэм
649,offen::A,obert,усьтэм
650,geschlossen::A,tancat,ӵогам
651,geschlossen::A,tancat,пунням
652,sauber::A,net,ӝикыт
653,sauber::A,net,чылкыт
654,schmutzig::A,brut,нӧд
655,roh::A,cru,ыль
656,reif::A,madur,вуэм
657,lecker::A,deliciós,ческыт
658,süß::A,dolç,ческыт
659,bitter::A,amarg,курыт
660,sauer::A,agre,чырс
661,hell::A,clar,югыт
662,dunkel::A,fosc,пеймыт
663,schwarz::A,negre,сьӧд
664,weiß::A,blanc,тӧдьы
665,rot::A,vermēll,горд
666,gelb::A,groc,ӵуж
667,blau::A,blau,лыз
668,grün::A,verd,вож
669,grau::A,gris,пурысь
670,bunt::A,multicolor,куӵо
671,billig::A,barat,дунтэм
672,teuer::A,car,дуно
673,wertvoll::A,preciós,дуно
674,blind::A,cec,сукыр
675,blind::A,cec,синтэм
676,taub::A,sord,пельтэм
677,kräftig::A,fort,кужмо
678,kräftig::A,vigorós,кужмо
679,stark::A,fort,юн
680,stark::A,fort,кужмо
681,schwach::A,feble,ляб
682,schwach::A,feble,начар
683,fett::A,gras,кӧй
684,schlank::A,esvelt,веськыт
685,schlank::A,esvelt,веськрес
686,hübsch::A,maco,чебер
687,hübsch::A,maco,синмаськымон
688,böse::A,dolent,лек
689,dumm::A,ximple,шузи
690,dumm::A,ximple,визьтэм
691,dumm::A,estúpid,шузи
692,dumm::A,estúpid,визьтэм
693,faul::A,gandūl,азьтэм
694,faul::A,mandrós,азьтэм
695,fleißig::A,diligēnt,сюлмо
696,geizig::A,avar,сук
697,klug::A,intel·ligent,визьмо
698,geschickt::A,hàbil,усто
699,geschickt::A,hàbil,быгатӥсь
700,lieb::A,amat,мусо
701,lieb::A,estimat,мусо
702,lustig::A,alegre,шулдыр
703,sanft::A,suau,мусо
704,sanft::A,suau,эрке
705,hungrig::A,afamat,сютэм
706,krank::A,malālt,висись
707,nackt::A,nu,гольык
708,traurig::A,trist,мӧзмыт
709,lebendig::A,viu,улэп
710,gut::A,bo,ӟеч
711,gut::A,bo,умой
712,schlecht::A,dolēnt,урод
713,schlecht::A,dolēnt,алама
714,richtig::A,just,шонер
715,richtig::A,correcte,шонер
716,schlimm::A,greu,алама
717,wahr::A,vertader,зэмос
718,wahr::A,veritable,зэмос
719,alt::A,vell,вуж
720,neu::A,nou,выль
721,ehemalig::A,antic,азьвылэз
722,alt[Lebewesen]::A,vell,пересь
723,jung::A,jove,егит
724,jung::A,jove,пинал
725,arm::A,pobre,начар
726,arm::A,pobre,куанер
727,reich::A,ric,узыр
728,bekannt::A,conegut,тодмо
729,berühmt::A,famós,дано
730,fremd::A,estrany,ят
731,verschieden::A,diferent,пӧртэм
732,nah::A,pròxim,матысь
733,fern::A,llunyà,кыдёкысь
734,fern::A,distant,кыдёкысь
735,linker::A,esquerre,паллян
736,rechter::A,dret,бур
737,rechter::A,dret,бурпал
738,anderer::A,altre,мукет
739,erster::A,primer,нырысетӥез
740,zweiter::A,segon,кыктэтӥез
741,dritter::A,tercer,кунньметӥез
742,letzter::A,últim,берло
743,letzter::A,últim,берпум
744,allein::ADV,sol,огназ
745,auf einmal::ADV,d'una vegada,огдыре
746,zusammen::ADV,junt,ӵош
747,zusammen::ADV,junt,валче
748,lange::ADV,molt de temps,кема
749,plötzlich::ADV,de cop,мапламтэ шорысь
750,plötzlich::ADV,de sobte,мапламтэ шорысь
751,sofort::ADV,de seguida,али ик
752,später::ADV,més tard,бергес
753,später::ADV,més tard,берлогес
754,jetzt::ADV,ara,али
755,jetzt::ADV,ara,табере
756,heute::ADV,avūi,туннэ
757,morgen::ADV,demà,ӵуказе
758,bald::ADV,aviāt,ӝоген
759,dann::ADV,després,берло
760,gestern::ADV,ahir,толон
761,einst::ADV,anteriorment,огпол
762,einst::ADV,anteriorment,одӥг пол
763,damals::ADV,llavōrs,соку
764,damals::ADV,aleshores,соку
765,danach::ADV,després,собере
766,vorher::ADV,abāns,азьло
767,vorher::ADV,abāns,азьвыл
768,zuerst::ADV,primer,азьло
769,einmal::ADV,una vegada,огпол
770,manchmal::ADV,de vegades,куддыръя
771,oft::ADV,sovint,ӵем
772,immer::ADV,sempre,пыр
773,immer::ADV,sempre,котьку
774,niemals::ADV,no ... mai,уз ноку
775,hier::ADV,aquí,татын
776,hierhin::ADV,per aquí,татчы
777,von hier::ADV,des d'aquí,татысь
778,dort::ADV,allí,отӥ
779,dort::ADV,allí,отын
780,dorthin::ADV,hi,отчы
781,geradeaus::ADV,tot dret,меӵак
782,vorwärts::ADV,endavānt,азьлань
783,rückwärts::ADV,endarrera,берлань
784,zurück::ADV,darrere,берен
785,zurück::ADV,darrere,берлань
786,unten::ADV,a baix,улын
787,hinab::ADV,cap avall,улэ
788,oben::ADV,dalt,вылын
789,oben::ADV,dalt,вылӥын
790,hinauf::ADV,cap amunt,вылэ
791,hinauf::ADV,cap amunt,вылӥе
792,hinauf::ADV,cap amunt,выллань
793,überall::ADV,pertot,котькытын
794,überall::ADV,pertot,пасьтана
795,überall::ADV,per tot arreu,котькытын
796,überall::ADV,per tot arreu,пасьтана
797,nicht::ADV,no,уз
798,ein wenig::ADV,una mica,ичи
799,ein wenig::ADV,una mica,ӧжыт
800,ein wenig::ADV,una mica,огшап
801,kaum::ADV,a penes,муртса
802,sehr::ADV,molt,туж
803,sehr::ADV,molt,лекос
804,so::ADV,així,озьы
805,so::ADV,així,тазьы
806,noch::ADV,encara,на
807,nur::ADV,només,гинэ
808,schon::ADV,ja,ни
809,schon::ADV,ja,ини
810,wieder::ADV,de nou,нош
811,wieder::ADV,de nou,кайта
812,vergebens::ADV,en va,юнме
813,vor::PRP,davānt,азьын
814,vor::PRP,enfront de,азьын
815,hinter::PRP,darrera,берын
816,hinter::PRP,darrera,бӧрсьы
817,unter::PRP,sota,улын
818,durch::PRP,per,пыр
819,durch::PRP,per,пыртӥ
820,neben::PRP,al costāt de,бордын
821,zwischen::PRP,entre,вискын
822,wegen::PRP,a causa de,сэрен
823,dies::PRN,aquest,та
824,das::PRN,això,со
