,Concept_ID,is,ce
67,Welle::N,bylgja,тулгӏе
68,Wasser::N,vatn,хи
69,Stein::N,steinn,тӏулг
70,Boden::N,botn,цӏенкъа
71,Erde::N,jörð,латта
72,Staub::N,ryk,чан
73,Staub::N,duft,чан
74,Rauch::N,reykur,кӏур
75,Funke::N,neisti,суй
76,Feuer::N,eldur,цӏе
77,Licht::N,ljós,серло
78,Schatten::N,skuggi,ӏиндагӏ
79,Wetter::N,veður,хенан хӏоттам
80,Nebel::N,þoka,дохк
81,Wolke::N,ský,марха
82,Regen::N,regn,догӏа
83,Schnee::N,snjór,ло
84,Eis::N,ís,ша
85,Frost::N,frost,шело
86,Kälte::N,kuldi,шело
87,Hitze::N,hiti,йовхо
88,Raureif::N,hrím,йис
89,Regenbogen::N,regnbogi,стелаӏад
90,Donner::N,þruma,ткъес
91,Strömung::N,straumur,дӏаэхар
92,Strömung::N,straumur,дӏасалелар
93,Tropfen::N,dropi,тӏадам
94,Schaum::N,froða,чопа
95,Schmutz::N,óhreinindi,хатт
96,See::N,stöðuvatn,ӏам
97,Sumpf::N,fen,уьшал
98,Moor::N,mýri,уьшал
99,Wiese::N,engi,бай
100,Wald::N,skógur,хьун
101,Hügel::N,hæð,гу
102,Hügel::N,hæð,шу
103,Hügel::N,hæð,барз
104,Hügel::N,hóll,гу
105,Hügel::N,hóll,шу
106,Hügel::N,hóll,барз
107,Anhöhe::N,hæð,акъари
108,Anhöhe::N,hóll,акъари
109,Berg::N,fell,лам
110,Berg::N,fjall,лам
111,Gipfel::N,tindur,бохь
112,Höhle::N,hellir,хьех
113,Abhang::N,hlíð,басе
114,Abhang::N,brekka,басе
115,Quelle::N,lind,шовда
116,Quelle::N,uppspretta,шовда
117,Bach::N,lækur,татол
118,Fluss::N,á,хи
119,Fluss::N,fljót,хи
120,Ufer::N,árbakki,хийист
121,Ufer::N,sjávarbakki,хийист
122,Küste::N,strönd,йист
123,Festland::N,meginland,латта
124,Meer::N,haf,xӏорд
125,Meer::N,sjór,xӏорд
126,Bucht::N,vík,чож
127,Insel::N,eyja,гӏайре
128,Blume::N,blóm,зезаг
129,Gras::N,gras,буц
130,Wurzel::N,rót,орам
131,Baum::N,tré,дитт
132,Stamm::N,stofn,гӏад
133,Stamm::N,stofn,тайпа
134,Rinde::N,börkur,кевстиг
135,Ast::N,grein,га
136,Zweig::N,angi,га
137,Zweig::N,kvistur,га
138,Blatt::N,blað,гӏа
139,Birke::N,birki,дакх
140,Kiefer[Baum]::N,fura,бага
141,Weide[Baum]::N,víðir,дак
142,Tanne::N,greni,база
143,Horn::N,horn,маӏа
144,Feder::N,fjöður,пелаг
145,Fell::N,skinn,цӏока
146,Flügel::N,vængur,тӏам
147,Klaue::N,kló,мӏара
148,Kralle::N,kló,тlод
149,Schwanz::N,rófa,цӏога
150,Schwanz::N,skott,цӏога
151,Ei::N,egg,xӏoa
152,Nest::N,hreiður,бен
153,Bau::N,greni,lуьрг
154,Bau::N,bæli,lуьрг
155,Tier::N,dýr,дийнат
156,Herde::N,hjörð,жа
157,Kuh::N,kýr,етт
158,Bulle::N,boli,сту
159,Pferd::N,hestur,говр
160,Schaf::N,kind,жий
161,Schaf::N,kind,уьстагӏ
162,Schwein::N,svín,хьакха
163,Hund::N,hundur,жӏаьла
164,Katze::N,köttur,цициг
165,Bär::N,björn,ча
166,Eichhörnchen::N,íkorni,тарсал
167,Elch::N,elgur,сай
168,Fuchs::N,refur,цхьогал
169,Hase::N,héri,пхьагал
170,Maus::N,mús,дахка
171,Wolf::N,úlfur,борз
172,Vogel::N,fugl,олхазар
173,Schwarm::N,sægur,
174,Huhn::N,hæna,котам
175,Hahn::N,hani,нӏаьна
176,Hahn::N,hani,боргӏал
177,Gans::N,gæs,гӏаз
178,Adler::N,örn,aьрзу
179,Ente::N,önd,бад
180,Eule::N,uggla,бухӏа
181,Kranich::N,trana,гӏаргӏули
182,Krähe::N,kráka,къиг
183,Kuckuck::N,gaukur,aттйокх
184,Schwan::N,svanur,гӏургӏаз
185,Fisch::N,fiskur,чӏара
186,Barsch::N,aborri,окунь
187,Hecht::N,gedda,гӏазкхийн чӏара
188,Schlange[Tier]::N,naðra,лаьхьа
189,Wurm::N,ormur,нӏаьна
190,Spinne::N,kónguló,гезг
191,Ameise::N,maur,зингат
192,Laus::N,lús,меза
193,Laus::N,lús,гӏениг
194,Mücke::N,mý,чуьрк
195,Mücke::N,mýfluga,чуьрк
196,Fliege::N,fluga,моза
197,Schmetterling::N,fiðrildi,полла
198,Beere::N,ber,цӏазам
199,Apfel::N,epli,ӏаж
200,Pilz::N,sveppur,жӏаьлин нускал
201,Zwiebel::N,laukur,xох
202,Saat::N,fræ,чlу
203,Saat::N,útsæði,чlу
204,Korn::N,korn,буьртиг
205,Heu::N,hey,йол
206,Schale::N,hýði,пардо
207,Grube::N,gryfja,ор
208,Falle::N,gildra,кӏело
209,Schlinge::N,snara,
210,Spur::N,spor,лар
211,Asche::N,aska,чим
212,Dreck::N,óþverri,мода
213,Eisen::N,járn,эчиг
214,Gold::N,gull,деши
215,Silber::N,silfur,дети
216,Kohle::N,kol,кӏора
217,Glas::N,gler,aнгали
218,Lehm::N,leir,поппар
219,Sand::N,sandur,гӏум
220,Mensch::N,maður,адам
221,Mensch::N,manneskja,адам
222,Mann::N,maður,майра
223,Mann::N,karlmaður,майра
224,Frau::N,kona,зуда
225,Kind::N,barn,бер
226,Kind::N,krakki,бер
227,Junge::N,drengur,жимха
228,Mädchen::N,stelpa,жима йоӏ
229,Familie::N,fjölskylda,доьзал
230,Großvater::N,afi,ненада
231,Großmutter::N,amma,денана
232,Eltern::N,foreldrar,да-нана
233,Vater::N,faðir,да
234,Mutter::N,móðir,нана
235,Sohn::N,sonur,кӏант
236,Tochter::N,dóttir,йоӏ
237,Bruder::N,bróðir,ваша
238,Schwester::N,systir,йиша
239,Onkel::N,föðurbróðir,деваша
240,Tante::N,frænka,дейиша
241,Tante::N,móðursystir,дейиша
242,Ehemann::N,eiginmaður,майра
243,Ehefrau::N,eiginkona,зуда
244,Freude::N,gleði,самукъа
245,Freude::N,gleði,хазахетар
246,Gelächter::N,hlátur,белам
247,Glück::N,gæfa,ирс
248,Kummer::N,sorg,бала
249,Wunsch::N,ósk,лаам
250,Lust::N,fýsn,лаам
251,Lust::N,löngun,лаам
252,Geist::N,andi,са
253,Gedanke::N,hugsun,ойла
254,Gedächtnis::N,minni,диццадалар
255,Verstand::N,vit,хьекъал
256,Sinn::N,merking,маьӏна
257,Grund::N,ástæða,бахьана
258,Wahrheit::N,sannleikur,бакъдерг
259,Gespräch::N,samtal,къамел
260,Märchen::N,ævintýri,туьйра
261,Erzählung::N,saga,дийцар
262,Nachricht::N,frétt,хаам
263,Neuigkeit::N,frétt,керланиг
264,Name::N,nafn,цӏе
265,Rätsel::N,gáta,хӏетал-метал
266,Rede::N,ræða,къамел
267,Sprache::N,mál,мотт
268,Sprache::N,tungumál,мотт
269,Stimme::N,rödd,aз
270,Wort::N,orð,дош
271,Zeichen::N,tákn,билгало
272,Zeichen::N,merki,билгало
273,Ruf::N,kall,кхайкхар
274,Lärm::N,hávaði,гӏовгӏа
275,Laut::N,hljóð,аз
276,Ton::N,tónn,aз
277,Lied::N,ljóð,илли
278,Lied::N,söngur,илли
279,Ruhe::N,ró,тийналла
280,Ruhe::N,kyrrð,тийналла
281,Leute::N,fólk,нах
282,Volk::N,þjóð,халкъ
283,Arbeit::N,vinna,болх
284,Gast::N,gestur,хьаша
285,Geschenk::N,gjöf,совгӏат
286,Spiel::N,leikur,ловзар
287,Gesellschaft::N,selskapur,юкъаралла
288,Hilfe::N,hjálp,гӏо
289,Freund::N,vinur,доттагl
290,Kamerad::N,félagi,накъост
291,Angelegenheit::N,mál,гӏуллакх
292,Angelegenheit::N,málefni,гӏуллакх
293,Anzahl::N,tala,терахь
294,Anzahl::N,fjöldi,терахь
295,Art::N,tegund,
296,Stück::N,biti,юьхк
297,Stück::N,stykki,юьхк
298,Teil::N,hluti,дакъа
299,Teil::N,partur,дакъа
300,Hälfte::N,helmingur,ах
301,Kreis::N,hringur,го
302,Kreuz::N,kross,жӏара
303,Kreuz::N,krossmark,жӏара
304,Linie::N,lína,сиз
305,Strich::N,strik,сиз
306,Abstand::N,millibil,юкъ
307,Entfernung::N,fjarlægð,
308,Gegend::N,hérað,мeттиг
309,Platz::N,pláss,майда
310,Ort::N,staður,меттиг
311,Seite::N,hlið,aгӏo
312,Mitte::N,miðja,юкъ
313,Gegenstand::N,hlutur,хӏума
314,Sache::N,mál,хӏума
315,Rand::N,brún,йист
316,Kante::N,rönd,йист
317,Ecke::N,horn,са
318,Spitze::N,oddur,ралла
319,Ende::N,endi,юьхьиг
320,Loch::N,gat,ӏуьрг
321,Loch::N,hola,ӏуьрг
322,Winkel::N,skot,са
323,Winkel::N,krókur,са
324,Muster::N,munstur,дагар
325,Muster::N,munstur,тӏамар
326,Größe::N,stærð,барам
327,Länge::N,lengd,йохалла
328,Höhe::N,hæð,локхалла
329,Gewicht::N,vigt,йозалла
330,Gewicht::N,þyngd,йозалла
331,Menge::N,magn,дукхалла
332,Haufen::N,hrúga,сал
333,Haufen::N,hrúga,оьла
334,Haufen::N,haugur,сал
335,Haufen::N,haugur,оьла
336,Reihe::N,röð,рагӏ
337,Reihe::N,röð,могӏа
338,Boot::N,bátur,кема
339,Ruder::N,ár,пийсиг
340,Schlitten::N,sleði,салаз
341,Ski::N,skíði,когсалаз
342,Lagerfeuer::N,varðeldur,цӏе
343,Last::N,byrði,дукъ
344,Last::N,farmur,дукъ
345,Gang::N,ganga,лелар
346,Schritt::N,skref,гӏулч
347,Norden::N,norður,къилбаседе
348,Süden::N,suður,къилбе
349,Westen::N,vestur,малхбузе
350,Osten::N,austur,малхбале
351,Holz::N,viður,дечиг
352,Brett::N,fjöl,у
353,Platte::N,flötur,у
354,Stütze::N,stoð,гӏopтоp
355,Stange::N,stöng,гӏуркх
356,Stock::N,prik,ӏаса
357,Stock::N,stafur,ӏаса
358,Stab::N,prik,гӏаж
359,Stab::N,stafur,гӏаж
360,Rohr::N,rör,биргӏа
361,Rohr::N,pípa,биргӏа
362,Haus::N,hús,цӏа
363,Heim::N,heimili,кхерч
364,Ofen::N,ofn,кхерч
365,Fußboden::N,gólf,цӏенкъа
366,Tisch::N,borð,шун
367,Stuhl::N,stóll,гӏант
368,Wiege::N,vagga,ага
369,Bett::N,rúm,маьнга
370,Bett::N,hvíla,маьнга
371,Regal::N,hilla,терхи
372,Kiste::N,kassi,яьшка
373,Fenster::N,gluggi,кор
374,Tür::N,dyr,неӏ
375,Tür::N,hurð,неӏ
376,Tor::N,hlið,ков
377,Zaun::N,girðing,керт
378,Zaun::N,limgarður,керт
379,Dach::N,þak,тхов
380,Leiter::N,stigi,лами
381,Besen::N,sópur,нуй
382,Spaten::N,spaði,бел
383,Schaufel::N,skófla,аьшкал
384,Gabel::N,gaffall,мӏара
385,Löffel::N,skeið,ӏайг
386,Messer::N,hnífur,урс
387,Nagel::N,nögl,хьостам
388,Netz::N,net,бой
389,Haken::N,krókur,мӏара
390,Griff::N,tak,
391,Schloss::N,lás,чӏега
392,Bild::N,mynd,сурт
393,Figur::N,stytta,
394,Puppe::N,brúða,тайниг
395,Beutel::N,poki,гали
396,Beutel::N,baggi,гали
397,Bündel::N,böggull,кочар
398,Tasche::N,veski,тӏоьрмиг
399,Eimer::N,fata,чийлик
400,Deckel::N,lok,негӏар
401,Geschirr::N,leirtau,пхьегӏа
402,Sack::N,sekkur,гали
403,Tasse::N,bolli,кад
404,Topf::N,pottur,яй
405,Kessel::N,ketill,яй
406,Essen::N,matur,юург
407,Nahrung::N,fæða,кхача
408,Speise::N,réttur,юург
409,Speise::N,matarréttur,юург
410,Fleisch::N,kjöt,жижиг
411,Getreide::N,korn,буьртиг
412,Brei::N,grautur,xудар
413,Brot::N,brauð,бепиг
414,Brot::N,brauð,кхаллар
415,Scheibe::N,sneið,цастар
416,Fett::N,fita,мохь
417,Butter::N,smjör,налха
418,Öl::N,olía,даьтта
419,Salz::N,salt,туьха
420,Suppe::N,súpa,чорпа
421,Honig::N,hunang,моз
422,Milch::N,mjólk,шура
423,Tee::N,te,чай
424,Leder::N,skinn,цӏока
425,Wolle::N,ull,тӏapгӏa
426,Stoff::N,dúkur,кӏади
427,Nadel::N,nál,маха
428,Faden::N,þráður,тай
429,Knopf::N,tala,нуьйда
430,Knopf::N,hnappur,нуьйда
431,Knoten::N,hnútur,шад
432,Farbe::N,málning,сир
433,Farbe::N,málning,басар
434,Kleidung::N,búningur,бедар
435,Kleidung::N,klæðnaður,бедар
436,Hemd::N,skyrta,коч
437,Kragen::N,kragi,кач
438,Kragen::N,flibbi,кач
439,Ärmel::N,ermi,пхьош
440,Hose::N,buxur,хеча
441,Gürtel::N,belti,доьхка
442,Mütze::N,húfa,куй
443,Schuh::N,skór,мача
444,Stiefel::N,stígvél,этка
445,Ring::N,hringur,чӏуг
446,Band::N,band,лента
447,Kamm::N,greiða,ехк
448,Spiegel::N,spegill,куьзга
449,Riemen::N,ól,доьхка
450,Riemen::N,reim,доьхка
451,Schnur::N,snúra,муш
452,Leine::N,band,кочатосу доьхка
453,Decke::N,teppi,юргӏа
454,Kissen::N,koddi,гIайба
455,Tuch::N,klútur,исхар
456,Handtuch::N,þurrka,гата
457,Handtuch::N,handklæði,гата
458,Kraft::N,afl,гӏора
459,Kraft::N,kraftur,гӏора
460,Stärke::N,styrkur,гӏап
461,Gesundheit::N,heilsa,могашалла
462,Gesundheit::N,heilbrigði,могашалла
463,Krankheit::N,sjúkdómur,цамгар
464,Schmerz::N,sársauki,лазар
465,Wunde::N,sár,чов
466,Fieber::N,hitasótt,xорша
467,Arznei::N,lyf,молха
468,Brücke::N,brú,тӏай
469,Brunnen::N,brunnur,гӏу
470,Weide::N,hagi,дак
471,Pfad::N,stígur,тача
472,Weg::N,vegur,некъ
473,Straße::N,gata,урам
474,Straße::N,stræti,урам
475,Dorf::N,þorp,юрт
476,Stadt::N,borg,гӏала
477,Brief::N,bréf,кехат
478,Buch::N,bók,жайна
479,Buchstabe::N,bókstafur,элп
480,Zeitung::N,dagblað,газет
481,Leben::N,líf,дахар
482,Tod::N,dauði,далар
483,Tod::N,dauði,ӏожалла
484,Grab::N,gröf,каш
485,Kirche::N,kirkja,килс
486,Sünde::N,synd,къа
487,Gott::N,guð,дела
488,Arbeiter::N,verkamaður,белхало
489,Chef::N,yfirmaður,хьаькам
490,Meister::N,meistari,говзанча
491,Arzt::N,læknir,лор
492,Lehrer::N,kennari,хьехархо
493,Geld::N,peningar,aхча
494,Geschäft::N,viðskipti,туька
495,Laden::N,búð,туька
496,Laden::N,verslun,туька
497,Preis::N,verð,мах
498,Ware::N,vara,хlума
499,Nutzen::N,gagn,пайда
500,Reichtum::N,auður,хьал
501,Welt::N,veröld,дуьне
502,Land::N,land,мохк
503,Staat::N,ríki,пачхьалкх
504,König::N,konungur,паччахь
505,Macht::N,vald,ӏедал
506,Grenze::N,landamæri,доза
507,Krieg::N,stríð,тӏом
508,Feind::N,fjandmaður,мостагӏ
509,Gewalt::N,ofbeldi,гӏело
510,Kampf::N,bardagi,къийсам
511,Bogen[Waffe]::N,bogi,
512,Pfeil::N,ör,пха
513,Gewehr::N,byssa,топ
514,Fehler::N,villa,гӏалат
515,Lüge::N,lygi,аьшпаш
516,Schaden::N,skemmd,зен
517,Unglück::N,óhamingja,бала
518,Schuld::N,sök,бехк
519,Alter::N,aldur,хан
520,Schluss::N,lok,чакхе
521,Schluss::N,endir,чакхе
522,Zeit::N,tími,хан
523,Tag::N,dagur,де
524,Morgen::N,morgunn,ӏуьйре
525,Mittag::N,hádegi,делкъе
526,Abend::N,kvöld,суьйре
527,Nacht::N,nótt,буьйса
528,Woche::N,vika,кӏира
529,Monat::N,mánuður,бутт
530,Jahr::N,ár,шо
531,Frühling::N,vor,бӏаьсте
532,Sommer::N,sumar,аьхке
533,Herbst::N,haust,гуьйре
534,Winter::N,vetur,ӏа
535,Januar::N,janúar,январь
536,Februar::N,február,февраль
537,März::N,mars,март
538,April::N,apríl,апрель
539,Mai::N,maí,май
540,Juni::N,júní,июнь
541,Juli::N,júlí,июль
542,August::N,ágúst,август
543,September::N,september,сентябрь
544,Oktober::N,október,октябрь
545,November::N,nóvember,ноябрь
546,Dezember::N,desember,декабрь
547,Montag::N,mánudagur,оршот
548,Dienstag::N,þriðjudagur,шинара
549,Mittwoch::N,miðvikudagur,кхаара
550,Donnerstag::N,fimmtudagur,еара
551,Freitag::N,föstudagur,пӏераска
552,Samstag::N,laugardagur,шот
553,Sonntag::N,sunnudagur,кӏиранде
554,groß::A,stór,доккха
555,klein::A,lítill,кегий
556,lang::A,langur,еха
557,kurz::A,stuttur,доца
558,breit::A,breiður,шуьйра
559,schmal::A,mjór,готта
560,dicht::A,þéttur,луьста
561,dick[Gegenstand]::A,þykkur,стомма
562,dünn::A,þunnur,дуткъа
563,fein::A,fíngerður,ховха
564,fest::A,fastur,чӏогӏа
565,flach::A,flatur,чӏапа
566,glatt::A,háll,шера
567,glatt::A,sléttur,шера
568,hart::A,harður,чӏогӏa
569,weich::A,mjúkur,кӏеда
570,rund::A,kringlóttur,горга
571,spitz::A,oddhvass,ира
572,scharf::A,beittur,ира
573,stumpf::A,bitlaus,аьртa
574,schwer::A,þungur,деза
575,schön::A,fagur,хаза
576,schön::A,fallegur,хаза
577,heiß::A,heitur,довха
578,warm::A,hlýr,довха
579,warm::A,heitur,довха
580,kalt::A,kaldur,шийла
581,kühl::A,svalur,шийла
582,frisch::A,frískur,керла
583,feucht::A,rakur,тӏуьна
584,feucht::A,þvalur,тӏуьна
585,nass::A,votur,тӏеда
586,nass::A,blautur,тӏеда
587,trocken::A,þurr,eкъа
588,voll::A,fullur,дуьзна
589,leer::A,tómur,яьсса
590,offen::A,opinn,диллина
591,geschlossen::A,lokaður,дӏакъевлина
592,geschlossen::A,lokaður,дӏачӏагӏдина
593,sauber::A,þrifinn,цӏена
594,schmutzig::A,óhreinn,боьха
595,schmutzig::A,sóðalegur,боьха
596,roh::A,hrár,буьйда
597,reif::A,þroskaður,хилла
598,lecker::A,ljúffengur,чоме
599,süß::A,sætur,мерза
600,bitter::A,beiskur,къаьхьа
601,sauer::A,súr,муьста
602,hell::A,bjartur,сирла
603,dunkel::A,dimmur,бодане
604,schwarz::A,svartur,ӏаьржа
605,weiß::A,hvítur,кӏайн
606,rot::A,rauður,цӏен
607,gelb::A,gulur,можа
608,blau::A,blár,сийна
609,grün::A,grænn,баьццара
610,grau::A,grár,cира
611,grau::A,grár,мокха
612,bunt::A,marglitur,къорза
613,billig::A,ódýr,дораха
614,teuer::A,dýr,деза
615,wertvoll::A,verðmætur,мехала
616,blind::A,blindur,бӏаьрзе
617,taub::A,heyrnarlaus,къора
618,kräftig::A,öflugur,нуьцкъала
619,stark::A,sterkur,зоьртала
620,stark::A,sterkur,нуьцкъала
621,schwach::A,veill,гӏорасиза
622,fett::A,feitur,дерстана
623,schlank::A,grannur,куц долу
624,schlank::A,spengilegur,куц долу
625,hübsch::A,snotur,хаза
626,hübsch::A,laglegur,хаза
627,böse::A,illur,вон
628,böse::A,vondur,вон
629,dumm::A,heimskur,сонта
630,faul::A,latur,мало ен
631,fleißig::A,iðinn,тӏера
632,geizig::A,nískur,пис
633,geizig::A,nískur,сутара
634,klug::A,hygginn,хьекъале
635,geschickt::A,fimur,тӏахъаьлла
636,geschickt::A,laginn,тӏахъаьлла
637,lieb::A,kær,хьоме
638,lieb::A,ljúfur,хьоме
639,lustig::A,kátur,самукъане
640,sanft::A,blíður,кlеда
641,hungrig::A,soltinn,меца
642,hungrig::A,hungraður,меца
643,krank::A,sjúkur,цомгуш долу
644,nackt::A,nakinn,дерзана
645,traurig::A,dapur,самукъане воцу
646,traurig::A,hryggur,самукъане воцу
647,lebendig::A,lifandi,дийна
648,gut::A,góður,дика
649,schlecht::A,slæmur,вон
650,schlecht::A,lélegur,вон
651,richtig::A,réttur,нийса
652,schlimm::A,slæmur,вон
653,wahr::A,sannur,бакъдолу
654,alt::A,gamall,къена
655,neu::A,nýr,керла
656,ehemalig::A,fyrrverandi,хилла
657,alt[Lebewesen]::A,gamall,къена
658,jung::A,ungur,къона
659,arm::A,vesall,къен
660,arm::A,fátækur,къен
661,reich::A,ríkur,хьоле
662,reich::A,auðugur,хьоле
663,bekannt::A,kunnugur,девзаш долу
664,berühmt::A,frægur,цӏеяхана
665,fremd::A,framandi,нехан
666,fremd::A,ókunnugur,нехан
667,verschieden::A,ýmis,тайп-тайпанара
668,nah::A,nálægur,гергара
669,fern::A,fjarri,гена
670,fern::A,fjarri,генара
671,fern::A,fjarlægur,гена
672,fern::A,fjarlægur,генара
673,linker::A,vinstri,аьрру
674,rechter::A,hægri,аьтту
675,anderer::A,annar,кхин
676,erster::A,fyrsti,хьалхара
677,zweiter::A,annar,шолгIа
678,dritter::A,þriðji,кхоалгӏа
679,letzter::A,síðasti,тӏаьххьара
680,allein::ADV,einn,цхьаъ
681,allein::ADV,aleinn,цхьаъ
682,auf einmal::ADV,allt í einu,цу сохьтта
683,zusammen::ADV,saman,цхьана
684,lange::ADV,lengi,дукха
685,plötzlich::ADV,skyndilega,цIеххьана
686,sofort::ADV,strax,цу сохьтта
687,sofort::ADV,þegar í stað,цу сохьтта
688,später::ADV,seinna,тӏаьхьо
689,jetzt::ADV,nú,хӏинца
690,jetzt::ADV,núna,хӏинца
691,heute::ADV,í dag,тахана
692,morgen::ADV,á morgun,кхана
693,bald::ADV,brátt,кеста
694,bald::ADV,bráðum,кеста
695,dann::ADV,svo,тӏаккха
696,dann::ADV,síðan,тӏаккха
697,gestern::ADV,í gær,селхана
698,einst::ADV,forðum,цкъа
699,damals::ADV,þá,хӏетахьь
700,damals::ADV,á þeim tímum,хӏетахьь
701,danach::ADV,á eftir því,тӏаккха
702,vorher::ADV,áður,хьалхa
703,zuerst::ADV,fyrst,хьалха
704,einmal::ADV,einu sinni,цкъа
705,manchmal::ADV,stundum,цкъаццкъа
706,oft::ADV,oft,кест-кеста
707,immer::ADV,alltaf,даим
708,immer::ADV,sífellt,даим
709,niemals::ADV,aldrei,цкъа а
710,hier::ADV,hér,кхузахь
711,hierhin::ADV,hingað,кхуза
712,von hier::ADV,héðan,кхузара
713,dort::ADV,þar,цигахь
714,dort::ADV,þarna,цигахь
715,dorthin::ADV,þangað,цига
716,geradeaus::ADV,beint áfram,нийса дӏа
717,vorwärts::ADV,áfram,хьалха
718,rückwärts::ADV,aftur á bak,юха
719,zurück::ADV,aftur,юха
720,zurück::ADV,til baka,юха
721,unten::ADV,niðri,лахахь
722,unten::ADV,fyrir neðan,лахахь
723,hinab::ADV,niður,охьа
724,hinab::ADV,niður eftir,охьа
725,oben::ADV,uppi,лакхахь
726,hinauf::ADV,upp,хьала
727,hinauf::ADV,upp eftir,хьала
728,überall::ADV,alls staðar,массанхьа
729,nicht::ADV,ekki,ца
730,ein wenig::ADV,dálítið,кӏеззиг
731,kaum::ADV,varla,халла
732,kaum::ADV,tæplega,халла
733,sehr::ADV,mjög,вуно
734,so::ADV,svo,
735,so::ADV,þannig,
736,noch::ADV,enn,кхин
737,noch::ADV,ennþá,кхин
738,nur::ADV,bara,бен ...ца
739,nur::ADV,aðeins,бен ...ца
740,schon::ADV,nú þegar,хӏинцале
741,wieder::ADV,aftur,юха а
742,wieder::ADV,að nýju,юха а
743,vergebens::ADV,árangurslaust,эрна
744,vor::PRP,fyrir,хьалха
745,hinter::PRP,bak við,тӏехьа
746,hinter::PRP,aftur fyrir,тӏехьа
747,unter::PRP,undir,кIелахь
748,durch::PRP,gegnum,чекх
749,neben::PRP,hjá,юххе
750,neben::PRP,við hliðina á,юххе
751,zwischen::PRP,milli,юккъехь
752,zwischen::PRP,á milli,юккъехь
753,wegen::PRP,vegna,дуьхьа
754,dies::PRN,þetta,и
755,dies::PRN,þetta,иза
756,das::PRN,það,и
757,das::PRN,það,иза
758,alles::PRN,allt,дерриг
759,ich::PRN,ég,cо
760,du::PRN,þú,хьо
761,er::PRN,hann,и
762,er::PRN,hann,иза
763,wir::PRN,við,тхо
764,wir::PRN,við,вай
765,ihr::PRN,þið,шу
766,sie::PRN,þær,уьш
767,sie::PRN,þeir,уьш
768,was::FPRN,hvað,хӏун
769,wer::FPRN,hver,мила
770,wo::FADV,hvar,мичaхь
771,wohin::FADV,hvert,мича
772,wie::FADV,hvernig,муха
773,warum::FADV,hvers vegna,хӏунда
774,wieviel::FNUM,hve mikill,мел
775,wieviel::FNUM,hve mikill,маса
776,eins::NUM,einn,цхьаъ
777,zwei::NUM,tveir,шиъ
778,drei::NUM,þrír,кхоъ
779,vier::NUM,fjórir,диъ
780,fünf::NUM,fimm,пхиъ
781,sechs::NUM,sex,ялх
782,sieben::NUM,sjö,ворхӏ
783,acht::NUM,átta,бархӏ
784,neun::NUM,níu,исс
785,zehn::NUM,tíu,итт
786,elf::NUM,ellefu,цхьайтта
787,zwölf::NUM,tólf,шийтта
788,zwanzig::NUM,tuttugu,ткъа
789,dreißig::NUM,þrjátíu,ткъе итт
790,vierzig::NUM,fjörutíu,шовзткъа
791,fünfzig::NUM,fimmtíu,шовзткъе итт
792,sechzig::NUM,sextíu,кхузткъа
