,Concept_ID,el,ga
1401,kehren::V,σκουπίζω,scuab
1402,baden::V,κάνω μπάνιο,folc
1403,sich waschen::V,πλένομαι,nigh é féin
1404,ausziehen::V,βγάζω,bain de
1405,anziehen::V,φορώ,cuir ar
1406,sich anziehen::V,ντύνομαι,gléas é féin
1407,kämmen::V,χτενίζω,cíor
1408,schmücken::V,στολίζω,maisigh
1409,sagen::V,λέω,abair
1410,sprechen::V,μιλώ,labhair
1411,reden::V,μιλώ,caintigh
1412,reden::V,κουβεντιάζω,caintigh
1413,sich unterhalten::V,συνομιλώ,caintigh
1414,sich unterhalten::V,συνομιλώ,tá ag comhrá
1415,sich unterhalten::V,κουβεντιάζω,caintigh
1416,sich unterhalten::V,κουβεντιάζω,tá ag comhrá
1417,fragen::V,ρωτώ,fiafraigh
1418,fragen::V,ρωτώ,cuir ceist
1419,bitten::V,ζητώ,iarr
1420,bitten::V,παρακαλώ,iarr
1421,erzählen::V,διηγούμαι,inis
1422,erzählen::V,διηγούμαι,eachtraigh
1423,mitteilen::V,πληροφορώ,aithris
1424,mitteilen::V,πληροφορώ,cuir in iúl
1425,nennen::V,ονομάζω,ainmnigh
1426,rufen::V,φωνάζω,glaoigh
1427,prahlen::V,καυχιέμαι,maígh
1428,übersetzen::V,μεταφράζω,aistrigh
1429,denken::V,σκέφτομαι,síl
1430,denken::V,σκέφτομαι,ceap
1431,glauben::V,πιστεύω,creid
1432,bemerken::V,παρατηρώ,tabhair faoi deara
1433,erkennen::V,αναγνωρίζω,aithin
1434,begreifen::V,καταλαβαίνω,tuig
1435,verstehen::V,ακούω,tuig
1436,lernen::V,μαθαίνω,foghlaim
1437,wissen::V,ξέρω,tá a fhios ag
1438,sich erinnern an::V,θυμάμαι,cuimhnigh ar
1439,sich erinnern an::V,θυμάμαι,is cuimhne ar
1440,vergessen::V,ξεχνώ,dearmad
1441,messen::V,μετρώ,tomhais
1442,zählen::V,μετρώ,cuntais
1443,rechnen::V,λογαριάζω,ríomh
1444,rechnen::V,λογαριάζω,áirigh
1445,lesen::V,διαβάζω,léigh
1446,malen::V,ζωγραφίζω,péinteáil
1447,zeichnen::V,σχεδιάζω,línigh
1448,zeichnen::V,σχεδιάζω,tarraing
1449,schreiben::V,γράφω,scríobh
1450,besitzen::V,κατέχω,is le
1451,kaufen::V,αγοράζω,ceannaigh
1452,verkaufen::V,πουλώ,díol
1453,bezahlen::V,πληρώνω,íoc as
1454,zahlen::V,πληρώνω,íoc
1455,beherrschen::V,κυριαρχώ,rialaigh
1456,ertragen::V,βαστώ,seas
1457,ertragen::V,βαστώ,fulaing
1458,ertragen::V,βαστώ,foighnigh
1459,ertragen::V,αντέχω,seas
1460,ertragen::V,αντέχω,fulaing
1461,ertragen::V,αντέχω,foighnigh
