,Concept_ID,el,ga
88,Wind::N,άνεμος,gaoth
89,Welle::N,κύμα,tonn
90,Wasser::N,νερό,uisce
91,Stein::N,πέτρα,cloch
92,Boden::N,χώμα,talamh
93,Erde::N,γη,cré
94,Erde::N,γη,ithir
95,Staub::N,σκόνη,dusta
96,Staub::N,σκόνη,deannach
97,Rauch::N,καπνός,toit
98,Rauch::N,καπνός,deatach
99,Funke::N,σπίθα,drithle
100,Funke::N,σπινθήρας,drithle
101,Feuer::N,φωτιά,tine
102,Licht::N,φως,solas
103,Schatten::N,σκιά,scáth
104,Schatten::N,ίσκιος,scáth
105,Wetter::N,καιρός,aimsir
106,Nebel::N,ομίχλη,ceo
107,Wolke::N,σύννεφο,néal
108,Wolke::N,σύννεφο,scamall
109,Regen::N,βροχή,báisteach
110,Regen::N,βροχή,fearthainn
111,Schnee::N,χιόνι,sneachta
112,Eis::N,πάγος,oighear
113,Frost::N,παγωνία,sioc
114,Kälte::N,κρύο,fuacht
115,Kälte::N,ψύχος,fuacht
116,Hitze::N,ζέστη,teas
117,Hitze::N,ζέστη,teocht
118,Raureif::N,πάχνη,sioc bán
119,Regenbogen::N,ουράνιο τόξο,stua ceatha
120,Regenbogen::N,ουράνιο τόξο,bogha báistí
121,Donner::N,βροντή,toirneach
122,Strömung::N,ρεύμα,sruth
123,Tropfen::N,στάλα,deoir
124,Schaum::N,αφρός,cúr
125,Schmutz::N,βρωμιά,salachar
126,See::N,λίμνη,loch
127,Sumpf::N,βάλτος,portach
128,Moor::N,έλος,caorán
129,Moor::N,έλος,móinteán
130,Wiese::N,λιβάδι,cluain
131,Wiese::N,λιβάδι,móinéar
132,Wald::N,δάσος,coill
133,Wald::N,δάσος,foraois
134,Hügel::N,λόφος,ard
135,Anhöhe::N,ύψωμα,ard
136,Anhöhe::N,ύψωμα,ardán
137,Berg::N,όρος,sliabh
138,Berg::N,βουνό,sliabh
139,Gipfel::N,κορυφή,barr
140,Gipfel::N,κορυφή,mullach
141,Höhle::N,σπηλιά,uaimh
142,Höhle::N,σπηλιά,pluais
143,Abhang::N,πλαγιά,fána
144,Quelle::N,πηγή,foinse
145,Quelle::N,βρύση,foinse
146,Bach::N,ρυάκι,sruthán
147,Fluss::N,ποτάμι,abhainn
148,Fluss::N,ποταμός,abhainn
149,Ufer::N,όχθη,bruach
150,Küste::N,ακτή,cósta
151,Küste::N,ακτή,cladach
152,Küste::N,ακρογιαλιά,cósta
153,Küste::N,ακρογιαλιά,cladach
154,Festland::N,στεριά,míntír
155,Meer::N,θάλασσα,muir
156,Meer::N,θάλασσα,farraige
157,Bucht::N,κόλπος,bá
158,Bucht::N,κόλπος,cuan
159,Insel::N,νησί,inis
160,Insel::N,νησί,oileán
161,Insel::N,νήσος,inis
162,Insel::N,νήσος,oileán
163,Blume::N,άνθος,bláth
164,Blume::N,λουλούδι,bláth
165,Gras::N,χόρτο,féar
166,Gras::N,χορτάρι,féar
167,Wurzel::N,ρίζα,rúta
168,Wurzel::N,ρίζα,fréamh
169,Baum::N,δέντρο,crann
170,Stamm::N,κορμός,stoc
171,Stamm::N,κορμός,tamhan
172,Rinde::N,φλούδα,coirt
173,Rinde::N,φλούδα,craiceann
174,Ast::N,κλαδί,géag
175,Zweig::N,κλαδί,géag
176,Zweig::N,κλαδί,craobh
177,Zweig::N,κλάδος,géag
178,Zweig::N,κλάδος,craobh
179,Blatt::N,φύλλο,duille
180,Blatt::N,φύλλο,duilleog
181,Birke::N,σημύδα,beith
182,Birke::N,σημύδα,crann beithe
183,Kiefer[Baum]::N,πεύκο,péine
184,Weide[Baum]::N,ιτιά,saileach
185,Tanne::N,έλατο,giúis
186,Horn::N,κέρας,adharc
187,Horn::N,κέρατο,adharc
188,Feder::N,φτερό,cleite
189,Fell::N,δέρμα,clúmh
190,Fell::N,τομάρι,clúmh
191,Flügel::N,πτερύγιο,eite
192,Flügel::N,πτερύγιο,sciathán
193,Klaue::N,κουλό,crúb
194,Klaue::N,κουλό,crobh
195,Kralle::N,νύχι,crobh
196,Schwanz::N,ουρά,eireaball
197,Ei::N,αβγό,ubh
198,Nest::N,φωλιά,nead
199,Bau::N,φωλιά,brocais
200,Tier::N,ζώο,ainmhí
201,Tier::N,ζώο,beithíoch
202,Herde::N,κοπάδι,tréad
203,Kuh::N,αγελάδα,bó
204,Bulle::N,ταύρος,tarbh
205,Pferd::N,άλογο,each
206,Pferd::N,άλογο,capall
207,Schaf::N,πρόβατο,caora
208,Schwein::N,γουρούνι,muc
209,Hund::N,σκυλί,madra
210,Hund::N,σκύλος,madra
211,Katze::N,γάτα,cat
212,Bär::N,άρκτος,béar
213,Bär::N,αρκούδα,béar
214,Eichhörnchen::N,βερβερίτσα,iora
215,Elch::N,άλκη,eilc
216,Fuchs::N,αλεπού,sionnach
217,Fuchs::N,αλεπού,madra rua
218,Hase::N,λαγός,giorria
219,Maus::N,ποντικός,luch
220,Wolf::N,λύκος,mac tíre
221,Vogel::N,πουλί,éan
222,Schwarm::N,σμήνος,saithe
223,Huhn::N,κότα,cearc
224,Huhn::N,όρνιθα,cearc
225,Hahn::N,πετεινός,coileach
226,Gans::N,χήνα,gé
227,Adler::N,αετός,iolar
228,Ente::N,πάπια,lacha
229,Eule::N,κουκουβάγια,ulchabhán
230,Kranich::N,γερανός,grús
231,Krähe::N,καρακάξα,caróg
232,Krähe::N,καρακάξα,préachán
233,Kuckuck::N,κούκος,cuach
234,Schwan::N,κύκνος,eala
235,Fisch::N,ψάρι,iasc
236,Barsch::N,πέρκα,péirse
237,Hecht::N,λούτσος,liús
238,Schlange[Tier]::N,φίδι,nathair
239,Wurm::N,σκουλήκι,péist
240,Spinne::N,αράχνη,damhán alla
241,Ameise::N,μυρμήγκι,seangán
242,Laus::N,ψείρα,míol
243,Mücke::N,κουνούπι,muiscít
244,Mücke::N,κουνούπι,corrmhíol
245,Fliege::N,μύγα,cuil
246,Fliege::N,μύγα,cuileog
247,Schmetterling::N,πεταλούδα,féileacán
248,Beere::N,ρόγα,caor
249,Apfel::N,μήλο,úll
250,Pilz::N,μανιτάρι,beacán
251,Pilz::N,μανιτάρι,muisiriún
252,Zwiebel::N,κρεμμύδι,oinniún
253,Saat::N,σπόρος,síol
254,Korn::N,σπυρί,gráinne
255,Heu::N,σανός,féar
256,Schale::N,τσόφλι,scaimh
257,Grube::N,λάκκος,poll
258,Falle::N,παγίδα,gaiste
259,Schlinge::N,θηλειά,sealán
260,Spur::N,ίχνος,rian
261,Asche::N,στάχτη,luaith
262,Dreck::N,βρωμιά,salachar
263,Eisen::N,σίδερο,iarann
264,Gold::N,μάλαμα,ór
265,Gold::N,χρυσάφι,ór
266,Silber::N,ασήμι,airgead
267,Silber::N,άργυρος,airgead
268,Kohle::N,κάρβουνο,gual
269,Glas::N,γυαλί,gloine
270,Lehm::N,πηλός,cré
271,Sand::N,άμμος,gaineamh
272,Mensch::N,άνθρωπος,duine
273,Mann::N,άνδρας,fear
274,Frau::N,γυναίκα,bean
275,Kind::N,παιδί,gasúr
276,Kind::N,παιδί,páiste
277,Junge::N,αγόρι,buachaill
278,Mädchen::N,κοπέλα,cailín
279,Mädchen::N,κορίτσι,cailín
280,Familie::N,οικογένεια,teaghlach
281,Familie::N,οικογένεια,comhluadar
282,Großvater::N,παππούς,seanathair
283,Großmutter::N,γιαγιά,seanmháthair
284,Eltern::N,γονείς,tuismitheoirí
285,Vater::N,πατέρας,athair
286,Mutter::N,μητέρα,máthair
287,Sohn::N,γιος,mac
288,Tochter::N,κόρη,iníon
289,Bruder::N,αδελφός,deartháir
290,Schwester::N,αδελφή,deirfiúr
291,Onkel::N,θείος,uncail
292,Tante::N,θεία,aintín
293,Ehemann::N,σύζυγος,fear céile
294,Ehefrau::N,σύζυγος,bean chéile
295,Freude::N,χαρά,áthas
296,Gelächter::N,γέλια,gáire
297,Glück::N,ευτυχία,séan
298,Glück::N,ευτυχία,sonas
299,Kummer::N,έγνοια,brón
300,Kummer::N,έγνοια,buairt
301,Wunsch::N,επιθυμία,guí
302,Wunsch::N,επιθυμία,achainí
303,Lust::N,όρεξη,fonn
304,Geist::N,πνέυμα,meon
305,Geist::N,πνέυμα,spiorad
306,Gedanke::N,σκέψη,smaoineamh
307,Gedächtnis::N,μνήμη,cuimhne
308,Verstand::N,νους,ciall
309,Verstand::N,νους,intinn
310,Sinn::N,νόημα,brí
311,Sinn::N,νόημα,ciall
312,Grund::N,λόγος,fáth
313,Wahrheit::N,αλήθεια,fírinne
314,Gespräch::N,συνομιλία,comhrá
315,Märchen::N,παραμύθι,scéal
316,Erzählung::N,διήγημα,scéal
317,Nachricht::N,είδηση,teachtaireacht
318,Neuigkeit::N,νέο,scéala
319,Name::N,όνομα,ainm
320,Rätsel::N,αίνιγμα,tomhas
321,Rede::N,λόγος,óráid
322,Rede::N,λόγος,aitheasc
323,Rede::N,ομιλία,óráid
324,Rede::N,ομιλία,aitheasc
325,Sprache::N,γλώσσα,teanga
326,Stimme::N,φωνή,guth
327,Wort::N,λέξη,focal
328,Zeichen::N,σημείο,comhartha
329,Ruf::N,κραυγή,glaoch
330,Lärm::N,θόρυβος,torann
331,Laut::N,ήχος,fuaim
332,Ton::N,ήχος,ton
333,Ton::N,τόνος,ton
334,Lied::N,τραγούδι,amhrán
335,Ruhe::N,ησυχία,suaimhneas
336,Leute::N,κόσμος,muintir
337,Leute::N,άνθρωποι,muintir
338,Volk::N,λαός,pobal
339,Arbeit::N,εργασία,obair
340,Gast::N,επισκέπτης,aoi
341,Geschenk::N,δώρο,féirín
342,Geschenk::N,δώρο,bronntanas
343,Spiel::N,παιχνίδι,cluiche
344,Gesellschaft::N,κοινωνία,comhluadar
345,Hilfe::N,βοήθεια,cúnamh
346,Hilfe::N,βοήθεια,cabhair
347,Freund::N,φίλος,cara
348,Kamerad::N,σύντροφος,comrádaí
349,Angelegenheit::N,υπόθεση,ábhar
350,Anzahl::N,αριθμός,líon
351,Art::N,είδος,sórt
352,Art::N,είδος,saghas
353,Stück::N,κομμάτι,píosa
354,Teil::N,μέρος,cuid
355,Teil::N,μέρος,páirt
356,Hälfte::N,μισό,leath
357,Kreis::N,κύκλος,ciorcal
358,Kreuz::N,σταυρός,cros
359,Linie::N,γραμμή,líne
360,Strich::N,γραμμή,stríoc
361,Abstand::N,απόσταση,achar
362,Entfernung::N,απόσταση,fad
363,Gegend::N,περιοχή,ceantar
364,Gegend::N,τοποθεσία,ceantar
365,Platz::N,χώρος,áit
366,Platz::N,χώρος,spás
367,Ort::N,τόπος,áit
368,Seite::N,πλευρά,taobh
369,Mitte::N,μέση,lár
370,Gegenstand::N,αντικείμενο,ball
371,Gegenstand::N,αντικείμενο,ábhar
372,Sache::N,πράγμα,ní
373,Sache::N,πράγμα,rud
374,Rand::N,άκρη,imeall
375,Rand::N,άκρη,ciumhais
376,Rand::N,χείλος,imeall
377,Rand::N,χείλος,ciumhais
378,Kante::N,άκρη,corr
379,Kante::N,άκρη,colbha
380,Ecke::N,γωνιά,coirnéal
381,Spitze::N,μύτη,gob
382,Spitze::N,μύτη,barr
383,Ende::N,άκρη,ceann
384,Ende::N,άκρη,foirceann
385,Loch::N,τρύπα,poll
386,Winkel::N,γωνία,cúinne
387,Winkel::N,γωνία,uillinn
388,Muster::N,σχέδιο,patrún
389,Größe::N,μέγεθος,méid
390,Größe::N,μέγεθος,toise
391,Länge::N,μήκος,fad
392,Höhe::N,ύψος,airde
393,Gewicht::N,βάρος,meáchan
394,Menge::N,ποσότητα,méid
395,Haufen::N,σωρός,cnap
396,Reihe::N,αράδα,líne
397,Reihe::N,αράδα,sraith
398,Boot::N,βάρκα,bád
399,Ruder::N,κουπί,rámh
400,Ruder::N,κουπί,maide rámha
401,Schlitten::N,έλκηθρο,carr sleamhnáin
402,Ski::N,σκι,scí
403,Lagerfeuer::N,φωτιά,tine champa
404,Last::N,φορτίο,ualach
405,Gang::N,δρόμος,siúlóid
406,Schritt::N,βήμα,céim
407,Schritt::N,βήμα,coiscéim
408,Norden::N,βορράς,tuaisceart
409,Süden::N,νότος,deisceart
410,Westen::N,δύση,iarthar
411,Osten::N,ανατολή,oirthear
412,Holz::N,ξύλο,adhmad
413,Brett::N,σανίδι,clár
414,Platte::N,πλάκα,leac
415,Stütze::N,στήριγμα,taca
416,Stange::N,ραβδί,polla
417,Stange::N,ραβδί,cuaille
418,Stange::N,κοντός,polla
419,Stange::N,κοντός,cuaille
420,Stock::N,ξύλο,bata
421,Stock::N,ξύλο,maide
422,Stock::N,μπαστούνι,bata
423,Stock::N,μπαστούνι,maide
424,Stab::N,ραβδί,maide
425,Stab::N,ραβδί,bachall
426,Rohr::N,σωλήνας,píopa
427,Haus::N,σπίτι,teach
428,Heim::N,σπίτι,baile
429,Ofen::N,σόμπα,sornóg
430,Ofen::N,θερμάστρα,sornóg
431,Fußboden::N,πάτωμα,urlár
432,Tisch::N,τραπέζι,bord
433,Tisch::N,τραπέζι,tábla
434,Stuhl::N,καρέκλα,cathaoir
435,Wiege::N,κούνια,cliabhán
436,Bett::N,κρεβάτι,leaba
437,Regal::N,ράφι,seilf
438,Kiste::N,κιβώτιο,bosca
439,Fenster::N,παράθυρο,fuinneoig
440,Tür::N,πόρτα,doras
441,Tor::N,πύλη,geata
442,Zaun::N,φράχτης,fál
443,Zaun::N,φράχτης,claí
444,Dach::N,στέγη,díon
445,Leiter::N,σκάλα,dréimire
446,Leiter::N,κλίμακα,dréimire
447,Besen::N,σκούπα,scuab
448,Spaten::N,φτυάρι,spád
449,Spaten::N,φτυάρι,rámhainn
450,Schaufel::N,φτυάρι,sluasaid
451,Gabel::N,πιρούνι,forc
452,Gabel::N,πιρούνι,gabhlóg
453,Löffel::N,κουτάλι,spúnóg
454,Messer::N,μαχαίρι,scian
455,Nagel::N,καρφί,tairne
456,Netz::N,δίχτυ,líon
457,Netz::N,δίχτυ,eangach
458,Haken::N,γάντζος,croch
459,Haken::N,αγκίστρι,croch
460,Griff::N,λαβή,cos
461,Griff::N,λαβή,hanla
462,Schloss::N,κλειδαριά,glas
463,Bild::N,εικόνα,pictiúr
464,Figur::N,ανάστημα,fíor
465,Puppe::N,κούκλα,bábóg
466,Beutel::N,πουγγί,mála
467,Beutel::N,πουγγί,mealbhóg
468,Bündel::N,δεμάτι,beart
469,Tasche::N,τσάντα,mála
470,Eimer::N,κουβάς,buicéad
471,Deckel::N,καπάκι,clár
472,Deckel::N,καπάκι,claibín
473,Geschirr::N,σκεύη,soithí
474,Geschirr::N,σκεύη,gréithe
475,Sack::N,σάκος,sac
476,Sack::N,σάκος,mála
477,Tasse::N,φλιτζάνι,cupán
478,Topf::N,χύτρα,pota
479,Kessel::N,καζάνι,citeal
480,Essen::N,φαγητό,béile
481,Nahrung::N,τροφή,bia
482,Speise::N,φαγητό,mias
483,Fleisch::N,κρέας,feoil
484,Getreide::N,σιτάρι,grán
485,Getreide::N,σιτάρι,arbhar
486,Brei::N,χυλός,brúitín
487,Brot::N,ψωμί,arán
488,Brot::N,άρτος,arán
489,Scheibe::N,φέτα,píosa
490,Scheibe::N,φέτα,slisne
491,Fett::N,πάχος,saill
492,Fett::N,πάχος,méathras
493,Butter::N,βούτυρο,im
494,Öl::N,λάδι,ola
495,Salz::N,αλάτι,salann
496,Suppe::N,σούπα,sú
497,Suppe::N,σούπα,anraith
498,Honig::N,μέλι,mil
499,Milch::N,γάλα,bainne
500,Tee::N,τσάι,tae
501,Leder::N,πετσί,leathar
502,Wolle::N,μαλλί,olann
503,Stoff::N,ύφασμα,éadach
504,Nadel::N,βελόνα,snáthaid
505,Faden::N,κλωστή,snáth
506,Knopf::N,κουμπί,cnaipe
507,Knoten::N,κόμπος,snaidhm
508,Farbe::N,μπογιά,péint
509,Kleidung::N,ρούχα,éadaí
510,Kleidung::N,ενδυμασία,éadaí
511,Hemd::N,πουκάμισο,léine
512,Kragen::N,κολάρο,bóna
513,Ärmel::N,μανίκι,muinchille
514,Hose::N,πανταλόνι,bríste
515,Hose::N,πανταλόνι,treabhsar
516,Gürtel::N,ζώνη,crios
517,Mütze::N,σκούφος,caipín
518,Schuh::N,παπούτσι,bróg
519,Stiefel::N,μπότα,buatais
520,Ring::N,δαχτυλίδι,fáinne
521,Band::N,κορδέλα,ribín
522,Kamm::N,χτένα,cíor
523,Spiegel::N,καθρέφτης,scáthán
524,Riemen::N,λουρί,iall
525,Riemen::N,λουρί,strapa
526,Schnur::N,κορδόνι,téad
527,Schnur::N,κορδόνι,sreangán
528,Leine::N,σχοινί,iall
529,Decke::N,κουβέρτα,pluid
530,Decke::N,κουβέρτα,blaincéad
531,Kissen::N,μαξιλάρι,piliúr
532,Kissen::N,μαξιλάρι,adhartán
533,Tuch::N,πανί,scaif
534,Tuch::N,μαντήλι,scaif
535,Handtuch::N,πετσέτα,tuáille
536,Kraft::N,δύναμη,fórsa
537,Stärke::N,ισχύς,neart
538,Stärke::N,δύναμη,neart
539,Gesundheit::N,υγεία,sláinte
540,Krankheit::N,αρρώστια,tinneas
541,Krankheit::N,αρρώστια,breoiteacht
542,Schmerz::N,πόνος,pian
543,Wunde::N,πληγή,goin
544,Fieber::N,πυρετός,fiabhras
545,Arznei::N,φάρμακο,cógas
546,Brücke::N,γέφυρα,droichead
547,Brunnen::N,πηγάδι,tobar
548,Weide::N,βοσκή,féarach
549,Pfad::N,μονοπάτι,cosán
550,Pfad::N,μονοπάτι,conair
551,Weg::N,δρόμος,slí
552,Weg::N,δρόμος,bealach
553,Straße::N,οδός,bóthar
554,Straße::N,δρόμος,bóthar
555,Dorf::N,χωριό,sráidbhaile
556,Stadt::N,πόλη,baile
557,Stadt::N,πόλη,cathair
558,Brief::N,γράμμα,litir
559,Brief::N,επιστολή,litir
560,Buch::N,βιβλίο,cín
561,Buch::N,βιβλίο,leabhar
562,Buchstabe::N,γράμμα,litir
563,Zeitung::N,εφημερίδα,nuachtán
564,Leben::N,ζωή,saol
565,Leben::N,ζωή,beatha
566,Leben::N,βίος,saol
567,Leben::N,βίος,beatha
568,Tod::N,θάνατος,bás
569,Grab::N,τάφος,uaigh
570,Kirche::N,εκκλησία,eaglais
571,Sünde::N,αμαρτία,peaca
572,Gott::N,θεός,dia
573,Arbeiter::N,εργάτης,oibrí
574,Chef::N,προϊστάμενος,saoiste
575,Chef::N,προϊστάμενος,ceannasaí
576,Meister::N,μάστορας,máistir
577,Meister::N,αρχιτεχνίτης,máistir
578,Arzt::N,γιατρός,lia
579,Arzt::N,γιατρός,dochtúir
580,Lehrer::N,δάσκαλος,oide
581,Lehrer::N,δάσκαλος,múinteoir
582,Geld::N,λεφτά,airgead
583,Geld::N,χρήματα,airgead
584,Geschäft::N,συναλλαγή,gnó
585,Laden::N,μαγαζί,siopa
586,Laden::N,κατάστημα,siopa
587,Preis::N,τιμή,praghas
588,Ware::N,εμπόρευμα,earra
589,Nutzen::N,όφελος,tairbhe
590,Reichtum::N,πλούτος,rachmas
591,Reichtum::N,πλούτος,saibhreas
592,Welt::N,κόσμος,domhan
593,Land::N,χώρα,tír
594,Staat::N,κράτος,stát
595,Staat::N,πολιτεία,stát
596,König::N,βασιλιάς,rí
597,Macht::N,εξουσία,cumhacht
598,Grenze::N,σύνορα,críoch
599,Grenze::N,σύνορα,teorainn
600,Krieg::N,πόλεμος,cogadh
601,Feind::N,εχθρός,namhaid
602,Gewalt::N,βία,foréigean
603,Kampf::N,αγώνας,troid
604,Bogen[Waffe]::N,τόξο,bogha
605,Pfeil::N,σαΐτα,saighead
606,Gewehr::N,τουφέκι,gunna
607,Fehler::N,λάθος,botún
608,Fehler::N,λάθος,meancóg
609,Fehler::N,σφάλμα,botún
610,Fehler::N,σφάλμα,meancóg
611,Lüge::N,ψέμα,bréag
612,Lüge::N,ψέμα,éitheach
613,Lüge::N,ψεύδος,bréag
614,Lüge::N,ψεύδος,éitheach
615,Schaden::N,ζημία,dochar
616,Schaden::N,ζημία,damáiste
617,Unglück::N,δυστυχία,drochrath
618,Schuld::N,ενοχή,locht
619,Schuld::N,ενοχή,milleán
620,Schuld::N,φταίξιμο,locht
621,Schuld::N,φταίξιμο,milleán
622,Alter::N,ηλικία,aois
623,Schluss::N,τέλος,deireadh
624,Zeit::N,χρόνος,am
625,Zeit::N,χρόνος,aimsir
626,Tag::N,μέρα,lá
627,Tag::N,ημέρα,lá
628,Morgen::N,πρωί,maidin
629,Mittag::N,μεσημέρι,nóin
630,Abend::N,βράδυ,tráthnóna
631,Nacht::N,νύχτα,oíche
632,Woche::N,εβδομάδα,seachtain
633,Monat::N,μήνας,mí
634,Jahr::N,έτος,bliain
635,Jahr::N,χρόνος,bliain
636,Frühling::N,άνοιξη,earrach
637,Sommer::N,καλοκαίρι,samhradh
638,Herbst::N,φθινόπωρο,fómhar
639,Winter::N,χειμώνας,geimhreadh
640,Januar::N,Ιανουάριος,Eanáir
641,Februar::N,Φεβρουάριος,Feabhra
642,März::N,Μάρτιος,Márta
643,April::N,Απρίλιος,Aibreán
644,Mai::N,Μάιος,Bealtaine
645,Juni::N,Ιούνιος,Meitheamh
646,Juli::N,Ιούλιος,Iúil
647,August::N,Αύγουστος,Lúnasa
648,September::N,Σεπτέμβριος,Meán Fómhair
649,Oktober::N,Οκτώβριος,Deireadh Fómhair
650,November::N,Νοέμβριος,Samhain
651,November::N,Νοέμβριος,Mí na Samhna
652,Dezember::N,Δεκέμβριος,Mí na Nollag
653,Montag::N,Δευτέρα,Luan
654,Montag::N,Δευτέρα,Dé Luain
655,Dienstag::N,Τρίτη,Máirt
656,Dienstag::N,Τρίτη,Dé Máirt
657,Mittwoch::N,Τετάρτη,Céadaoin
658,Mittwoch::N,Τετάρτη,Dé Céadaoin
659,Donnerstag::N,Πέμπτη,Déardaoin
660,Freitag::N,Παρασκευή,Aoine
661,Freitag::N,Παρασκευή,Dé hAoine
662,Samstag::N,Σάββατο,Satharn
663,Samstag::N,Σάββατο,Dé Sathairn
664,Sonntag::N,Κυριακή,Domhnach
665,Sonntag::N,Κυριακή,Dé Domhnaigh
666,groß::A,μεγάλος,mór
667,klein::A,μικρός,beag
668,lang::A,μακρύς,fada
669,kurz::A,κοντός,gearr
670,kurz::A,κοντός,gairid
671,breit::A,φαρδύς,leathan
672,breit::A,φαρδύς,fairsing
673,schmal::A,στενός,cúng
674,dicht::A,πυκνός,dlúth
675,dick[Gegenstand]::A,παχύς,tiubh
676,dick[Gegenstand]::A,χοντρός,tiubh
677,dünn::A,ψιλός,caol
678,dünn::A,ψιλός,tanaí
679,dünn::A,λεπτός,caol
680,dünn::A,λεπτός,tanaí
681,fein::A,ψιλός,scáinte
682,fein::A,ψιλός,fíneálta
683,fest::A,στερεός,daingean
684,flach::A,επίπεδος,cothrom
685,glatt::A,λείος,mín
686,glatt::A,λείος,sleamhain
687,glatt::A,ομαλός,mín
688,glatt::A,ομαλός,sleamhain
689,hart::A,σκληρός,crua
690,weich::A,μαλακός,bog
691,rund::A,στρογγυλός,cruinn
692,spitz::A,μυτερός,gobach
693,spitz::A,μυτερός,biorach
694,scharf::A,κοφτερός,géar
695,scharf::A,κοφτερός,faobhrach
696,stumpf::A,αμβλύς,maol
697,schwer::A,βαρύς,trom
698,schön::A,ωραίος,álainn
699,schön::A,όμορφος,álainn
700,heiß::A,ζεστός,te
701,warm::A,θερμός,te
702,kalt::A,κρύος,fuar
703,kalt::A,ψυχρός,fuar
704,kühl::A,δροσερός,fionnuar
705,frisch::A,νωπός,úr
706,frisch::A,νωπός,friseáilte
707,frisch::A,φρέσκος,úr
708,frisch::A,φρέσκος,friseáilte
709,feucht::A,υγρός,tais
710,nass::A,βρεγμένος,fliuch
711,trocken::A,ξηρός,tirim
712,trocken::A,στεγνός,tirim
713,voll::A,γεμάτος,lán
714,leer::A,άδειος,folamh
715,offen::A,ανοιχτός,oscailte
716,geschlossen::A,κλειστός,dúnta
717,geschlossen::A,κλειστός,druidte
718,sauber::A,καθαρός,glan
719,schmutzig::A,βρώμικος,salach
720,schmutzig::A,λερωμένος,salach
721,roh::A,ωμός,amh
722,reif::A,ώριμος,aibí
723,lecker::A,νόστιμος,blasta
724,süß::A,γλυκός,milis
725,bitter::A,πικρός,searbh
726,sauer::A,ξινός,géar
727,sauer::A,ξινός,searbh
728,hell::A,φωτεινός,geal
729,hell::A,φωτεινός,soilseach
730,dunkel::A,σκοτεινός,dorcha
731,schwarz::A,μαύρος,dubh
732,schwarz::A,μελανός,dubh
