,Concept_ID,sk,ru
88,Frost::N,mráz,мороз
89,Kälte::N,zima,холод
90,Kälte::N,chlad,холод
91,Hitze::N,horúčava,жара
92,Raureif::N,srieň,иней
93,Raureif::N,inovať,иней
94,Regenbogen::N,dúha,радуга
95,Donner::N,hrom,гром
96,Strömung::N,prúdenie,течение
97,Tropfen::N,kvapka,капля
98,Schaum::N,pena,пена
99,Schmutz::N,špina,грязь
100,Schmutz::N,nečistota,грязь
101,See::N,jazero,озеро
102,Sumpf::N,bahno,топь
103,Moor::N,močiar,болото
104,Wiese::N,lúka,луг
105,Wald::N,les,лес
106,Wald::N,hora,лес
107,Hügel::N,vŕšok,холм
108,Anhöhe::N,výšina,возвышенность
109,Anhöhe::N,vyvýšenina,возвышенность
110,Berg::N,hora,гора
111,Gipfel::N,vrchol,вершина
112,Höhle::N,jaskyňa,пещера
113,Abhang::N,úbočie,склон
114,Quelle::N,prameň,источник
115,Bach::N,potok,ручей
116,Fluss::N,rieka,река
117,Ufer::N,breh,берег
118,Küste::N,pobrežie,побережье
119,Festland::N,pevnina,суша
120,Meer::N,more,море
121,Bucht::N,záliv,бухта
122,Bucht::N,zátoka,бухта
123,Insel::N,ostrov,остров
124,Blume::N,kvet,цветок
125,Blume::N,kvetina,цветок
126,Gras::N,tráva,трава
127,Wurzel::N,koreň,корень
128,Baum::N,strom,дерево
129,Stamm::N,kmeň,ствол
130,Rinde::N,kôra,кора
131,Ast::N,konár,сук
132,Zweig::N,vetva,ветвь
133,Blatt::N,list,лист
134,Birke::N,breza,береза
135,Kiefer[Baum]::N,sosna,сосна
136,Kiefer[Baum]::N,borovica,сосна
137,Weide[Baum]::N,vŕba,ива
138,Tanne::N,jedľa,ель
139,Horn::N,roh,рог
140,Feder::N,pero,перо
141,Fell::N,koža,шкура
142,Fell::N,kožušina,шкура
143,Flügel::N,krídlo,крыло
144,Klaue::N,paznecht,коготь
145,Kralle::N,pazúr,лапа
146,Schwanz::N,chvost,хвост
147,Ei::N,vajce,яйцо
148,Ei::N,vajíčko,яйцо
149,Nest::N,hniezdo,гнездо
150,Bau::N,nora,нора
151,Tier::N,zviera,животное
152,Herde::N,stádo,стадо
153,Kuh::N,krava,корова
154,Bulle::N,býk,бык
155,Pferd::N,kôň,лошадь
156,Schaf::N,ovca,овца
157,Schwein::N,sviňa,свинья
158,Hund::N,pes,собака
159,Katze::N,mačka,кошка
160,Bär::N,medveď,медведь
161,Eichhörnchen::N,veverička,белка
162,Elch::N,los,лось
163,Fuchs::N,líška,лиса
164,Hase::N,zajac,заяц
165,Maus::N,myš,мышь
166,Wolf::N,vlk,волк
167,Vogel::N,vták,птица
168,Schwarm::N,roj,стая
169,Huhn::N,kurča,курица
170,Huhn::N,sliepka,курица
171,Hahn::N,kohút,петух
172,Gans::N,hus,гусь
173,Adler::N,orol,орел
174,Ente::N,kačka,утка
175,Ente::N,kačica,утка
176,Eule::N,sova,сова
177,Kranich::N,žeriav,журавль
178,Krähe::N,vrana,ворона
179,Kuckuck::N,kukučka,кукушка
180,Schwan::N,labuť,лебедь
181,Fisch::N,ryba,рыба
182,Barsch::N,ostriež,окунь
183,Hecht::N,šťuka,щука
184,Schlange[Tier]::N,had,змея
185,Wurm::N,červ,червяк
186,Spinne::N,pavúk,паук
187,Ameise::N,mravec,муравей
188,Laus::N,voš,вошь
189,Mücke::N,komár,комар
190,Fliege::N,mucha,муха
191,Schmetterling::N,motýľ,бабочка
192,Beere::N,bobuľa,ягода
193,Apfel::N,jablko,яблоко
194,Pilz::N,hríb,гриб
195,Zwiebel::N,cibuľa,луковица
196,Saat::N,osivo,семя
197,Korn::N,zrno,зерно
198,Heu::N,seno,сено
199,Schale::N,šupa,шелуха
200,Schale::N,škrupina,шелуха
201,Grube::N,jama,яма
202,Falle::N,pasca,ловушка
203,Falle::N,klepec,ловушка
204,Schlinge::N,slučka,силок
205,Spur::N,stopa,след
206,Asche::N,popol,зола
207,Asche::N,popol,пепел
208,Dreck::N,kal,грязь
209,Dreck::N,blato,грязь
210,Eisen::N,železo,железо
211,Gold::N,zlato,золото
212,Silber::N,striebro,серебро
213,Kohle::N,uhlie,уголь
214,Glas::N,sklo,стекло
215,Lehm::N,íl,глина
216,Lehm::N,hlina,глина
217,Sand::N,piesok,песок
218,Mensch::N,človek,человек
219,Mann::N,muž,мужчина
220,Mann::N,chlap,мужчина
221,Frau::N,žena,женщина
222,Kind::N,dieťa,ребенок
223,Junge::N,chlapec,мальчик
224,Mädchen::N,dievka,девочка
225,Familie::N,rodina,семья
226,Großvater::N,dedo,дедушка
227,Großvater::N,starý otec,дедушка
228,Großmutter::N,babička,бабушка
229,Großmutter::N,stará mať,бабушка
230,Eltern::N,rodičia,родители
231,Vater::N,otec,отец
232,Mutter::N,mať,мать
233,Mutter::N,matka,мать
234,Sohn::N,syn,сын
235,Tochter::N,dcéra,дочь
236,Bruder::N,brat,брат
237,Schwester::N,sestra,сестра
238,Onkel::N,ujo,дядя
239,Onkel::N,strýko,дядя
240,Tante::N,teta,тетя
241,Tante::N,tetka,тетя
242,Ehemann::N,muž,муж
243,Ehemann::N,manžel,муж
244,Ehefrau::N,žena,жена
245,Ehefrau::N,manželka,жена
246,Freude::N,radosť,радость
247,Gelächter::N,smiech,смех
248,Glück::N,šťastie,счастье
249,Kummer::N,žiaľ,горе
250,Kummer::N,zármutok,горе
251,Wunsch::N,prianie,желание
252,Lust::N,chuť,влечение
253,Geist::N,duch,дух
254,Gedanke::N,myšlienka,мысль
255,Gedächtnis::N,pamäť,память
256,Verstand::N,rozum,ум
257,Sinn::N,zmysel,смысл
258,Grund::N,dôvod,повод
259,Grund::N,príčina,повод
260,Wahrheit::N,pravda,правда
261,Gespräch::N,reč,беседа
262,Gespräch::N,rozhovor,беседа
263,Märchen::N,rozprávka,сказка
264,Erzählung::N,poviedka,рассказ
265,Nachricht::N,správa,сообщение
266,Neuigkeit::N,novinka,новость
267,Name::N,meno,имя
268,Rätsel::N,záhada,загадка
269,Rätsel::N,hádanka,загадка
270,Rede::N,reč,речь
271,Sprache::N,reč,язык
272,Sprache::N,jazyk,язык
273,Stimme::N,hlas,голос
274,Wort::N,slovo,слово
275,Zeichen::N,znak,знак
276,Ruf::N,volanie,зов
277,Ruf::N,zavolanie,зов
278,Lärm::N,hluk,шум
279,Lärm::N,hurhaj,шум
280,Laut::N,zvuk,звук
281,Ton::N,tón,звучание
282,Ton::N,zvuk,звучание
283,Lied::N,pieseň,песня
284,Ruhe::N,pokoj,покой
285,Leute::N,ľudia,люди
286,Volk::N,ľud,народ
287,Volk::N,národ,народ
288,Arbeit::N,práca,работа
289,Arbeit::N,robota,работа
290,Gast::N,hosť,гость
291,Geschenk::N,dar,подарок
292,Spiel::N,hra,игра
293,Gesellschaft::N,spoločnosť,общество
294,Hilfe::N,pomoc,помощь
295,Freund::N,priateľ,друг
296,Kamerad::N,kamarát,приятель
297,Angelegenheit::N,vec,дело
298,Angelegenheit::N,záležitosť,дело
299,Anzahl::N,počet,количество
300,Anzahl::N,množstvo,количество
301,Art::N,druh,вид
302,Stück::N,kus,кусок
303,Stück::N,kúsok,кусок
304,Teil::N,časť,часть
305,Hälfte::N,polka,половина
306,Hälfte::N,polovica,половина
307,Kreis::N,kruh,круг
308,Kreuz::N,kríž,крест
309,Linie::N,línia,линия
310,Strich::N,čiara,черта
311,Abstand::N,vzdialenosť,промежуток
312,Entfernung::N,vzdialenosť,расстояние
313,Gegend::N,kraj,местность
314,Gegend::N,krajina,местность
315,Platz::N,miesto,пространство
316,Ort::N,miesto,место
317,Seite::N,bok,сторона
318,Seite::N,strana,сторона
319,Mitte::N,stred,середина
320,Gegenstand::N,predmet,предмет
321,Sache::N,vec,вещь
322,Rand::N,kraj,край
323,Rand::N,okraj,край
324,Kante::N,hrana,ребро
325,Ecke::N,roh,угол
326,Spitze::N,hrot,кончик
327,Spitze::N,špička,кончик
328,Ende::N,koniec,конец
329,Loch::N,diera,дыра
330,Winkel::N,kút,угол
331,Muster::N,vzor,узор
332,Muster::N,vzorka,узор
333,Größe::N,veľkosť,размер
334,Länge::N,dĺžka,длина
335,Höhe::N,výška,высота
336,Gewicht::N,váha,вес
337,Menge::N,množstvo,количество
338,Haufen::N,hŕba,куча
339,Reihe::N,rad,ряд
340,Boot::N,čln,лодка
341,Ruder::N,veslo,весло
342,Schlitten::N,sane,сани
343,Ski::N,lyža,лыжа
344,Lagerfeuer::N,táborák,костер
345,Last::N,ťarcha,тяжесть
346,Last::N,bremeno,тяжесть
347,Gang::N,chôdza,ход
348,Schritt::N,krok,шаг
349,Norden::N,sever,север
350,Süden::N,juh,юг
351,Westen::N,západ,запад
352,Osten::N,východ,восток
353,Holz::N,drevo,древесина
354,Brett::N,doska,доска
355,Platte::N,doska,плита
356,Platte::N,platňa,плита
357,Stütze::N,opora,подпорка
358,Stange::N,tyč,жердь
359,Stock::N,palica,палка
360,Stab::N,palica,шест
361,Rohr::N,rúra,труба
362,Haus::N,dom,дом
363,Heim::N,domov,дом
364,Ofen::N,pec,печь
365,Ofen::N,kachle,печь
366,Fußboden::N,dlážka,пол
367,Fußboden::N,podlaha,пол
368,Tisch::N,stôl,стол
369,Stuhl::N,stolička,стул
370,Wiege::N,kolíska,колыбель
371,Bett::N,lôžko,постель
372,Bett::N,posteľ,постель
373,Regal::N,regál,полка
374,Regal::N,polica,полка
375,Kiste::N,debna,ящик
376,Fenster::N,okno,окно
377,Fenster::N,oblok,окно
378,Tür::N,dvere,дверь
379,Tor::N,vráta,ворота
380,Zaun::N,plot,забор
381,Zaun::N,ohrada,забор
382,Dach::N,krov,крыша
383,Dach::N,strecha,крыша
384,Leiter::N,rebrík,лестница
385,Leiter::N,rebrina,лестница
386,Besen::N,metla,метла
387,Spaten::N,rýľ,лопата
388,Schaufel::N,lopata,совок
389,Gabel::N,vidlička,вилка
390,Löffel::N,lyžica,ложка
391,Messer::N,nôž,нож
392,Nagel::N,klinec,гвоздь
393,Netz::N,sieť,сеть
394,Haken::N,hák,крюк
395,Haken::N,háčik,крюк
396,Griff::N,rukoväť,ручка
397,Schloss::N,zámka,замок
398,Bild::N,obraz,картина
399,Figur::N,figúra,фигура
400,Puppe::N,bábka,кукла
401,Puppe::N,bábika,кукла
402,Beutel::N,vrece,мешок
403,Beutel::N,vrecko,мешок
404,Bündel::N,uzlík,связка
405,Bündel::N,zväzok,связка
406,Tasche::N,taška,сумка
407,Tasche::N,kabelka,сумка
408,Eimer::N,vedro,ведро
409,Deckel::N,vrchnák,крышка
410,Deckel::N,pokrývka,крышка
411,Geschirr::N,nádoba,посуда
412,Sack::N,mech,мешок
413,Sack::N,vrece,мешок
414,Tasse::N,šálka,чашка
415,Topf::N,hrniec,кастрюля
416,Kessel::N,kotol,котел
417,Essen::N,jedlo,еда
418,Nahrung::N,strava,пища
419,Nahrung::N,potrava,пища
420,Speise::N,jedlo,блюдо
421,Speise::N,jedlo,кушанье
422,Fleisch::N,mäso,мясо
423,Getreide::N,obilie,хлеб
424,Brei::N,kaša,каша
425,Brot::N,chlieb,хлеб
426,Scheibe::N,kotúč,ломоть
427,Scheibe::N,krajec,ломоть
428,Fett::N,tuk,жир
429,Fett::N,masť,жир
430,Butter::N,maslo,масло
431,Öl::N,olej,масло
432,Salz::N,soľ,соль
433,Suppe::N,polievka,суп
434,Honig::N,med,мед
435,Milch::N,mlieko,молоко
436,Tee::N,čaj,чай
437,Leder::N,koža,кожа
438,Wolle::N,vlna,шерсть
439,Stoff::N,súkno,ткань
440,Nadel::N,ihla,игла
441,Faden::N,niť,нитка
442,Faden::N,vlákno,нитка
443,Knopf::N,gombík,пуговица
444,Knoten::N,uzol,узел
445,Farbe::N,farba,краска
446,Kleidung::N,šaty,одежда
447,Kleidung::N,šatstvo,одежда
448,Hemd::N,košeľa,рубашка
449,Kragen::N,golier,воротник
450,Ärmel::N,rukáv,рукав
451,Hose::N,nohavice,брюки
452,Gürtel::N,pás,пояс
453,Gürtel::N,opasok,пояс
454,Mütze::N,čiapka,шапка
455,Schuh::N,obuv,ботинок
456,Schuh::N,topánka,ботинок
457,Stiefel::N,čižma,сапог
458,Ring::N,prsteň,кольцо
459,Band::N,stuha,лента
460,Kamm::N,hrebeň,расческа
461,Spiegel::N,zrkadlo,зеркало
462,Riemen::N,remeň,ремень
463,Schnur::N,šnúra,веревка
464,Leine::N,vodidlo,поводок
465,Decke::N,deka,одеяло
466,Decke::N,prikrývka,одеяло
467,Kissen::N,poduška,подушка
468,Tuch::N,šatka,платок
469,Handtuch::N,uterák,полотенце
470,Kraft::N,moc,сила
471,Stärke::N,sila,крепость
472,Gesundheit::N,zdravie,здоровье
473,Krankheit::N,nemoc,болезнь
474,Krankheit::N,choroba,болезнь
475,Schmerz::N,bolesť,боль
476,Wunde::N,rana,рана
477,Fieber::N,horúčka,лихорадка
478,Fieber::N,horúčka,температура
479,Arznei::N,liek,лекарство
480,Brücke::N,most,мост
481,Brunnen::N,studňa,колодец
482,Weide::N,pastva,пастбище
483,Pfad::N,chodník,тропа
484,Weg::N,cesta,путь
485,Weg::N,cesta,дорога
486,Straße::N,hradská,улица
487,Straße::N,hradská,дорога
488,Dorf::N,dedina,деревня
489,Stadt::N,mesto,город
490,Brief::N,list,письмо
491,Buch::N,kniha,книга
492,Buchstabe::N,litera,буква
493,Buchstabe::N,písmeno,буква
494,Zeitung::N,noviny,газета
495,Leben::N,život,жизнь
496,Tod::N,smrť,смерть
497,Grab::N,hrob,могила
498,Kirche::N,kostol,церковь
499,Sünde::N,hriech,грех
500,Gott::N,boh,бог
501,Arbeiter::N,robotník,рабочий
502,Arbeiter::N,pracnovík,рабочий
503,Chef::N,šéf,начальник
504,Chef::N,riaditeľ,начальник
505,Meister::N,majster,мастер
506,Arzt::N,lekár,врач
507,Lehrer::N,učiteľ,учитель
508,Geld::N,peniaze,деньги
509,Geschäft::N,obchod,занятие
510,Laden::N,obchod,магазин
511,Preis::N,cena,цена
512,Ware::N,tovar,товар
513,Nutzen::N,osoh,выгода
514,Nutzen::N,úžitok,выгода
515,Reichtum::N,bohatstvo,богатство
516,Welt::N,svet,мир
517,Land::N,územie,страна
518,Land::N,krajina,страна
519,Staat::N,štát,государство
520,König::N,kráľ,король
521,Macht::N,moc,власть
522,Macht::N,mocnosť,власть
523,Grenze::N,hranica,граница
524,Krieg::N,vojna,война
525,Feind::N,nepriateľ,враг
526,Gewalt::N,násilie,насилие
527,Kampf::N,boj,борьба
528,Bogen[Waffe]::N,luk,лук
529,Pfeil::N,šíp,стрела
530,Pfeil::N,strela,стрела
531,Gewehr::N,puška,ружье
532,Fehler::N,omyl,ошибка
533,Fehler::N,chyba,ошибка
534,Lüge::N,lož,ложь
535,Schaden::N,ujma,вред
536,Schaden::N,škoda,вред
537,Unglück::N,nešťastie,беда
538,Schuld::N,vina,вина
539,Schuld::N,previnenie,вина
540,Alter::N,vek,возраст
541,Schluss::N,záver,окончание
542,Schluss::N,koniec,окончание
543,Zeit::N,čas,время
544,Tag::N,deň,день
545,Morgen::N,ráno,утро
546,Mittag::N,poludnie,полдень
547,Abend::N,večer,вечер
548,Nacht::N,noc,ночь
549,Woche::N,týždeň,неделя
550,Monat::N,mesiac,месяц
551,Jahr::N,rok,год
552,Frühling::N,jar,весна
553,Sommer::N,leto,лето
554,Herbst::N,jeseň,осень
555,Winter::N,zima,зима
556,Januar::N,január,январь
557,Februar::N,február,февраль
558,März::N,marec,март
559,April::N,apríl,апрель
560,Mai::N,máj,май
561,Juni::N,jún,июнь
562,Juli::N,júl,июль
563,August::N,august,август
564,September::N,september,сентябрь
565,Oktober::N,október,октябрь
566,November::N,november,ноябрь
567,Dezember::N,december,декабрь
568,Montag::N,pondelok,понедельник
569,Dienstag::N,utorok,вторник
570,Mittwoch::N,streda,среда
571,Donnerstag::N,štvrtok,четверг
572,Freitag::N,piatok,пятница
573,Samstag::N,sobota,суббота
574,Sonntag::N,nedeľa,воскресенье
575,groß::A,veľký,большой
576,klein::A,malý,маленький
577,lang::A,dlhý,длинный
578,kurz::A,krátky,короткий
579,breit::A,široký,широкий
580,schmal::A,úzky,узкий
581,dicht::A,hustý,густой
582,dick[Gegenstand]::A,tlstý,толстый
583,dünn::A,tenký,тонкий
584,fein::A,jemný,тонкий
585,fest::A,pevný,крепкий
586,flach::A,rovný,плоский
587,flach::A,plochý,плоский
588,glatt::A,hladký,гладкий
589,hart::A,tvrdý,твердый
590,weich::A,mäkký,мягкий
591,rund::A,guľatý,круглый
592,rund::A,okrúhly,круглый
593,spitz::A,končitý,остроконечный
594,scharf::A,ostrý,острый
595,stumpf::A,tupý,тупой
596,schwer::A,ťažký,тяжелый
597,schön::A,pekný,красивый
598,schön::A,krásny,красивый
599,heiß::A,horúci,жаркий
600,warm::A,teplý,теплый
601,kalt::A,studený,холодный
602,kühl::A,chladný,прохладный
603,frisch::A,svieži,свежий
604,feucht::A,vlhký,влажный
605,feucht::A,zvlhnutý,влажный
606,nass::A,mokrý,мокрый
607,trocken::A,suchý,сухой
608,voll::A,plný,полный
609,voll::A,plný,наполненный
610,leer::A,prázdny,пустой
611,offen::A,otvorený,открытый
612,geschlossen::A,zavretý,закрытый
613,sauber::A,čistý,чистый
614,schmutzig::A,špinavý,грязный
615,roh::A,surový,сырой
616,reif::A,zrelý,зрелый
617,lecker::A,chutný,вкусный
618,süß::A,sladký,сладкий
619,bitter::A,horký,горький
620,sauer::A,kyslý,кислый
621,hell::A,jasný,светлый
622,hell::A,svetlý,светлый
623,dunkel::A,temný,темный
624,schwarz::A,čierny,черный
625,weiß::A,biely,белый
626,rot::A,červený,красный
627,gelb::A,žltý,желтый
628,blau::A,modrý,синий
629,blau::A,belasý,синий
630,grün::A,zelený,зеленый
631,grau::A,šedý,серый
632,bunt::A,pestrý,пестрый
633,billig::A,lacný,дешевый
634,teuer::A,drahý,дорогой
635,wertvoll::A,cenný,ценный
636,blind::A,slepý,слепой
637,taub::A,hluchý,глухой
638,kräftig::A,silný,могучий
639,stark::A,silný,сильный
640,schwach::A,slabý,слабый
641,schwach::A,bezvládny,слабый
642,fett::A,tučný,жирный
643,schlank::A,štíhly,стройный
644,hübsch::A,šumný,прелестный
645,hübsch::A,švárny,прелестный
646,böse::A,zlý,злой
647,dumm::A,hlúpy,глупый
648,faul::A,lenivý,ленивый
649,fleißig::A,snaživý,прилежный
650,fleißig::A,usilovný,прилежный
651,geizig::A,skupý,жадный
652,geizig::A,lakomý,жадный
653,klug::A,múdry,умный
654,klug::A,bystrý,умный
655,geschickt::A,zručný,искусный
656,geschickt::A,šikovný,искусный
657,lieb::A,milý,милый
658,lustig::A,veselý,веселый
659,sanft::A,nežný,нежный
660,hungrig::A,lačný,голодный
661,hungrig::A,hladný,голодный
662,krank::A,chorý,больной
663,krank::A,nemocný,больной
664,nackt::A,nahý,голый
665,traurig::A,smutný,грустный
666,lebendig::A,živý,живой
667,gut::A,dobrý,хороший
668,schlecht::A,zlý,плохой
669,richtig::A,správny,правильный
670,schlimm::A,zlý,отвратительный
671,schlimm::A,zlý,мерзкий
672,schlimm::A,nepríjemný,отвратительный
673,schlimm::A,nepríjemný,мерзкий
674,wahr::A,pravý,настоящий
675,wahr::A,pravdivý,настоящий
676,alt::A,starý,старый
677,neu::A,nový,новый
678,ehemalig::A,bývalý,бывший
679,alt[Lebewesen]::A,starý,пожилой
680,jung::A,mladý,молодой
681,arm::A,chudobný,бедный
682,reich::A,bohatý,богатый
683,bekannt::A,známy,знакомый
684,berühmt::A,slávny,знаменитый
685,berühmt::A,povestný,знаменитый
686,fremd::A,cudzí,чужой
687,verschieden::A,rôzny,разный
688,verschieden::A,rozličný,разный
689,nah::A,blízky,близкий
690,fern::A,ďaleký,далекий
691,linker::A,ľavý,левый
692,rechter::A,pravý,правый
693,anderer::A,iný,другой
694,anderer::A,druhý,другой
695,erster::A,prvý,первый
696,zweiter::A,druhý,второй
697,dritter::A,tretí,третий
698,letzter::A,ostatný,последний
699,letzter::A,posledný,последний
700,allein::ADV,sám,один
701,auf einmal::ADV,zároveň,сразу
702,zusammen::ADV,spolu,вместе
703,zusammen::ADV,spoločne,вместе
704,lange::ADV,dlho,долго
705,plötzlich::ADV,náhle,вдруг
706,sofort::ADV,hneď,тотчас
707,sofort::ADV,ihneď,тотчас
708,später::ADV,neskoršie,позже
709,jetzt::ADV,teraz,сейчас
710,heute::ADV,dnes,сегодня
711,morgen::ADV,zajtra,завтра
712,bald::ADV,skoro,скоро
713,dann::ADV,nato,потом
714,dann::ADV,potom,потом
715,gestern::ADV,včera,вчера
716,einst::ADV,kedysi,однажды
717,einst::ADV,niekedy,однажды
718,damals::ADV,vtedy,тогда
719,danach::ADV,potom,затем
720,danach::ADV,podľa toho,затем
721,vorher::ADV,napred,раньше
722,vorher::ADV,predtým,раньше
723,zuerst::ADV,najprv,сперва
724,einmal::ADV,raz,раз
725,einmal::ADV,jedenkrát,раз
726,manchmal::ADV,občas,иногда
727,manchmal::ADV,niekedy,иногда
728,oft::ADV,často,часто
729,immer::ADV,vždy,всегда
730,immer::ADV,ustavične,всегда
731,niemals::ADV,nikdy,никогда
732,hier::ADV,tu,здесь
733,hierhin::ADV,sem,сюда
734,hierhin::ADV,tade,сюда
735,von hier::ADV,odtiaľto,отсюда
736,dort::ADV,tam,там
737,dorthin::ADV,ta,туда
738,dorthin::ADV,tam,туда
739,geradeaus::ADV,rovno,прямо
740,geradeaus::ADV,priamo,прямо
741,vorwärts::ADV,napred,вперед
742,rückwärts::ADV,nazad,назад
743,zurück::ADV,späť,обратно
744,zurück::ADV,naspäť,обратно
745,unten::ADV,dolu,внизу
746,unten::ADV,naspodku,внизу
747,hinab::ADV,dolu,вниз
748,oben::ADV,hore,наверху
749,oben::ADV,navrchu,наверху
750,hinauf::ADV,hore,вверх
751,hinauf::ADV,navrch,вверх
752,überall::ADV,všade,везде
753,nicht::ADV,nie,не
754,ein wenig::ADV,trocha,немного
755,kaum::ADV,ledva,едва
756,sehr::ADV,veľmi,очень
757,so::ADV,tak,так
758,so::ADV,takto,так
759,noch::ADV,ešte,еще
760,nur::ADV,len,только
761,schon::ADV,už,уже
762,wieder::ADV,zasa,опять
763,vergebens::ADV,márne,напрасно
764,vergebens::ADV,nadarmo,напрасно
765,vor::PRP,pred,перед
766,hinter::PRP,za,за
767,hinter::PRP,za,позади
768,unter::PRP,pod,под
769,durch::PRP,cez,сквозь
770,neben::PRP,pri,возле
771,neben::PRP,vedľa,возле
772,zwischen::PRP,medzi,между
773,wegen::PRP,pre,из-за
774,wegen::PRP,kvôli,из-за
775,dies::PRN,to,это
776,dies::PRN,táto,это
777,das::PRN,to,то
778,alles::PRN,všetko,все
779,ich::PRN,ja,я
780,du::PRN,ty,ты
781,er::PRN,on,он
782,wir::PRN,my,мы
783,ihr::PRN,vy,вы
784,sie::PRN,oni,они
785,was::FPRN,čo,что
786,wer::FPRN,kto,кто
787,wo::FADV,kde,где
788,wohin::FADV,kam,куда
789,wie::FADV,ako,как
790,warum::FADV,prečo,почему
791,wieviel::FNUM,koľko,сколько
792,eins::NUM,jeden,один
793,zwei::NUM,dva,два
794,drei::NUM,tri,три
795,vier::NUM,štyri,четыре
796,fünf::NUM,päť,пять
797,sechs::NUM,šesť,шесть
798,sieben::NUM,sedem,семь
799,acht::NUM,osem,восемь
800,neun::NUM,deväť,девять
801,zehn::NUM,desať,десять
802,elf::NUM,jedenásť,одиннадцать
803,zwölf::NUM,dvanásť,двенадцать
804,zwanzig::NUM,dvadsať,двадцать
805,dreißig::NUM,tridsať,тридцать
806,vierzig::NUM,štyridsať,сорок
807,fünfzig::NUM,päťdesiat,пятьдесят
808,sechzig::NUM,šesťdesiat,шестьдесят
809,siebzig::NUM,sedemdesiat,семьдесят
810,achtzig::NUM,osemdesiat,восемьдесят
811,neunzig::NUM,deväťdesiat,девяносто
812,hundert::NUM,sto,сто
813,tausend::NUM,tisíc,тысяча
814,und::CNJ,i,и
815,oder::CNJ,alebo,или
816,oder::CNJ,alebo,либо
817,stehen::V,stáť,стоять
818,sitzen::V,sedieť,сидеть
819,liegen::V,ležať,лежать
820,hängen::V,visieť,висеть
821,werden::V,stať sa,стать
822,passieren::V,stať sa,случиться
823,beginnen::V,začať sa,начаться
824,enden::V,končiť sa,кончиться
825,wechseln::V,meniť sa,меняться
826,aufgehen[Sonne]::V,vychádzať,взойти
827,untergehen[Sonne]::V,zapadnúť,зайти
828,scheinen[Sonne]::V,svietiť,светить
829,donnern::V,hrmieť,греметь
830,wehen::V,viať,дуть
831,strömen::V,prúdiť,литься
832,fließen::V,tiecť,течь
833,sich drehen::V,točiť sa,вращаться
834,sich drehen::V,krútiť sa,вращаться
835,schwanken::V,kolísať,колебаться
836,schwanken::V,klátiť sa,колебаться
837,schwingen::V,kývať sa,качаться
838,schwingen::V,chvieť sa,качаться
