,Concept_ID,it,fi
308,Märchen::N,fàvola,satu
309,Erzählung::N,racconto,tarina
310,Erzählung::N,racconto,kertomus
311,Erzählung::N,narrazione,tarina
312,Erzählung::N,narrazione,kertomus
313,Nachricht::N,messaggio,tieto
314,Nachricht::N,messaggio,ilmoitus
315,Neuigkeit::N,notizia,uutinen
316,Name::N,nome,nimi
317,Rätsel::N,indovinello,arvoitus
318,Rede::N,discorso,puhe
319,Sprache::N,lingua,kieli
320,Sprache::N,linguaggio,kieli
321,Stimme::N,voce,ääni
322,Wort::N,parola,sana
323,Zeichen::N,segno,merkki
324,Zeichen::N,segnale,merkki
325,Ruf::N,chiamata,kutsu
326,Lärm::N,chiasso,melu
327,Lärm::N,chiasso,hälinä
328,Lärm::N,strèpito,melu
329,Lärm::N,strèpito,hälinä
330,Laut::N,suono,ääni
331,Ton::N,tono,sävel
332,Lied::N,canto,laulu
333,Lied::N,canzone,laulu
334,Ruhe::N,calma,lepo
335,Ruhe::N,calma,rauha
336,Ruhe::N,tranquillità,lepo
337,Ruhe::N,tranquillità,rauha
338,Leute::N,gente,väki
339,Leute::N,gente,ihmiset
340,Volk::N,pòpolo,kansa
341,Arbeit::N,lavoro,työ
342,Gast::N,òspite,vieras
343,Gast::N,invitato,vieras
344,Geschenk::N,regalo,lahja
345,Spiel::N,gioco,peli
346,Spiel::N,gioco,leikki
347,Gesellschaft::N,compagnìa,seura
348,Hilfe::N,aiuto,apu
349,Hilfe::N,soccorso,apu
350,Freund::N,amico,ystävä
351,Kamerad::N,camerata,toveri
352,Angelegenheit::N,affare,asia
353,Angelegenheit::N,faccenda,asia
354,Anzahl::N,nùmero,lukumäärä
355,Anzahl::N,quantità,lukumäärä
356,Art::N,tipo,laji
357,Art::N,specie,laji
358,Stück::N,pezzo,pala
359,Stück::N,pezzo,kappale
360,Teil::N,parte,osa
361,Hälfte::N,metà,puoli
362,Kreis::N,cìrcolo,ympyrä
363,Kreuz::N,croce,risti
364,Linie::N,lìnea,viiva
365,Strich::N,tratto,piirto
366,Abstand::N,distanza,väli
367,Abstand::N,distanza,väljyys
368,Entfernung::N,distanza,etäisyys
369,Entfernung::N,lontananza,etäisyys
370,Gegend::N,regione,seutu
371,Platz::N,posto,tila
372,Platz::N,spazio,tila
373,Ort::N,luogo,kohta
374,Ort::N,luogo,paikka
375,Ort::N,località,kohta
376,Ort::N,località,paikka
377,Seite::N,lato,sivu
378,Seite::N,lato,kylki
379,Seite::N,parte,sivu
380,Seite::N,parte,kylki
381,Mitte::N,mezzo,keskus
382,Mitte::N,mezzo,puoliväli
383,Mitte::N,centro,keskus
384,Mitte::N,centro,puoliväli
385,Gegenstand::N,oggetto,kalu
386,Gegenstand::N,oggetto,esine
387,Sache::N,cosa,asia
388,Rand::N,orlo,ääri
389,Rand::N,orlo,syrjä
390,Rand::N,bordo,ääri
391,Rand::N,bordo,syrjä
392,Kante::N,spìgolo,särmä
393,Ecke::N,canto,nurkka
394,Spitze::N,punta,terä
395,Spitze::N,punta,kärki
396,Ende::N,capo,pää
397,Ende::N,capo,perä
398,Ende::N,estremità,pää
399,Ende::N,estremità,perä
400,Loch::N,buco,kolo
401,Loch::N,buco,reikä
402,Winkel::N,àngolo,kulma
403,Muster::N,disegno,kuvio
404,Größe::N,taglia,koko
405,Größe::N,taglia,suuruus
406,Größe::N,grandezza,koko
407,Größe::N,grandezza,suuruus
408,Länge::N,lunghezza,pituus
409,Höhe::N,altezza,korkeus
410,Gewicht::N,peso,paino
411,Menge::N,quantità,määrä
412,Haufen::N,cùmulo,kasa
413,Haufen::N,mucchio,kasa
414,Reihe::N,fila,rivi
415,Boot::N,barca,vene
416,Boot::N,battello,vene
417,Ruder::N,remo,airo
418,Schlitten::N,slitta,reki
419,Schlitten::N,slitta,kelkka
420,Ski::N,sci,suksi
421,Lagerfeuer::N,falò,nuotio
422,Lagerfeuer::N,fuoco di bivacco,nuotio
423,Last::N,càrico,kuorma
424,Gang::N,andata,kulku
425,Gang::N,andata,käynti
426,Schritt::N,passo,askel
427,Norden::N,nord,pohjoinen
428,Norden::N,settentrione,pohjoinen
429,Süden::N,sud,etelä
430,Süden::N,meridione,etelä
431,Westen::N,òvest,länsi
432,Westen::N,occidente,länsi
433,Osten::N,est,itä
434,Osten::N,oriente,itä
435,Holz::N,legno,puu
436,Brett::N,asse,lauta
437,Brett::N,tàvola,lauta
438,Platte::N,lastra,levy
439,Platte::N,piastra,levy
440,Stütze::N,supporto,noja
441,Stange::N,sbarra,tanko
442,Stange::N,pèrtica,tanko
443,Stock::N,verga,keppi
444,Stock::N,bastone,keppi
445,Stock::N,bacchetta,keppi
446,Stab::N,asta,sauva
447,Stab::N,asta,seiväs
448,Rohr::N,tubo,putki
449,Haus::N,casa,talo
450,Heim::N,casa,koti
451,Ofen::N,stufa,uuni
452,Fußboden::N,pavimento,lattia
453,Tisch::N,tàvolo,pöytä
454,Stuhl::N,sedia,tuoli
455,Wiege::N,culla,kehto
456,Bett::N,letto,sänky
457,Regal::N,scaffale,hylly
458,Kiste::N,cassa,arkku
459,Kiste::N,cassa,kirstu
460,Kiste::N,cassa,laatikko
461,Fenster::N,finestra,ikkuna
462,Tür::N,porta,ovi
463,Tor::N,portone,portti
464,Zaun::N,recinto,aita
465,Dach::N,tetto,katto
466,Leiter::N,scala,tikkaat
467,Leiter::N,scala,tikapuut
468,Leiter::N,scala a pioli,tikkaat
469,Leiter::N,scala a pioli,tikapuut
470,Besen::N,scopa,luuta
471,Spaten::N,vanga,lapio
472,Schaufel::N,pala,lapio
473,Gabel::N,forchetta,haarukka
474,Löffel::N,cucchiaio,lusikka
475,Messer::N,coltello,veitsi
476,Nagel::N,chiodo,naula
477,Netz::N,rete,verkko
478,Haken::N,uncino,haka
479,Haken::N,uncino,koukku
480,Griff::N,mànico,ripa
481,Griff::N,mànico,kahva
482,Griff::N,maniglia,ripa
483,Griff::N,maniglia,kahva
484,Schloss::N,serratura,lukko
485,Bild::N,quadro,kuva
486,Bild::N,immàgine,kuva
487,Figur::N,figura,kuvio
488,Puppe::N,bàmbola,nukke
489,Beutel::N,borsa,pussi
490,Beutel::N,sacchetto,pussi
491,Bündel::N,fascio,nippu
492,Bündel::N,fascio,kimppu
493,Bündel::N,fagotto,nippu
494,Bündel::N,fagotto,kimppu
495,Tasche::N,borsa,laukku
496,Eimer::N,secchio,sanko
497,Eimer::N,secchio,ämpäri
498,Deckel::N,coperchio,kansi
499,Geschirr::N,stoviglie,astia
500,Sack::N,sacco,säkki
501,Tasse::N,tazza,kuppi
502,Topf::N,pèntola,pata
503,Kessel::N,paiolo,kattila
504,Kessel::N,calderone,kattila
505,Essen::N,pasto,syönti
506,Essen::N,mangiare,syönti
507,Nahrung::N,cibo,ruoka
508,Nahrung::N,cibo,ravinto
509,Nahrung::N,alimento,ruoka
510,Nahrung::N,alimento,ravinto
511,Speise::N,piatto,ruoka
512,Fleisch::N,carne,liha
513,Getreide::N,cereali,vilja
514,Brei::N,purè,puuro
515,Brei::N,pappa,puuro
516,Brot::N,pane,leipä
517,Scheibe::N,fetta,viipale
518,Scheibe::N,trancia,viipale
519,Fett::N,grasso,rasva
520,Butter::N,burro,voi
521,Öl::N,olio,öljy
522,Salz::N,sale,suola
523,Suppe::N,zuppa,keitto
524,Suppe::N,minestra,keitto
525,Honig::N,miele,hunaja
526,Milch::N,latte,maito
527,Tee::N,tè,tee
528,Leder::N,pelle,nahka
529,Wolle::N,lana,villa
530,Stoff::N,panno,kangas
531,Stoff::N,tessuto,kangas
532,Nadel::N,ago,neula
533,Faden::N,filo,lanka
534,Knopf::N,bottone,nappi
535,Knoten::N,nodo,solmu
536,Farbe::N,pittura,maali
537,Kleidung::N,vestiti,vaatteet
538,Kleidung::N,vestiario,vaatteet
539,Hemd::N,camicia,paita
540,Kragen::N,bàvero,kaulus
541,Kragen::N,colletto,kaulus
542,Ärmel::N,mànica,hiha
543,Hose::N,calzoni,housut
544,Gürtel::N,cintura,vyö
545,Mütze::N,berretto,lakki
546,Schuh::N,scarpa,kenkä
547,Stiefel::N,stivale,saapas
548,Ring::N,anello,sormus
549,Band::N,nastro,nauha
550,Band::N,fettuccia,nauha
551,Kamm::N,pèttine,kampa
552,Spiegel::N,specchio,peili
553,Riemen::N,cinghia,hihna
554,Schnur::N,corda,naru
555,Schnur::N,corda,nuora
556,Leine::N,guinzaglio,talutushihna
557,Decke::N,coperta,peite
558,Kissen::N,cuscino,tyyny
559,Kissen::N,cuscino,pielus
560,Kissen::N,guanciale,tyyny
561,Kissen::N,guanciale,pielus
562,Tuch::N,fazzoletto,huivi
563,Handtuch::N,asciugamano,pyyheliina
564,Kraft::N,forza,väki
565,Kraft::N,forza,voima
566,Stärke::N,forza,vahvuus
567,Stärke::N,vigore,vahvuus
568,Stärke::N,fortezza,vahvuus
569,Gesundheit::N,salute,terveys
570,Krankheit::N,malattìa,tauti
571,Krankheit::N,malattìa,sairaus
572,Schmerz::N,dolore,kipu
573,Schmerz::N,dolore,särky
574,Wunde::N,piaga,haava
575,Wunde::N,ferita,haava
576,Fieber::N,febbre,kuume
577,Arznei::N,fàrmaco,lääke
578,Arznei::N,medicina,lääke
579,Brücke::N,ponte,silta
580,Brunnen::N,pozzo,kaivo
581,Weide::N,pàscolo,laidun
582,Pfad::N,sentiero,polku
583,Weg::N,via,tie
584,Weg::N,cammino,tie
585,Straße::N,strada,katu
586,Dorf::N,paese,kylä
587,Dorf::N,villaggio,kylä
588,Stadt::N,città,kaupunki
589,Brief::N,lèttera,kirje
590,Buch::N,libro,kirja
591,Buchstabe::N,lèttera,kirjain
592,Zeitung::N,giornale,lehti
593,Zeitung::N,giornale,sanomalehti
594,Leben::N,vita,elo
595,Leben::N,vita,elämä
596,Tod::N,morte,kuolema
597,Grab::N,tomba,hauta
598,Grab::N,sepolcro,hauta
599,Kirche::N,chiesa,kirkko
600,Sünde::N,peccato,synti
601,Gott::N,dio,jumala
602,Arbeiter::N,operaio,työläinen
603,Arbeiter::N,lavoratore,työläinen
604,Chef::N,capo,päällikkö
605,Chef::N,padrone,päällikkö
606,Meister::N,mastro,mestari
607,Meister::N,maestro,mestari
608,Arzt::N,mèdico,lääkäri
609,Arzt::N,dottore,lääkäri
610,Lehrer::N,professore,opettaja
611,Geld::N,soldi,raha
612,Geld::N,denaro,raha
613,Geschäft::N,affare,liike
614,Geschäft::N,negozio,liike
615,Laden::N,negozio,puoti
616,Laden::N,negozio,kauppa
617,Preis::N,prezzo,hinta
618,Ware::N,merce,tavara
619,Nutzen::N,ùtile,hyöty
620,Nutzen::N,profitto,hyöty
621,Reichtum::N,ricchezza,rikkaus
622,Welt::N,mondo,maailma
623,Land::N,paese,maa
624,Staat::N,Stato,valtio
625,König::N,re,kuningas
626,Macht::N,potere,mahti
627,Grenze::N,confine,raja
628,Grenze::N,frontiera,raja
629,Krieg::N,guerra,sota
630,Feind::N,nemico,vihollinen
631,Gewalt::N,violenza,väkivalta
632,Kampf::N,lotta,taistelu
633,Bogen[Waffe]::N,arco,jousi
634,Pfeil::N,freccia,nuoli
635,Gewehr::N,fucile,kivääri
636,Fehler::N,errore,vika
637,Fehler::N,errore,virhe
638,Fehler::N,sbaglio,vika
639,Fehler::N,sbaglio,virhe
640,Lüge::N,bugìa,valhe
641,Lüge::N,menzogna,valhe
642,Schaden::N,danno,vaurio
643,Schaden::N,danno,vahinko
644,Unglück::N,sfortuna,vahinko
645,Unglück::N,sfortuna,onnettomuus
646,Schuld::N,colpa,syy
647,Alter::N,età,ikä
648,Schluss::N,fine,loppu
649,Zeit::N,tempo,aika
650,Tag::N,giorno,päivä
651,Tag::N,giornata,päivä
652,Morgen::N,mattina,aamu
653,Morgen::N,mattina,huomen
654,Mittag::N,mezzogiorno,keskipäivä
655,Abend::N,sera,ilta
656,Abend::N,serata,ilta
657,Nacht::N,notte,yö
658,Woche::N,settimana,viikko
659,Monat::N,mese,kuukausi
660,Jahr::N,anno,vuosi
661,Frühling::N,primavera,kevät
662,Sommer::N,estate,kesä
663,Herbst::N,autunno,syksy
664,Winter::N,inverno,talvi
665,Januar::N,gennaio,tammikuu
666,Februar::N,febbraio,helmikuu
667,März::N,marzo,maaliskuu
668,April::N,aprile,huhtikuu
669,Mai::N,maggio,toukokuu
670,Juni::N,giugno,kesäkuu
671,Juli::N,luglio,heinäkuu
672,August::N,agosto,elokuu
673,September::N,settembre,syyskuu
674,Oktober::N,ottobre,lokakuu
675,November::N,novembre,marraskuu
676,Dezember::N,dicembre,joulukuu
677,Montag::N,lunedì,maanantai
678,Dienstag::N,martedì,tiistai
679,Mittwoch::N,mercoledì,keskiviikko
680,Donnerstag::N,giovedì,torstai
681,Freitag::N,venerdì,perjantai
682,Samstag::N,sàbato,lauantai
683,Sonntag::N,domenica,sunnuntai
684,groß::A,grande,iso
685,groß::A,grande,suuri
686,klein::A,pìccolo,pieni
687,lang::A,lungo,pitkä
688,kurz::A,corto,lyhyt
689,breit::A,largo,leveä
690,schmal::A,stretto,kapea
691,dicht::A,denso,taaja
692,dick[Gegenstand]::A,spesso,paksu
693,dünn::A,sottile,ohut
694,fein::A,fine,hieno
695,fein::A,delicato,hieno
696,fest::A,sodo,luja
697,fest::A,fisso,luja
698,flach::A,piano,litteä
699,flach::A,piano,tasainen
700,flach::A,piatto,litteä
701,flach::A,piatto,tasainen
702,glatt::A,liscio,sileä
703,glatt::A,liscio,siloinen
704,hart::A,duro,kova
705,weich::A,molle,pehmeä
706,rund::A,rotondo,pyöreä
707,spitz::A,aguzzo,terävä
708,spitz::A,appuntito,terävä
709,scharf::A,affilato,terävä
710,scharf::A,tagliente,terävä
711,stumpf::A,smussato,tylsä
712,schwer::A,pesante,raskas
713,schwer::A,pesante,painava
714,schön::A,bello,kaunis
715,heiß::A,caldo,kuuma
716,heiß::A,bollente,kuuma
717,warm::A,caldo,lämmin
718,kalt::A,freddo,kylmä
719,kalt::A,freddo,viluinen
720,kühl::A,fresco,viileä
721,frisch::A,fresco,tuore
722,feucht::A,ùmido,kostea
723,nass::A,bagnato,märkä
724,trocken::A,secco,kuiva
725,voll::A,pieno,täysi
726,leer::A,vuoto,tyhjä
727,offen::A,aperto,avonainen
728,geschlossen::A,chiuso,suljettu
729,sauber::A,netto,puhdas
730,sauber::A,pulito,puhdas
731,schmutzig::A,sporco,likainen
732,schmutzig::A,sùdicio,likainen
733,roh::A,crudo,raaka
734,reif::A,maturo,kypsä
735,lecker::A,ghiotto,herkullinen
736,lecker::A,squisito,herkullinen
737,süß::A,dolce,makea
738,bitter::A,amaro,karvas
739,bitter::A,amaro,kitkerä
740,sauer::A,aspro,hapan
741,sauer::A,acerbo,hapan
742,hell::A,chiaro,kirkas
743,hell::A,chiaro,valoisa
744,dunkel::A,buio,pimeä
745,dunkel::A,oscuro,pimeä
746,schwarz::A,nero,musta
747,weiß::A,bianco,valkea
748,rot::A,rosso,punainen
749,gelb::A,giallo,keltainen
750,blau::A,blu,sininen
751,blau::A,azzurro,sininen
752,grün::A,verde,vihreä
753,grau::A,grigio,harmaa
754,bunt::A,variopinto,kirjava
755,billig::A,a buon prezzo,halpa
756,billig::A,a buon prezzo,huokea
757,billig::A,a buon mercato,halpa
758,billig::A,a buon mercato,huokea
759,teuer::A,caro,kallis
760,wertvoll::A,prezioso,arvokas
761,blind::A,cieco,sokea
762,taub::A,sordo,kuuro
763,kräftig::A,forte,väkevä
764,kräftig::A,forte,voimakas
765,kräftig::A,robusto,väkevä
766,kräftig::A,robusto,voimakas
767,stark::A,forte,vahva
768,stark::A,vigoroso,vahva
769,schwach::A,dèbole,heikko
770,fett::A,grasso,lihava
771,schlank::A,snello,hoikka
772,schlank::A,snello,solakka
773,schlank::A,slanciato,hoikka
774,schlank::A,slanciato,solakka
775,hübsch::A,bello,soma
776,hübsch::A,bello,sievä
777,hübsch::A,carino,soma
778,hübsch::A,carino,sievä
779,böse::A,cattivo,paha
780,böse::A,cattivo,häijy
781,dumm::A,stùpido,tyhmä
782,dumm::A,stùpido,typerä
783,faul::A,pigro,laiska
784,fleißig::A,diligente,ahkera
785,geizig::A,avaro,saita
786,klug::A,intelligente,älykäs
787,geschickt::A,àbile,taitava
788,lieb::A,caro,rakas
789,lustig::A,gaio,hauska
790,lustig::A,gaio,iloinen
791,lustig::A,allegro,hauska
792,lustig::A,allegro,iloinen
793,sanft::A,dolce,lauha
794,sanft::A,dolce,lempeä
795,hungrig::A,affamato,nälkäinen
796,krank::A,malato,sairas
797,krank::A,infermo,sairas
798,nackt::A,nudo,alaston
799,traurig::A,triste,surullinen
800,traurig::A,triste,murheellinen
801,lebendig::A,vivo,elävä
802,gut::A,buono,hyvä
803,schlecht::A,cattivo,paha
804,schlecht::A,cattivo,huono
805,richtig::A,giusto,oikea
806,schlimm::A,grave,paha
807,wahr::A,vero,tosi
808,alt::A,vecchio,vanha
809,neu::A,nuovo,uusi
810,ehemalig::A,vecchio,entinen
811,ehemalig::A,vecchio,muinainen
812,ehemalig::A,d'una_volta,entinen
813,ehemalig::A,d'una_volta,muinainen
814,alt[Lebewesen]::A,anziano,vanha
815,jung::A,giovane,nuori
816,arm::A,pòvero,köyhä
817,reich::A,ricco,rikas
818,bekannt::A,noto,tuttu
819,bekannt::A,noto,tunnettu
820,bekannt::A,conosciuto,tuttu
821,bekannt::A,conosciuto,tunnettu
