,Concept_ID,tt,he
196,Heu::N,печән,חציר
197,Schale::N,кабык,קלפה
198,Grube::N,баз,בור
199,Grube::N,баз,שוחה
200,Grube::N,чокыр,בור
201,Grube::N,чокыр,שוחה
202,Falle::N,тозак,מלכדת
203,Falle::N,капкын,מלכדת
204,Schlinge::N,элмәк,לולאה
205,Spur::N,эз,עקבה
206,Asche::N,көл,אפר
207,Dreck::N,пычрак,זהמה
208,Eisen::N,тимер,ברזל
209,Gold::N,алтын,זהב
210,Silber::N,көмеш,כסף
211,Kohle::N,күмер,פחם
212,Glas::N,пыяла,זכוכית
213,Lehm::N,балчык,חרסית
214,Sand::N,ком,חול
215,Mensch::N,адәм,אדם
216,Mensch::N,инсан,אדם
217,Mann::N,ир,איש
218,Mann::N,ир,גבר
219,Frau::N,хатын,אשה
220,Frau::N,хатын,גברת
221,Kind::N,бала,ילד
222,Junge::N,малай,ילד
223,Mädchen::N,кыз,נערה
224,Familie::N,гаилә,משפחה
225,Großvater::N,бабай,סבא
226,Großmutter::N,әби,סבתא
227,Eltern::N,ата-ана,הורים
228,Vater::N,ата,אב
229,Mutter::N,ана,אם
230,Sohn::N,ул,בן
231,Tochter::N,кыз,בת
232,Bruder::N,кардәш,אח
233,Schwester::N,апа,אחות
234,Schwester::N,сеңел,אחות
235,Onkel::N,дәдә,דוד
236,Onkel::N,дәдәй,דוד
237,Tante::N,түти,דודה
238,Tante::N,тәтәй,דודה
239,Ehemann::N,ир,איש
240,Ehemann::N,ир,בעל
241,Ehefrau::N,хатын,אשה
242,Freude::N,сөенеч,שמחה
243,Gelächter::N,көлү,צחוק
244,Gelächter::N,көлеш,צחוק
245,Glück::N,бәхет,אשר
246,Kummer::N,хәсрәт,יגון
247,Kummer::N,хәсрәт,עגמה
248,Wunsch::N,теләк,אחול
249,Wunsch::N,теләк,משאלה
250,Lust::N,теләк,חשק
251,Lust::N,теләк,תשוקה
252,Lust::N,теләү,חשק
253,Lust::N,теләү,תשוקה
254,Geist::N,рух,רוח
255,Gedanke::N,уй,מחשבה
256,Gedanke::N,фикер,מחשבה
257,Gedächtnis::N,хәтер,זכרון
258,Verstand::N,акыл,שכל
259,Sinn::N,мәгънә,מובן
260,Sinn::N,мәгънә,משמעות
261,Grund::N,сәбәп,סבה
262,Wahrheit::N,хак,אמת
263,Gespräch::N,әңгәмә,דיון
264,Märchen::N,әкият,אגדה
265,Erzählung::N,хикәя,ספור
266,Nachricht::N,хәбәр,ידיעה
267,Neuigkeit::N,яңалык,חדשה
268,Name::N,исем,שם
269,Rätsel::N,табышмак,תעלומה
270,Rede::N,нотык,נאום
271,Sprache::N,тел,לשון
272,Stimme::N,тавыш,קול
273,Wort::N,сүз,מלה
274,Zeichen::N,ишарә,סימן
275,Ruf::N,дәшү,קריאה
276,Lärm::N,шау,רעש
277,Laut::N,аваз,הגה
278,Ton::N,шалтырату,צליל
279,Lied::N,җыр,שיר
280,Ruhe::N,тынлык,שלוה
281,Leute::N,халык,אנשים
282,Volk::N,халык,עם
283,Arbeit::N,эш,עבודה
284,Arbeit::N,хезмәт,עבודה
285,Gast::N,кунак,אורח
286,Geschenk::N,бүләк,מתנה
287,Spiel::N,уен,משחק
288,Gesellschaft::N,җәмгыять,חברה
289,Hilfe::N,ярдәм,עזרה
290,Hilfe::N,булышлык,עזרה
291,Freund::N,дус,חבר
292,Freund::N,дус,ידיד
293,Kamerad::N,иптәш,רע
294,Angelegenheit::N,эш,ענין
295,Anzahl::N,микъдар,מספר
296,Art::N,төр,סוג
297,Stück::N,кисәк,חתיכה
298,Teil::N,өлеш,פרק
299,Hälfte::N,ярым,חצי
300,Kreis::N,түгәрәк,מעגל
301,Kreuz::N,хач,צלב
302,Kreuz::N,тәре,צלב
303,Linie::N,сызык,קו
304,Strich::N,сызык,קו קצר
305,Abstand::N,ара,מרחק
306,Entfernung::N,ераклык,מרחק
307,Gegend::N,урын,נוף
308,Platz::N,бушлык,שטח
309,Ort::N,урын,אתר
310,Ort::N,урын,מקום
311,Seite::N,як,צד
312,Mitte::N,урта,אמצע
313,Gegenstand::N,нәрсә,אוביקט
314,Sache::N,нәрсә,דבר
315,Rand::N,чит,פרור
316,Kante::N,кырый,קצה
317,Ecke::N,почмак,פנה
318,Spitze::N,оч,קצה
319,Ende::N,азак,סוף
320,Loch::N,тишек,חר
321,Winkel::N,почмак,פנה
322,Muster::N,парча,תבנית
323,Größe::N,зурлык,גדל
324,Länge::N,озынлык,ארך
325,Höhe::N,биеклек,קומה
326,Höhe::N,биеклек,גבה
327,Gewicht::N,авырлык,משקל
328,Menge::N,микъдар,כמות
329,Haufen::N,өем,ערמה
330,Reihe::N,рәт,רצף
331,Boot::N,каек,סירה
332,Boot::N,көймә,סירה
333,Ruder::N,ишкәк,משוט
334,Schlitten::N,чана,מזחלת
335,Ski::N,чаңгы,מגלשים
336,Lagerfeuer::N,костёр,מדורה
337,Last::N,йөк,משא
338,Gang::N,йөреш,הליכה
339,Schritt::N,адым,צעד
340,Norden::N,төньяк,צפון
341,Süden::N,көньяк,דרום
342,Westen::N,көнбатыш,מערב
343,Osten::N,шәрык,מזרח
344,Osten::N,көнчыгыш,מזרח
345,Holz::N,агач,עץ
346,Brett::N,такта,קרש
347,Platte::N,плитә,לוח
348,Stütze::N,таяу,משען
349,Stange::N,колга,מוט
350,Stock::N,таяк,מקל
351,Stab::N,таяк,מוט
352,Rohr::N,торба,צנור
353,Haus::N,өй,בית
354,Haus::N,йорт,בית
355,Heim::N,гаилә,בית
356,Heim::N,нәсел,בית
357,Ofen::N,мич,תנור
358,Fußboden::N,идән,רצפה
359,Tisch::N,өстәл,שלחן
360,Stuhl::N,утыргыч,כסא
361,Wiege::N,бишек,ערש
362,Bett::N,ятак,מטה
363,Bett::N,урын-җир,מטה
364,Regal::N,киштә,מדף
365,Regal::N,шүрлек,מדף
366,Kiste::N,әрҗә,תבה
367,Kiste::N,әрҗә,ארגז
368,Fenster::N,тәрәзә,חלון
369,Tür::N,ишек,דלת
370,Tor::N,капка,שער
371,Zaun::N,койма,גדר
372,Dach::N,түбә,גג
373,Leiter::N,баскыч,סלם
374,Besen::N,себерке,מטאטא
375,Spaten::N,көрәк,את
376,Schaufel::N,көрәк,את
377,Gabel::N,чәннечке,מזלג
378,Löffel::N,кашык,כף
379,Messer::N,пычак,סכין
380,Nagel::N,кадак,מסמר
381,Netz::N,челтәр,רשת
382,Haken::N,ыргак,וו
383,Haken::N,ыргак,קרס
384,Griff::N,тотка,ידית
385,Schloss::N,йозак,מנעול
386,Bild::N,рәсем,תמונה
387,Bild::N,картина,תמונה
388,Figur::N,сын,פסל
389,Figur::N,фигура,פסל
390,Puppe::N,курчак,בבה
391,Beutel::N,луза,שק
392,Bündel::N,бәйләм,צרור
393,Tasche::N,букча,שקית
394,Eimer::N,чиләк,דלי
395,Deckel::N,капкач,מכסה
396,Geschirr::N,савыт-саба,כלים
397,Geschirr::N,кашык-аяк,כלים
398,Sack::N,капчык,שק
399,Tasse::N,чынаяк,ספל
400,Topf::N,чүлмәк,סיר
401,Kessel::N,казан,קנקן
402,Essen::N,ашау,אכל
403,Essen::N,ашау,ארוחה
404,Nahrung::N,азык,הזנה
405,Nahrung::N,азык,תזונה
406,Nahrung::N,тәгам,הזנה
407,Nahrung::N,тәгам,תזונה
408,Nahrung::N,ашамлык,הזנה
409,Nahrung::N,ашамлык,תזונה
410,Speise::N,ризык,מאכל
411,Speise::N,ризык,ארוחה
412,Fleisch::N,ит,בשר
413,Getreide::N,ашлык,דגן
414,Brei::N,ботка,מחית
415,Brot::N,ипи,לחם
416,Brot::N,икмәк,לחם
417,Scheibe::N,телем,עגול
418,Scheibe::N,телем,פרוסה
419,Fett::N,май,שמן
420,Butter::N,май,חמאה
421,Öl::N,май,שמן
422,Salz::N,тоз,מלח
423,Suppe::N,шулпа,מרק
424,Honig::N,бал,דבש
425,Milch::N,сөт,חלב
426,Tee::N,чәй,תה
427,Leder::N,күн,עור
428,Wolle::N,йон,צמר
429,Stoff::N,тукыма,בד
430,Stoff::N,тукыма,אריג
431,Nadel::N,энә,מחט
432,Faden::N,җеп,חוט
433,Knopf::N,төймә,כפתור
434,Knoten::N,төен,קשר
435,Farbe::N,буяу,צבע
436,Kleidung::N,кием,בגדים
437,Hemd::N,күлмәк,חלצה
438,Kragen::N,яка,צוארון
439,Ärmel::N,җиң,שרוול
440,Hose::N,чалбар,מכנסים
441,Gürtel::N,билбау,חגורה
442,Mütze::N,бүрек,כובע
443,Schuh::N,башмак,נעל
444,Stiefel::N,итек,מגף
445,Ring::N,балдак,טבעת
446,Band::N,тасма,סרט
447,Kamm::N,тарак,מסרק
448,Spiegel::N,көзге,מראה
449,Riemen::N,каеш,רצועה
450,Schnur::N,бау,חבל
451,Leine::N,тезген,מושכות
452,Decke::N,юрган,שמיכה
453,Kissen::N,мендәр,כרית
454,Tuch::N,яулык,צעיף
455,Handtuch::N,сөлгә,מגבת
456,Kraft::N,егәр,כוח
457,Kraft::N,дәрман,כוח
458,Stärke::N,көч,און
459,Stärke::N,дәрман,און
460,Gesundheit::N,саулык,בריאות
461,Krankheit::N,чир,מחלה
462,Krankheit::N,хаста,מחלה
463,Krankheit::N,сырхау,מחלה
464,Schmerz::N,авырту,כאב
465,Wunde::N,яра,פציעה
466,Wunde::N,җәрәхәт,פציעה
467,Fieber::N,бизгәк,חם
468,Arznei::N,дару,תרופה
469,Brücke::N,күпер,גשר
470,Brunnen::N,кое,באר
471,Weide::N,утлавык,אחו
472,Weide::N,утлавык,מרעה
473,Pfad::N,сукмак,שביל
474,Pfad::N,сукмак,מדרכה
475,Weg::N,юл,דרך
476,Straße::N,урам,כביש
477,Dorf::N,авыл,כפר
478,Stadt::N,шәһәр,עיר
479,Brief::N,хат,מכתב
480,Buch::N,китап,ספר
481,Buchstabe::N,хәреф,אות
482,Zeitung::N,газет,עתון
483,Zeitung::N,газета,עתון
484,Leben::N,гомер,חיים
485,Leben::N,тормыш,חיים
486,Leben::N,тереклек,חיים
487,Tod::N,үлем,מות
488,Grab::N,гүр,קבר
489,Grab::N,кабер,קבר
490,Kirche::N,чиркәү,כנסיה
491,Sünde::N,язык,חטא
492,Sünde::N,гөнаһ,חטא
493,Gott::N,алла,אל
494,Gott::N,ходай,אל
495,Arbeiter::N,эшче,פועל
496,Chef::N,башлык,ראש
497,Chef::N,башлык,מנהל
498,Meister::N,оста,ממחה
499,Arzt::N,врач,רופא
500,Arzt::N,табиб,רופא
501,Lehrer::N,укытучы,מורה
502,Lehrer::N,мөгаллим,מורה
503,Geld::N,акча,כסף
504,Geschäft::N,эш,עסקה
505,Laden::N,кибет,חנות
506,Laden::N,магазин,חנות
507,Preis::N,бәя,מחיר
508,Preis::N,бәһа,מחיר
509,Ware::N,товар,סחורה
510,Nutzen::N,файда,תועלת
511,Reichtum::N,байлык,עשר
512,Welt::N,дөнья,עולם
513,Land::N,ил,ארץ
514,Staat::N,дәүләт,מדינה
515,König::N,патша,מלך
516,Macht::N,хакимият,כוח
517,Grenze::N,чик,גבול
518,Krieg::N,сугыш,מלחמה
519,Feind::N,дошман,אויב
520,Gewalt::N,көчләү,אלימות
521,Kampf::N,көрәш,קרב
522,Kampf::N,көрәш,לחימה
523,Bogen[Waffe]::N,җәя,קשת
524,Pfeil::N,ук,חץ
525,Gewehr::N,мылтык,רובה
526,Fehler::N,хата,טעות
527,Lüge::N,ялган,שקר
528,Schaden::N,зыян,נזק
529,Schaden::N,зарар,נזק
530,Unglück::N,бәла,מזל רע
531,Schuld::N,гаеп,אשמה
532,Alter::N,яшь,גיל
533,Schluss::N,ахыр,סיום
534,Zeit::N,заман,זמן
535,Tag::N,көн,יום
536,Morgen::N,иртә,בקר
537,Mittag::N,өйлә,צהרים
538,Abend::N,кич,ערב
539,Nacht::N,төн,לילה
540,Woche::N,атна,שבוע
541,Monat::N,ай,חדש
542,Jahr::N,ел,שנה
543,Frühling::N,яз,אביב
544,Sommer::N,җәй,קיץ
545,Herbst::N,көз,סתו
546,Winter::N,кыш,חרף
547,Januar::N,гыйнвар,ינואר
548,Februar::N,февраль,פברואר
549,März::N,март,מרץ
550,April::N,апрель,אפריל
551,Mai::N,май,מאי
552,Juni::N,июнь,יוני
553,Juli::N,июль,יולי
554,August::N,август,אוגוסט
555,September::N,сентябрь,ספטמבר
556,Oktober::N,октябрь,אוקטובר
557,November::N,ноябрь,נובמבר
558,Dezember::N,декабрь,דצמבר
559,Montag::N,дүшәмбе,יום שני
560,Dienstag::N,сишәмбе,יום שלישי
561,Mittwoch::N,чәршәмбе,יום רביעי
562,Donnerstag::N,атнакич,יום חמישי
563,Donnerstag::N,пәнҗешәмбе,יום חמישי
564,Freitag::N,җомга,יום ששי
565,Samstag::N,шимбә,יום שבת
566,Sonntag::N,якшәмбе,יום ראשון
567,groß::A,зур,גדול
568,klein::A,кечкенә,קטן
569,lang::A,озын,ארך
570,kurz::A,кыска,קצר
571,breit::A,киң,רחב
572,schmal::A,кысык,צר
573,dicht::A,куе,צפוף
574,dick[Gegenstand]::A,калын,עבה
575,dünn::A,нечкә,דק
576,fein::A,нәзакәтле,מעדן
577,fest::A,нык,מוצק
578,flach::A,яссы,שטוח
579,flach::A,ялпак,שטוח
580,glatt::A,шома,חלק
581,hart::A,каты,קשיח
582,weich::A,йомшак,רך
583,rund::A,түгәрәк,עגל
584,spitz::A,очлы,חד
585,scharf::A,үткен,חד
586,stumpf::A,үтмәс,קהה
587,schwer::A,салмак,כבד
588,schön::A,гүзәл,יפה
589,heiß::A,эссе,חם
590,warm::A,җылы,חם
591,kalt::A,суык,קר
592,kalt::A,салкын,קר
593,kühl::A,салкынча,צונן
594,frisch::A,салкынча,טרי
595,feucht::A,юеш,לח
596,nass::A,дымлы,רטוב
597,trocken::A,коры,יבש
598,voll::A,тулы,מלא
599,leer::A,буш,ריק
600,offen::A,ачык,פתוח
601,geschlossen::A,йомык,סגור
602,sauber::A,пакь,נקי
603,sauber::A,чиста,נקי
604,schmutzig::A,керле,מלכלך
605,schmutzig::A,пычрак,מלכלך
606,roh::A,чи,חי
607,reif::A,өлгергән,בשל
608,lecker::A,тәмле,טעים
609,süß::A,татлы,מתוק
610,bitter::A,ачы,מר
611,sauer::A,әче,חמוץ
612,hell::A,якты,בהיר
613,dunkel::A,кара,עמום
614,schwarz::A,кара,שחר
615,weiß::A,ак,לבן
616,rot::A,кызыл,אדם
617,gelb::A,сары,צהב
618,blau::A,күк,כחל
619,grün::A,яшел,ירק
620,grau::A,соры,אפר
621,bunt::A,чуар,צבעוני
622,billig::A,арзан,זול
623,teuer::A,хаклы,יקר
624,wertvoll::A,кыйммәтле,יקר ערך
625,blind::A,сукыр,עור
626,blind::A,күзсез,עור
627,taub::A,чукрак,חרש
628,taub::A,саңгырау,חרש
629,kräftig::A,егәрле,חסן
630,stark::A,нык,חזק
631,stark::A,базык,חזק
632,schwach::A,зәгыйфь,חלש
633,fett::A,симез,שמן
634,schlank::A,нәзек,רזה
635,hübsch::A,чибәр,יפה תאר
636,böse::A,усал,רשע
637,dumm::A,акылсыз,טפש
638,faul::A,ялкау,עצלן
639,faul::A,иренчәк,עצלן
640,fleißig::A,тырыш,חרוץ
641,fleißig::A,тырышучан,חרוץ
642,geizig::A,саран,קמצן
643,klug::A,акыллы,נבון
644,klug::A,акыллы,פקח
645,geschickt::A,маһир,מימן
646,lieb::A,сөекле,יקר
647,lieb::A,сөекле,אהוב
648,lustig::A,күңелле,עליז
649,sanft::A,басынкы,עדין
650,hungrig::A,ач,רעב
651,krank::A,чирле,חולה
652,krank::A,сырхау,חולה
653,nackt::A,шәрә,ערום
654,traurig::A,ямансу,עצוב
655,lebendig::A,тере,חי
656,gut::A,яхшы,טוב
657,schlecht::A,начар,גרוע
658,richtig::A,дөрес,נכון
659,schlimm::A,әшәкә,רע
660,wahr::A,чып-чын,אמתי
661,alt::A,иске,ישן
662,neu::A,яңа,חדש
663,ehemalig::A,элекке,לשעבר
664,alt[Lebewesen]::A,карт,זקן
665,jung::A,яшь,צעיר
666,arm::A,фәкыйрь,עני
667,reich::A,бай,עשיר
668,bekannt::A,таныш,ידוע
669,berühmt::A,атаклы,מפרסם
670,fremd::A,ят,זר
671,verschieden::A,төрле,שונה
672,nah::A,якын,קרוב
673,fern::A,ерак,רחוק
674,linker::A,сул,שמאלי
675,rechter::A,уң,ימין
676,anderer::A,бүтән,אחר
677,erster::A,беренче,ראשון
678,zweiter::A,икенче,שני
679,dritter::A,өченче,שלישי
680,letzter::A,ахыргы,אחרון
681,allein::ADV,ялгыз,לבד
682,auf einmal::ADV,бердән,בו-זמנית
683,zusammen::ADV,бергә,ביחד
684,lange::ADV,озак,הרבה זמן
685,plötzlich::ADV,искәрмәстән,לפתע
686,plötzlich::ADV,искәрмәстән,פתאום
687,sofort::ADV,хәзер,מיד
688,später::ADV,соңрак,לאחר זמן
689,später::ADV,соңрак,יותר מאחר
690,jetzt::ADV,хәзер,עכשיו
691,heute::ADV,бүген,היום
692,morgen::ADV,иртәгә,מחר
693,bald::ADV,тиздән,בקרוב
694,dann::ADV,аннары,אחר-כך
695,gestern::ADV,кичә,אתמול
696,einst::ADV,берчак,לפנים
697,damals::ADV,ул вакытта,אז
698,damals::ADV,ул чакта,אז
699,danach::ADV,да,אחר-כך
700,vorher::ADV,элек,לפני זה
701,zuerst::ADV,башта,קדם
702,einmal::ADV,бер,פעם
703,einmal::ADV,бер мәртәбә,פעם
704,manchmal::ADV,кайчакта,לפעמים
705,oft::ADV,еш,לעתים קרובות
706,immer::ADV,һәркайчан,תמיד
707,niemals::ADV,hичбер вакыт,אף פעם
708,hier::ADV,монда,כאן
709,hier::ADV,биредә,כאן
710,hierhin::ADV,монда,פה
711,von hier::ADV,моннан,מפה
712,dort::ADV,анда,שם
713,dorthin::ADV,тегеләй,שם
714,geradeaus::ADV,турыдан-туры,ישר
715,vorwärts::ADV,алга,קדימה
716,rückwärts::ADV,кире,לאחור
717,zurück::ADV,кире,בחזרה
718,zurück::ADV,кире,אחורנית
719,unten::ADV,түбәндә,למטה
720,hinab::ADV,аска,למטה
721,oben::ADV,өстә,מעל
722,oben::ADV,өстә,למעלה
723,oben::ADV,югарыда,מעל
724,oben::ADV,югарыда,למעלה
725,hinauf::ADV,өскә,למעלה
726,überall::ADV,hәркайда,בכל מקום
727,nicht::ADV,түгел,לא
728,ein wenig::ADV,бераз,קצת
729,kaum::ADV,көчкә,בקשי
730,sehr::ADV,бик,מאוד
731,so::ADV,алай,כך
732,so::ADV,алай,ככה
733,noch::ADV,янә,עוד
734,noch::ADV,янә,עדין
735,noch::ADV,тагын,עוד
736,noch::ADV,тагын,עדין
737,nur::ADV,фәкать,רק
738,schon::ADV,инде,כבר
739,wieder::ADV,янә,שוב
740,wieder::ADV,тагын,שוב
741,vergebens::ADV,юкка,לריק
742,vergebens::ADV,юкка,לשוא
743,vor::PRP,алдыннан,מול
744,hinter::PRP,арттан,מאחורי
745,unter::PRP,астында,מתחת
746,durch::PRP,аша,דרך
747,neben::PRP,тирәсендә,ליד
748,neben::PRP,тирәсендә,על-יד
749,zwischen::PRP,арасында,בין
750,wegen::PRP,сәбәпле,בשל
751,wegen::PRP,сәбәпле,בגלל
752,dies::PRN,бу,זה
753,das::PRN,ул,זה
754,alles::PRN,һәммә,הכל
755,ich::PRN,мин,אני
756,du::PRN,син,את
757,du::PRN,син,אתה
758,er::PRN,ул,הוא
759,wir::PRN,без,אנחנו
760,ihr::PRN,сез,לה
761,sie::PRN,ул,הם
762,was::FPRN,ни,מה
763,was::FPRN,нәрсә,מה
764,wer::FPRN,кем,מי
765,wo::FADV,кайда,איפה
766,wohin::FADV,кая,לאן
767,wie::FADV,ничек,איך
768,warum::FADV,нигә,למה
769,wieviel::FNUM,ничә,כמה
770,eins::NUM,бер,אחד
771,zwei::NUM,ике,שתים
772,drei::NUM,өч,שלושה
773,vier::NUM,дүрт,ארבעה
774,fünf::NUM,биш,חמשה
775,sechs::NUM,алты,ששה
776,sieben::NUM,җиде,שבעה
777,acht::NUM,сигез,שמונה
778,neun::NUM,тугыз,תשעה
779,zehn::NUM,ун,עשרה
780,elf::NUM,унбер,אחת עשרה
781,zwölf::NUM,унике,שתים עשרה
782,zwanzig::NUM,егерме,עשרים
783,dreißig::NUM,утыз,שלושים
784,vierzig::NUM,кырык,ארבעים
785,fünfzig::NUM,илле,חמשים
786,sechzig::NUM,алтмыш,ששים
787,siebzig::NUM,җитмеш,שבעים
788,achtzig::NUM,сиксән,שמונים
789,neunzig::NUM,туксан,תשעים
790,hundert::NUM,йөз,מאה
791,tausend::NUM,мең,אלף
792,und::CNJ,вә,ו
793,oder::CNJ,яки,או
794,oder::CNJ,яисә,או
795,stehen::V,тору,עמד
796,sitzen::V,утыру,ישב
797,liegen::V,яту,שכב
798,hängen::V,эленү,היה תלוי
799,werden::V,булу,הפך ל
800,passieren::V,булу,קרה
801,beginnen::V,башлану,התחיל
802,enden::V,бетү,הסתים
