,Concept_ID,ro,se
57,Gesicht::N,față,ámadadju
58,Gesicht::N,față,muáđuh
59,Gesicht::N,față,muâđ
60,Gesicht::N,față,ка̄ссв
61,Gesicht::N,figură,ååredæjja
62,Gesicht::N,figură,muohto
63,Gesicht::N,figură,muođut
64,Gesicht::N,figură,ámadadju
65,Gesicht::N,figură,muáđuh
66,Gesicht::N,figură,muâđ
67,Gesicht::N,figură,ка̄ссв
68,Stirn::N,frunte,gaalloe
69,Stirn::N,frunte,gállo
70,Stirn::N,frunte,gállu
71,Stirn::N,frunte,kállu
72,Stirn::N,frunte,käll
73,Stirn::N,frunte,вуэххьц
74,Haar::N,păr,voepte
75,Haar::N,păr,vuoppta
76,Haar::N,păr,vuokta
77,Haar::N,păr,vuop'tâ
78,Haar::N,păr,vuõpt
79,Haar::N,păr,вӯппт
80,Schnurrbart::N,mustață,bijjie-skaavtjoe
81,Schnurrbart::N,mustață,njunjevuolskávttjá
82,Schnurrbart::N,mustață,seamu
83,Schnurrbart::N,mustață,siämu
84,Schnurrbart::N,mustață,ää´bben
85,Schnurrbart::N,mustață,о̄а̄бпан
86,Bart::N,barbă,skaavtja
87,Bart::N,barbă,skaavtjoe
88,Bart::N,barbă,skávttjá
89,Bart::N,barbă,seamu
90,Bart::N,barbă,siämu
91,Bart::N,barbă,seäm
92,Bart::N,barbă,ся̄м
93,Kinn::N,bărbie,gaejpie
94,Kinn::N,bărbie,gájbbe
95,Kinn::N,bărbie,gáibi
96,Kinn::N,bărbie,käibi
97,Kinn::N,bărbie,käi´bb
98,Kinn::N,bărbie,ка̄ййп
99,Kiefer[Anatomie]::N,falcă,gaejpie
100,Kiefer[Anatomie]::N,falcă,oalol
101,Kiefer[Anatomie]::N,falcă,oaloldákte
102,Kiefer[Anatomie]::N,falcă,gáibi
103,Kiefer[Anatomie]::N,falcă,uá'lultähti
104,Kiefer[Anatomie]::N,falcă,vuâl'lõš
105,Kiefer[Anatomie]::N,falcă,вуаллнешш
106,Kehle::N,beregată,gealoe
107,Kehle::N,beregată,tjåttå
108,Kehle::N,beregată,njiello
109,Kehle::N,beregată,čotta
110,Kehle::N,beregată,čuudâ
111,Kehle::N,beregată,čoodd
112,Kehle::N,beregată,чонт
113,Kehle::N,beregată,кэ̄ҏс
114,Hals::N,gât,tjeapohke
115,Hals::N,gât,tjiebet
116,Hals::N,gât,čeabet
117,Hals::N,gât,čiäppát
118,Hals::N,gât,čeäppat
119,Hals::N,gât,ча̄пэх
120,Genick::N,ceafă,tjovrese
121,Genick::N,ceafă,nisske
122,Genick::N,ceafă,niehkki
123,Genick::N,ceafă,niski
124,Genick::N,ceafă,niek'ki
125,Genick::N,ceafă,nji´šǩǩmaadd
126,Genick::N,ceafă,нышшькмоант
127,Kopf::N,cap,åejjie
128,Kopf::N,cap,oajvve
129,Kopf::N,cap,oaivi
130,Kopf::N,cap,uái'vi
131,Kopf::N,cap,vuei´vv
132,Kopf::N,cap,вуэййв
133,Rücken::N,dos,rudtje
134,Rücken::N,dos,hárddo
135,Rücken::N,dos,tjavelk
136,Rücken::N,dos,sealgi
137,Rücken::N,dos,selgi
138,Rücken::N,dos,čielgi
139,Rücken::N,dos,seä´lǧǧ
140,Rücken::N,dos,се̄лльк
141,Rücken::N,spate,rudtje
142,Rücken::N,spate,hárddo
143,Rücken::N,spate,tjavelk
144,Rücken::N,spate,sealgi
145,Rücken::N,spate,selgi
146,Rücken::N,spate,čielgi
147,Rücken::N,spate,seä´lǧǧ
148,Rücken::N,spate,се̄лльк
149,Rücken::N,spinare,rudtje
150,Rücken::N,spinare,hárddo
151,Rücken::N,spinare,tjavelk
152,Rücken::N,spinare,sealgi
153,Rücken::N,spinare,selgi
154,Rücken::N,spinare,čielgi
155,Rücken::N,spinare,seä´lǧǧ
156,Rücken::N,spinare,се̄лльк
157,Bauch::N,burtă,tjåejjie
158,Bauch::N,burtă,tjoajvve
159,Bauch::N,burtă,čoavji
160,Bauch::N,burtă,čuáv'ji
161,Bauch::N,burtă,čåu´jj
162,Bauch::N,burtă,чо̄ввьй
163,Bauch::N,pântece,tjåejjie
164,Bauch::N,pântece,tjoajvve
165,Bauch::N,pântece,čoavji
166,Bauch::N,pântece,čuáv'ji
167,Bauch::N,pântece,čåu´jj
168,Bauch::N,pântece,чо̄ввьй
169,Nabel::N,buric,naepie
170,Nabel::N,buric,náhpe
171,Nabel::N,buric,náhpi
172,Nabel::N,buric,nääpi
173,Nabel::N,buric,nää´pp
174,Nabel::N,buric,на̄бпь
175,Busen::N,sân,boenge
176,Busen::N,sân,bållå
177,Busen::N,sân,čižži
178,Busen::N,sân,njamma
179,Busen::N,sân,njižže
180,Busen::N,sân,nje´ǯǯ
181,Busen::N,sân,раннҍт
182,Brust::N,piept,mïelke
183,Brust::N,piept,radde
184,Brust::N,piept,mielgga
185,Brust::N,piept,raddi
186,Brust::N,piept,radde
187,Brust::N,piept,râ´dd
188,Brust::N,piept,раннҍт
189,Schulter::N,umăr,åelkie
190,Schulter::N,umăr,oalgge
191,Schulter::N,umăr,hárdu
192,Schulter::N,umăr,ärdee
193,Schulter::N,umăr,uál'gi
194,Schulter::N,umăr,a´rddi
195,Schulter::N,umăr,vuä´lǧǧ
196,Schulter::N,umăr,вуэллык
197,Schulter::N,spate,åelkie
198,Schulter::N,spate,oalgge
199,Schulter::N,spate,hárdu
200,Schulter::N,spate,ärdee
201,Schulter::N,spate,uál'gi
202,Schulter::N,spate,a´rddi
203,Schulter::N,spate,vuä´lǧǧ
204,Schulter::N,spate,вуэллык
205,Arm::N,braț,gïete
206,Arm::N,braț,giehta
207,Arm::N,braț,giehta
208,Arm::N,braț,kietâ
209,Arm::N,braț,kie'tâkaaṿâ
210,Arm::N,braț,ǩiõtt
211,Arm::N,braț,кӣдт
212,Ellenbogen::N,cot,gernjere
213,Ellenbogen::N,cot,garŋŋel
214,Ellenbogen::N,cot,gargŋil
215,Ellenbogen::N,cot,käŋŋir
216,Ellenbogen::N,cot,kõõnjâr
217,Ellenbogen::N,cot,карьнэль
218,Hand::N,mână,gïete
219,Hand::N,mână,giehta
220,Hand::N,mână,giehta
221,Hand::N,mână,kietâ
222,Hand::N,mână,ǩiõtt
223,Hand::N,mână,кӣдт
224,Handfläche::N,palmă,gïeten-låapoe
225,Handfläche::N,palmă,giehtavuodo
226,Handfläche::N,palmă,tjårmmåvuodo
227,Handfläche::N,palmă,giehtaloahpu
228,Handfläche::N,palmă,kiämád
229,Handfläche::N,palmă,kuámmir
230,Handfläche::N,palmă,kuä´m'mer
231,Handfläche::N,palmă,ǩiõttǩeä´m'men
232,Handfläche::N,palmă,ко̄а̄ллдэгк
233,Handfläche::N,palmă,кӣдткоалдэгк
234,Finger::N,deget,soerme
235,Finger::N,deget,tjuvdde
236,Finger::N,deget,suorbma
237,Finger::N,deget,čuvde
238,Finger::N,deget,suor'mâ
239,Finger::N,deget,suõrmm
240,Finger::N,deget,це̄ххп
241,Fingernagel::N,unghie,gadtse
242,Fingernagel::N,unghie,guehpere
243,Fingernagel::N,unghie,gadtsa
244,Fingernagel::N,unghie,gazza
245,Fingernagel::N,unghie,kozzâ
246,Fingernagel::N,unghie,kõʒʒ
247,Fingernagel::N,unghie,кэ̄ннц
248,Nagel[Anatomie]::N,unghie,gadtse
249,Nagel[Anatomie]::N,unghie,guehpere
250,Nagel[Anatomie]::N,unghie,gadtsa
251,Nagel[Anatomie]::N,unghie,gazza
252,Nagel[Anatomie]::N,unghie,kozzâ
253,Nagel[Anatomie]::N,unghie,kõʒʒ
254,Nagel[Anatomie]::N,unghie,кэ̄ннц
255,Zeh::N,deget de la picior,tjiehtjere
256,Zeh::N,deget de la picior,juolggetjuvdde
257,Zeh::N,deget de la picior,juolgesuorbma
258,Zeh::N,deget de la picior,jyel'gisuor'mâ
259,Zeh::N,deget de la picior,jue´lǧǧsuõrmm
260,Zeh::N,deget de la picior,ю̄лльк-це̄һп
261,Fuß::N,picior,juelkie
262,Fuß::N,picior,juolgge
263,Fuß::N,picior,juolgi
264,Fuß::N,picior,jyel'gi
265,Fuß::N,picior,jue´lǧǧ
266,Fuß::N,picior,ла̄бпь
267,Ferse::N,călcâi,båetskie
268,Ferse::N,călcâi,boasske
269,Ferse::N,călcâi,šušmi
270,Ferse::N,călcâi,šušme
271,Ferse::N,călcâi,jue´lǧǧkädd
272,Ferse::N,călcâi,ка̄ннт
273,Knie::N,genunchi,boelve
274,Knie::N,genunchi,buolvva
275,Knie::N,genunchi,čibbi
276,Knie::N,genunchi,veaŋki
277,Knie::N,genunchi,iidâ
278,Knie::N,genunchi,puõlvv
279,Knie::N,genunchi,пуллв
280,Oberschenkel::N,coapsă,ruaksja
281,Oberschenkel::N,coapsă,tjibbe
282,Oberschenkel::N,coapsă,gassaváhkká
283,Oberschenkel::N,coapsă,badjeváhkáa
284,Oberschenkel::N,coapsă,čuár'bpeeḷi
285,Oberschenkel::N,coapsă,če´bb
286,Oberschenkel::N,coapsă,чуаррбе̄лль
287,Bein::N,picior,juelkie
288,Bein::N,picior,juolgge
289,Bein::N,picior,juolgi
290,Bein::N,picior,jyel'gi
291,Bein::N,picior,jue´lǧǧ
292,Bein::N,picior,ю̄лльк
293,Körper::N,corp,kråahpe
294,Körper::N,corp,rumáj
295,Körper::N,corp,rumaš
296,Körper::N,corp,ruumâš
297,Körper::N,corp,rå´pp
298,Körper::N,corp,лышшьк
299,Körper::N,corp,роаӈӈьк
300,Haut::N,piele,njaltja
301,Haut::N,piele,lijkke
302,Haut::N,piele,tjuobma
303,Haut::N,piele,liiki
304,Haut::N,piele,liške
305,Haut::N,piele,le´šǩǩ
306,Haut::N,piele,лышшьк
307,Blut::N,sânge,vïrre
308,Blut::N,sânge,maelie
309,Blut::N,sânge,varra
310,Blut::N,sânge,varra
311,Blut::N,sânge,vorrâ
312,Blut::N,sânge,võrr
313,Blut::N,sânge,вэ̄рр
314,Ader::N,vână,åerie
315,Ader::N,vână,aajroe
316,Ader::N,vână,suodna
317,Ader::N,vână,varrasuotna
318,Ader::N,vână,suoṇâ
319,Ader::N,vână,suõnn
320,Ader::N,vână,сӯнн
321,Ader::N,arteră,åerie
322,Ader::N,arteră,aajroe
323,Ader::N,arteră,suodna
324,Ader::N,arteră,varrasuotna
325,Ader::N,arteră,suoṇâ
326,Ader::N,arteră,suõnn
327,Ader::N,arteră,сӯнн
328,Sehne::N,tendon,soene
329,Sehne::N,tendon,gåårtenje
330,Sehne::N,tendon,suodna
331,Sehne::N,tendon,suotna
332,Sehne::N,tendon,suoṇâ
333,Sehne::N,tendon,suõnn
334,Sehne::N,tendon,сӯнн
335,Knochen::N,os,måara
336,Knochen::N,os,måaroe
337,Knochen::N,os,dákte
338,Knochen::N,os,dákti
339,Knochen::N,os,tähti
340,Knochen::N,os,tä´htt
341,Knochen::N,os,та̄ххт
342,Knochen::N,os,та̄ффьт
343,Gehirn::N,creier,aajla
344,Gehirn::N,creier,vuojŋam
345,Gehirn::N,creier,vuoigŋašat
346,Gehirn::N,creier,vuoi'ŋâšeh
347,Gehirn::N,creier,vuo'ivâšneh
348,Gehirn::N,creier,vuõivâšn
349,Gehirn::N,creier,вуэййвэшна
350,Herz::N,inimă,vaajmoe
351,Herz::N,inimă,tsåhke
352,Herz::N,inimă,váibmu
353,Herz::N,inimă,váimu
354,Herz::N,inimă,čââ´đ
355,Herz::N,inimă,кӯттҌк
356,Magen::N,stomac,tjåejjie
357,Magen::N,stomac,tjoajvve
358,Magen::N,stomac,čoavji
359,Magen::N,stomac,čuáv'ji
360,Magen::N,stomac,čåu´jj
361,Magen::N,stomac,чо̄ввьй
362,Leber::N,ficat,mueksie
363,Leber::N,ficat,librre
364,Leber::N,ficat,vuoivvas
365,Leber::N,ficat,vuoivâs
366,Leber::N,ficat,vuõivâs
367,Leber::N,ficat,вуйвас
368,Atem::N,răsuflare,voejngehtasse
369,Atem::N,răsuflare,båssånis
370,Atem::N,răsuflare,vuojŋadahka
371,Atem::N,răsuflare,vuoiŋŋahat
372,Atem::N,răsuflare,vuo'iŋâstim
373,Atem::N,răsuflare,jiõg'g
374,Atem::N,răsuflare,вӯйнас
375,Atem::N,răsuflare,вӯййнмушш
376,Atem::N,respirație,voejngehtasse
377,Atem::N,respirație,båssånis
378,Atem::N,respirație,vuojŋadahka
379,Atem::N,respirație,vuoiŋŋahat
380,Atem::N,respirație,vuo'iŋâstim
381,Atem::N,respirație,jiõg'g
382,Atem::N,respirație,вӯйнас
383,Atem::N,respirație,вӯййнмушш
384,Hunger::N,foame,nielkie
385,Hunger::N,foame,nielgge
386,Hunger::N,foame,nealgi
387,Hunger::N,foame,nelgi
388,Hunger::N,foame,neä´lǧǧ
389,Hunger::N,foame,не̄лльк
390,Träne::N,lacrimă,gïknjele
391,Träne::N,lacrimă,ganjál
392,Träne::N,lacrimă,ganjal
393,Träne::N,lacrimă,koonjâl
394,Träne::N,lacrimă,kõõnjâl
395,Träne::N,lacrimă,кэ̄нял
396,Geschmack::N,gust,aelmie
397,Geschmack::N,gust,muosse
398,Geschmack::N,gust,smáhkka
399,Geschmack::N,gust,máhku
400,Geschmack::N,gust,smáhkka
401,Geschmack::N,gust,mááhu
402,Geschmack::N,gust,smakkâ
403,Geschmack::N,gust,njõõd
404,Geschmack::N,gust,smääkk
405,Geschmack::N,gust,ня̄лльк
406,Geruch::N,miros,haaje
407,Geruch::N,miros,habjja
408,Geruch::N,miros,hádja
409,Geruch::N,miros,opsâ
410,Geruch::N,miros,haajâ
411,Geruch::N,miros,õpss
412,Geruch::N,miros,haajj
413,Geruch::N,miros,апс
414,Geruch::N,miros,лэ̄гк
415,Schlaf::N,somn,nahkerh
416,Schlaf::N,somn,nager
417,Schlaf::N,somn,oados
418,Schlaf::N,somn,nagir
419,Schlaf::N,somn,naṿer
420,Schlaf::N,somn,nââ´er
421,Schlaf::N,somn,нагерь
422,Traum::N,vis,nahkere
423,Traum::N,vis,niehko
424,Traum::N,vis,niehku
425,Traum::N,vis,naṿer
426,Traum::N,vis,nââ´er
427,Traum::N,vis,нагерь
428,Himmel::N,cer,elmie
429,Himmel::N,cer,almme
430,Himmel::N,cer,albmi
431,Himmel::N,cer,alme
432,Himmel::N,cer,â´lmm
433,Himmel::N,cer,алльм
434,Sonne::N,soare,biejjie
435,Sonne::N,soare,bæjvásj
436,Sonne::N,soare,beaivváš
437,Sonne::N,soare,peivi
438,Sonne::N,soare,piäiváš
439,Sonne::N,soare,pei´vv
440,Sonne::N,soare,пе̄ййв
441,Mond::N,lună,aske
442,Mond::N,lună,mánno
443,Mond::N,lună,mánnu
444,Mond::N,lună,máánu
445,Mond::N,lună,mään
446,Mond::N,lună,ма̄нн
447,Stern::N,stea,daasta
448,Stern::N,stea,naestie
449,Stern::N,stea,násste
450,Stern::N,stea,násti
451,Stern::N,stea,täsni
452,Stern::N,stea,tä´snn
453,Stern::N,stea,та̄ссьт
454,Luft::N,aer,elmie
455,Luft::N,aer,ájmmo
456,Luft::N,aer,áibmu
457,Luft::N,aer,áimu
458,Luft::N,aer,šõŋŋ
459,Luft::N,aer,вӯйнас
460,Wind::N,vânt,bïegke
461,Wind::N,vânt,biegga
462,Wind::N,vânt,biegga
463,Wind::N,vânt,pieg'gâ
464,Wind::N,vânt,piõg'g
465,Wind::N,vânt,пӣӈӈк
466,Welle::N,val,baaroe
467,Welle::N,val,bárro
468,Welle::N,val,bárru
469,Welle::N,val,pááṛu
470,Welle::N,val,päärr
471,Welle::N,val,нэ̄ммп
472,Welle::N,undă,baaroe
473,Welle::N,undă,bárro
474,Welle::N,undă,bárru
475,Welle::N,undă,pááṛu
476,Welle::N,undă,päärr
477,Welle::N,undă,нэ̄ммп
478,Wasser::N,apă,tjaetsie
479,Wasser::N,apă,tjáhtje
480,Wasser::N,apă,čáhci
481,Wasser::N,apă,čääci
482,Wasser::N,apă,čää´cc
483,Wasser::N,apă,ча̄дзь
484,Stein::N,piatră,gierkie
485,Stein::N,piatră,giergge
486,Stein::N,piatră,geađgi
487,Stein::N,piatră,keđgi
488,Stein::N,piatră,ǩeä´dǧǧ
489,Stein::N,piatră,ке̄ддҌк
490,Boden::N,sol,betnie
491,Boden::N,sol,ednam
492,Boden::N,sol,bodni
493,Boden::N,sol,vuođđu
494,Boden::N,sol,ponne
495,Boden::N,sol,vuáđ̣u
496,Boden::N,sol,vuâđđ
497,Boden::N,sol,лаввьн
498,Boden::N,sol,е̄ммьне
499,Boden::N,pământ,betnie
500,Boden::N,pământ,ednam
501,Boden::N,pământ,bodni
502,Boden::N,pământ,vuođđu
503,Boden::N,pământ,ponne
504,Boden::N,pământ,vuáđ̣u
505,Boden::N,pământ,vuâđđ
506,Boden::N,pământ,лаввьн
507,Boden::N,pământ,е̄ммьне
508,Erde::N,pământ,jåarta
509,Erde::N,pământ,mueltie
510,Erde::N,pământ,ednam
511,Erde::N,pământ,mållde
512,Erde::N,pământ,eana
513,Erde::N,pământ,eennâm
514,Erde::N,pământ,mädd
515,Erde::N,pământ,jânnam
516,Erde::N,pământ,е̄ммьне
517,Staub::N,praf,heblie
518,Staub::N,praf,tsumhtsie
519,Staub::N,praf,dubme
520,Staub::N,praf,dopmu
521,Staub::N,praf,kovjâ
522,Staub::N,praf,põõ´l
523,Staub::N,praf,кэ̄ббьй
524,Rauch::N,fum,soeve
525,Rauch::N,fum,suovva
526,Rauch::N,fum,suovva
527,Rauch::N,fum,suoṿâ
528,Rauch::N,fum,suõvv
529,Rauch::N,fum,сӯвв
530,Funke::N,scânteie,naestie
531,Funke::N,scânteie,tjuonam
532,Funke::N,scânteie,čuotnan
533,Funke::N,scânteie,čuođâlm
534,Funke::N,scânteie,iiskâr
535,Funke::N,scânteie,čuõzzâm
536,Funke::N,scânteie,чӯссэм
537,Feuer::N,foc,dålle
538,Feuer::N,foc,dållå
539,Feuer::N,foc,dolla
540,Feuer::N,foc,tullâ
541,Feuer::N,foc,toll
542,Feuer::N,foc,то̄лл
543,Licht::N,lumină,tjoevke
544,Licht::N,lumină,tjuovgga
545,Licht::N,lumină,čuovga
546,Licht::N,lumină,čuovggas
547,Licht::N,lumină,čuoṿâ
548,Licht::N,lumină,toll
549,Licht::N,lumină,čuõvv
550,Licht::N,lumină,то̄лл
551,Schatten::N,umbră,skugkie
552,Schatten::N,umbră,soejvene
553,Schatten::N,umbră,irkes
554,Schatten::N,umbră,sieges
555,Schatten::N,umbră,itku
556,Schatten::N,umbră,suoivâ
557,Schatten::N,umbră,õõtt
558,Schatten::N,umbră,ǩeeu´niǩ
559,Schatten::N,umbră,кывьнэхь
560,Wetter::N,timp,vïerhtse
561,Wetter::N,timp,dálkke
562,Wetter::N,timp,dálki
563,Wetter::N,timp,šoŋŋâ
564,Wetter::N,timp,šõŋŋ
565,Wetter::N,timp,шэ̄ӈӈ
566,Wetter::N,vreme,vïerhtse
567,Wetter::N,vreme,dálkke
568,Wetter::N,vreme,dálki
569,Wetter::N,vreme,šoŋŋâ
570,Wetter::N,vreme,šõŋŋ
571,Wetter::N,vreme,шэ̄ӈӈ
572,Nebel::N,ceață,såavla
573,Nebel::N,ceață,mearhka
574,Nebel::N,ceață,murkko
575,Nebel::N,ceață,mierkká
576,Nebel::N,ceață,mierká
577,Nebel::N,ceață,miär'kká
578,Nebel::N,ceață,oṃo
579,Nebel::N,ceață,sue´lnn
580,Nebel::N,ceață,цӣгк
581,Nebel::N,ceață,сулльн
582,Nebel::N,negură,såavla
583,Nebel::N,negură,mearhka
584,Nebel::N,negură,murkko
585,Nebel::N,negură,mierkká
586,Nebel::N,negură,mierká
587,Nebel::N,negură,miär'kká
588,Nebel::N,negură,oṃo
589,Nebel::N,negură,sue´lnn
590,Nebel::N,negură,цӣгк
591,Nebel::N,negură,сулльн
592,Wolke::N,nor,balve
593,Wolke::N,nor,balvva
594,Wolke::N,nor,balva
595,Wolke::N,nor,polvâ
596,Wolke::N,nor,põlvv
597,Wolke::N,nor,пэллв
598,Regen::N,ploaie,ebrie
599,Regen::N,ploaie,harvve
600,Regen::N,ploaie,arvi
601,Regen::N,ploaie,arve
602,Regen::N,ploaie,â´brr
603,Regen::N,ploaie,аббьр
604,Schnee::N,zăpadă,lopme
605,Schnee::N,zăpadă,moehtege
606,Schnee::N,zăpadă,muohta
607,Schnee::N,zăpadă,muohta
608,Schnee::N,zăpadă,muotâ
609,Schnee::N,zăpadă,muõtt
610,Schnee::N,zăpadă,вэ̄дз
611,Schnee::N,zăpadă,куэллт
612,Eis::N,gheață,jïenge
613,Eis::N,gheață,jiegŋa
614,Eis::N,gheață,jiekŋa
615,Eis::N,gheață,jieŋ̣â
616,Eis::N,gheață,jiõŋŋ
617,Eis::N,gheață,ӣӈӈ
618,Frost::N,ger,baajkoe
619,Frost::N,ger,tjoasskem
620,Frost::N,ger,buolaš
621,Frost::N,ger,puolâš
622,Frost::N,ger,puõlâš
623,Frost::N,ger,мӯнь
624,Kälte::N,frig,jueskie
625,Kälte::N,frig,tjåetskeme
626,Kälte::N,frig,tjoasskem
627,Kälte::N,frig,čoaskin
628,Kälte::N,frig,ko'lmâsvuotâ
629,Kälte::N,frig,ijss
630,Kälte::N,frig,čuä´cǩǩem
631,Kälte::N,frig,tuârggnjõs
632,Kälte::N,frig,кэ̄лмас
633,Hitze::N,arșiță,baahke
634,Hitze::N,arșiță,báhkka
635,Hitze::N,arșiță,báhkka
636,Hitze::N,arșiță,pakkâ
637,Hitze::N,arșiță,kuṃe
638,Hitze::N,arșiță,paašt
639,Hitze::N,arșiță,жоарр
640,Hitze::N,căldură,baahke
641,Hitze::N,căldură,báhkka
642,Hitze::N,căldură,báhkka
643,Hitze::N,căldură,pakkâ
644,Hitze::N,căldură,kuṃe
645,Hitze::N,căldură,paašt
646,Hitze::N,căldură,жоарр
647,Raureif::N,chiciură,jyjse
648,Raureif::N,chiciură,ridne
649,Raureif::N,chiciură,goarre
650,Raureif::N,chiciură,ritni
651,Raureif::N,chiciură,suhči
652,Raureif::N,chiciură,riṇe
653,Raureif::N,chiciură,ай
654,Regenbogen::N,curcubeu,aatjan goengere
655,Regenbogen::N,curcubeu,aatjan joekse
656,Regenbogen::N,curcubeu,ádjájuoksa
657,Regenbogen::N,curcubeu,arvedávgi
658,Regenbogen::N,curcubeu,bajándávgi
659,Regenbogen::N,curcubeu,äijihtävgi
660,Regenbogen::N,curcubeu,teârmmazjohss
661,Regenbogen::N,curcubeu,тӣрмесью̄ккс
662,Donner::N,tunet,raejrie
663,Donner::N,tunet,átjek
664,Donner::N,tunet,átjárájdde
665,Donner::N,tunet,áddjá
666,Donner::N,tunet,baján
667,Donner::N,tunet,juuṛâ
668,Donner::N,tunet,tie´rmes
669,Donner::N,tunet,тӣрмесь
670,Donner::N,tunet,ча̄ркнэгк
671,Strömung::N,curent,njuvvie
672,Strömung::N,curent,ájggedáhpe
673,Strömung::N,curent,rávdnji
674,Strömung::N,curent,virde
675,Strömung::N,curent,ve´rdd
676,Strömung::N,curent,выррьт
677,Tropfen::N,picătură,gåajhkohts
678,Tropfen::N,picătură,gåjkudis
679,Tropfen::N,picătură,goaikkanas
680,Tropfen::N,picătură,čalme
681,Tropfen::N,picătură,čâ´lmm
682,Tropfen::N,picătură,ча̄лльм
683,Schaum::N,spumă,sapte
684,Schaum::N,spumă,såpptå
685,Schaum::N,spumă,sokta
686,Schaum::N,spumă,suptâ
687,Schaum::N,spumă,soptt
688,Schaum::N,spumă,со̄ппт
689,Schmutz::N,murdărie,haaskoe
690,Schmutz::N,murdărie,duolvva
691,Schmutz::N,murdărie,duolva
692,Schmutz::N,murdărie,durdi
693,Schmutz::N,murdărie,stänži
694,Schmutz::N,murdărie,sähss
695,Schmutz::N,murdărie,са̄ккьс
696,Schmutz::N,murdărie,не̄шшь
697,See::N,lac,jaevrie
698,See::N,lac,jávrre
699,See::N,lac,jávri
700,See::N,lac,jävri
701,See::N,lac,jâu´rr
702,See::N,lac,я̄ввьр
703,Sumpf::N,mlaștină,pluevie
704,Sumpf::N,mlaștină,áhpe
705,Sumpf::N,mlaștină,sæmssa
706,Sumpf::N,mlaștină,jeaggi
707,Sumpf::N,mlaștină,jeggi
708,Sumpf::N,mlaștină,jeä´ǧ'ǧ
709,Sumpf::N,mlaștină,ла̄ммьп
710,Moor::N,bărăgan,pluevie
711,Moor::N,bărăgan,jiegge
712,Moor::N,bărăgan,suotnju
713,Moor::N,bărăgan,karrii
714,Moor::N,bărăgan,kä´rev
715,Moor::N,bărăgan,veättaǩ
716,Moor::N,bărăgan,ла̄ммьп
717,Wiese::N,fânaț,ïentje
718,Wiese::N,fânaț,giedde
719,Wiese::N,fânaț,gieddi
720,Wiese::N,fânaț,nijtto
721,Wiese::N,fânaț,пуэшенҍ
722,Wiese::N,livadă,ïentje
723,Wiese::N,livadă,giedde
724,Wiese::N,livadă,gieddi
725,Wiese::N,livadă,nijtto
726,Wiese::N,livadă,пуэшенҍ
727,Wald::N,codru,skåake
728,Wald::N,codru,skåajje
729,Wald::N,codru,miehtsie
730,Wald::N,codru,vuovdde
731,Wald::N,codru,miehttse
732,Wald::N,codru,vuovdi
733,Wald::N,codru,meahcci
734,Wald::N,codru,mecci
735,Wald::N,codru,vyemi
736,Wald::N,codru,vue´mm
737,Wald::N,codru,meä´c'c
738,Wald::N,codru,ля̄ммт
739,Wald::N,pădure,skåake
740,Wald::N,pădure,skåajje
741,Wald::N,pădure,miehtsie
742,Wald::N,pădure,vuovdde
743,Wald::N,pădure,miehttse
744,Wald::N,pădure,vuovdi
745,Wald::N,pădure,meahcci
746,Wald::N,pădure,mecci
747,Wald::N,pădure,vyemi
748,Wald::N,pădure,vue´mm
749,Wald::N,pădure,meä´c'c
