,Concept_ID,fi,bg
63,Gehirn::N,aivot,мозък
64,Herz::N,sydän,сърце
65,Magen::N,maha,стомах
66,Magen::N,vatsa,стомах
67,Leber::N,maksa,черен дроб
68,Atem::N,henki,дишане
69,Atem::N,hengitys,дишане
70,Hunger::N,nälkä,глад
71,Träne::N,kyynel,сълза
72,Geschmack::N,maku,вкус
73,Geruch::N,haju,миризма
74,Schlaf::N,uni,сън
75,Traum::N,uni,сън
76,Himmel::N,taivas,небе
77,Sonne::N,aurinko,слънце
78,Mond::N,kuu,луна
79,Mond::N,kuu,месец
80,Stern::N,tähti,звезда
81,Luft::N,ilma,въздух
82,Wind::N,tuuli,вятър
83,Welle::N,aalto,вълна
84,Wasser::N,vesi,вода
85,Stein::N,kivi,камък
86,Boden::N,maa,земя
87,Boden::N,maa,почва
88,Boden::N,maaperä,земя
89,Boden::N,maaperä,почва
90,Erde::N,maa,земя
91,Erde::N,maa,почва
92,Staub::N,pöly,прах
93,Rauch::N,savu,дим
94,Rauch::N,savu,пушек
95,Funke::N,kipinä,искра
96,Feuer::N,tuli,огън
97,Licht::N,valo,светлина
98,Schatten::N,varjo,сянка
99,Wetter::N,sää,време
100,Nebel::N,sumu,мъгла
101,Wolke::N,pilvi,облак
102,Regen::N,sade,дъжд
103,Schnee::N,lumi,сняг
104,Eis::N,jää,лед
105,Frost::N,halla,мраз
106,Frost::N,pakkanen,мраз
107,Kälte::N,vilu,студ
108,Kälte::N,kylmyys,студ
109,Hitze::N,helle,жега
110,Hitze::N,helle,горещина
111,Hitze::N,kuumuus,жега
112,Hitze::N,kuumuus,горещина
113,Raureif::N,huurre,скреж
114,Raureif::N,huurre,слана
115,Regenbogen::N,sateenkaari,дъга
116,Donner::N,jyrinä,гръм
117,Strömung::N,virtaus,течение
118,Tropfen::N,tippa,капка
119,Tropfen::N,pisara,капка
120,Schaum::N,vaahto,пяна
121,Schmutz::N,loka,кал
122,Schmutz::N,loka,мръсотия
123,See::N,järvi,езеро
124,Sumpf::N,suo,блато
125,Moor::N,räme,мочурище
126,Wiese::N,niitty,ливада
127,Wald::N,metsä,гора
128,Hügel::N,mäki,рид
129,Hügel::N,mäki,хълм
130,Hügel::N,kumpu,рид
131,Hügel::N,kumpu,хълм
132,Hügel::N,kukkula,рид
133,Hügel::N,kukkula,хълм
134,Anhöhe::N,mäki,могила
135,Anhöhe::N,mäki,възвишение
136,Anhöhe::N,kumpare,могила
137,Anhöhe::N,kumpare,възвишение
138,Berg::N,mäki,планина
139,Berg::N,vuori,планина
140,Gipfel::N,laki,връх
141,Gipfel::N,huippu,връх
142,Höhle::N,luola,пещера
143,Abhang::N,rinne,склон
144,Abhang::N,rinne,стръмнина
145,Quelle::N,lähde,извор
146,Bach::N,puro,поток
147,Fluss::N,joki,река
148,Ufer::N,ranta,бряг
149,Küste::N,rannikko,бряг
150,Küste::N,rannikko,крайбрежие
151,Festland::N,manner,суша
152,Meer::N,meri,море
153,Bucht::N,lahti,залив
154,Insel::N,saari,остров
155,Blume::N,kukka,цвете
156,Gras::N,ruoho,трева
157,Wurzel::N,juuri,корен
158,Baum::N,puu,дърво
159,Stamm::N,runko,стъбло
160,Rinde::N,kuori,кора
161,Rinde::N,parkki,кора
162,Ast::N,oksa,клон
163,Zweig::N,haara,клон
164,Blatt::N,lehti,лист
165,Birke::N,koivu,бреза
166,Kiefer[Baum]::N,mänty,бор
167,Kiefer[Baum]::N,petäjä,бор
168,Weide[Baum]::N,paju,върба
169,Tanne::N,kuusi,ела
170,Horn::N,sarvi,рог
171,Feder::N,sulka,перо
172,Feder::N,höyhen,перо
173,Fell::N,talja,кожа
174,Flügel::N,siipi,крило
175,Klaue::N,kynsi,нокът
176,Kralle::N,kynsi,нокът
177,Schwanz::N,häntä,опашка
178,Schwanz::N,pyrstö,опашка
179,Ei::N,muna,яйце
180,Nest::N,pesä,гнездо
181,Bau::N,pesä,дупка
182,Tier::N,eläin,животно
183,Herde::N,lauma,стадо
184,Kuh::N,lehmä,крава
185,Bulle::N,sonni,бик
186,Pferd::N,hevonen,кон
187,Schaf::N,lammas,овца
188,Schwein::N,sika,свиня
189,Hund::N,koira,куче
190,Katze::N,kissa,котка
191,Bär::N,karhu,мечка
192,Eichhörnchen::N,orava,катерица
193,Elch::N,hirvi,лос
194,Fuchs::N,kettu,лисица
195,Hase::N,jänis,заек
196,Maus::N,hiiri,мишка
197,Wolf::N,susi,вълк
198,Vogel::N,lintu,птица
199,Schwarm::N,parvi,рой
200,Schwarm::N,parvi,рояк
201,Huhn::N,kana,кокошка
202,Hahn::N,kukko,петел
203,Gans::N,hanhi,гъска
204,Adler::N,kotka,орел
205,Ente::N,ankka,патица
206,Eule::N,pöllö,сова
207,Kranich::N,kurki,жерав
208,Krähe::N,varis,врана
209,Kuckuck::N,käki,кукувица
210,Schwan::N,joutsen,лебед
211,Fisch::N,kala,риба
212,Barsch::N,ahven,костур
213,Hecht::N,hauki,щука
214,Schlange[Tier]::N,käärme,змия
215,Wurm::N,mato,червей
216,Spinne::N,hämähäkki,паяк
217,Ameise::N,muurahainen,мравка
218,Laus::N,täi,въшка
219,Mücke::N,sääski,комар
220,Mücke::N,hyttynen,комар
221,Fliege::N,kärpänen,муха
222,Schmetterling::N,perhonen,пеперуда
223,Beere::N,marja,плод
224,Apfel::N,omena,ябълка
225,Pilz::N,sieni,гъба
226,Zwiebel::N,sipuli,лук
227,Zwiebel::N,sipuli,кромид
228,Saat::N,siemenet,семе
229,Korn::N,jyvä,зърно
230,Korn::N,vilja,зърно
231,Heu::N,heinä,сено
232,Schale::N,kuori,кора
233,Grube::N,kuoppa,яма
234,Grube::N,kuoppa,дупка
235,Falle::N,loukku,примка
236,Schlinge::N,ansa,клуп
237,Spur::N,jälki,диря
238,Spur::N,jälki,следа
239,Asche::N,tuhka,пепел
240,Dreck::N,lika,кал
241,Eisen::N,rauta,желязо
242,Gold::N,kulta,злато
243,Silber::N,hopea,сребро
244,Kohle::N,hiili,въглища
245,Glas::N,lasi,стъкло
246,Lehm::N,savi,глина
247,Sand::N,hiekka,пясък
248,Mensch::N,ihminen,човек
249,Mann::N,mies,мъж
250,Frau::N,nainen,жена
251,Kind::N,lapsi,дете
252,Junge::N,poika,момче
253,Mädchen::N,tyttö,момиче
254,Familie::N,perhe,фамилия
255,Familie::N,perhe,семейство
256,Großvater::N,isoisä,дядо
257,Großmutter::N,isoäiti,баба
258,Eltern::N,vanhemmat,родители
259,Vater::N,isä,баща
260,Mutter::N,äiti,майка
261,Sohn::N,poika,син
262,Tochter::N,tytär,дъщеря
263,Bruder::N,veli,брат
264,Schwester::N,sisko,сестра
265,Onkel::N,eno,чичо
266,Onkel::N,eno,вуйчо
267,Onkel::N,setä,чичо
268,Onkel::N,setä,вуйчо
269,Tante::N,täti,леля
270,Ehemann::N,mies,съпруг
271,Ehemann::N,aviomies,съпруг
272,Ehefrau::N,vaimo,съпруга
273,Ehefrau::N,aviovaimo,съпруга
274,Freude::N,ilo,радост
275,Freude::N,riemu,радост
276,Gelächter::N,nauru,смях
277,Glück::N,onni,щастие
278,Kummer::N,suru,тъга
279,Kummer::N,murhe,тъга
280,Wunsch::N,toive,желание
281,Wunsch::N,toivomus,желание
282,Lust::N,himo,желание
283,Geist::N,henki,дух
284,Gedanke::N,aate,мисъл
285,Gedanke::N,ajatus,мисъл
286,Gedächtnis::N,muisti,памет
287,Verstand::N,äly,ум
288,Verstand::N,äly,разум
289,Verstand::N,järki,ум
290,Verstand::N,järki,разум
291,Verstand::N,ymmärrys,ум
292,Verstand::N,ymmärrys,разум
293,Sinn::N,merkitys,смисъл
294,Grund::N,syy,причина
295,Grund::N,peruste,причина
296,Wahrheit::N,tosi,правда
297,Wahrheit::N,totuus,правда
298,Gespräch::N,puhelu,разговор
299,Gespräch::N,keskustelu,разговор
300,Märchen::N,satu,приказка
301,Erzählung::N,tarina,разказ
302,Erzählung::N,kertomus,разказ
303,Nachricht::N,tieto,вест
304,Nachricht::N,tieto,известие
305,Nachricht::N,ilmoitus,вест
306,Nachricht::N,ilmoitus,известие
307,Neuigkeit::N,uutinen,новина
308,Name::N,nimi,име
309,Rätsel::N,arvoitus,гатанка
310,Rede::N,puhe,реч
311,Rede::N,puhe,слово
312,Sprache::N,kieli,език
313,Stimme::N,ääni,глас
314,Wort::N,sana,дума
315,Zeichen::N,merkki,знак
316,Ruf::N,kutsu,зов
317,Lärm::N,melu,шум
318,Lärm::N,melu,глъчка
319,Lärm::N,hälinä,шум
320,Lärm::N,hälinä,глъчка
321,Laut::N,ääni,звук
322,Ton::N,sävel,тон
323,Lied::N,laulu,песен
324,Ruhe::N,lepo,тишина
325,Ruhe::N,lepo,спокойствие
326,Ruhe::N,rauha,тишина
327,Ruhe::N,rauha,спокойствие
328,Leute::N,väki,хора
329,Leute::N,ihmiset,хора
330,Volk::N,kansa,народ
331,Arbeit::N,työ,труд
332,Arbeit::N,työ,работа
333,Gast::N,vieras,гост
334,Geschenk::N,lahja,дар
335,Geschenk::N,lahja,подарък
336,Spiel::N,peli,игра
337,Spiel::N,leikki,игра
338,Gesellschaft::N,seura,общество
339,Hilfe::N,apu,помощ
340,Freund::N,ystävä,приятел
341,Kamerad::N,toveri,другар
342,Angelegenheit::N,asia,работа
343,Anzahl::N,lukumäärä,брой
344,Anzahl::N,lukumäärä,количество
345,Art::N,laji,вид
346,Stück::N,pala,къс
347,Stück::N,pala,парче
348,Stück::N,kappale,къс
349,Stück::N,kappale,парче
350,Teil::N,osa,дял
351,Teil::N,osa,част
352,Hälfte::N,puoli,половина
353,Kreis::N,ympyrä,кръг
354,Kreuz::N,risti,кръст
355,Linie::N,viiva,черта
356,Strich::N,piirto,щрих
357,Strich::N,piirto,черта
358,Abstand::N,väli,дистанция
359,Abstand::N,väli,разстояние
360,Abstand::N,väljyys,дистанция
361,Abstand::N,väljyys,разстояние
362,Entfernung::N,etäisyys,разстояние
363,Gegend::N,seutu,местност
364,Platz::N,tila,място
365,Ort::N,kohta,място
366,Ort::N,paikka,място
367,Seite::N,sivu,страна
368,Seite::N,kylki,страна
369,Mitte::N,keskus,среда
370,Mitte::N,puoliväli,среда
371,Gegenstand::N,kalu,предмет
372,Gegenstand::N,esine,предмет
373,Sache::N,asia,вещ
374,Rand::N,ääri,ръб
375,Rand::N,syrjä,ръб
376,Kante::N,särmä,ръб
377,Kante::N,särmä,кант
378,Ecke::N,nurkka,ъгъл
379,Spitze::N,terä,връх
380,Spitze::N,terä,острие
381,Spitze::N,kärki,връх
382,Spitze::N,kärki,острие
383,Ende::N,pää,край
384,Ende::N,perä,край
385,Loch::N,kolo,дупка
386,Loch::N,reikä,дупка
387,Winkel::N,kulma,кът
388,Winkel::N,kulma,ъгъл
389,Muster::N,kuvio,десен
390,Muster::N,kuvio,образец
391,Größe::N,koko,големина
392,Größe::N,suuruus,големина
393,Länge::N,pituus,дължина
394,Höhe::N,korkeus,висота
395,Höhe::N,korkeus,височина
396,Gewicht::N,paino,тегло
397,Gewicht::N,paino,тежест
398,Menge::N,määrä,количество
399,Haufen::N,kasa,куп
400,Haufen::N,kasa,грамада
401,Reihe::N,rivi,ред
402,Reihe::N,rivi,редица
403,Boot::N,vene,лодка
404,Ruder::N,airo,весло
405,Ruder::N,airo,гребло
406,Schlitten::N,reki,шейна
407,Schlitten::N,kelkka,шейна
408,Ski::N,suksi,ски
409,Lagerfeuer::N,nuotio,огнище
410,Last::N,kuorma,товар
411,Gang::N,kulku,ход
412,Gang::N,kulku,вървеж
413,Gang::N,käynti,ход
414,Gang::N,käynti,вървеж
415,Schritt::N,askel,стъпка
416,Norden::N,pohjoinen,север
417,Süden::N,etelä,юг
418,Westen::N,länsi,запад
419,Osten::N,itä,изток
420,Holz::N,puu,дърво
421,Brett::N,lauta,дъска
422,Platte::N,levy,
423,Stütze::N,noja,
424,Stange::N,tanko,прът
425,Stange::N,tanko,върлина
426,Stock::N,keppi,прът
427,Stock::N,keppi,тояга
428,Stab::N,sauva,прът
429,Stab::N,seiväs,прът
430,Rohr::N,putki,цев
431,Rohr::N,putki,тръба
432,Haus::N,talo,къща
433,Heim::N,koti,дом
434,Ofen::N,uuni,печка
435,Fußboden::N,lattia,под
436,Tisch::N,pöytä,маса
437,Stuhl::N,tuoli,стол
438,Wiege::N,kehto,люлка
439,Bett::N,sänky,легло
440,Bett::N,sänky,креват
441,Regal::N,hylly,рафт
442,Regal::N,hylly,етажерка
443,Kiste::N,arkku,кутия
444,Kiste::N,arkku,сандък
445,Kiste::N,kirstu,кутия
446,Kiste::N,kirstu,сандък
447,Kiste::N,laatikko,кутия
448,Kiste::N,laatikko,сандък
449,Fenster::N,ikkuna,прозорец
450,Tür::N,ovi,врата
451,Tor::N,portti,врата
452,Zaun::N,aita,ограда
453,Dach::N,katto,покрив
454,Leiter::N,tikkaat,стълба
455,Leiter::N,tikapuut,стълба
456,Besen::N,luuta,метла
457,Spaten::N,lapio,лопата
458,Schaufel::N,lapio,лопата
459,Gabel::N,haarukka,вилица
460,Löffel::N,lusikka,лъжица
461,Messer::N,veitsi,нож
462,Nagel::N,naula,гвоздей
463,Netz::N,verkko,мрежа
464,Haken::N,haka,кука
465,Haken::N,haka,закачалка
466,Haken::N,koukku,кука
467,Haken::N,koukku,закачалка
468,Griff::N,ripa,ръчка
469,Griff::N,ripa,дръжка
470,Griff::N,kahva,ръчка
471,Griff::N,kahva,дръжка
472,Schloss::N,lukko,брава
473,Schloss::N,lukko,ключалка
474,Bild::N,kuva,картина
475,Figur::N,kuvio,фигура
476,Puppe::N,nukke,кукла
477,Beutel::N,pussi,кесия
478,Bündel::N,nippu,връзка
479,Bündel::N,kimppu,връзка
480,Tasche::N,laukku,чанта
481,Eimer::N,sanko,кофа
482,Eimer::N,ämpäri,кофа
483,Deckel::N,kansi,капак
484,Deckel::N,kansi,похлупак
485,Geschirr::N,astia,съдове
486,Sack::N,säkki,чувал
487,Tasse::N,kuppi,чаша
488,Topf::N,pata,гърне
489,Topf::N,pata,тенджера
490,Kessel::N,kattila,котел
491,Essen::N,syönti,ядене
492,Nahrung::N,ruoka,храна
493,Nahrung::N,ravinto,храна
494,Speise::N,ruoka,ястие
495,Fleisch::N,liha,месо
496,Getreide::N,vilja,зърнено храни
497,Brei::N,puuro,каша
498,Brot::N,leipä,хляб
499,Scheibe::N,viipale,резен
500,Fett::N,rasva,мазнина
501,Butter::N,voi,масло
502,Öl::N,öljy,олио
503,Öl::N,öljy,оливия
504,Salz::N,suola,сол
505,Suppe::N,keitto,супа
506,Honig::N,hunaja,мед
507,Milch::N,maito,мляко
508,Tee::N,tee,чай
509,Leder::N,nahka,кожа
510,Wolle::N,villa,вълна
511,Stoff::N,kangas,плат
512,Stoff::N,kangas,материал
513,Nadel::N,neula,игла
514,Faden::N,lanka,конец
515,Knopf::N,nappi,копче
516,Knoten::N,solmu,възел
517,Farbe::N,maali,боя
518,Kleidung::N,vaatteet,дрехи
519,Kleidung::N,vaatteet,облекло
520,Hemd::N,paita,риза
521,Kragen::N,kaulus,яка
522,Ärmel::N,hiha,ръкав
523,Hose::N,housut,панталони
524,Gürtel::N,vyö,пояс
525,Gürtel::N,vyö,колан
526,Mütze::N,lakki,каскет
527,Mütze::N,lakki,фуражка
528,Schuh::N,kenkä,обувка
529,Stiefel::N,saapas,ботуш
530,Ring::N,sormus,пръстен
531,Band::N,nauha,лента
532,Band::N,nauha,връзка
533,Kamm::N,kampa,гребен
534,Spiegel::N,peili,огледало
535,Riemen::N,hihna,каиш
536,Riemen::N,hihna,ремък
537,Schnur::N,naru,връв
538,Schnur::N,nuora,връв
539,Leine::N,talutushihna,връв
540,Leine::N,talutushihna,въже
541,Decke::N,peite,покривка
542,Kissen::N,tyyny,възглавница
543,Kissen::N,pielus,възглавница
544,Tuch::N,huivi,сукно
545,Handtuch::N,pyyheliina,пешкир
546,Handtuch::N,pyyheliina,кърпа за лице
547,Kraft::N,väki,мощ
548,Kraft::N,väki,сила
549,Kraft::N,voima,мощ
550,Kraft::N,voima,сила
551,Stärke::N,vahvuus,сила
552,Gesundheit::N,terveys,здраве
553,Krankheit::N,tauti,болест
554,Krankheit::N,sairaus,болест
555,Schmerz::N,kipu,болка
556,Schmerz::N,särky,болка
557,Wunde::N,haava,рана
558,Fieber::N,kuume,треска
559,Fieber::N,kuume,температура
560,Arznei::N,lääke,лек
561,Arznei::N,lääke,лекарство
562,Brücke::N,silta,мост
563,Brunnen::N,kaivo,чешма
564,Brunnen::N,kaivo,кладенец
565,Weide::N,laidun,паша
566,Weide::N,laidun,пасище
567,Pfad::N,polku,пътека
568,Weg::N,tie,път
569,Straße::N,katu,шосе
570,Dorf::N,kylä,село
571,Stadt::N,kaupunki,град
572,Brief::N,kirje,писмо
573,Buch::N,kirja,книга
574,Buchstabe::N,kirjain,буква
575,Zeitung::N,lehti,вестник
576,Zeitung::N,sanomalehti,вестник
577,Leben::N,elo,живот
578,Leben::N,elämä,живот
579,Tod::N,kuolema,смърт
580,Grab::N,hauta,гроб
581,Kirche::N,kirkko,църква
582,Sünde::N,synti,грях
583,Gott::N,jumala,бог
584,Arbeiter::N,työläinen,работник
585,Chef::N,päällikkö,шеф
586,Chef::N,päällikkö,началник
587,Meister::N,mestari,майстор
588,Arzt::N,lääkäri,лекар
589,Lehrer::N,opettaja,учител
590,Geld::N,raha,пари
591,Geschäft::N,liike,сделка
592,Laden::N,puoti,дюкян
593,Laden::N,puoti,магазин
594,Laden::N,kauppa,дюкян
595,Laden::N,kauppa,магазин
596,Preis::N,hinta,цена
597,Ware::N,tavara,стока
598,Nutzen::N,hyöty,полза
599,Nutzen::N,hyöty,облага
600,Reichtum::N,rikkaus,богатство
601,Welt::N,maailma,свят
602,Land::N,maa,страна
603,Staat::N,valtio,щат
604,Staat::N,valtio,държава
605,König::N,kuningas,крал
606,Macht::N,mahti,мощ
607,Macht::N,mahti,власт
608,Grenze::N,raja,граница
609,Krieg::N,sota,война
610,Feind::N,vihollinen,враг
611,Feind::N,vihollinen,неприятел
612,Gewalt::N,väkivalta,сила
613,Gewalt::N,väkivalta,насилие
614,Kampf::N,taistelu,борба
615,Kampf::N,taistelu,сражение
616,Bogen[Waffe]::N,jousi,лък
617,Pfeil::N,nuoli,стрела
618,Gewehr::N,kivääri,пушка
619,Fehler::N,vika,грешка
620,Fehler::N,virhe,грешка
621,Lüge::N,valhe,лъжа
622,Schaden::N,vaurio,повреда
623,Schaden::N,vahinko,повреда
624,Unglück::N,vahinko,нещастие
625,Unglück::N,onnettomuus,нещастие
626,Schuld::N,syy,вина
627,Alter::N,ikä,възраст
628,Schluss::N,loppu,край
629,Zeit::N,aika,време
630,Tag::N,päivä,ден
631,Morgen::N,aamu,утро
632,Morgen::N,aamu,сутрин
633,Morgen::N,huomen,утро
634,Morgen::N,huomen,сутрин
635,Mittag::N,keskipäivä,обед
636,Mittag::N,keskipäivä,пладне
637,Abend::N,ilta,вечер
638,Nacht::N,yö,нощ
639,Woche::N,viikko,седмица
640,Monat::N,kuukausi,месец
641,Jahr::N,vuosi,година
642,Frühling::N,kevät,пролет
643,Sommer::N,kesä,лято
644,Herbst::N,syksy,есен
645,Winter::N,talvi,зима
646,Januar::N,tammikuu,януари
647,Februar::N,helmikuu,февруари
648,März::N,maaliskuu,март
649,April::N,huhtikuu,април
650,Mai::N,toukokuu,май
651,Juni::N,kesäkuu,юни
652,Juli::N,heinäkuu,юли
653,August::N,elokuu,август
654,September::N,syyskuu,септември
655,Oktober::N,lokakuu,октомври
656,November::N,marraskuu,ноември
657,Dezember::N,joulukuu,декември
658,Montag::N,maanantai,понеделник
659,Dienstag::N,tiistai,вторник
660,Mittwoch::N,keskiviikko,сряда
661,Donnerstag::N,torstai,четвъртък
662,Freitag::N,perjantai,петък
663,Samstag::N,lauantai,събота
664,Sonntag::N,sunnuntai,неделя
665,groß::A,iso,едър
666,groß::A,iso,голям
667,groß::A,suuri,едър
668,groß::A,suuri,голям
669,klein::A,pieni,малък
670,klein::A,pieni,дребен
671,lang::A,pitkä,дълъг
672,kurz::A,lyhyt,къс
673,breit::A,leveä,широк
674,schmal::A,kapea,тесен
675,dicht::A,taaja,гъст
676,dick[Gegenstand]::A,paksu,дебел
677,dünn::A,ohut,тънък
678,fein::A,hieno,фин
679,fein::A,hieno,тънък
680,fest::A,luja,твърд
681,fest::A,luja,плътен
682,flach::A,litteä,равен
683,flach::A,litteä,плосък
684,flach::A,tasainen,равен
685,flach::A,tasainen,плосък
686,glatt::A,sileä,гладък
687,glatt::A,siloinen,гладък
688,hart::A,kova,твърд
689,hart::A,kova,корав
690,weich::A,pehmeä,мек
691,rund::A,pyöreä,кръгъл
692,spitz::A,terävä,островръх
693,scharf::A,terävä,остър
694,stumpf::A,tylsä,тъп
695,schwer::A,raskas,тежък
696,schwer::A,painava,тежък
697,schön::A,kaunis,хубав
698,schön::A,kaunis,красив
699,heiß::A,kuuma,жарък
700,warm::A,lämmin,топъл
701,kalt::A,kylmä,студен
702,kalt::A,viluinen,студен
703,kühl::A,viileä,хладен
704,frisch::A,tuore,свеж
705,feucht::A,kostea,влажен
706,nass::A,märkä,мокър
707,trocken::A,kuiva,сух
708,voll::A,täysi,пълен
709,leer::A,tyhjä,празен
710,offen::A,avonainen,откровен
711,geschlossen::A,suljettu,закрит
712,geschlossen::A,suljettu,затворен
713,sauber::A,puhdas,чист
714,schmutzig::A,likainen,мръсен
715,roh::A,raaka,суров
716,reif::A,kypsä,зрял
717,lecker::A,herkullinen,вкусен
718,süß::A,makea,сладък
719,bitter::A,karvas,горчив
720,bitter::A,kitkerä,горчив
721,sauer::A,hapan,кисел
722,hell::A,kirkas,ясен
723,hell::A,kirkas,светъл
724,hell::A,valoisa,ясен
725,hell::A,valoisa,светъл
726,dunkel::A,pimeä,тъмен
727,schwarz::A,musta,черен
728,weiß::A,valkea,бял
729,rot::A,punainen,червен
730,gelb::A,keltainen,жълт
731,blau::A,sininen,син
732,grün::A,vihreä,зелен
733,grau::A,harmaa,сив
734,bunt::A,kirjava,шарен
735,bunt::A,kirjava,пъстър
736,billig::A,halpa,евтин
737,billig::A,huokea,евтин
738,teuer::A,kallis,скъп
739,wertvoll::A,arvokas,ценен
740,blind::A,sokea,сляп
741,taub::A,kuuro,глух
742,kräftig::A,väkevä,силен
743,kräftig::A,voimakas,силен
744,stark::A,vahva,здрав
745,stark::A,vahva,силен
746,schwach::A,heikko,слаб
747,fett::A,lihava,тлъст
748,schlank::A,hoikka,тънък
749,schlank::A,hoikka,строен
750,schlank::A,solakka,тънък
751,schlank::A,solakka,строен
752,hübsch::A,soma,хубав
753,hübsch::A,sievä,хубав
754,böse::A,paha,зъл
755,böse::A,häijy,зъл
756,dumm::A,tyhmä,глупав
757,dumm::A,typerä,глупав
758,faul::A,laiska,ленив
759,faul::A,laiska,мързелив
760,fleißig::A,ahkera,прилежен
761,geizig::A,saita,скъпернически
762,klug::A,älykäs,умен
763,klug::A,älykäs,разумен
764,geschickt::A,taitava,умел
765,geschickt::A,taitava,сръчен
766,lieb::A,rakas,мил
767,lieb::A,rakas,драг
768,lustig::A,hauska,весел
769,lustig::A,iloinen,весел
770,sanft::A,lauha,нежен
771,sanft::A,lauha,кротък
772,sanft::A,lempeä,нежен
773,sanft::A,lempeä,кротък
774,hungrig::A,nälkäinen,гладен
775,krank::A,sairas,болен
776,nackt::A,alaston,гол
777,traurig::A,surullinen,тъжен
778,traurig::A,surullinen,печален
779,traurig::A,murheellinen,тъжен
780,traurig::A,murheellinen,печален
781,lebendig::A,elävä,жив
782,gut::A,hyvä,добър
783,schlecht::A,paha,лош
784,schlecht::A,huono,лош
785,richtig::A,oikea,правилен
786,schlimm::A,paha,лош
787,wahr::A,tosi,верен
788,wahr::A,tosi,истински
789,alt::A,vanha,стар
790,alt::A,vanha,древен
791,neu::A,uusi,нов
792,ehemalig::A,entinen,бивш
793,ehemalig::A,muinainen,бивш
794,alt[Lebewesen]::A,vanha,стар
795,jung::A,nuori,млад
796,arm::A,köyhä,беден
797,reich::A,rikas,богат
798,bekannt::A,tuttu,познат
799,bekannt::A,tuttu,известен
800,bekannt::A,tunnettu,познат
801,bekannt::A,tunnettu,известен
802,berühmt::A,kuuluisa,почут
803,berühmt::A,kuuluisa,известен
804,fremd::A,vieras,чужд
805,verschieden::A,eri,разен
806,verschieden::A,eri,различен
807,verschieden::A,erilainen,разен
808,verschieden::A,erilainen,различен
809,nah::A,läheinen,близък
810,fern::A,etäinen,далечен
811,linker::A,vasen,ляв
812,rechter::A,oikea,прав
813,anderer::A,muu,друг
814,anderer::A,toinen,друг
815,erster::A,ensimmäinen,пръв
816,erster::A,ensimmäinen,първи
817,zweiter::A,toinen,втори
818,dritter::A,kolmas,трети
819,letzter::A,viimeinen,последен
820,allein::ADV,yksin,само
821,auf einmal::ADV,yhdellä kertaa,същевременно
822,zusammen::ADV,yhdessä,заедно
823,lange::ADV,kauan,дълго
824,lange::ADV,pitkään,дълго
825,plötzlich::ADV,äkkiä,изведнъж
826,sofort::ADV,heti,веднага
827,später::ADV,myöhemmin,по-късно
828,jetzt::ADV,nyt,сега
829,heute::ADV,tänään,днес
830,morgen::ADV,huomenna,утре
831,bald::ADV,pian,скоро
832,dann::ADV,sitten,после
833,dann::ADV,sitten,тогава
834,gestern::ADV,eilen,вчера
835,einst::ADV,aikanaan,някога
836,damals::ADV,silloin,тогава
837,damals::ADV,siihen aikaan,тогава
838,danach::ADV,sen jälkeen,после
839,danach::ADV,sen jälkeen,след това
840,vorher::ADV,ennen,преди
841,vorher::ADV,ennen,преди това
842,zuerst::ADV,ensin,най-напред
