,Concept_ID,kn,fr
44,Sehne::N,ನರ,tendon
45,Knochen::N,ಮೂಳೆ,os
46,Gehirn::N,ಮಿದುಳು,cerveau
47,Herz::N,ಹೃದಯ,cœur
48,Magen::N,ಉದರ,estomac
49,Leber::N,ಯಕೃತ್ತು,foie
50,Atem::N,ಉಸಿರು,haleine
51,Hunger::N,ಹಸಿವು,faim
52,Träne::N,ಕಣ್ಣೀರು,larme
53,Geschmack::N,ರುಚಿ,goût
54,Geschmack::N,ರುಚಿ,saveur
55,Geruch::N,ವಾಸನೆ,odeur
56,Schlaf::N,ನಿದ್ರೆ,sommeil
57,Traum::N,ಕನಸು,songe
58,Himmel::N,ಬಾನು,ciel
59,Sonne::N,ಸೂರ್ಯ,soleil
60,Mond::N,ಚಂದ್ರ,lune
61,Stern::N,ಚುಕ್ಕಿ,étoile
62,Luft::N,ವಾಯು,air
63,Wind::N,ಗಾಳಿ,vent
64,Welle::N,ಅಲೆ,vague
65,Wasser::N,ನೀರು,eau
66,Stein::N,ಕಲ್ಲು,pierre
67,Boden::N,ನೆಲ,sol
68,Boden::N,ನೆಲ,terrain
69,Erde::N,ಭೂಮಿ,terre
70,Staub::N,ದೂಳು,poussière
71,Rauch::N,ಹೊಗೆ,fumée
72,Funke::N,ಕಿಡಿ,étincelle
73,Feuer::N,ಬೆಂಕಿ,feu
74,Licht::N,ಬೆಳಕು,lumière
75,Schatten::N,ನೆರಳು,ombre
76,Wetter::N,ಹವ,temps
77,Nebel::N,ಮಂಜು,brume
78,Nebel::N,ಮಂಜು,brouillard
79,Wolke::N,ಮೋಡ,nuage
80,Regen::N,ಮಳೆ,pluie
81,Schnee::N,ಹಿಮ,neige
82,Eis::N,ಮಂಜುಗಡ್ಡೆ,glace
83,Frost::N,ಮಂಜು,gel
84,Frost::N,ಮಂಜು,gelée
85,Kälte::N,ಹಿಮ,froid
86,Hitze::N,ಉಷ್ಣ,chaleur
87,Raureif::N,ಇಬ್ಬನಿ,givre
88,Regenbogen::N,ಇಂದ್ರಚಾಪ,arc-en-ciel
89,Donner::N,ಗುಡುಗು,tonnerre
90,Strömung::N,ಪ್ರವಾಹ,courant
91,Tropfen::N,ತೊಟ್ಟು,goutte
92,Schaum::N,ನೊರೆ,écume
93,Schaum::N,ನೊರೆ,mousse
94,Schmutz::N,ಕಸ,boue
95,Schmutz::N,ಕಸ,saleté
96,See::N,ಸರೋವರ,lac
97,Sumpf::N,ಜೌಗುಸ್ಥಳ,marais
98,Sumpf::N,ಜೌಗುಸ್ಥಳ,marécage
99,Moor::N,ಬಂಜರು ಭೂಮಿ,tourbière
100,Wiese::N,ಹುಲ್ಲುಗಾವಲು,pré
101,Wald::N,ಕಾಡು,bois
102,Wald::N,ಕಾಡು,forêt
103,Hügel::N,ಗುಡ್ಡೆ,coteau
104,Hügel::N,ಗುಡ್ಡೆ,colline
105,Anhöhe::N,ದಿಬ್ಬ,éminence
106,Anhöhe::N,ದಿಬ್ಬ,élévation
107,Berg::N,ಮಲೆ,mont
108,Berg::N,ಮಲೆ,montagne
109,Berg::N,ಪರ್ವತ,mont
110,Berg::N,ಪರ್ವತ,montagne
111,Gipfel::N,ಶೃಂಗ,cime
112,Gipfel::N,ಶೃಂಗ,sommet
113,Höhle::N,ಗುಹೆ,caverne
114,Abhang::N,ಇಳಿಜಾರು,pente
115,Abhang::N,ಇಳಿಜಾರು,versant
116,Quelle::N,ಮೂಲ,source
117,Quelle::N,ಮೂಲ,fontaine
118,Bach::N,ತೊರೆ,ruisseau
119,Fluss::N,ನದಿ,fleuve
120,Fluss::N,ನದಿ,rivière
121,Ufer::N,ತೀರ,bord
122,Ufer::N,ತೀರ,rivage
123,Küste::N,ದಂಡೆ,côte
124,Festland::N,ಭೂಮಿ,terre ferme
125,Meer::N,ಕಡಲು,mer
126,Bucht::N,ಖಾರಿ,baie
127,Insel::N,ದ್ವೀಪ,île
128,Blume::N,ಸುಮ,fleur
129,Gras::N,ಹುಲ್ಲು,herbe
130,Wurzel::N,ಬೇರು,racine
131,Baum::N,ಮರ,arbre
132,Stamm::N,ಕಾಂಡ,tronc
133,Rinde::N,ತೂಗಟಿ,écorce
134,Ast::N,ಶಾಖೆ,branche
135,Zweig::N,ರೆಂಬೆ,rameau
136,Blatt::N,ಎಲೆ,feuille
137,Birke::N,ಬರ್ಚ್ ಮರ,bouleau
138,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pin
139,Weide[Baum]::N,ವಿಲೋಮರ,saule
140,Tanne::N,ಭದ್ರದಾರು,sapin
141,Horn::N,ಕೊಂಬು,corne
142,Feder::N,ಪುಕ್ಕ,plume
143,Fell::N,ರೋಮ,peau
144,Flügel::N,ರೆಕ್ಕೆ,aile
145,Klaue::N,ಪಂಜ,serre
146,Kralle::N,ಉಗುರು,ongle
147,Kralle::N,ಉಗುರು,griffe
148,Schwanz::N,ಬಾಲ,queue
149,Ei::N,ಮೊಟ್ಟೆ,œuf
150,Nest::N,ಗೂಡು,nid
151,Bau::N,ಅಡಗುದಾಣ,terrier
152,Tier::N,ಪ್ರಾಣಿ,animal
153,Herde::N,ಗುಂಪು,troupeau
154,Kuh::N,ಹಸು,vache
155,Bulle::N,ಗೂಳಿ,taureau
156,Pferd::N,ಕುದುರೆ,cheval
157,Schaf::N,ಕುರಿ,mouton
158,Schwein::N,ಹಂದಿ,porc
159,Schwein::N,ಹಂದಿ,cochon
160,Hund::N,ನಾಯಿ,chien
161,Katze::N,ಬೆಕ್ಕು,chat
162,Bär::N,ಕರಡಿ,ours
163,Eichhörnchen::N,ಉಡುತೆ,écureuil
164,Elch::N,ಕಡವೆ,élan
165,Fuchs::N,ನರಿ,renard
166,Hase::N,ಮೊಲ,lièvre
167,Maus::N,ಇಲಿ,souris
168,Wolf::N,ತೋಳ,loup
169,Vogel::N,ಪಕ್ಷಿ,oiseau
170,Schwarm::N,ಗುಂಪು,nuée
171,Schwarm::N,ಗುಂಪು,volée
172,Huhn::N,ಚಿಕ್,poule
173,Hahn::N,ಹುಂಜ,coq
174,Gans::N,ವರಟೆ,oie
175,Adler::N,ಗರುಡ,aigle
176,Ente::N,ಬಾತು,canard
177,Eule::N,ಗೂಬೆ,hibou
178,Kranich::N,ಕೊಕ್ಕರ,grue
179,Krähe::N,ಕಾಗೆ,corneille
180,Kuckuck::N,ಕೋಗಿಲೆ,coucou
181,Schwan::N,ಹಂಸಪಕ್ಷಿ,cygne
182,Fisch::N,ಮೀನು,poisson
183,Barsch::N,ಪರ್ಚ್ ಮೀನು,perche
184,Hecht::N,ಪೈಕ್ ಮೀನು,brochet
185,Schlange[Tier]::N,ಹಾವು,serpent
186,Wurm::N,ಹುಳು,ver
187,Spinne::N,ಊರ್ಣನಾಭ,araignée
188,Ameise::N,ಇರುವೆ,fourmi
189,Laus::N,ಹೇನು,pou
190,Mücke::N,ಸೊಳ್ಳೆ,moucheron
191,Fliege::N,ನೊಣ,mouche
192,Schmetterling::N,ಪತಂಗ,papillon
193,Beere::N,ನಯವಣ್ಣು,baie
194,Apfel::N,ಸೇಬು,pomme
195,Pilz::N,ಅಣಬೆ,champignon
196,Zwiebel::N,ನೀರುಳ್ಳಿ,oignon
197,Saat::N,ಬಿತ್ತ,semence
198,Korn::N,ಬೀಜ,grain
199,Heu::N,ಕರಡ,foin
200,Schale::N,ಹೊಟ್ಟು,pelure
201,Grube::N,ಗುಂಡಿ,fosse
202,Falle::N,ಬೋನು,piège
203,Schlinge::N,ಉರುಲು,lacs
204,Spur::N,ಜಾಡು,trace
205,Asche::N,ಬೂದಿ,cendre
206,Dreck::N,ಹೊಲಸು,crotte
207,Eisen::N,ಕಬ್ಬಿಣ,fer
208,Gold::N,ಚಿನ್ನ,or
209,Silber::N,ಬೆಳ್ಳಿ,argent
210,Kohle::N,ಕಲ್ಲಿದ್ದಲು,charbon
211,Glas::N,ಗಾಜು,verre
212,Lehm::N,ಜೇಡಿಮಣ್ಣು,glaise
213,Sand::N,ಮರಳು,sable
214,Mensch::N,ಪುರುಷ,homme
215,Mann::N,ಆಳು,homme
216,Frau::N,ಹೆಣ್ಣು,femme
217,Kind::N,ಮಗು,enfant
218,Junge::N,ಹುಡುಗ,garçon
219,Mädchen::N,ಹುಡುಗಿ,fille
220,Mädchen::N,ಹುಡುಗಿ,jeune fille
221,Familie::N,ಕುಟುಂಬ,famille
222,Großvater::N,ಅಜ್ಜ,grand-père
223,Großmutter::N,ಅಮ್ಮ,grand-mère
224,Eltern::N,ಹೆತ್ತವರು,parents
225,Vater::N,ತಂದೆ,père
226,Mutter::N,ಅಮ್ಮ,mère
227,Sohn::N,ಮಗ ,fils
228,Tochter::N,ಮಗಳು,fille
229,Bruder::N,ತಮ್ಮ,frère
230,Schwester::N,ತಂಗಿ,sœur
231,Onkel::N,ಸೋದರಮಾವ,oncle
232,Onkel::N,ದೊಡ್ಡಪ್ಪ,oncle
233,Tante::N,ಚಿಕ್ಕಮ್ಮ,tante
234,Ehemann::N,ಗಂಡ,mari
235,Ehemann::N,ಗಂಡ,époux
236,Ehefrau::N,ಹೆಂಡತಿ,femme
237,Ehefrau::N,ಹೆಂಡತಿ,épouse
238,Freude::N,ನಲಿವು,joie
239,Freude::N,ನಲಿವು,plaisir
240,Gelächter::N,ನಗೆ,rires
241,Glück::N,ಆನಂದ,bonheur
242,Kummer::N,ದುಃಖ,peine
243,Kummer::N,ದುಃಖ,chagrin
244,Wunsch::N,ಬಯಕೆ,désir
245,Lust::N,ಇಷ್ಟ,envie
246,Geist::N,ಆತ್ಮ,esprit
247,Gedanke::N,ಯೋಚನೆ,idée
248,Gedanke::N,ಯೋಚನೆ,pensée
249,Gedächtnis::N,ಸ್ಮರಣೆ,mémoire
250,Verstand::N,ಮನಸ್ಸು,raison
251,Sinn::N,ಅರ್ಥ,sens
252,Grund::N,ಕಾರಣ,cause
253,Grund::N,ಕಾರಣ,raison
254,Wahrheit::N,ಸತ್ಯ,vérité
255,Gespräch::N,ಸಂಭಾಷಣೆ,conversation
256,Märchen::N,ಸುಳ್ಳು ಕಥೆ,conte
257,Märchen::N,ಸುಳ್ಳು ಕಥೆ,conte de fées
258,Erzählung::N,ಕಥೆ,conte
259,Erzählung::N,ಕಥೆ,narration
260,Nachricht::N,ಸಂದೇಶ,message
261,Neuigkeit::N,ಸುದ್ದಿ,nouvelle
262,Name::N,ಹೆಸರು,nom
263,Rätsel::N,ಒಗಟು,énigme
264,Rätsel::N,ಒಗಟು,devinette
265,Rede::N,ಮಾತು,parole
266,Rede::N,ಮಾತು,discours
267,Sprache::N,ಭಾಷೆ,langue
268,Sprache::N,ಭಾಷೆ,langage
269,Stimme::N,ಧ್ವನಿ,voix
270,Wort::N,ಮಾತು,mot
271,Zeichen::N,ಗುರುತು,signe
272,Ruf::N,ಕೂಗು,cri
273,Ruf::N,ಕೂಗು,appel
274,Lärm::N,ಸದ್ದು,bruit
275,Laut::N,ಶಬ್ದ,son
276,Ton::N,ನಾದ,ton
277,Lied::N,ಗಾನ,chant
278,Lied::N,ಗಾನ,chanson
279,Ruhe::N,ಶಾಂತಿ,calme
280,Ruhe::N,ಶಾಂತಿ,tranquillité
281,Leute::N,ಮಂದಿ,gens
282,Volk::N,ಜನಾಂಗ,peuple
283,Arbeit::N,ಕೆಲಸ,travail
284,Gast::N,ಅತಿಥಿ,hôte
285,Gast::N,ಅತಿಥಿ,invité
286,Geschenk::N,ಕಾಣಿಕೆ,cadeau
287,Geschenk::N,ಕಾಣಿಕೆ,présent
288,Spiel::N,ಆಟ,jeu
289,Gesellschaft::N,ಸಂಗ,compagnie
290,Hilfe::N,ಸಹಾಯ,aide
291,Hilfe::N,ಸಹಾಯ,secours
292,Freund::N,ಸ್ನೇಹಿತ,ami
293,Kamerad::N,ಜೊತೆಗಾರ,copain
294,Kamerad::N,ಜೊತೆಗಾರ,camarade
295,Angelegenheit::N,ವಿಚಾರ,affaire
296,Anzahl::N,ಎಣಿಕೆ,nombre
297,Art::N,ತರ,sorte
298,Art::N,ತರ,espèce
299,Stück::N,ತುಂಡು,morceau
300,Teil::N,ಭಾಗ,part
301,Teil::N,ಭಾಗ,partie
302,Hälfte::N,ಅರ್ಧ,moitié
303,Kreis::N,ವೃತ್ತ,cercle
304,Kreuz::N,ಶಿಲುಬೆ,croix
305,Linie::N,ರೀಖೆ,ligne
306,Strich::N,ಗೀಟು,trait
307,Abstand::N,ಅಂತರ,écart
308,Entfernung::N,ದೂರ,distance
309,Gegend::N,ವಿಸ್ತೀರ್ಣ,région
310,Gegend::N,ವಿಸ್ತೀರ್ಣ,contrée
311,Platz::N,ಅಂತರ,place
312,Ort::N,ಸ್ಥಳ,lieu
313,Ort::N,ಸ್ಥಳ,endroit
314,Seite::N,ಪಕ್ಷ,côté
315,Mitte::N,ನಡು,milieu
316,Gegenstand::N,ವಸ್ತು,objet
317,Sache::N,ವಸ್ತು,chose
318,Rand::N,ಅಂಚು,bord
319,Kante::N,ಅಂಚು,arête
320,Ecke::N,ಮೂಲೆ,coin
321,Ecke::N,ಮೂಲೆ,tournant
322,Spitze::N,ತುದಿ,cime
323,Spitze::N,ತುದಿ,pointe
324,Ende::N,ಕೊನೆ,bout
325,Loch::N,ತೂತು,trou
326,Winkel::N,ಕೋನ,coin
327,Winkel::N,ಕೋನ,réduit
328,Muster::N,ನಮೂನೆ,dessin
329,Größe::N,ಪ್ರಮಾಣ,grandeur
330,Länge::N,ಉದ್ದ,longueur
331,Höhe::N,ಎತ್ತರ,hauteur
332,Höhe::N,ಎತ್ತರ,altitude
333,Gewicht::N,ತೂಕ,poids
334,Menge::N,ಮೊತ್ತ,quantité
335,Haufen::N,ರಾಶಿ,tas
336,Reihe::N,ಸಾಲು,file
337,Reihe::N,ಸಾಲು,rangée
338,Boot::N,ದೋಣಿ,canot
339,Boot::N,ದೋಣಿ,bateau
340,Ruder::N,ಹುಟ್ಟು,rame
341,Ruder::N,ಹುಟ್ಟು,aviron
342,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,traîneau
343,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
344,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,feu de camp
345,Last::N,ಹೊರೆ,charge
346,Last::N,ಹೊರೆ,fardeau
347,Gang::N,ತಿರುಗಾಟ,tour
348,Gang::N,ತಿರುಗಾಟ,marche
349,Schritt::N,ಹೆಜ್ಜೆ,pas
350,Norden::N,ಉತ್ತರ,nord
351,Süden::N,ದಕ್ಷಿಣ,sud
352,Westen::N,ಪಶ್ಚಿಮ,ouest
353,Westen::N,ಪಶ್ಚಿಮ,occident
354,Osten::N,ಮೂಡಲು,est
355,Osten::N,ಮೂಡಲು,orient
356,Holz::N,ಚೌಬೀನೆ,bois
357,Brett::N,ಹಲಗೆ,planche
358,Platte::N,ಹಲಗೆ,plaque
359,Stütze::N,ಆಸರೆ,appui
360,Stütze::N,ಆಸರೆ,soutien
361,Stange::N,ಕಂಬ,barre
362,Stange::N,ಕಂಬ,perche
363,Stock::N,ಕೋಲು,canne
364,Stab::N,ದೊಣ್ಣೆ,bâton
365,Rohr::N,ನಳಿಕೆ,tube
366,Rohr::N,ನಳಿಕೆ,tuyau
367,Haus::N,ಮನೆ,maison
368,Heim::N,ಗೃಹ,maison
369,Ofen::N,ಒಲೆ,poêle
370,Fußboden::N,ನೆಲ,plancher
371,Tisch::N,ಮೇಜು,table
372,Stuhl::N,ಕುರ್ಚಿ,chaise
373,Wiege::N,ತೊಟ್ಟಿಲು,berceau
374,Bett::N,ಹಾಸಿಗೆ,lit
375,Regal::N,ಬೀರು,étagère
376,Kiste::N,ಪಟ್ಟಿಗೆ,caisse
377,Fenster::N,ಕಿಟಕಿ,fenêtre
378,Tür::N,ಬಾಗಿಲು,porte
379,Tor::N,ಹೆಬ್ಬಾಗಿಲು,porte
380,Tor::N,ಹೆಬ್ಬಾಗಿಲು,portail
381,Zaun::N,ಬೇಲಿ,clôture
382,Dach::N,ಮಾಳಿಗೆ,toit
383,Leiter::N,ಏಣಿ,échelle
384,Besen::N,ಪೊರಕೆ,balai
385,Spaten::N,ಗುದ್ದಲಿ,bêche
386,Schaufel::N,ಸನಿಕೆ,pelle
387,Gabel::N,ಕವಲು,fourchette
388,Löffel::N,ಚಮಚ,cuiller
389,Messer::N,ಚಾಕು,couteau
390,Nagel::N,ಆಣಿ,clou
391,Netz::N,ಬಲೆ,filet
392,Haken::N,ಕೊಂಡಿ,croc
393,Haken::N,ಕೊಂಡಿ,crochet
394,Griff::N,ಹಿಡಿ,prise
395,Griff::N,ಹಿಡಿ,manche
396,Schloss::N,ವೀಗ,serrure
397,Bild::N,ಚಿತ್ರ,image
398,Bild::N,ಚಿತ್ರ,tableau
399,Figur::N,ಆಕಾರ,figure
400,Puppe::N,ಗೊಂಬೆ,poupée
401,Beutel::N,ಸಂಚಿ,sac
402,Beutel::N,ಸಂಚಿ,petit sac
403,Bündel::N,ಕಟ್ಟು,paquet
404,Bündel::N,ಕಟ್ಟು,faisceau
405,Tasche::N,ಚೀಲ,sac
406,Eimer::N,ಬಾನೆ,seau
407,Deckel::N,ಮುಚ್ಚಳ,couvercle
408,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,vaisselle
409,Sack::N,ಮೂಟೆ,sac
410,Tasse::N,ಬಟ್ಟಲು,tasse
411,Topf::N,ಮಡಕೆ,pot
412,Topf::N,ಮಡಕೆ,marmite
413,Kessel::N,ಕೆಟಲ್,chaudron
414,Essen::N,ಊಟ,repas
415,Essen::N,ಊಟ,manger
416,Nahrung::N,ಆಹಾರ,nourriture
417,Speise::N,ಊಟ,plat
418,Fleisch::N,ಮಾಂಸ,viande
419,Getreide::N,ಧಾನ್ಯ,blé
420,Getreide::N,ಧಾನ್ಯ,céréales
421,Brei::N,ಗಂಜಿ,purée
422,Brei::N,ಗಂಜಿ,bouillie
423,Brot::N,ರೊಟ್ಟಿ,pain
424,Scheibe::N,ಹೋಳು,tranche
425,Fett::N,ಕೊಬ್ಬು,graisse
426,Butter::N,ಬೆಣ್ಣೆ,beurre
427,Öl::N,ಎಣ್ಣೆ,huile
428,Salz::N,ಉಪ್ಪು,sel
429,Suppe::N,ಎಸರು,soupe
430,Suppe::N,ಎಸರು,potage
431,Honig::N,ಮಧು,miel
432,Milch::N,ಹಾಲು,lait
433,Tee::N,ಚಹ,thé
434,Leder::N,ಚಕ್ಕಳ,cuir
435,Wolle::N,ಉಣ್ಣೆ,laine
436,Stoff::N,ಬಟ್ಟೆ,tissu
437,Stoff::N,ಬಟ್ಟೆ,étoffe
438,Nadel::N,ಸೂಜಿ,aiguille
439,Faden::N,ದಾರ,fil
440,Knopf::N,ಗುಂಡು,bouton
441,Knoten::N,ಗಂಟು,nœud
442,Farbe::N,ಬಣ್ಣ,peinture
443,Kleidung::N,ಅರಿವೆ,vêtements
444,Kleidung::N,ಅರಿವೆ,habillement
445,Hemd::N,ಅಂಗಿ,chemise
446,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,col
447,Ärmel::N,ತೋಳು,manche
448,Hose::N,ಇಜಾರ,pantalon
449,Gürtel::N,ಬೆಲ್ಟು,ceinture
450,Mütze::N,ಟೋಪಿ,bonnet
451,Mütze::N,ಟೋಪಿ,casquette
452,Schuh::N,ಪಾದರಕ್ಷೆ,soulier
453,Schuh::N,ಪಾದರಕ್ಷೆ,chaussure
454,Stiefel::N,ಬೂಟು,botte
455,Ring::N,ಉಂಗುರ,bague
456,Band::N,ರಿಬ್ಬನ್,ruban
457,Kamm::N,ಹಣಿಗೆ,peigne
458,Spiegel::N,ಕನ್ನಡಿ,glace
459,Spiegel::N,ಕನ್ನಡಿ,miroir
460,Riemen::N,ಬಾರು,lanière
461,Riemen::N,ಬಾರು,courroie
462,Schnur::N,ಹುರಿ,corde
463,Schnur::N,ಹುರಿ,ficelle
464,Leine::N,ಹಗ್ಗ,laisse
465,Decke::N,ಕಂಬಳಿ,couverture
466,Kissen::N,ದಿಂಬು,oreiller
467,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,drap
468,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,fichu
469,Handtuch::N,ಚೌಕ,serviette
470,Handtuch::N,ಚೌಕ,essuie-mains
471,Kraft::N,ಬಲ,force
472,Stärke::N,ಶಕ್ತಿ,vigueur
473,Gesundheit::N,ಆರೋಗ್ಯ,santé
474,Krankheit::N,ರೋಗ,maladie
475,Schmerz::N,ನೋವು,douleur
476,Wunde::N,ಗಾಯ,plaie
477,Wunde::N,ಗಾಯ,blessure
478,Fieber::N,ಜ್ವರ,fièvre
479,Arznei::N,ಔಷಧ,remède
480,Arznei::N,ಔಷಧ,médecine
481,Brücke::N,ಸೇತುವೆ,pont
482,Brunnen::N,ಬಾವಿ,puits
483,Weide::N,ಗೋಮಾಳ,pâturage
484,Pfad::N,ದಾರಿ,sentier
485,Weg::N,ಹಾದಿ,voie
486,Weg::N,ಹಾದಿ,chemin
487,Straße::N,ರಸ್ತೆ,route
488,Dorf::N,ಹಳ್ಳಿ,village
489,Stadt::N,ಪಟ್ಟಣ,cité
490,Stadt::N,ಪಟ್ಟಣ,ville
491,Brief::N,ಕಾಗದ,lettre
492,Buch::N,ಪುಸ್ತಕ,livre
493,Buchstabe::N,ಅಕ್ಷರ,lettre
494,Buchstabe::N,ಅಕ್ಷರ,caractère
495,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,journal
496,Leben::N,ಜೀವನ,vie
497,Tod::N,ಮರಣ,mort
498,Grab::N,ಗೋರಿ,tombe
499,Kirche::N,ಚರ್ಚು,église
500,Sünde::N,ಪಾಪ,péché
501,Gott::N,ದೇವರು,dieu
502,Arbeiter::N,ಕೆಲಸಗಾರ,ouvrier
503,Arbeiter::N,ಕೆಲಸಗಾರ,travailleur
504,Chef::N,ದಣಿ,chef
505,Chef::N,ದಣಿ,patron
506,Meister::N,ಶಿಕ್ಷಕ,maître
507,Arzt::N,ವೈದ್ಯ,médecin
508,Lehrer::N,ಉಪಾಧ್ಯಾಯ,professeur
509,Lehrer::N,ಉಪಾಧ್ಯಾಯ,instituteur
510,Geld::N,ಹಣ,argent
511,Geschäft::N,ವಾಣಿಜ್ಯ,affaire
512,Geschäft::N,ವಾಣಿಜ್ಯ,commerce
513,Laden::N,ಅಂಗಡಿ,magasin
514,Laden::N,ಅಂಗಡಿ,boutique
515,Preis::N,ಬೆಲೆ,prix
516,Ware::N,ಸರಕು,marchandise
517,Nutzen::N,ಲಾಭ,profit
518,Reichtum::N,ಸಂಪತ್ತು,richesse
519,Welt::N,ಭೂಲೋಕ,monde
520,Land::N,ದೇಶ,pays
521,Staat::N,ರಾಜ್ಯ,État
522,König::N,ರಾಜ,roi
523,Macht::N,ಅಧಿಕಾರ,pouvoir
524,Macht::N,ಅಧಿಕಾರ,puissance
525,Grenze::N,ಗಡಿ,frontière
526,Krieg::N,ಯುದ್ಧ,guerre
527,Feind::N,ಶತ್ರು,ennemi
528,Gewalt::N,ಹಿಂಸೆ,violence
529,Kampf::N,ಹೋರಾಟ,lutte
530,Kampf::N,ಹೋರಾಟ,combat
531,Bogen[Waffe]::N,ಬಿಲ್ಲು,arc
532,Pfeil::N,ಅಂಬು,flèche
533,Gewehr::N,ಬಂದೂಕು,fusil
534,Fehler::N,ತಪ್ಪು,faute
535,Fehler::N,ತಪ್ಪು,erreur
536,Lüge::N,ಸುಳ್ಳು,mensonge
537,Schaden::N,ಹಾನಿ,dégât
538,Schaden::N,ಹಾನಿ,dommage
539,Unglück::N,ಅಪಾಯ,malheur
540,Schuld::N,ದೋಷ,faute
541,Schuld::N,ದೋಷ,culpabilité
542,Alter::N,ಮುಪ್ಪು,âge
543,Schluss::N,ಮುಕ್ತಾಯ,fin
544,Zeit::N,ಕಾಲ,temps
545,Tag::N,ದಿನ,jour
546,Tag::N,ದಿನ,journée
547,Morgen::N,ಮುಂಜಾನೆ,matin
548,Morgen::N,ಮುಂಜಾನೆ,matinée
549,Mittag::N,ನಡುಹಗಲು,midi
550,Abend::N,ಸಂಜೆ,soir
551,Abend::N,ಸಂಜೆ,soirée
552,Nacht::N,ರಾತ್ರಿ,nuit
553,Woche::N,ವಾರ,semaine
554,Monat::N,ತಿಂಗಳು,mois
555,Jahr::N,ಸಂವತ್ಸರ,an
556,Jahr::N,ಸಂವತ್ಸರ,année
557,Frühling::N,ವಸಂತ,printemps
558,Sommer::N,ಬಿಸಿಲುಕಾಲ,été
559,Herbst::N,ಶರತ್ಕಾಲ,automne
560,Winter::N,ಚಳಿಗಾಲ,hiver
561,Januar::N,ನಾಲ್ಚಳಿ,janvier
562,Februar::N,ಅಯ್ಚಳಿ,février
563,März::N,ಮೊಬ್ಬೇಸಿಗೆ,mars
564,April::N,ಇಬ್ಬೇಸಿಗೆ,avril
565,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,mai
566,Juni::N,ಮೊಮ್ಮಳೆ,juin
567,Juli::N,ಇಮ್ಮಳೆ,juillet
568,August::N,ಮುಮ್ಮಳೆ,août
569,September::N,ನಾಲ್ಮಳೆ,septembre
570,Oktober::N,ಮೊಚ್ಚಳಿ,octobre
571,November::N,ಇಚ್ಚಳಿ,novembre
572,Dezember::N,ಮುಚ್ಚಳಿ,décembre
573,Montag::N,ಸೋಮುವಾರ,lundi
574,Dienstag::N,ಮಂಗಳವಾರ,mardi
575,Mittwoch::N,ಬುಧವಾರ,mercredi
576,Donnerstag::N,ಗುರುವಾರ,jeudi
577,Freitag::N,ಶುಕ್ರವಾರ,vendredi
578,Samstag::N,ಶನಿವಾರ,samedi
