,Concept_ID,es,hr
331,Lärm::N,ruido,galama
332,Lärm::N,barullo,buka
333,Lärm::N,barullo,galama
334,Laut::N,sonido,zvuk
335,Ton::N,tono,ton
336,Lied::N,canción,pjesma
337,Ruhe::N,calma,tišina
338,Ruhe::N,calma,počinak
339,Ruhe::N,silencio,tišina
340,Ruhe::N,silencio,počinak
341,Leute::N,gente,ljudi
342,Volk::N,pueblo,puk
343,Volk::N,pueblo,narod
344,Arbeit::N,trabajo,rad
345,Arbeit::N,trabajo,posao
346,Gast::N,huésped,gost
347,Gast::N,invitado,gost
348,Geschenk::N,regalo,dar
349,Geschenk::N,regalo,poklon
350,Spiel::N,juego,igra
351,Gesellschaft::N,compañía,društvo
352,Gesellschaft::N,compañía,kompanija
353,Hilfe::N,ayuda,pomoć
354,Hilfe::N,socorro,pomoć
355,Freund::N,amigo,prijatelj
356,Kamerad::N,camarada,drug
357,Kamerad::N,camarada,drugar
358,Kamerad::N,compañero,drug
359,Kamerad::N,compañero,drugar
360,Angelegenheit::N,asunto,posao
361,Anzahl::N,cantidad,broj
362,Anzahl::N,cantidad,brojnost
363,Art::N,tipo,vid
364,Art::N,tipo,vrst
365,Art::N,clase,vid
366,Art::N,clase,vrst
367,Stück::N,pieza,komad
368,Teil::N,parte,dio
369,Hälfte::N,mitad,polovina
370,Kreis::N,círculo,krug
371,Kreuz::N,cruz,križ
372,Linie::N,línea,crta
373,Strich::N,raya,crta
374,Strich::N,trazo,crta
375,Abstand::N,distancia,razmak
376,Abstand::N,distancia,odstojanje
377,Entfernung::N,distancia,udaljenost
378,Gegend::N,región,kraj
379,Gegend::N,región,predeo
380,Gegend::N,comarca,kraj
381,Gegend::N,comarca,predeo
382,Platz::N,espacio,mjesto
383,Ort::N,sitio,mjesto
384,Seite::N,lado,bok
385,Seite::N,lado,strana
386,Seite::N,costado,bok
387,Seite::N,costado,strana
388,Mitte::N,medio,sredina
389,Mitte::N,centro,sredina
390,Gegenstand::N,objeto,predmet
391,Sache::N,cosa,posao
392,Rand::N,borde,rub
393,Rand::N,borde,kraj
394,Kante::N,borde,brid
395,Kante::N,borde,ivica
396,Ecke::N,esquina,ugao
397,Spitze::N,punta,vrh
398,Spitze::N,punta,šiljak
399,Ende::N,cabo,konac
400,Ende::N,extremo,konac
401,Loch::N,agujero,rupa
402,Loch::N,abertura,rupa
403,Winkel::N,ángulo,kut
404,Winkel::N,ángulo,ugao
405,Muster::N,dibujo,uzor
406,Größe::N,tamaño,veličina
407,Länge::N,longitud,duljina
408,Höhe::N,altura,visina
409,Höhe::N,altitud,visina
410,Gewicht::N,peso,težina
411,Menge::N,cantidad,mnoštvo
412,Menge::N,cantidad,količina
413,Haufen::N,montón,hrpa
414,Haufen::N,montón,gomila
415,Reihe::N,fila,red
416,Boot::N,bote,čun
417,Boot::N,bote,čamac
418,Boot::N,barca,čun
419,Boot::N,barca,čamac
420,Ruder::N,remo,veslo
421,Schlitten::N,trineo,saone
422,Ski::N,esquí,ski
423,Ski::N,esquí,smučka
424,Lagerfeuer::N,hoguera,logorska vatra
425,Last::N,carga,tovar
426,Gang::N,marcha,hod
427,Schritt::N,paso,korak
428,Norden::N,norte,sjever
429,Süden::N,sur,jug
430,Westen::N,oeste,zapad
431,Osten::N,este,istok
432,Holz::N,madera,drvo
433,Brett::N,tabla,daska
434,Platte::N,placa,ploča
435,Platte::N,plancha,ploča
436,Stütze::N,sostén,potpora
437,Stütze::N,soporte,potpora
438,Stange::N,vara,motka
439,Stange::N,percha,motka
440,Stock::N,palo,štap
441,Stock::N,palo,palica
442,Stock::N,bastón,štap
443,Stock::N,bastón,palica
444,Stab::N,vara,štap
445,Stab::N,vara,šipka
446,Stab::N,bastón,štap
447,Stab::N,bastón,šipka
448,Rohr::N,tubo,cijev
449,Haus::N,casa,kuća
450,Heim::N,hogar,dom
451,Ofen::N,estufa,peć
452,Fußboden::N,suelo,pod
453,Tisch::N,mesa,stol
454,Tisch::N,mesa,trpeza
455,Stuhl::N,silla,stolac
456,Stuhl::N,silla,stolica
457,Wiege::N,cuna,kolijevka
458,Bett::N,cama,krevet
459,Bett::N,cama,postelja
460,Regal::N,estantería,polica
461,Kiste::N,caja,sanduk
462,Fenster::N,ventana,prozor
463,Tür::N,puerta,vrata
464,Tor::N,puerta,vrata
465,Tor::N,puerta,kapija
466,Zaun::N,valla,plot
467,Zaun::N,valla,ograda
468,Zaun::N,cercado,plot
469,Zaun::N,cercado,ograda
470,Dach::N,techo,krov
471,Dach::N,tejado,krov
472,Leiter::N,escalera,ljestve
473,Leiter::N,escalera,ljestvice
474,Besen::N,escoba,metla
475,Spaten::N,pala,ašov
476,Schaufel::N,pala,lopata
477,Schaufel::N,paleta,lopata
478,Gabel::N,tenedor,viljuška
479,Löffel::N,cuchara,žlica
480,Messer::N,cuchillo,nož
481,Nagel::N,clavo,čavao
482,Netz::N,red,mreža
483,Haken::N,gancho,kuka
484,Haken::N,corchete,kuka
485,Griff::N,asa,držak
486,Griff::N,asa,ručica
487,Griff::N,mango,držak
488,Griff::N,mango,ručica
489,Schloss::N,cerradura,brava
490,Bild::N,imagen,slika
491,Figur::N,figura,figura
492,Puppe::N,muñeca,lutka
493,Beutel::N,bolsa,kesa
494,Bündel::N,haz,snop
495,Bündel::N,haz,svežanj
496,Tasche::N,bolso,torba
497,Tasche::N,bolso,taška
498,Eimer::N,cubo,kabao
499,Deckel::N,tapa,poklopac
500,Deckel::N,tapadera,poklopac
501,Geschirr::N,vajilla,suđe
502,Geschirr::N,vajilla,posuđe
503,Sack::N,saco,džak
504,Sack::N,saco,vreća
505,Tasse::N,taza,šalica
506,Topf::N,olla,lonac
507,Topf::N,marmita,lonac
508,Kessel::N,caldera,kazan
509,Essen::N,comida,obrok
510,Nahrung::N,alimento,hrana
511,Speise::N,plato,jelo
512,Fleisch::N,carne,meso
513,Getreide::N,cereales,žito
514,Getreide::N,cereales,žitarice
515,Brei::N,puré,kaša
516,Brei::N,papilla,kaša
517,Brot::N,pan,kruh
518,Scheibe::N,lonja,kriška
519,Scheibe::N,rebanada,kriška
520,Fett::N,grasa,mast
521,Fett::N,grasa,salo
522,Butter::N,mantequilla,buter
523,Butter::N,mantequilla,maslac
524,Öl::N,aceite,ulje
525,Salz::N,sal,sol
526,Suppe::N,sopa,supa
527,Honig::N,miel,med
528,Milch::N,leche,mlijeko
529,Tee::N,té,čaj
530,Leder::N,cuero,koža
531,Wolle::N,lana,vuna
532,Stoff::N,tela,štof
533,Stoff::N,tela,tkanina
534,Stoff::N,tejido,štof
535,Stoff::N,tejido,tkanina
536,Nadel::N,aguja,igla
537,Faden::N,hilo,nit
538,Faden::N,hilo,konac
539,Knopf::N,botón,dugme
540,Knoten::N,nudo,čvor
541,Knoten::N,nudo,uzao
542,Farbe::N,pintura,farba
543,Kleidung::N,ropa,odjeća
544,Kleidung::N,vestidos,odjeća
545,Hemd::N,camisa,košulja
546,Kragen::N,cuello,ovratnik
547,Ärmel::N,manga,rukav
548,Hose::N,pantalón,hlače
549,Gürtel::N,cinturón,pas
550,Gürtel::N,cinturón,pojas
551,Mütze::N,gorro,kapa
552,Schuh::N,zapato,cipela
553,Stiefel::N,bota,čizma
554,Ring::N,anillo,prsten
555,Band::N,cinta,vrpca
556,Kamm::N,peine,češalj
557,Spiegel::N,espejo,zrcalo
558,Spiegel::N,espejo,ogledalo
559,Riemen::N,correa,kaiš
560,Riemen::N,correa,remen
561,Schnur::N,cuerda,vrpca
562,Leine::N,correa,uzica
563,Decke::N,manta,ćebe
564,Decke::N,manta,pokrivač
565,Kissen::N,almohada,jastuk
566,Tuch::N,pañuelo,rubac
567,Tuch::N,pañuelo,marama
568,Handtuch::N,toalla,ručnik
569,Kraft::N,fuerza,snaga
570,Stärke::N,fuerza,jakost
571,Gesundheit::N,salud,zdravlje
572,Krankheit::N,enfermedad,bolest
573,Schmerz::N,dolor,bol
574,Wunde::N,llaga,rana
575,Wunde::N,herida,rana
576,Fieber::N,fiebre,groznica
577,Arznei::N,medicina,lijek
578,Arznei::N,medicamento,lijek
579,Brücke::N,puente,most
580,Brücke::N,puente,ćuprija
581,Brunnen::N,pozo,bunar
582,Brunnen::N,pozo,zdenac
583,Weide::N,pasto,paša
584,Weide::N,pasto,pašnjak
585,Pfad::N,sendero,staza
586,Weg::N,camino,put
587,Straße::N,vía,drum
588,Straße::N,vía,cesta
589,Straße::N,carretera,drum
590,Straße::N,carretera,cesta
591,Dorf::N,aldea,selo
592,Dorf::N,pueblo,selo
593,Stadt::N,ciudad,grad
594,Stadt::N,ciudad,varoš
595,Brief::N,carta,list
596,Brief::N,carta,pismo
597,Buch::N,libro,knjiga
598,Buchstabe::N,letra,slovo
599,Buchstabe::N,carácter,slovo
600,Zeitung::N,diario,novine
601,Zeitung::N,periódico,novine
602,Leben::N,vida,život
603,Tod::N,muerte,smrt
604,Grab::N,tumba,raka
605,Grab::N,sepulcro,raka
606,Kirche::N,iglesia,crkva
607,Sünde::N,pecado,grijeh
608,Gott::N,dios,bog
609,Arbeiter::N,obrero,radnik
610,Arbeiter::N,trabajador,radnik
611,Chef::N,jefe,šef
612,Meister::N,maestro,majstor
613,Arzt::N,médico,liječnik
614,Lehrer::N,profesor,učitelj
615,Geld::N,dinero,novac
616,Geschäft::N,negocio,posao
617,Geschäft::N,negocio,trgovina
618,Laden::N,tienda,dućan
619,Preis::N,precio,cijena
620,Ware::N,mercancía,roba
621,Nutzen::N,provecho,korist
622,Reichtum::N,riqueza,bogatstvo
623,Welt::N,mundo,svijet
624,Land::N,país,zemlja
625,Staat::N,Estado,država
626,König::N,rey,kralj
627,Macht::N,poder,moć
628,Macht::N,poder,vlast
629,Macht::N,potencia,moć
630,Macht::N,potencia,vlast
631,Grenze::N,frontera,granica
632,Krieg::N,guerra,rat
633,Feind::N,enemigo,neprijatelj
634,Gewalt::N,violencia,sila
635,Gewalt::N,violencia,nasilje
636,Kampf::N,lucha,boj
637,Kampf::N,lucha,borba
638,Kampf::N,combate,boj
639,Kampf::N,combate,borba
640,Bogen[Waffe]::N,arco,luk
641,Pfeil::N,flecha,strijela
642,Gewehr::N,fusil,puška
643,Gewehr::N,escopeta,puška
644,Fehler::N,error,pogreška
645,Fehler::N,error,griješka
646,Lüge::N,mentira,laž
647,Schaden::N,daño,šteta
648,Unglück::N,desgracia,nesreća
649,Schuld::N,culpa,krivnja
650,Alter::N,edad,dob
651,Schluss::N,fin,kraj
652,Schluss::N,fin,konac
653,Schluss::N,final,kraj
654,Schluss::N,final,konac
655,Zeit::N,tiempo,doba
656,Zeit::N,tiempo,vrijeme
657,Tag::N,día,dan
658,Morgen::N,mañana,jutro
659,Mittag::N,mediodía,podne
660,Abend::N,noche,veče
661,Abend::N,noche,večer
662,Nacht::N,noche,noć
663,Woche::N,semana,sedmica
664,Monat::N,mes,mjesec
665,Jahr::N,año,godina
666,Frühling::N,primavera,proljeće
667,Sommer::N,verano,ljeto
668,Herbst::N,otoño,jesen
669,Winter::N,invierno,zima
670,Januar::N,enero,januar
671,Januar::N,enero,siječanj
672,Februar::N,febrero,veljača
673,Februar::N,febrero,februar
674,März::N,marzo,mart
675,März::N,marzo,ožujak
676,April::N,abril,april
677,April::N,abril,travanj
678,Mai::N,mayo,maj
679,Mai::N,mayo,svibanj
680,Juni::N,junio,juni
681,Juni::N,junio,lipanj
682,Juli::N,julio,juli
683,Juli::N,julio,srpanj
684,August::N,agosto,august
685,August::N,agosto,kolovoz
686,September::N,septiembre,rujan
687,September::N,septiembre,septembar
688,Oktober::N,octubre,oktobar
689,Oktober::N,octubre,listopad
690,November::N,noviembre,studeni
691,November::N,noviembre,novembar
692,Dezember::N,diciembre,prosinac
693,Montag::N,lunes,ponedjeljak
694,Montag::N,lunes,ponedjeljnik
695,Dienstag::N,martes,utorak
696,Dienstag::N,martes,utornik
697,Mittwoch::N,miércoles,srijeda
698,Donnerstag::N,jueves,četvrtak
699,Freitag::N,viernes,petak
700,Samstag::N,sábado,subota
701,Sonntag::N,domingo,nedjelja
702,groß::A,grande,velik
703,klein::A,pequeño,mali
704,klein::A,pequeño,malen
705,lang::A,largo,dug
706,lang::A,largo,dugačak
707,kurz::A,corto,kratak
708,breit::A,ancho,širok
709,schmal::A,estrecho,uski
710,schmal::A,estrecho,uzak
711,dicht::A,denso,gust
712,dick[Gegenstand]::A,grueso,debeo
713,dünn::A,fino,tanak
714,dünn::A,delgado,tanak
715,fein::A,fino,fin
716,fein::A,fino,tanak
717,fein::A,delicado,fin
718,fein::A,delicado,tanak
719,fest::A,firme,čvrst
720,fest::A,sólido,čvrst
721,flach::A,plano,ravan
722,flach::A,plano,plosnat
723,glatt::A,liso,gladak
724,hart::A,duro,tvrd
725,weich::A,muelle,mek
726,weich::A,muelle,mekan
727,rund::A,redondo,okrugao
728,spitz::A,agudo,oštar
729,spitz::A,agudo,šiljast
730,spitz::A,apuntado,oštar
731,spitz::A,apuntado,šiljast
732,scharf::A,agudo,oštar
733,scharf::A,agudo,bridak
734,scharf::A,afilado,oštar
735,scharf::A,afilado,bridak
736,stumpf::A,sin filo,tup
737,schwer::A,pesado,težak
738,schön::A,bello,krasan
739,schön::A,hermoso,krasan
740,heiß::A,caluroso,vruć
741,warm::A,cálido,topao
742,warm::A,caliente,topao
743,kalt::A,frío,hladan
744,kühl::A,fresco,hladan
745,frisch::A,fresco,svjež
746,feucht::A,húmedo,vlažan
747,nass::A,mojado,mokar
748,trocken::A,seco,suh
749,voll::A,lleno,pun
750,leer::A,vacío,prazan
751,offen::A,abierto,otvoren
752,geschlossen::A,cerrado,zatvoren
753,sauber::A,limpio,čist
754,schmutzig::A,sucio,nečist
755,schmutzig::A,sucio,blatan
756,roh::A,crudo,sirov
757,reif::A,maduro,zreo
758,lecker::A,rico,tečan
759,lecker::A,rico,ukusan
760,lecker::A,sabroso,tečan
761,lecker::A,sabroso,ukusan
762,süß::A,dulce,sladak
763,bitter::A,amargo,gorak
764,sauer::A,agrio,kiseo
765,hell::A,claro,vedar
766,hell::A,claro,svijetao
767,dunkel::A,oscuro,taman
768,schwarz::A,negro,crn
769,weiß::A,blanco,bio
770,weiß::A,blanco,bijel
771,rot::A,rojo,crven
772,gelb::A,amarillo,žut
773,blau::A,azul,plav
774,blau::A,azul,modar
775,grün::A,verde,zelen
776,grau::A,gris,siv
777,bunt::A,multicolor,šaren
778,billig::A,barato,jeftin
779,teuer::A,caro,skup
780,wertvoll::A,valioso,vrijedan
781,wertvoll::A,valioso,dragocjen
782,wertvoll::A,precioso,vrijedan
783,wertvoll::A,precioso,dragocjen
784,blind::A,ciego,slijep
785,taub::A,sordo,gluh
786,kräftig::A,fuerte,snažan
787,stark::A,fuerte,jak
788,stark::A,fuerte,snažan
789,stark::A,vigoroso,jak
790,stark::A,vigoroso,snažan
791,schwach::A,débil,slab
792,fett::A,obeso,pretio
793,schlank::A,esbelto,vitak
794,hübsch::A,mono,zgodan
795,hübsch::A,guapo,zgodan
796,böse::A,malo,zao
797,böse::A,malo,opak
798,dumm::A,tonto,glup
799,dumm::A,estúpido,glup
800,faul::A,vago,lijen
801,faul::A,perezoso,lijen
802,fleißig::A,aplicado,radin
803,fleißig::A,aplicado,marljiv
804,fleißig::A,diligente,radin
805,fleißig::A,diligente,marljiv
806,geizig::A,avaro,škrt
807,klug::A,sensato,razborit
808,klug::A,inteligente,razborit
809,geschickt::A,hábil,vješt
810,lieb::A,querido,drag
811,lustig::A,alegre,veseo
812,sanft::A,suave,blag
813,hungrig::A,hambriento,gladan
814,krank::A,enfermo,bolestan
815,nackt::A,desnudo,nag
816,traurig::A,triste,tužan
817,traurig::A,triste,žalostan
818,lebendig::A,vivo,živ
819,lebendig::A,viviente,živ
820,gut::A,bueno,dobar
821,schlecht::A,malo,loš
822,schlecht::A,malo,rđav
823,richtig::A,justo,tačan
824,richtig::A,justo,ispravan
825,richtig::A,correcto,tačan
826,richtig::A,correcto,ispravan
827,schlimm::A,malo,zao
828,schlimm::A,malo,zločest
829,schlimm::A,grave,zao
830,schlimm::A,grave,zločest
831,wahr::A,verídico,istinit
832,wahr::A,verdadero,istinit
833,alt::A,viejo,star
834,neu::A,nuevo,nov
835,ehemalig::A,antiguo,bivši
836,alt[Lebewesen]::A,viejo,star
837,jung::A,joven,mlad
838,arm::A,pobre,ubog
839,arm::A,pobre,siromašan
840,reich::A,rico,bogat
841,bekannt::A,conocido,poznat
842,berühmt::A,famoso,čuven
843,berühmt::A,famoso,slavan
844,berühmt::A,célebre,čuven
845,berühmt::A,célebre,slavan
846,fremd::A,extraño,tuđ
847,fremd::A,extraño,stran
848,verschieden::A,diverso,razan
849,verschieden::A,diverso,različan
850,verschieden::A,distinto,razan
851,verschieden::A,distinto,različan
852,verschieden::A,diferente,razan
853,verschieden::A,diferente,različan
