,Concept_ID,sq,bg
120,Sumpf::N,batak,блато
121,Moor::N,kënetë,мочурище
122,Wiese::N,livadh,ливада
123,Wald::N,pyll,гора
124,Hügel::N,kodër,рид
125,Hügel::N,kodër,хълм
126,Anhöhe::N,bregore,могила
127,Anhöhe::N,bregore,възвишение
128,Berg::N,mal,планина
129,Gipfel::N,kulm,връх
130,Höhle::N,shpellë,пещера
131,Höhle::N,zgafelle,пещера
132,Abhang::N,shpat,склон
133,Abhang::N,shpat,стръмнина
134,Abhang::N,tatëpjetë,склон
135,Abhang::N,tatëpjetë,стръмнина
136,Quelle::N,krua,извор
137,Quelle::N,burim,извор
138,Bach::N,virua,поток
139,Fluss::N,lumë,река
140,Ufer::N,breg,бряг
141,Küste::N,anëdet,бряг
142,Küste::N,anëdet,крайбрежие
143,Küste::N,bregdet,бряг
144,Küste::N,bregdet,крайбрежие
145,Festland::N,kontinent,суша
146,Meer::N,det,море
147,Bucht::N,gji deti,залив
148,Insel::N,ishull,остров
149,Insel::N,ujdhesë,остров
150,Blume::N,lule,цвете
151,Gras::N,bar,трева
152,Wurzel::N,rrënjë,корен
153,Baum::N,pemë,дърво
154,Stamm::N,trung,стъбло
155,Rinde::N,lëvore,кора
156,Ast::N,degë,клон
157,Zweig::N,bisk,клон
158,Blatt::N,fletë,лист
159,Blatt::N,gjethe,лист
160,Birke::N,mështekën,бреза
161,Kiefer[Baum]::N,pishë,бор
162,Weide[Baum]::N,shelg,върба
163,Tanne::N,bredh,ела
164,Horn::N,bri,рог
165,Feder::N,pupël,перо
166,Fell::N,lëkurë,кожа
167,Flügel::N,krah,крило
168,Flügel::N,fletë,крило
169,Klaue::N,kthetër,нокът
170,Kralle::N,thua,нокът
171,Kralle::N,kthetër,нокът
172,Schwanz::N,bisht,опашка
173,Ei::N,vezë,яйце
174,Nest::N,fole,гнездо
175,Bau::N,strofkë,дупка
176,Tier::N,kafshë,животно
177,Herde::N,kope,стадо
178,Herde::N,grigjë,стадо
179,Kuh::N,lopë,крава
180,Bulle::N,dem,бик
181,Pferd::N,kalë,кон
182,Schaf::N,dele,овца
183,Schwein::N,derr,свиня
184,Hund::N,qen,куче
185,Katze::N,mace,котка
186,Bär::N,ari,мечка
187,Eichhörnchen::N,ketër,катерица
188,Elch::N,dre brilopatë,лос
189,Fuchs::N,dhelpër,лисица
190,Hase::N,lepur,заек
191,Maus::N,mi,мишка
192,Wolf::N,ujk,вълк
193,Vogel::N,zog,птица
194,Vogel::N,shpend,птица
195,Schwarm::N,luzmë,рой
196,Schwarm::N,luzmë,рояк
197,Huhn::N,pulë,кокошка
198,Hahn::N,gjel,петел
199,Hahn::N,këndes,петел
200,Gans::N,patë,гъска
201,Adler::N,shqiponjë,орел
202,Ente::N,rosë,патица
203,Eule::N,buf,сова
204,Kranich::N,lejlek,жерав
205,Kranich::N,kurrillë,жерав
206,Krähe::N,sorrë,врана
207,Kuckuck::N,qyqe,кукувица
208,Schwan::N,mjellmë,лебед
209,Fisch::N,peshk,риба
210,Barsch::N,purtekë,костур
211,Hecht::N,mlysh,щука
212,Schlange[Tier]::N,gjarpër,змия
213,Wurm::N,krimb,червей
214,Spinne::N,marimangë,паяк
215,Ameise::N,thnegël,мравка
216,Ameise::N,milingonë,мравка
217,Laus::N,morr,въшка
218,Mücke::N,kunup,комар
219,Mücke::N,mushkonjë,комар
220,Fliege::N,mizë,муха
221,Schmetterling::N,flutur,пеперуда
222,Beere::N,frutë,плод
223,Beere::N,manaferrë,плод
224,Apfel::N,mollë,ябълка
225,Pilz::N,kërpudhë,гъба
226,Zwiebel::N,qepë,лук
227,Zwiebel::N,qepë,кромид
228,Saat::N,farë,семе
229,Korn::N,grurë,зърно
230,Korn::N,kokërr,зърно
231,Heu::N,sanë,сено
232,Schale::N,lëkurë,кора
233,Grube::N,gropë,яма
234,Grube::N,gropë,дупка
235,Falle::N,kurth,примка
236,Falle::N,grackë,примка
237,Schlinge::N,nyjë,клуп
238,Spur::N,gjurmë,диря
239,Spur::N,gjurmë,следа
240,Asche::N,hi,пепел
241,Dreck::N,baltë,кал
242,Eisen::N,hekur,желязо
243,Gold::N,ar,злато
244,Gold::N,flori,злато
245,Silber::N,argjend,сребро
246,Kohle::N,qymyr,въглища
247,Glas::N,qelq,стъкло
248,Lehm::N,argjilë,глина
249,Sand::N,rërë,пясък
250,Mensch::N,njeri,човек
251,Mann::N,burrë,мъж
252,Mann::N,mashkull,мъж
253,Frau::N,grua,жена
254,Frau::N,femër,жена
255,Kind::N,kalama,дете
256,Junge::N,djalë,момче
257,Mädchen::N,gocë,момиче
258,Mädchen::N,vajzë,момиче
259,Familie::N,familje,фамилия
260,Familie::N,familje,семейство
261,Großvater::N,gjysh,дядо
262,Großmutter::N,gjyshe,баба
263,Eltern::N,prindër,родители
264,Vater::N,atë,баща
265,Mutter::N,nënë,майка
266,Sohn::N,bir,син
267,Tochter::N,bijë,дъщеря
268,Bruder::N,vëlla,брат
269,Schwester::N,motër,сестра
270,Onkel::N,dajë,чичо
271,Onkel::N,dajë,вуйчо
272,Onkel::N,xhaxha,чичо
273,Onkel::N,xhaxha,вуйчо
274,Tante::N,teze,леля
275,Tante::N,hallë,леля
276,Ehemann::N,burrë,съпруг
277,Ehemann::N,bashkëshort,съпруг
278,Ehefrau::N,grua,съпруга
279,Ehefrau::N,bashkëshorte,съпруга
280,Freude::N,gaz,радост
281,Freude::N,gëzim,радост
282,Gelächter::N,qeshje,смях
283,Glück::N,lumturi,щастие
284,Kummer::N,brengë,тъга
285,Kummer::N,pikëllim,тъга
286,Wunsch::N,dëshirë,желание
287,Lust::N,epsh,желание
288,Lust::N,dashuri,желание
289,Geist::N,frymë,дух
290,Geist::N,shpirt,дух
291,Gedanke::N,ide,мисъл
292,Gedanke::N,mendim,мисъл
293,Gedächtnis::N,kujtesë,памет
294,Verstand::N,mend,ум
295,Verstand::N,mend,разум
296,Sinn::N,kuptim,смисъл
297,Grund::N,arsye,причина
298,Wahrheit::N,vërtetë,правда
299,Gespräch::N,bisedim,разговор
300,Märchen::N,përrallë,приказка
301,Erzählung::N,tregim,разказ
302,Nachricht::N,lajm,вест
303,Nachricht::N,lajm,известие
304,Neuigkeit::N,risi,новина
305,Name::N,emër,име
306,Rätsel::N,gjëzë,гатанка
307,Rätsel::N,gjëegjëzë,гатанка
308,Rede::N,fjalim,реч
309,Rede::N,fjalim,слово
310,Sprache::N,gjuhë,език
311,Stimme::N,zë,глас
312,Wort::N,fjalë,дума
313,Zeichen::N,shenjë,знак
314,Ruf::N,thirrmë,зов
315,Lärm::N,zhurmë,шум
316,Lärm::N,zhurmë,глъчка
317,Laut::N,tingull,звук
318,Ton::N,ton,тон
319,Lied::N,këngë,песен
320,Ruhe::N,qetësi,тишина
321,Ruhe::N,qetësi,спокойствие
322,Leute::N,botë,хора
323,Leute::N,njerëz,хора
324,Volk::N,popull,народ
325,Arbeit::N,punë,труд
326,Arbeit::N,punë,работа
327,Gast::N,mik,гост
328,Gast::N,mysafir,гост
329,Geschenk::N,dhuratë,дар
330,Geschenk::N,dhuratë,подарък
331,Geschenk::N,peshqesh,дар
332,Geschenk::N,peshqesh,подарък
333,Spiel::N,lojë,игра
334,Gesellschaft::N,shoqëri,общество
335,Hilfe::N,ndihmë,помощ
336,Freund::N,mik,приятел
337,Kamerad::N,shok,другар
338,Angelegenheit::N,punë,работа
339,Anzahl::N,sasi,брой
340,Anzahl::N,sasi,количество
341,Art::N,lloj,вид
342,Stück::N,copë,къс
343,Stück::N,copë,парче
344,Teil::N,pjesë,дял
345,Teil::N,pjesë,част
346,Hälfte::N,gjysmë,половина
347,Kreis::N,qark,кръг
348,Kreis::N,rreth,кръг
349,Kreuz::N,kryq,кръст
350,Linie::N,vijë,черта
351,Strich::N,vizë,щрих
352,Strich::N,vizë,черта
353,Abstand::N,distancë,дистанция
354,Abstand::N,distancë,разстояние
355,Entfernung::N,largim,разстояние
356,Gegend::N,vise,местност
357,Gegend::N,krahinë,местност
358,Platz::N,shesh,място
359,Ort::N,vend,място
360,Seite::N,anë,страна
361,Mitte::N,mes,среда
362,Gegenstand::N,send,предмет
363,Sache::N,gjë,вещ
364,Sache::N,send,вещ
365,Rand::N,qoshe,ръб
366,Kante::N,teh,ръб
367,Kante::N,teh,кант
368,Ecke::N,qoshe,ъгъл
369,Spitze::N,majë,връх
370,Spitze::N,majë,острие
371,Ende::N,skaj,край
372,Ende::N,bisht,край
373,Loch::N,vrimë,дупка
374,Winkel::N,kënd,кът
375,Winkel::N,kënd,ъгъл
376,Muster::N,mostër,десен
377,Muster::N,mostër,образец
378,Größe::N,madhësi,големина
379,Länge::N,gjatësi,дължина
380,Höhe::N,lartësi,висота
381,Höhe::N,lartësi,височина
382,Gewicht::N,peshë,тегло
383,Gewicht::N,peshë,тежест
384,Menge::N,sasi,количество
385,Haufen::N,grumbull,куп
386,Haufen::N,grumbull,грамада
387,Reihe::N,radhë,ред
388,Reihe::N,radhë,редица
389,Reihe::N,rresht,ред
390,Reihe::N,rresht,редица
391,Boot::N,barkë,лодка
392,Boot::N,lundër,лодка
393,Ruder::N,rrem,весло
394,Ruder::N,rrem,гребло
395,Schlitten::N,sajë,шейна
396,Ski::N,ski,ски
397,Lagerfeuer::N,flakadan,огнище
398,Lagerfeuer::N,zjarr i madh,огнище
399,Last::N,barrë,товар
400,Gang::N,ecje,ход
401,Gang::N,ecje,вървеж
402,Schritt::N,hap,стъпка
403,Norden::N,veri,север
404,Süden::N,jug,юг
405,Westen::N,perëndim,запад
406,Osten::N,lindje,изток
407,Holz::N,dru,дърво
408,Brett::N,dërrasë,дъска
409,Platte::N,pllakë,
410,Stütze::N,shtyllë,
411,Stütze::N,mbështetesë,
412,Stange::N,shufër,прът
413,Stange::N,shufër,върлина
414,Stock::N,dajak,прът
415,Stock::N,dajak,тояга
416,Stab::N,shkop,прът
417,Rohr::N,tub,цев
418,Rohr::N,tub,тръба
419,Haus::N,shtëpi,къща
420,Heim::N,konak,дом
421,Heim::N,shtëpi,дом
422,Ofen::N,sobë,печка
423,Ofen::N,stufë,печка
424,Fußboden::N,dysheme,под
425,Tisch::N,tryezë,маса
426,Stuhl::N,karrige,стол
427,Wiege::N,djep,люлка
428,Bett::N,shtrat,легло
429,Bett::N,shtrat,креват
430,Regal::N,raft,рафт
431,Regal::N,raft,етажерка
432,Kiste::N,kuti,кутия
433,Kiste::N,kuti,сандък
434,Fenster::N,dritare,прозорец
435,Tür::N,derë,врата
436,Tor::N,portë,врата
437,Zaun::N,gardh,ограда
438,Dach::N,çati,покрив
439,Leiter::N,shkallë,стълба
440,Besen::N,fshesë,метла
441,Spaten::N,lopatë,лопата
442,Schaufel::N,qyrek,лопата
443,Gabel::N,pirun,вилица
444,Löffel::N,lugë,лъжица
445,Messer::N,thikë,нож
446,Nagel::N,gozhdë,гвоздей
447,Netz::N,rrjetë,мрежа
448,Haken::N,grep,кука
449,Haken::N,grep,закачалка
450,Haken::N,grremç,кука
451,Haken::N,grremç,закачалка
452,Griff::N,dorak,ръчка
453,Griff::N,dorak,дръжка
454,Griff::N,dorezë,ръчка
455,Griff::N,dorezë,дръжка
456,Schloss::N,bravë,брава
457,Schloss::N,bravë,ключалка
458,Bild::N,tablo,картина
459,Bild::N,pikturë,картина
460,Figur::N,figurë,фигура
461,Puppe::N,kukull,кукла
462,Beutel::N,qese,кесия
463,Beutel::N,trastë,кесия
464,Bündel::N,deng,връзка
465,Tasche::N,çantë,чанта
466,Eimer::N,kovë,кофа
467,Deckel::N,kapak,капак
468,Deckel::N,kapak,похлупак
469,Deckel::N,mbulesë,капак
470,Deckel::N,mbulesë,похлупак
471,Geschirr::N,enë,съдове
472,Sack::N,thes,чувал
473,Sack::N,torbë,чувал
474,Tasse::N,filxhan,чаша
475,Topf::N,kusi,гърне
476,Topf::N,kusi,тенджера
477,Topf::N,tenxhere,гърне
478,Topf::N,tenxhere,тенджера
479,Kessel::N,kazan,котел
480,Essen::N,ngrënie,ядене
481,Nahrung::N,ushqim,храна
482,Speise::N,gatesë,ястие
483,Fleisch::N,mish,месо
484,Getreide::N,drithë,зърнено храни
485,Brei::N,qull,каша
486,Brot::N,bukë,хляб
487,Scheibe::N,fetë,резен
488,Fett::N,lyrë,мазнина
489,Fett::N,yndyrë,мазнина
490,Butter::N,gjalpë,масло
491,Öl::N,vaj,олио
492,Öl::N,vaj,оливия
493,Salz::N,kripë,сол
494,Suppe::N,supë,супа
495,Suppe::N,çorbë,супа
496,Honig::N,mjaltë,мед
497,Milch::N,qumësht,мляко
498,Tee::N,çaj,чай
499,Leder::N,lëkurë,кожа
500,Wolle::N,lesh,вълна
501,Stoff::N,pëlhurë,плат
502,Stoff::N,pëlhurë,материал
503,Nadel::N,gjilpërë,игла
504,Faden::N,pe,конец
505,Faden::N,fije,конец
506,Knopf::N,kopsë,копче
507,Knoten::N,komb,възел
508,Farbe::N,bojë,боя
509,Kleidung::N,veshje,дрехи
510,Kleidung::N,veshje,облекло
511,Hemd::N,këmishë,риза
512,Kragen::N,jakë,яка
513,Ärmel::N,mëngë,ръкав
514,Hose::N,brekë,панталони
515,Gürtel::N,rrip,пояс
516,Gürtel::N,rrip,колан
517,Mütze::N,kësulë,каскет
518,Mütze::N,kësulë,фуражка
519,Schuh::N,këpucë,обувка
520,Stiefel::N,çizme,ботуш
521,Ring::N,unazë,пръстен
522,Band::N,shirit,лента
523,Band::N,shirit,връзка
524,Kamm::N,krehër,гребен
525,Spiegel::N,pasqyrë,огледало
526,Riemen::N,rrip,каиш
527,Riemen::N,rrip,ремък
528,Schnur::N,litar,връв
529,Schnur::N,cikomë,връв
530,Leine::N,rrip,връв
531,Leine::N,rrip,въже
532,Decke::N,batanije,покривка
533,Kissen::N,jastëk,възглавница
534,Tuch::N,shami,сукно
535,Handtuch::N,peshqir,пешкир
536,Handtuch::N,peshqir,кърпа за лице
537,Kraft::N,forcë,мощ
538,Kraft::N,forcë,сила
539,Stärke::N,koll,сила
540,Gesundheit::N,shëndet,здраве
541,Krankheit::N,sëmundje,болест
542,Schmerz::N,dhimbje,болка
543,Wunde::N,plagë,рана
544,Fieber::N,ethe,треска
545,Fieber::N,ethe,температура
546,Arznei::N,ilaç,лек
547,Arznei::N,ilaç,лекарство
548,Brücke::N,urë,мост
549,Brunnen::N,pus,чешма
550,Brunnen::N,pus,кладенец
551,Weide::N,kullotë,паша
552,Weide::N,kullotë,пасище
553,Pfad::N,ravë,пътека
554,Pfad::N,shteg,пътека
555,Weg::N,udhë,път
556,Weg::N,shteg,път
557,Straße::N,rrugë,шосе
558,Dorf::N,fshat,село
559,Dorf::N,katund,село
560,Stadt::N,qytet,град
561,Brief::N,letër,писмо
562,Buch::N,libër,книга
563,Buchstabe::N,shkronjë,буква
564,Zeitung::N,gazetë,вестник
565,Leben::N,jetë,живот
566,Tod::N,mortje,смърт
567,Grab::N,varr,гроб
568,Kirche::N,kishë,църква
569,Sünde::N,mëkat,грях
570,Sünde::N,gjynah,грях
571,Gott::N,hy,бог
572,Gott::N,zot,бог
573,Arbeiter::N,punëtor,работник
574,Chef::N,shef,шеф
575,Chef::N,shef,началник
576,Chef::N,drejtues,шеф
577,Chef::N,drejtues,началник
578,Meister::N,mjeshtër,майстор
579,Arzt::N,mjek,лекар
580,Arzt::N,doktor,лекар
581,Lehrer::N,mësues,учител
582,Lehrer::N,arsimtar,учител
583,Geld::N,para,пари
584,Geld::N,holla,пари
585,Geschäft::N,ujdi,сделка
586,Geschäft::N,biznes,сделка
587,Laden::N,dyqan,дюкян
588,Laden::N,dyqan,магазин
589,Preis::N,çmim,цена
590,Ware::N,mall,стока
591,Nutzen::N,dobi,полза
592,Nutzen::N,dobi,облага
593,Nutzen::N,leverdi,полза
594,Nutzen::N,leverdi,облага
595,Reichtum::N,kamje,богатство
596,Reichtum::N,pasuri,богатство
597,Welt::N,botë,свят
598,Land::N,vend,страна
599,Staat::N,shtet,щат
600,Staat::N,shtet,държава
601,König::N,mbret,крал
602,Macht::N,fuqi,мощ
603,Macht::N,fuqi,власт
604,Macht::N,pushtet,мощ
605,Macht::N,pushtet,власт
606,Grenze::N,kufi,граница
607,Krieg::N,luftë,война
608,Feind::N,armik,враг
609,Feind::N,armik,неприятел
610,Gewalt::N,dhunë,сила
611,Gewalt::N,dhunë,насилие
612,Kampf::N,luftim,борба
613,Kampf::N,luftim,сражение
614,Bogen[Waffe]::N,hark,лък
615,Pfeil::N,shigjetë,стрела
616,Gewehr::N,pushkë,пушка
617,Fehler::N,gafë,грешка
618,Fehler::N,gabim,грешка
619,Lüge::N,gënjeshtër,лъжа
620,Schaden::N,dëm,повреда
621,Schaden::N,zarar,повреда
622,Unglück::N,fatkeqësi,нещастие
623,Schuld::N,faj,вина
624,Alter::N,moshë,възраст
625,Schluss::N,fund,край
626,Zeit::N,kohë,време
627,Tag::N,ditë,ден
628,Morgen::N,mëngjes,утро
629,Morgen::N,mëngjes,сутрин
630,Mittag::N,mesditë,обед
631,Mittag::N,mesditë,пладне
632,Abend::N,mbrëmje,вечер
633,Nacht::N,natë,нощ
634,Woche::N,javë,седмица
635,Monat::N,muaj,месец
636,Jahr::N,vit,година
637,Frühling::N,pranverë,пролет
638,Sommer::N,verë,лято
639,Herbst::N,vjeshtë,есен
640,Winter::N,dimër,зима
641,Januar::N,janar,януари
642,Februar::N,shkurt,февруари
643,März::N,mars,март
644,April::N,prill,април
645,Mai::N,maj,май
646,Juni::N,qershor,юни
647,Juli::N,korrik,юли
648,August::N,gusht,август
649,September::N,shtator,септември
650,Oktober::N,tetor,октомври
651,November::N,nëntor,ноември
652,Dezember::N,dhjetor,декември
653,Montag::N,hënë,понеделник
654,Dienstag::N,martë,вторник
655,Mittwoch::N,mërkurë,сряда
656,Donnerstag::N,enjte,четвъртък
657,Freitag::N,premte,петък
658,Samstag::N,shtunë,събота
659,Sonntag::N,diel,неделя
660,groß::A,madh,едър
661,groß::A,madh,голям
662,klein::A,vogël,малък
663,klein::A,vogël,дребен
664,lang::A,gjatë,дълъг
665,kurz::A,shkurtër,къс
666,breit::A,gjerë,широк
667,schmal::A,ngushtë,тесен
668,dicht::A,dendur,гъст
669,dick[Gegenstand]::A,trashë,дебел
670,dünn::A,hollë,тънък
671,fein::A,imët,фин
672,fein::A,imët,тънък
673,fest::A,fortë,твърд
674,fest::A,fortë,плътен
675,flach::A,sheshtë,равен
676,flach::A,sheshtë,плосък
677,glatt::A,rrafshët,гладък
678,hart::A,fortë,твърд
679,hart::A,fortë,корав
680,weich::A,butë,мек
681,rund::A,rrumbullakët,кръгъл
682,spitz::A,majëmprehtë,островръх
683,scharf::A,mprehtë,остър
684,stumpf::A,topitur,тъп
685,schwer::A,rëndë,тежък
686,schön::A,bukur,хубав
687,schön::A,bukur,красив
688,heiß::A,nxehtë,жарък
689,warm::A,ngrohtë,топъл
690,kalt::A,ftohtë,студен
691,kühl::A,freskët,хладен
692,frisch::A,pastër,свеж
693,feucht::A,lagësht,влажен
694,nass::A,lagur,мокър
695,trocken::A,thatë,сух
696,voll::A,plotë,пълен
697,leer::A,bosh,празен
698,leer::A,zbrazët,празен
699,offen::A,hapur,откровен
700,geschlossen::A,mbyllur,закрит
701,geschlossen::A,mbyllur,затворен
702,sauber::A,dëlirë,чист
703,schmutzig::A,ndyrë,мръсен
704,roh::A,gjallë,суров
705,reif::A,arrirë,зрял
706,lecker::A,shijshëm,вкусен
707,süß::A,ëmbël,сладък
708,bitter::A,hidhur,горчив
709,sauer::A,thartë,кисел
710,hell::A,me dritë,ясен
711,hell::A,me dritë,светъл
712,dunkel::A,errët,тъмен
713,schwarz::A,i zi,черен
714,weiß::A,bardhë,бял
715,rot::A,kuq,червен
716,gelb::A,verdhë,жълт
717,blau::A,blu,син
718,blau::A,kaltër,син
719,grün::A,blertë,зелен
720,grün::A,gjelbër,зелен
721,grau::A,hirtë,сив
722,grau::A,bojë hiri,сив
723,bunt::A,shumëngjyrëshëm,шарен
724,bunt::A,shumëngjyrëshëm,пъстър
725,billig::A,lirë,евтин
726,teuer::A,shtrenjtë,скъп
727,wertvoll::A,çmuar,ценен
728,wertvoll::A,vlershëm,ценен
729,blind::A,qorr,сляп
730,blind::A,verbër,сляп
731,taub::A,shurdhër,глух
732,kräftig::A,fuqishëm,силен
733,stark::A,fortë,здрав
734,stark::A,fortë,силен
735,schwach::A,dobët,слаб
736,fett::A,dhjamur,тлъст
737,schlank::A,hollë,тънък
738,schlank::A,hollë,строен
739,hübsch::A,bukur,хубав
740,hübsch::A,hijshëm,хубав
741,böse::A,keq,зъл
742,dumm::A,teveqel,глупав
743,faul::A,dembel,ленив
744,faul::A,dembel,мързелив
745,fleißig::A,zellshëm,прилежен
746,geizig::A,kurnac,скъпернически
747,geizig::A,dorështrënguar,скъпернически
748,klug::A,mençur,умен
749,klug::A,mençur,разумен
750,geschickt::A,aftë,умел
751,geschickt::A,aftë,сръчен
752,lieb::A,dashur,мил
753,lieb::A,dashur,драг
754,lustig::A,gëzuar,весел
755,sanft::A,butë,нежен
756,sanft::A,butë,кротък
757,hungrig::A,uritur,гладен
758,krank::A,sëmurë,болен
759,nackt::A,lakuriq,гол
760,nackt::A,zhveshur,гол
761,traurig::A,trishtuar,тъжен
762,traurig::A,trishtuar,печален
763,lebendig::A,gjallë,жив
764,gut::A,mirë,добър
765,schlecht::A,keq,лош
766,richtig::A,drejtë,правилен
767,schlimm::A,keq,лош
768,wahr::A,vërtetë,верен
769,wahr::A,vërtetë,истински
770,alt::A,vjetër,стар
771,alt::A,vjetër,древен
772,neu::A,i ri,нов
773,ehemalig::A,dikurshëm,бивш
774,alt[Lebewesen]::A,plak,стар
775,jung::A,i ri,млад
776,arm::A,varfër,беден
777,arm::A,vobektë,беден
778,reich::A,pasur,богат
779,bekannt::A,njohur,познат
780,bekannt::A,njohur,известен
781,berühmt::A,famshëm,почут
782,berühmt::A,famshëm,известен
783,fremd::A,huaj,чужд
784,verschieden::A,ndryshëm,разен
785,verschieden::A,ndryshëm,различен
786,nah::A,afërt,близък
787,fern::A,largët,далечен
788,linker::A,majtë,ляв
789,rechter::A,djathtë,прав
790,anderer::A,tjetër,друг
791,erster::A,parë,пръв
792,erster::A,parë,първи
793,zweiter::A,dytë,втори
794,dritter::A,i tretë,трети
795,letzter::A,fundit,последен
796,allein::ADV,vetëm,само
797,auf einmal::ADV,njëkohësisht,същевременно
798,zusammen::ADV,bashkë,заедно
799,zusammen::ADV,së bashku,заедно
800,lange::ADV,për një kohë të gjatë,дълго
801,plötzlich::ADV,befas,изведнъж
802,sofort::ADV,menjëherë,веднага
803,sofort::ADV,aty për aty,веднага
804,später::ADV,më vonë,по-късно
805,jetzt::ADV,tash,сега
806,heute::ADV,sot,днес
807,morgen::ADV,nesër,утре
808,bald::ADV,shpejt,скоро
809,bald::ADV,së shpejti,скоро
810,dann::ADV,pastaj,после
811,dann::ADV,pastaj,тогава
812,gestern::ADV,dje,вчера
813,einst::ADV,dikur,някога
814,damals::ADV,atëherë,тогава
815,danach::ADV,mandej,после
816,danach::ADV,mandej,след това
817,vorher::ADV,më parë,преди
818,vorher::ADV,më parë,преди това
819,zuerst::ADV,së pari,най-напред
820,einmal::ADV,njëherë,веднъж
821,einmal::ADV,njëherë,един път
822,manchmal::ADV,nganjëherë,понякога
823,oft::ADV,shpesh,често
824,immer::ADV,përherë,винаги
825,immer::ADV,gjithnjë,винаги
826,niemals::ADV,kurrë,никога
827,niemals::ADV,asnjëherë,никога
828,hier::ADV,këtu,тук
829,hier::ADV,këtu,тука
830,hierhin::ADV,knej,насам
831,von hier::ADV,që këtej,оттук
832,von hier::ADV,që këtej,оттука
833,von hier::ADV,prej këtej,оттук
834,von hier::ADV,prej këtej,оттука
