,Concept_ID,mn,tt
252,Frau::N,эмэгтэй,хатын
253,Frau::N,хатагтай,хатын
254,Kind::N,хүүхэд,бала
255,Junge::N,хүү,малай
256,Mädchen::N,охин,кыз
257,Mädchen::N,бүсгүй,кыз
258,Familie::N,айл,гаилә
259,Großvater::N,өвгөн аав,бабай
260,Großmutter::N,эмэг эх,әби
261,Großmutter::N,эмгээ,әби
262,Eltern::N,эцэг эх,ата-ана
263,Vater::N,аав,ата
264,Vater::N,эцэг,ата
265,Mutter::N,эх,ана
266,Mutter::N,ээж,ана
267,Sohn::N,хүү,ул
268,Tochter::N,охин,кыз
269,Bruder::N,ах,кардәш
270,Bruder::N,дүү,кардәш
271,Schwester::N,эгч,апа
272,Schwester::N,эгч,сеңел
273,Schwester::N,охин дүү,апа
274,Schwester::N,охин дүү,сеңел
275,Onkel::N,авга ах,дәдә
276,Onkel::N,авга ах,дәдәй
277,Onkel::N,нагац ах,дәдә
278,Onkel::N,нагац ах,дәдәй
279,Tante::N,авга эгч,түти
280,Tante::N,авга эгч,тәтәй
281,Tante::N,нагац эгч,түти
282,Tante::N,нагац эгч,тәтәй
283,Ehemann::N,нөхөр,ир
284,Ehefrau::N,эхнэр,хатын
285,Ehefrau::N,гэргий,хатын
286,Freude::N,баяр,сөенеч
287,Freude::N,баясгалан,сөенеч
288,Gelächter::N,инээдэм,көлү
289,Gelächter::N,инээдэм,көлеш
290,Glück::N,жаргалан,бәхет
291,Kummer::N,гаслан,хәсрәт
292,Wunsch::N,ерөөл,теләк
293,Lust::N,дур,теләк
294,Lust::N,дур,теләү
295,Lust::N,хүсэл,теләк
296,Lust::N,хүсэл,теләү
297,Geist::N,оюун,рух
298,Gedanke::N,сэтгэл,уй
299,Gedanke::N,сэтгэл,фикер
300,Gedächtnis::N,ой,хәтер
301,Gedächtnis::N,цээж,хәтер
302,Verstand::N,ухаан,акыл
303,Sinn::N,утга,мәгънә
304,Grund::N,учир,сәбәп
305,Wahrheit::N,үнэн,хак
306,Gespräch::N,яриа,әңгәмә
307,Märchen::N,явган үлгэр,әкият
308,Erzählung::N,тууж,хикәя
309,Nachricht::N,мэдээ,хәбәр
310,Neuigkeit::N,сонин,яңалык
311,Name::N,нэр,исем
312,Rätsel::N,оньсого,табышмак
313,Rede::N,хэлсэн үг,нотык
314,Sprache::N,хэл,тел
315,Stimme::N,дуу,тавыш
316,Wort::N,үг,сүз
317,Zeichen::N,тамга,ишарә
318,Zeichen::N,тэмдэг,ишарә
319,Ruf::N,дуудлага,дәшү
320,Lärm::N,шуугиан,шау
321,Lärm::N,чимээ,шау
322,Laut::N,анир,аваз
323,Laut::N,дуу,аваз
324,Ton::N,авиа,шалтырату
325,Ton::N,аялгуу,шалтырату
326,Lied::N,дуу,җыр
327,Ruhe::N,энх,тынлык
328,Ruhe::N,тайван,тынлык
329,Leute::N,хүмүүс,халык
330,Volk::N,улс,халык
331,Arbeit::N,ажил,эш
332,Arbeit::N,ажил,хезмәт
333,Arbeit::N,хөдөлмөр,эш
334,Arbeit::N,хөдөлмөр,хезмәт
335,Gast::N,зочин,кунак
336,Gast::N,айлчин,кунак
337,Geschenk::N,бэлэг,бүләк
338,Spiel::N,наадам,уен
339,Spiel::N,тоглоом,уен
340,Gesellschaft::N,хамт байх,җәмгыять
341,Hilfe::N,тусламж,ярдәм
342,Hilfe::N,тусламж,булышлык
343,Freund::N,найз,дус
344,Freund::N,нөхөр,дус
345,Kamerad::N,хань,иптәш
346,Kamerad::N,нөхөр,иптәш
347,Angelegenheit::N,хэрэг,эш
348,Anzahl::N,тоо,микъдар
349,Art::N,төрөл,төр
350,Art::N,янз,төр
351,Stück::N,хэсэг,кисәк
352,Teil::N,хувь,өлеш
353,Teil::N,хэсэг,өлеш
354,Hälfte::N,хагас,ярым
355,Kreis::N,тойрог,түгәрәк
356,Kreis::N,хүрээ,түгәрәк
357,Kreuz::N,загалмай,хач
358,Kreuz::N,загалмай,тәре
359,Linie::N,шугам,сызык
360,Strich::N,зураас,сызык
361,Abstand::N,зай,ара
362,Entfernung::N,зай,ераклык
363,Entfernung::N,хол ойр,ераклык
364,Gegend::N,хавь,урын
365,Gegend::N,газар,урын
366,Platz::N,зай,бушлык
367,Platz::N,завсар,бушлык
368,Ort::N,газар,урын
369,Ort::N,байр,урын
370,Seite::N,тал,як
371,Seite::N,этгээд,як
372,Mitte::N,төв,урта
373,Mitte::N,дунд,урта
374,Gegenstand::N,юм,нәрсә
375,Sache::N,үйл,нәрсә
376,Sache::N,хэрэг,нәрсә
377,Rand::N,зах,чит
378,Rand::N,хөвөө,чит
379,Kante::N,ирмэг,кырый
380,Ecke::N,өнцөг,почмак
381,Spitze::N,үзүүр,оч
382,Ende::N,зах,азак
383,Ende::N,үзүүр,азак
384,Loch::N,цоорхой,тишек
385,Loch::N,онгорхой,тишек
386,Winkel::N,өнцөг,почмак
387,Muster::N,хээ,парча
388,Muster::N,угалз,парча
389,Größe::N,хэмжээ,зурлык
390,Länge::N,урт,озынлык
391,Höhe::N,өндөр,биеклек
392,Gewicht::N,жин,авырлык
393,Menge::N,тоо,микъдар
394,Haufen::N,бөөн,өем
395,Reihe::N,эгнээ,рәт
396,Boot::N,завь,каек
397,Boot::N,завь,көймә
398,Ruder::N,сэлүүр,ишкәк
399,Schlitten::N,чарга,чана
400,Ski::N,цана,чаңгы
401,Lagerfeuer::N,түүдэг,костёр
402,Last::N,ачаа,йөк
403,Gang::N,явдал,йөреш
404,Schritt::N,алхам,адым
405,Norden::N,умар,төньяк
406,Süden::N,урд,көньяк
407,Süden::N,өмнө,көньяк
408,Westen::N,өрнө,көнбатыш
409,Westen::N,баруун,көнбатыш
410,Osten::N,зүүн,шәрык
411,Osten::N,зүүн,көнчыгыш
412,Osten::N,дорно,шәрык
413,Osten::N,дорно,көнчыгыш
414,Holz::N,мод,агач
415,Brett::N,банз,такта
416,Platte::N,хавтан,плитә
417,Stütze::N,тулгуур,таяу
418,Stütze::N,тулга,таяу
419,Stange::N,сургааг,колга
420,Stock::N,саваа,таяк
421,Stab::N,таяг,таяк
422,Rohr::N,хоолой,торба
423,Haus::N,гэр,өй
424,Haus::N,гэр,йорт
425,Haus::N,байшин,өй
426,Haus::N,байшин,йорт
427,Heim::N,гэр,гаилә
428,Heim::N,гэр,нәсел
429,Ofen::N,зуух,мич
430,Ofen::N,пийшин,мич
431,Fußboden::N,шал,идән
432,Tisch::N,ширээ,өстәл
433,Stuhl::N,сандал,утыргыч
434,Wiege::N,өлгий,бишек
435,Bett::N,ор,ятак
436,Bett::N,ор,урын-җир
437,Regal::N,тавиур,киштә
438,Regal::N,тавиур,шүрлек
439,Kiste::N,авдар,әрҗә
440,Kiste::N,хайрцаг,әрҗә
441,Fenster::N,гэгээвч,тәрәзә
442,Tür::N,үүд,ишек
443,Tür::N,хаалга,ишек
444,Tor::N,хаалга,капка
445,Zaun::N,хашаа,койма
446,Dach::N,дээвэр,түбә
447,Leiter::N,шат,баскыч
448,Besen::N,хамуур,себерке
449,Besen::N,туужуу,себерке
450,Spaten::N,хүрз,көрәк
451,Schaufel::N,хүрз,көрәк
452,Gabel::N,сэрээ,чәннечке
453,Löffel::N,халбага,кашык
454,Messer::N,хутга,пычак
455,Nagel::N,хадаас,кадак
456,Netz::N,өөш,челтәр
457,Netz::N,тор,челтәр
458,Haken::N,гох,ыргак
459,Griff::N,иш,тотка
460,Griff::N,сэнж,тотка
461,Schloss::N,цуурга,йозак
462,Schloss::N,цоож,йозак
463,Bild::N,зураг,рәсем
464,Bild::N,зураг,картина
465,Figur::N,баримал,сын
466,Figur::N,баримал,фигура
467,Puppe::N,хүүхэлдэй,курчак
468,Beutel::N,агсаа,луза
469,Beutel::N,уут,луза
470,Bündel::N,боодол,бәйләм
471,Tasche::N,цүнх,букча
472,Eimer::N,хөнөг,чиләк
473,Eimer::N,хувин,чиләк
474,Deckel::N,таг,капкач
475,Deckel::N,хавхаг,капкач
476,Geschirr::N,сав суулга,савыт-саба
477,Geschirr::N,сав суулга,кашык-аяк
478,Sack::N,шуудай,капчык
479,Tasse::N,аяга,чынаяк
480,Topf::N,тогоо,чүлмәк
481,Kessel::N,тогоо,казан
482,Essen::N,идээ,ашау
483,Nahrung::N,хүнс,азык
484,Nahrung::N,хүнс,тәгам
485,Nahrung::N,хүнс,ашамлык
486,Speise::N,идээ,ризык
487,Fleisch::N,мах,ит
488,Getreide::N,будаа,ашлык
489,Brei::N,богшмол,ботка
490,Brei::N,будаа,ботка
491,Brot::N,талх,ипи
492,Brot::N,талх,икмәк
493,Scheibe::N,зүсэм,телем
494,Scheibe::N,хэрчим,телем
495,Fett::N,өөх,май
496,Butter::N,тос,май
497,Öl::N,тос,май
498,Salz::N,давс,тоз
499,Suppe::N,шөл,шулпа
500,Honig::N,бал,бал
501,Milch::N,сүү,сөт
502,Tee::N,цай,чәй
503,Leder::N,арьс,күн
504,Leder::N,савхи,күн
505,Wolle::N,ноос,йон
506,Wolle::N,унгас,йон
507,Stoff::N,бөс,тукыма
508,Nadel::N,зүү,энә
509,Faden::N,боолт,җеп
510,Faden::N,утас,җеп
511,Knopf::N,товч,төймә
512,Knoten::N,зангилаа,төен
513,Farbe::N,будаг,буяу
514,Kleidung::N,хувцас,кием
515,Hemd::N,цамц,күлмәк
516,Kragen::N,зах заам,яка
517,Ärmel::N,ханцуй,җиң
518,Hose::N,өмд,чалбар
519,Gürtel::N,бүс,билбау
520,Mütze::N,малгай,бүрек
521,Mütze::N,бүрх,бүрек
522,Schuh::N,туфли,башмак
523,Stiefel::N,гутал,итек
524,Ring::N,бөгж,балдак
525,Band::N,тууз,тасма
526,Kamm::N,сам,тарак
527,Spiegel::N,толь,көзге
528,Riemen::N,тасам,каеш
529,Riemen::N,сур,каеш
530,Schnur::N,татлага,бау
531,Leine::N,оосор,тезген
532,Decke::N,хөнжил,юрган
533,Decke::N,хучлага,юрган
534,Kissen::N,дэр,мендәр
535,Tuch::N,алчуур,яулык
536,Tuch::N,даавуу,яулык
537,Handtuch::N,алчуур,сөлгә
538,Kraft::N,чадал,егәр
539,Kraft::N,чадал,дәрман
540,Kraft::N,хүч,егәр
541,Kraft::N,хүч,дәрман
542,Stärke::N,эрч,көч
543,Stärke::N,эрч,дәрман
544,Stärke::N,тэнхээ,көч
545,Stärke::N,тэнхээ,дәрман
546,Gesundheit::N,бие,саулык
547,Gesundheit::N,эрүүл мэнд,саулык
548,Krankheit::N,эмгэг,чир
549,Krankheit::N,эмгэг,хаста
550,Krankheit::N,эмгэг,сырхау
551,Schmerz::N,өвчин,авырту
552,Wunde::N,шарх,яра
553,Wunde::N,шарх,җәрәхәт
554,Fieber::N,халуун,бизгәк
555,Arznei::N,эм,дару
556,Brücke::N,гүүр,күпер
557,Brunnen::N,худаг,кое
558,Weide::N,бэлчээр,утлавык
559,Pfad::N,жим,сукмак
560,Pfad::N,зөрөг,сукмак
561,Weg::N,зам,юл
562,Weg::N,харгуй,юл
563,Straße::N,зам,урам
564,Straße::N,харгуй,урам
565,Dorf::N,тосгон,авыл
566,Dorf::N,гацаа,авыл
567,Stadt::N,хот,шәһәр
568,Brief::N,захидал,хат
569,Brief::N,захиа,хат
570,Buch::N,ном,китап
571,Buch::N,бичиг,китап
572,Buchstabe::N,үсэг,хәреф
573,Zeitung::N,сонин,газет
574,Zeitung::N,сонин,газета
575,Leben::N,амь,гомер
576,Leben::N,амь,тормыш
577,Leben::N,амь,тереклек
578,Leben::N,амьдрал,гомер
579,Leben::N,амьдрал,тормыш
580,Leben::N,амьдрал,тереклек
581,Tod::N,үхэл,үлем
582,Grab::N,булш,гүр
583,Grab::N,булш,кабер
584,Kirche::N,сүм,чиркәү
585,Sünde::N,нүгэл,язык
586,Sünde::N,нүгэл,гөнаһ
587,Sünde::N,хилэнц,язык
588,Sünde::N,хилэнц,гөнаһ
589,Gott::N,бурхан,алла
590,Gott::N,бурхан,ходай
591,Arbeiter::N,ажилчин,эшче
592,Arbeiter::N,хөдөлмөрчин,эшче
593,Chef::N,дарга,башлык
594,Meister::N,дархан,оста
595,Arzt::N,эмч,врач
596,Arzt::N,эмч,табиб
597,Lehrer::N,багш,укытучы
598,Lehrer::N,багш,мөгаллим
599,Geld::N,цаас,акча
600,Geld::N,мөнгө,акча
601,Geschäft::N,наймаа,эш
602,Laden::N,дэлгүүр,кибет
603,Laden::N,дэлгүүр,магазин
604,Preis::N,үнэ,бәя
605,Preis::N,үнэ,бәһа
606,Ware::N,таваар,товар
607,Ware::N,бараа,товар
608,Nutzen::N,ашиг,файда
609,Reichtum::N,баялаг,байлык
610,Welt::N,дэлхий,дөнья
611,Welt::N,орчлон,дөнья
612,Land::N,улс,ил
613,Land::N,орон,ил
614,Staat::N,төр,дәүләт
615,Staat::N,гүрэн,дәүләт
616,König::N,ван,патша
617,Macht::N,засаг,хакимият
618,Grenze::N,хил,чик
619,Krieg::N,дайн,сугыш
620,Feind::N,дайсан,дошман
621,Gewalt::N,хүчирхэх,көчләү
622,Kampf::N,тэмцэл,көрәш
623,Kampf::N,байлдаан,көрәш
624,Bogen[Waffe]::N,нум,җәя
625,Pfeil::N,годил,ук
626,Pfeil::N,сум,ук
627,Gewehr::N,буу,мылтык
628,Fehler::N,эндэл,хата
629,Fehler::N,алдаа,хата
630,Lüge::N,худал,ялган
631,Schaden::N,хор,зыян
632,Schaden::N,хор,зарар
633,Schaden::N,хөнөөл,зыян
634,Schaden::N,хөнөөл,зарар
635,Unglück::N,гай,бәла
636,Unglück::N,гамшиг,бәла
637,Schuld::N,гэм,гаеп
638,Schuld::N,буруу,гаеп
639,Alter::N,нас,яшь
640,Schluss::N,эцэс,ахыр
641,Schluss::N,төгсгөл,ахыр
642,Zeit::N,цаг,заман
643,Tag::N,өдөр,көн
644,Morgen::N,өглөө,иртә
645,Mittag::N,үд,өйлә
646,Abend::N,үдэш,кич
647,Nacht::N,шөнө,төн
648,Woche::N,долоо хоног,атна
649,Monat::N,сар,ай
650,Jahr::N,жил,ел
651,Frühling::N,хавар,яз
652,Sommer::N,зун,җәй
653,Herbst::N,намар,көз
654,Winter::N,өвөл,кыш
655,Januar::N,нэгдүгээр сар,гыйнвар
656,Februar::N,хоёрдугаар сар,февраль
657,März::N,гуравдугаар сар,март
658,April::N,дөрөвдүгээр сар,апрель
659,Mai::N,тавдугаар сар,май
660,Juni::N,зургаадугаар сар,июнь
661,Juli::N,долдугаар сар,июль
662,August::N,наймдугаар сар,август
663,September::N,есдүгээр сар,сентябрь
664,Oktober::N,аравдугаар сар,октябрь
665,November::N,арван нэгдүгээр сар,ноябрь
666,Dezember::N,арван хоёрдугаар сар,декабрь
667,Montag::N,даваа,дүшәмбе
668,Dienstag::N,мягмар,сишәмбе
669,Mittwoch::N,лхагва,чәршәмбе
670,Donnerstag::N,пүрэв,атнакич
671,Donnerstag::N,пүрэв,пәнҗешәмбе
672,Freitag::N,баасан,җомга
673,Samstag::N,бямба,шимбә
674,Sonntag::N,ням,якшәмбе
675,groß::A,их,зур
676,groß::A,том,зур
677,klein::A,бага,кечкенә
678,klein::A,жаахан,кечкенә
679,lang::A,урт,озын
680,kurz::A,охор,кыска
681,kurz::A,богино,кыска
682,breit::A,өргөн,киң
683,schmal::A,уйтан,кысык
684,schmal::A,нарийн,кысык
685,dicht::A,нягт,куе
686,dicht::A,чигжүү,куе
687,dick[Gegenstand]::A,зузаан,калын
688,dünn::A,нимгэн,нечкә
689,fein::A,нарийн,нәзакәтле
690,fest::A,бөх,нык
691,fest::A,хатуу,нык
692,flach::A,хавтгай,яссы
693,flach::A,хавтгай,ялпак
694,glatt::A,цагаан,шома
695,hart::A,хатуу,каты
696,weich::A,зөөлөн,йомшак
697,rund::A,дугуй,түгәрәк
698,rund::A,дугариг,түгәрәк
699,spitz::A,шовх,очлы
700,spitz::A,шовгор,очлы
701,scharf::A,хурц,үткен
702,scharf::A,иртэй,үткен
703,stumpf::A,мохоо,үтмәс
704,schwer::A,хүнд,салмак
705,schön::A,гуа,гүзәл
706,schön::A,сайхан,гүзәл
707,heiß::A,халуун,эссе
708,warm::A,дулаан,җылы
709,kalt::A,хүйтэн,суык
710,kalt::A,хүйтэн,салкын
711,kühl::A,сэрүүн,салкынча
712,frisch::A,эрүүл,салкынча
713,frisch::A,жихүүн,салкынча
714,feucht::A,чийгтэй,юеш
715,nass::A,нойтон,дымлы
716,trocken::A,хатсан,коры
717,voll::A,дүүрэн,тулы
718,leer::A,хоосон,буш
719,offen::A,онгорхой,ачык
720,geschlossen::A,битүү,йомык
721,geschlossen::A,хаалтай,йомык
722,sauber::A,цэвэр,пакь
723,sauber::A,цэвэр,чиста
724,sauber::A,хиргүй,пакь
725,sauber::A,хиргүй,чиста
726,schmutzig::A,бохир,керле
727,schmutzig::A,бохир,пычрак
728,schmutzig::A,хиртэй,керле
729,schmutzig::A,хиртэй,пычрак
730,roh::A,түүхий,чи
731,reif::A,болсон,өлгергән
732,lecker::A,амттай,тәмле
733,süß::A,амттай,татлы
734,süß::A,чихэрлэг,татлы
735,bitter::A,гашуун,ачы
736,sauer::A,эсгэлэн,әче
737,hell::A,гэгээн,якты
738,hell::A,гэрэлтэй,якты
739,dunkel::A,бараан,кара
740,dunkel::A,харанхуй,кара
741,schwarz::A,хар,кара
742,weiß::A,цагаан,ак
743,rot::A,улаан,кызыл
744,gelb::A,шар,сары
745,blau::A,хөх,күк
746,blau::A,цэнхэр,күк
747,grün::A,ногоон,яшел
748,grau::A,орог,соры
749,grau::A,саарал,соры
750,bunt::A,эрээн,чуар
751,billig::A,хямд,арзан
752,teuer::A,үнэтэй,хаклы
753,wertvoll::A,үнэт,кыйммәтле
754,blind::A,сохор,сукыр
755,blind::A,сохор,күзсез
756,taub::A,чих хатуу,чукрак
757,taub::A,чих хатуу,саңгырау
758,kräftig::A,чийрэг,егәрле
759,stark::A,хүчтэй,нык
760,stark::A,хүчтэй,базык
761,stark::A,чадалтай,нык
762,stark::A,чадалтай,базык
763,schwach::A,сул,зәгыйфь
764,fett::A,тарган,симез
765,fett::A,голигор,симез
766,schlank::A,голшиг,нәзек
767,hübsch::A,сайхан,чибәр
768,hübsch::A,хөөрхөн,чибәр
769,böse::A,муу,усал
770,böse::A,хортой,усал
771,dumm::A,тэнэг,акылсыз
772,faul::A,залхуу,ялкау
773,faul::A,залхуу,иренчәк
774,fleißig::A,чармайлтгай,тырыш
775,fleißig::A,чармайлтгай,тырышучан
776,geizig::A,харамч,саран
777,klug::A,цэцэн,акыллы
778,geschickt::A,дүйтэй,маһир
779,lieb::A,хайрт,сөекле
780,lustig::A,цэнгэлтэй,күңелле
781,sanft::A,наалинхай,басынкы
782,hungrig::A,өлөн,ач
783,hungrig::A,өлссөн,ач
784,krank::A,өвчтэй,чирле
785,krank::A,өвчтэй,сырхау
786,nackt::A,нүцгэн,шәрә
787,traurig::A,гунигт,ямансу
788,lebendig::A,амьд,тере
789,lebendig::A,амьтай,тере
790,gut::A,сайн,яхшы
791,schlecht::A,муу,начар
