,Concept_ID,hi,cv
50,Handfläche::N,हथेली,ал лаппи
51,Finger::N,उँगली,пӳрне
52,Finger::N,अँगुली,пӳрне
53,Fingernagel::N,नख,чӗрне
54,Fingernagel::N,नाख़ून,чӗрне
55,Nagel[Anatomie]::N,नख,чӗрне
56,Nagel[Anatomie]::N,नाख़ून,чӗрне
57,Zeh::N,उँगली,пӳрне
58,Zeh::N,पाँव की उँगली,пӳрне
59,Fuß::N,चरण,ура лаппи
60,Fuß::N,पाँव,ура лаппи
61,Ferse::N,एड़ी,кӗле
62,Knie::N,जानु,чӗркуҫҫи
63,Knie::N,घुटना,чӗркуҫҫи
64,Oberschenkel::N,उरु,пӗҫӗ
65,Bein::N,टाँग,ура
66,Körper::N,तन,ӳт
67,Körper::N,तन,ӳт-пӳ
68,Körper::N,देह,ӳт
69,Körper::N,देह,ӳт-пӳ
70,Körper::N,शरीर,ӳт
71,Körper::N,शरीर,ӳт-пӳ
72,Haut::N,चर्म,тир
73,Haut::N,त्वचा,тир
74,Blut::N,लहू,юн
75,Blut::N,ख़ून,юн
76,Ader::N,रग,вена
77,Ader::N,शिरा,вена
78,Sehne::N,कंडरा,шӑнӑр
79,Sehne::N,स्नायु,шӑнӑр
80,Knochen::N,अस्थि,шӑмӑ
81,Gehirn::N,दिमाग़,миме
82,Gehirn::N,मस्तिष्क,миме
83,Herz::N,दिल,чӗре
84,Herz::N,हृदय,чӗре
85,Magen::N,मेदा,хырӑмлӑх
86,Magen::N,अमाशय,хырӑмлӑх
87,Leber::N,जिगर,пӗвер
88,Leber::N,यकृत्,пӗвер
89,Atem::N,दम,сывлав
90,Atem::N,साँस,сывлав
91,Atem::N,श्वास,сывлав
92,Hunger::N,भूख,выҫлӑх
93,Hunger::N,क्षुधा,выҫлӑх
94,Träne::N,आँसू,куҫҫуль
95,Träne::N,अश्रु,куҫҫуль
96,Geschmack::N,स्वाद,техӗм
97,Geschmack::N,ज़ायक़ा,техӗм
98,Geruch::N,बू,шӑршӑ
99,Geruch::N,गंध,шӑршӑ
100,Schlaf::N,नींद,ыйхӑ
101,Schlaf::N,निद्रा,ыйхӑ
102,Traum::N,सपना,тӗлӗк
103,Traum::N,स्वप्न,тӗлӗк
104,Himmel::N,आकाश,пӗлӗт
105,Himmel::N,आसमान,пӗлӗт
106,Sonne::N,रवि,хӗвел
107,Sonne::N,सूरज,хӗвел
108,Sonne::N,सूर्य,хӗвел
109,Mond::N,चाँद,уйӑх
110,Mond::N,चंद्र,уйӑх
111,Stern::N,तारा,ҫӑлтӑр
112,Stern::N,सितारा,ҫӑлтӑр
113,Luft::N,हवा,сывлӑш
114,Luft::N,वायु,сывлӑш
115,Wind::N,पाद,ҫил
116,Welle::N,लहर,хум
117,Welle::N,तरंग,хум
118,Wasser::N,जल,шыв
119,Wasser::N,जल,шыв-шур
120,Wasser::N,पानी,шыв
121,Wasser::N,पानी,шыв-шур
122,Stein::N,पत्थर,чул
123,Boden::N,मिट्टी,тӑпра
124,Erde::N,भूमि,ҫӗр
125,Erde::N,ज़मीन,ҫӗр
126,Staub::N,धूल,тусан
127,Rauch::N,धूआँ,тӗтӗм
128,Rauch::N,धुम्र,тӗтӗм
129,Funke::N,चिनगारी,хӗм
130,Funke::N,स्फुलिंग,хӗм
131,Feuer::N,आग,вут
132,Feuer::N,आग,ҫулӑм
133,Feuer::N,आतिश,вут
134,Feuer::N,आतिश,ҫулӑм
135,Feuer::N,अग्नि,вут
136,Feuer::N,अग्नि,ҫулӑм
137,Licht::N,रोशनी,ҫутӑ
138,Licht::N,प्रकाश,ҫутӑ
139,Schatten::N,छाया,сулхӑн
140,Schatten::N,परछाई,сулхӑн
141,Wetter::N,ऋतु,ҫанталӑк
142,Wetter::N,मौसम,ҫанталӑк
143,Nebel::N,धुँध,тӗтре
144,Nebel::N,कुहरा,тӗтре
145,Wolke::N,मेघ,пӗлӗт
146,Wolke::N,अभ्र,пӗлӗт
147,Regen::N,मेंह,ҫумӑр
148,Regen::N,बारिश,ҫумӑр
149,Schnee::N,हिम,юр
150,Schnee::N,बर्फ़,юр
151,Eis::N,हिम,пӑр
152,Eis::N,बर्फ़,пӑр
153,Frost::N,ठंड,сивӗ
154,Kälte::N,सर्दी,сивӗ
155,Kälte::N,शीतलता,сивӗ
156,Hitze::N,ताप,вӗри
157,Hitze::N,ताप,шӑрӑх
158,Hitze::N,गरमी,вӗри
159,Hitze::N,गरमी,шӑрӑх
160,Raureif::N,पाला,пас
161,Regenbogen::N,इंद्र-धनुष,асамат кӗперӗ
162,Donner::N,गरज,аслати
163,Donner::N,मेघ-गर्जन,аслати
164,Strömung::N,बहाव,юхӑ
165,Strömung::N,प्रवाह,юхӑ
166,Tropfen::N,बूँद,тумлам
167,Schaum::N,झाग,кӑпӑк
168,Schmutz::N,गंद,пылчӑк
169,Schmutz::N,कीचड़,пылчӑк
170,See::N,झील,кӳлӗ
171,See::N,सरोवर,кӳлӗ
172,Sumpf::N,दलदल,шур
173,Sumpf::N,दलदल,шурлӑх
174,Sumpf::N,धँसान,шур
175,Sumpf::N,धँसान,шурлӑх
176,Moor::N,झाबर,торфлӑ шурлӑх
177,Moor::N,धँसान,торфлӑ шурлӑх
178,Wiese::N,घास-स्थल,улӑх
179,Wiese::N,घास-स्थल,ҫаран
180,Wald::N,जंगल,вӑрман
181,Hügel::N,टीला,сӑрт
182,Hügel::N,टीला,тӗмеске
183,Hügel::N,पहाड़,сӑрт
184,Hügel::N,पहाड़,тӗмеске
185,Anhöhe::N,टीला,сӑрт
186,Anhöhe::N,पहाड़ी,сӑрт
187,Berg::N,पहाड़,ту
188,Gipfel::N,शिखर,тӳпе
189,Höhle::N,गुहा,ҫӗр хӑвӑлӗ
190,Höhle::N,गुफ़ा,ҫӗр хӑвӑлӗ
191,Abhang::N,ढाल,тӑвайкки
192,Abhang::N,ढलान,тӑвайкки
193,Quelle::N,चश्मा,ҫӑл куҫ
194,Bach::N,सोता,пӗчӗк шыв
195,Bach::N,नदिका,пӗчӗк шыв
196,Fluss::N,नदी,юхан шыв
197,Fluss::N,सरिता,юхан шыв
198,Ufer::N,तट,ҫыран
199,Ufer::N,किनारा,ҫыран
200,Küste::N,समुद्र-तट,тинӗс ҫыранӗ
201,Festland::N,महाद्वीप,тип ҫӗр
202,Meer::N,सागर,тинӗс
203,Meer::N,समुद्र,тинӗс
204,Bucht::N,खाड़ी,тинӗс кукӑрӗ
205,Insel::N,टापू,утрав
206,Insel::N,द्वीप,утрав
207,Blume::N,फूल,чечек
208,Blume::N,पुष्प,чечек
209,Gras::N,घास,курӑк
210,Wurzel::N,मूल,тымар
211,Baum::N,पेड़,йывӑҫ
212,Baum::N,वृक्ष,йывӑҫ
213,Stamm::N,धड़,вулӑ
214,Rinde::N,छाल,хуйӑр
215,Rinde::N,वल्कल,хуйӑр
216,Ast::N,डाल,турат
217,Ast::N,शाखा,турат
218,Zweig::N,टहनी,турат
219,Blatt::N,पत्र,ҫулҫӑ
220,Blatt::N,पत्ता,ҫулҫӑ
221,Birke::N,भूर्ज,хурӑн
222,Kiefer[Baum]::N,पाइन-वृक्ष,хыр
223,Weide[Baum]::N,बेंत,хӑва
224,Tanne::N,फ़र,чӑрӑш
225,Horn::N,सींग,мӑйрака
226,Horn::N,विषाण,мӑйрака
227,Feder::N,पर,тӗк
228,Feder::N,पंख,тӗк
229,Fell::N,खाल,ҫӑм
230,Fell::N,पशु-चर्म,ҫӑм
231,Flügel::N,पंख,ҫунат
232,Flügel::N,डैना,ҫунат
233,Klaue::N,पंजा,чӗрне
234,Kralle::N,पंजा,ура
235,Kralle::N,नाख़ून,ура
236,Schwanz::N,पूँछ,хӳре
237,Ei::N,अंडा,ҫӑмарта
238,Nest::N,नीड़,йӑва
239,Nest::N,घोंसला,йӑва
240,Bau::N,बिल,йӗнӗ
241,Bau::N,माँद,йӗнӗ
242,Tier::N,पशु,выльӑх
243,Tier::N,जानवर,выльӑх
244,Herde::N,गल्ला,кӗтӳ
245,Kuh::N,गौ,ӗне
246,Kuh::N,गाय,ӗне
247,Bulle::N,साँड़,вӑкӑр
248,Pferd::N,अश्व,лаша
249,Pferd::N,घोड़ा,лаша
250,Schaf::N,भेड़,сурӑх
251,Schwein::N,शूकर,сысна
252,Hund::N,श्वान,йытӑ
253,Hund::N,कुत्ता,йытӑ
254,Katze::N,बिल्ली,кушак
255,Bär::N,रीछ,упа
256,Bär::N,भालू,упа
257,Eichhörnchen::N,गिलहरी,пакша
258,Elch::N,एल्क,пӑши
259,Fuchs::N,लोमड़ी,тилӗ
260,Hase::N,खरहा,куян
261,Hase::N,खरहा,мулкач
262,Hase::N,ख़रगोश,куян
263,Hase::N,ख़रगोश,мулкач
264,Maus::N,मूष,шӑши
265,Maus::N,चूहा,шӑши
266,Wolf::N,वृक,кашкӑр
267,Wolf::N,भेड़िया,кашкӑр
268,Vogel::N,पक्षी,кайӑк
269,Vogel::N,पक्षी,вӗҫен кайӑк
270,Vogel::N,चिड़िया,кайӑк
271,Vogel::N,चिड़िया,вӗҫен кайӑк
272,Schwarm::N,झुंड,ушкӑн
273,Huhn::N,मुर्ग़ी,чӑх
274,Huhn::N,मुर्ग़ी,чӑхӑ
275,Hahn::N,मुर्ग़ा,автан
276,Gans::N,हंस,хур
277,Gans::N,हंसिनी,хур
278,Adler::N,उक़ाब,ӑмӑрт кайӑк
279,Ente::N,बतख़,кӑвакал
280,Ente::N,बत्तक,кӑвакал
281,Eule::N,उल्लू,тӑмана
282,Kranich::N,सारस,тӑрна
283,Kranich::N,क्रौंंच,тӑрна
284,Krähe::N,काक,ула курак
285,Kuckuck::N,कोयल,куккук
286,Kuckuck::N,कोकिल,куккук
287,Schwan::N,हंस,акӑш
288,Schwan::N,मराल,акӑш
289,Fisch::N,मछली,пулӑ
290,Fisch::N,मत्स्य,пулӑ
291,Barsch::N,पर्च,уланкӑ
292,Hecht::N,पाइक,ҫӑрттан
293,Schlange[Tier]::N,सर्प,ҫӗлен
294,Wurm::N,कृमि,ӑман
295,Wurm::N,कीड़ा,ӑман
296,Spinne::N,लूता,эрешмен
297,Spinne::N,मकड़ी,эрешмен
298,Ameise::N,चींटी,кӑткӑ
299,Laus::N,जूँ,пыйтӑ
300,Mücke::N,डाँस,вӑрӑм туна
301,Fliege::N,मक्खी,шӑна
302,Fliege::N,मक्षिका,шӑна
303,Schmetterling::N,तितली,лӗпӗш
304,Beere::N,बेरी,ҫырла
305,Apfel::N,सेब,улма
306,Apfel::N,सेब,пан улми
307,Pilz::N,खुंबी,кӑмпа
308,Zwiebel::N,प्याज़,сухан
309,Saat::N,बीज,вӑрӑ
310,Korn::N,दाना,тӗшӗ
311,Korn::N,दाना,пӗрчӗ
312,Heu::N,मूखी घास,утӑ
313,Schale::N,बकला,хупӑ
314,Schale::N,छिलका,хупӑ
315,Grube::N,गड्ढा,шӑтӑк
316,Falle::N,जाल,тапӑ
317,Falle::N,जाल,капкӑн
318,Falle::N,फँदा,тапӑ
319,Falle::N,फँदा,капкӑн
320,Schlinge::N,फँदा,йӑлӑ
321,Spur::N,सुराग़,йӗр
322,Spur::N,पद-चिह्न,йӗр
323,Asche::N,राख,кӗл
324,Dreck::N,मैल,пылчӑк
325,Dreck::N,गंदगी,пылчӑк
326,Eisen::N,लोहा,тимӗр
327,Gold::N,सोना,ылтӑн
328,Gold::N,स्वर्ण,ылтӑн
329,Silber::N,रजत,кӗмӗл
330,Silber::N,चाँदी,кӗмӗл
331,Kohle::N,कोयला,кӑмрӑк
332,Glas::N,काँच,кӗленче
333,Lehm::N,चिकनी मिट्टी,тӑм
334,Sand::N,रेत,хӑйӑр
335,Sand::N,बालू,хӑйӑр
336,Mensch::N,मानव,ҫын
337,Mensch::N,मानव,этем
338,Mensch::N,इनसान,ҫын
339,Mensch::N,इनसान,этем
340,Mensch::N,मनुष्य,ҫын
341,Mensch::N,मनुष्य,этем
342,Mann::N,आदमी,ар
343,Mann::N,पुरुष,ар
344,Frau::N,औरत,хӗрарӑм
345,Frau::N,महिला,хӗрарӑм
346,Frau::N,स्त्री,хӗрарӑм
347,Kind::N,बाल,ача
348,Kind::N,बच्चा,ача
349,Junge::N,लड़का,ача
350,Junge::N,लड़का,ар ҫын ача
351,Mädchen::N,लड़की,хӗр ача
352,Mädchen::N,कुमारी,хӗр ача
353,Familie::N,परिवार,ҫемье
354,Familie::N,परिवार,кил-йыш
355,Großvater::N,दादा,кукаҫи
356,Großmutter::N,नानी,кукамай
357,Eltern::N,माँ-बाप,аҫа-ама
358,Eltern::N,माता-पिता,аҫа-ама
359,Vater::N,बाप,атте
360,Vater::N,पिता,атте
361,Mutter::N,माँ,анне
362,Mutter::N,माता,анне
363,Sohn::N,बेटा,ывӑл
364,Sohn::N,पुत्र,ывӑл
365,Tochter::N,बेटी,хӗр
366,Tochter::N,पुत्री,хӗр
367,Bruder::N,भाई,ар тӑван
368,Bruder::N,भ्राता,ар тӑван
369,Schwester::N,बहन,аппа
370,Schwester::N,बहन,йӑмӑк
371,Schwester::N,भगिनी,аппа
372,Schwester::N,भगिनी,йӑмӑк
373,Onkel::N,ताऊ,мучи
374,Onkel::N,ताऊ,пичче
375,Onkel::N,काका,мучи
376,Onkel::N,काका,пичче
377,Tante::N,बूआ,аппа
378,Tante::N,फूफी,аппа
379,Tante::N,ख़ाला,аппа
380,Ehemann::N,पति,упӑшка
381,Ehemann::N,शौहर,упӑшка
382,Ehefrau::N,बीवी,арӑм
383,Freude::N,आनंद,савӑнӑҫ
384,Freude::N,आनंद,хаваслӑх
385,Freude::N,प्रसन्नता,савӑнӑҫ
386,Freude::N,प्रसन्नता,хаваслӑх
387,Gelächter::N,हँसी,кулӑ
388,Gelächter::N,क़हक़हा,кулӑ
389,Glück::N,आनंद,телей
390,Glück::N,आनंद,ӑраскал
391,Glück::N,ख़ुशी,телей
392,Glück::N,ख़ुशी,ӑраскал
393,Kummer::N,शोक,хурлӑх
394,Kummer::N,दुःख,хурлӑх
395,Wunsch::N,इच्छा,ӗмӗт
396,Wunsch::N,इच्छा,кӑмӑл
397,Wunsch::N,अभिलाषा,ӗмӗт
398,Wunsch::N,अभिलाषा,кӑмӑл
399,Lust::N,चाह,кӑмӑл
400,Lust::N,कामना,кӑмӑл
401,Geist::N,जान,чун-чӗм
402,Geist::N,जान,ыр-усал
403,Geist::N,जान,чун хавалӗ
404,Geist::N,प्राण,чун-чӗм
405,Geist::N,प्राण,ыр-усал
406,Geist::N,प्राण,чун хавалӗ
407,Gedanke::N,विचार,шухӑш
408,Gedächtnis::N,याददाश्त,ас
409,Gedächtnis::N,स्मरण-शक्ति,ас
410,Verstand::N,समझ,ӑс
411,Verstand::N,समझ,ӑс-тӑн
412,Verstand::N,समझ,ӑс-хакӑл
413,Verstand::N,अक़्ल,ӑс
414,Verstand::N,अक़्ल,ӑс-тӑн
415,Verstand::N,अक़्ल,ӑс-хакӑл
416,Verstand::N,बुद्धि,ӑс
417,Verstand::N,बुद्धि,ӑс-тӑн
418,Verstand::N,बुद्धि,ӑс-хакӑл
419,Sinn::N,अर्थ,тупсӑм
420,Sinn::N,अर्थ,пӗлтерӗш
421,Grund::N,वजह,сӑлтав
422,Grund::N,कारण,сӑлтав
423,Wahrheit::N,सत्य,чӑнлӑх
424,Wahrheit::N,सच्चाई,чӑнлӑх
425,Gespräch::N,चर्चा,калаҫу
426,Gespräch::N,वार्ता,калаҫу
427,Gespräch::N,बात-चीत,калаҫу
428,Märchen::N,क़िस्सा,юмах
429,Erzählung::N,कथा,акалав
430,Erzählung::N,कथा,каласа пани
431,Erzählung::N,कहानी,акалав
432,Erzählung::N,कहानी,каласа пани
433,Nachricht::N,सूचना,хыпар
434,Nachricht::N,समाचार,хыпар
435,Neuigkeit::N,ख़बर,ҫӗнӗ хыпар
436,Neuigkeit::N,समाचार,ҫӗнӗ хыпар
437,Name::N,नाम,ят
438,Rätsel::N,पहेली,сутмалли юмах
439,Rede::N,वचन,сӑмах
440,Rede::N,भाषण,сӑмах
441,Sprache::N,भाषा,чӗлхе
442,Sprache::N,ज़बान,чӗлхе
443,Stimme::N,स्वर,сасӑ
444,Stimme::N,आवाज़,сасӑ
445,Wort::N,शब्द,сӑмах
446,Wort::N,लफ़्ज़,сӑмах
447,Zeichen::N,निशान,паллӑ
448,Ruf::N,पुकार,йыхрав
449,Ruf::N,पुकार,чӗнӳ
450,Ruf::N,आह्वान,йыхрав
451,Ruf::N,आह्वान,чӗнӳ
452,Lärm::N,शोर,шав
453,Lärm::N,हुल्लड़,шав
454,Laut::N,स्वर,сасӑ
455,Laut::N,ध्वनि,сасӑ
456,Ton::N,सुर,сасӑ
457,Ton::N,स्वर,сасӑ
458,Lied::N,गीत,юрӑ
459,Ruhe::N,आराम,канӑҫлӑх
460,Ruhe::N,आराम,лӑпкӑлӑх
461,Ruhe::N,ख़ामोशी,канӑҫлӑх
462,Ruhe::N,ख़ामोशी,лӑпкӑлӑх
463,Leute::N,लोग,ҫамрӑксем
464,Leute::N,लोग,ҫамрӑк ҫынсем
465,Volk::N,क़ौम,халӑх
466,Volk::N,प्रजा,халӑх
467,Arbeit::N,काम,ӗҫхӗл
468,Arbeit::N,काम,ӗҫлев
469,Gast::N,अतिथि,хӑна
470,Gast::N,मेहमान,хӑна
471,Geschenk::N,उपहार,парне
472,Geschenk::N,उपहार,кучченеҫ
473,Geschenk::N,तोहफ़ा,парне
474,Geschenk::N,तोहफ़ा,кучченеҫ
475,Spiel::N,खेल,вӑйӑ
476,Spiel::N,क्रीड़ा,вӑйӑ
477,Gesellschaft::N,साथ,общество
478,Hilfe::N,मदद,пулӑшу
479,Hilfe::N,सहायता,пулӑшу
480,Freund::N,मित्र,тус
481,Kamerad::N,साथी,юлташ
482,Kamerad::N,साथी,тус
483,Kamerad::N,कामरेड,юлташ
484,Kamerad::N,कामरेड,тус
485,Angelegenheit::N,बात,ӗҫ
486,Angelegenheit::N,मामला,ӗҫ
487,Anzahl::N,तादाद,йыш
488,Anzahl::N,तादाद,хисеп
489,Anzahl::N,संख्या,йыш
490,Anzahl::N,संख्या,хисеп
491,Art::N,तरह,тӗс
492,Art::N,क़िस्म,тӗс
493,Stück::N,फाँक,татӑк
494,Stück::N,टुकड़ा,татӑк
495,Teil::N,भाग,пай
496,Teil::N,हिस्सा,пай
497,Hälfte::N,अर्धभाग,ҫурӑ
498,Kreis::N,चक्कर,ункӑ
499,Kreis::N,चक्कर,ҫавракӑш
500,Kreuz::N,सलीब,хӗрес
501,Kreuz::N,क्रूस,хӗрес
502,Linie::N,लाइन,йӗр
503,Strich::N,लकीर,йӗр
504,Abstand::N,अंतर,хушӑ
505,Abstand::N,फ़ासला,хушӑ
506,Entfernung::N,दूरी,хушӑ
507,Entfernung::N,फ़ासला,хушӑ
508,Gegend::N,इलाक़ा,вырӑн
509,Platz::N,जगह,хутлӑх
510,Platz::N,स्थान,хутлӑх
511,Ort::N,स्थल,вырӑн
512,Ort::N,स्थान,вырӑн
513,Seite::N,ओर,ен
514,Seite::N,ओर,аяк
515,Seite::N,ओर,айӑк
516,Seite::N,तरफ़,ен
517,Seite::N,तरफ़,аяк
518,Seite::N,तरफ़,айӑк
519,Mitte::N,बीच,варӑ
520,Mitte::N,मध्य,варӑ
521,Gegenstand::N,चीज़,япала
522,Gegenstand::N,पदार्थ,япала
523,Sache::N,चीज़,япала
524,Sache::N,वस्तु,япала
525,Rand::N,छोर,вӗҫ
526,Rand::N,छोर,хӗрӗ
527,Rand::N,छोर,хӗрри
528,Rand::N,उपांत,вӗҫ
529,Rand::N,उपांत,хӗрӗ
530,Rand::N,उपांत,хӗрри
531,Kante::N,कोर,хайкача
532,Kante::N,कोर,хысак
533,Kante::N,किनारा,хайкача
534,Kante::N,किनारा,хысак
535,Ecke::N,कोना,кӗтес
536,Ecke::N,नुक्कड़,кӗтес
537,Spitze::N,नोक,вӗҫ
538,Ende::N,छोर,вӗҫ
539,Ende::N,सिरा,вӗҫ
540,Loch::N,छेद,шӑтӑк
541,Loch::N,सूराख़,шӑтӑк
542,Winkel::N,कोण,кӗтес
543,Winkel::N,कोना,кӗтес
544,Muster::N,नमूना,эреш
545,Muster::N,डिज़ाइन,эреш
546,Größe::N,परिमाण,пысӑкӑш
547,Größe::N,विस्तार,пысӑкӑш
548,Länge::N,लंबाई,вӑрӑмӑш
549,Höhe::N,ऊँचाई,ҫӳллӗш
550,Höhe::N,उच्चता,ҫӳллӗш
551,Gewicht::N,भार,виҫе
552,Gewicht::N,भार,йывӑрӑш
553,Gewicht::N,वज़न,виҫе
554,Gewicht::N,वज़न,йывӑрӑш
555,Menge::N,मात्रा,йыш
556,Haufen::N,ढेर,купа
557,Haufen::N,अंबार,купа
558,Reihe::N,क़तार,рет
559,Reihe::N,पंक्ति,рет
560,Boot::N,नाव,кимӗ
561,Boot::N,नौका,кимӗ
562,Ruder::N,चप्पू,кӗсмен
563,Schlitten::N,बर्फ़-गाड़ी,ҫуна
564,Ski::N,स्की,йӗлтӗр
565,Lagerfeuer::N,अलाव,вут
566,Lagerfeuer::N,अलाव,кӑвайт
567,Lagerfeuer::N,कैंप-फ़ायर,вут
568,Lagerfeuer::N,कैंप-फ़ायर,кӑвайт
569,Last::N,भार,сулмаклӑх
570,Last::N,भार,йывӑр япала
571,Gang::N,चाल,куҫӑм
572,Schritt::N,डग,утӑм
573,Schritt::N,डग,пусӑм
574,Schritt::N,क़दम,утӑм
575,Schritt::N,क़दम,пусӑм
576,Norden::N,उत्तर,ҫурҫӗр
577,Süden::N,दक्खिन,кӑнтӑр
578,Westen::N,पश्चिम,анӑҫ
579,Westen::N,पश्चिम,хӗвел анӑҫ
580,Osten::N,पूरब,хӗвел тухӑҫ
581,Holz::N,काठ,йывӑҫ
582,Holz::N,काष्ठ,йывӑҫ
583,Brett::N,पटरा,хӑма
584,Brett::N,तख़्ता,хӑма
585,Platte::N,फलक,плита
586,Platte::N,तख़्ता,плита
587,Stütze::N,टेक,ура
588,Stütze::N,थूनी,ура
589,Stange::N,छड़,шерте
590,Stange::N,बाँस,шерте
591,Stock::N,लाठी,патак
592,Stab::N,लग्गा,шӑчӑ
593,Rohr::N,नल,пӑрӑх
594,Haus::N,घर,ҫурт
595,Haus::N,मकान,ҫурт
596,Heim::N,घर,кил
597,Heim::N,गृह,кил
598,Ofen::N,चूल्हा,кӑмака
599,Fußboden::N,फ़र्श,урай
600,Tisch::N,मेज़,сӗтел
601,Stuhl::N,कुरसी,пукан
602,Wiege::N,पालना,сӑпка
603,Wiege::N,हिंडोला,сӑпка
604,Bett::N,खाट,кравать
605,Bett::N,पलंग,кравать
606,Regal::N,शेल्फ़,ҫӳлӗк
607,Regal::N,शेल्फ़,сентре
608,Kiste::N,पेटी,ещӗк
609,Kiste::N,पेटी,сунтӑх
610,Kiste::N,डिब्बा,ещӗк
611,Kiste::N,डिब्बा,сунтӑх
612,Fenster::N,खिड़की,чӳрече
613,Tür::N,द्वार,алӑк
614,Tür::N,दरवाज़ा,алӑк
615,Tor::N,फाटक,хапха
616,Zaun::N,बाड़ा,хӳме
617,Dach::N,छत,тӑрӑ
618,Dach::N,छप्पर,тӑрӑ
619,Leiter::N,सीढ़ी,пусма
620,Besen::N,झाड़ू,шӑпӑр
621,Besen::N,बुहारी,шӑпӑр
622,Spaten::N,कुदाल,кӗреҫе
623,Schaufel::N,बेलचा,кӗреҫе
624,Schaufel::N,फावड़ा,кӗреҫе
625,Gabel::N,काँटा,вилка
626,Löffel::N,चम्मच,кашӑк
627,Messer::N,छुरा,ҫӗҫӗ
628,Messer::N,चाक़ू,ҫӗҫӗ
629,Nagel::N,कील,пӑта
630,Nagel::N,मेख़,пӑта
631,Netz::N,जाल,тетел
632,Haken::N,अंकुश,йӑрхах
633,Haken::N,अंकुश,ҫекӗл
634,Griff::N,मूठ,хӑлӑп
635,Griff::N,हत्था,хӑлӑп
636,Schloss::N,ताला,ҫӑра
637,Bild::N,चित्र,сӑн
638,Bild::N,चित्र,сӑнлӑх
639,Bild::N,चित्र,картина
640,Figur::N,मूर्ति,кӗлетке
641,Puppe::N,पुतली,пукане
642,Puppe::N,गुड़िया,пукане
643,Beutel::N,झोला,михӗ
644,Bündel::N,पुलिंदा,ҫыхӑ
645,Bündel::N,पुलिंदा,тӗрке
646,Tasche::N,बेग,сумка
647,Tasche::N,बस्ता,сумка
648,Eimer::N,बाल्टी,витре
649,Deckel::N,ढक्कन,хупӑ
650,Geschirr::N,बरतन-भाँड़े,савӑт-сапа
651,Sack::N,बोरा,михӗ
652,Tasse::N,प्याला,курка
653,Topf::N,देग़चा,кастрюль
654,Kessel::N,देग़,хуран
655,Kessel::N,बटलोई,хуран
656,Essen::N,खाना,апат
657,Nahrung::N,भोजन,апат-ҫимӗс
658,Speise::N,खाना,апат
659,Speise::N,खाना,ҫимӗҫ
660,Speise::N,व्यंजन,апат
661,Speise::N,व्यंजन,ҫимӗҫ
662,Fleisch::N,मांस,аш
663,Fleisch::N,मांस,какай
664,Fleisch::N,गोश्त,аш
665,Fleisch::N,गोश्त,какай
666,Getreide::N,अनाज,тырӑ
667,Brei::N,भरता,пӑтӑ
668,Brei::N,दलिया,пӑтӑ
669,Brot::N,रोटी,ҫӑкӑр
670,Scheibe::N,कतला,чӗлӗ
671,Scheibe::N,कतला,касӑк
672,Fett::N,वसा,ҫу
673,Fett::N,चरबी,ҫу
674,Butter::N,मक्खन,ҫу
675,Öl::N,तेल,ҫу
676,Salz::N,नमक,тӑвар
677,Suppe::N,सूप,яшка
678,Suppe::N,शोरबा,яшка
679,Honig::N,शहद,пыл
680,Milch::N,दूध,сӗт
681,Tee::N,चाय,чей
682,Leder::N,चमड़ा,сӑран
