,Concept_ID,el,ba
119,Abhang::N,πλαγιά,ипкен
120,Quelle::N,πηγή,шишмә
121,Quelle::N,βρύση,шишмә
122,Bach::N,ρυάκι,шишмә
123,Fluss::N,ποτάμι,йылға
124,Fluss::N,ποταμός,йылға
125,Ufer::N,όχθη,яр
126,Küste::N,ακτή,яр буйы
127,Küste::N,ακρογιαλιά,яр буйы
128,Festland::N,στεριά,ҡоро ер
129,Meer::N,θάλασσα,диңгез
130,Bucht::N,κόλπος,бухта
131,Insel::N,νησί,үтрау
132,Insel::N,νήσος,үтрау
133,Blume::N,άνθος,сәскә
134,Blume::N,λουλούδι,сәскә
135,Gras::N,χόρτο,үлән
136,Gras::N,χορτάρι,үлән
137,Wurzel::N,ρίζα,тамыр
138,Baum::N,δέντρο,ағас
139,Stamm::N,κορμός,олон
140,Stamm::N,κορμός,көбәк
141,Rinde::N,φλούδα,ҡабыҡ
142,Ast::N,κλαδί,ботаҡ
143,Zweig::N,κλαδί,ботаҡ
144,Zweig::N,κλαδί,тармаҡ
145,Zweig::N,κλάδος,ботаҡ
146,Zweig::N,κλάδος,тармаҡ
147,Blatt::N,φύλλο,япраҡ
148,Birke::N,σημύδα,ҡайын
149,Kiefer[Baum]::N,πεύκο,ҡарғай
150,Weide[Baum]::N,ιτιά,тал
151,Tanne::N,έλατο,шыршы
152,Horn::N,κέρας,мөғөҙ
153,Horn::N,κέρατο,мөғөҙ
154,Feder::N,φτερό,ҡауырһын
155,Fell::N,δέρμα,тире
156,Fell::N,τομάρι,тире
157,Flügel::N,πτερύγιο,ҡанат
158,Klaue::N,κουλό,тырнаҡ
159,Kralle::N,νύχι,аяҡ
160,Schwanz::N,ουρά,ҡойроҡ
161,Ei::N,αβγό,йомортҡа
162,Nest::N,φωλιά,оя
163,Bau::N,φωλιά,оң
164,Tier::N,ζώο,жайуан
165,Tier::N,ζώο,йыртҡыс
166,Herde::N,κοπάδι,көтөү
167,Kuh::N,αγελάδα,һыйыр
168,Bulle::N,ταύρος,үгеҙ
169,Pferd::N,άλογο,ат
170,Schaf::N,πρόβατο,һарыҡ
171,Schwein::N,γουρούνι,сусҡа
172,Hund::N,σκυλί,эт
173,Hund::N,σκύλος,эт
174,Katze::N,γάτα,бесәй
175,Bär::N,άρκτος,айыу
176,Bär::N,αρκούδα,айыу
177,Eichhörnchen::N,βερβερίτσα,тейен
178,Elch::N,άλκη,мышы
179,Fuchs::N,αλεπού,төлкө
180,Hase::N,λαγός,ҡуян
181,Maus::N,ποντικός,сысҡан
182,Wolf::N,λύκος,бүре
183,Vogel::N,πουλί,ҡош
184,Schwarm::N,σμήνος,көтөү
185,Huhn::N,κότα,тауыҡ
186,Huhn::N,όρνιθα,тауыҡ
187,Hahn::N,πετεινός,әтәс
188,Gans::N,χήνα,ҡаҙ
189,Adler::N,αετός,бөркөт
190,Ente::N,πάπια,өйрәк
191,Eule::N,κουκουβάγια,өкө
192,Eule::N,κουκουβάγια,ябалаҡ
193,Kranich::N,γερανός,торна
194,Krähe::N,καρακάξα,ҡарға
195,Kuckuck::N,κούκος,кәкүк
196,Schwan::N,κύκνος,аҡҡош
197,Fisch::N,ψάρι,балыҡ
198,Barsch::N,πέρκα,алабуға
199,Hecht::N,λούτσος,суртан
200,Schlange[Tier]::N,φίδι,йылан
201,Wurm::N,σκουλήκι,селяүсен
202,Spinne::N,αράχνη,үрмәксе
203,Ameise::N,μυρμήγκι,ҡырмыҫҡа
204,Laus::N,ψείρα,бет
205,Mücke::N,κουνούπι,серәкәй
206,Fliege::N,μύγα,себен
207,Schmetterling::N,πεταλούδα,күбәләк
208,Beere::N,ρόγα,еләк
209,Apfel::N,μήλο,алма
210,Pilz::N,μανιτάρι,бәшмәк
211,Zwiebel::N,κρεμμύδι,һуган
212,Saat::N,σπόρος,орлоҡ
213,Korn::N,σπυρί,иген
214,Heu::N,σανός,бесән
215,Schale::N,τσόφλι,ҡабыҡ
216,Grube::N,λάκκος,соҡор
217,Falle::N,παγίδα,тоҙак
218,Falle::N,παγίδα,ҡапҡан
219,Schlinge::N,θηλειά,тоҙак
220,Spur::N,ίχνος,әҫер
221,Asche::N,στάχτη,көл
222,Dreck::N,βρωμιά,батҡаҡ
223,Eisen::N,σίδερο,тимер
224,Gold::N,μάλαμα,алтын
225,Gold::N,χρυσάφι,алтын
226,Silber::N,ασήμι,көмөш
227,Silber::N,άργυρος,көмөш
228,Kohle::N,κάρβουνο,күмер
229,Glas::N,γυαλί,быяла
230,Lehm::N,πηλός,балсыҡ
231,Sand::N,άμμος,ҡом
232,Mensch::N,άνθρωπος,кеше
233,Mann::N,άνδρας,ир
234,Frau::N,γυναίκα,ҡатын
235,Kind::N,παιδί,бала
236,Junge::N,αγόρι,малай
237,Mädchen::N,κοπέλα,ҡыҙ
238,Mädchen::N,κοπέλα,ҡыҙыҡай
239,Mädchen::N,κορίτσι,ҡыҙ
240,Mädchen::N,κορίτσι,ҡыҙыҡай
241,Familie::N,οικογένεια,ғаилә
242,Großvater::N,παππούς,олатай
243,Großmutter::N,γιαγιά,әбәй
244,Eltern::N,γονείς,ата-әсә
245,Vater::N,πατέρας,атай
246,Mutter::N,μητέρα,әсә
247,Sohn::N,γιος,ул
248,Tochter::N,κόρη,ҡыҙ
249,Bruder::N,αδελφός,агай
250,Schwester::N,αδελφή,алай
251,Schwester::N,αδελφή,һеңле
252,Onkel::N,θείος,ағай
253,Tante::N,θεία,апай
254,Ehemann::N,σύζυγος,ир
255,Ehefrau::N,σύζυγος,ҡатын
256,Freude::N,χαρά,шатлыҡ
257,Freude::N,χαρά,ҡыуаныс
258,Gelächter::N,γέλια,көлөү
259,Glück::N,ευτυχία,бәхет
260,Kummer::N,έγνοια,ҡайғы
261,Wunsch::N,επιθυμία,теләк
262,Lust::N,όρεξη,әүәҫлек
263,Geist::N,πνέυμα,аң
264,Geist::N,πνέυμα,рух
265,Gedanke::N,σκέψη,уй
266,Gedanke::N,σκέψη,фекер
267,Gedächtnis::N,μνήμη,хәтер
268,Verstand::N,νους,аҡыл
269,Sinn::N,νόημα,мәғәня
270,Grund::N,λόγος,сәбәп
271,Wahrheit::N,αλήθεια,дөрөҫлөк
272,Gespräch::N,συνομιλία,әңгәмә
273,Märchen::N,παραμύθι,әкиәт
274,Erzählung::N,διήγημα,хикәйә
275,Nachricht::N,είδηση,хәбәр
276,Neuigkeit::N,νέο,яңылыҡ
277,Name::N,όνομα,исем
278,Rätsel::N,αίνιγμα,йомаҡ
279,Rede::N,λόγος,телмәр
280,Rede::N,ομιλία,телмәр
281,Sprache::N,γλώσσα,тел
282,Sprache::N,γλώσσα,телмәр
283,Stimme::N,φωνή,тауыш
284,Wort::N,λέξη,һүҙ
285,Zeichen::N,σημείο,билдә
286,Ruf::N,κραυγή,саҡырыу
287,Lärm::N,θόρυβος,шаулау
288,Laut::N,ήχος,тауыш
289,Ton::N,ήχος,яңғырау
290,Ton::N,τόνος,яңғырау
291,Lied::N,τραγούδι,йыр
292,Ruhe::N,ησυχία,ял
293,Ruhe::N,ησυχία,тыныслыҡ
294,Leute::N,κόσμος,кешеләр
295,Leute::N,άνθρωποι,кешеләр
296,Volk::N,λαός,халҡ
297,Arbeit::N,εργασία,эш
298,Gast::N,επισκέπτης,ҡунаҡ
299,Geschenk::N,δώρο,бүләк
300,Spiel::N,παιχνίδι,уйын
301,Gesellschaft::N,κοινωνία,йәмғиәт
302,Hilfe::N,βοήθεια,ярҙам
303,Freund::N,φίλος,дуҫ
304,Kamerad::N,σύντροφος,иптәш
305,Angelegenheit::N,υπόθεση,әш
306,Anzahl::N,αριθμός,һан
307,Art::N,είδος,төр
308,Stück::N,κομμάτι,киҫәк
309,Teil::N,μέρος,өлөш
310,Hälfte::N,μισό,ярты
311,Kreis::N,κύκλος,түңәрәк
312,Kreuz::N,σταυρός,тәре
313,Linie::N,γραμμή,һыҙыҡ
314,Strich::N,γραμμή,һыҙат
315,Abstand::N,απόσταση,ара
316,Entfernung::N,απόσταση,алыҫлыҡ
317,Gegend::N,περιοχή,урын
318,Gegend::N,τοποθεσία,урын
319,Platz::N,χώρος,арауыҡ
320,Ort::N,τόπος,ерҙәр
321,Ort::N,τόπος,урындар
322,Ort::N,τόπος,эш урыны
323,Seite::N,πλευρά,яҡ
324,Mitte::N,μέση,урталыҡ
325,Gegenstand::N,αντικείμενο,нәмә
326,Sache::N,πράγμα,нәмә
327,Sache::N,πράγμα,әйбер
328,Rand::N,άκρη,сит
329,Rand::N,χείλος,сит
330,Kante::N,άκρη,ҡабырға
331,Kante::N,άκρη,ян
332,Ecke::N,γωνιά,мөйөш
333,Spitze::N,μύτη,ос
334,Ende::N,άκρη,аҙаҡ
335,Loch::N,τρύπα,тишек
336,Winkel::N,γωνία,мөйөш
337,Muster::N,σχέδιο,биҙәк
338,Größe::N,μέγεθος,ҙурлыҡ
339,Länge::N,μήκος,оҙонлоҡ
340,Höhe::N,ύψος,бейеклек
341,Gewicht::N,βάρος,үлсәү
342,Menge::N,ποσότητα,һан
343,Haufen::N,σωρός,өйөм
344,Reihe::N,αράδα,рәт
345,Boot::N,βάρκα,кәмә
346,Ruder::N,κουπί,ишкәк
347,Schlitten::N,έλκηθρο,сана
348,Ski::N,σκι,саңгы
349,Lagerfeuer::N,φωτιά,костер
350,Last::N,φορτίο,ауырлыҡ
351,Gang::N,δρόμος,барыу
352,Schritt::N,βήμα,аҙым
353,Norden::N,βορράς,төньяҡ
354,Süden::N,νότος,көньяҡ
355,Westen::N,δύση,көнбайыш
356,Osten::N,ανατολή,көнсығыш
357,Holz::N,ξύλο,үағас
358,Brett::N,σανίδι,таҡта
359,Platte::N,πλάκα,плита
360,Stütze::N,στήριγμα,терәк
361,Stange::N,ραβδί,кәртә
362,Stange::N,κοντός,кәртә
363,Stock::N,ξύλο,таяҡ
364,Stock::N,μπαστούνι,таяҡ
365,Stab::N,ραβδί,ҡолға
366,Rohr::N,σωλήνας,торба
367,Haus::N,σπίτι,өй
368,Haus::N,σπίτι,йорт
369,Heim::N,σπίτι,өй
370,Ofen::N,σόμπα,мейес
371,Ofen::N,θερμάστρα,мейес
372,Fußboden::N,πάτωμα,енес
373,Tisch::N,τραπέζι,өҫтәл
374,Stuhl::N,καρέκλα,ултырғыс
375,Wiege::N,κούνια,бишек
376,Bett::N,κρεβάτι,карауат
377,Regal::N,ράφι,кәштә
378,Kiste::N,κιβώτιο,йәшинк
379,Fenster::N,παράθυρο,тәҙрә
380,Tür::N,πόρτα,ишек
381,Tor::N,πύλη,ҡапҡа
382,Zaun::N,φράχτης,ҡойма
383,Dach::N,στέγη,түбә
384,Dach::N,στέγη,ҡыйыҡ
385,Leiter::N,σκάλα,баҫҡыс
386,Leiter::N,κλίμακα,баҫҡыс
387,Besen::N,σκούπα,һепертке
388,Spaten::N,φτυάρι,көрәк
389,Schaufel::N,φτυάρι,көрәк
390,Gabel::N,πιρούνι,сәнске
391,Löffel::N,κουτάλι,ҡалаҡ
392,Messer::N,μαχαίρι,бысаҡ
393,Nagel::N,καρφί,сөй
394,Netz::N,δίχτυ,ау
395,Haken::N,γάντζος,ыргаҡ
396,Haken::N,αγκίστρι,ыргаҡ
397,Griff::N,λαβή,тотҡа
398,Schloss::N,κλειδαριά,йоҙаҡ
399,Bild::N,εικόνα,картина
400,Figur::N,ανάστημα,һын
401,Puppe::N,κούκλα,ҡурсаҡ
402,Beutel::N,πουγγί,тоҡ
403,Bündel::N,δεμάτι,төргәк
404,Tasche::N,τσάντα,сумка
405,Eimer::N,κουβάς,биҙрә
406,Deckel::N,καπάκι,ҡапҡас
407,Geschirr::N,σκεύη,һауыт-һаба
408,Sack::N,σάκος,тоҡ
409,Tasse::N,φλιτζάνι,сынаяҡ
410,Topf::N,χύτρα,кәстрүл
411,Kessel::N,καζάνι,ҡаҙан
412,Essen::N,φαγητό,ашау
413,Nahrung::N,τροφή,аҙыҡ
414,Speise::N,φαγητό,аш
415,Fleisch::N,κρέας,ит
416,Getreide::N,σιτάρι,иген
417,Getreide::N,σιτάρι,ашлыҡ
418,Brei::N,χυλός,бутҡа
419,Brot::N,ψωμί,икмәк
420,Brot::N,άρτος,икмәк
421,Scheibe::N,φέτα,телем
422,Fett::N,πάχος,май
423,Butter::N,βούτυρο,май
424,Öl::N,λάδι,май буяуы
425,Salz::N,αλάτι,тоҙ
426,Suppe::N,σούπα,һурпа
427,Honig::N,μέλι,бал
428,Milch::N,γάλα,һөт
429,Tee::N,τσάι,сәй
430,Leder::N,πετσί,күн
431,Wolle::N,μαλλί,йөн
432,Stoff::N,ύφασμα,туҡыма
433,Nadel::N,βελόνα,энә
434,Faden::N,κλωστή,еп
435,Knopf::N,κουμπί,төймә
436,Knoten::N,κόμπος,төйөн
437,Farbe::N,μπογιά,буяу
438,Kleidung::N,ρούχα,кейем
439,Kleidung::N,ενδυμασία,кейем
440,Hemd::N,πουκάμισο,күлдәк
441,Kragen::N,κολάρο,яға
442,Ärmel::N,μανίκι,ең
443,Hose::N,πανταλόνι,салбар
444,Gürtel::N,ζώνη,ҡайыш
445,Mütze::N,σκούφος,бүрк
446,Schuh::N,παπούτσι,туфли
447,Stiefel::N,μπότα,итек
448,Ring::N,δαχτυλίδι,йөҙөк
449,Ring::N,δαχτυλίδι,балдаҡ
450,Band::N,κορδέλα,таҫма
451,Kamm::N,χτένα,тараҡ
452,Spiegel::N,καθρέφτης,көзгө
453,Riemen::N,λουρί,ҡайыш
454,Schnur::N,κορδόνι,бау
455,Leine::N,σχοινί,бау
456,Decke::N,κουβέρτα,одеяд
457,Kissen::N,μαξιλάρι,мендәр
458,Tuch::N,πανί,яулыҡ
459,Tuch::N,μαντήλι,яулыҡ
460,Handtuch::N,πετσέτα,таҫтамал
461,Kraft::N,δύναμη,көс
462,Stärke::N,ισχύς,көс
463,Stärke::N,δύναμη,көс
464,Gesundheit::N,υγεία,һаулыҡ
465,Krankheit::N,αρρώστια,сир
466,Krankheit::N,αρρώστια,ауырыу
467,Schmerz::N,πόνος,һыҙлау
468,Schmerz::N,πόνος,әрнеү
469,Wunde::N,πληγή,йәрәхәт
470,Fieber::N,πυρετός,тапма
471,Fieber::N,πυρετός,биҙгәк
472,Arznei::N,φάρμακο,дарыу
473,Brücke::N,γέφυρα,күпер
474,Brunnen::N,πηγάδι,ҡоҙоҡ
475,Weide::N,βοσκή,көтөүлек
476,Pfad::N,μονοπάτι,һуҡмаҡ
477,Weg::N,δρόμος,юл
478,Straße::N,οδός,урам
479,Straße::N,δρόμος,урам
480,Dorf::N,χωριό,ауыл
481,Stadt::N,πόλη,ҡала
482,Brief::N,γράμμα,хат
483,Brief::N,επιστολή,хат
484,Buch::N,βιβλίο,китап
485,Buch::N,βιβλίο,кенәгә
486,Buchstabe::N,γράμμα,хәреф
487,Zeitung::N,εφημερίδα,гәзит
488,Leben::N,ζωή,йәшәү
489,Leben::N,βίος,йәшәү
490,Tod::N,θάνατος,үлем
491,Grab::N,τάφος,ҡәбер
492,Kirche::N,εκκλησία,сиркәү
493,Sünde::N,αμαρτία,гөнаһ
494,Gott::N,θεός,алла
495,Gott::N,θεός,хоҙай
496,Arbeiter::N,εργάτης,эшсе
497,Chef::N,προϊστάμενος,башлыҡ
498,Meister::N,μάστορας,оҫта
499,Meister::N,αρχιτεχνίτης,оҫта
500,Arzt::N,γιατρός,врач
501,Lehrer::N,δάσκαλος,уҡытыусы
502,Geld::N,λεφτά,аҡса
503,Geld::N,χρήματα,аҡса
504,Geschäft::N,συναλλαγή,эш
505,Laden::N,μαγαζί,магазин
506,Laden::N,κατάστημα,магазин
507,Preis::N,τιμή,хаҡ
508,Ware::N,εμπόρευμα,тауар
509,Nutzen::N,όφελος,файҙа
510,Reichtum::N,πλούτος,байлыҡ
511,Welt::N,κόσμος,донъя
512,Land::N,χώρα,ил
513,Staat::N,κράτος,дәүләт
514,Staat::N,πολιτεία,дәүләт
515,König::N,βασιλιάς,король
516,Macht::N,εξουσία,власть
517,Grenze::N,σύνορα,сик
518,Krieg::N,πόλεμος,һуғыш
519,Feind::N,εχθρός,йылан
520,Gewalt::N,βία,көслөк
521,Kampf::N,αγώνας,көрәш
522,Bogen[Waffe]::N,τόξο,йәйә
523,Pfeil::N,σαΐτα,уҡ
524,Gewehr::N,τουφέκι,мылтыҡ
525,Fehler::N,λάθος,хата
526,Fehler::N,σφάλμα,хата
527,Lüge::N,ψέμα,ялған
528,Lüge::N,ψεύδος,ялған
529,Schaden::N,ζημία,зыян
530,Schaden::N,ζημία,зарар
531,Unglück::N,δυστυχία,ҡаза
532,Schuld::N,ενοχή,ғәйеп
533,Schuld::N,φταίξιμο,ғәйеп
534,Alter::N,ηλικία,йәш
535,Schluss::N,τέλος,һуң
536,Schluss::N,τέλος,аҙаҡ
537,Zeit::N,χρόνος,мәл
538,Zeit::N,χρόνος,заман
539,Tag::N,μέρα,көн
540,Tag::N,ημέρα,көн
541,Morgen::N,πρωί,иртә
542,Morgen::N,πρωί,иртәнсәк
543,Mittag::N,μεσημέρι,төш
544,Abend::N,βράδυ,кис
545,Nacht::N,νύχτα,төн
546,Woche::N,εβδομάδα,аҙна
547,Monat::N,μήνας,ай
548,Jahr::N,έτος,йыл
549,Jahr::N,χρόνος,йыл
550,Frühling::N,άνοιξη,яҙ
551,Sommer::N,καλοκαίρι,йәй
552,Herbst::N,φθινόπωρο,көз
553,Winter::N,χειμώνας,ҡыш
554,Januar::N,Ιανουάριος,ғинуар
555,Februar::N,Φεβρουάριος,февраль
556,März::N,Μάρτιος,март
557,April::N,Απρίλιος,апрель
558,Mai::N,Μάιος,май
559,Juni::N,Ιούνιος,июнь
560,Juli::N,Ιούλιος,июль
561,August::N,Αύγουστος,август
562,September::N,Σεπτέμβριος,сентябрь
563,Oktober::N,Οκτώβριος,октябрь
564,November::N,Νοέμβριος,ноябрь
565,Dezember::N,Δεκέμβριος,декабрь
566,Montag::N,Δευτέρα,дүшәмбе
567,Dienstag::N,Τρίτη,шишәмбе
568,Mittwoch::N,Τετάρτη,шаршамбы
569,Donnerstag::N,Πέμπτη,кесаҙна
570,Freitag::N,Παρασκευή,йома
571,Samstag::N,Σάββατο,шәмбе
572,Sonntag::N,Κυριακή,йәкшәмбе
573,groß::A,μεγάλος,ҙур
574,klein::A,μικρός,бәләкәс
575,lang::A,μακρύς,оҙон
576,kurz::A,κοντός,ҡыҫҡа
577,breit::A,φαρδύς,киң
578,schmal::A,στενός,тар
579,dicht::A,πυκνός,йыш
580,dicht::A,πυκνός,ҡуйы
581,dick[Gegenstand]::A,παχύς,ҡалын
582,dick[Gegenstand]::A,χοντρός,ҡалын
583,dünn::A,ψιλός,йоҡа
584,dünn::A,ψιλός,нәҙек
585,dünn::A,λεπτός,йоҡа
586,dünn::A,λεπτός,нәҙек
587,fein::A,ψιλός,нескә
588,fest::A,στερεός,ныҡ
589,flach::A,επίπεδος,яҫы
590,flach::A,επίπεδος,ялпаҡ
591,glatt::A,λείος,шыма
592,glatt::A,ομαλός,шыма
593,hart::A,σκληρός,ҡаты
594,weich::A,μαλακός,йомшаҡ
595,rund::A,στρογγυλός,түңәрәк
596,spitz::A,μυτερός,осло түбәле
597,scharf::A,κοφτερός,үткер
598,stumpf::A,αμβλύς,утмәҫ
599,schwer::A,βαρύς,ауыр
600,schön::A,ωραίος,матур
601,schön::A,όμορφος,матур
602,heiß::A,ζεστός,эҫе
603,warm::A,θερμός,йылы
604,kalt::A,κρύος,һыуыҡ
605,kalt::A,ψυχρός,һыуыҡ
606,kühl::A,δροσερός,һалҡынса
607,frisch::A,νωπός,һалҡынса
608,frisch::A,φρέσκος,һалҡынса
609,feucht::A,υγρός,еүеш
610,feucht::A,υγρός,дымлы
611,nass::A,βρεγμένος,еүеш
612,trocken::A,ξηρός,кипкән
613,trocken::A,στεγνός,кипкән
614,voll::A,γεμάτος,тулы
615,leer::A,άδειος,буш
616,offen::A,ανοιχτός,асыҡ
617,geschlossen::A,κλειστός,ябыҡ
618,sauber::A,καθαρός,таҙа
619,schmutzig::A,βρώμικος,бысраҡ
620,schmutzig::A,λερωμένος,бысраҡ
621,roh::A,ωμός,сей
622,reif::A,ώριμος,өлгөрғән
623,lecker::A,νόστιμος,тәмле
624,süß::A,γλυκός,тямле
625,süß::A,γλυκός,тәм-том
626,bitter::A,πικρός,әсе
627,sauer::A,ξινός,әсе
628,hell::A,φωτεινός,яҡты
629,dunkel::A,σκοτεινός,ҡараңғы
630,schwarz::A,μαύρος,ҡара
631,schwarz::A,μελανός,ҡара
632,weiß::A,άσπρος,аҡ
633,rot::A,κόκκινος,матур
634,rot::A,κόκκινος,һылыу
635,rot::A,κόκκινος,сибәр
636,gelb::A,κίτρινος,һары
637,blau::A,μπλε,күк
638,blau::A,γαλανός,күк
639,grün::A,πράσινος,йәшел
640,grau::A,γκρίζος,буҙ
641,bunt::A,ποικιλόχρωπος,сыбар
642,bunt::A,ποικιλόχρωπος,ала-ҡола
643,billig::A,φτηνός,арзан
644,teuer::A,ακριβός,ҡыйбатлы
645,wertvoll::A,πολύτιμος,ҡиммәтле
646,blind::A,τυφλός,һуҡыр
647,taub::A,κουφός,һаңғырау
648,kräftig::A,δυνατός,көслө
649,kräftig::A,δυνατός,ҡеүәтле
650,stark::A,γερός,көслө
651,stark::A,γερός,ҡеүәтле
652,schwach::A,αδύνατος,көсһөҙ
653,fett::A,παχύς,һимеҙ
654,schlank::A,λεπτός,зифа
655,schlank::A,λυγερός,зифа
656,hübsch::A,όμορφος,матур
657,hübsch::A,χαριτωμένος,матур
658,böse::A,κακός,асыулы
659,dumm::A,κουτός,иҫәр
660,dumm::A,ανόητος,иҫәр
661,faul::A,τεμπέλης,иренсәк
662,fleißig::A,εργατικός,тырыш
663,geizig::A,τσιγγούνης,һаран
664,klug::A,έξυπνος,аҡыллы
665,geschickt::A,επιδέξιος,оҫта
666,lieb::A,φίλος,яғымлы
667,lieb::A,αγαπητός,яғымлы
668,lustig::A,εύθυμος,күңелле
669,lustig::A,χαρούμενος,күңелле
670,sanft::A,ήπιος,йыуаш
671,hungrig::A,πεινασμένος,ас
672,krank::A,άρρωστος,сирле
673,krank::A,άρρωστος,ауырыу
674,nackt::A,γυμνός,яланғас
675,traurig::A,λυπημένος,яманһыу
676,lebendig::A,ζωντανός,тере
677,lebendig::A,ζωντανός,йәнле
678,gut::A,καλός,яҡшы
679,schlecht::A,κακός,хөрт
680,schlecht::A,κακός,алама
681,richtig::A,σωστός,дөрөҫ
682,schlimm::A,άσχημος,хөрт
683,schlimm::A,άσχημος,алама
684,wahr::A,αληθής,дөрөҫ
685,wahr::A,αληθινός,дөрөҫ
686,alt::A,παλιός,иҫке
687,alt::A,παλιός,боронғо
688,neu::A,νέος,яңы
689,neu::A,καινούργιος,яңы
690,ehemalig::A,παλιός,элекке
691,alt[Lebewesen]::A,γέρος,ҡарт
692,jung::A,νέος,йәш
693,arm::A,φτωχός,фәҡир
694,reich::A,πλούσιος,бай
