,Concept_ID,ml,mdf
1161,lernen::V,പഠിക്കുക,тонафнемс
1162,wissen::V,അറിയുക,со́дамс
1163,sich erinnern an::V,ഓർമിക്കുക,лятфтамс
1164,vergessen::V,മറക്കുക,юкстамс
1165,messen::V,അളക്കുക,ункснемс
1166,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,лу́вомс
1167,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,а́рьсемс
1168,rechnen::V,ഗണിക്കുക,лувомс
1169,lesen::V,വായിക്കുക,лувомс
1170,lesen::V,വായിക്കുക,морафтомс
1171,malen::V,ചിത്രം വരയ്ക്കുക,рисова́ндамс
1172,zeichnen::V,വരയ്ക്കുക,рисова́ндамс
1173,schreiben::V,എഴുതുക,сёрмадомс
1174,besitzen::V,സ്വന്തമാക്കുക,улемс азоркс
1175,kaufen::V,വാങ്ങുക,рамамс
1176,verkaufen::V,വിൽക്കുക,мимс
1177,bezahlen::V,പരിഹാരം ചെയ്യുക,пандомс
1178,zahlen::V,പണം അടയ്ക്കുക,па́ндомс
1179,beherrschen::V,ഭരിക്കുക,азорондамс
1180,ertragen::V,താങ്ങുക,кирдемс
