,Concept_ID,cy,ps
84,Regen::N,glaw,باران
85,Schnee::N,ôd,واوره
86,Schnee::N,eira,واوره
87,Eis::N,iâ,یخ
88,Eis::N,iâ,کنګل
89,Frost::N,rhew,یخ
90,Kälte::N,oerni,ساړه
91,Kälte::N,annwyd,ساړه
92,Hitze::N,gwres,تودوخي
93,Raureif::N,barrug,سپینه پرخه
94,Regenbogen::N,enfys,بوډۍ ټال
95,Regenbogen::N,enfys,سره زرغونه
96,Donner::N,tyrfau,تالنده
97,Strömung::N,cerrynt,بهېدنه
98,Tropfen::N,dafn,قطره
99,Tropfen::N,dafn,څاڅکی
100,Tropfen::N,diferyn,قطره
101,Tropfen::N,diferyn,څاڅکی
102,Schaum::N,ewyn,ځګ
103,Schmutz::N,baw,ناپاکي
104,Schmutz::N,budreddi,ناپاکي
105,See::N,llyn,جهیل
106,Sumpf::N,cors,جبه
107,Moor::N,rhos,جبه
108,Wiese::N,dôl,چمن
109,Wiese::N,dôl,شنېلی
110,Wald::N,coedwig,ځنګل
111,Hügel::N,bryn,تپه
112,Anhöhe::N,bryn,غونډۍ
113,Berg::N,mynydd,غ‍‍‍‍‍ر
114,Gipfel::N,copa,څوکه
115,Höhle::N,ogof,کاز
116,Abhang::N,llethr,لمن
117,Quelle::N,tarddiad,چینه
118,Quelle::N,ffynhonnell,چینه
119,Bach::N,nant,واله
120,Bach::N,afonig,واله
121,Bach::N,cornant,واله
122,Fluss::N,afon,سیند
123,Ufer::N,glan,غاړه
124,Küste::N,traeth,ساحل
125,Küste::N,arfordir,ساحل
126,Festland::N,tir,وچه
127,Meer::N,môr,بحر
128,Meer::N,môr,سمندر
129,Bucht::N,bae,کارۍ
130,Insel::N,ynys,ټاپو
131,Insel::N,ynys,جزيره
132,Blume::N,blodyn,ګل
133,Gras::N,glaswellt,واښه
134,Wurzel::N,gwreiddyn,ریښه
135,Baum::N,coeden,ونه
136,Stamm::N,colfen,ډډ
137,Stamm::N,boncyff,ډډ
138,Rinde::N,rhisgl,پوستکی
139,Ast::N,cangen,ښاخ
140,Zweig::N,cainc,څانګه
141,Zweig::N,cangen,څانګه
142,Blatt::N,deilen,پاڼه
143,Birke::N,bedwen,توس
144,Kiefer[Baum]::N,pinwydden,نښتر
145,Weide[Baum]::N,helygen,وله
146,Tanne::N,ffynidwydden,ناجو
147,Horn::N,corn,ښکر
148,Feder::N,plufyn,بڼکه
149,Fell::N,ffwr,پوستکی
150,Flügel::N,adain,وزر
151,Klaue::N,crafanc,پنجه
152,Klaue::N,crafanc,منګول
153,Kralle::N,ewin,پنجه
154,Kralle::N,ewin,منګول
155,Schwanz::N,cwt,لکۍ
156,Schwanz::N,cynffon,لکۍ
157,Ei::N,wy,وۍ
158,Ei::N,wy,هګۍ
159,Nest::N,nyth,جاله
160,Bau::N,ffau,کاز
161,Tier::N,anifail,ژوی
162,Tier::N,anifail,حیوان
163,Herde::N,praidd,رمه
164,Herde::N,praidd,غېله
165,Herde::N,diadell,رمه
166,Herde::N,diadell,غېله
167,Kuh::N,buwch,غوا
168,Bulle::N,tarw,غوئی
169,Pferd::N,ceffyl,آس
170,Schaf::N,dafad,پسه
171,Schwein::N,mochyn,سرکوزی
172,Hund::N,ci,سپی
173,Katze::N,cath,پشه
174,Bär::N,arth,خرس
175,Eichhörnchen::N,gwiwer,خړ لمی
176,Elch::N,elc,ګوزن
177,Fuchs::N,cadno,سپلم
178,Hase::N,ysgyfarnog,سوی
179,Maus::N,llygoden,مږک
180,Wolf::N,blaidd,لېوه
181,Vogel::N,aderyn,مرغه
182,Schwarm::N,haid,سېل
183,Huhn::N,cyw,چرګه
184,Hahn::N,ceiliog,چرګ
185,Gans::N,gŵydd,بته
186,Adler::N,eryr,عقاب
187,Ente::N,hwyad,ایلۍ
188,Eule::N,tylluan,ګونګی
189,Kranich::N,garan,کلنګ
190,Kranich::N,crychydd,کلنګ
191,Krähe::N,brân,کارغه
192,Kuckuck::N,cog,فاخته
193,Kuckuck::N,cwcw,فاخته
194,Schwan::N,alarch,قو
195,Fisch::N,pysgod,کب
196,Fisch::N,pysgod,ماهی
197,Barsch::N,draenog,
198,Hecht::N,penhwyad,
199,Schlange[Tier]::N,neidr,مار
200,Wurm::N,abwydyn,چینجی
201,Wurm::N,pryf genwair,چینجی
202,Spinne::N,cor,غڼه
203,Spinne::N,cor,تارکښ
204,Spinne::N,pryf copyn,غڼه
205,Spinne::N,pryf copyn,تارکښ
206,Ameise::N,morgrugyn,مېږی
207,Laus::N,lleuen,سپږه
208,Mücke::N,gwybedyn,ماشی
209,Fliege::N,cleren,مچ
210,Schmetterling::N,glöyn byw,پتنګ
211,Schmetterling::N,iâr fach yr haf,پتنګ
212,Beere::N,aeronen,مېوۍ
213,Apfel::N,afal,مڼه
214,Pilz::N,madarch,خرېړی
215,Zwiebel::N,nionyn,پیاز
216,Zwiebel::N,winwnsyn,پیاز
217,Saat::N,had,تخم
218,Korn::N,grawn,تخم
219,Korn::N,grawn,دانه
220,Heu::N,gwair,بوس
221,Heu::N,gwair,پروړه
222,Schale::N,croen,پوستکی
223,Schale::N,plisgyn,پوستکی
224,Grube::N,pwll,کنده
225,Grube::N,pydew,کنده
226,Falle::N,magl,دام
227,Falle::N,magl,لومه
228,Schlinge::N,cwlwm rhedeg,کړۍ
229,Spur::N,ôl,نښه
230,Asche::N,lludw,آس
231,Asche::N,lludw,ایره
232,Dreck::N,baw,ناپاکي
233,Dreck::N,budreddi,ناپاکي
234,Eisen::N,haearn,اوسپنه
235,Gold::N,aur,سره زر
236,Silber::N,arian,نقره
237,Silber::N,arian,سپین زر
238,Kohle::N,glo,سکور
239,Kohle::N,glo,سکاره
240,Glas::N,gwydr,ښيښه
241,Lehm::N,clai,خټه
242,Sand::N,tywod,شګه
243,Mensch::N,dyn,انسان
244,Mann::N,dyn,سړی
245,Mann::N,dyn,نارینه
246,Frau::N,merch,ښځه
247,Frau::N,gwraig,ښځه
248,Kind::N,plentyn,بچی
249,Kind::N,plentyn,ماشوم
250,Junge::N,hogyn,هلک
251,Junge::N,bachgen,هلک
252,Mädchen::N,merch,نجلۍ
253,Mädchen::N,geneth,نجلۍ
254,Familie::N,teulu,کورنۍ
255,Familie::N,tylwyth,کورنۍ
256,Großvater::N,taid,بابا
257,Großvater::N,tad-cu,بابا
258,Großmutter::N,nain,انا
259,Großmutter::N,mam-gu,انا
260,Eltern::N,rhieni,مور او پلار
261,Vater::N,tad,پلار
262,Mutter::N,mam,مور
263,Sohn::N,mab,زوی
264,Tochter::N,merch,لور
265,Bruder::N,brawd,ورور
266,Schwester::N,chwaer,خور
267,Onkel::N,ewythr,تره
268,Onkel::N,ewythr,ماما
269,Tante::N,modryb,خاله
270,Ehemann::N,gŵr,مېړه
271,Ehefrau::N,gwraig,مېرمن
272,Freude::N,gorfoledd,خوشحالي
273,Gelächter::N,chwerthin,خندا
274,Glück::N,hapusrwydd,بخت
275,Kummer::N,galar,غم
276,Wunsch::N,dymuniad,هيله
277,Wunsch::N,dymuniad,غوښتنه
278,Lust::N,chwant,شوق
279,Lust::N,chwant,مینه
280,Geist::N,ysbryd,روح
281,Gedanke::N,meddwl,فکر
282,Gedächtnis::N,cof,یاد
283,Gedächtnis::N,cof,حافظه
284,Verstand::N,meddwl,عقل
285,Verstand::N,meddwl,شعور
286,Sinn::N,ystyr,معنی
287,Grund::N,achos,علت
288,Grund::N,achos,اساس
289,Grund::N,rheswm,علت
290,Grund::N,rheswm,اساس
291,Wahrheit::N,gwir,حقیقت
292,Wahrheit::N,gwirionedd,حقیقت
293,Gespräch::N,sgwrs,مرکه
294,Gespräch::N,sgwrs,خبرې اترې
295,Märchen::N,chwedl werin,افسانه
296,Erzählung::N,stori,قصه
297,Erzählung::N,stori,کیسه
298,Nachricht::N,neges,خبر
299,Neuigkeit::N,newydd,نوی خبر
300,Name::N,enw,نوم
301,Rätsel::N,pos,کیسۍ
302,Rätsel::N,pos,چیستان
303,Rede::N,araith,وینا
304,Sprache::N,iaith,ژبه
305,Stimme::N,llais,غږ
306,Stimme::N,llais,اواز
307,Wort::N,gair,لغت
308,Wort::N,gair,کلمه
309,Zeichen::N,arwydd,نښه
310,Zeichen::N,arwydd,اشاره
311,Ruf::N,galwad,ږغ
312,Ruf::N,galwad,بلنه
313,Lärm::N,trwst,غالمغال
314,Laut::N,sain,ږغ
315,Ton::N,tôn,اواز
316,Lied::N,cân,غزله
317,Lied::N,cân,سندره
318,Ruhe::N,tawelwch,ارامي
319,Leute::N,pobl,خلک
320,Volk::N,pobl,ولس
321,Arbeit::N,gwaith,کار
322,Gast::N,gwestai,مېلمه
323,Geschenk::N,rhodd,تحفه
324,Geschenk::N,rhodd,سوغات
325,Geschenk::N,anrheg,تحفه
326,Geschenk::N,anrheg,سوغات
327,Spiel::N,chwarae,لوبه
328,Gesellschaft::N,cwmni,ډله
329,Hilfe::N,cymorth,کومک
330,Hilfe::N,cymorth,مرسته
331,Freund::N,cyfaill,ملګری
332,Kamerad::N,cydymaith,انډيوال
333,Angelegenheit::N,pwnc,موضوع
334,Anzahl::N,cyfrif,شمېر
335,Anzahl::N,cyfrif,تعداد
336,Art::N,bath,ډول
337,Stück::N,darn,ټوټه
338,Teil::N,rhan,برخه
339,Hälfte::N,hanner,نیم
340,Kreis::N,cylch,دایره
341,Kreuz::N,croes,صلیب
342,Linie::N,llinell,خط
343,Linie::N,llinell,لیکه
344,Strich::N,strôc,کرښه
345,Strich::N,trawiad,کرښه
346,Abstand::N,bwlch,فاصله
347,Abstand::N,pellter,فاصله
348,Entfernung::N,pellter,واټن
349,Gegend::N,cylch,سیمه
350,Gegend::N,cylch,منطقه
351,Platz::N,lle,ځای
352,Ort::N,lle,ځای
353,Seite::N,ochr,مخ
354,Seite::N,ochr,اړخ
355,Mitte::N,canol,وسط
356,Mitte::N,canol,مینځ
357,Gegenstand::N,eitem,شی
358,Sache::N,peth,شی
359,Sache::N,peth,څيز
360,Rand::N,cwr,څنډه
361,Rand::N,cwr,کناره
362,Rand::N,ymyl,څنډه
363,Rand::N,ymyl,کناره
364,Kante::N,min,اړخ
365,Kante::N,ymyl,اړخ
366,Ecke::N,cornel,ګوټ
367,Spitze::N,blaen,څوکه
368,Ende::N,pen,څوکه
369,Loch::N,twll,سوری
370,Winkel::N,congl,کنج
371,Winkel::N,congl,کوتی
372,Muster::N,patrwm,نمونه
373,Größe::N,maint,قد
374,Größe::N,maint,لويوالی
375,Größe::N,maintioli,قد
376,Größe::N,maintioli,لويوالی
377,Länge::N,hyd,طول
378,Länge::N,hyd,اوږد والی
379,Höhe::N,uchder,جګوالی
380,Gewicht::N,pwysau,وزن
381,Menge::N,swm,اندازه
382,Menge::N,maint,اندازه
383,Haufen::N,pentwr,کوټه
384,Reihe::N,rhes,صف
385,Reihe::N,rhes,کتار
386,Boot::N,cwch,قايق
387,Ruder::N,rhwyf,چپه
388,Schlitten::N,sled,ښویېدونی
389,Schlitten::N,car llusg,ښویېدونی
390,Ski::N,sgi,سکي
391,Lagerfeuer::N,coelcerth,اور
392,Last::N,llwyth,بار
393,Last::N,llwyth,پېټی
394,Gang::N,tro,تګ
395,Schritt::N,cam,ګام
396,Norden::N,gogledd,شمال
397,Süden::N,de,سوېل
398,Westen::N,gorllewin,لوېدېځ
399,Osten::N,dwyrain,شرق
400,Osten::N,dwyrain,ختیځ
401,Holz::N,pren,لرګی
402,Brett::N,bwrdd,تخته
403,Brett::N,astell,تخته
404,Platte::N,llech,تخته
405,Stütze::N,ateg,تکیوان
406,Stütze::N,cynhalydd,تکیوان
407,Stange::N,polyn,ډاګه
408,Stock::N,ffon,لرګی
409,Stock::N,brigyn,لرګی
410,Stab::N,ffon,چيخله
411,Rohr::N,pibell,نل
412,Haus::N,tŷ,کور
413,Heim::N,cartref,کور
414,Ofen::N,stof,تودنۍ
415,Fußboden::N,llawr,غولی
416,Tisch::N,bwrdd,مېز
417,Stuhl::N,cadair,چوکۍ
418,Wiege::N,crud,زانګو
419,Bett::N,gwely,کټ
420,Bett::N,gwely,چپرکټ
421,Regal::N,silff,تاخچۍ
422,Kiste::N,bocs,صندوق
423,Kiste::N,blwch,صندوق
424,Fenster::N,ffenestr,کړکۍ
425,Tür::N,drws,دروازه
426,Tor::N,porth,دروازه
427,Zaun::N,ffens,کټاره
428,Dach::N,to,بام
429,Leiter::N,ysgol,زينه
430,Besen::N,ysgub,جارو
431,Spaten::N,rhaw,یوم
432,Schaufel::N,rhaw,بېلچه
433,Gabel::N,fforc,پنجه
434,Löffel::N,llwy,کاشوغه
435,Messer::N,cyllell,چاقو
436,Nagel::N,hoel,ميخ
437,Netz::N,gwe,جال
438,Netz::N,rhwyd,جال
439,Haken::N,bach,څنګک
440,Griff::N,carn,لاستی
441,Schloss::N,clo,کلپ
442,Bild::N,llun,رسم
443,Bild::N,pictiwr,رسم
444,Figur::N,ffigur,قدوقامت
445,Puppe::N,dol,ګوډۍ
446,Beutel::N,cwd,کڅوړه
447,Bündel::N,bwndel,دسته
448,Bündel::N,coflaid,دسته
449,Tasche::N,cod,بکس
450,Tasche::N,cod,توبره
451,Eimer::N,bwced,سطل
452,Eimer::N,cunnog,سطل
453,Deckel::N,caead,سرپوښ
454,Geschirr::N,llestri,لوښی
455,Sack::N,sach,جوال
456,Tasse::N,cwpan,پیاله
457,Topf::N,pot,دېګی
458,Topf::N,crochan,دېګی
459,Kessel::N,tegell,دېګ
460,Essen::N,pryd o fwyd,خوراک
461,Nahrung::N,bwyd,خوراک
462,Speise::N,saig,خواړه
463,Fleisch::N,cig,غوښه
464,Getreide::N,ŷd,غله
465,Getreide::N,llafur,غله
466,Brei::N,uwd,اوګره
467,Brot::N,bara,ډوډۍ
468,Scheibe::N,tafell,مړۍ
469,Fett::N,saim,غوړي
470,Fett::N,braster,غوړي
471,Butter::N,ymenyn,کوچ
472,Öl::N,olew,تېل
473,Salz::N,halen,مالګه
474,Suppe::N,cawl,شوربا
475,Honig::N,mêl,شات
476,Milch::N,llaeth,شوده
477,Milch::N,llefrith,شوده
478,Tee::N,te,چای
479,Leder::N,lledr,څرمن
480,Wolle::N,gwlân,پشم
481,Stoff::N,lliain,ټوټه
482,Stoff::N,brethyn,ټوټه
483,Nadel::N,nodwydd,ستن
484,Faden::N,edau,تار
485,Faden::N,edefyn,تار
486,Knopf::N,botwm,تڼۍ
487,Knopf::N,botwm,تکمه
488,Knoten::N,cwlwm,غوټه
489,Farbe::N,paent,رنګ
490,Kleidung::N,dillad,کالي
491,Kleidung::N,gwisgoedd,کالي
492,Hemd::N,crys,کميس
493,Kragen::N,coler,غاړه
494,Ärmel::N,llawes,لستوڼی
495,Hose::N,trowsus,پطلون
496,Gürtel::N,gwregys,کمربند
497,Mütze::N,cap,خولۍ
498,Schuh::N,esgid,بوټ
499,Stiefel::N,botasen,موزه
500,Ring::N,modrwy,ګوته
501,Band::N,rhuban,فيته
502,Kamm::N,crib,ګمنځ
503,Spiegel::N,drych,ایینه
504,Spiegel::N,drych,هنداره
505,Riemen::N,strap,تسمه
506,Schnur::N,llinyn,مزی
507,Leine::N,tennyn,رسۍ
508,Decke::N,blanced,بړستن
509,Decke::N,gwrthban,بړستن
510,Kissen::N,clustog,بالښت
511,Kissen::N,gobennydd,بالښت
512,Tuch::N,sgarff,ټیکری
513,Handtuch::N,tywel,دسمال
514,Handtuch::N,lliain sychu,دسمال
515,Kraft::N,grym,زور
516,Kraft::N,grym,توان
517,Stärke::N,nerth,قوت
518,Stärke::N,cryfder,قوت
519,Gesundheit::N,iechyd,صحت
520,Gesundheit::N,iechyd,روغتیا
521,Krankheit::N,afiechyd,مرض
522,Krankheit::N,afiechyd,ناروغي
523,Krankheit::N,anhwylder,مرض
524,Krankheit::N,anhwylder,ناروغي
525,Schmerz::N,poen,درد
526,Schmerz::N,gwayw,درد
527,Wunde::N,clwyf,ټپ
528,Wunde::N,clwyf,زخم
529,Fieber::N,twymyn,تبه
530,Arznei::N,meddyginiaeth,دوا
531,Arznei::N,meddyginiaeth,دارو
532,Brücke::N,pont,پول
533,Brunnen::N,ffynnon,څاه
534,Brunnen::N,ffynnon,کوهی
535,Weide::N,porfa,وله
536,Pfad::N,llwybr,تړه
537,Weg::N,ffordd,لیار
538,Straße::N,heol,سړک
539,Straße::N,ffordd,سړک
540,Dorf::N,pentref,کلی
541,Stadt::N,tref,ښار
542,Brief::N,llythyr,لیک
543,Brief::N,llythyr,مکتوب
544,Buch::N,llyfr,کتاب
545,Buchstabe::N,llythyren,حرف
546,Buchstabe::N,llythyren,توری
547,Zeitung::N,papur newydd,اخبار
548,Leben::N,bywyd,ژوند
549,Tod::N,marwolaeth,مرګ
550,Tod::N,marwolaeth,مړینه
551,Grab::N,bedd,قبر
552,Grab::N,bedd,ډورۍ
553,Kirche::N,eglwys,کلیسا
554,Sünde::N,pechod,ګناه
555,Gott::N,duw,خدای
556,Arbeiter::N,gweithiwr,کاریګر
557,Chef::N,pennaeth,آمر
558,Meister::N,meistr,استاد
559,Arzt::N,meddyg,طبیب
560,Arzt::N,meddyg,ډاکټر
561,Lehrer::N,athro,معلم
562,Lehrer::N,athro,ښوونکی
563,Geld::N,pres,پیسې
564,Geld::N,arian,پیسې
565,Geschäft::N,busnes,سوداګري
566,Laden::N,siop,دکان
567,Laden::N,siop,مغازه
568,Preis::N,pris,بیه
569,Ware::N,nwydd,مال
570,Nutzen::N,elw,ګټه
571,Nutzen::N,budd,ګټه
572,Reichtum::N,cyfoeth,شتمني
573,Welt::N,byd,نړۍ
574,Welt::N,byd,دنیا
575,Land::N,gwlad,هېواد
576,Staat::N,gwladwriaeth,دولت
577,König::N,brenin,باچا
578,König::N,brenin,پادشاه
579,Macht::N,grym,قدرت
580,Macht::N,awdurdod,قدرت
581,Grenze::N,ffin,حد
582,Grenze::N,ffin,سرحد
583,Grenze::N,goror,حد
584,Grenze::N,goror,سرحد
585,Krieg::N,rhyfel,جګړه
586,Feind::N,gelyn,دښمن
587,Gewalt::N,ffyrnigrwydd,زور
588,Gewalt::N,ffyrnigrwydd,تشدد
589,Kampf::N,brwydr,جنګ
590,Kampf::N,brwydr,مبارزه
591,Bogen[Waffe]::N,bwa,لیندۍ
592,Pfeil::N,saeth,غشی
593,Gewehr::N,dryll,ټوپک
594,Fehler::N,gwall,خطا
595,Fehler::N,gwall,غلطي
596,Fehler::N,camgymeriad,خطا
597,Fehler::N,camgymeriad,غلطي
598,Lüge::N,celwydd,دروغ
599,Lüge::N,anwiredd,دروغ
600,Schaden::N,niwed,زیان
601,Schaden::N,niwed,تاوان
602,Schaden::N,difrod,زیان
603,Schaden::N,difrod,تاوان
604,Unglück::N,anffawd,بدبختي
605,Schuld::N,bai,ګناه
606,Alter::N,oed,منګ
607,Schluss::N,diwedd,اخر
608,Zeit::N,amser,وخت
609,Tag::N,dydd,ورځ
610,Tag::N,diwrnod,ورځ
611,Morgen::N,bore,سبا
612,Morgen::N,bore,سهار
613,Mittag::N,nawn,غرمه
614,Abend::N,noswaith,ماښام
615,Nacht::N,nos,شپه
616,Woche::N,wythnos,اونۍ
617,Monat::N,mis,مياشت
618,Jahr::N,blwyddyn,کال
619,Frühling::N,gwanwyn,پسرلی
620,Sommer::N,haf,دوبی
621,Herbst::N,hydref,منی
622,Herbst::N,hydref,خزان
623,Winter::N,gaeaf,ژمی
624,Januar::N,Ionawr,جنوري
625,Februar::N,Chwefror,فبروري
626,März::N,Mawrth,مارچ
627,April::N,Ebrill,اپریل
628,Mai::N,Mai,مې
629,Juni::N,Mehefin,جون
630,Juli::N,Gorffennaf,جولای
631,August::N,Awst,اګست
632,September::N,Medi,سپټامبر
633,Oktober::N,Hydref,اکتوبر
634,November::N,Tachwedd,نومبر
635,Dezember::N,Rhagfyr,دسمبر
636,Montag::N,dydd Llun,دوشنبه
637,Dienstag::N,dydd Mawrth,سه شنبه
638,Mittwoch::N,dydd Mercher,چارشنبه
639,Donnerstag::N,dydd Iau,پنجشنبه
640,Freitag::N,dydd Gwener,جمعه
641,Samstag::N,dydd Sadwrn,خالي
642,Sonntag::N,dydd Sul,یکشنبه
643,groß::A,mawr,لوی
644,klein::A,bach,وړوکی
645,lang::A,hir,اوړد
646,kurz::A,byr,لنډ
647,kurz::A,cwta,لنډ
648,breit::A,llydan,پراخه
649,schmal::A,cul,تنګ
650,dicht::A,dwys,ګڼ
651,dick[Gegenstand]::A,trwchus,پنډ
652,dünn::A,tenau,نری
653,fein::A,main,نازک
654,fest::A,cadarn,کلک
655,fest::A,cadarn,ټینګ
656,flach::A,gwastad,هوار
657,glatt::A,llyfn,ښوی
658,hart::A,caled,کلک
659,weich::A,meddal,نرم
660,weich::A,meddal,پوست
661,rund::A,crwn,ګرد
662,spitz::A,pigfain,تېره
663,scharf::A,miniog,تېز
664,scharf::A,miniog,تېره
665,stumpf::A,pŵl,پڅ
666,schwer::A,trwm,دروند
667,schön::A,teg,ښکلی
668,schön::A,hardd,ښکلی
669,schön::A,prydferth,ښکلی
670,heiß::A,poeth,تود
671,warm::A,twym,تود
672,warm::A,cynnes,تود
673,kalt::A,oer,ېخ
674,kalt::A,oer,سوړ
675,kühl::A,oeraidd,ېخ
676,kühl::A,oeraidd,سوړ
677,frisch::A,iach,تازه
678,feucht::A,llaith,مرطوب
679,nass::A,gwlyb,لوند
680,trocken::A,sych,وچ
681,voll::A,llawn,ډک
682,leer::A,gwag,خالی
683,offen::A,agored,خلاص
684,offen::A,agored,پرانیستی
685,geschlossen::A,caead,تړلی
686,geschlossen::A,caeëdig,تړلی
687,sauber::A,glân,پاک
688,schmutzig::A,budr,چټل
689,schmutzig::A,brwnt,چټل
690,roh::A,amrwd,خام
691,reif::A,aeddfed,پوخ
692,reif::A,aeddfed,رسېدلی
693,lecker::A,blasus,خوندور
694,lecker::A,blasus,مزه دار
695,lecker::A,danteithiol,خوندور
696,lecker::A,danteithiol,مزه دار
697,süß::A,melys,خوږ
698,süß::A,melys,شیرین
699,bitter::A,chwerw,تریخ
700,sauer::A,sur,ټاک
701,sauer::A,sur,تريو
702,hell::A,disglair,روڼ
703,hell::A,disglair,روښان
704,dunkel::A,tywyll,تیاره
705,schwarz::A,du,تور
706,weiß::A,gwyn,سپين
707,rot::A,coch,سور
708,gelb::A,melyn,زېړ
709,blau::A,glas,شین
710,blau::A,glas,اسماني رنګه
711,grün::A,gwyrdd,زرغون
712,grau::A,llwyd,خړ
713,bunt::A,lliwgar,رنګارنګ
714,billig::A,rhad,ارزان
715,teuer::A,drud,ګران
716,wertvoll::A,gwerthfawr,قیمتي
717,blind::A,dall,ړوند
718,taub::A,byddar,کوڼ
719,kräftig::A,nerthol,قوی
720,kräftig::A,grymus,قوی
721,stark::A,cryf,قوی
722,stark::A,cryf,تکړه
723,stark::A,cadarn,قوی
724,stark::A,cadarn,تکړه
725,schwach::A,gwan,ضعیف
726,schwach::A,gwan,کمزوری
727,fett::A,tew,چاغ
728,schlank::A,main,خوش اندام
729,hübsch::A,tlws,ښکلی
730,hübsch::A,tlws,ښایسته
731,böse::A,drwg,شریر
732,böse::A,drwg,قهرناک
733,dumm::A,twp,احمق
734,faul::A,diog,لټ
735,faul::A,diog,تنبل
736,fleißig::A,dyfal,زحمت کښ
737,geizig::A,crintach,بخیل
738,geizig::A,cybyddlyd,بخیل
739,klug::A,deallus,عاقل
740,klug::A,deallus,هوښیار
741,geschickt::A,medrus,ماهر
742,geschickt::A,deheuig,ماهر
743,lieb::A,hoff,عزیز
744,lieb::A,hoff,محبوب
745,lieb::A,annwyl,عزیز
746,lieb::A,annwyl,محبوب
747,lustig::A,llon,خوشحال
748,sanft::A,mwyn,پوست
749,sanft::A,mwyn,ملایم
750,hungrig::A,newynog,وږی
751,krank::A,sâl,مريض
752,krank::A,sâl,ناروغ
753,krank::A,gwael,مريض
754,krank::A,gwael,ناروغ
755,nackt::A,noeth,لوڅ
756,traurig::A,trist,غمجن
757,lebendig::A,yn fyw,ژوندی
758,gut::A,da,ښه
759,schlecht::A,drwg,بد
760,schlecht::A,drwg,خراب
761,schlecht::A,gwael,بد
762,schlecht::A,gwael,خراب
763,richtig::A,cywir,سم
764,richtig::A,cywir,صحیح
765,schlimm::A,enbyd,بد
766,schlimm::A,enbyd,مخوف
767,wahr::A,gwir,واقعي
768,alt::A,hen,زوړ
769,neu::A,newydd,نوی
770,ehemalig::A,blaenorol,پخوانی
771,alt[Lebewesen]::A,oedrannus,زوړ
772,jung::A,ifanc,ځوان
773,arm::A,tlawd,غریب
774,arm::A,tlawd,بې وزله
775,reich::A,cyfoethog,شتمن
776,reich::A,cyfoethog,دولتمند
777,bekannt::A,cynefin,اشنا
778,bekannt::A,cyfarwydd,اشنا
779,berühmt::A,enwog,مشهور
780,fremd::A,estron,پردی
781,fremd::A,estron,بېګانه
