,Concept_ID,pt,ml
150,Schwanz::N,cauda,വാൽ
151,Ei::N,ovo,മുട്ട
152,Nest::N,ninho,കൂട്
153,Bau::N,toca,മാളം
154,Bau::N,covil,മാളം
155,Tier::N,animal,മൃഗം
156,Herde::N,rebanho,കൂട്ടം
157,Kuh::N,vaca,പശു
158,Bulle::N,touro,കാള
159,Pferd::N,cavalo,കുതിര
160,Schaf::N,ovelha,ആട്
161,Schwein::N,porco,പന്നി
162,Hund::N,cão,നായ്
163,Katze::N,gata,പൂച്ച
164,Bär::N,urso,കരടി
165,Eichhörnchen::N,esquilo,അണ്ണാൻ
166,Elch::N,alce,കടമാന്
167,Fuchs::N,raposa,കുറുക്കൻ
168,Hase::N,lebre,മുയൽ
169,Maus::N,rato,ചുണ്ടലി
170,Wolf::N,lobo,ചെന്നായ
171,Vogel::N,ave,പക്ഷി
172,Vogel::N,pássaro,പക്ഷി
173,Schwarm::N,bando,കൂട്ടം
174,Schwarm::N,enxame,കൂട്ടം
175,Huhn::N,galinha,കോഴി
176,Hahn::N,galo,പൂവൻകോഴി
177,Gans::N,ganso,അരയന്നം
178,Adler::N,águia,കഴുകൻ
179,Ente::N,pata,താറാവ്
180,Eule::N,mocho,മൂങ്ങ
181,Eule::N,coruja,മൂങ്ങ
182,Kranich::N,grou,കൊക്ക്
183,Krähe::N,gralha,കാക്ക
184,Kuckuck::N,cuco,കുയിൽ
185,Schwan::N,cisne,അരയന്നം
186,Fisch::N,peixe,മത്സ്യം
187,Barsch::N,perca,ഒരിനം മത്സ്യം
188,Hecht::N,lúcio,ഒരു മത്സ്യം
189,Schlange[Tier]::N,serpente,പാമ്പ്
190,Wurm::N,verme,വിര
191,Spinne::N,aranha,ചിലന്തി
192,Ameise::N,formiga,ഉറുമ്പ്
193,Laus::N,piolho,പേന്
194,Mücke::N,mosquito,മശകം
195,Fliege::N,mosca,ഈച്ച
196,Schmetterling::N,borboleta,ചിത്രശലഭം
197,Beere::N,bago,ബെറി
198,Apfel::N,maçã,ആപ്പിൾ
199,Pilz::N,fungo,കൂൺ
200,Pilz::N,cogumelo,കൂൺ
201,Zwiebel::N,cebola,സവാള
202,Saat::N,sementeira,വിത്ത്
203,Korn::N,grão,ധാന്യം
204,Heu::N,feno,വയ്ക്കോൽ
205,Schale::N,casca,തൊലി
206,Grube::N,cova,കുഴി
207,Grube::N,fossa,കുഴി
208,Falle::N,armadilha,കെണി
209,Schlinge::N,laço,കുടുക്ക്
210,Spur::N,pista,ചുവട്
211,Spur::N,vestígio,ചുവട്
212,Asche::N,cinza,ചാരം
213,Dreck::N,sujidade,അഴുക്ക്
214,Eisen::N,ferro,ഇരുമ്പ്
215,Gold::N,ouro,സ്വർണ്ണം
216,Silber::N,prata,വെള്ളി
217,Kohle::N,carvão,കൽക്കരി
218,Glas::N,vidro,ഗ്ലാസ്
219,Lehm::N,barro,കളിമണ്ണ്
220,Lehm::N,argila,കളിമണ്ണ്
221,Sand::N,areia,മണൽ
222,Mensch::N,homem,മനുഷ്യർ
223,Mensch::N,pessoa,മനുഷ്യർ
224,Mann::N,homem,പുരുഷൻ
225,Frau::N,mulher,സ്ത്രീ
226,Kind::N,filho,കുഞ്ഞ്
227,Kind::N,criança,കുഞ്ഞ്
228,Junge::N,rapaz,ആൺകുട്ടി
229,Junge::N,menino,ആൺകുട്ടി
230,Mädchen::N,menina,പെൺകുട്ടി
231,Mädchen::N,rapariga,പെൺകുട്ടി
232,Familie::N,família,കുടുംബം
233,Großvater::N,avô,അപ്പൂപ്പൻ
234,Großmutter::N,avó,അമ്മുമ്മ
235,Eltern::N,pais,മാതാപിതാക്കള്
236,Vater::N,pai,അച്ഛൻ
237,Mutter::N,mãe,അമ്മ
238,Sohn::N,filho,മകൻ
239,Tochter::N,filha,മകൾ
240,Bruder::N,irmão,ചേട്ടൻ
241,Bruder::N,irmão,അനിയൻ
242,Schwester::N,irmã,ചേച്ചി
243,Schwester::N,irmã,അനിയത്തി
244,Onkel::N,tio,അമ്മാവൻ
245,Tante::N,tia,മാമി
246,Ehemann::N,esposo,ഭർത്താവ്
247,Ehefrau::N,esposa,ഭാര്യ
248,Freude::N,prazer,ആഹ്ലാദം
249,Freude::N,alegria,ആഹ്ലാദം
250,Gelächter::N,risada,ചിരിയുടെ ശബ്ദം
251,Gelächter::N,gargalhada,ചിരിയുടെ ശബ്ദം
252,Glück::N,felicidade,സന്തോഷം
253,Glück::N,felicidade,സന്തുഷ്ടി
254,Kummer::N,aflição,ശോകം
255,Kummer::N,desgosto,ശോകം
256,Wunsch::N,desejo,ആഗ്രഹം
257,Lust::N,vontade,ആഗ്രഹം
258,Geist::N,mente,ചുറുചുറുക്ക്
259,Geist::N,espírito,ചുറുചുറുക്ക്
260,Gedanke::N,ideia,ചിന്ത
261,Gedanke::N,pensamento,ചിന്ത
262,Gedächtnis::N,memória,ഓർമ്മശക്തി
263,Verstand::N,razão,മനസ്സ്
264,Verstand::N,inteligência,മനസ്സ്
265,Sinn::N,sentido,അർത്ഥം
266,Sinn::N,significado,അർത്ഥം
267,Grund::N,causa,കാരണം
268,Grund::N,motivo,കാരണം
269,Wahrheit::N,verdade,സത്യം
270,Gespräch::N,conversa,സല്ലാപം
271,Gespräch::N,conversação,സല്ലാപം
272,Märchen::N,conto,യക്ഷിക്കഥ
273,Erzählung::N,conto,കഥ
274,Erzählung::N,narrativa,കഥ
275,Nachricht::N,mensagem,സന്ദേശം
276,Neuigkeit::N,notícia,വാർത്ത
277,Neuigkeit::N,novidade,വാർത്ത
278,Name::N,nome,പേര്
279,Rätsel::N,adivinha,പ്രഹേളിക
280,Rede::N,oração,സംസാരം
281,Rede::N,discurso,സംസാരം
282,Sprache::N,língua,ഭാഷ
283,Stimme::N,voz,സ്വരം
284,Wort::N,palavra,വാക്ക്
285,Zeichen::N,marca,സംജ്ഞ
286,Ruf::N,grito,വിളി
287,Ruf::N,chamada,വിളി
288,Lärm::N,ruído,ആരവം
289,Lärm::N,barulho,ആരവം
290,Laut::N,som,ശബ്ദം
291,Ton::N,tom,സ്വരഭേദം
292,Lied::N,canção,പാട്ട്
293,Ruhe::N,calma,നിശ്ചലത
294,Ruhe::N,silêncio,നിശ്ചലത
295,Leute::N,gente,ജനങ്ങൾ
296,Leute::N,pessoas,ജനങ്ങൾ
297,Volk::N,povo,രാഷ്ടം
298,Volk::N,nação,രാഷ്ടം
299,Arbeit::N,trabalho,ജോലി
300,Gast::N,hóspede,അതിലി
301,Gast::N,convidado,അതിലി
302,Geschenk::N,prenda,സമ്മാനം
303,Geschenk::N,presente,സമ്മാനം
304,Spiel::N,jogo,കളി
305,Gesellschaft::N,companhia,കൂട്ടായ്മ
306,Hilfe::N,ajuda,സഹായം
307,Hilfe::N,socorro,സഹായം
308,Freund::N,amigo,സുഹൃത്ത്
309,Kamerad::N,camarada,കൂട്ടാളി
310,Angelegenheit::N,assunto,കാര്യം
311,Anzahl::N,número,എണ്ണം
312,Anzahl::N,quantidade,എണ്ണം
313,Art::N,tipo,തരം
314,Art::N,espécie,തരം
315,Stück::N,pedaço,കഷണം
316,Teil::N,peça,ഭാഗം
317,Teil::N,parte,ഭാഗം
318,Hälfte::N,metade,പകുതി
319,Kreis::N,círculo,വൃത്തം
320,Kreuz::N,cruz,കുരിശടയാളം
321,Linie::N,linha,വര
322,Linie::N,linha,രേഖ
323,Strich::N,traço,പക്ഷാഘാതം
324,Abstand::N,distância,വിടവ്
325,Entfernung::N,distância,അകലം
326,Gegend::N,área,പ്രദേശം
327,Gegend::N,região,പ്രദേശം
328,Platz::N,lugar,ഇടം
329,Ort::N,sítio,സ്ഥലം
330,Seite::N,lado,വശം
331,Mitte::N,meio,മധ്യസ്ഥാനം
332,Gegenstand::N,objecto,സാധനം
333,Sache::N,coisa,വസ്തു
334,Rand::N,bordo,തൊങ്ങൽ
335,Rand::N,margem,തൊങ്ങൽ
336,Kante::N,borda,അറ്റം
337,Kante::N,aresta,അറ്റം
338,Ecke::N,esquina,മൂല
339,Spitze::N,ponta,അഗ്രം
340,Ende::N,cabo,അവസാനം
341,Ende::N,extremo,അവസാനം
342,Loch::N,furo,ദ്വാരം
343,Loch::N,buraco,ദ്വാരം
344,Winkel::N,canto,കോൺ
345,Winkel::N,ângulo,കോൺ
346,Muster::N,padrão,ക്രമം
347,Muster::N,desenho,ക്രമം
348,Größe::N,tamanho,വലുപ്പം
349,Länge::N,comprimento,നീളം
350,Höhe::N,altura,ഉയരം
351,Höhe::N,altitude,ഉയരം
352,Gewicht::N,peso,കട്ടി
353,Menge::N,quantidade,അളവ്
354,Haufen::N,pilha,കൂമ്പാരം
355,Reihe::N,fila,വരി
356,Boot::N,barco,ബോട്ട്
357,Ruder::N,remo,പങ്കായം
358,Schlitten::N,trenó,ഉരുളില്ലാവണ്ടി
359,Ski::N,esqui,ഹിമപാദുകം
360,Lagerfeuer::N,fogueira,തീ
361,Last::N,carga,ഭാരം
362,Gang::N,curso,നടത്തം
363,Gang::N,caminhada,നടത്തം
364,Schritt::N,passo,ചുവട്
365,Norden::N,norte,വടക്ക്
366,Süden::N,sul,തെക്ക്
367,Westen::N,oeste,പടിഞ്ഞാറ്
368,Westen::N,ocidente,പടിഞ്ഞാറ്
369,Osten::N,este,കിഴക്ക്
370,Osten::N,leste,കിഴക്ക്
371,Osten::N,oriente,കിഴക്ക്
372,Holz::N,madeira,തടി
373,Brett::N,tábua,ബോർഡ്
374,Brett::N,prancha,ബോർഡ്
375,Platte::N,laje,തകിട്
376,Platte::N,chapa,തകിട്
377,Stütze::N,apoio,താങ്ങ്
378,Stütze::N,suporte,താങ്ങ്
379,Stange::N,vara,കമ്പ്
380,Stange::N,barra,കമ്പ്
381,Stock::N,pau,വടി
382,Stock::N,bengala,വടി
383,Stab::N,bastão,കുറുവടി
384,Rohr::N,cano,കുഴൽ
385,Haus::N,casa,വീട്
386,Heim::N,lar,വീട്
387,Heim::N,casa,വീട്
388,Ofen::N,estufa,സ്റ്റൌ
389,Ofen::N,aquecedor,സ്റ്റൌ
390,Fußboden::N,piso,തറ
391,Tisch::N,mesa,മേശ
392,Stuhl::N,cadeira,കസേര
393,Wiege::N,berço,തൊട്ടിൽ
394,Bett::N,cama,കിടക്ക
395,Regal::N,estante,ഷെൽഫ്
396,Regal::N,prateleira,ഷെൽഫ്
397,Kiste::N,caixa,പെട്ടി
398,Fenster::N,janela,ജനൽ
399,Tür::N,porta,വാതിൽ
400,Tor::N,portão,കവാടം
401,Zaun::N,cerca,വേലി
402,Zaun::N,vedação,വേലി
403,Dach::N,telhado,മേൽക്കുര
404,Leiter::N,escada,ഏണി
405,Leiter::N,escada móvel,ഏണി
406,Besen::N,vassoura,ചൂല്
407,Spaten::N,pá,തൂമ്പ
408,Schaufel::N,pá,തൂമ്പ
409,Gabel::N,garfo,മുൾക്കത്തി
410,Löffel::N,colher,സ്പൂൺ
411,Messer::N,faca,കത്തി
412,Nagel::N,cravo,ആണി
413,Netz::N,rede,വല
414,Haken::N,gancho,കൊളുത്ത്
415,Griff::N,asa,കൈപ്പിടി
416,Griff::N,cabo,കൈപ്പിടി
417,Schloss::N,fechadura,പൂട്ട്
418,Bild::N,imagem,ചിത്രം
419,Figur::N,figura,കണക്ക്
420,Puppe::N,boneca,പാവ
421,Beutel::N,saco,ബാഗ്
422,Beutel::N,bolsa,ബാഗ്
423,Bündel::N,fardo,കെട്ട്
424,Tasche::N,saco,ബാഗ്
425,Tasche::N,bolso,ബാഗ്
426,Eimer::N,balde,ബക്കറ്റ്
427,Deckel::N,tampa,ഉറ
428,Geschirr::N,louça,പിഞ്ഞാണം
429,Sack::N,saca,ചാക്ക്
430,Tasse::N,chávena,കപ്പ്
431,Topf::N,tacho,പാത്രം
432,Topf::N,panela,പാത്രം
433,Kessel::N,caldeira,കെറ്റ്ല്
434,Essen::N,refeição,ആഹാരസമയം
435,Nahrung::N,comida,ഭക്ഷണം
436,Nahrung::N,alimento,ഭക്ഷണം
437,Speise::N,prato,ഡിഷ്
438,Fleisch::N,carne,മാംസം
439,Getreide::N,cereais,ചോളം
440,Brei::N,puré,കഞ്ഞി
441,Brot::N,pão,റോട്ടി
442,Scheibe::N,fatia,തുണ്ട്
443,Fett::N,banha,കൊഴുപ്പ്
444,Fett::N,gordura,കൊഴുപ്പ്
445,Butter::N,manteiga,വെണ്ണ
446,Öl::N,azeite,എണ്ണ
447,Salz::N,sal,ഉപ്പ്
448,Suppe::N,sopa,സൂപ്പ്
449,Suppe::N,caldo,സൂപ്പ്
450,Honig::N,mel,തേൻ
451,Milch::N,leite,പാൽ
452,Tee::N,chá,ചായ
453,Leder::N,couro,തുകൽ
454,Wolle::N,lã,കമ്പിളി
455,Stoff::N,pano,തുണി
456,Stoff::N,tecido,തുണി
457,Nadel::N,agulha,സൂചി
458,Faden::N,fio,നൂല്
459,Knopf::N,botão,ബട്ടൺ
460,Knoten::N,nó,കുരുക്ക്
461,Farbe::N,corante,പെയിൻറ്
462,Kleidung::N,roupa,വസ്ത്രങ്ങൾ
463,Kleidung::N,vestuário,വസ്ത്രങ്ങൾ
464,Hemd::N,camisa,ഷർട്ട്
465,Kragen::N,gola,കുപ്പായക്കഴുത്ത്
466,Ärmel::N,manga,കുപ്പായക്കൈ
467,Hose::N,calça,ട്രൌസർ
468,Gürtel::N,cinto,ബെൽറ്റ്
469,Mütze::N,boné,തൊപ്പി
470,Mütze::N,barrete,തൊപ്പി
471,Schuh::N,sapato,ഷൂ
472,Stiefel::N,bota,ബൂട്ട്
473,Ring::N,anel,മോതിരം
474,Band::N,fita,റിബൺ
475,Band::N,faixa,റിബൺ
476,Kamm::N,pente,ചീപ്പ്
477,Spiegel::N,espelho,കണ്ണാടി
478,Riemen::N,correia,സ്ട്രാപ്പ്
479,Schnur::N,corda,ചരട്
480,Schnur::N,cordel,ചരട്
481,Leine::N,trela,കെട്ടാനുള്ള തോൽവാർ
482,Decke::N,cobertor,പുതപ്പ്
483,Kissen::N,almofada,തലയിണ
484,Tuch::N,pano,സ്കാർഫ്
485,Handtuch::N,toalha,തോർത്ത്
486,Kraft::N,força,ശക്തി
487,Stärke::N,força,ശക്തി
488,Gesundheit::N,saúde,ആരോഗ്യം
489,Krankheit::N,doença,അസുഖം
490,Krankheit::N,enfermidade,അസുഖം
491,Schmerz::N,dor,വേദന
492,Wunde::N,chaga,മുറിവ്
493,Wunde::N,ferida,മുറിവ്
494,Fieber::N,febre,പനി
495,Arznei::N,remédio,മരുന്ന്
496,Brücke::N,ponte,പാലം
497,Brunnen::N,poço,കിണർ
498,Weide::N,pastagem,മേച്ചൽ
499,Pfad::N,senda,വഴി
500,Pfad::N,trilho,വഴി
501,Weg::N,caminho,വഴി
502,Straße::N,via,റോഡ്
503,Straße::N,estrada,റോഡ്
504,Dorf::N,aldeia,ഗ്രാമം
505,Stadt::N,cidade,നഗരം
506,Brief::N,carta,കത്ത്
507,Buch::N,livro,പുസ്തകം
508,Buchstabe::N,letra,അക്ഷരം
509,Zeitung::N,jornal,വർത്തമാനപത്രം
510,Leben::N,vida,ജീവൻ
511,Tod::N,morte,മരണം
512,Grab::N,túmulo,ശവക്കുഴി
513,Grab::N,sepultura,ശവക്കുഴി
514,Kirche::N,igreja,പള്ളി
515,Sünde::N,pecado,പാപം
516,Gott::N,deus,ദൈവം
517,Arbeiter::N,operário,ജോലിക്കാരൻ
518,Arbeiter::N,trabalhador,ജോലിക്കാരൻ
519,Chef::N,chefe,മേധാവി
520,Chef::N,patrão,മേധാവി
521,Meister::N,mestre,യജമാനൻ
522,Arzt::N,médico,ഡോക്ടർ
523,Lehrer::N,professor,അധ്യാപകൻ
524,Geld::N,dinheiro,പണം
525,Geschäft::N,negócio,ബിസിനസ്
526,Laden::N,loja,കട
527,Preis::N,preço,വില
528,Ware::N,mercadoria,ചരക്ക്
529,Nutzen::N,proveito,ലാഭം
530,Reichtum::N,riqueza,ധനം
531,Welt::N,mundo,ലോകം
532,Land::N,país,രാജ്യം
533,Staat::N,Estado,രാജ്യം
534,König::N,rei,രാജാവ്
535,Macht::N,poder,അധികാരം
536,Macht::N,potência,അധികാരം
537,Grenze::N,fronteira,അതിർത്തി
538,Krieg::N,guerra,യുദ്ധം
539,Feind::N,inimigo,ശത്രു
540,Gewalt::N,violência,അക്രമം
541,Kampf::N,luta,പോരാട്ടം
542,Kampf::N,combate,പോരാട്ടം
543,Bogen[Waffe]::N,arco,വില്ല്
544,Pfeil::N,seta,അമ്പ്
545,Pfeil::N,flecha,അമ്പ്
546,Gewehr::N,espingarda,തോക്ക്
547,Fehler::N,erro,പിശക്
548,Fehler::N,falha,പിശക്
549,Lüge::N,mentira,കള്ളം
550,Schaden::N,dano,കേടുപാട്
551,Schaden::N,estrago,കേടുപാട്
552,Unglück::N,desgraça,ദൌർഭാഗ്യം
553,Schuld::N,culpa,തെറ്റ്
554,Alter::N,idade,വയസ്സ്
555,Schluss::N,fim,നിഗമനം
556,Zeit::N,tempo,സമയം
557,Tag::N,dia,ദിവസം
558,Morgen::N,manhã,പ്രഭാതം
559,Mittag::N,meio-dia,ഉച്ച
560,Abend::N,noite,സായാഹ്നം
561,Abend::N,tardinha,സായാഹ്നം
562,Nacht::N,noite,രാത്രി
563,Woche::N,semana,ആഴ്ച
564,Monat::N,mês,മാസം
565,Jahr::N,ano,വർഷം
566,Frühling::N,primavera,വസന്തം
567,Sommer::N,verão,വേനൽ
568,Herbst::N,outono,ശരത്കാലം
569,Winter::N,inverno,ശൈത്യം
570,Januar::N,Janeiro,ജനുവരി
571,Februar::N,Fevereiro,ഫെബ്രുവരി
572,März::N,Março,മാർച്ച്
573,April::N,Abril,ഏപ്രിൾ മാസം
574,Mai::N,Maio,മെയ് മാസം
575,Juni::N,Junho,ജൂൺ
576,Juli::N,Julho,ജൂലൈ
577,August::N,Agosto,ആഗസ്റ്റ്
578,September::N,Setembro,സെപ്തംബർ
579,Oktober::N,Outubro,ഒക്ടോബർ
580,November::N,Novembro,നവംബർ
581,Dezember::N,Dezembro,ഡിസംബർ
582,Montag::N,segunda-feira,തിങ്കളാഴ്ച
583,Dienstag::N,terça-feira,ചൊവ്വ
584,Mittwoch::N,quarta-feira,ബുധനാഴ്ച
585,Donnerstag::N,quinta-feira,വ്യാഴാഴ്ച
586,Freitag::N,sexta-feira,വെള്ളിയാഴ്ച
587,Samstag::N,sábado,ശനിയാഴ്ച
588,Sonntag::N,domingo,ഞായറാഴ്ച
589,groß::A,grande,വലിയ
590,klein::A,pequeno,ചെറിയ
591,lang::A,comprido,നീണ്ട
592,kurz::A,curto,ഹ്രസ്വമായ
593,breit::A,largo,വിശാലമായ
594,schmal::A,estreito,ഇടുങ്ങിയ
595,dicht::A,denso,നിബിഡമായ
596,dick[Gegenstand]::A,grosso,തടിച്ച
597,dünn::A,delgado,മെലിഞ്ഞ
598,fein::A,fino,നേർത്ത
599,fein::A,subtil,നേർത്ത
600,fest::A,firme,ഉറപ്പുള്ള
601,fest::A,sólido,ഉറപ്പുള്ള
602,flach::A,plano,പരന്ന
603,glatt::A,liso,മിനുസമുള്ള
604,hart::A,duro,കട്ടിയുള്ള
605,weich::A,mole,മൃദുവായ
606,rund::A,redondo,വട്ടത്തിലുള്ള
607,spitz::A,agudo,മുനയുള്ള
608,scharf::A,afiado,മൂർച്ചയുള്ള
609,stumpf::A,rombo,തുറന്നടിക്കുന്ന
610,schwer::A,pesado,ഭാരമുള്ള
611,schön::A,belo,മനോഹരമായ
612,schön::A,bonito,മനോഹരമായ
613,heiß::A,quente,ചൂടുള്ള
614,warm::A,quente,ചൂടുള്ള
615,kalt::A,frio,തണുത്ത
616,kühl::A,fresco,തണുപ്പുള്ള
617,frisch::A,fresco,ശുദ്ധമായ
618,feucht::A,húmido,ഈറനുള്ള
619,nass::A,molhado,നനഞ്ഞ
620,trocken::A,seco,വരണ്ട
621,voll::A,cheio,നിറയെ
622,leer::A,vazio,ഒഴിഞ്ഞ
623,offen::A,aberto,തുറന്ന
624,geschlossen::A,fechado,അടച്ച
625,sauber::A,limpo,വൃത്തിയുള്ള
626,schmutzig::A,sujo,അഴുക്കുനിറഞ്ഞ
627,roh::A,cru,അസംസ്കൃതമായ
628,reif::A,maduro,പഴുത്ത
629,lecker::A,delicioso,രുചികരമായ
630,süß::A,doce,മധുരമുള്ള
631,bitter::A,amargo,കടുത്ത
632,sauer::A,azedo,പുളിപ്പുള്ള
633,hell::A,claro,ജ്വലിക്കുന്ന
634,dunkel::A,escuro,ഇരുണ്ട
635,dunkel::A,sombrio,ഇരുണ്ട
636,schwarz::A,preto,കറുത്ത
637,weiß::A,branco,വെളുത്ത
638,rot::A,vermelho,ചുവന്ന
639,gelb::A,amarelo,മഞ്ഞനിറമായ
640,blau::A,azul,നീലനിറമുള്ള
641,grün::A,verde,പച്ചനിറമുള്ള
642,grau::A,cinzento,ചാരനിറത്തിലുള്ള
643,bunt::A,colorido,വർണ്ണശബളമായ
644,billig::A,barato,വിലകുറഞ്ഞ
645,teuer::A,caro,ചെലവേറിയ
646,wertvoll::A,valioso,വിലപിടിപ്പുള്ള
647,wertvoll::A,precioso,വിലപിടിപ്പുള്ള
648,blind::A,cego,അന്ധനായ
649,taub::A,surdo,കേൾവിക്കുറവുള്ള
650,kräftig::A,forte,ശക്തിയുള്ള
651,kräftig::A,poderoso,ശക്തിയുള്ള
652,stark::A,forte,ബലമുള്ള
