,Concept_ID,pt,ml
1218,sich waschen::V,lavar-se,കഴുകുക
1219,ausziehen::V,despir,ഇഴുക്കുക
1220,anziehen::V,vestir,ഉടുക്കുക
1221,sich anziehen::V,vestir-se,ധരിച്ച നേടുകയുക
1222,kämmen::V,pentear,മുടിചീകുക
1223,schmücken::V,adornar,അലങ്കരിക്കുക
1224,sagen::V,dizer,പറയുക
1225,sprechen::V,falar,സംസാരിക്കുക
1226,reden::V,falar,സംസാരിക്കുക
1227,sich unterhalten::V,conversar,നർമ്മസല്ലാപം നടത്തുക
1228,fragen::V,perguntar,ചോദിക്കുക
1229,bitten::V,pedir,അപേക്ഷിക്കുക
1230,erzählen::V,contar,പറയുക
1231,mitteilen::V,comunicar,അറിയിക്കുക
1232,mitteilen::V,participar,അറിയിക്കുക
1233,nennen::V,nomear,പേരിടുക
1234,nennen::V,apelidar,പേരിടുക
1235,rufen::V,chamar,വിളിക്കുക
1236,prahlen::V,gabar-se,പൊങ്ങച്ചം പറയുക
1237,prahlen::V,vangloriar-se,പൊങ്ങച്ചം പറയുക
1238,übersetzen::V,traduzir,പരിഭാഷപ്പെടുത്തുക
1239,denken::V,pensar,ചിന്തിക്കുക
1240,glauben::V,crer,വിശ്വസിക്കുക
1241,bemerken::V,notar,ശ്രദ്ധിക്കുക
1242,bemerken::V,observar,ശ്രദ്ധിക്കുക
1243,erkennen::V,reconhecer,തിരിചറിയുക
1244,begreifen::V,apreender,കൈപ്പിടിയിലാക്കുക
1245,begreifen::V,compreender,കൈപ്പിടിയിലാക്കുക
1246,verstehen::V,entender,മനസ്സിലാക്കുക
1247,verstehen::V,compreender,മനസ്സിലാക്കുക
1248,lernen::V,aprender,പഠിക്കുക
1249,wissen::V,saber,അറിയുക
1250,sich erinnern an::V,lembrar-se de,ഓർമിക്കുക
1251,sich erinnern an::V,recordar-se de,ഓർമിക്കുക
1252,vergessen::V,esquecer,മറക്കുക
1253,messen::V,medir,അളക്കുക
1254,zählen::V,contar,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1255,rechnen::V,calcular,ഗണിക്കുക
1256,lesen::V,ler,വായിക്കുക
1257,malen::V,pintar,ചിത്രം വരയ്ക്കുക
1258,zeichnen::V,desenhar,വരയ്ക്കുക
1259,schreiben::V,escrever,എഴുതുക
1260,besitzen::V,possuir,സ്വന്തമാക്കുക
1261,kaufen::V,comprar,വാങ്ങുക
1262,verkaufen::V,vender,വിൽക്കുക
1263,bezahlen::V,pagar,പരിഹാരം ചെയ്യുക
1264,zahlen::V,pagar,പണം അടയ്ക്കുക
1265,beherrschen::V,imperar,ഭരിക്കുക
1266,ertragen::V,suportar,താങ്ങുക
