,Concept_ID,sk,ml
1191,sprechen::V,hovoriť,സംസാരിക്കുക
1192,reden::V,rozprávať,സംസാരിക്കുക
1193,sich unterhalten::V,rozprávať sa,നർമ്മസല്ലാപം നടത്തുക
1194,fragen::V,spýtať sa,ചോദിക്കുക
1195,bitten::V,prosiť,അപേക്ഷിക്കുക
1196,erzählen::V,rozprávať,പറയുക
1197,mitteilen::V,oznámiť,അറിയിക്കുക
1198,nennen::V,nazvať,പേരിടുക
1199,nennen::V,menovať,പേരിടുക
1200,rufen::V,volať,വിളിക്കുക
1201,rufen::V,zavolať,വിളിക്കുക
1202,prahlen::V,vystatovať sa,പൊങ്ങച്ചം പറയുക
1203,übersetzen::V,preložiť,പരിഭാഷപ്പെടുത്തുക
1204,denken::V,myslieť,ചിന്തിക്കുക
1205,glauben::V,veriť,വിശ്വസിക്കുക
1206,bemerken::V,podotknuť,ശ്രദ്ധിക്കുക
1207,bemerken::V,spozorovať,ശ്രദ്ധിക്കുക
1208,erkennen::V,poznať,തിരിചറിയുക
1209,begreifen::V,pochopiť,കൈപ്പിടിയിലാക്കുക
1210,begreifen::V,porozumieť,കൈപ്പിടിയിലാക്കുക
1211,verstehen::V,rozumieť,മനസ്സിലാക്കുക
1212,lernen::V,učiť sa,പഠിക്കുക
1213,wissen::V,vedieť,അറിയുക
1214,sich erinnern an::V,pamätať si na,ഓർമിക്കുക
1215,vergessen::V,zabudnuť,മറക്കുക
1216,messen::V,merať,അളക്കുക
1217,zählen::V,počítať,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1218,rechnen::V,rátať,ഗണിക്കുക
1219,rechnen::V,počítať,ഗണിക്കുക
1220,lesen::V,čítať,വായിക്കുക
1221,malen::V,maľovať,ചിത്രം വരയ്ക്കുക
1222,zeichnen::V,kresliť,വരയ്ക്കുക
1223,schreiben::V,písať,എഴുതുക
1224,besitzen::V,mať,സ്വന്തമാക്കുക
1225,besitzen::V,vlastniť,സ്വന്തമാക്കുക
1226,kaufen::V,kúpiť,വാങ്ങുക
1227,verkaufen::V,predať,വിൽക്കുക
1228,bezahlen::V,zaplatiť,പരിഹാരം ചെയ്യുക
1229,zahlen::V,platiť,പണം അടയ്ക്കുക
1230,beherrschen::V,ovládať,ഭരിക്കുക
1231,ertragen::V,znášať,താങ്ങുക
1232,ertragen::V,vydržať,താങ്ങുക
