,Concept_ID,la,es
356,Größe::N,magnitudo,tamaño
357,Länge::N,longitudo,longitud
358,Höhe::N,altitudo,altura
359,Höhe::N,altitudo,altitud
360,Gewicht::N,pondus,peso
361,Menge::N,copia,cantidad
362,Haufen::N,acervus,montón
363,Reihe::N,ordo,fila
364,Boot::N,navicula,bote
365,Boot::N,navicula,barca
366,Ruder::N,remus,remo
367,Schlitten::N,sclodia,trineo
368,Ski::N,narta,esquí
369,Lagerfeuer::N,ignis,hoguera
370,Last::N,onus,carga
371,Gang::N,cursus,marcha
372,Schritt::N,gradus,paso
373,Norden::N,septentriones,norte
374,Süden::N,meridies,sur
375,Westen::N,occidens,oeste
376,Osten::N,oriens,este
377,Holz::N,lignum,madera
378,Brett::N,tabula,tabla
379,Platte::N,lamina,placa
380,Platte::N,lamina,plancha
381,Stütze::N,adminiculum,sostén
382,Stütze::N,adminiculum,soporte
383,Stange::N,pertica,vara
384,Stange::N,pertica,percha
385,Stock::N,baculum,palo
386,Stock::N,baculum,bastón
387,Stab::N,scipio,vara
388,Stab::N,scipio,bastón
389,Rohr::N,tubus,tubo
390,Haus::N,aedes,casa
391,Heim::N,domicilium,hogar
392,Ofen::N,fornax,estufa
393,Fußboden::N,solum,suelo
394,Tisch::N,mensa,mesa
395,Stuhl::N,sella,silla
396,Wiege::N,cunae,cuna
397,Bett::N,lectus,cama
398,Regal::N,foruli,estantería
399,Kiste::N,cista,caja
400,Fenster::N,fenestra,ventana
401,Tür::N,ianua,puerta
402,Tor::N,porta,puerta
403,Zaun::N,saepes,valla
404,Zaun::N,saepes,cercado
405,Dach::N,tectum,techo
406,Dach::N,tectum,tejado
407,Leiter::N,scalae,escalera
408,Besen::N,scopae,escoba
409,Spaten::N,pala,pala
410,Schaufel::N,pala,pala
411,Schaufel::N,pala,paleta
412,Gabel::N,fuscinula,tenedor
413,Löffel::N,coclear,cuchara
414,Messer::N,culter,cuchillo
415,Nagel::N,clavus,clavo
416,Netz::N,rete,red
417,Haken::N,hamus,gancho
418,Haken::N,hamus,corchete
419,Griff::N,manubrium,asa
420,Griff::N,manubrium,mango
421,Schloss::N,claustra,cerradura
422,Bild::N,tabula,imagen
423,Bild::N,pictura,imagen
424,Figur::N,statunculum,figura
425,Puppe::N,pupa,muñeca
426,Beutel::N,sacculus,bolsa
427,Bündel::N,fascis,haz
428,Tasche::N,sacculus,bolso
429,Eimer::N,situla,cubo
430,Deckel::N,operculum,tapa
431,Deckel::N,operculum,tapadera
432,Geschirr::N,vasa,vajilla
433,Sack::N,saccus,saco
434,Tasse::N,pocillum,taza
435,Topf::N,olla,olla
436,Topf::N,olla,marmita
437,Kessel::N,aenum,caldera
438,Essen::N,cena,comida
439,Nahrung::N,cibus,alimento
440,Nahrung::N,alimenta,alimento
441,Speise::N,cibus,plato
442,Fleisch::N,caro,carne
443,Getreide::N,frumentum,cereales
444,Brei::N,puls,puré
445,Brei::N,puls,papilla
446,Brot::N,panis,pan
447,Scheibe::N,frustum,lonja
448,Scheibe::N,frustum,rebanada
449,Fett::N,pingue,grasa
450,Butter::N,butȳrum,mantequilla
451,Öl::N,oleum,aceite
452,Salz::N,sal,sal
453,Suppe::N,ius,sopa
454,Honig::N,mel,miel
455,Milch::N,lac,leche
456,Tee::N,thea,té
457,Leder::N,corium,cuero
458,Wolle::N,lana,lana
459,Stoff::N,textum,tela
460,Stoff::N,textum,tejido
461,Nadel::N,acus,aguja
462,Faden::N,filum,hilo
463,Knopf::N,bulla,botón
464,Knoten::N,nodus,nudo
465,Farbe::N,pigmentum,pintura
466,Kleidung::N,vestimenta,ropa
467,Kleidung::N,vestimenta,vestidos
468,Hemd::N,tunica,camisa
469,Kragen::N,collare,cuello
470,Ärmel::N,manica,manga
471,Hose::N,bracae,pantalón
472,Gürtel::N,cingulum,cinturón
473,Mütze::N,pilleus,gorro
474,Schuh::N,calceus,zapato
475,Stiefel::N,pero,bota
476,Stiefel::N,caliga,bota
477,Ring::N,anulus,anillo
478,Band::N,redimiculum,cinta
479,Kamm::N,pecten,peine
480,Spiegel::N,speculum,espejo
481,Riemen::N,lorum,correa
482,Schnur::N,linum,cuerda
483,Leine::N,retinaculum,correa
484,Decke::N,lodix,manta
485,Kissen::N,pulvinus,almohada
486,Tuch::N,velum,pañuelo
487,Handtuch::N,mantele,toalla
488,Kraft::N,vis,fuerza
489,Stärke::N,robur,fuerza
490,Gesundheit::N,valetudo,salud
491,Krankheit::N,morbus,enfermedad
492,Schmerz::N,dolor,dolor
493,Wunde::N,vulnus,llaga
494,Wunde::N,vulnus,herida
495,Fieber::N,febris,fiebre
496,Arznei::N,remedium,medicina
497,Arznei::N,remedium,medicamento
498,Brücke::N,pons,puente
499,Brunnen::N,puteus,pozo
500,Weide::N,pascua,pasto
501,Pfad::N,semita,sendero
502,Weg::N,iter,camino
503,Straße::N,via,vía
504,Straße::N,via,carretera
505,Dorf::N,vicus,aldea
506,Dorf::N,vicus,pueblo
507,Stadt::N,urbs,ciudad
508,Stadt::N,oppidum,ciudad
509,Brief::N,epistula,carta
510,Buch::N,liber,libro
511,Buchstabe::N,littera,letra
512,Buchstabe::N,littera,carácter
513,Zeitung::N,diurnum,diario
514,Zeitung::N,diurnum,periódico
515,Leben::N,vita,vida
516,Tod::N,mors,muerte
517,Grab::N,sepulcrum,tumba
518,Grab::N,sepulcrum,sepulcro
519,Kirche::N,ecclesia,iglesia
520,Sünde::N,peccatum,pecado
521,Gott::N,deus,dios
522,Arbeiter::N,operarius,obrero
523,Arbeiter::N,operarius,trabajador
524,Chef::N,praefectus,jefe
525,Meister::N,magister,maestro
526,Arzt::N,medicus,médico
527,Lehrer::N,magister,profesor
528,Geld::N,aes,dinero
529,Geld::N,pecunia,dinero
530,Geschäft::N,negotium,negocio
531,Laden::N,taberna,tienda
532,Preis::N,pretium,precio
533,Ware::N,merx,mercancía
534,Nutzen::N,utilitas,provecho
535,Reichtum::N,opes,riqueza
536,Reichtum::N,divitiae,riqueza
537,Welt::N,mundus,mundo
538,Land::N,terra,país
539,Staat::N,res publica,Estado
540,König::N,rex,rey
541,Macht::N,potestas,poder
542,Macht::N,potestas,potencia
543,Grenze::N,limes,frontera
544,Krieg::N,bellum,guerra
545,Feind::N,inimicus,enemigo
546,Gewalt::N,vis,violencia
547,Kampf::N,pugna,lucha
548,Kampf::N,pugna,combate
549,Bogen[Waffe]::N,arcus,arco
550,Pfeil::N,sagitta,flecha
551,Gewehr::N,sclopetum,fusil
552,Gewehr::N,sclopetum,escopeta
553,Fehler::N,error,error
554,Lüge::N,mendacium,mentira
555,Schaden::N,damnum,daño
556,Schaden::N,detrimentum,daño
557,Unglück::N,miseria,desgracia
558,Unglück::N,calamitas,desgracia
559,Schuld::N,culpa,culpa
560,Alter::N,aetas,edad
561,Schluss::N,finis,fin
562,Schluss::N,finis,final
563,Zeit::N,tempus,tiempo
564,Tag::N,dies,día
565,Morgen::N,mane,mañana
566,Mittag::N,meridies,mediodía
567,Abend::N,vesper,noche
568,Nacht::N,nox,noche
569,Woche::N,septimana,semana
570,Monat::N,mensis,mes
571,Jahr::N,annus,año
572,Frühling::N,ver,primavera
573,Sommer::N,aestas,verano
574,Herbst::N,autumnus,otoño
575,Winter::N,hiems,invierno
576,Januar::N,Ianuarius,enero
577,Februar::N,Februarius,febrero
578,März::N,Martius,marzo
579,April::N,Aprilis,abril
580,Mai::N,Maius,mayo
581,Juni::N,Iunius,junio
582,Juli::N,Iulius,julio
583,August::N,Augustus,agosto
584,September::N,September,septiembre
585,Oktober::N,Octobris,octubre
586,November::N,Novembris,noviembre
587,Dezember::N,December,diciembre
588,Montag::N,dies lunae,lunes
589,Dienstag::N,dies Martis ,martes
590,Mittwoch::N,dies Mercurii,miércoles
591,Donnerstag::N,dies Iovis,jueves
592,Freitag::N,dies Veneris,viernes
593,Samstag::N,dies Saturni,sábado
594,Sonntag::N,dominicus,domingo
595,Sonntag::N,dies solis,domingo
596,groß::A,magnus,grande
597,klein::A,parvus,pequeño
598,lang::A,longus,largo
599,kurz::A,brevis,corto
600,breit::A,latus,ancho
601,schmal::A,angustus,estrecho
602,dicht::A,densus,denso
603,dick[Gegenstand]::A,crassus,grueso
604,dünn::A,tenuis,fino
605,dünn::A,tenuis,delgado
606,fein::A,subtilis,fino
607,fein::A,subtilis,delicado
608,fest::A,solidus,firme
609,fest::A,solidus,sólido
610,fest::A,stabilis,firme
611,fest::A,stabilis,sólido
612,flach::A,planus,plano
613,glatt::A,levis,liso
614,hart::A,durus,duro
615,weich::A,mollis,muelle
616,rund::A,rotundus,redondo
617,spitz::A,acutus,agudo
618,spitz::A,acutus,apuntado
619,scharf::A,acer,agudo
620,scharf::A,acer,afilado
621,stumpf::A,hebes,sin filo
622,schwer::A,gravis,pesado
623,schön::A,pulcher,bello
624,schön::A,pulcher,hermoso
625,schön::A,formosus,bello
626,schön::A,formosus,hermoso
627,heiß::A,fervidus,caluroso
628,warm::A,calidus,cálido
629,warm::A,calidus,caliente
630,kalt::A,frigidus,frío
631,kühl::A,frigidus,fresco
632,frisch::A,recens,fresco
633,feucht::A,umidus,húmedo
634,nass::A,madidus,mojado
635,trocken::A,aridus,seco
636,voll::A,plenus,lleno
637,leer::A,vacuus,vacío
638,offen::A,apertus,abierto
639,geschlossen::A,clausus,cerrado
640,sauber::A,lautus,limpio
641,schmutzig::A,sordidus,sucio
642,roh::A,crudus,crudo
643,reif::A,maturus,maduro
644,lecker::A,delicatus,rico
645,lecker::A,delicatus,sabroso
646,süß::A,dulcis,dulce
647,bitter::A,amarus,amargo
648,bitter::A,acerbus,amargo
649,sauer::A,acidus,agrio
650,hell::A,clarus,claro
651,dunkel::A,obscurus,oscuro
652,schwarz::A,niger,negro
653,weiß::A,albus,blanco
654,rot::A,ruber,rojo
655,gelb::A,flavus,amarillo
656,blau::A,caeruleus,azul
657,grün::A,viridis,verde
658,grau::A,canus,gris
659,bunt::A,varius,multicolor
660,billig::A,vilis,barato
661,teuer::A,carus,caro
662,wertvoll::A,pretiosus,valioso
663,wertvoll::A,pretiosus,precioso
664,blind::A,caecus,ciego
665,taub::A,surdus,sordo
666,kräftig::A,robustus,fuerte
667,stark::A,firmus,fuerte
668,stark::A,firmus,vigoroso
669,stark::A,validus,fuerte
670,stark::A,validus,vigoroso
671,schwach::A,debilis,débil
672,schwach::A,infirmus,débil
673,fett::A,crassus,obeso
674,schlank::A,procerus,esbelto
675,hübsch::A,pulcher,mono
676,hübsch::A,pulcher,guapo
677,böse::A,improbus,malo
678,dumm::A,stultus,tonto
679,dumm::A,stultus,estúpido
680,dumm::A,stupidus,tonto
681,dumm::A,stupidus,estúpido
682,faul::A,piger,vago
683,faul::A,piger,perezoso
684,fleißig::A,sedulus,aplicado
685,fleißig::A,sedulus,diligente
686,geizig::A,avarus,avaro
687,klug::A,prudens,sensato
688,klug::A,prudens,inteligente
689,geschickt::A,sollers,hábil
690,lieb::A,carus,querido
691,lustig::A,iocosus,alegre
692,sanft::A,clemens,suave
693,hungrig::A,impastus,hambriento
694,krank::A,aeger,enfermo
695,nackt::A,nudus,desnudo
696,traurig::A,maestus,triste
697,lebendig::A,vivus,vivo
698,lebendig::A,vivus,viviente
699,gut::A,bonus,bueno
700,schlecht::A,malus,malo
701,richtig::A,rectus,justo
702,richtig::A,rectus,correcto
703,schlimm::A,malus,malo
704,schlimm::A,malus,grave
705,wahr::A,verus,verídico
706,wahr::A,verus,verdadero
707,alt::A,antiquus,viejo
708,neu::A,novus,nuevo
709,ehemalig::A,pristinus,antiguo
710,alt[Lebewesen]::A,vetus,viejo
711,jung::A,iuvenis,joven
712,arm::A,pauper,pobre
713,reich::A,dives,rico
714,bekannt::A,notus,conocido
715,berühmt::A,celeber,famoso
716,berühmt::A,celeber,célebre
717,berühmt::A,illustris,famoso
718,berühmt::A,illustris,célebre
719,fremd::A,peregrinus,extraño
720,verschieden::A,varius,diverso
721,verschieden::A,varius,distinto
722,verschieden::A,varius,diferente
723,nah::A,propinquus,cercano
724,fern::A,longinquus,lejano
725,linker::A,sinister,izquierdo
726,rechter::A,dexter,derecho
727,anderer::A,alius,otro
728,erster::A,primus,primero
729,zweiter::A,secundus,segundo
730,dritter::A,tertius,tercero
731,letzter::A,ultimus,último
732,allein::ADV,solum,a solo
733,auf einmal::ADV,simul,de una vez
734,zusammen::ADV,una,juntos
735,lange::ADV,diu,mucho tiempo
736,plötzlich::ADV,subito,de repente
737,plötzlich::ADV,repente,de repente
738,sofort::ADV,statim,en seguida
739,später::ADV,postea,más tarde
740,jetzt::ADV,nunc,ahora
741,heute::ADV,hodie,hoy
742,morgen::ADV,cras,mañana
743,bald::ADV,mox,pronto
744,bald::ADV,mox,en breve
745,dann::ADV,deinde,luego
746,dann::ADV,deinde,entonces
747,gestern::ADV,heri,ayer
748,einst::ADV,olim,antaño
749,damals::ADV,tum,entonces
750,danach::ADV,postea,después
751,vorher::ADV,antea,antes
752,zuerst::ADV,primo,primero
753,einmal::ADV,semel,una vez
754,manchmal::ADV,interdum,a veces
755,oft::ADV,saepe,a menudo
756,oft::ADV,saepe,con frecuencia
757,immer::ADV,semper,siempre
758,niemals::ADV,numquam,jamás
759,hier::ADV,hic,aquí
760,hierhin::ADV,huc,acá
761,von hier::ADV,hinc,desde aquí
762,dort::ADV,ibi,ahí
763,dort::ADV,ibi,allí
764,dorthin::ADV,eo,allí
765,dorthin::ADV,eo,hacia allí
766,geradeaus::ADV,recte,todo derecho
767,vorwärts::ADV,porro,adelante
768,rückwärts::ADV,retro,hacia atrás
769,zurück::ADV,retro,atrás
770,unten::ADV,infra,abajo
771,hinab::ADV,pessum,hacia abajo
772,oben::ADV,supra,arriba
773,hinauf::ADV,sursum,hacia arriba
774,überall::ADV,ubique,por todas partes
775,nicht::ADV,non,no
776,ein wenig::ADV,paulum,un poco
777,kaum::ADV,vix,apenas
778,kaum::ADV,aegre,apenas
779,sehr::ADV,valde,muy
780,sehr::ADV,valde,mucho
781,sehr::ADV,magnopere,muy
782,sehr::ADV,magnopere,mucho
783,so::ADV,ita,tan
784,noch::ADV,etiam,aún
785,noch::ADV,etiam,todavía
786,nur::ADV,solum,solamente
787,nur::ADV,tantum,solamente
788,schon::ADV,iam,ya
789,wieder::ADV,rursus,de nuevo
790,vergebens::ADV,frustra,en vano
791,vor::PRP,ante,antes de
792,vor::PRP,ante,delante de
793,hinter::PRP,post,tras
794,hinter::PRP,post,detrás de
795,unter::PRP,sub,bajo
796,unter::PRP,sub,debajo de
797,durch::PRP,per,por
798,durch::PRP,per,a través de
799,neben::PRP,iuxta,al lado de
800,zwischen::PRP,inter,entre
801,wegen::PRP,propter,por
802,wegen::PRP,propter,a causa de
803,dies::PRN,hoc,esto
804,das::PRN,id,eso
805,das::PRN,id,esto
806,alles::PRN,omnia,todo
807,ich::PRN,ego,yo
808,du::PRN,tu,tú
809,er::PRN,is,él
810,er::PRN,ille,él
811,wir::PRN,nos,nosotros
812,ihr::PRN,vos,vosotros
813,sie::PRN,ii,ellos
814,sie::PRN,illi,ellos
815,was::FPRN,quid,qué
816,wer::FPRN,quis,quién
817,wo::FADV,ubi,dónde
818,wohin::FADV,quo,adónde
819,wohin::FADV,quo,hacia dónde
820,wie::FADV,quomodo,cómo
821,warum::FADV,cur,por qué
822,wieviel::FNUM,quantum,cuánto
823,eins::NUM,unus,uno
824,zwei::NUM,duo,dos
825,drei::NUM,tres,tres
826,vier::NUM,quattuor,cuatro
827,fünf::NUM,quinque,cinco
828,sechs::NUM,sex,seis
829,sieben::NUM,septem,siete
830,acht::NUM,octo,ocho
831,neun::NUM,novem,nueve
832,zehn::NUM,decem,diez
833,elf::NUM,undecim,once
834,zwölf::NUM,duodecim,doce
835,zwanzig::NUM,viginti,veinte
836,dreißig::NUM,triginta,treinta
837,vierzig::NUM,quadraginta,cuarenta
838,fünfzig::NUM,quinquaginta,cincuenta
839,sechzig::NUM,sexaginta,sesenta
840,siebzig::NUM,septuaginta,setenta
841,achtzig::NUM,octoginta,ochenta
