,Concept_ID,br,mdf
147,Kuh::N,buoc'h,скал
148,Kuh::N,buoc'h,тракс
149,Bulle::N,tarv,бука
150,Pferd::N,marc'h,лишме
151,Schaf::N,dañvad,уча́
152,Schwein::N,pemoc'h,тува
153,Hund::N,ki,пине
154,Katze::N,kazh,катоня
155,Katze::N,kazh,аваката
156,Bär::N,arzh,офта
157,Eichhörnchen::N,gwiñver,ур
158,Elch::N,karv-dour,ся́рда
159,Fuchs::N,louarn,келазь
160,Hase::N,gad,ну́мол
161,Maus::N,logodenn,шеер
162,Wolf::N,bleiz,върьгаз
163,Vogel::N,labous,нармонь
164,Schwarm::N,nijad,ко́вол
165,Schwarm::N,nijad,ме́швеле
166,Huhn::N,yar,сараз
167,Hahn::N,kilhog,а́тякш
168,Gans::N,gwazenn,маци
169,Adler::N,erer,куцькан
170,Ente::N,houad,яксярга
171,Eule::N,toud,ко́рож
172,Kranich::N,garan,ка́рга
173,Krähe::N,bran,ва́рси
174,Kuckuck::N,koukoug,ку́ку
175,Schwan::N,alarc'h,ло́ксти
176,Fisch::N,pesk,кал
177,Barsch::N,brell,о́кунь
178,Hecht::N,beked,щу́ка
179,Schlange[Tier]::N,naer,куй
180,Wurm::N,preñv,сукс
181,Spinne::N,kevnidenn,унжа́
182,Ameise::N,merion,панжам
183,Laus::N,laouenn,си
184,Mücke::N,moustik,ся́ське
185,Fliege::N,kelienenn,кару
186,Schmetterling::N,balafenn,ме́лав
187,Beere::N,hog,и́мож
188,Apfel::N,aval,марь
189,Pilz::N,kabell-touseg,панга
190,Zwiebel::N,ognonenn,шурьхкя́
191,Saat::N,had,видьмот
192,Korn::N,ed,сёра
193,Heu::N,foenn,тише
194,Schale::N,peliadur,кедь
195,Falle::N,pech,туфкс
196,Falle::N,pech,кунда́ма
197,Schlinge::N,krouglas,килькш
198,Asche::N,ludu,кулу
199,Dreck::N,fank,ърда́з
200,Eisen::N,houarn,кшни
201,Gold::N,aour,ока
202,Gold::N,aour,золота
203,Silber::N,arc'hant,сия́
204,Kohle::N,glaou,седь
205,Kohle::N,glaou,седьвальмя
206,Glas::N,gwer,кля́нцек
207,Sand::N,traezh,шува́р
208,Mensch::N,den,ломань
209,Mann::N,den,аля
210,Mann::N,den,цёраломань
211,Frau::N,maouez,ава
212,Kind::N,bugel,идь
213,Kind::N,bugel,шаба
214,Junge::N,paotr,цёраня
215,Mädchen::N,plac'h,стирня́
216,Familie::N,familh,тнал
217,Familie::N,familh,семья
218,Großvater::N,tad-kozh,атя
219,Großvater::N,tad-kozh,щя́тя
220,Großmutter::N,mamm-gozh,баба
221,Eltern::N,kerent,тя́дят-а́лят
222,Vater::N,tad,аля
223,Mutter::N,mamm,ава
224,Mutter::N,mamm,тядя
225,Sohn::N,mab,цёра
226,Tochter::N,merc'h,стирь
227,Bruder::N,breur,дуган
228,Bruder::N,breur,пяльне
229,Schwester::N,c'hoar,ака
230,Schwester::N,c'hoar,сазор
231,Onkel::N,eontr,оця
232,Onkel::N,eontr,патя
233,Onkel::N,eontr,щеня́
234,Tante::N,moereb,ака
235,Tante::N,moereb,щака
236,Ehemann::N,gwaz,мирде
237,Ehefrau::N,gwreg,ърьвя́
238,Freude::N,levenez,ке́нярдема
239,Gelächter::N,c'hoarzherezh,рахсема
240,Glück::N,chañs,паваз
241,Kummer::N,doan,ризф
242,Kummer::N,doan,пичефкс
243,Wunsch::N,c'hoant,мяль
244,Wunsch::N,c'hoant,таколдома
245,Lust::N,c'hoant,таколдома
246,Geist::N,spered,вайме
247,Gedanke::N,soñj,мяль
248,Gedächtnis::N,eñvor,прявий
249,Verstand::N,skiant,прявий
250,Sinn::N,ster,ён
251,Grund::N,kaoz,туфта́л
252,Wahrheit::N,gwirionez,ви́де
253,Wahrheit::N,gwirionez,видеши́
254,Gespräch::N,kaozeadenn,корхтама
255,Märchen::N,kaoz korriganez,ёфкс
256,Erzählung::N,kontadenn,азкс
257,Nachricht::N,keloù,куля́
258,Neuigkeit::N,kelaouenn,куля́
259,Name::N,anv,лем
260,Rätsel::N,divinatez,со́дама ёфкс
261,Rede::N,diskour,вал
262,Rede::N,diskour,корхтама
263,Sprache::N,yezh,кяль
264,Stimme::N,mouezh,вайгяль
265,Wort::N,ger,вал
266,Zeichen::N,sin,тя́ште
267,Zeichen::N,sin,тя́штькс
268,Ruf::N,galv,тердема
269,Lärm::N,trouz,гайф
270,Lärm::N,trouz,жалакодома
271,Ton::N,ton,вайгяль
272,Lied::N,kanaouenn,мора
273,Ruhe::N,sioulded,сетьме
274,Leute::N,tud,ломатть
275,Volk::N,pobl,наро́д
276,Arbeit::N,labour,тев
277,Gast::N,kouviad,и́нжи
278,Gast::N,kouviad,ко́нак
279,Geschenk::N,prof,казне
280,Spiel::N,c'hoari,налхкома
281,Spiel::N,c'hoari,налхксема
282,Gesellschaft::N,kompagnunezh,кружок
283,Gesellschaft::N,kavandad,кружок
284,Hilfe::N,sikour,лездома
285,Freund::N,mignon,я́лга
286,Kamerad::N,kamarad,я́лга
287,Angelegenheit::N,afer,тев
288,Anzahl::N,niver,лувкс
289,Art::N,sort,вид
290,Stück::N,tamm,пакш
291,Teil::N,pezh,часть
292,Teil::N,pezh,пялькс
293,Hälfte::N,hanterenn,пяле
294,Kreis::N,kelc'h,шаркс
295,Kreuz::N,kroaz,крёз
296,Linie::N,linenn,межа
297,Linie::N,linenn,китькс
298,Strich::N,tenn,межа
299,Abstand::N,distok,ётка
300,Entfernung::N,keid,ётка
301,Entfernung::N,kehid,ётка
302,Gegend::N,korn-bro,ва́ста
303,Gegend::N,korn-bro,перьфпя́ль
304,Platz::N,plasenn,ва́ста
305,Ort::N,lec'h,ва́ста
306,Seite::N,tu,пяле
307,Mitte::N,kreiz,кучка́
308,Gegenstand::N,tra,веща
309,Sache::N,tra,тев
310,Sache::N,tra,веща
311,Rand::N,kantenn,пе
312,Kante::N,kantenn,и́рдез
313,Ecke::N,korn,ужа
314,Spitze::N,begell,пря
315,Ende::N,dibenn,пе
316,Loch::N,toull,варя
317,Muster::N,tresadenn,сёрма
318,Größe::N,ment,серь
319,Länge::N,hirder,кува́лма
320,Höhe::N,uhelder,серь
321,Gewicht::N,pouez,сталма
322,Menge::N,bern,лувкс
323,Haufen::N,bern,мар
324,Reihe::N,steud,ряд
325,Boot::N,bag,венеж
326,Ruder::N,roeñv,миле
327,Schlitten::N,trainell,ну́рда
328,Ski::N,ski,сокс
329,Last::N,karg,канкс
330,Last::N,karg,сталма
331,Gang::N,kerzh,молема
332,Schritt::N,paz,аськолкс
333,Norden::N,norzh,якшама шире
334,Norden::N,hanternoz,якшама шире
335,Süden::N,su,ля́мбе ши́ре
336,Süden::N,kreisteiz,ля́мбе ши́ре
337,Westen::N,kuzh-heol,ши валгома шире
338,Osten::N,reter,шинь стяма шире
339,Osten::N,sav-heol,шинь стяма шире
340,Holz::N,koad,вирь
341,Holz::N,koad,шуфта
342,Brett::N,plankenn,лавця
343,Platte::N,plakenn,плита́
344,Stütze::N,harp,неже
345,Stange::N,sparl,олга
346,Stock::N,bazh,байдек
347,Stab::N,bazh,олгоня
348,Rohr::N,tub,турама
349,Rohr::N,korz,турама
350,Haus::N,ti,куд
351,Heim::N,kêr,куд
352,Ofen::N,forn,пянакуд
353,Fußboden::N,plañchod,кия́кс
354,Tisch::N,taol,шра
355,Tisch::N,taol,моркш
356,Stuhl::N,kador,стул
357,Wiege::N,kavell,нюря́м
358,Bett::N,gwele,ацам
359,Regal::N,estajerenn,лавцяланга
360,Kiste::N,kased,парга
361,Fenster::N,prenestr,валмья
362,Tür::N,dor,кенкш
363,Tor::N,portal,ортат
364,Zaun::N,sklotur,перяфкс
365,Dach::N,toenn,кудпря
366,Leiter::N,skeul,куцема
367,Besen::N,skubell,тяльме
368,Spaten::N,pal,ка́йме
369,Schaufel::N,pal,ко́поня
370,Schaufel::N,pal,ця́рдом
371,Gabel::N,fourchetez,ця́нгоня
372,Löffel::N,loa,куцю
373,Messer::N,kontell,пеель
374,Nagel::N,tach,эска
375,Netz::N,roued,
376,Haken::N,krog,кя́чказ
377,Griff::N,kemer,недь
378,Griff::N,kemer,кунда́мка
379,Schloss::N,potenn,замо́к
380,Bild::N,skeudenn,карти́на
381,Figur::N,skeud,ронга-понда
382,Figur::N,figur,ронга-понда
383,Puppe::N,merc'hodenn,ня́ка
384,Beutel::N,sac'h,кяскав
385,Bündel::N,feskenn,кярьме
386,Tasche::N,sac'h,кошяльня
387,Eimer::N,sailh,ве́дарка
388,Deckel::N,pallenn,тавадкс
389,Deckel::N,pallenn,вельхкс
390,Geschirr::N,listriaj,кядьге
391,Sack::N,sac'h,кяскав
392,Tasse::N,tas,ша́ваня
393,Topf::N,pod,кавозь
394,Kessel::N,chaodouron,сргавозь
395,Essen::N,pred,ярхцама
396,Nahrung::N,boued,ярхцампяль
397,Speise::N,meuz,ярхцама
398,Fleisch::N,kig,пал
399,Fleisch::N,kig,сиволь
400,Getreide::N,ed,сёра
401,Brei::N,yod,ям
402,Brot::N,bara,кши
403,Scheibe::N,tailhenn,кочам
404,Fett::N,lard,куя́
405,Butter::N,amann,вай
406,Öl::N,eoul,вай
407,Salz::N,holen,сал
408,Suppe::N,soubenn,шонгарям
409,Suppe::N,soubenn,коршампяль
410,Honig::N,mel,медь
411,Milch::N,laezh,лофца
412,Tee::N,te,чай
413,Leder::N,lêr,кедь
414,Wolle::N,gloan,пона
415,Stoff::N,danvez,котф
416,Nadel::N,nadoz,салмокс
417,Faden::N,neudenn,сюре
418,Knopf::N,bouton,пуня
419,Knoten::N,skoulm,сюлма
420,Farbe::N,liv,архтомбяль
421,Kleidung::N,dilhad,щам
422,Hemd::N,roc'hed,па́нар
423,Kragen::N,gouzoug,сиве
424,Ärmel::N,milgin,ожа
425,Hose::N,bragoù,понкст
426,Gürtel::N,gouriz,каркс
427,Mütze::N,boned,вазь
428,Schuh::N,botez,башма́к
429,Stiefel::N,botez,кя́ме
430,Ring::N,gwalenn,суркс
431,Band::N,bagad,керькс
432,Band::N,bagad,лента
433,Kamm::N,krib,сюрьхцем
434,Spiegel::N,melezour,ванома
435,Riemen::N,lerenn,шнань каркс
436,Schnur::N,kordenn,пикс
437,Schnur::N,kordenn,карькскя
438,Leine::N,roll,вядьме
439,Decke::N,golo,вельхкс
440,Kissen::N,goubenner,тоду
441,Tuch::N,mezher,руця́
442,Handtuch::N,toailhon,на́рдама
443,Kraft::N,nerzh,вий
444,Stärke::N,nerzhder,вииши
445,Gesundheit::N,yec'hed,шумбраши́
446,Krankheit::N,klañved,урма́
447,Krankheit::N,klañved,сярядема
448,Schmerz::N,poan,маряма
449,Schmerz::N,droug,маряма
450,Wunde::N,gloazadenn,керф
451,Fieber::N,terzhienn,маштыкс
452,Arznei::N,louzoù,надо́бья
453,Arznei::N,louzoù,пъчка́фтома
454,Brücke::N,pont,седь
455,Brunnen::N,puñs,эши
456,Weide::N,prad,ванома васта
457,Pfad::N,gwenodenn,ян
458,Pfad::N,gwenodenn,киня́
459,Weg::N,hent,ки
460,Straße::N,ru,ки
461,Straße::N,hent,ки
462,Dorf::N,kêr,веле
463,Dorf::N,kêriadenn,веле
464,Stadt::N,kêr,ош
465,Brief::N,lizher,сёрма
466,Buch::N,levr,книга
467,Buchstabe::N,lizherenn,бу́ква
468,Zeitung::N,kazetenn,газе́та
469,Leben::N,buhez,эряф
470,Leben::N,buhez,эряма
471,Tod::N,marv,кулома́
472,Grab::N,bez,калма
473,Kirche::N,iliz,це́рькав
474,Sünde::N,pec'hed,пежеть
475,Sünde::N,pec'hed,муворкс
476,Gott::N,doue,шкай
477,Arbeiter::N,labourer,трудендай
478,Arbeiter::N,labourer,работник
479,Arbeiter::N,micherour,трудендай
480,Arbeiter::N,micherour,работник
481,Chef::N,penn,азор
482,Chef::N,penn,оцюня
483,Meister::N,mestr,мастяр
484,Arzt::N,mezeg,врач
485,Arzt::N,mezeg,доктор
486,Arzt::N,medisin,врач
487,Arzt::N,medisin,доктор
488,Lehrer::N,skolaer,учи́тель
489,Lehrer::N,kelenner,учи́тель
490,Geld::N,arc'hant,ярмакт
491,Geschäft::N,stal,ладяфкс
492,Geschäft::N,stal,ладяф тев
493,Laden::N,stal,ла́вка
494,Preis::N,priz,питне
495,Ware::N,marc'hadourezh,миф
496,Ware::N,marc'hadourezh,ра́маф
497,Nutzen::N,gounidegezh,пара
498,Nutzen::N,gounidegezh,лезкс
499,Nutzen::N,lañs,пара
500,Nutzen::N,lañs,лезкс
501,Nutzen::N,profit,пара
502,Nutzen::N,profit,лезкс
503,Nutzen::N,spleit,пара
504,Nutzen::N,spleit,лезкс
505,Reichtum::N,pinvidigezh,ко́зяши
506,Welt::N,douar,свет
507,Land::N,bro,мастор
508,Staat::N,stad,государства
509,König::N,roue,король
510,Macht::N,galloud,азорондама
511,Macht::N,galloud,азорксши
512,Grenze::N,harzoù,ёткаян
513,Krieg::N,brezel,война́
514,Feind::N,eneber,душман
515,Feind::N,eneber,каршек тюри
516,Gewalt::N,tâerder,наругама
517,Kampf::N,kann,тюрема́
518,Bogen[Waffe]::N,gwareg,нал
519,Pfeil::N,saezh,нал
520,Gewehr::N,fuzuilh,винто́вка
521,Fehler::N,fazi,эльбядькс
522,Lüge::N,gaou,васькафнема
523,Schaden::N,gwall,зия́н
524,Unglück::N,gwalleur,зия́н
525,Schuld::N,kablusted,муворши
526,Schuld::N,pec'hedigezh,муворши
527,Alter::N,oad,эряф кизот
528,Alter::N,oad,эряфонь пинге
529,Schluss::N,diwezh,пе
530,Zeit::N,amzer,пинге
531,Tag::N,deizh,ши
532,Morgen::N,beure,шобдава
533,Morgen::N,mintin,шобдава
534,Mittag::N,kreisteiz,шикучка
535,Abend::N,abardaez,иля́дь
536,Nacht::N,noz,ве
537,Woche::N,sizhun,недя́ля
538,Monat::N,miz,ков
539,Jahr::N,bloaz,киза
540,Frühling::N,nevezamzer,тунда́
541,Sommer::N,hañv,киза
542,Herbst::N,diskaramzer,сёксе
543,Winter::N,goañv,тяла
544,Januar::N,Genver,кельмеков
545,Februar::N,C'hwevrer,уфайков
546,März::N,Meurzh,марайков
547,April::N,Ebrel,шудиков
548,Mai::N,Mae,панжиков
549,Juni::N,Mezheven,лямбеков
550,Juli::N,Gouhere,псиков
551,August::N,Eost,сёроньков
552,September::N,Gwengolo,тюжягов
553,Oktober::N,Here,кельмазаков
554,November::N,Du,эйндамков
555,Dezember::N,Kerzu,кучкаков
556,Montag::N,Lun,одговши
557,Dienstag::N,Meurzh,ша́вши
558,Mittwoch::N,Merc'her,вержи
559,Donnerstag::N,Yaou,шува́ланя
560,Freitag::N,Gwener,пя́денця
561,Samstag::N,Sadorn,ёткши
562,Sonntag::N,Sul,таргоши
563,groß::A,bras,оцю
564,klein::A,bihan,ёмла
565,lang::A,hir,кува́ка
566,kurz::A,berr,нюрьхкя́ня
567,breit::A,ledan,кели
568,schmal::A,strizh,тяйня
569,dicht::A,stank,сиде
570,dicht::A,stank,туста
571,dick[Gegenstand]::A,tev,эчке
572,dünn::A,moan,шува́ня
573,fein::A,munut,шува́ня
574,fest::A,start,кеме
575,flach::A,plaen,лапш
576,glatt::A,lintr,вадяв
577,glatt::A,lintr,такор
578,glatt::A,levn,вадяв
579,glatt::A,levn,такор
580,hart::A,kalet,калгода
581,weich::A,blot,ляпе
582,rund::A,ront,кру́глай
583,spitz::A,poentet,ботаз
584,spitz::A,poentet,оржа
585,scharf::A,dremm,оржа
586,stumpf::A,talsoc'h,ношка
587,schwer::A,pounner,стака
588,schön::A,kaer,мазы
589,heiß::A,tomm,пси
590,warm::A,tomm,лямбе
591,kalt::A,yen,кельме
592,kühl::A,yen,эше
593,frisch::A,fresk,свежай
594,feucht::A,gleb,летьке
595,nass::A,gleb,начка
596,trocken::A,sec'h,коське
597,voll::A,leun,пяшксе
598,leer::A,goullo,шава
599,offen::A,digor,панжада
600,offen::A,digor,виде
601,geschlossen::A,serr,пякстаф
602,geschlossen::A,serr,сёлгф
603,sauber::A,naet,ару
604,schmutzig::A,lous,рда́зу
605,schmutzig::A,lous,пя́ндра
606,roh::A,kriz,верок
607,reif::A,darev,ке́нерьф
608,lecker::A,lipous,танцти
609,lecker::A,saourus,танцти
610,süß::A,dous,ламбама
611,bitter::A,c'hwerv,сяпи
612,sauer::A,trenk,шапама
613,hell::A,sklaer,валда
614,dunkel::A,teñval,шобда
615,schwarz::A,du,равжа
616,weiß::A,gwenn,акша
617,rot::A,ruz,якстерь
618,gelb::A,melen,тюжя́
619,blau::A,glas,сенем
620,grün::A,gwer,пиже
621,grün::A,gwer,сянгяря
622,grau::A,louet,уле
623,bunt::A,liesliv,сёрмав
624,billig::A,marc'had-mat,у́цез
625,billig::A,marc'had-mat,аф пи́тни
626,teuer::A,ker,пи́тни
627,wertvoll::A,prizius,питни
628,blind::A,dall,сокор
629,taub::A,bouzar,пярав
630,kräftig::A,start,пяк вии
631,stark::A,kreñv,вии
632,schwach::A,gwan,лафча
633,fett::A,lard,куя́
634,schlank::A,sinkl,виде ронга
635,hübsch::A,koant,мазы
636,böse::A,gwall,кяжи
637,dumm::A,glep,аф ёню
638,dumm::A,glep,шава пря
639,faul::A,lezirek,нола
640,fleißig::A,studius,ку́лхцонды
641,geizig::A,tost,кирьжя
642,geizig::A,tost,жаднай
643,klug::A,speredek,ёню
644,klug::A,speredek,пря́ви
645,geschickt::A,dornet,маштозь тиф
646,lieb::A,koant,цебярь
647,lustig::A,laouen,ра́хси
648,sanft::A,flour,сетьме
649,hungrig::A,marnaon,вача
650,hungrig::A,marnaon,вачеда
651,krank::A,klañv,сяряди
652,nackt::A,noazh,штада
653,nackt::A,noazh,кърхтапа
654,traurig::A,trist,ла́жнай
655,lebendig::A,bev,эряй
656,gut::A,mad,пара
657,gut::A,mad,цебярь
658,schlecht::A,fall,кальдяв
659,schlecht::A,gwall,кальдяв
660,richtig::A,reizh,виде
661,schlimm::A,gwall,кальдяв
662,wahr::A,gwir,афкуксонь
663,alt::A,kozh,ташта
664,neu::A,nevez,од
665,ehemalig::A,kozh,и́нгольдень
666,alt[Lebewesen]::A,kozh,сире
667,jung::A,yaouank,од
668,arm::A,paour,а́шу
669,reich::A,pinvidik,козя
670,bekannt::A,anavezet,содаф
671,berühmt::A,brudet,содавикс
672,fremd::A,dizanav,лия
673,fremd::A,dizanav,аф содаф
674,verschieden::A,disheñel,аф фкя ла́цонь
675,nah::A,nes,мала
676,nah::A,nes,аф ичкоздень
677,fern::A,diabell,и́чкоздень
678,fern::A,diabell,куна́рдонь
679,linker::A,kleiz,кержи
680,rechter::A,dehoù,види
681,anderer::A,all,лия
682,erster::A,kentañ,васенце
683,zweiter::A,eil,омбоце
684,dritter::A,trede,колмоце
685,letzter::A,diwezhañ,ме́кольце
686,allein::ADV,e-unan,ськамонза
687,auf einmal::ADV,ar un dro,вихцок
688,zusammen::ADV,asambles,марс
689,zusammen::ADV,asambles,ма́рса
690,lange::ADV,pell,кува́тьс
691,plötzlich::ADV,en un taol,а́пак учт
692,sofort::ADV,diouzhtu,тяникиге
693,später::ADV,diwezhatoc'h,ме́ле
694,jetzt::ADV,bremañ,тяни
695,heute::ADV,hiziv,тячи
696,morgen::ADV,arc'hoazh,ва́нды
697,bald::ADV,hepdale,курок
698,dann::ADV,a-c'houde,меле
699,dann::ADV,a-c'houde,сяда меле
700,gestern::ADV,dec'h,ися́к
701,einst::ADV,gwechall,весть
702,einst::ADV,gwechall,мзя́рда-бди
703,damals::ADV,neuze,эста
704,danach::ADV,goude,меле
705,vorher::ADV,diagent,инголи
706,zuerst::ADV,da gentañ,ва́сенда
707,einmal::ADV,ur wech,весть
708,manchmal::ADV,a-wechoù,лия́ста
709,manchmal::ADV,a-wechoù,ко́ста-ко́ста
710,oft::ADV,alies,си́деста
711,immer::ADV,atav,фалу
712,immer::ADV,atav,най
713,immer::ADV,bepred,фалу
714,immer::ADV,bepred,най
715,niemals::ADV,gwech ebet,аф мзя́рдонга
716,hier::ADV,amañ,тяса
717,hierhin::ADV,dre amañ,сей
718,hierhin::ADV,dre amañ,тяза
719,von hier::ADV,alemañ,тя́ста
720,dort::ADV,aze,тоса
721,dort::ADV,ahont,тоса
722,dorthin::ADV,di,тов
723,dorthin::ADV,di,тоза
724,dorthin::ADV,aze,тов
725,dorthin::ADV,aze,тоза
726,dorthin::ADV,ahont,тов
727,dorthin::ADV,ahont,тоза
728,geradeaus::ADV,war-eeun,ви́деста
729,vorwärts::ADV,war-raok,и́нголи
730,rückwärts::ADV,war-lerc'h,ме́ки
731,zurück::ADV,war-dreñv,ме́ки
732,unten::ADV,en traoñ,ала
733,hinab::ADV,a-izel,алу
734,oben::ADV,en nec'h,вяре
735,hinauf::ADV,e-krec'h,вяри
736,überall::ADV,dre-holl,се́мбе ва́стова
737,nicht::ADV,ne ... ket,аф
738,ein wenig::ADV,un tammig,аф лама
739,kaum::ADV,a-boan,а́ньцек
740,sehr::ADV,-tre,пяк
741,sehr::ADV,-kenañ,пяк
742,so::ADV,evel-se,ста́не
743,noch::ADV,c'hoazh,нинге
744,nur::ADV,hepken,аньцек
745,schon::ADV,dija,ни
746,wieder::ADV,adarre,та́га
747,vor::PRP,dirak,инголе
748,hinter::PRP,a-drek,фтала
749,hinter::PRP,a-drek,мельге
750,hinter::PRP,a-dreñv,фтала
751,hinter::PRP,a-dreñv,мельге
752,unter::PRP,dindan,ала
753,durch::PRP,dre,пачк
754,neben::PRP,e-kichen,ваксса
755,zwischen::PRP,etre,ёткса
756,wegen::PRP,abalamour da,сюнеда
757,dies::PRN,hemañ,тя
758,das::PRN,se,ся
759,das::PRN,se,тона
760,das::PRN,hennezh,ся
761,das::PRN,hennezh,тона
762,alles::PRN,pep tra,сембе
763,ich::PRN,me,мон
764,du::PRN,te,тон
765,er::PRN,eñ,сон
766,wir::PRN,ni,минь
767,ihr::PRN,c'hwi,тинь
768,sie::PRN,int,синь
769,was::FPRN,petra,мезе
770,wer::FPRN,piv,кие
771,wo::FADV,pelec'h,коса
772,wohin::FADV,da belec'h,ков
773,wohin::FADV,da belec'h,коза
774,wie::FADV,penaos,ко́да
775,warum::FADV,perak,мес
776,wieviel::FNUM,pet,мзя́ра
777,eins::NUM,unan,фкя
778,zwei::NUM,daou,кафта
779,drei::NUM,tri,колма
780,vier::NUM,pevar,ниле
781,fünf::NUM,pemp,вете
782,sechs::NUM,c'hwec'h,кота
783,sieben::NUM,seizh,сисем
784,acht::NUM,eizh,кафкса
785,neun::NUM,nav,ве́йхкса
786,zehn::NUM,dek,кемонь
787,elf::NUM,unnek,кефкие
788,zwölf::NUM,daouzek,кемгафтува
789,zwanzig::NUM,ugent,комсь
