,Concept_ID,ta,kv
173,Laus::N,பேன்,ляпа той
174,Mücke::N,கொசுவினப்பூச்சி,ном
175,Fliege::N,ஈ,гут
176,Schmetterling::N,வண்ணத்துப்பூச்சி,бабыв
177,Beere::N,சதைப்பழம்,ягӧд
178,Apfel::N,ஆப்பிள பழம்,яблоко
179,Pilz::N,காளான்,тшак
180,Zwiebel::N,வெங்காயம்,грез
181,Saat::N,விதை,кӧдзыс
182,Korn::N,தானியம்,сю
183,Heu::N,வைக்கோல்,турун
184,Schale::N,தோல்,кыш
185,Schale::N,தோல்,киль
186,Grube::N,குழி,яма
187,Falle::N,பொறி,нальк
188,Falle::N,பொறி,кляпча
189,Schlinge::N,கண்ணி,лӧч
190,Spur::N,சுவடு,туй
191,Asche::N,சாம்பல்,пӧим
192,Dreck::N,அழுக்கு,нять
193,Eisen::N,இரும்பு,кӧрт
194,Gold::N,தங்கம்,зарни
195,Silber::N,வெள்ளி,язісь
196,Kohle::N,நிலக்கரி,шом
197,Kohle::N,நிலக்கரி,уголь
198,Glas::N,கண்ணாடி,стекло
199,Lehm::N,களிமண்,сёй
200,Sand::N,மணல்,лыа
201,Mensch::N,மனிதர்கள்,морт
202,Mann::N,மனிதன்,мужик
203,Frau::N,பெண்,инька
204,Kind::N,குழந்தை,кага
205,Junge::N,பையன்,зонка
206,Mädchen::N,சிறுமி,нывкаок
207,Familie::N,குடும்பம்,семья
208,Großvater::N,தாத்தா,дед
209,Großmutter::N,பாட்டி,баб
210,Eltern::N,பெற்றோர்,ай-мам
211,Vater::N,தந்தை,ай
212,Mutter::N,தாய்,мам
213,Sohn::N,மகன்,зон
214,Tochter::N,மகள்,ныв
215,Bruder::N,சகோதரன்,вон
216,Schwester::N,அக்கா,сой
217,Onkel::N,தாய் மாமன்,дядь
218,Tante::N,அத்தை,айӧлӧн сой
219,Tante::N,அத்தை,ичинь
220,Ehemann::N,கணவன்,жӧник
221,Ehefrau::N,மனைவி,инь
222,Freude::N,கொண்டாட்டம்,гаж
223,Freude::N,கொண்டாட்டம்,радъялӧм
224,Gelächter::N,சிரிப்பு,сералӧм
225,Glück::N,மகிழ்ச்சி,мичлун
226,Kummer::N,துயரம்,шог
227,Wunsch::N,விருப்பம்,мӧдӧм
228,Wunsch::N,விருப்பம்,охотитӧм
229,Lust::N,விருப்பம்,охота
230,Geist::N,ஆன்மா,лов
231,Gedanke::N,எண்ணம்,дума
232,Gedächtnis::N,ஞாபகம்,тӧдвыв
233,Verstand::N,மனம்,вежӧр
234,Sinn::N,அர்த்தம்,ылӧс
235,Grund::N,காரணம்,мог
236,Wahrheit::N,உண்நை,правда
237,Gespräch::N,பெசு,сёрни
238,Märchen::N,நம்பத்தகாத கதை,сказка
239,Erzählung::N,கதை,висьт
240,Nachricht::N,செய்தி,юӧр
241,Nachricht::N,செய்தி,висьталӧм
242,Neuigkeit::N,செய்தி,новость
243,Name::N,பெயர்,ним
244,Rätsel::N,புதிர்,загадка
245,Rede::N,பேச்சு,сёрни
246,Sprache::N,மொழி,кыв
247,Stimme::N,குரல்,голос
248,Wort::N,வார்த்தை,кыв
249,Zeichen::N,குறி,пас
250,Ruf::N,அழைப்பு,чуксӧм
251,Ruf::N,அழைப்பு,чукӧстӧм
252,Lärm::N,சத்தம்,шум
253,Laut::N,ஒலி,шы
254,Ton::N,குரல்,гор
255,Lied::N,பாட்டு,сьыланкыв
256,Ruhe::N,அமைதி,спокой
257,Leute::N,மக்கள்,йӧз
258,Volk::N,மக்கள்,йӧз
259,Volk::N,மக்கள்,народ
260,Arbeit::N,வேலை,удж
261,Gast::N,விருந்தாளி,гӧсь
262,Geschenk::N,பரிசுப் பொருள்,гӧснеч
263,Geschenk::N,பரிசுப் பொருள்,подарок
264,Spiel::N,விளையாட்டு,орсӧм
265,Gesellschaft::N,சமுதாயம்,компания
266,Hilfe::N,உதவி,отсӧт
267,Freund::N,நண்பன்,модз
268,Freund::N,நண்பன்,дружок
269,Kamerad::N,உடனிருப்பவன்,тӧдса
270,Angelegenheit::N,செய்தி,дело
271,Anzahl::N,எண்ணிக்கை,лыд
272,Art::N,வகை,пӧлӧс
273,Stück::N,துண்டம்,тор
274,Teil::N,பகுதி,юкӧм
275,Hälfte::N,பாதி,джын
276,Kreis::N,வட்டம்,круг
277,Kreuz::N,சிலுவை,перна
278,Linie::N,கோடு,визь
279,Strich::N,வாத நோய்,кырӧв
280,Abstand::N,இடைவெளி,колас
281,Entfernung::N,தூரம்,ылына
282,Gegend::N,வட்டாரம்,места
283,Platz::N,வெற்றிடம்,места
284,Ort::N,இடம்,места
285,Seite::N,பக்கம்,ладор
286,Mitte::N,இடைப்பகுதி,шӧр
287,Gegenstand::N,உருப்படி,тор
288,Sache::N,பொருள்,тор
289,Rand::N,தொங்கு,дор
290,Kante::N,விளிம்பு,ордлы
291,Ecke::N,மூலை,пельӧс
292,Spitze::N,முனை,йыв
293,Ende::N,முடிவு,йыв
294,Loch::N,துளை,осьта
295,Winkel::N,கோணம்,пельӧс
296,Muster::N,பாங்கு,сер
297,Größe::N,அளவு,ыжда
298,Länge::N,நீளம்,кузя
299,Höhe::N,உயரம்,сувда
300,Höhe::N,உயரம்,вылына
301,Gewicht::N,எடை,сьӧкта
302,Menge::N,தொகை,
303,Haufen::N,குவியல்,куча
304,Reihe::N,வரிசை,лёдз
305,Boot::N,படகு,пыж
306,Ruder::N,துடுப்பு,пелыс
307,Schlitten::N,சகடையிலா வண்டி,додь
308,Ski::N,பனிச் சறுக்கல்,лямпа
309,Lagerfeuer::N,மூட்டம்,бипур
310,Last::N,பாரம்,тягота
311,Gang::N,நடை,мунӧм
312,Schritt::N,காலடி,вожмӧв
313,Norden::N,வடக்கு,ой
314,Süden::N,தெற்கு,лун
315,Westen::N,மேற்கு திசை,рытвыв
316,Osten::N,கிழக்கு,асыв
317,Holz::N,மரக்கட்டை,пу
318,Brett::N,பலகை,пӧв
319,Platte::N,பலகம்,плита
320,Stütze::N,அடைப்புகன்,пика
321,Stange::N,கம்பம்,зор
322,Stange::N,கம்பம்,потш
323,Stock::N,குச்சி,бедь
324,Stab::N,கம்பு,шест
325,Rohr::N,குழாய்,труба
326,Haus::N,வீடு,керку
327,Heim::N,வீடு,керку
328,Ofen::N,அடுப்பு,пӧжавны
329,Fußboden::N,தரை,джодж
330,Tisch::N,மேசை,пызан
331,Stuhl::N,நாற்காலி,стул
332,Wiege::N,தொட்டில்,зыбка
333,Bett::N,படுக்கை,кровать
334,Regal::N,அலமாரி,джадж
335,Kiste::N,பெட்டி,ящик
336,Fenster::N,சாளரம்,ӧшын
337,Tür::N,கதவு,ыбӧс
338,Tor::N,வாசற்கதவு,ворота
339,Zaun::N,வேலி,забор
340,Dach::N,கூரை,крыша
341,Leiter::N,ஏணி,лиснич
342,Besen::N,விளக்குமாறு,рос
343,Spaten::N,மண்வெட்டி,зыр
344,Schaufel::N,அடிதண்டா,зыр
345,Gabel::N,முட்கரண்டி,вила
346,Löffel::N,கரண்டி,пань
347,Messer::N,கத்தி,пурт
348,Nagel::N,ஆணி,кӧрттув
349,Netz::N,வலை,кыйӧт
350,Haken::N,கொக்கி,ем
351,Griff::N,கைப்பிடி,пу
352,Schloss::N,பூட்டு,замок
353,Bild::N,படம்,картина
354,Figur::N,எண்ணிக்கை,мыгӧр
355,Puppe::N,பொம்மை,акань
356,Beutel::N,பை,мешӧк
357,Bündel::N,பொதி,нин
358,Tasche::N,பை,сумка
359,Eimer::N,வாளி,ведра
360,Deckel::N,உறை,вевт
361,Geschirr::N,பாத்திரம்,доз
362,Geschirr::N,பாத்திரம்,бекӧрпань
363,Sack::N,பை,мешӧк
364,Tasse::N,கிண்ணம்,бекӧр
365,Topf::N,பானை,кастрюля
366,Kessel::N,கெண்டி,пӧрт
367,Essen::N,உணவருந்துதல்,сёйӧм
368,Nahrung::N,உணவு,вердан
369,Speise::N,உணவு வகை,сёян
370,Fleisch::N,இறைச்சி,яй
371,Getreide::N,மக்காச்சோளம்,сю
372,Brei::N,கஞ்சி,каша
373,Brot::N,ரொட்டி,нянь
374,Scheibe::N,துண்டு,шӧрӧм
375,Fett::N,கொழுப்பு,гос
376,Butter::N,வெண்ணெய்,ви
377,Öl::N,எண்ணெய்,ви
378,Salz::N,உப்பு,сов
379,Suppe::N,ரசம்,шыд
380,Honig::N,தேன்,ма
381,Milch::N,பால்,йӧв
382,Tee::N,தெனீர்,чай
383,Leder::N,பதம் செய்யப்பட்ட தோல்,кучик
384,Wolle::N,கம்பளி,гӧн
385,Stoff::N,துணி,дӧра
386,Nadel::N,ஊசி,ем
387,Faden::N,நூல்,сунис
388,Knopf::N,பொத்தான்,кизь
389,Knoten::N,முடிச்சு,узӧв
390,Knoten::N,முடிச்சு,гӧрӧд
391,Farbe::N,வண்ணக் குழம்பு,краска
392,Kleidung::N,ஆடைகள்,паськӧм
393,Hemd::N,சட்டை,йӧрнӧс
394,Kragen::N,கழுத்துப் பட்டை,воротник
395,Ärmel::N,சட்டைக்கை,сос
396,Hose::N,கால்சட்டை,вешьян
397,Gürtel::N,பெல்ட்,йи
398,Mütze::N,தொப்பி,шапка
399,Schuh::N,காலணி,ботинки
400,Stiefel::N,காலணி,сапог
401,Ring::N,மோதிரம்,чунькытш
402,Band::N,நாடா,ленточка
403,Kamm::N,கீப்பு,сынан
404,Spiegel::N,ஆடி,зеркало
405,Spiegel::N,கண்ணாடி,зеркало
406,Riemen::N,வார்,ремень
407,Schnur::N,கயிறு,гез
408,Leine::N,தோல்வார்,повод
409,Decke::N,போர்வை,одеяло
410,Kissen::N,தலையணை,подушка
411,Tuch::N,துணி,чышьян
412,Handtuch::N,தண்டு,чышкӧт
413,Kraft::N,நிர்பந்தம்,прак
414,Stärke::N,பலம்,вын
415,Gesundheit::N,ஆரோக்கியம்,здоровье
416,Krankheit::N,நோய்,шог
417,Schmerz::N,வலி,зубыт
418,Wunde::N,காயம்,рана
419,Fieber::N,காய்ச்சல்,лёк тресся
420,Fieber::N,காய்ச்சல்,кынтан шогӧт
421,Arznei::N,மருந்து,лекарство
422,Brücke::N,பாலம்,пос
423,Brunnen::N,கேணி,колодец 
424,Weide::N,மேய்ச்சல் நிலம்,пода йирсян
425,Pfad::N,நடை வழி,туй
426,Weg::N,வழி,туй
427,Straße::N,சாலை,туй
428,Dorf::N,கிராமம்,деревня
429,Stadt::N,நகரம்,город
430,Brief::N,கடிதம்,гижӧт
431,Buch::N,புத்தகம்,книга
432,Buchstabe::N,எழத்து,буква
433,Zeitung::N,செய்தித்தாள்,газета
434,Leben::N,வாழ்க்கை,олан
435,Tod::N,மரணம்,кулӧм
436,Grab::N,சமாதி,гу
437,Kirche::N,தேவாலயம்,вичку
438,Sünde::N,பாவம்,грек
439,Gott::N,கடவுள்,ен
440,Arbeiter::N,தொழிலாளி,уджалiсь
441,Chef::N,மேலாளர்,начальник
442,Meister::N,தலைவன்,мастер
443,Arzt::N,மருத்துவர்,врач
444,Lehrer::N,ஆசிரியர்,велӧтісь
445,Geld::N,பணம்,деньга
446,Geschäft::N,வாணிபம்,удж
447,Laden::N,கடை,магазин
448,Preis::N,விலை,дон
449,Ware::N,சாமன்கள்,товар
450,Nutzen::N,இலாபம்,путь
451,Reichtum::N,சொத்து,богатство
452,Welt::N,உலகம்,му
453,Land::N,நாடு,страна
454,Staat::N,நாடு,государство
455,König::N,அரசன்,кан
456,Macht::N,அதிகாரம்,власть
457,Grenze::N,எல்லை,граница
458,Krieg::N,போர்,война
459,Feind::N,எதிரி,враг
460,Gewalt::N,வன்முறை,
461,Kampf::N,போராட்டம்,нярасьӧм
462,Kampf::N,போராட்டம்,вермасьӧм
463,Bogen[Waffe]::N,வில்,лук
464,Pfeil::N,அம்பு,ньӧв
465,Gewehr::N,துப்பாக்கி,ружьё
466,Fehler::N,தவறு,ошибка
467,Lüge::N,பொய்,ылӧтӧм
468,Lüge::N,பொய்,пӧрьялӧм
469,Schaden::N,சேதாரம்,лёк
470,Unglück::N,இடையூறு,пик
471,Unglück::N,இடையூறு,оказзё
472,Schuld::N,குற்றம்,вина
473,Alter::N,வயது,
474,Schluss::N,முடிவு,ком
475,Zeit::N,காலம்,кад
476,Tag::N,நாள்,лун
477,Morgen::N,காலை நேரம்,асыв
478,Mittag::N,மதியம்,луншӧр кад
479,Abend::N,மாலைப் பொழுது,рыт
480,Nacht::N,இரவு,ой
481,Woche::N,வாரம்,неделя
482,Monat::N,மாதம்,тӧлicь
483,Jahr::N,வருடம்,год
484,Frühling::N,வசந்தம்,тулыс
485,Sommer::N,கோடை,гожум
486,Herbst::N,இலையுதிர் காலம்,ар
487,Winter::N,குளிர்காலம்,тӧв
488,Januar::N,ஜனவரி,январ
489,Februar::N,பிபரவரி மாதம்,февраль
490,März::N,மார்ச் மாதம்,март
491,April::N,ஏப்ரல் மாதம்,апрель
492,Mai::N,மே மாதம்,май
493,Juni::N,ஜூன் மாதம்,юнь
494,Juli::N,ஜூலை மாதம்,юль
495,August::N,ஆகஸ்ட் மாதம்,август
496,September::N,செப்டம்பர் மாதம்,сентяб
497,Oktober::N,அக்டோபர் மாதம்,октяб
498,November::N,நவம்பர் மாதம்,нояб
499,Dezember::N,டிசம்பர்,декаб
500,Montag::N,திங்கட் கிழமை,вильлун
501,Dienstag::N,செவ்வாய்க்கிழமை,мӧдӧдзлун
502,Mittwoch::N,புதன் கிழமை,шӧрлун
503,Donnerstag::N,வியாழக் கிழமை,нёльӧдзлун
504,Freitag::N,வெள்ளிக்கிழமை,витӧдзлун
505,Samstag::N,சனிக்கிழமை,пывсянлун
506,Sonntag::N,ஞாயிறுக் கிழமை,кресення
507,groß::A,பெரிய,ыджыт
508,klein::A,சிறிய,учӧтик
509,lang::A,நீண்ட,кузь
510,kurz::A,குட்டையான,дженыт
511,breit::A,அகலமான,ота
512,schmal::A,குறுகலான,векнит
513,dicht::A,அடர்த்தியான,тшӧк
514,dick[Gegenstand]::A,தடித்த,кыз
515,dünn::A,சன்னமான,вӧснит
516,fein::A,மெல்லிய,вӧснит
517,fest::A,உறுதியாள,крепыт
518,flach::A,தட்டையான,лапкӧса
519,glatt::A,வழுவழுப்பான,волькыт
520,hart::A,கடினமான,чӧрыт
521,weich::A,மென்மையான,небыт
522,rund::A,உருண்டையான,гӧгрӧса
523,spitz::A,திகந்தமாக,ёся
524,scharf::A,கூரான,лэчыт
525,stumpf::A,உளம் திறந்த,ныж
526,schwer::A,கனமான,сьӧкыт
527,schön::A,அழகான,басӧк
528,heiß::A,சூடான,жар
529,warm::A,இதமான,шоныт
530,kalt::A,குளிர்ச்சியான,кӧдзыт
531,kühl::A,குளிர்ச்சியான,сайкыт
532,frisch::A,சுத்தமான,виль
533,feucht::A,ஈரமான,вакодь
534,nass::A,ஈரமான,ва
535,trocken::A,உலர்ந்த,кӧс
536,voll::A,நிரம்பிய,тыра
537,leer::A,காலியான,тыртӧм
538,offen::A,திறந்த,оссьӧм
539,geschlossen::A,மூடப்பட்ட,игана
540,geschlossen::A,மூடப்பட்ட,пӧдана
541,sauber::A,சுத்தமான,сӧдз
542,sauber::A,சுத்தமான,сӧстӧм
543,schmutzig::A,அழக்கான,нятьӧсь
544,roh::A,கச்சா,путӧм
545,reif::A,பழுத்த,кисьмалӧм
546,lecker::A,சுவைமிக்க,кӧра 
547,süß::A,இனிப்பான,чӧскыт
548,bitter::A,கசப்பான,курыт
549,sauer::A,புளிப்பாக,шӧма 
550,hell::A,பளபளப்பான,югыт
551,dunkel::A,கருமையான,пемыт
552,schwarz::A,கருப்பு வண்ண,сьӧд
553,weiß::A,வெண்மையன,чочком
554,rot::A,சிவப்பு,гӧрд
555,gelb::A,மஞ்சள் வண்ணம்,веж
556,blau::A,நீல வண்ண,лӧз
557,grün::A,பச்சை வண்ண,веж
558,grau::A,சாம்பல் நிற,руд
559,grau::A,சாம்பல் நிற,бусӧй
560,bunt::A,வண்ண மயமான,быдрӧма
561,billig::A,மலிவான,донтӧм
562,teuer::A,விலை அதிகமான,дона
563,wertvoll::A,மதிப்புள்ள,дона
564,blind::A,பார்வையற்ற,синтӧм
565,taub::A,செவிடான,пельтӧм
566,kräftig::A,வலிமையான,вына
567,stark::A,பலமான,вына
568,schwach::A,பலவீனமான,некодя
569,fett::A,பருமனாக,госа
570,schlank::A,ஒல்லியான,статя
571,hübsch::A,அழகிய,басӧк
572,böse::A,கேடு விளைவிக்கும்,лёк
573,dumm::A,முட்டாள்தனமான,бӧбӧв
574,dumm::A,முட்டாள்தனமான,вежӧртӧм
575,faul::A,சோம்பலான,дыш
576,fleißig::A,ஊக்கந்தளராத,уджалicь
577,geizig::A,கஞேசத்தனமான,жикмӧра
578,geizig::A,கஞேசத்தனமான,горшаліcь
579,klug::A,சாதுரியமான,авья
580,klug::A,சாதுரியமான,вежӧра
581,geschickt::A,திறமையள்ள,кипода
582,lieb::A,அன்புக்குரிய,муса
583,lieb::A,அன்புக்குரிய,дзулиньӧй
584,lustig::A,களிப்புமிக்க,гажа
585,sanft::A,சாதுவான,лебезнӧй
586,hungrig::A,பசியுடன்,тшыг
587,krank::A,நோயுற்று,шогалiсь
588,nackt::A,ஆடையற்ற,куш
589,traurig::A,சோகமான,жугыль
590,lebendig::A,பிழைப்பு,ловья
591,gut::A,நல்ல,бур
592,schlecht::A,கெட்ட,умӧль
593,richtig::A,சரியான,
594,schlimm::A,அருவருப்பான,нештӧм
595,wahr::A,உண்மையான,
596,alt::A,பழைய,важ
597,neu::A,புதிய,виль
598,ehemalig::A,முன்நாள்,вӧвлӧм
599,alt[Lebewesen]::A,வயதான,года
600,alt[Lebewesen]::A,வயதான,годдэза
601,jung::A,இளமையான,том
602,arm::A,ஏழ்மையான,гов
603,arm::A,ஏழ்மையான,беднӧй
604,reich::A,செல்வம் படைத்த,эма
605,bekannt::A,பழக்கப்பட்ட,тӧдса
606,berühmt::A,புகழ்பெற்ற,
607,fremd::A,அயல் நாட்டு,чужӧй
608,verschieden::A,வித்தியாசமான,быдкодь
609,nah::A,பக்கத்தில் உள்ள,матiсь
610,fern::A,தொலை தூரத்தில்,ылicь
611,linker::A,மீந்திருக்கும்,шульга
612,rechter::A,வலதுபக்கம்,веськытланись
613,anderer::A,மற்ற,мукӧд
614,erster::A,முதனமையான,медодзза
615,zweiter::A,இரண்டாவது,кыкӧт
616,dritter::A,மூன்றாவது,куимӧт
617,dritter::A,மூன்றாவது,куимӧдз
618,letzter::A,கடைசி,бӧрья
619,letzter::A,கடைசி,мёдбӧрья
620,allein::ADV,தனியாக,
621,auf einmal::ADV,தடீரென்று,тшӧтш
622,zusammen::ADV,சேர்ந்து,ӧтлаын
623,lange::ADV,அதிக நோம்,дыр
624,plötzlich::ADV,தடீரென்று,друг
625,sofort::ADV,உடனடியாக,тшӧтш
626,später::ADV,பிறகு,медбӧрын
627,jetzt::ADV,இப்பொழது,ӧні
628,heute::ADV,இன்று,талун
629,morgen::ADV,நாளைக்கு,ашын
630,bald::ADV,சீக்கிரம்,чожа
631,dann::ADV,அப்பொழுது,сыбӧрын
632,gestern::ADV,நேற்று,тӧн
633,einst::ADV,ஒரே முறை,ӧтпыр
634,damals::ADV,அப்பொழுது,сэк
635,damals::ADV,அப்பொழுது,сэки
636,danach::ADV,பிற்பாடு,сэсся
637,vorher::ADV,முன்பாக,одзжык
638,zuerst::ADV,முதலில்,наперво
639,einmal::ADV,ஒரே முறை,ӧтпыр
640,manchmal::ADV,சில நேரங்களில்,мукӧдпыр
641,oft::ADV,அடிக்கடி,-лы-
642,immer::ADV,எப்பொழுதும்,быдпыр
643,immer::ADV,எப்பொழுதும்,быдпырся
644,niemals::ADV,ஒருபோதும் இல்லை,некӧр
645,hier::ADV,இங்கே,татӧн
646,hierhin::ADV,இவ்விடத்திற்கு,татчӧ
647,von hier::ADV,இனி,тасянь
648,dort::ADV,அங்கே,сэтӧн
649,dorthin::ADV,அவ்விடத்திற்கு,сэтчин
650,geradeaus::ADV,முன்னாலிருக்கும்,веськыта
651,vorwärts::ADV,முன்புறமாக,одзӧ
652,rückwärts::ADV,பின்னோக்கி,бӧр
653,zurück::ADV,பின்பக்கம்,бӧр
654,unten::ADV,கீழாக,увтын
655,hinab::ADV,கீழ் நோக்கி,увтас
656,oben::ADV,மேலே,вевдӧрас
657,hinauf::ADV,மேலே,вывлань
658,hinauf::ADV,மேலே,вывланьӧ
659,überall::ADV,எல்லா இடத்திலும்,быдлан
660,nicht::ADV,இல்லை,ог
661,ein wenig::ADV,கொஞ்சம்,-ышт
662,ein wenig::ADV,கொஞ்சம்,невна
663,kaum::ADV,அரிதாக,ӧдва
664,sehr::ADV,மிக்க,вывтi
665,so::ADV,மிகவும்,сiдз
666,noch::ADV,இப்பொழுதும்,эшӧ
667,nur::ADV,மட்டும்,только
668,schon::ADV,ஏற்கனவே,ни
669,wieder::ADV,மறுபடியும்,бӧра
670,vergebens::ADV,வீண்,весись
671,vor::PRP,முன்,одзас
