,Concept_ID,de,uk
808,laufen::V,laufen,ходити
809,schreiten::V,schreiten,крокувати
810,spazierengehen::V,spazierengehen,гуляти
811,eilen::V,eilen,спішити
812,sich beeilen::V,sich beeilen,поспішати
813,sausen::V,sausen,мчатися
814,rennen::V,rennen,бігати
815,springen::V,springen,скакати
816,springen::V,springen,стрибати
817,klettern::V,klettern,лазити
818,schaukeln::V,schaukeln,гойдатися
819,kriechen::V,kriechen,повзати
820,schwimmen::V,schwimmen,пливти
821,schwimmen::V,schwimmen,плавати
822,tauchen::V,tauchen,пірнати
823,rudern::V,rudern,гребти
824,rudern::V,rudern,веслувати
825,fahren::V,fahren,їхати
826,fliegen::V,fliegen,літати
827,gehen::V,gehen,іти
828,weggehen::V,weggehen,піти
829,abfahren::V,abfahren,від’їхати
830,abfahren::V,abfahren,відправитися
831,anhalten::V,anhalten,зупинитися
832,hineingehen::V,hineingehen,входити
833,eintreten::V,eintreten,увійти
834,kommen::V,kommen,прийти
835,ankommen::V,ankommen,прибути
836,zurückkommen::V,zurückkommen,повернутися
837,bleiben::V,bleiben,залишитися
838,warten::V,warten,чекати
839,erwarten::V,erwarten,чекати
840,suchen::V,suchen,шукати
841,finden::V,finden,знайти
842,versuchen::V,versuchen,випробовувати
843,vorbereiten::V,vorbereiten,підготувати
844,lieben::V,lieben,любити
845,mögen::V,mögen,любити
846,mögen::V,mögen,подобатися
847,lachen::V,lachen,сміятися
848,rühren::V,rühren,розчулити
849,weinen::V,weinen,плакати
850,schimpfen::V,schimpfen,лаятися
851,sich ärgern::V,sich ärgern,сердитися
852,sich fürchten::V,sich fürchten,боятися
853,fürchten::V,fürchten,боятися
854,fliehen::V,fliehen,тікати
855,flüchten::V,flüchten,утекти
856,sehen::V,sehen,бачити
857,anschauen::V,anschauen,поглянути
858,ansehen::V,ansehen,дивитися на
859,hören::V,hören,чути
860,zuhören::V,zuhören,слухати
861,probieren::V,probieren,покуштувати
862,riechen::V,riechen,нюхати
863,fühlen::V,fühlen,відчувати
864,scheinen::V,scheinen,здаватися
865,zu sehen sein::V,zu sehen sein,виднітися
866,vernehmen::V,vernehmen,почути
867,frieren::V,frieren,мерзнути
868,tun::V,tun,робити
869,können::V,können,могти
870,wollen::V,wollen,хотіти
871,anfangen::V,anfangen,почати
872,beenden::V,beenden,закінчити
873,aufhören::V,aufhören,перестати
874,gelingen::V,gelingen,вдатися
875,geraten::V,geraten,опинитися
876,öffnen::V,öffnen,відкрити
877,schließen::V,schließen,закрити
878,stellen::V,stellen,поставити
879,setzen::V,setzen,посадити
880,legen::V,legen,класти
881,berühren::V,berühren,чіпати
882,verbinden::V,verbinden,зв’язати
883,bedecken::V,bedecken,покрити
884,aufhängen::V,aufhängen,повісити
885,anzünden::V,anzünden,запалити
886,aufheben::V,aufheben,підняти
887,zurücklassen::V,zurücklassen,залишити
888,verlieren::V,verlieren,загубити
889,fallen lassen::V,fallen lassen,упустити
890,machen::V,machen,зробити
891,herstellen::V,herstellen,виготовити
892,bauen::V,bauen,будувати
893,reparieren::V,reparieren,лагодити
894,verbessern::V,verbessern,поліпшити
895,ändern::V,ändern,змінити
896,graben::V,graben,копати
897,beugen::V,beugen,зігнути
898,biegen::V,biegen,погнути
899,drehen::V,drehen,вертіти
900,wenden::V,wenden,повернути
901,umdrehen::V,umdrehen,перевернути
902,heben::V,heben,піднімати
903,hochheben::V,hochheben,підняти
904,ergreifen::V,ergreifen,схопити
905,halten::V,halten,тримати
906,drücken::V,drücken,натискати
907,schieben::V,schieben,пхати
908,schieben::V,schieben,штовхати
909,kratzen::V,kratzen,шкребти
910,lecken::V,lecken,лизати
911,beißen::V,beißen,кусати
912,abreißen::V,abreißen,відірвати
913,abschneiden::V,abschneiden,відрізати
914,binden::V,binden,в’язати
915,stecken::V,stecken,увіткнути
916,brechen::V,brechen,зламати
917,klopfen::V,klopfen,стукати
918,hauen::V,hauen,бити
919,kleben::V,kleben,клеїти
920,reiben::V,reiben,терти
921,streichen::V,streichen,намазати
922,schleifen::V,schleifen,точити
923,schneiden::V,schneiden,різати
924,rütteln::V,rütteln,хитати
925,schütteln::V,schütteln,трясти
926,schwenken::V,schwenken,махати
927,schütten::V,schütten,налити
928,füllen::V,füllen,наповнити
929,einwickeln::V,einwickeln,загорнути
930,tragen::V,tragen,нести
931,schleppen::V,schleppen,тягти
932,ziehen::V,ziehen,тягнути
933,aufbewahren::V,aufbewahren,зберігати
934,werfen::V,werfen,кидати
935,fangen::V,fangen,ловити
936,packen::V,packen,схопити
937,verstecken::V,verstecken,сховати
938,teilen::V,teilen,розділити
939,schicken::V,schicken,посилати
940,bringen::V,bringen,принести
941,hinzufügen::V,hinzufügen,додати
942,bekommen::V,bekommen,дістати
943,erhalten::V,erhalten,одержати
944,nehmen::V,nehmen,взяти
945,wählen::V,wählen,вибрати
946,auswählen::V,auswählen,відібрати
947,bewahren::V,bewahren,зберегти
948,behindern::V,behindern,перешкоджати
949,verderben::V,verderben,зіпсувати
950,beschädigen::V,beschädigen,зашкодити
951,zerbrechen::V,zerbrechen,розбити
952,zerreißen::V,zerreißen,розірвати
953,zerstören::V,zerstören,зруйнувати
954,verbrennen::V,verbrennen,спалити
955,geben::V,geben,дати
956,reichen::V,reichen,передати
957,schenken::V,schenken,дарувати
958,versprechen::V,versprechen,обіцяти
959,wünschen::V,wünschen,бажати
960,loben::V,loben,хвалити
961,küssen::V,küssen,цілувати
962,wiegen::V,wiegen,качати
963,zudecken::V,zudecken,накрити
964,wecken::V,wecken,розбудити
965,zeigen::V,zeigen,показати
966,führen::V,führen,вести
967,lehren::V,lehren,вчити
968,unterrichten::V,unterrichten,викладати
969,aufziehen::V,aufziehen,виховати
970,leiten::V,leiten,керувати
971,antreiben::V,antreiben,підганяти
972,lassen::V,lassen,змусити
973,einladen::V,einladen,запросити
974,vereinigen::V,vereinigen,об’єднати
975,besuchen::V,besuchen,завітати
976,besuchen::V,besuchen,відвідати
977,treffen::V,treffen,зустріти
978,sich versammeln::V,sich versammeln,зібратися
979,spielen::V,spielen,грати
980,singen::V,singen,співати
981,tanzen::V,tanzen,танцювати
982,sich trennen::V,sich trennen,розлучитися
983,verlassen::V,verlassen,покинути
984,retten::V,retten,врятувати
985,bewachen::V,bewachen,охороняти
986,schützen::V,schützen,уберігати
987,verteidigen::V,verteidigen,захистити
988,sich schlagen::V,sich schlagen,битися
989,sich schlagen::V,sich schlagen,дратися
990,schießen::V,schießen,стріляти
991,siegen::V,siegen,перемогти
992,ärgern::V,ärgern,сердити
993,schlagen::V,schlagen,ударити
994,treten::V,treten,штовхати
995,stechen::V,stechen,вколоти
996,stoßen::V,stoßen,штовхнути
997,stehlen::V,stehlen,украсти
998,stören::V,stören,перешкодити
999,belästigen::V,belästigen,докучати
1000,verbergen::V,verbergen,сховати
1001,täuschen::V,täuschen,обдурити
1002,betrügen::V,betrügen,зшахраювати
1003,töten::V,töten,убити
1004,wohnen::V,wohnen,жити
1005,wohnen::V,wohnen,мешкати
1006,arbeiten::V,arbeiten,працювати
1007,sammeln::V,sammeln,зібрати
1008,pflücken::V,pflücken,зривати
1009,jagen::V,jagen,полювати
1010,fischen::V,fischen,рибалити
1011,fassen::V,fassen,піймати
1012,hüten::V,hüten,пасти
1013,treiben::V,treiben,гнати
1014,anbinden::V,anbinden,прив’язати
1015,füttern::V,füttern,годувати
1016,füttern::V,füttern,харчувати
1017,melken::V,melken,доїти
1018,hacken::V,hacken,рубати
1019,gießen::V,gießen,полити
1020,reifen::V,reifen,дозріти
1021,zubereiten::V,zubereiten,зготовити
1022,zubereiten::V,zubereiten,приготувати
1023,kochen::V,kochen,варити
1024,kochen::V,kochen,готувати
1025,backen::V,backen,пекти
1026,braten::V,braten,смажити
1027,umrühren::V,umrühren,переміщати
1028,stricken::V,stricken,в’язати
1029,nähen::V,nähen,шити
1030,färben::V,färben,пофарбувати
1031,reinigen::V,reinigen,очистити
1032,waschen::V,waschen,мити
1033,abwischen::V,abwischen,витерти
1034,spülen::V,spülen,полоскати
1035,fegen::V,fegen,підмітати
1036,kehren::V,kehren,мести
1037,baden::V,baden,купатися
1038,sich waschen::V,sich waschen,митися
1039,ausziehen::V,ausziehen,зняти
1040,anziehen::V,anziehen,надіти
1041,sich anziehen::V,sich anziehen,одягтися
1042,sich anziehen::V,sich anziehen,одягнутися
1043,kämmen::V,kämmen,зачесати
1044,schmücken::V,schmücken,оздобити
1045,sagen::V,sagen,сказати
1046,sprechen::V,sprechen,говорити
1047,reden::V,reden,розмовляти
1048,sich unterhalten::V,sich unterhalten,бесідувати
1049,fragen::V,fragen,запитати
1050,bitten::V,bitten,просити
1051,erzählen::V,erzählen,розповісти
1052,mitteilen::V,mitteilen,повідомити
1053,nennen::V,nennen,назвати
1054,rufen::V,rufen,кликати
1055,prahlen::V,prahlen,хвалитися
1056,übersetzen::V,übersetzen,перекласти
1057,denken::V,denken,думати
1058,denken::V,denken,мислити
1059,glauben::V,glauben,вірити
1060,bemerken::V,bemerken,помітити
1061,erkennen::V,erkennen,пізнати
1062,begreifen::V,begreifen,осягнути
1063,verstehen::V,verstehen,почути
1064,lernen::V,lernen,навчатися
1065,wissen::V,wissen,знати
1066,sich erinnern an::V,sich erinnern an,пам’ятати
1067,vergessen::V,vergessen,забути
1068,messen::V,messen,міряти
1069,zählen::V,zählen,лічити
1070,rechnen::V,rechnen,рахувати
1071,lesen::V,lesen,читати
1072,malen::V,malen,малювати
1073,zeichnen::V,zeichnen,рисувати
1074,schreiben::V,schreiben,писати
1075,besitzen::V,besitzen,мати
1076,kaufen::V,kaufen,купити
1077,verkaufen::V,verkaufen,продати
1078,bezahlen::V,bezahlen,заплатити
1079,zahlen::V,zahlen,платити
1080,beherrschen::V,beherrschen,володіти
1081,ertragen::V,ertragen,витерпіти
