,Concept_ID,de,ta
93,Hügel::N,Hügel,குன்று
94,Anhöhe::N,Anhöhe,பதுக்கை
95,Berg::N,Berg,மலை
96,Gipfel::N,Gipfel,உச்சி மாநாடு
97,Höhle::N,Höhle,குகை
98,Abhang::N,Abhang,சரிவு
99,Quelle::N,Quelle,மூலம்
100,Bach::N,Bach,ஓடை
101,Fluss::N,Fluss,ஆறு
102,Ufer::N,Ufer,நீர்க்கரை
103,Küste::N,Küste,கடற்கரை
104,Festland::N,Festland,நிலம்
105,Meer::N,Meer,கடல்
106,Bucht::N,Bucht,சிறுகுடா
107,Insel::N,Insel,தீவு
108,Blume::N,Blume,பூ
109,Gras::N,Gras,புல்தரை
110,Wurzel::N,Wurzel,வேர்
111,Baum::N,Baum,மரம்
112,Stamm::N,Stamm,அடிமரம்
113,Rinde::N,Rinde,பட்டை
114,Rinde::N,Rinde,மரப்பட்டை
115,Ast::N,Ast,கினை
116,Zweig::N,Zweig,குச்சி
117,Blatt::N,Blatt,இலை
118,Birke::N,Birke,பிர்ச் மரம்
119,Kiefer[Baum]::N,Kiefer,தேவதாரு மரம்
120,Weide[Baum]::N,Weide,மர வகைகளுள் ஒன்று
121,Tanne::N,Tanne,சாதிக்கய்
122,Horn::N,Horn,கொம்பு
123,Feder::N,Feder,இறகு
124,Fell::N,Fell,மென்முடி
125,Flügel::N,Flügel,இறக்கை
126,Klaue::N,Klaue,நகம்
127,Kralle::N,Kralle,நகம்
128,Schwanz::N,Schwanz,வால்
129,Ei::N,Ei,முட்டை
130,Nest::N,Nest,கூடு
131,Bau::N,Bau,குகை
132,Tier::N,Tier,விலங்கு
133,Herde::N,Herde,கூட்டம்
134,Kuh::N,Kuh,பசு
135,Bulle::N,Bulle,காளை
136,Pferd::N,Pferd,குதிரை
137,Schaf::N,Schaf,செம்மறிஆடு
138,Schwein::N,Schwein,பன்றி
139,Hund::N,Hund,நாய்
140,Katze::N,Katze,பூனை
141,Bär::N,Bär,கரடி
142,Eichhörnchen::N,Eichhörnchen,அணில்
143,Elch::N,Elch,கடம்பை
144,Fuchs::N,Fuchs,நரி
145,Hase::N,Hase,முயல்
146,Maus::N,Maus,எலி
147,Wolf::N,Wolf,ஓநாய்
148,Vogel::N,Vogel,பறவை
149,Schwarm::N,Schwarm,தொகுதி
150,Huhn::N,Huhn,கோழிக்குஞசு
151,Hahn::N,Hahn,சேவல்
152,Gans::N,Gans,பெண் வாத்து
153,Adler::N,Adler,பருநது
154,Ente::N,Ente,வாத்து
155,Eule::N,Eule,ஆந்தை
156,Kranich::N,Kranich,நாரை
157,Krähe::N,Krähe,காகம்
158,Kuckuck::N,Kuckuck,குயில்
159,Schwan::N,Schwan,அன்னம்
160,Fisch::N,Fisch,மீன்
161,Barsch::N,Barsch,பேர்ச்
162,Hecht::N,Hecht,கோலாச்சி மீன்
163,Schlange[Tier]::N,Schlange,பாம்பு
164,Wurm::N,Wurm,புழு
165,Spinne::N,Spinne,சிலந்தி
166,Ameise::N,Ameise,எறும்பு
167,Laus::N,Laus,பேன்
168,Mücke::N,Mücke,கொசுவினப்பூச்சி
169,Fliege::N,Fliege,ஈ
170,Schmetterling::N,Schmetterling,வண்ணத்துப்பூச்சி
171,Beere::N,Beere,சதைப்பழம்
172,Apfel::N,Apfel,ஆப்பிள பழம்
173,Pilz::N,Pilz,காளான்
174,Zwiebel::N,Zwiebel,வெங்காயம்
175,Saat::N,Saat,விதை
176,Korn::N,Korn,தானியம்
177,Heu::N,Heu,வைக்கோல்
178,Schale::N,Schale,தோல்
179,Grube::N,Grube,குழி
180,Falle::N,Falle,பொறி
181,Schlinge::N,Schlinge,கண்ணி
182,Spur::N,Spur,சுவடு
183,Asche::N,Asche,சாம்பல்
184,Dreck::N,Dreck,அழுக்கு
185,Eisen::N,Eisen,இரும்பு
186,Gold::N,Gold,தங்கம்
187,Silber::N,Silber,வெள்ளி
188,Kohle::N,Kohle,நிலக்கரி
189,Glas::N,Glas,கண்ணாடி
190,Lehm::N,Lehm,களிமண்
191,Sand::N,Sand,மணல்
192,Mensch::N,Mensch,மனிதர்கள்
193,Mann::N,Mann,மனிதன்
194,Frau::N,Frau,பெண்
195,Kind::N,Kind,குழந்தை
196,Junge::N,Junge,பையன்
197,Mädchen::N,Mädchen,சிறுமி
198,Familie::N,Familie,குடும்பம்
199,Großvater::N,Großvater,தாத்தா
200,Großmutter::N,Großmutter,பாட்டி
201,Eltern::N,Eltern,பெற்றோர்
202,Vater::N,Vater,தந்தை
203,Mutter::N,Mutter,தாய்
204,Sohn::N,Sohn,மகன்
205,Tochter::N,Tochter,மகள்
206,Bruder::N,Bruder,சகோதரன்
207,Schwester::N,Schwester,அக்கா
208,Onkel::N,Onkel,தாய் மாமன்
209,Tante::N,Tante,அத்தை
210,Ehemann::N,Ehemann,கணவன்
211,Ehefrau::N,Ehefrau,மனைவி
212,Freude::N,Freude,கொண்டாட்டம்
213,Gelächter::N,Gelächter,சிரிப்பு
214,Glück::N,Glück,மகிழ்ச்சி
215,Kummer::N,Kummer,துயரம்
216,Wunsch::N,Wunsch,விருப்பம்
217,Lust::N,Lust,விருப்பம்
218,Geist::N,Geist,ஆன்மா
219,Gedanke::N,Gedanke,எண்ணம்
220,Gedächtnis::N,Gedächtnis,ஞாபகம்
221,Verstand::N,Verstand,மனம்
222,Sinn::N,Sinn,அர்த்தம்
223,Grund::N,Grund,காரணம்
224,Wahrheit::N,Wahrheit,உண்நை
225,Gespräch::N,Gespräch,பெசு
226,Märchen::N,Märchen,நம்பத்தகாத கதை
227,Erzählung::N,Erzählung,கதை
228,Nachricht::N,Nachricht,செய்தி
229,Neuigkeit::N,Neuigkeit,செய்தி
230,Name::N,Name,பெயர்
231,Rätsel::N,Rätsel,புதிர்
232,Rede::N,Rede,பேச்சு
233,Sprache::N,Sprache,மொழி
234,Stimme::N,Stimme,குரல்
235,Wort::N,Wort,வார்த்தை
236,Zeichen::N,Zeichen,குறி
237,Ruf::N,Ruf,அழைப்பு
238,Lärm::N,Lärm,சத்தம்
239,Laut::N,Laut,ஒலி
240,Ton::N,Ton,குரல்
241,Lied::N,Lied,பாட்டு
242,Ruhe::N,Ruhe,அமைதி
243,Leute::N,Leute,மக்கள்
244,Volk::N,Volk,மக்கள்
245,Arbeit::N,Arbeit,வேலை
246,Gast::N,Gast,விருந்தாளி
247,Geschenk::N,Geschenk,பரிசுப் பொருள்
248,Spiel::N,Spiel,விளையாட்டு
249,Gesellschaft::N,Gesellschaft,சமுதாயம்
250,Hilfe::N,Hilfe,உதவி
251,Freund::N,Freund,நண்பன்
252,Kamerad::N,Kamerad,உடனிருப்பவன்
253,Angelegenheit::N,Angelegenheit,செய்தி
254,Anzahl::N,Anzahl,எண்ணிக்கை
255,Art::N,Art,வகை
256,Stück::N,Stück,துண்டம்
257,Teil::N,Teil,பகுதி
258,Hälfte::N,Hälfte,பாதி
259,Kreis::N,Kreis,வட்டம்
260,Kreuz::N,Kreuz,சிலுவை
261,Linie::N,Linie,கோடு
262,Strich::N,Strich,வாத நோய்
263,Abstand::N,Abstand,இடைவெளி
264,Entfernung::N,Entfernung,தூரம்
265,Gegend::N,Gegend,வட்டாரம்
266,Platz::N,Platz,வெற்றிடம்
267,Ort::N,Ort,இடம்
268,Seite::N,Seite,பக்கம்
269,Mitte::N,Mitte,இடைப்பகுதி
270,Gegenstand::N,Gegenstand,உருப்படி
271,Sache::N,Sache,பொருள்
272,Rand::N,Rand,தொங்கு
273,Kante::N,Kante,விளிம்பு
274,Ecke::N,Ecke,மூலை
275,Spitze::N,Spitze,முனை
276,Ende::N,Ende,முடிவு
277,Loch::N,Loch,துளை
278,Winkel::N,Winkel,கோணம்
279,Muster::N,Muster,பாங்கு
280,Größe::N,Größe,அளவு
281,Länge::N,Länge,நீளம்
282,Höhe::N,Höhe,உயரம்
283,Gewicht::N,Gewicht,எடை
284,Menge::N,Menge,தொகை
285,Haufen::N,Haufen,குவியல்
286,Reihe::N,Reihe,வரிசை
287,Boot::N,Boot,படகு
288,Ruder::N,Ruder,துடுப்பு
289,Schlitten::N,Schlitten,சகடையிலா வண்டி
290,Ski::N,Ski,பனிச் சறுக்கல்
291,Lagerfeuer::N,Lagerfeuer,மூட்டம்
292,Last::N,Last,பாரம்
293,Gang::N,Gang,நடை
294,Schritt::N,Schritt,காலடி
295,Norden::N,Norden,வடக்கு
296,Süden::N,Süden,தெற்கு
297,Westen::N,Westen,மேற்கு திசை
298,Osten::N,Osten,கிழக்கு
299,Holz::N,Holz,மரக்கட்டை
300,Brett::N,Brett,பலகை
301,Platte::N,Platte,பலகம்
302,Stütze::N,Stütze,அடைப்புகன்
303,Stange::N,Stange,கம்பம்
304,Stock::N,Stock,குச்சி
305,Stab::N,Stab,கம்பு
306,Rohr::N,Rohr,குழாய்
307,Haus::N,Haus,வீடு
308,Heim::N,Heim,வீடு
309,Ofen::N,Ofen,அடுப்பு
310,Fußboden::N,Fußboden,தரை
311,Tisch::N,Tisch,மேசை
312,Stuhl::N,Stuhl,நாற்காலி
313,Wiege::N,Wiege,தொட்டில்
314,Bett::N,Bett,படுக்கை
315,Regal::N,Regal,அலமாரி
316,Kiste::N,Kiste,பெட்டி
317,Fenster::N,Fenster,சாளரம்
318,Tür::N,Tür,கதவு
319,Tor::N,Tor,வாசற்கதவு
320,Zaun::N,Zaun,வேலி
321,Dach::N,Dach,கூரை
322,Leiter::N,Leiter,ஏணி
323,Besen::N,Besen,விளக்குமாறு
324,Spaten::N,Spaten,மண்வெட்டி
325,Schaufel::N,Schaufel,அடிதண்டா
326,Gabel::N,Gabel,முட்கரண்டி
327,Löffel::N,Löffel,கரண்டி
328,Messer::N,Messer,கத்தி
329,Nagel::N,Nagel,ஆணி
330,Netz::N,Netz,வலை
331,Haken::N,Haken,கொக்கி
332,Griff::N,Griff,கைப்பிடி
333,Schloss::N,Schloss,பூட்டு
334,Bild::N,Bild,படம்
335,Figur::N,Figur,எண்ணிக்கை
336,Puppe::N,Puppe,பொம்மை
337,Beutel::N,Beutel,பை
338,Bündel::N,Bündel,பொதி
339,Tasche::N,Tasche,பை
340,Eimer::N,Eimer,வாளி
341,Deckel::N,Deckel,உறை
342,Geschirr::N,Geschirr,பாத்திரம்
343,Sack::N,Sack,பை
344,Tasse::N,Tasse,கிண்ணம்
345,Topf::N,Topf,பானை
346,Kessel::N,Kessel,கெண்டி
347,Essen::N,Essen,உணவருந்துதல்
348,Nahrung::N,Nahrung,உணவு
349,Speise::N,Speise,உணவு வகை
350,Fleisch::N,Fleisch,இறைச்சி
351,Getreide::N,Getreide,மக்காச்சோளம்
352,Brei::N,Brei,கஞ்சி
353,Brot::N,Brot,ரொட்டி
354,Scheibe::N,Scheibe,துண்டு
355,Fett::N,Fett,கொழுப்பு
356,Butter::N,Butter,வெண்ணெய்
357,Öl::N,Öl,எண்ணெய்
358,Salz::N,Salz,உப்பு
359,Suppe::N,Suppe,ரசம்
360,Honig::N,Honig,தேன்
361,Milch::N,Milch,பால்
362,Tee::N,Tee,தெனீர்
363,Leder::N,Leder,பதம் செய்யப்பட்ட தோல்
364,Wolle::N,Wolle,கம்பளி
365,Stoff::N,Stoff,துணி
366,Nadel::N,Nadel,ஊசி
367,Faden::N,Faden,நூல்
368,Knopf::N,Knopf,பொத்தான்
369,Knoten::N,Knoten,முடிச்சு
370,Farbe::N,Farbe,வண்ணக் குழம்பு
371,Kleidung::N,Kleidung,ஆடைகள்
372,Hemd::N,Hemd,சட்டை
373,Kragen::N,Kragen,கழுத்துப் பட்டை
374,Ärmel::N,Ärmel,சட்டைக்கை
375,Hose::N,Hose,கால்சட்டை
376,Gürtel::N,Gürtel,பெல்ட்
377,Mütze::N,Mütze,தொப்பி
378,Schuh::N,Schuh,காலணி
379,Stiefel::N,Stiefel,காலணி
380,Ring::N,Ring,மோதிரம்
381,Band::N,Band,நாடா
382,Kamm::N,Kamm,கீப்பு
383,Spiegel::N,Spiegel,ஆடி
384,Spiegel::N,Spiegel,கண்ணாடி
385,Riemen::N,Riemen,வார்
386,Schnur::N,Schnur,கயிறு
387,Leine::N,Leine,தோல்வார்
388,Decke::N,Decke,போர்வை
389,Kissen::N,Kissen,தலையணை
390,Tuch::N,Tuch,துணி
391,Handtuch::N,Handtuch,தண்டு
392,Kraft::N,Kraft,நிர்பந்தம்
393,Stärke::N,Stärke,பலம்
394,Gesundheit::N,Gesundheit,ஆரோக்கியம்
395,Krankheit::N,Krankheit,நோய்
396,Schmerz::N,Schmerz,வலி
397,Wunde::N,Wunde,காயம்
398,Fieber::N,Fieber,காய்ச்சல்
399,Arznei::N,Arznei,மருந்து
400,Brücke::N,Brücke,பாலம்
401,Brunnen::N,Brunnen,கேணி
402,Weide::N,Weide,மேய்ச்சல் நிலம்
403,Pfad::N,Pfad,நடை வழி
404,Weg::N,Weg,வழி
405,Straße::N,Straße,சாலை
406,Dorf::N,Dorf,கிராமம்
407,Stadt::N,Stadt,நகரம்
408,Brief::N,Brief,கடிதம்
409,Buch::N,Buch,புத்தகம்
410,Buchstabe::N,Buchstabe,எழத்து
411,Zeitung::N,Zeitung,செய்தித்தாள்
412,Leben::N,Leben,வாழ்க்கை
413,Tod::N,Tod,மரணம்
414,Grab::N,Grab,சமாதி
415,Kirche::N,Kirche,தேவாலயம்
416,Sünde::N,Sünde,பாவம்
417,Gott::N,Gott,கடவுள்
418,Arbeiter::N,Arbeiter,தொழிலாளி
419,Chef::N,Chef,மேலாளர்
420,Meister::N,Meister,தலைவன்
421,Arzt::N,Arzt,மருத்துவர்
422,Lehrer::N,Lehrer,ஆசிரியர்
423,Geld::N,Geld,பணம்
424,Geschäft::N,Geschäft,வாணிபம்
425,Laden::N,Laden,கடை
426,Preis::N,Preis,விலை
427,Ware::N,Ware,சாமன்கள்
428,Nutzen::N,Nutzen,இலாபம்
429,Reichtum::N,Reichtum,சொத்து
430,Welt::N,Welt,உலகம்
431,Land::N,Land,நாடு
432,Staat::N,Staat,நாடு
433,König::N,König,அரசன்
434,Macht::N,Macht,அதிகாரம்
435,Grenze::N,Grenze,எல்லை
436,Krieg::N,Krieg,போர்
437,Feind::N,Feind,எதிரி
438,Gewalt::N,Gewalt,வன்முறை
439,Kampf::N,Kampf,போராட்டம்
440,Bogen[Waffe]::N,Bogen,வில்
441,Pfeil::N,Pfeil,அம்பு
442,Gewehr::N,Gewehr,துப்பாக்கி
443,Fehler::N,Fehler,தவறு
444,Lüge::N,Lüge,பொய்
445,Schaden::N,Schaden,சேதாரம்
446,Unglück::N,Unglück,இடையூறு
447,Schuld::N,Schuld,குற்றம்
448,Alter::N,Alter,வயது
449,Schluss::N,Schluss,முடிவு
450,Zeit::N,Zeit,காலம்
451,Tag::N,Tag,நாள்
452,Morgen::N,Morgen,காலை நேரம்
453,Mittag::N,Mittag,மதியம்
454,Abend::N,Abend,மாலைப் பொழுது
455,Nacht::N,Nacht,இரவு
456,Woche::N,Woche,வாரம்
457,Monat::N,Monat,மாதம்
458,Jahr::N,Jahr,வருடம்
459,Frühling::N,Frühling,வசந்தம்
460,Sommer::N,Sommer,கோடை
461,Herbst::N,Herbst,இலையுதிர் காலம்
462,Winter::N,Winter,குளிர்காலம்
463,Januar::N,Januar,ஜனவரி
464,Februar::N,Februar,பிபரவரி மாதம்
465,März::N,März,மார்ச் மாதம்
466,April::N,April,ஏப்ரல் மாதம்
467,Mai::N,Mai,மே மாதம்
468,Juni::N,Juni,ஜூன் மாதம்
469,Juli::N,Juli,ஜூலை மாதம்
470,August::N,August,ஆகஸ்ட் மாதம்
471,September::N,September,செப்டம்பர் மாதம்
472,Oktober::N,Oktober,அக்டோபர் மாதம்
473,November::N,November,நவம்பர் மாதம்
474,Dezember::N,Dezember,டிசம்பர்
475,Montag::N,Montag,திங்கட் கிழமை
476,Dienstag::N,Dienstag,செவ்வாய்க்கிழமை
477,Mittwoch::N,Mittwoch,புதன் கிழமை
478,Donnerstag::N,Donnerstag,வியாழக் கிழமை
479,Freitag::N,Freitag,வெள்ளிக்கிழமை
480,Samstag::N,Samstag,சனிக்கிழமை
481,Sonntag::N,Sonntag,ஞாயிறுக் கிழமை
482,groß::A,groß,பெரிய
483,klein::A,klein,சிறிய
484,lang::A,lang,நீண்ட
485,kurz::A,kurz,குட்டையான
486,breit::A,breit,அகலமான
487,schmal::A,schmal,குறுகலான
488,dicht::A,dicht,அடர்த்தியான
489,dick[Gegenstand]::A,dick,தடித்த
490,dünn::A,dünn,சன்னமான
491,fein::A,fein,மெல்லிய
492,fest::A,fest,உறுதியாள
493,flach::A,flach,தட்டையான
494,glatt::A,glatt,வழுவழுப்பான
495,hart::A,hart,கடினமான
496,weich::A,weich,மென்மையான
497,rund::A,rund,உருண்டையான
498,spitz::A,spitz,திகந்தமாக
499,scharf::A,scharf,கூரான
500,stumpf::A,stumpf,உளம் திறந்த
501,schwer::A,schwer,கனமான
502,schön::A,schön,அழகான
503,heiß::A,heiß,சூடான
504,warm::A,warm,இதமான
505,kalt::A,kalt,குளிர்ச்சியான
506,kühl::A,kühl,குளிர்ச்சியான
507,frisch::A,frisch,சுத்தமான
508,feucht::A,feucht,ஈரமான
509,nass::A,nass,ஈரமான
510,trocken::A,trocken,உலர்ந்த
511,voll::A,voll,நிரம்பிய
512,leer::A,leer,காலியான
513,offen::A,offen,திறந்த
514,geschlossen::A,geschlossen,மூடப்பட்ட
515,sauber::A,sauber,சுத்தமான
516,schmutzig::A,schmutzig,அழக்கான
517,roh::A,roh,கச்சா
518,reif::A,reif,பழுத்த
519,lecker::A,lecker,சுவைமிக்க
520,süß::A,süß,இனிப்பான
521,bitter::A,bitter,கசப்பான
522,sauer::A,sauer,புளிப்பாக
523,hell::A,hell,பளபளப்பான
524,dunkel::A,dunkel,கருமையான
525,schwarz::A,schwarz,கருப்பு வண்ண
526,weiß::A,weiß,வெண்மையன
527,rot::A,rot,சிவப்பு
528,gelb::A,gelb,மஞ்சள் வண்ணம்
529,blau::A,blau,நீல வண்ண
530,grün::A,grün,பச்சை வண்ண
531,grau::A,grau,சாம்பல் நிற
532,bunt::A,bunt,வண்ண மயமான
533,billig::A,billig,மலிவான
534,teuer::A,teuer,விலை அதிகமான
535,wertvoll::A,wertvoll,மதிப்புள்ள
536,blind::A,blind,பார்வையற்ற
537,taub::A,taub,செவிடான
538,kräftig::A,kräftig,வலிமையான
539,stark::A,stark,பலமான
540,schwach::A,schwach,பலவீனமான
541,fett::A,fett,பருமனாக
542,schlank::A,schlank,ஒல்லியான
543,hübsch::A,hübsch,அழகிய
544,böse::A,böse,கேடு விளைவிக்கும்
545,dumm::A,dumm,முட்டாள்தனமான
546,faul::A,faul,சோம்பலான
547,fleißig::A,fleißig,ஊக்கந்தளராத
548,geizig::A,geizig,கஞேசத்தனமான
549,klug::A,klug,சாதுரியமான
550,geschickt::A,geschickt,திறமையள்ள
551,lieb::A,lieb,அன்புக்குரிய
552,lustig::A,lustig,களிப்புமிக்க
553,sanft::A,sanft,சாதுவான
554,hungrig::A,hungrig,பசியுடன்
555,krank::A,krank,நோயுற்று
556,nackt::A,nackt,ஆடையற்ற
557,traurig::A,traurig,சோகமான
558,lebendig::A,lebendig,பிழைப்பு
559,gut::A,gut,நல்ல
560,schlecht::A,schlecht,கெட்ட
561,richtig::A,richtig,சரியான
562,schlimm::A,schlimm,அருவருப்பான
563,wahr::A,wahr,உண்மையான
564,alt::A,alt,பழைய
565,neu::A,neu,புதிய
566,ehemalig::A,ehemalig,முன்நாள்
567,alt[Lebewesen]::A,alt,வயதான
568,jung::A,jung,இளமையான
569,arm::A,arm,ஏழ்மையான
570,reich::A,reich,செல்வம் படைத்த
571,bekannt::A,bekannt,பழக்கப்பட்ட
572,berühmt::A,berühmt,புகழ்பெற்ற
573,fremd::A,fremd,அயல் நாட்டு
574,verschieden::A,verschieden,வித்தியாசமான
575,nah::A,nah,பக்கத்தில் உள்ள
576,fern::A,fern,தொலை தூரத்தில்
577,linker::A,linker,மீந்திருக்கும்
578,rechter::A,rechter,வலதுபக்கம்
579,anderer::A,anderer,மற்ற
580,erster::A,erster,முதனமையான
581,zweiter::A,zweiter,இரண்டாவது
582,dritter::A,dritter,மூன்றாவது
583,letzter::A,letzter,கடைசி
584,allein::ADV,allein,தனியாக
585,auf einmal::ADV,auf einmal,தடீரென்று
586,zusammen::ADV,zusammen,சேர்ந்து
587,lange::ADV,lange,அதிக நோம்
588,plötzlich::ADV,plötzlich,தடீரென்று
589,sofort::ADV,sofort,உடனடியாக
590,später::ADV,später,பிறகு
591,jetzt::ADV,jetzt,இப்பொழது
592,heute::ADV,heute,இன்று
593,morgen::ADV,morgen,நாளைக்கு
594,bald::ADV,bald,சீக்கிரம்
595,dann::ADV,dann,அப்பொழுது
596,gestern::ADV,gestern,நேற்று
597,einst::ADV,einst,ஒரே முறை
598,damals::ADV,damals,அப்பொழுது
599,danach::ADV,danach,பிற்பாடு
600,vorher::ADV,vorher,முன்பாக
601,zuerst::ADV,zuerst,முதலில்
602,einmal::ADV,einmal,ஒரே முறை
603,manchmal::ADV,manchmal,சில நேரங்களில்
604,oft::ADV,oft,அடிக்கடி
605,immer::ADV,immer,எப்பொழுதும்
606,niemals::ADV,niemals,ஒருபோதும் இல்லை
607,hier::ADV,hier,இங்கே
608,hierhin::ADV,hierhin,இவ்விடத்திற்கு
609,von hier::ADV,von hier,இனி
610,dort::ADV,dort,அங்கே
611,dorthin::ADV,dorthin,அவ்விடத்திற்கு
612,geradeaus::ADV,geradeaus,முன்னாலிருக்கும்
613,vorwärts::ADV,vorwärts,முன்புறமாக
614,rückwärts::ADV,rückwärts,பின்னோக்கி
615,zurück::ADV,zurück,பின்பக்கம்
616,unten::ADV,unten,கீழாக
617,hinab::ADV,hinab,கீழ் நோக்கி
618,oben::ADV,oben,மேலே
619,hinauf::ADV,hinauf,மேலே
620,überall::ADV,überall,எல்லா இடத்திலும்
621,nicht::ADV,nicht,இல்லை
622,ein wenig::ADV,ein wenig,கொஞ்சம்
623,kaum::ADV,kaum,அரிதாக
624,sehr::ADV,sehr,மிக்க
625,so::ADV,so,மிகவும்
626,noch::ADV,noch,இப்பொழுதும்
627,nur::ADV,nur,மட்டும்
628,schon::ADV,schon,ஏற்கனவே
629,wieder::ADV,wieder,மறுபடியும்
630,vergebens::ADV,vergebens,வீண்
631,vor::PRP,vor,முன்
632,hinter::PRP,hinter,பின்பக்கம்
633,unter::PRP,unter,கீழே
634,durch::PRP,durch,ஊடே
635,neben::PRP,neben,அடுத்து
636,zwischen::PRP,zwischen,இடையில்
637,wegen::PRP,wegen,ஏனெனில்
638,dies::PRN,dies,இது
639,das::PRN,das,அது
640,alles::PRN,alles,ஒவ்வொன்றும்
641,ich::PRN,ich,நான்
642,du::PRN,du,நீ
643,er::PRN,er,அவன்
644,wir::PRN,wir,நாம்
645,wir::PRN,wir,நாங்கள்
646,ihr::PRN,ihr,நீங்கள்
647,sie::PRN,sie,அவர்கள்
648,was::FPRN,was,என்ன
649,wer::FPRN,wer,யார்
650,wo::FADV,wo,எங்கே
651,wohin::FADV,wohin,எதற்கு
652,wie::FADV,wie,எப்படி
653,warum::FADV,warum,ஏன்
654,wieviel::FNUM,wieviel,எவ்வளவு
655,eins::NUM,eins,ஒன்று
656,zwei::NUM,zwei,இரண்டு
657,drei::NUM,drei,மூன்று
658,vier::NUM,vier,நான்கு
659,fünf::NUM,fünf,ஐந்து
660,sechs::NUM,sechs,ஆறு
661,sieben::NUM,sieben,ஏழு
662,acht::NUM,acht,எட்டு
663,neun::NUM,neun,ஒன்பது
664,zehn::NUM,zehn,பத்து
665,elf::NUM,elf,பதினொன்று
666,zwölf::NUM,zwölf,பன்னிரண்டு
667,zwanzig::NUM,zwanzig,இருபது
668,dreißig::NUM,dreißig,முப்பது
669,vierzig::NUM,vierzig,நாற்பது
670,fünfzig::NUM,fünfzig,ஐமபது
671,sechzig::NUM,sechzig,அறுபது
672,siebzig::NUM,siebzig,எழுபது
673,achtzig::NUM,achtzig,எண்பது
