,Concept_ID,mn,lez
105,Tropfen::N,дусал,стӏал
106,Schaum::N,хөөс,каф
107,Schmutz::N,хир,чирк
108,Schmutz::N,хир,кьуруш
109,Schmutz::N,шавхай,чирк
110,Schmutz::N,шавхай,кьуруш
111,See::N,нуур,вир
112,Sumpf::N,намаг,уьлен
113,Sumpf::N,балчиг,уьлен
114,Moor::N,хүлрийн намаг,
115,Wiese::N,нуга,векь
116,Wald::N,ой,там
117,Hügel::N,болдог,кӏунтӏ
118,Anhöhe::N,гүвээ,тепе
119,Anhöhe::N,гүвээ,гьуьндуьрвал
120,Berg::N,уул,дагъ
121,Gipfel::N,орой,кӏукӏ
122,Gipfel::N,оргил,кӏукӏ
123,Höhle::N,агуй,кьветӏ
124,Abhang::N,хүр,гуьне
125,Quelle::N,булаг,чешме
126,Bach::N,горхи,булах
127,Fluss::N,гол,вацӏ
128,Fluss::N,мөрөн,вацӏ
129,Ufer::N,эрэг,къерех
130,Küste::N,эрэг,къерех
131,Festland::N,хуурай газар,кьурамат
132,Meer::N,далай,гьуьл
133,Meer::N,тэнгис,гьуьл
134,Bucht::N,булан,бухта
135,Bucht::N,далайн тохой,бухта
136,Insel::N,арал,остров
137,Blume::N,цэцэг,цуьк
138,Gras::N,өвс,хъач
139,Gras::N,ногоо,хъач
140,Wurzel::N,үндэс,дувул
141,Baum::N,мод,ттар
142,Stamm::N,иш,тан
143,Stamm::N,гуалин,тан
144,Rinde::N,холтос,чкал
145,Ast::N,гишүү,тӏур
146,Zweig::N,салаа,хел
147,Blatt::N,навч,пеш
148,Birke::N,хус,верх
149,Kiefer[Baum]::N,нарс,шамагъаж
150,Weide[Baum]::N,уд,цӏвелин ттар
151,Weide[Baum]::N,бургас,цӏвелин ттар
152,Tanne::N,гачуур,ель
153,Horn::N,эвэр,карч
154,Feder::N,өд,цӏакул
155,Fell::N,арьс,хам
156,Flügel::N,жигүүр,лув
157,Flügel::N,далавч,лув
158,Klaue::N,савар,къармах
159,Klaue::N,хумс,къармах
160,Kralle::N,савар,пац
161,Kralle::N,савар,тапас
162,Schwanz::N,сүүл,ттум
163,Ei::N,өндөг,кака
164,Nest::N,үүр,муг
165,Bau::N,нүх,тӏеквен
166,Bau::N,элүү,тӏеквен
167,Tier::N,амьтан,гьайван
168,Tier::N,адгуус,гьайван
169,Herde::N,сүрэг,суьруь
170,Kuh::N,үнээ,ккал
171,Bulle::N,бух,яц
172,Bulle::N,бух,бугъа
173,Pferd::N,морь,балкӏан
174,Pferd::N,адуу,балкӏан
175,Schaf::N,хонь,хеб
176,Schwein::N,гахай,вак
177,Hund::N,нохой,кицӏ
178,Katze::N,муур,кац
179,Katze::N,мигуй,кац
180,Bär::N,баавгай,сев
181,Eichhörnchen::N,хэрэм,белка
182,Elch::N,хандгай,лось
183,Fuchs::N,үнэг,сикӏ
184,Hase::N,туулай,къуьр
185,Maus::N,хулгана,кьиф
186,Wolf::N,чоно,жанавур
187,Vogel::N,шувуу,луван ничхир
188,Schwarm::N,сүрэг,луж
189,Huhn::N,тахиа,верч
190,Hahn::N,эр тахиа,кӏек
191,Gans::N,галуу,къаз
192,Adler::N,бүргэд,лекь
193,Ente::N,нугас,пӏатӏ
194,Eule::N,ууль,тӏиб
195,Kranich::N,тогоруу,дурна
196,Krähe::N,хэрээ,къаргъа
197,Kuckuck::N,хөхөө,кукупӏ
198,Schwan::N,хун,къугь
199,Fisch::N,загас,гъед
200,Barsch::N,алгана,окунь
201,Hecht::N,цурхай,щука
202,Schlange[Tier]::N,могой,илан
203,Schlange[Tier]::N,могой,гъуьлягъ
204,Wurm::N,өт,квак
205,Wurm::N,хорхой,квак
206,Spinne::N,аалз,хуьшрекан
207,Ameise::N,шоргоолж,цегв
208,Laus::N,бөөс,нет
209,Mücke::N,шумуул,ветӏ
210,Fliege::N,ялаа,тӏветӏ
211,Schmetterling::N,эрвээхэй,чепелукь
212,Beere::N,жимсгэнэ,куьлуь емиш
213,Apfel::N,алим,ич
214,Pilz::N,мөөг,къарникъуз
215,Zwiebel::N,сонгино,чичӏек
216,Saat::N,тариа,тумар
217,Korn::N,үр,твар
218,Korn::N,мөхлөг,твар
219,Heu::N,өвс,векь
220,Heu::N,өвс,векьер
221,Schale::N,хальс,пириш
222,Schale::N,хальс,хъуьруьш
223,Grube::N,алам,фур
224,Grube::N,нүх,фур
225,Falle::N,хавх,ракьар
226,Falle::N,занга,ракьар
227,Schlinge::N,урхи,гьалкъа
228,Spur::N,мөр,гел
229,Asche::N,үнс,руьхъ
230,Dreck::N,хир,чирк
231,Dreck::N,хир,кьуруш
232,Eisen::N,төмөр,ракь
233,Gold::N,алт,алтун
234,Silber::N,мөнгө,гимиш
235,Kohle::N,нүүрс,цӏивин
236,Glas::N,шил,шуьше
237,Lehm::N,шавар,ччеб
238,Sand::N,элс,къум
239,Mensch::N,хүн,инсан
240,Mann::N,эр,итим
241,Mann::N,эрэгтэй,итим
242,Frau::N,эмэгтэй,паб
243,Frau::N,эмэгтэй,дишегьли
244,Frau::N,хатагтай,паб
245,Frau::N,хатагтай,дишегьли
246,Kind::N,хүүхэд,аял
247,Junge::N,хүү,гада
248,Mädchen::N,охин,руш
249,Mädchen::N,бүсгүй,руш
250,Familie::N,айл,хзан
251,Familie::N,айл,килфет
252,Großvater::N,өвгөн аав,чӏехи буба
253,Großmutter::N,эмэг эх,чӏехи диде
254,Großmutter::N,эмгээ,чӏехи диде
255,Eltern::N,эцэг эх,диде-буба
256,Vater::N,аав,буба
257,Vater::N,эцэг,буба
258,Mutter::N,эх,диде
259,Mutter::N,ээж,диде
260,Sohn::N,хүү,хва
261,Tochter::N,охин,руш
262,Bruder::N,ах,стха
263,Bruder::N,дүү,стха
264,Schwester::N,эгч,вах
265,Schwester::N,охин дүү,вах
266,Onkel::N,авга ах,ими
267,Onkel::N,авга ах,халу
268,Onkel::N,нагац ах,ими
269,Onkel::N,нагац ах,халу
270,Tante::N,авга эгч,эме
271,Tante::N,авга эгч,хала
272,Tante::N,нагац эгч,эме
273,Tante::N,нагац эгч,хала
274,Ehemann::N,нөхөр,гъуьл
275,Ehefrau::N,эхнэр,паб
276,Ehefrau::N,гэргий,паб
277,Freude::N,баяр,шадвал
278,Freude::N,баясгалан,шадвал
279,Gelächter::N,инээдэм,хъвер
280,Glück::N,жаргалан,бахт
281,Kummer::N,гаслан,дерт
282,Kummer::N,гаслан,хажалат
283,Wunsch::N,ерөөл,мурад
284,Lust::N,дур,гьевес
285,Lust::N,хүсэл,гьевес
286,Geist::N,оюун,руьгь
287,Gedanke::N,сэтгэл,фикир
288,Gedächtnis::N,ой,
289,Gedächtnis::N,цээж,
290,Verstand::N,ухаан,акьул
291,Sinn::N,утга,мана
292,Grund::N,учир,себеб
293,Wahrheit::N,үнэн,керчек
294,Wahrheit::N,үнэн,гьакъикъат
295,Gespräch::N,яриа,ихтилат
296,Märchen::N,явган үлгэр,мах
297,Erzählung::N,тууж,кьиса
298,Nachricht::N,мэдээ,хабар
299,Neuigkeit::N,сонин,цӏийи хабар
300,Name::N,нэр,тӏвар
301,Rätsel::N,оньсого,мискӏал
302,Rede::N,хэлсэн үг,рахун
303,Sprache::N,хэл,чӏал
304,Stimme::N,дуу,ван
305,Wort::N,үг,гаф
306,Zeichen::N,тамга,ишара
307,Zeichen::N,тэмдэг,ишара
308,Ruf::N,дуудлага,эвер
309,Lärm::N,шуугиан,ван-сес
310,Lärm::N,чимээ,ван-сес
311,Laut::N,анир,ван
312,Laut::N,анир,сес
313,Laut::N,дуу,ван
314,Laut::N,дуу,сес
315,Ton::N,авиа,ван-сес
316,Ton::N,аялгуу,ван-сес
317,Lied::N,дуу,мани
318,Ruhe::N,энх,ласвал
319,Ruhe::N,энх,фаракъат
320,Ruhe::N,энх,асайиш
321,Ruhe::N,тайван,ласвал
322,Ruhe::N,тайван,фаракъат
323,Ruhe::N,тайван,асайиш
324,Leute::N,хүмүүс,инсанар
325,Volk::N,улс,халкь
326,Arbeit::N,ажил,кӏвалах
327,Arbeit::N,хөдөлмөр,кӏвалах
328,Gast::N,зочин,мугьман
329,Gast::N,айлчин,мугьман
330,Geschenk::N,бэлэг,савкьат
331,Spiel::N,наадам,къугъун
332,Spiel::N,тоглоом,къугъун
333,Gesellschaft::N,хамт байх,жемят
334,Gesellschaft::N,хамт байх,общество
335,Hilfe::N,тусламж,куьмек
336,Freund::N,найз,дуст
337,Freund::N,нөхөр,дуст
338,Kamerad::N,хань,яр-дуст
339,Kamerad::N,нөхөр,яр-дуст
340,Angelegenheit::N,хэрэг,кар
341,Anzahl::N,тоо,сан
342,Anzahl::N,тоо,кьадар
343,Art::N,төрөл,жуьре
344,Art::N,янз,жуьре
345,Stück::N,хэсэг,кӏус
346,Teil::N,хувь,пай
347,Teil::N,хэсэг,пай
348,Hälfte::N,хагас,зур
349,Hälfte::N,хагас,зур пай
350,Kreis::N,тойрог,круг
351,Kreis::N,тойрог,чкаяр
352,Kreis::N,тойрог,элкъвей цӏар
353,Kreis::N,хүрээ,круг
354,Kreis::N,хүрээ,чкаяр
355,Kreis::N,хүрээ,элкъвей цӏар
356,Kreuz::N,загалмай,хаш
357,Linie::N,шугам,цӏар
358,Strich::N,зураас,цӏар
359,Abstand::N,зай,ара
360,Entfernung::N,зай,мензил
361,Entfernung::N,хол ойр,мензил
362,Gegend::N,хавь,чка
363,Gegend::N,газар,чка
364,Platz::N,зай,ара
365,Platz::N,завсар,ара
366,Ort::N,газар,чка
367,Ort::N,байр,чка
368,Seite::N,тал,пад
369,Seite::N,этгээд,пад
370,Mitte::N,төв,юкь
371,Mitte::N,дунд,юкь
372,Gegenstand::N,юм,затӏ
373,Sache::N,үйл,шей
374,Sache::N,үйл,затӏ
375,Sache::N,хэрэг,шей
376,Sache::N,хэрэг,затӏ
377,Rand::N,зах,къерех
378,Rand::N,хөвөө,къерех
379,Kante::N,ирмэг,син
380,Ecke::N,өнцөг,пӏипӏ
381,Spitze::N,үзүүр,кӏвенкӏв
382,Ende::N,зах,кьил
383,Ende::N,үзүүр,кьил
384,Loch::N,цоорхой,тӏеквен
385,Loch::N,онгорхой,тӏеквен
386,Winkel::N,өнцөг,пӏипӏ
387,Muster::N,хээ,гишир
388,Muster::N,угалз,гишир
389,Größe::N,хэмжээ,кьадар
390,Länge::N,урт,яргъивал
391,Höhe::N,өндөр,кьакьанвал
392,Gewicht::N,жин,заланвал
393,Menge::N,тоо,кьадар
394,Haufen::N,бөөн,хара
395,Reihe::N,эгнээ,жерге
396,Boot::N,завь,луьткве
397,Ruder::N,сэлүүр,кьусу
398,Schlitten::N,чарга,гъелерар
399,Ski::N,цана,
400,Lagerfeuer::N,түүдэг,цӏай
401,Last::N,ачаа,заланвал
402,Gang::N,явдал,ериш
403,Schritt::N,алхам,къадам
404,Norden::N,умар,кефер
405,Norden::N,умар,кефер пад
406,Süden::N,урд,кьибле
407,Süden::N,өмнө,кьибле
408,Westen::N,өрнө,рагъакӏидай пад
409,Westen::N,баруун,рагъакӏидай пад
410,Osten::N,зүүн,рагъэкъечӏдай пад
411,Osten::N,дорно,рагъэкъечӏдай пад
412,Holz::N,мод,кӏарас
413,Brett::N,банз,кьул
414,Brett::N,банз,тахта
415,Platte::N,хавтан,
416,Stütze::N,тулгуур,даях
417,Stütze::N,тулга,даях
418,Stange::N,сургааг,юрк
419,Stock::N,саваа,лаш
420,Stab::N,таяг,юрк
421,Rohr::N,хоолой,турба
422,Haus::N,гэр,ужагъ
423,Haus::N,байшин,ужагъ
424,Heim::N,гэр,кӏвал
425,Ofen::N,зуух,пич
426,Ofen::N,пийшин,пич
427,Fußboden::N,шал,кӏвалин ччил
428,Tisch::N,ширээ,стол
429,Stuhl::N,сандал,стул
430,Wiege::N,өлгий,кьеб
431,Bett::N,ор,тахт
432,Regal::N,тавиур,кьацӏ
433,Kiste::N,авдар,ящик
434,Kiste::N,хайрцаг,ящик
435,Fenster::N,гэгээвч,дакӏар
436,Tür::N,үүд,рак
437,Tür::N,хаалга,рак
438,Tor::N,хаалга,варар
439,Zaun::N,хашаа,пару
440,Dach::N,дээвэр,къав
441,Leiter::N,шат,гурар
442,Besen::N,хамуур,таран кул
443,Besen::N,туужуу,таран кул
444,Spaten::N,хүрз,ппер
445,Schaufel::N,хүрз,хекендаз
446,Gabel::N,сэрээ,шиш
447,Löffel::N,халбага,тӏур
448,Messer::N,хутга,чукӏул
449,Nagel::N,хадаас,мих
450,Netz::N,өөш,чил
451,Netz::N,тор,чил
452,Haken::N,гох,къармах
453,Griff::N,иш,ттум
454,Griff::N,сэнж,ттум
455,Schloss::N,цуурга,куьлег
456,Schloss::N,цоож,куьлег
457,Bild::N,зураг,шикил
458,Bild::N,зураг,суьрет
459,Figur::N,баримал,фигура
460,Puppe::N,хүүхэлдэй,нини
461,Beutel::N,агсаа,тагъар
462,Beutel::N,уут,тагъар
463,Bündel::N,боодол,галгам
464,Tasche::N,цүнх,чанта
465,Eimer::N,хөнөг,ведре
466,Eimer::N,хувин,ведре
467,Deckel::N,таг,кьил
468,Deckel::N,таг,къалпагъ
469,Deckel::N,хавхаг,кьил
470,Deckel::N,хавхаг,къалпагъ
471,Geschirr::N,сав суулга,къаб-къажах
472,Sack::N,шуудай,чувал
473,Tasse::N,аяга,сукӏра
474,Topf::N,тогоо,къажгъан
475,Kessel::N,тогоо,къажгъан
476,Essen::N,идээ,тӏуьн
477,Nahrung::N,хүнс,тӏуьн
478,Speise::N,идээ,хуьрек
479,Fleisch::N,мах,як
480,Getreide::N,будаа,техил
481,Brei::N,богшмол,хапӏа
482,Brei::N,богшмол,хешил
483,Brei::N,будаа,хапӏа
484,Brei::N,будаа,хешил
485,Brot::N,талх,фу
486,Scheibe::N,зүсэм,чӏук
487,Scheibe::N,хэрчим,чӏук
488,Fett::N,өөх,ягълу
489,Butter::N,тос,гъери
490,Öl::N,тос,ягълу
491,Salz::N,давс,кьел
492,Suppe::N,шөл,суп
493,Suppe::N,шөл,шурпа
494,Honig::N,бал,вирт
495,Milch::N,сүү,нек
496,Tee::N,цай,чай
497,Leder::N,арьс,тумаж
498,Leder::N,савхи,тумаж
499,Wolle::N,ноос,йис
500,Wolle::N,унгас,йис
501,Stoff::N,бөс,парча
502,Nadel::N,зүү,раб
503,Faden::N,боолт,гъал
504,Faden::N,утас,гъал
505,Knopf::N,товч,дуьгме
506,Knoten::N,зангилаа,тӏвал
507,Farbe::N,будаг,ранг
508,Kleidung::N,хувцас,партал
509,Hemd::N,цамц,перем
510,Kragen::N,зах заам,хев
511,Ärmel::N,ханцуй,хел
512,Hose::N,өмд,шалвар
513,Gürtel::N,бүс,чӏул
514,Mütze::N,малгай,бармак
515,Mütze::N,малгай,бапӏах
516,Mütze::N,бүрх,бармак
517,Mütze::N,бүрх,бапӏах
518,Schuh::N,туфли,ботинка
519,Stiefel::N,гутал,чекме
520,Ring::N,бөгж,тупӏал
521,Band::N,тууз,тасма
522,Kamm::N,сам,регъ
523,Spiegel::N,толь,гуьзгуь
524,Riemen::N,тасам,къайиш
525,Riemen::N,сур,къайиш
526,Schnur::N,татлага,еб
527,Leine::N,оосор,
528,Decke::N,хөнжил,яргъан
529,Decke::N,хучлага,яргъан
530,Kissen::N,дэр,хъуьцуьган
531,Tuch::N,алчуур,шал
532,Tuch::N,даавуу,шал
533,Handtuch::N,алчуур,дасмал
534,Kraft::N,чадал,гуж
535,Kraft::N,хүч,гуж
536,Stärke::N,эрч,къуват
537,Stärke::N,тэнхээ,къуват
538,Gesundheit::N,бие,сагъвал
539,Gesundheit::N,эрүүл мэнд,сагъвал
540,Krankheit::N,эмгэг,тӏал
541,Schmerz::N,өвчин,тӏал
542,Schmerz::N,өвчин,тӏарвал
543,Wunde::N,шарх,хер
544,Fieber::N,халуун,ифин
545,Arznei::N,эм,дарман
546,Brücke::N,гүүр,муьгъ
547,Brunnen::N,худаг,къуй
548,Weide::N,бэлчээр,уьруьш
549,Pfad::N,жим,рехъ
550,Pfad::N,зөрөг,рехъ
551,Weg::N,зам,рехъ
552,Weg::N,харгуй,рехъ
553,Straße::N,зам,рехъ
554,Straße::N,харгуй,рехъ
555,Dorf::N,тосгон,хуьр
556,Dorf::N,гацаа,хуьр
557,Stadt::N,хот,шегьер
558,Brief::N,захидал,кагъаз
559,Brief::N,захиа,кагъаз
560,Buch::N,ном,улуб
561,Buch::N,бичиг,улуб
562,Buchstabe::N,үсэг,гьарф
563,Zeitung::N,сонин,газета
564,Leben::N,амь,уьмуьр
565,Leben::N,амьдрал,уьмуьр
566,Tod::N,үхэл,кьиникь
567,Grab::N,булш,сур
568,Kirche::N,сүм,килиса
569,Sünde::N,нүгэл,гунагь
570,Sünde::N,хилэнц,гунагь
571,Gott::N,бурхан,аллагь
572,Arbeiter::N,ажилчин,фяле
573,Arbeiter::N,хөдөлмөрчин,фяле
574,Chef::N,дарга,гьаким
575,Meister::N,дархан,устӏар
576,Arzt::N,эмч,доктор
577,Lehrer::N,багш,муаллим
578,Geld::N,цаас,пул
579,Geld::N,мөнгө,пул
580,Geschäft::N,наймаа,
581,Laden::N,дэлгүүр,магазин
582,Preis::N,үнэ,къимет
583,Ware::N,таваар,мал
584,Ware::N,таваар,товар
585,Ware::N,бараа,мал
586,Ware::N,бараа,товар
587,Nutzen::N,ашиг,хийир
588,Nutzen::N,ашиг,менфят
589,Reichtum::N,баялаг,девлет
590,Welt::N,дэлхий,дуьнья
591,Welt::N,орчлон,дуьнья
592,Land::N,улс,уьлкве
593,Land::N,орон,уьлкве
594,Staat::N,төр,пачагьлугъ
595,Staat::N,төр,государство
596,Staat::N,гүрэн,пачагьлугъ
597,Staat::N,гүрэн,государство
598,König::N,ван,пачагь
599,Macht::N,засаг,власть
600,Grenze::N,хил,сергьят
601,Krieg::N,дайн,дяве
602,Feind::N,дайсан,душман
603,Gewalt::N,хүчирхэх,гуж
604,Kampf::N,тэмцэл,женг
605,Kampf::N,байлдаан,женг
606,Bogen[Waffe]::N,нум,чӏемерук
607,Pfeil::N,годил,хьел
608,Pfeil::N,сум,хьел
609,Gewehr::N,буу,тфенг
610,Fehler::N,эндэл,гъалатӏ
611,Fehler::N,алдаа,гъалатӏ
612,Lüge::N,худал,ттаб
613,Schaden::N,хор,зиян
614,Schaden::N,хор,зарар
615,Schaden::N,хөнөөл,зиян
616,Schaden::N,хөнөөл,зарар
617,Unglück::N,гай,бала
618,Unglück::N,гай,бедбахтвал
619,Unglück::N,гамшиг,бала
620,Unglück::N,гамшиг,бедбахтвал
621,Schuld::N,гэм,тахсир
622,Schuld::N,буруу,тахсир
623,Alter::N,нас,яш
624,Schluss::N,эцэс,эхир
625,Schluss::N,төгсгөл,эхир
626,Zeit::N,цаг,вяде
627,Tag::N,өдөр,югъ
628,Morgen::N,өглөө,пакама
629,Mittag::N,үд,нисин
630,Abend::N,үдэш,няни
631,Nacht::N,шөнө,йиф
632,Woche::N,долоо хоног,гьафте
633,Monat::N,сар,варз
634,Jahr::N,жил,йис
635,Frühling::N,хавар,гатфар
636,Sommer::N,зун,гад
637,Herbst::N,намар,зул
638,Winter::N,өвөл,кьуьд
639,Januar::N,нэгдүгээр сар,январь
640,Februar::N,хоёрдугаар сар,февраль
641,März::N,гуравдугаар сар,март
642,April::N,дөрөвдүгээр сар,апрель
643,Mai::N,тавдугаар сар,май
644,Juni::N,зургаадугаар сар,июнь
645,Juli::N,долдугаар сар,июль
646,August::N,наймдугаар сар,август
647,September::N,есдүгээр сар,сентябрь
648,Oktober::N,аравдугаар сар,октябрь
649,November::N,арван нэгдүгээр сар,ноябрь
650,Dezember::N,арван хоёрдугаар сар,декабрь
651,Montag::N,даваа,ислен
652,Dienstag::N,мягмар,саласа
653,Mittwoch::N,лхагва,арбе
654,Donnerstag::N,пүрэв,хемис югъ
655,Freitag::N,баасан,жуьмя
656,Freitag::N,баасан,жуьмя югъ
657,Samstag::N,бямба,киш
658,Sonntag::N,ням,гьяд
659,groß::A,их,еке
660,groß::A,их,чӏехи
661,groß::A,том,еке
662,groß::A,том,чӏехи
663,klein::A,бага,гъвечӏи
664,klein::A,жаахан,гъвечӏи
665,lang::A,урт,яргъи
666,kurz::A,охор,куьруь
667,kurz::A,богино,куьруь
668,breit::A,өргөн,гьяркьуь
669,schmal::A,уйтан,гуьтӏуь
670,schmal::A,нарийн,гуьтӏуь
671,dicht::A,нягт,къалин
672,dicht::A,чигжүү,къалин
673,dick[Gegenstand]::A,зузаан,
674,dünn::A,нимгэн,кьелечӏ
675,fein::A,нарийн,шуькӏуь
676,fest::A,бөх,кӏеви
677,fest::A,хатуу,кӏеви
678,flach::A,хавтгай,кьулу
679,glatt::A,цагаан,цӏалцӏам
680,hart::A,хатуу,кӏеви
681,weich::A,зөөлөн,хъуьтуьл
682,rund::A,дугуй,элкъвей
683,rund::A,дугариг,элкъвей
684,spitz::A,шовх,хци
685,spitz::A,шовгор,хци
686,scharf::A,хурц,хци
687,scharf::A,иртэй,хци
688,stumpf::A,мохоо,къуьруь
689,schwer::A,хүнд,залан
690,schön::A,гуа,иер
691,schön::A,сайхан,иер
692,heiß::A,халуун,кудай
693,warm::A,дулаан,чими
694,kalt::A,хүйтэн,мекьи
695,kühl::A,сэрүүн,къайи
696,frisch::A,эрүүл,таза
697,frisch::A,эрүүл,михьи
698,frisch::A,жихүүн,таза
699,frisch::A,жихүүн,михьи
700,feucht::A,чийгтэй,ламу
701,nass::A,нойтон,кьежей
702,trocken::A,хатсан,кьуру
703,voll::A,дүүрэн,ацӏай
704,leer::A,хоосон,буш
705,leer::A,хоосон,ичӏи
706,offen::A,онгорхой,ахъа
707,geschlossen::A,битүү,кӏеви
708,geschlossen::A,хаалтай,кӏеви
709,sauber::A,цэвэр,михьи
710,sauber::A,хиргүй,михьи
711,schmutzig::A,бохир,чиркин
712,schmutzig::A,бохир,кьацӏай
713,schmutzig::A,хиртэй,чиркин
714,schmutzig::A,хиртэй,кьацӏай
715,roh::A,түүхий,чиг
716,roh::A,түүхий,ицӏи
717,reif::A,болсон,дигмиш хьайи
718,lecker::A,амттай,дадлу
719,süß::A,амттай,ширин
720,süß::A,чихэрлэг,ширин
721,bitter::A,гашуун,туькьуьл
722,sauer::A,эсгэлэн,цуру
723,hell::A,гэгээн,экуь
724,hell::A,гэрэлтэй,экуь
725,dunkel::A,бараан,мичӏи
726,dunkel::A,харанхуй,мичӏи
727,schwarz::A,хар,чӏулав
728,weiß::A,цагаан,лацу
729,rot::A,улаан,яру
730,gelb::A,шар,хъипи
731,blau::A,хөх,вили
732,blau::A,цэнхэр,вили
733,grün::A,ногоон,къацу
734,grau::A,орог,рехи
735,grau::A,саарал,рехи
736,bunt::A,эрээн,цӏару
737,bunt::A,эрээн,яру-цӏару
738,billig::A,хямд,ужуз
739,teuer::A,үнэтэй,багьа
740,wertvoll::A,үнэт,масан
741,blind::A,сохор,буьркьуь
742,taub::A,чих хатуу,биши
743,kräftig::A,чийрэг,гужлу
744,stark::A,хүчтэй,къуватлу
745,stark::A,чадалтай,къуватлу
746,schwach::A,сул,такьатсуз
747,fett::A,тарган,куьк
748,fett::A,голигор,куьк
749,schlank::A,голшиг,шумал
750,hübsch::A,сайхан,гуьрчег
751,hübsch::A,хөөрхөн,гуьрчег
752,böse::A,муу,пис
753,böse::A,хортой,пис
754,dumm::A,тэнэг,ахмакь
755,faul::A,залхуу,тенпел
756,fleißig::A,чармайлтгай,сяй ийидай
757,fleißig::A,чармайлтгай,сяйи ийидай
758,geizig::A,харамч,мискьи
759,klug::A,цэцэн,акьуллу
760,geschickt::A,дүйтэй,магьир
761,lieb::A,хайрт,играми
762,lustig::A,цэнгэлтэй,шад
763,sanft::A,наалинхай,назик
764,sanft::A,наалинхай,милайим
765,hungrig::A,өлөн,гишин
766,hungrig::A,өлссөн,гишин
767,krank::A,өвчтэй,кефсуз
768,nackt::A,нүцгэн,кьецӏил
769,traurig::A,гунигт,пашман
770,lebendig::A,амьд,ччан алай
771,lebendig::A,амьтай,ччан алай
772,gut::A,сайн,хъсан
773,gut::A,сайн,вижевай
