,Concept_ID,br,tr
133,Rinde::N,rusk,kabuk
134,Ast::N,barr,dal
135,Ast::N,barr,budak
136,Zweig::N,bod,dal
137,Blatt::N,delienn,yaprak
138,Birke::N,bezvenn,huş
139,Kiefer[Baum]::N,pinenn,çam
140,Weide[Baum]::N,halegenn,söğüt
141,Tanne::N,sapenn,çam
142,Tanne::N,sapenn,köknar
143,Horn::N,korn,boynuz
144,Feder::N,pluñv,tüy
145,Fell::N,kreoñ,post
146,Flügel::N,askell,kanat
147,Klaue::N,skilf,pençe
148,Kralle::N,skilf,tırnak
149,Schwanz::N,lost,kuyruk
150,Ei::N,vi,yumurta
151,Nest::N,neizh,yuva
152,Bau::N,douarenn,in
153,Tier::N,loen,hayvan
154,Herde::N,tropell,sürü
155,Kuh::N,buoc'h,inek
156,Bulle::N,tarv,boğa
157,Pferd::N,marc'h,at
158,Pferd::N,marc'h,beygir
159,Schaf::N,dañvad,koyun
160,Schwein::N,pemoc'h,domuz
161,Hund::N,ki,it
162,Hund::N,ki,köpek
163,Katze::N,kazh,kedi
164,Bär::N,arzh,ayı
165,Eichhörnchen::N,gwiñver,sincap
166,Elch::N,karv-dour,büyük kuzey geyiği
167,Fuchs::N,louarn,tilki
168,Hase::N,gad,tavşan
169,Maus::N,logodenn,fare
170,Maus::N,logodenn,sıçan
171,Wolf::N,bleiz,kurt
172,Vogel::N,labous,kuş
173,Schwarm::N,nijad,sürü
174,Huhn::N,yar,tavuk
175,Hahn::N,kilhog,horoz
176,Gans::N,gwazenn,kaz
177,Adler::N,erer,kartal
178,Adler::N,erer,karakuş
179,Ente::N,houad,ördek
180,Eule::N,toud,baykuş
181,Kranich::N,garan,turna
182,Krähe::N,bran,karga
183,Kuckuck::N,koukoug,guguk
184,Schwan::N,alarc'h,kuğu
185,Fisch::N,pesk,balık
186,Barsch::N,brell,hani
187,Barsch::N,brell,levrek
188,Hecht::N,beked,turnabalığı
189,Schlange[Tier]::N,naer,yılan
190,Wurm::N,preñv,kurt
191,Wurm::N,preñv,solucan
192,Spinne::N,kevnidenn,örümcek
193,Ameise::N,merion,karınca
194,Laus::N,laouenn,bit
195,Mücke::N,moustik,sivrisinek
196,Fliege::N,kelienenn,sinek
197,Schmetterling::N,balafenn,kelebek
198,Beere::N,hog,tane
199,Apfel::N,aval,elma
200,Pilz::N,kabell-touseg,mantar
201,Zwiebel::N,ognonenn,soğan
202,Saat::N,had,ekin
203,Korn::N,ed,tane
204,Heu::N,foenn,kuru ot
205,Schale::N,peliadur,kabuk
206,Falle::N,pech,tuzak
207,Schlinge::N,krouglas,ilmik
208,Asche::N,ludu,kül
209,Dreck::N,fank,pislik
210,Eisen::N,houarn,demir
211,Gold::N,aour,altın
212,Silber::N,arc'hant,gümüş
213,Kohle::N,glaou,kömür
214,Glas::N,gwer,cam
215,Sand::N,traezh,kum
216,Mensch::N,den,insan
217,Mann::N,den,adam
218,Mann::N,den,erkek
219,Frau::N,maouez,bayan
220,Kind::N,bugel,çocuk
221,Junge::N,paotr,erkek çocuk
222,Mädchen::N,plac'h,kız
223,Familie::N,familh,aile
224,Großvater::N,tad-kozh,dede
225,Großvater::N,tad-kozh,büyükbaba
226,Großmutter::N,mamm-gozh,nine
227,Großmutter::N,mamm-gozh,büyükanne
228,Eltern::N,kerent,ebeveyn
229,Eltern::N,kerent,ana baba
230,Vater::N,tad,ata
231,Vater::N,tad,baba
232,Mutter::N,mamm,ana
233,Mutter::N,mamm,anne
234,Sohn::N,mab,oğul
235,Tochter::N,merc'h,kız
236,Tochter::N,merc'h,kız evlât
237,Bruder::N,breur,abi
238,Bruder::N,breur,erkek kardeş
239,Schwester::N,c'hoar,abla
240,Schwester::N,c'hoar,kız kardeş
241,Onkel::N,eontr,dayı
242,Tante::N,moereb,hala
243,Tante::N,moereb,teyze
244,Ehemann::N,gwaz,koca
245,Ehefrau::N,gwreg,karı
246,Freude::N,levenez,neşe
247,Freude::N,levenez,sevinç
248,Gelächter::N,c'hoarzherezh,gülme
249,Gelächter::N,c'hoarzherezh,kahkaha
250,Glück::N,chañs,mutluluk
251,Kummer::N,doan,dert
252,Kummer::N,doan,keder
253,Wunsch::N,c'hoant,arzu
254,Wunsch::N,c'hoant,istek
255,Lust::N,c'hoant,arzu
256,Lust::N,c'hoant,heves
257,Geist::N,spered,tin
258,Gedanke::N,soñj,fikir
259,Gedanke::N,soñj,düşünce
260,Gedächtnis::N,eñvor,bellek
261,Verstand::N,skiant,zekâ
262,Sinn::N,ster,anlam
263,Grund::N,kaoz,sebep
264,Wahrheit::N,gwirionez,doğruluk
265,Wahrheit::N,gwirionez,gerçeklik
266,Gespräch::N,kaozeadenn,görüşme
267,Märchen::N,kaoz korriganez,masal
268,Erzählung::N,kontadenn,öykü
269,Erzählung::N,kontadenn,hikâye
270,Nachricht::N,keloù,haber
271,Neuigkeit::N,kelaouenn,haber
272,Name::N,anv,ad
273,Name::N,anv,isim
274,Rätsel::N,divinatez,bilmece
275,Rede::N,diskour,söylev
276,Rede::N,diskour,konuşma
277,Sprache::N,yezh,dil
278,Sprache::N,yezh,lisan
279,Stimme::N,mouezh,ses
280,Wort::N,ger,kelime
281,Zeichen::N,sin,işaret
282,Ruf::N,galv,çağırma
283,Lärm::N,trouz,şamata
284,Lärm::N,trouz,gürültü
285,Ton::N,ton,ses
286,Lied::N,kanaouenn,türkü
287,Ruhe::N,sioulded,sakinlik
288,Leute::N,tud,halk
289,Leute::N,tud,insanlar
290,Volk::N,pobl,ulus
291,Volk::N,pobl,millet
292,Arbeit::N,labour,iş
293,Arbeit::N,labour,çalışma
294,Gast::N,kouviad,konuk
295,Gast::N,kouviad,misafir
296,Geschenk::N,prof,hediye
297,Geschenk::N,prof,armağan
298,Spiel::N,c'hoari,oyun
299,Gesellschaft::N,kompagnunezh,çevre
300,Gesellschaft::N,kompagnunezh,arkadaşlık
301,Gesellschaft::N,kavandad,çevre
302,Gesellschaft::N,kavandad,arkadaşlık
303,Hilfe::N,sikour,yardım
304,Freund::N,mignon,dost
305,Freund::N,mignon,arkadaş
306,Kamerad::N,kamarad,arkadaş
307,Angelegenheit::N,afer,iş
308,Angelegenheit::N,afer,husus
309,Anzahl::N,niver,sayı
310,Art::N,sort,çeşit
311,Stück::N,tamm,tane
312,Stück::N,tamm,parça
313,Teil::N,pezh,kısım
314,Hälfte::N,hanterenn,yarı
315,Kreis::N,kelc'h,daire
316,Kreuz::N,kroaz,haç
317,Linie::N,linenn,hat
318,Linie::N,linenn,çizgi
319,Strich::N,tenn,çizgi
320,Abstand::N,distok,aralık
321,Entfernung::N,keid,mesafe
322,Entfernung::N,keid,uzaklık
323,Entfernung::N,kehid,mesafe
324,Entfernung::N,kehid,uzaklık
325,Gegend::N,korn-bro,yöre
326,Platz::N,plasenn,yer
327,Ort::N,lec'h,yer
328,Seite::N,tu,yan
329,Seite::N,tu,taraf
330,Mitte::N,kreiz,orta
331,Mitte::N,kreiz,merkez
332,Gegenstand::N,tra,şey
333,Sache::N,tra,iş
334,Sache::N,tra,şey
335,Rand::N,kantenn,kenar
336,Kante::N,kantenn,kenar
337,Ecke::N,korn,köşe
338,Spitze::N,begell,uç
339,Spitze::N,begell,baş
340,Ende::N,dibenn,uç
341,Loch::N,toull,oyuk
342,Loch::N,toull,delik
343,Muster::N,tresadenn,örnek
344,Größe::N,ment,büyüklük
345,Länge::N,hirder,uzunluk
346,Höhe::N,uhelder,yükseklik
347,Gewicht::N,pouez,ağırlık
348,Menge::N,bern,miktar
349,Haufen::N,bern,küme
350,Haufen::N,bern,yığın
351,Reihe::N,steud,sıra
352,Boot::N,bag,kayık
353,Boot::N,bag,sandal
354,Ruder::N,roeñv,kürek
355,Schlitten::N,trainell,kızak
356,Ski::N,ski,kayak
357,Last::N,karg,yük
358,Gang::N,kerzh,gidiş
359,Gang::N,kerzh,yürüyüş
360,Schritt::N,paz,adım
361,Norden::N,norzh,kuzey
362,Norden::N,hanternoz,kuzey
363,Süden::N,su,güney
364,Süden::N,kreisteiz,güney
365,Westen::N,kuzh-heol,batı
366,Osten::N,reter,doğu
367,Osten::N,sav-heol,doğu
368,Holz::N,koad,ağaç
369,Holz::N,koad,tahta
370,Brett::N,plankenn,tahta
371,Platte::N,plakenn,levha
372,Stütze::N,harp,dayak
373,Stütze::N,harp,destek
374,Stange::N,sparl,çubuk
375,Stock::N,bazh,sopa
376,Stock::N,bazh,değnek
377,Stab::N,bazh,sırık
378,Stab::N,bazh,baston
379,Rohr::N,tub,boru
380,Rohr::N,korz,boru
381,Haus::N,ti,ev
382,Heim::N,kêr,ev
383,Heim::N,kêr,yurt
384,Ofen::N,forn,soba
385,Fußboden::N,plañchod,taban
386,Fußboden::N,plañchod,döşeme
387,Tisch::N,taol,masa
388,Stuhl::N,kador,iskemle
389,Stuhl::N,kador,sandalye
390,Wiege::N,kavell,beşik
391,Bett::N,gwele,yatak
392,Regal::N,estajerenn,raf
393,Kiste::N,kased,sandık
394,Fenster::N,prenestr,pencere
395,Tür::N,dor,kapı
396,Tor::N,portal,kapı
397,Zaun::N,sklotur,çit
398,Dach::N,toenn,dam
399,Dach::N,toenn,çatı
400,Leiter::N,skeul,merdiven
401,Besen::N,skubell,süpürge
402,Spaten::N,pal,bel
403,Schaufel::N,pal,kürek
404,Gabel::N,fourchetez,çatal
405,Löffel::N,loa,kaşık
406,Messer::N,kontell,bıçak
407,Nagel::N,tach,çivi
408,Netz::N,roued,ağ
409,Haken::N,krog,çengel
410,Griff::N,kemer,kulp
411,Griff::N,kemer,tutamak
412,Schloss::N,potenn,kilit
413,Bild::N,skeudenn,imaj
414,Bild::N,skeudenn,resim
415,Figur::N,skeud,şekil
416,Figur::N,skeud,heykel
417,Figur::N,figur,şekil
418,Figur::N,figur,heykel
419,Puppe::N,merc'hodenn,kukla
420,Beutel::N,sac'h,kese
421,Beutel::N,sac'h,torba
422,Bündel::N,feskenn,deste
423,Tasche::N,sac'h,çanta
424,Eimer::N,sailh,kova
425,Deckel::N,pallenn,kapak
426,Geschirr::N,listriaj,kap kacak
427,Sack::N,sac'h,torba
428,Tasse::N,tas,fincan
429,Topf::N,pod,tencere
430,Kessel::N,chaodouron,kazan
431,Essen::N,pred,yemek
432,Nahrung::N,boued,gıda
433,Nahrung::N,boued,besin
434,Speise::N,meuz,yemek
435,Fleisch::N,kig,et
436,Getreide::N,ed,tahıl
437,Getreide::N,ed,hububat
438,Brei::N,yod,ezme
439,Brot::N,bara,ekmek
440,Scheibe::N,tailhenn,dilim
441,Fett::N,lard,yağ
442,Butter::N,amann,tereyağı
443,Öl::N,eoul,yağ
444,Öl::N,eoul,akar yağ
445,Salz::N,holen,tuz
446,Suppe::N,soubenn,çorba
447,Honig::N,mel,bal
448,Milch::N,laezh,süt
449,Tee::N,te,çay
450,Leder::N,lêr,deri
451,Leder::N,lêr,meşin
452,Wolle::N,gloan,yün
453,Stoff::N,danvez,kumaş
454,Nadel::N,nadoz,iğne
455,Faden::N,neudenn,tire
456,Faden::N,neudenn,iplik
457,Knopf::N,bouton,düğme
458,Knoten::N,skoulm,düğüm
459,Farbe::N,liv,boya
460,Kleidung::N,dilhad,giyim
461,Hemd::N,roc'hed,gömlek
462,Kragen::N,gouzoug,yaka
463,Ärmel::N,milgin,yen
464,Ärmel::N,milgin,elbise kolu
465,Hose::N,bragoù,pantolon
466,Gürtel::N,gouriz,kuşak
467,Mütze::N,boned,bere
468,Mütze::N,boned,kasket
469,Schuh::N,botez,kundura
470,Schuh::N,botez,ayakkabı
471,Stiefel::N,botez,çizme
472,Ring::N,gwalenn,yüzük
473,Band::N,bagad,bağ
474,Band::N,bagad,şerit
475,Kamm::N,krib,tarak
476,Spiegel::N,melezour,ayna
477,Riemen::N,lerenn,kayış
478,Schnur::N,kordenn,ip
479,Schnur::N,kordenn,sicim
480,Leine::N,roll,kayış
481,Decke::N,golo,örtü
482,Decke::N,golo,yorgan
483,Kissen::N,goubenner,yastık
484,Tuch::N,mezher,bez
485,Handtuch::N,toailhon,havlu
486,Kraft::N,nerzh,güç
487,Kraft::N,nerzh,kuvvet
488,Stärke::N,nerzhder,kuvvet
489,Gesundheit::N,yec'hed,sağlık
490,Krankheit::N,klañved,hastalık
491,Schmerz::N,poan,ağrı
492,Schmerz::N,poan,sancı
493,Schmerz::N,droug,ağrı
494,Schmerz::N,droug,sancı
495,Wunde::N,gloazadenn,yara
496,Fieber::N,terzhienn,ateş
497,Arznei::N,louzoù,ilâç
498,Brücke::N,pont,köprü
499,Brunnen::N,puñs,kuyu
500,Brunnen::N,puñs,çeşme
501,Weide::N,prad,otlak
502,Pfad::N,gwenodenn,patika
503,Pfad::N,gwenodenn,keçiyolu
504,Weg::N,hent,yol
505,Straße::N,ru,yol
506,Straße::N,ru,cadde
507,Straße::N,hent,yol
508,Straße::N,hent,cadde
509,Dorf::N,kêr,köy
510,Dorf::N,kêriadenn,köy
511,Stadt::N,kêr,kent
512,Stadt::N,kêr,şehir
513,Brief::N,lizher,mektup
514,Buch::N,levr,kitap
515,Buchstabe::N,lizherenn,harf
516,Zeitung::N,kazetenn,gazete
517,Leben::N,buhez,hayat
518,Tod::N,marv,ölüm
519,Grab::N,bez,kabir
520,Kirche::N,iliz,kilise
521,Sünde::N,pec'hed,günah
522,Gott::N,doue,tanrı
523,Arbeiter::N,labourer,işçi
524,Arbeiter::N,micherour,işçi
525,Chef::N,penn,şef
526,Chef::N,penn,müdür
527,Meister::N,mestr,usta
528,Arzt::N,mezeg,hekim
529,Arzt::N,mezeg,doktor
530,Arzt::N,medisin,hekim
531,Arzt::N,medisin,doktor
532,Lehrer::N,skolaer,hoca
533,Lehrer::N,skolaer,öğretmen
534,Lehrer::N,kelenner,hoca
535,Lehrer::N,kelenner,öğretmen
536,Geld::N,arc'hant,para
537,Geschäft::N,stal,ticaret
538,Laden::N,stal,dükkân
539,Preis::N,priz,fiyat
540,Ware::N,marc'hadourezh,mal
541,Nutzen::N,gounidegezh,fayda
542,Nutzen::N,lañs,fayda
543,Nutzen::N,profit,fayda
544,Nutzen::N,spleit,fayda
545,Reichtum::N,pinvidigezh,servet
546,Reichtum::N,pinvidigezh,zenginlik
547,Welt::N,douar,dünya
548,Land::N,bro,ülke
549,Staat::N,stad,devlet
550,König::N,roue,kral
551,Macht::N,galloud,kudret
552,Macht::N,galloud,iktidar
553,Grenze::N,harzoù,had
554,Grenze::N,harzoù,sınır
555,Krieg::N,brezel,savaş
556,Feind::N,eneber,düşman
557,Gewalt::N,tâerder,zor
558,Gewalt::N,tâerder,cebir
559,Kampf::N,kann,savaş
560,Bogen[Waffe]::N,gwareg,yay
561,Pfeil::N,saezh,ok
562,Gewehr::N,fuzuilh,tüfek
563,Fehler::N,fazi,hata
564,Fehler::N,fazi,yanlış
565,Lüge::N,gaou,yalan
566,Schaden::N,gwall,zarar
567,Unglück::N,gwalleur,felâket
568,Unglück::N,gwalleur,talihsizlik
569,Schuld::N,kablusted,suç
570,Schuld::N,kablusted,kabahat
571,Schuld::N,pec'hedigezh,suç
572,Schuld::N,pec'hedigezh,kabahat
573,Alter::N,oad,yaş
574,Schluss::N,diwezh,son
575,Zeit::N,amzer,zaman
576,Tag::N,deizh,gün
577,Morgen::N,beure,sabah
578,Morgen::N,mintin,sabah
579,Mittag::N,kreisteiz,öğle
580,Abend::N,abardaez,akşam
581,Nacht::N,noz,gece
582,Woche::N,sizhun,hafta
583,Monat::N,miz,ay
584,Jahr::N,bloaz,yıl
585,Jahr::N,bloaz,sene
586,Frühling::N,nevezamzer,ilkbahar
587,Sommer::N,hañv,yaz
588,Herbst::N,diskaramzer,güz
589,Herbst::N,diskaramzer,sonbahar
590,Winter::N,goañv,kış
591,Januar::N,Genver,ocak
592,Februar::N,C'hwevrer,şubat
593,März::N,Meurzh,mart
594,April::N,Ebrel,nisan
595,Mai::N,Mae,mayıs
596,Juni::N,Mezheven,haziran
597,Juli::N,Gouhere,temmuz
598,August::N,Eost,ağustos
599,September::N,Gwengolo,eylül
600,Oktober::N,Here,ekim
601,November::N,Du,kasım
602,Dezember::N,Kerzu,aralık
603,Montag::N,Lun,pazartesi
604,Dienstag::N,Meurzh,salı
605,Mittwoch::N,Merc'her,çarşamba
606,Donnerstag::N,Yaou,perşembe
607,Freitag::N,Gwener,cuma
608,Samstag::N,Sadorn,cumartesi
609,Sonntag::N,Sul,pazar
610,groß::A,bras,büyük
611,klein::A,bihan,ufak
612,klein::A,bihan,küçük
613,lang::A,hir,uzun
614,kurz::A,berr,kısa
615,breit::A,ledan,enli
616,breit::A,ledan,geniş
617,schmal::A,strizh,dar
618,dicht::A,stank,sık
619,dicht::A,stank,yoğun
620,dick[Gegenstand]::A,tev,kalın
621,dick[Gegenstand]::A,tev,iri
622,dünn::A,moan,ince
623,fein::A,munut,ince
624,fein::A,munut,narin
625,fest::A,start,sabit
626,fest::A,start,sağlam
627,flach::A,plaen,düz
628,flach::A,plaen,yassı
629,glatt::A,lintr,düz
630,glatt::A,levn,düz
631,hart::A,kalet,katı
632,weich::A,blot,yumuşak
633,rund::A,ront,yuvarlak
634,spitz::A,poentet,sivri
635,scharf::A,dremm,keskin
636,stumpf::A,talsoc'h,kör
637,schwer::A,pounner,ağır
638,schön::A,kaer,güzel
639,heiß::A,tomm,kızgın
640,warm::A,tomm,sıcak
641,kalt::A,yen,soğuk
642,kühl::A,yen,serin
643,frisch::A,fresk,taze
644,feucht::A,gleb,nemli
645,feucht::A,gleb,rutubetli
646,nass::A,gleb,yaş
647,nass::A,gleb,ıslak
648,trocken::A,sec'h,kuru
649,voll::A,leun,dolu
650,voll::A,leun,dolmuş
651,leer::A,goullo,boş
652,offen::A,digor,açık
653,geschlossen::A,serr,kapalı
654,sauber::A,naet,pak
655,sauber::A,naet,temiz
656,schmutzig::A,lous,pis
657,schmutzig::A,lous,kirli
658,roh::A,kriz,çiğ
659,reif::A,darev,olgun
660,lecker::A,lipous,lezzetli
661,lecker::A,saourus,lezzetli
662,süß::A,dous,tatlı
663,süß::A,dous,şekerli
664,bitter::A,c'hwerv,acı
665,sauer::A,trenk,ekşi
666,hell::A,sklaer,aydınlık
667,dunkel::A,teñval,karanlık
668,schwarz::A,du,kara
669,schwarz::A,du,siyah
670,weiß::A,gwenn,ak
671,weiß::A,gwenn,beyaz
672,rot::A,ruz,kırmızı
673,gelb::A,melen,sarı
674,blau::A,glas,mavi
675,grün::A,gwer,yeşil
676,grau::A,louet,boz
677,bunt::A,liesliv,renkli
678,billig::A,marc'had-mat,ucuz
679,teuer::A,ker,pahalı
680,wertvoll::A,prizius,değerli
681,blind::A,dall,kör
682,taub::A,bouzar,sağır
683,kräftig::A,start,dinç
684,kräftig::A,start,kuvvetli
685,stark::A,kreñv,güçlü
686,stark::A,kreñv,kuvvetli
687,schwach::A,gwan,zayıf
688,schwach::A,gwan,güçsüz
689,fett::A,lard,şişman
690,schlank::A,sinkl,narin
691,hübsch::A,koant,güzel
692,hübsch::A,koant,sevimli
693,böse::A,gwall,kötü
694,dumm::A,glep,aptal
695,faul::A,lezirek,tembel
696,fleißig::A,studius,çalışkan
697,geizig::A,tost,cimri
698,klug::A,speredek,zekî
699,klug::A,speredek,akıllı
700,geschickt::A,dornet,becerikli
701,lieb::A,koant,sevimli
702,lustig::A,laouen,neşeli
703,sanft::A,flour,nazik
704,hungrig::A,marnaon,aç
705,krank::A,klañv,hasta
706,krank::A,klañv,rahatsız
707,nackt::A,noazh,çıplak
708,traurig::A,trist,kederli
709,traurig::A,trist,üzüntülü
710,lebendig::A,bev,canlı
711,gut::A,mad,iyi
712,schlecht::A,fall,kötü
713,schlecht::A,gwall,kötü
714,richtig::A,reizh,doğru
715,schlimm::A,gwall,kötü
716,wahr::A,gwir,doğru
717,wahr::A,gwir,gerçek
718,alt::A,kozh,eski
719,neu::A,nevez,yeni
720,ehemalig::A,kozh,önceki
721,alt[Lebewesen]::A,kozh,yaşlı
722,jung::A,yaouank,genç
723,arm::A,paour,fakir
724,reich::A,pinvidik,zengin
725,bekannt::A,anavezet,bilinen
726,berühmt::A,brudet,ünlü
727,berühmt::A,brudet,meşhur
728,fremd::A,dizanav,yabancı
729,verschieden::A,disheñel,ayrı
730,verschieden::A,disheñel,farklı
731,nah::A,nes,yakın
732,nah::A,nes,bitişik
733,fern::A,diabell,uzak
734,linker::A,kleiz,sol
735,rechter::A,dehoù,sağ
736,anderer::A,all,diğer
737,erster::A,kentañ,ilk
738,erster::A,kentañ,birinci
739,zweiter::A,eil,ikinci
740,dritter::A,trede,üçüncü
741,letzter::A,diwezhañ,son
742,letzter::A,diwezhañ,sonuncu
743,allein::ADV,e-unan,yalnız
744,allein::ADV,e-unan,tek başına
745,auf einmal::ADV,ar un dro,birden
746,zusammen::ADV,asambles,beraber
747,zusammen::ADV,asambles,birlikte
748,lange::ADV,pell,çok
749,lange::ADV,pell,uzun
750,plötzlich::ADV,en un taol,ansızın
751,plötzlich::ADV,en un taol,birdenbire
752,sofort::ADV,diouzhtu,hemen
753,sofort::ADV,diouzhtu,derhal
754,später::ADV,diwezhatoc'h,daha sonra
755,jetzt::ADV,bremañ,şimdi
756,heute::ADV,hiziv,bugün
757,morgen::ADV,arc'hoazh,yarın
758,bald::ADV,hepdale,yakında
759,dann::ADV,a-c'houde,sonra
760,gestern::ADV,dec'h,dün
761,einst::ADV,gwechall,eskiden
762,damals::ADV,neuze,o zamanlar
763,danach::ADV,goude,sonradan
764,danach::ADV,goude,ondan sonra
765,vorher::ADV,diagent,önce
766,vorher::ADV,diagent,önceden
767,zuerst::ADV,da gentañ,ilk önce
768,einmal::ADV,ur wech,bir defa
769,manchmal::ADV,a-wechoù,bazan
770,oft::ADV,alies,sık sık
771,oft::ADV,alies,çok defa
772,immer::ADV,atav,daima
773,immer::ADV,atav,her zaman
774,immer::ADV,bepred,daima
775,immer::ADV,bepred,her zaman
776,niemals::ADV,gwech ebet,asla değil
777,niemals::ADV,gwech ebet,hiçbir zaman
778,hier::ADV,amañ,burada
779,hierhin::ADV,dre amañ,buraya
780,von hier::ADV,alemañ,buradan
781,dort::ADV,aze,orada
782,dort::ADV,aze,şurada
783,dort::ADV,ahont,orada
784,dort::ADV,ahont,şurada
785,dorthin::ADV,di,oraya
786,dorthin::ADV,di,şuraya
787,dorthin::ADV,aze,oraya
788,dorthin::ADV,aze,şuraya
789,dorthin::ADV,ahont,oraya
790,dorthin::ADV,ahont,şuraya
791,geradeaus::ADV,war-eeun,doğru
792,vorwärts::ADV,war-raok,ileri
793,rückwärts::ADV,war-lerc'h,geri
794,zurück::ADV,war-dreñv,geriye
795,unten::ADV,en traoñ,aşağıda
796,hinab::ADV,a-izel,aşağıya
797,oben::ADV,en nec'h,yukarıda
798,hinauf::ADV,e-krec'h,yukarı
799,hinauf::ADV,e-krec'h,yukarıya
800,überall::ADV,dre-holl,her yerde
801,nicht::ADV,ne ... ket,-mi-
802,nicht::ADV,ne ... ket,değil
803,ein wenig::ADV,un tammig,biraz
804,kaum::ADV,a-boan,dar
805,kaum::ADV,a-boan,hemen hemen değil
806,sehr::ADV,-tre,pek
807,sehr::ADV,-tre,gayet
808,sehr::ADV,-kenañ,pek
809,sehr::ADV,-kenañ,gayet
810,so::ADV,evel-se,öyle
811,so::ADV,evel-se,böyle
