,Concept_ID,sah,az
619,frisch::A,сөрүүн,təzə
620,frisch::A,тымныы,təzə
621,feucht::A,сииктээх,nəm
622,nass::A,инчэҕэй,yaş
623,trocken::A,кураан,quru
624,voll::A,толору,dolu
625,leer::A,иччитэх,boş
626,offen::A,аһаҕас,açıq
627,geschlossen::A,бүтэй,qapalı
628,sauber::A,сэбэр,təmiz
629,schmutzig::A,кирдээх,kirli
630,roh::A,сиикэй,çiy
631,reif::A,буспут,yetişmiş
632,reif::A,сиппит-хоппут,yetişmiş
633,lecker::A,минньигэс,dadlı
634,lecker::A,минньигэс,ləzzətli
635,süß::A,минньигэс,şirin
636,bitter::A,аһыы,acı
637,sauer::A,аһыы,turş
638,hell::A,сырдык,aydın
639,dunkel::A,хараҥа,qaranlıq
640,schwarz::A,хара,qara
641,weiß::A,үрүҥ,ağ
642,weiß::A,маҥан,ağ
643,rot::A,кыһыл,qırmızı
644,gelb::A,саһархай,sarı
645,blau::A,күөх,göy
646,blau::A,күөх,mavi
647,grün::A,күөх,yaşıl
648,grün::A,от күөҕэ,yaşıl
649,grau::A,сиэрэй,boz
650,bunt::A,эриэн,əlvan
651,bunt::A,эриэн,rəngli
652,billig::A,чэпчэки,ucuz
653,teuer::A,сыаналаах,bahalı
654,wertvoll::A,сыаналаах,qiymətli
655,blind::A,хараҕа суох,kor
656,taub::A,дьүлэй,kar
657,kräftig::A,модун,güclü
658,stark::A,күүстээх,qüvvətli
659,schwach::A,мөлтөх,zəif
660,schwach::A,мөлтөх,gücsüz
661,fett::A,эмис,şişman
662,schlank::A,дьылҕан,zərif
663,schlank::A,дьыпсаҕай,zərif
664,hübsch::A,олус кэрэ,göyçək
665,hübsch::A,көрүөхтэн үчүгэй,göyçək
666,böse::A,өһүөннээх,fəna
667,dumm::A,акаары,axmaq
668,faul::A,нэс,tənbəl
669,fleißig::A,кыһамньылаах,çalışqan
670,geizig::A,иҥсэлээх,xəsis
671,klug::A,өйдөөх,ağıllı
672,geschickt::A,наһаа дьоҕурдаах,bacarıqlı
673,lieb::A,тапталлаах,əziz
674,lieb::A,тапталлаах,sevimli
675,lustig::A,көрдөөх,məzəli
676,lustig::A,көрдөөх,gülməli
677,sanft::A,намчы,mülayim
678,sanft::A,сымнаҕас,mülayim
679,hungrig::A,аччык,ac
680,krank::A,ыалдьар,xəstə
681,nackt::A,сыгынньах,çılpaq
682,traurig::A,санаарҕабыллаах,qəmgin
683,traurig::A,санаарҕабыллаах,kədərli
684,lebendig::A,тыыннаах,canlı
685,gut::A,үтүө,yaxşı
686,gut::A,үчүгэй,yaxşı
687,schlecht::A,куһаҕан,pis
688,richtig::A,сөп,doğru
689,schlimm::A,сидьиҥ,fəna
690,schlimm::A,быдьар,fəna
691,wahr::A,кырдьык,gərçək
692,alt::A,былыргы,əski
693,alt::A,былыргы,köhnə
694,neu::A,саҥа,yeni
695,ehemalig::A,урукку,əvvəlki
696,alt[Lebewesen]::A,кырдьаҕас,qoca
697,jung::A,эдэр,gənc
698,arm::A,дьадаҥы,kasıb
699,arm::A,дьадаҥы,yoxsul
700,reich::A,баай,zəngin
701,bekannt::A,билэр,tanış
702,berühmt::A,аатырбыт,məşhur
703,fremd::A,атын,yad
704,verschieden::A,араас,dürlü
705,nah::A,чугас,yaxın
706,fern::A,ыраах,uzaq
707,linker::A,хаҥас,sol
708,rechter::A,уҥа,sağ
709,anderer::A,атын,başqa
710,erster::A,маҥнайгы,birinci
711,zweiter::A,иккис,ikinci
712,dritter::A,үһүс,üçüncü
713,letzter::A,тиһэх,sonuncu
714,letzter::A,тиһэх,axırıncı
715,allein::ADV,соҕотох,tək
716,allein::ADV,соҕотох,yalqız
717,auf einmal::ADV,биирдэ,birdən
718,zusammen::ADV,холбуу,birlikdə
719,lange::ADV,уһуннук,uzun
720,plötzlich::ADV,эмискэ,qəfildən
721,sofort::ADV,тута,həmən
722,sofort::ADV,тута,dərhal
723,später::ADV,хойут,sonra
724,jetzt::ADV,билигин,indi
725,heute::ADV,бүгүн,bugün
726,morgen::ADV,сарсын,sabah
727,bald::ADV,өтөр,yaxında
728,bald::ADV,өтөр,tezliklə
729,dann::ADV,кэнна,onda
730,gestern::ADV,бэҕэһээ,dünən
731,einst::ADV,биир төгүл,əvvəllər
732,einst::ADV,арай биирдэ,əvvəllər
733,damals::ADV,оччоҕо,o vaxt
734,danach::ADV,аары,sonra
735,danach::ADV,ол кэнниттэн,sonra
736,vorher::ADV,урут,qabaqcadan
737,zuerst::ADV,маҥнай,əvvəl
738,einmal::ADV,биирдэ,bir dəfə
739,manchmal::ADV,арыт,hərdənbir
740,oft::ADV,чаастатык,tez-tez
741,oft::ADV,чаастатык,çox vaxt
742,immer::ADV,мэлдьи,daimi
743,immer::ADV,мэлдьи,həmişə
744,niemals::ADV,хаһан да,əsla
745,niemals::ADV,хаһан да,heç bir zaman
746,hier::ADV,маныаха,bura
747,hier::ADV,маныаха,burada
748,hierhin::ADV,бэттэх,buraya
749,von hier::ADV,мантан,buradan
750,dort::ADV,онно,ora
751,dort::ADV,онно,orada
752,dorthin::ADV,онно,oraya
753,geradeaus::ADV,быһа,düz
754,geradeaus::ADV,быһаччы,düz
755,vorwärts::ADV,инники,irəli
