,Concept_ID,ko,ce
131,Horn::N,뿔,маӏа
132,Feder::N,깃털,пелаг
133,Fell::N,피혁모피,цӏока
134,Flügel::N,날개,тӏам
135,Klaue::N,갈고리 발톺,мӏара
136,Kralle::N,발툭,тlод
137,Schwanz::N,꼬리,цӏога
138,Ei::N,알,xӏoa
139,Nest::N,보금자리,бен
140,Bau::N,굴,lуьрг
141,Tier::N,짐승,дийнат
142,Herde::N,가축의떼,жа
143,Kuh::N,암소,етт
144,Bulle::N,황소,сту
145,Pferd::N,말,говр
146,Schaf::N,양,жий
147,Schaf::N,양,уьстагӏ
148,Schwein::N,돼지,хьакха
149,Hund::N,개,жӏаьла
150,Katze::N,고양이,цициг
151,Bär::N,콤,ча
152,Eichhörnchen::N,다람쥐,тарсал
153,Elch::N,고라니,сай
154,Fuchs::N,여우,цхьогал
155,Hase::N,토끼,пхьагал
156,Maus::N,쥐,дахка
157,Wolf::N,늑대,борз
158,Vogel::N,새,олхазар
159,Schwarm::N,뗴,
160,Huhn::N,암탉,котам
161,Hahn::N,수탉,нӏаьна
162,Hahn::N,수탉,боргӏал
163,Gans::N,거위,гӏаз
164,Adler::N,수리,aьрзу
165,Ente::N,오리,бад
166,Eule::N,부엉이,бухӏа
167,Kranich::N,두루미,гӏаргӏули
168,Krähe::N,까마귀,къиг
169,Kuckuck::N,뻐꾸기,aттйокх
170,Schwan::N,배조,гӏургӏаз
171,Fisch::N,물고기,чӏара
172,Barsch::N,농어,окунь
173,Hecht::N,에속스,гӏазкхийн чӏара
174,Schlange[Tier]::N,뱀,лаьхьа
175,Wurm::N,벌레,нӏаьна
176,Spinne::N,거미,гезг
177,Ameise::N,개미,зингат
178,Laus::N,이,меза
179,Laus::N,이,гӏениг
180,Mücke::N,모기,чуьрк
181,Fliege::N,날기,моза
182,Schmetterling::N,나비,полла
183,Beere::N,장과,цӏазам
184,Apfel::N,사과,ӏаж
185,Pilz::N,고방이,жӏаьлин нускал
186,Zwiebel::N,양파,xох
187,Saat::N,씨,чlу
188,Korn::N,알맹이,буьртиг
189,Heu::N,건초,йол
190,Schale::N,피상,пардо
191,Falle::N,함정,кӏело
192,Schlinge::N,올가미,
193,Schlinge::N,멜빵붕대,
194,Spur::N,발지국,лар
195,Asche::N,재,чим
196,Dreck::N,똥,мода
197,Dreck::N,오물,мода
198,Eisen::N,쇠,эчиг
199,Eisen::N,철,эчиг
200,Gold::N,항금,деши
201,Silber::N,은,дети
202,Kohle::N,슻,кӏора
203,Glas::N,유리,aнгали
204,Lehm::N,찰흙,поппар
205,Sand::N,모래,гӏум
206,Mensch::N,사람,адам
207,Mann::N,남자,майра
208,Frau::N,여자,зуда
209,Kind::N,아이,бер
210,Junge::N,소녁,жимха
211,Mädchen::N,소녀,жима йоӏ
212,Familie::N,가족,доьзал
213,Großvater::N,할아버지,ненада
214,Großmutter::N,할머니,денана
215,Eltern::N,어버오,да-нана
216,Vater::N,아버지,да
217,Mutter::N,어머니,нана
218,Sohn::N,아들,кӏант
219,Tochter::N,딸기,йоӏ
220,Bruder::N,형제,ваша
221,Schwester::N,누이,йиша
222,Onkel::N,백부,деваша
223,Tante::N,아주머니,дейиша
224,Ehemann::N,남편,майра
225,Ehefrau::N,아내,зуда
226,Freude::N,기쁨,самукъа
227,Freude::N,기쁨,хазахетар
228,Gelächter::N,웃음,белам
229,Glück::N,즐거움,ирс
230,Kummer::N,슬픔,бала
231,Wunsch::N,소망,лаам
232,Geist::N,할기,са
233,Gedanke::N,상념,ойла
234,Gedächtnis::N,기억,диццадалар
235,Verstand::N,분별,хьекъал
236,Verstand::N,지능,хьекъал
237,Sinn::N,센스,маьӏна
238,Grund::N,까닭,бахьана
239,Wahrheit::N,참,бакъдерг
240,Wahrheit::N,진실,бакъдерг
241,Gespräch::N,대화,къамел
242,Märchen::N,동화,туьйра
243,Erzählung::N,이야기,дийцар
244,Neuigkeit::N,뉴스,керланиг
245,Name::N,이름,цӏе
246,Rätsel::N,수수께끼,хӏетал-метал
247,Rede::N,연설,къамел
248,Sprache::N,말,мотт
249,Stimme::N,목소리,aз
250,Wort::N,낱말,дош
251,Zeichen::N,신호,билгало
252,Ruf::N,부름,кхайкхар
253,Lärm::N,소동,гӏовгӏа
254,Laut::N,음성,аз
255,Ton::N,목소리,aз
256,Lied::N,노래,илли
257,Ruhe::N,쉼,тийналла
258,Leute::N,사람들,нах
259,Volk::N,국중,халкъ
260,Arbeit::N,근로,болх
261,Arbeit::N,너무,болх
262,Gast::N,손님,хьаша
263,Geschenk::N,행하,совгӏат
264,Spiel::N,무리,ловзар
265,Gesellschaft::N,교제,юкъаралла
266,Hilfe::N,거들음,гӏо
267,Hilfe::N,보좌,гӏо
268,Freund::N,친구,доттагl
269,Kamerad::N,동실자,накъост
270,Angelegenheit::N,용무,гӏуллакх
271,Anzahl::N,어떤,терахь
272,Anzahl::N,수,терахь
273,Art::N,정류,
274,Stück::N,일부분,юьхк
275,Teil::N,몱,дакъа
276,Teil::N,구훠,дакъа
277,Hälfte::N,2분의,ах
278,Kreis::N,고리,го
279,Kreuz::N,열십자,жӏара
280,Linie::N,선,сиз
281,Strich::N,스침,сиз
282,Abstand::N,거리,юкъ
283,Entfernung::N,거리,
284,Gegend::N,곳,мeттиг
285,Gegend::N,부금,мeттиг
286,Platz::N,장소,майда
287,Ort::N,장소,меттиг
288,Seite::N,옆면,aгӏo
289,Mitte::N,궁간,юкъ
290,Gegenstand::N,항목,хӏума
291,Sache::N,뭉에,хӏума
292,Rand::N,가,йист
293,Kante::N,귀퉁,йист
294,Ecke::N,구석,са
295,Spitze::N,끝,ралла
296,Spitze::N,참단,ралла
297,Ende::N,말당,юьхьиг
298,Loch::N,빙옷,ӏуьрг
299,Winkel::N,각도,са
300,Muster::N,본,дагар
301,Muster::N,본,тӏамар
302,Muster::N,견복,дагар
303,Muster::N,견복,тӏамар
304,Größe::N,신장,барам
305,Länge::N,길이긺,йохалла
306,Höhe::N,높이,локхалла
307,Gewicht::N,추,йозалла
308,Menge::N,수양,дукхалла
309,Haufen::N,퇴적,сал
310,Haufen::N,퇴적,оьла
311,Reihe::N,열,рагӏ
312,Reihe::N,열,могӏа
313,Boot::N,보트,кема
314,Ruder::N,노,пийсиг
315,Schlitten::N,썰매,салаз
316,Ski::N,스키,когсалаз
317,Lagerfeuer::N,캠프의 모닥불,цӏе
318,Last::N,무거운짐,дукъ
319,Gang::N,걸음,лелар
320,Schritt::N,보조,гӏулч
321,Norden::N,북쪽 ,къилбаседе
322,Süden::N,남쪽,къилбе
323,Westen::N,서쪽,малхбузе
324,Osten::N,동쪽,малхбале
325,Holz::N,목재,дечиг
326,Brett::N,마루널,у
327,Platte::N,탤,у
328,Platte::N,금속판,у
329,Stütze::N,버팀목,гӏopтоp
330,Stange::N,장대,гӏуркх
331,Stock::N,막대기,ӏаса
332,Stab::N,작대기,гӏаж
333,Rohr::N,갈대,биргӏа
334,Haus::N,집,цӏа
335,Heim::N,집,кхерч
336,Ofen::N,아궁이,кхерч
337,Fußboden::N,마루,цӏенкъа
338,Tisch::N,탁자,шун
339,Stuhl::N,의자,гӏант
340,Wiege::N,발상지,ага
341,Bett::N,침대,маьнга
342,Regal::N,서가,терхи
343,Kiste::N,짐궤,яьшка
344,Fenster::N,눔,кор
345,Tür::N,문,неӏ
346,Tor::N,대문,ков
347,Zaun::N,담장,керт
348,Dach::N,지붕,тхов
349,Leiter::N,사닥다리,лами
350,Besen::N,비,нуй
351,Spaten::N,가래,бел
352,Schaufel::N,삽,аьшкал
353,Gabel::N,갈래,мӏара
354,Löffel::N,숟가락,ӏайг
355,Messer::N,나이프,урс
356,Nagel::N,발툽,хьостам
357,Netz::N,그물,бой
358,Haken::N,갈고리,мӏара
359,Griff::N,움켜쥠,
360,Schloss::N,자물쇠,чӏега
361,Bild::N,그림,сурт
362,Figur::N,몸메,
363,Puppe::N,인형,тайниг
364,Beutel::N,클,гали
365,Bündel::N,자근다발,кочар
366,Tasche::N,가방,тӏоьрмиг
367,Eimer::N,동이,чийлик
368,Deckel::N,뚜껑,негӏар
369,Geschirr::N,식시,пхьегӏа
370,Sack::N,조갑,гали
371,Tasse::N,차잔,кад
372,Topf::N,단지,яй
373,Kessel::N,주전자,яй
374,Essen::N,먹기,юург
375,Nahrung::N,식료,кхача
376,Speise::N,음식물,юург
377,Fleisch::N,고기,жижиг
378,Getreide::N,곡물,буьртиг
379,Brei::N,젤리,xудар
380,Brot::N,빵,бепиг
381,Brot::N,빵,кхаллар
382,Scheibe::N,원반,цастар
383,Fett::N,기름,мохь
384,Butter::N,버터,налха
385,Öl::N,올리브유,даьтта
386,Salz::N,소금,туьха
387,Suppe::N,국,чорпа
388,Suppe::N,수프,чорпа
389,Honig::N,감미,моз
390,Milch::N,유즙,шура
391,Tee::N,차,чай
392,Leder::N,가죽,цӏока
393,Wolle::N,양털,тӏapгӏa
394,Stoff::N,패료,кӏади
395,Nadel::N,바늘,маха
396,Faden::N,콘실,тай
397,Knopf::N,단추,нуьйда
398,Knoten::N,곁절,шад
399,Farbe::N,색,сир
400,Farbe::N,색,басар
401,Kleidung::N,옷입기,бедар
402,Hemd::N,속옷,коч
403,Kragen::N,깃,кач
404,Ärmel::N,소매,пхьош
405,Hose::N,바지,хеча
406,Gürtel::N,밴드,доьхка
407,Mütze::N,모자,куй
408,Schuh::N,구두,мача
409,Stiefel::N,장화,этка
410,Ring::N,고리,чӏуг
411,Band::N,리본,лента
412,Kamm::N,빗,ехк
413,Spiegel::N,거울,куьзга
414,Riemen::N,가죽끈,доьхка
415,Schnur::N,밧줄,муш
416,Leine::N,고삐줄,кочатосу доьхка
417,Decke::N,이부자리,юргӏа
418,Kissen::N,깔개,гIайба
419,Tuch::N,천,исхар
420,Handtuch::N,수건,гата
421,Kraft::N,세력,гӏора
422,Stärke::N,힘,гӏап
423,Gesundheit::N,위생,могашалла
424,Krankheit::N,병,цамгар
425,Schmerz::N,아픔고통,лазар
426,Wunde::N,상처,чов
427,Fieber::N,열별,xорша
428,Arznei::N,약,молха
429,Brücke::N,교량,тӏай
430,Brunnen::N,원천,гӏу
431,Weide::N,목장,дак
432,Pfad::N,좁은길,тача
433,Weg::N,길,некъ
434,Straße::N,길,урам
435,Dorf::N,촌,юрт
436,Dorf::N,촌락,юрт
437,Stadt::N,도시,гӏала
438,Brief::N,서한,кехат
439,Buch::N,책,жайна
440,Buchstabe::N,문자,элп
441,Zeitung::N,신문,газет
442,Leben::N,삶,дахар
443,Tod::N,죽음,далар
444,Tod::N,죽음,ӏожалла
445,Grab::N,무덤,каш
446,Kirche::N,교회,килс
447,Sünde::N,부정,къа
448,Gott::N,하느님,дела
449,Arbeiter::N,일하는사람,белхало
450,Chef::N,사장,хьаькам
451,Meister::N,명인,говзанча
452,Meister::N,대가,говзанча
453,Arzt::N,의사,лор
454,Lehrer::N,교사,хьехархо
455,Geld::N,돈,aхча
456,Geschäft::N,일,туька
457,Laden::N,가게,туька
458,Preis::N,가격,мах
459,Ware::N,상품,хlума
460,Nutzen::N,이익,пайда
461,Reichtum::N,많음,хьал
462,Welt::N,세상,дуьне
463,Land::N,지방,мохк
464,Staat::N,국가,пачхьалкх
465,König::N,국왕,паччахь
466,Macht::N,힘,ӏедал
467,Grenze::N,국경,доза
468,Krieg::N,전쟁,тӏом
469,Feind::N,적,мостагӏ
470,Gewalt::N,권력,гӏело
471,Kampf::N,전투,къийсам
472,Bogen[Waffe]::N,활,
473,Pfeil::N,화살,пха
474,Gewehr::N,무기,топ
475,Fehler::N,오류,гӏалат
476,Lüge::N,거짓말,аьшпаш
477,Schaden::N,손상,зен
478,Unglück::N,불행,бала
479,Schuld::N,부채,бехк
480,Alter::N,연령,хан
481,Schluss::N,마감,чакхе
482,Zeit::N,때,хан
483,Zeit::N,시간,хан
484,Tag::N,하루,де
485,Morgen::N,이침,ӏуьйре
486,Mittag::N,대낮,делкъе
487,Abend::N,저녁,суьйре
488,Nacht::N,밤,буьйса
489,Woche::N,근무일,кӏира
490,Monat::N,달,бутт
491,Jahr::N,해,шо
492,Frühling::N,봄,бӏаьсте
493,Sommer::N,여름,аьхке
494,Herbst::N,가을,гуьйре
495,Winter::N,겨울,ӏа
496,Januar::N,일월,январь
497,Februar::N,이월,февраль
498,März::N,삼월,март
499,April::N,사월,апрель
500,Mai::N,오월,май
501,Juni::N,유월,июнь
502,Juli::N,칠월,июль
503,August::N,팔월,август
504,September::N,구월,сентябрь
505,Oktober::N,시월,октябрь
506,November::N,십일월,ноябрь
507,Dezember::N,십이월,декабрь
508,Montag::N,월요일,оршот
509,Dienstag::N,화요일,шинара
510,Mittwoch::N,수요일,кхаара
511,Donnerstag::N,모교일,еара
512,Freitag::N,그묘일,пӏераска
513,Samstag::N,토요일,шот
514,Sonntag::N,일요일,кӏиранде
515,groß::A,큰,доккха
516,klein::A,자근,кегий
517,lang::A,긴,еха
518,kurz::A,짧은,доца
519,breit::A,넓은,шуьйра
520,schmal::A,좁은,готта
521,dicht::A,농밀한,луьста
522,dick[Gegenstand]::A,두꺼운,стомма
523,dünn::A,얇은,дуткъа
524,fein::A,미세한,ховха
525,fest::A,굳은,чӏогӏа
526,flach::A,얕은,чӏапа
527,glatt::A,반들반들한,шера
528,hart::A,굳은,чӏогӏa
529,weich::A,연한,кӏеда
530,rund::A,둥근,горга
531,spitz::A,뾰족한,ира
532,scharf::A,날카로운,ира
533,stumpf::A,무딘,аьртa
534,schwer::A,무거운,деза
535,schön::A,멋진,хаза
536,heiß::A,뜨거운,довха
537,warm::A,따뜻한,довха
538,kalt::A,찬,шийла
539,kühl::A,서늘한,шийла
540,frisch::A,신선한,керла
541,feucht::A,축축한,тӏуьна
542,nass::A,젖은,тӏеда
543,trocken::A,마른,eкъа
544,voll::A,완전한,дуьзна
545,leer::A,빈,яьсса
546,offen::A,열린,диллина
547,geschlossen::A,닫힌,дӏакъевлина
548,geschlossen::A,닫힌,дӏачӏагӏдина
549,sauber::A,깨끗한,цӏена
550,schmutzig::A,더러운,боьха
551,roh::A,날게잇의,буьйда
552,reif::A,이근,хилла
553,lecker::A,맛있는,чоме
554,süß::A,단,мерза
555,bitter::A,찌르는듯한,къаьхьа
556,sauer::A,산성의,муьста
557,hell::A,밝은,сирла
558,dunkel::A,어두운,бодане
559,schwarz::A,검은,ӏаьржа
560,weiß::A,하얀,кӏайн
561,rot::A,붉은,цӏен
562,gelb::A,황색,можа
563,blau::A,푸른,сийна
564,grün::A,녹색의,баьццара
565,grau::A,회색의,cира
566,grau::A,회색의,мокха
567,bunt::A,알록달록한,къорза
568,billig::A,싼,дораха
569,teuer::A,값비산,деза
570,wertvoll::A,가치가많은,мехала
571,blind::A,눈먼,бӏаьрзе
572,taub::A,무감간한,къора
573,kräftig::A,강장한,нуьцкъала
574,stark::A,강한,зоьртала
575,stark::A,강한,нуьцкъала
576,schwach::A,약한,гӏорасиза
577,fett::A,실찐,дерстана
578,schlank::A,호리호리한,куц долу
579,hübsch::A,예쁜,хаза
580,böse::A,나쁜,вон
581,dumm::A,어리석은,сонта
582,faul::A,너덜너덜한,мало ен
583,fleißig::A,근면한,тӏера
584,geizig::A,인색한,пис
585,geizig::A,인색한,сутара
586,geschickt::A,교묘한,тӏахъаьлла
587,lieb::A,친애하는,хьоме
588,lustig::A,유쾌한,самукъане
589,sanft::A,온화한,кlеда
590,hungrig::A,배고픈,меца
591,krank::A,병든,цомгуш долу
592,nackt::A,벌거벗은,дерзана
593,traurig::A,슬픈,самукъане воцу
594,lebendig::A,살아있는,дийна
595,gut::A,좋은,дика
596,schlecht::A,나쁜,вон
597,richtig::A,바른,нийса
598,schlimm::A,못된,вон
599,wahr::A,참된,бакъдолу
600,alt::A,늙은,къена
601,neu::A,새,керла
602,ehemalig::A,전의,хилла
603,alt[Lebewesen]::A,낡은,къена
604,jung::A,젊은,къона
605,arm::A,가난한,къен
606,reich::A,풍부한,хьоле
607,bekannt::A,저명한,девзаш долу
608,berühmt::A,유명한,цӏеяхана
609,fremd::A,타처이,нехан
610,verschieden::A,따른,тайп-тайпанара
611,nah::A,가까운,гергара
612,fern::A,먼,гена
613,fern::A,먼,генара
614,linker::A,왼쭉의,аьрру
615,rechter::A,오른쪽의,аьтту
616,anderer::A,다른,кхин
617,erster::A,첫째,хьалхара
618,zweiter::A,둘째,шолгIа
619,dritter::A,셋째,кхоалгӏа
620,letzter::A,의후자의,тӏаьххьара
621,allein::ADV,훌로,цхьаъ
622,auf einmal::ADV,갑자기,цу сохьтта
623,zusammen::ADV,모아서,цхьана
624,lange::ADV,오래,дукха
625,plötzlich::ADV,둘연한,цIеххьана
626,sofort::ADV,즉시,цу сохьтта
627,später::ADV,보다늦은,тӏаьхьо
628,jetzt::ADV,목하,хӏинца
629,heute::ADV,오늘,тахана
630,morgen::ADV,내일,кхана
631,bald::ADV,곱,кеста
632,dann::ADV,그경우에,тӏаккха
633,gestern::ADV,어제,селхана
634,einst::ADV,옛날에,цкъа
635,damals::ADV,그때에,хӏетахьь
636,danach::ADV,그 뒤에,тӏаккха
637,vorher::ADV,미리,хьалхa
638,zuerst::ADV,최초로,хьалха
639,einmal::ADV,한번,цкъа
640,manchmal::ADV,땓대로,цкъаццкъа
641,oft::ADV,땓대로,кест-кеста
642,immer::ADV,늘,даим
643,niemals::ADV,결코...(하지)않다,цкъа а
644,hier::ADV,여기,кхузахь
645,hierhin::ADV,여기로,кхуза
646,dort::ADV,거기,цигахь
647,dorthin::ADV,저기예,цига
648,geradeaus::ADV,곧장,нийса дӏа
649,vorwärts::ADV,앞으로,хьалха
650,rückwärts::ADV,뒤로,юха
651,zurück::ADV,제자리로,юха
652,unten::ADV,아래에,лахахь
653,hinab::ADV,아래쪽으로,охьа
654,oben::ADV,위에,лакхахь
655,hinauf::ADV,위쪽으로,хьала
656,überall::ADV,도처에,массанхьа
657,nicht::ADV,안,ца
658,ein wenig::ADV,적음,кӏеззиг
659,kaum::ADV,가의,халла
660,sehr::ADV,자주,вуно
661,so::ADV,그와같이,
662,noch::ADV,아직,кхин
663,nur::ADV,다만,бен ...ца
664,schon::ADV,이미,хӏинцале
665,wieder::ADV,다시,юха а
666,vergebens::ADV,헛되이,эрна
667,vor::PRP,앞에,хьалха
668,hinter::PRP,뒤에,тӏехьа
669,unter::PRP,잍에,кIелахь
670,durch::PRP,통고하여,чекх
671,neben::PRP,와나란히,юххе
672,zwischen::PRP,의사이로,юккъехь
673,wegen::PRP,때문에,дуьхьа
674,dies::PRN,이,и
675,dies::PRN,이,иза
676,das::PRN,저,и
677,das::PRN,저,иза
678,alles::PRN,모든것,дерриг
679,ich::PRN,나,cо
680,du::PRN,너,хьо
681,er::PRN,그,и
682,er::PRN,그,иза
683,wir::PRN,우리,тхо
684,wir::PRN,우리,вай
685,ihr::PRN,너희들,шу
686,sie::PRN,그들,уьш
687,was::FPRN,뭣,хӏун
688,wer::FPRN,누구,мила
689,wo::FADV,어디,мичaхь
690,wohin::FADV,어디로,мича
691,wie::FADV,어떻게,муха
692,warum::FADV,왜,хӏунда
693,wieviel::FNUM,얼마만큰,мел
694,wieviel::FNUM,얼마만큰,маса
695,eins::NUM,하나,цхьаъ
696,zwei::NUM,둘,шиъ
697,drei::NUM,셋,кхоъ
698,vier::NUM,넷,диъ
699,fünf::NUM,다섯,пхиъ
700,sechs::NUM,여섯,ялх
701,sieben::NUM,일곱,ворхӏ
702,acht::NUM,여덟,бархӏ
703,neun::NUM,아홉,исс
704,zehn::NUM,열,итт
705,elf::NUM,열하나,цхьайтта
706,zwölf::NUM,열둘,шийтта
707,zwanzig::NUM,스물,ткъа
708,dreißig::NUM,서름,ткъе итт
709,vierzig::NUM,마흔,шовзткъа
710,fünfzig::NUM,숸,шовзткъе итт
711,sechzig::NUM,에순,кхузткъа
712,siebzig::NUM,일흔,кхузткъе итт
713,achtzig::NUM,여든,дезткъа
714,neunzig::NUM,아흔,дезткъе итт
715,hundert::NUM,백,бӏе
716,tausend::NUM,천,эзар
717,und::CNJ,와,a
718,oder::CNJ,아니면,я
719,stehen::V,서다,латта
720,sitzen::V,앉다,хиъна ӏан
721,liegen::V,눕다,ӏилла
722,hängen::V,달다,кхаза
723,werden::V,되다,хила
724,passieren::V,지장옶다,хила
725,beginnen::V,시작되다,доло
726,enden::V,큳내다,дӏадерза
727,wechseln::V,병경하다,хийца
728,aufgehen[Sonne]::V,뜨다,кхета
729,untergehen[Sonne]::V,지다,чубуза
730,scheinen[Sonne]::V,빛나다,серло яла
731,donnern::V,천둥치다,къекъа
732,wehen::V,풀다,хьекха
733,strömen::V,흐르다,эха
734,fließen::V,흐르다,охьаэха
735,sich drehen::V,돌다,хьийза
736,schwanken::V,동요하다,леста
737,schwingen::V,흔들다,лесто
738,fallen::V,떨어지다,охьакхета
739,brennen::V,타다,дага
740,rauchen::V,김이나다,оза
741,regnen::V,비가오다,догlа догlу
742,gefrieren::V,얼다,гӏоро
743,tauen::V,녹다,даша
744,schmelzen::V,녹다,лала
745,trocknen::V,홈치다,дакъо
746,sieden::V,끓다,кхехка
747,faulen::V,부패하다,дахкадала
748,verfaulen::V,썩다,дахкадала
749,reißen::V,지바찢다,хеда
750,versinken::V,가라앉다,хичудаха
751,vergehen::V,지나가다,дlаэха
752,erscheinen::V,나타나다,схьадала
753,erscheinen::V,나타나다,ӏоттадала
754,verschwinden::V,사라지다,къайладала
755,sinken::V,가라앉다,лахдала
756,abnehmen::V,떼어내다,
757,zunehmen::V,증가하다,лакхадала
758,steigen::V,상승하다,хьаладала
759,wachsen::V,생기하다,кхиа
760,glänzen::V,뛰오나다,лепа
761,funkeln::V,불티가잍어나다,къега
762,lärmen::V,떠들다,гӏовгӏаян
763,läuten::V,울시다,детта
764,klingeln::V,초닌총을울리다,дека
765,klirren::V,탁탁울리다,дека
766,brausen::V,쏴쏴소리내다,хьаьдда даха
767,rauschen::V,솨솨,леста
768,klingen::V,반향하다,дека
769,bellen::V,짖다,лета
770,heulen::V,포효하다,угӏа
771,blasen::V,불다,хӏуп баха
772,pfeifen::V,피리를불다,шок етта
773,schreien::V,절규하다,мохь бетта
774,stöhnen::V,신음하다,узарш дан
775,zittern::V,저뉼하다,дега
776,leben::V,살다,даха
777,geboren werden::V,태어난,хила
778,atmen::V,숨쉬다,садеӏа
779,trinken::V,마시다,мала
780,essen::V,먹다,кхалла
781,schlucken::V,들이켜다,къурдбан
782,einschlafen::V,잠들다,наб кхета
783,schlafen::V,자다,вижа
784,schlafen::V,자다,наб ян
785,schlafen::V,자다,дижина хила
786,aufwachen::V,눈트다,самадала
787,aufstehen::V,서다,гӏатта
788,sich erholen::V,회복하다,садаӏа
789,schmerzen::V,아프다,лаза
790,schmerzen::V,아프다,ӏийжа
791,husten::V,잔기침하다,йовхарш етта
792,genesen::V,낫다,тадала
793,sterben::V,죽다,дала
794,umkommen::V,못쓰게되다,хӏаллакхила
795,sich bewegen::V,움직이다,лела
796,sich rühren::V,움직이다,меттахъхьен
797,sich erheben::V,이러서다,хьалагlатта
798,sich setzen::V,앉히다,хаа
799,hinfallen::V,넘어지다,дожа
800,hinfallen::V,넘어지다,охьакхета
801,laufen::V,걷다,вада
802,laufen::V,걷다,хьада
803,schreiten::V,보행하다,болар дан
804,schreiten::V,보행하다,ког баккха
805,spazierengehen::V,산보하다,доладала
