,Concept_ID,ga,ro
160,Blume::N,bláth,floare
161,Gras::N,féar,iarbă
162,Wurzel::N,rúta,rădăcină
163,Wurzel::N,fréamh,rădăcină
164,Baum::N,crann,copac
165,Baum::N,crann,arbore
166,Stamm::N,stoc,tulpină
167,Stamm::N,tamhan,tulpină
168,Rinde::N,coirt,scoarță
169,Rinde::N,craiceann,scoarță
170,Ast::N,géag,cracă
171,Ast::N,géag,creangă
172,Zweig::N,géag,ramură
173,Zweig::N,géag,creangă
174,Zweig::N,craobh,ramură
175,Zweig::N,craobh,creangă
176,Blatt::N,duille,frunză
177,Blatt::N,duilleog,frunză
178,Birke::N,beith,mesteacăn
179,Birke::N,crann beithe,mesteacăn
180,Kiefer[Baum]::N,péine,pin
181,Weide[Baum]::N,saileach,salcie
182,Weide[Baum]::N,saileach,răchită
183,Tanne::N,giúis,brad
184,Horn::N,adharc,corn
185,Feder::N,cleite,pană
186,Fell::N,clúmh,piele
187,Flügel::N,eite,aripă
188,Flügel::N,sciathán,aripă
189,Klaue::N,crúb,gheară
190,Klaue::N,crobh,gheară
191,Kralle::N,crobh,labă
192,Kralle::N,crobh,gheară
193,Schwanz::N,eireaball,coadă
194,Ei::N,ubh,ou
195,Nest::N,nead,cuib
196,Bau::N,brocais,bârlog
197,Bau::N,brocais,vizuină
198,Tier::N,ainmhí,animal
199,Tier::N,beithíoch,animal
200,Herde::N,tréad,turmă
201,Herde::N,tréad,cireadă
202,Kuh::N,bó,vacă
203,Bulle::N,tarbh,taur
204,Pferd::N,each,cal
205,Pferd::N,capall,cal
206,Schaf::N,caora,oaie
207,Schwein::N,muc,porc
208,Hund::N,madra,câine
209,Katze::N,cat,pisică
210,Bär::N,béar,urs
211,Eichhörnchen::N,iora,veveriță
212,Elch::N,eilc,elan
213,Fuchs::N,sionnach,vulpe
214,Fuchs::N,madra rua,vulpe
215,Hase::N,giorria,iepure
216,Maus::N,luch,șoarece
217,Wolf::N,mac tíre,lup
218,Vogel::N,éan,pasăre
219,Schwarm::N,saithe,cârd
220,Huhn::N,cearc,găină
221,Hahn::N,coileach,cocoș
222,Gans::N,gé,gâscă
223,Adler::N,iolar,vultur
224,Ente::N,lacha,rață
225,Eule::N,ulchabhán,bufniță
226,Kranich::N,grús,cocor
227,Krähe::N,caróg,cioară
228,Krähe::N,préachán,cioară
229,Kuckuck::N,cuach,cuc
230,Schwan::N,eala,lebădă
231,Fisch::N,iasc,pește
232,Barsch::N,péirse,biban
233,Hecht::N,liús,știucă
234,Schlange[Tier]::N,nathair,șarpe
235,Wurm::N,péist,vierme
236,Spinne::N,damhán alla,păianjen
237,Ameise::N,seangán,furnică
238,Laus::N,míol,păduche
239,Mücke::N,muiscít,țânțar
240,Mücke::N,corrmhíol,țânțar
241,Fliege::N,cuil,muscă
242,Fliege::N,cuileog,muscă
243,Schmetterling::N,féileacán,fluture
244,Beere::N,caor,boabă
245,Apfel::N,úll,măr
246,Pilz::N,beacán,burete
247,Pilz::N,beacán,ciupercă
248,Pilz::N,muisiriún,burete
249,Pilz::N,muisiriún,ciupercă
250,Zwiebel::N,oinniún,ceapă
251,Saat::N,síol,semănătură
252,Korn::N,gráinne,grâu
253,Heu::N,féar,fân
254,Schale::N,scaimh,coajă
255,Grube::N,poll,groapă
256,Falle::N,gaiste,cursă
257,Falle::N,gaiste,capcană
258,Schlinge::N,sealán,laț
259,Spur::N,rian,dâră
260,Asche::N,luaith,cenușă
261,Dreck::N,salachar,noroi
262,Dreck::N,salachar,murdărie
263,Eisen::N,iarann,fier
264,Gold::N,ór,aur
265,Silber::N,airgead,argint
266,Kohle::N,gual,cărbune
267,Glas::N,gloine,sticlă
268,Lehm::N,cré,lut
269,Lehm::N,cré,humă
270,Sand::N,gaineamh,nisip
271,Mensch::N,duine,om
272,Mensch::N,duine,persoană
273,Mann::N,fear,om
274,Mann::N,fear,bărbat
275,Frau::N,bean,femeie
276,Kind::N,gasúr,copil
277,Kind::N,páiste,copil
278,Junge::N,buachaill,băiat
279,Junge::N,buachaill,flăcău
280,Mädchen::N,cailín,fată
281,Familie::N,teaghlach,familie
282,Familie::N,comhluadar,familie
283,Großvater::N,seanathair,bunic
284,Großvater::N,seanathair,tată mare
285,Großmutter::N,seanmháthair,bunică
286,Großmutter::N,seanmháthair,mamă mare
287,Eltern::N,tuismitheoirí,părinți
288,Vater::N,athair,tată
289,Vater::N,athair,părinte
290,Mutter::N,máthair,mamă
291,Sohn::N,mac,fiu
292,Sohn::N,mac,fecior
293,Tochter::N,iníon,fiică
294,Bruder::N,deartháir,frate
295,Schwester::N,deirfiúr,soră
296,Onkel::N,uncail,unchi
297,Tante::N,aintín,mătușă
298,Ehemann::N,fear céile,soț
299,Ehemann::N,fear céile,bărbat
300,Ehefrau::N,bean chéile,soție
301,Freude::N,áthas,bucurie
302,Gelächter::N,gáire,râset
303,Glück::N,séan,fericire
304,Glück::N,sonas,fericire
305,Kummer::N,brón,mâhnire
306,Kummer::N,buairt,mâhnire
307,Wunsch::N,guí,dorință
308,Wunsch::N,guí,deziderat
309,Wunsch::N,achainí,dorință
310,Wunsch::N,achainí,deziderat
311,Lust::N,fonn,poftă
312,Lust::N,fonn,înclinare
313,Geist::N,meon,duh
314,Geist::N,meon,minte
315,Geist::N,meon,suflet
316,Geist::N,spiorad,duh
317,Geist::N,spiorad,minte
318,Geist::N,spiorad,suflet
319,Gedanke::N,smaoineamh,gând
320,Gedanke::N,smaoineamh,cuget
321,Gedächtnis::N,cuimhne,memorie
322,Verstand::N,ciall,minte
323,Verstand::N,ciall,intelect
324,Verstand::N,intinn,minte
325,Verstand::N,intinn,intelect
326,Sinn::N,brí,sens
327,Sinn::N,brí,înțeles
328,Sinn::N,ciall,sens
329,Sinn::N,ciall,înțeles
330,Grund::N,fáth,cauză
331,Grund::N,fáth,pricină
332,Wahrheit::N,fírinne,adevăr
333,Gespräch::N,comhrá,convorbire
334,Gespräch::N,comhrá,conversație
335,Märchen::N,scéal,basm
336,Märchen::N,scéal,poveste
337,Erzählung::N,scéal,poveste
338,Nachricht::N,teachtaireacht,veste
339,Neuigkeit::N,scéala,noutate
340,Neuigkeit::N,scéala,actualitate
341,Name::N,ainm,nume
342,Rätsel::N,tomhas,ghicitoare
343,Rede::N,óráid,discurs
344,Rede::N,aitheasc,discurs
345,Sprache::N,teanga,limbă
346,Sprache::N,teanga,limbaj
347,Stimme::N,guth,glas
348,Wort::N,focal,cuvânt
349,Zeichen::N,comhartha,semn
350,Zeichen::N,comhartha,semnal
351,Ruf::N,glaoch,chemare
352,Lärm::N,torann,zgomot
353,Lärm::N,torann,tărăboi
354,Laut::N,fuaim,sunet
355,Ton::N,ton,ton
356,Lied::N,amhrán,cântec
357,Ruhe::N,suaimhneas,odihnă
358,Ruhe::N,suaimhneas,liniște
359,Leute::N,muintir,lume
360,Leute::N,muintir,oameni
361,Volk::N,pobal,popor
362,Volk::N,pobal,națiune
363,Arbeit::N,obair,lucru
364,Gast::N,aoi,musafir
365,Geschenk::N,féirín,dar
366,Geschenk::N,féirín,cadou
367,Geschenk::N,bronntanas,dar
368,Geschenk::N,bronntanas,cadou
369,Spiel::N,cluiche,joc
370,Gesellschaft::N,comhluadar,societate
371,Hilfe::N,cúnamh,ajutor
372,Hilfe::N,cabhair,ajutor
373,Freund::N,cara,amic
374,Freund::N,cara,prieten
375,Kamerad::N,comrádaí,tovarăș
376,Angelegenheit::N,ábhar,afacere
377,Anzahl::N,líon,număr
378,Anzahl::N,líon,cantitate
379,Art::N,sórt,fel
380,Art::N,sórt,specie
381,Art::N,saghas,fel
382,Art::N,saghas,specie
383,Stück::N,píosa,bucată
384,Teil::N,cuid,parte
385,Teil::N,cuid,porție
386,Teil::N,páirt,parte
387,Teil::N,páirt,porție
388,Hälfte::N,leath,jumătate
389,Kreis::N,ciorcal,cerc
390,Kreuz::N,cros,cruce
391,Linie::N,líne,linie
392,Strich::N,stríoc,linie
393,Strich::N,stríoc,trăsătură
394,Abstand::N,achar,distanță
395,Abstand::N,achar,depărtare
396,Entfernung::N,fad,distanță
397,Entfernung::N,fad,depărtare
398,Gegend::N,ceantar,regiune
399,Platz::N,áit,loc
400,Platz::N,spás,loc
401,Ort::N,áit,loc
402,Seite::N,taobh,latură
403,Mitte::N,lár,centru
404,Gegenstand::N,ball,obiect
405,Gegenstand::N,ábhar,obiect
406,Sache::N,ní,lucru
407,Sache::N,ní,chestie
408,Sache::N,rud,lucru
409,Sache::N,rud,chestie
410,Rand::N,imeall,bordură
411,Rand::N,ciumhais,bordură
412,Kante::N,corr,muchie
413,Kante::N,corr,bordură
414,Kante::N,colbha,muchie
415,Kante::N,colbha,bordură
416,Ecke::N,coirnéal,colț
417,Spitze::N,gob,vârf
418,Spitze::N,gob,creștet
419,Spitze::N,barr,vârf
420,Spitze::N,barr,creștet
421,Ende::N,ceann,capăt
422,Ende::N,foirceann,capăt
423,Loch::N,poll,gaură
424,Winkel::N,cúinne,colț
425,Winkel::N,uillinn,colț
426,Muster::N,patrún,desen
427,Größe::N,méid,mărime
428,Größe::N,toise,mărime
429,Länge::N,fad,lungime
430,Höhe::N,airde,înălțime
431,Gewicht::N,meáchan,greutate
432,Menge::N,méid,cantitate
433,Haufen::N,cnap,grămadă
434,Reihe::N,líne,șir
435,Reihe::N,líne,rând
436,Reihe::N,sraith,șir
437,Reihe::N,sraith,rând
438,Boot::N,bád,barcă
439,Boot::N,bád,luntre
440,Ruder::N,rámh,vâslă
441,Ruder::N,rámh,lopată
442,Ruder::N,maide rámha,vâslă
443,Ruder::N,maide rámha,lopată
444,Schlitten::N,carr sleamhnáin,sanie
445,Ski::N,scí,schi
446,Lagerfeuer::N,tine champa,foc de tabără
447,Last::N,ualach,povară
448,Last::N,ualach,sarcină
449,Gang::N,siúlóid,mers
450,Gang::N,siúlóid,umblet
451,Schritt::N,céim,pas
452,Schritt::N,coiscéim,pas
453,Norden::N,tuaisceart,nord
454,Norden::N,tuaisceart,miazănoapte
455,Süden::N,deisceart,sud
456,Süden::N,deisceart,miazăzi
457,Westen::N,iarthar,apus
458,Osten::N,oirthear,est
459,Osten::N,oirthear,răsărit
460,Holz::N,adhmad,lemn
461,Brett::N,clár,scândură
462,Platte::N,leac,placă
463,Stütze::N,taca,proptea
464,Stange::N,polla,bară
465,Stange::N,polla,prăjină
466,Stange::N,cuaille,bară
467,Stange::N,cuaille,prăjină
468,Stock::N,bata,băț
469,Stock::N,bata,baston
470,Stock::N,maide,băț
471,Stock::N,maide,baston
472,Stab::N,maide,baston
473,Stab::N,maide,prăjină
474,Stab::N,bachall,baston
475,Stab::N,bachall,prăjină
476,Rohr::N,píopa,tub
477,Rohr::N,píopa,țeavă
478,Haus::N,teach,casă
479,Heim::N,baile,casă
480,Heim::N,baile,cămin
481,Ofen::N,sornóg,sobă
482,Fußboden::N,urlár,podea
483,Fußboden::N,urlár,dușumea
484,Tisch::N,bord,masă
485,Tisch::N,tábla,masă
486,Stuhl::N,cathaoir,scaun
487,Wiege::N,cliabhán,leagăn
488,Bett::N,leaba,pat
489,Regal::N,seilf,rafturi
490,Kiste::N,bosca,ladă
491,Kiste::N,bosca,cutie
492,Fenster::N,fuinneoig,fereastră
493,Tür::N,doras,ușă
494,Tor::N,geata,poartă
495,Zaun::N,fál,gard
496,Zaun::N,claí,gard
497,Dach::N,díon,acoperiș
498,Leiter::N,dréimire,scară
499,Besen::N,scuab,mătură
500,Spaten::N,spád,cazma
501,Spaten::N,spád,hârleț
502,Spaten::N,rámhainn,cazma
503,Spaten::N,rámhainn,hârleț
504,Schaufel::N,sluasaid,lopată
505,Gabel::N,forc,furculiță
506,Gabel::N,gabhlóg,furculiță
507,Löffel::N,spúnóg,lingură
508,Messer::N,scian,cuțit
509,Nagel::N,tairne,cui
510,Netz::N,líon,plasă
511,Netz::N,eangach,plasă
512,Haken::N,croch,cârlig
513,Griff::N,cos,mâner
514,Griff::N,hanla,mâner
515,Schloss::N,glas,lacăt
516,Bild::N,pictiúr,tablou
517,Bild::N,pictiúr,imagine
518,Figur::N,fíor,chip
519,Figur::N,fíor,figură
520,Puppe::N,bábóg,păpușă
521,Beutel::N,mála,pungă
522,Beutel::N,mála,săculeț
523,Beutel::N,mealbhóg,pungă
524,Beutel::N,mealbhóg,săculeț
525,Bündel::N,beart,mănunchi
526,Tasche::N,mála,geantă
527,Eimer::N,buicéad,găleată
528,Deckel::N,clár,capac
529,Deckel::N,claibín,capac
530,Geschirr::N,soithí,vase
531,Geschirr::N,soithí,tacâmuri
532,Geschirr::N,gréithe,vase
533,Geschirr::N,gréithe,tacâmuri
534,Sack::N,sac,sac
535,Sack::N,mála,sac
536,Tasse::N,cupán,ceașcă
537,Topf::N,pota,oală
538,Kessel::N,citeal,cazan
539,Kessel::N,citeal,căldare
540,Essen::N,béile,mâncare
541,Nahrung::N,bia,hrană
542,Nahrung::N,bia,aliment
543,Speise::N,mias,bucate
544,Speise::N,mias,fel de bucate
545,Fleisch::N,feoil,carne
546,Getreide::N,grán,cereale
547,Getreide::N,arbhar,cereale
548,Brei::N,brúitín,pireu
549,Brot::N,arán,pâine
550,Scheibe::N,píosa,felie
551,Scheibe::N,píosa,bucată
552,Scheibe::N,slisne,felie
553,Scheibe::N,slisne,bucată
554,Fett::N,saill,untură
555,Fett::N,saill,grăsime
556,Fett::N,méathras,untură
557,Fett::N,méathras,grăsime
558,Butter::N,im,unt
559,Öl::N,ola,ulei
560,Salz::N,salann,sare
561,Suppe::N,sú,supă
562,Suppe::N,sú,ciorbă
563,Suppe::N,anraith,supă
564,Suppe::N,anraith,ciorbă
565,Honig::N,mil,miere
566,Milch::N,bainne,lapte
567,Tee::N,tae,ceai
568,Leder::N,leathar,piele
569,Wolle::N,olann,lână
570,Stoff::N,éadach,stofă
571,Nadel::N,snáthaid,ac
572,Faden::N,snáth,ață
573,Knopf::N,cnaipe,buton
574,Knoten::N,snaidhm,nod
575,Farbe::N,péint,vopsea
576,Kleidung::N,éadaí,haine
577,Kleidung::N,éadaí,îmbrăcăminte
578,Hemd::N,léine,cămașă
579,Kragen::N,bóna,guler
580,Ärmel::N,muinchille,mânecă
581,Hose::N,bríste,pantaloni
582,Hose::N,treabhsar,pantaloni
583,Gürtel::N,crios,cordon
584,Mütze::N,caipín,șapcă
585,Schuh::N,bróg,gheată
586,Stiefel::N,buatais,cizmă
587,Ring::N,fáinne,inel
588,Ring::N,fáinne,verigă
589,Band::N,ribín,panglică
590,Band::N,ribín,șiret
591,Kamm::N,cíor,pieptene
592,Spiegel::N,scáthán,oglindă
593,Riemen::N,iall,curea
594,Riemen::N,strapa,curea
595,Schnur::N,téad,funie
596,Schnur::N,téad,sfoară
597,Schnur::N,sreangán,funie
598,Schnur::N,sreangán,sfoară
599,Leine::N,iall,lesă
600,Leine::N,iall,curea
601,Decke::N,pluid,pătură
602,Decke::N,blaincéad,pătură
603,Kissen::N,piliúr,pernă
604,Kissen::N,adhartán,pernă
605,Tuch::N,scaif,batic
606,Handtuch::N,tuáille,prosop
607,Handtuch::N,tuáille,ștergar
608,Kraft::N,fórsa,forță
609,Kraft::N,fórsa,putere
610,Stärke::N,neart,tărie
611,Stärke::N,neart,vigoare
612,Gesundheit::N,sláinte,sănătate
613,Krankheit::N,tinneas,boală
614,Krankheit::N,tinneas,maladie
615,Krankheit::N,breoiteacht,boală
616,Krankheit::N,breoiteacht,maladie
617,Schmerz::N,pian,durere
618,Wunde::N,goin,rană
619,Fieber::N,fiabhras,febră
620,Arznei::N,cógas,leac
621,Arznei::N,cógas,medicament
622,Brücke::N,droichead,pod
623,Brücke::N,droichead,punte
624,Brunnen::N,tobar,puț
625,Weide::N,féarach,izlaz
626,Weide::N,féarach,pășune
627,Pfad::N,cosán,cărare
628,Pfad::N,conair,cărare
629,Weg::N,slí,drum
630,Weg::N,bealach,drum
631,Straße::N,bóthar,cale
632,Straße::N,bóthar,stradă
633,Dorf::N,sráidbhaile,sat
634,Stadt::N,baile,oraș
635,Stadt::N,cathair,oraș
636,Brief::N,litir,scrisoare
637,Buch::N,cín,carte
638,Buch::N,leabhar,carte
639,Buchstabe::N,litir,literă
640,Buchstabe::N,litir,caracter
641,Zeitung::N,nuachtán,ziar
642,Zeitung::N,nuachtán,gazetă
643,Leben::N,saol,viață
644,Leben::N,beatha,viață
645,Tod::N,bás,moarte
646,Grab::N,uaigh,groapă
647,Grab::N,uaigh,mormânt
648,Kirche::N,eaglais,biserică
649,Sünde::N,peaca,păcat
650,Gott::N,dia,zeu
651,Arbeiter::N,oibrí,muncitor
652,Chef::N,saoiste,șef
653,Chef::N,ceannasaí,șef
654,Meister::N,máistir,meșter
655,Meister::N,máistir,maestru
656,Arzt::N,lia,medic
657,Arzt::N,lia,doctor
658,Arzt::N,dochtúir,medic
659,Arzt::N,dochtúir,doctor
660,Lehrer::N,oide,profesor
661,Lehrer::N,oide,învățător
662,Lehrer::N,múinteoir,profesor
663,Lehrer::N,múinteoir,învățător
664,Geld::N,airgead,bani
665,Geld::N,airgead,parale
666,Geschäft::N,gnó,treabă
667,Geschäft::N,gnó,afacere
668,Laden::N,siopa,magazin
669,Laden::N,siopa,prăvălie
670,Preis::N,praghas,preț
671,Ware::N,earra,marfă
672,Nutzen::N,tairbhe,folos
673,Nutzen::N,tairbhe,profit
674,Reichtum::N,rachmas,avuție
675,Reichtum::N,rachmas,bogăție
676,Reichtum::N,saibhreas,avuție
677,Reichtum::N,saibhreas,bogăție
678,Welt::N,domhan,lume
679,Land::N,tír,țară
680,Staat::N,stát,stat
681,König::N,rí,rege
682,Macht::N,cumhacht,putere
683,Macht::N,cumhacht,putință
684,Grenze::N,críoch,hotar
685,Grenze::N,críoch,graniță
686,Grenze::N,críoch,frontieră
687,Grenze::N,teorainn,hotar
688,Grenze::N,teorainn,graniță
689,Grenze::N,teorainn,frontieră
690,Krieg::N,cogadh,război
691,Feind::N,namhaid,dușman
692,Gewalt::N,foréigean,violență
693,Kampf::N,troid,luptă
694,Bogen[Waffe]::N,bogha,arc
695,Pfeil::N,saighead,săgeată
696,Gewehr::N,gunna,armă
697,Gewehr::N,gunna,pușcă
698,Fehler::N,botún,eroare
699,Fehler::N,botún,greșeală
700,Fehler::N,meancóg,eroare
701,Fehler::N,meancóg,greșeală
702,Lüge::N,bréag,minciună
703,Lüge::N,éitheach,minciună
704,Schaden::N,dochar,daună
705,Schaden::N,dochar,pagubă
706,Schaden::N,damáiste,daună
707,Schaden::N,damáiste,pagubă
708,Unglück::N,drochrath,nenorocire
709,Schuld::N,locht,vină
710,Schuld::N,milleán,vină
711,Alter::N,aois,etate
712,Alter::N,aois,vârstă
713,Schluss::N,deireadh,sfârșit
714,Zeit::N,am,timp
715,Zeit::N,am,vreme
716,Zeit::N,aimsir,timp
717,Zeit::N,aimsir,vreme
718,Tag::N,lá,zi
719,Morgen::N,maidin,dimineață
720,Mittag::N,nóin,prânz
721,Mittag::N,nóin,amiază
722,Abend::N,tráthnóna,seară
723,Nacht::N,oíche,noapte
724,Woche::N,seachtain,săptămână
725,Monat::N,mí,lună
726,Jahr::N,bliain,an
727,Frühling::N,earrach,primăvară
728,Sommer::N,samhradh,vară
729,Herbst::N,fómhar,toamnă
730,Winter::N,geimhreadh,iarnă
731,Januar::N,Eanáir,ianuarie
732,Februar::N,Feabhra,februarie
733,März::N,Márta,martie
734,April::N,Aibreán,aprilie
735,Mai::N,Bealtaine,mai
736,Juni::N,Meitheamh,iunie
737,Juli::N,Iúil,iulie
738,August::N,Lúnasa,august
739,September::N,Meán Fómhair,septembrie
740,Oktober::N,Deireadh Fómhair,octombrie
741,November::N,Samhain,noiembrie
742,November::N,Mí na Samhna,noiembrie
743,Dezember::N,Mí na Nollag,decembrie
744,Montag::N,Luan,luni
745,Montag::N,Dé Luain,luni
746,Dienstag::N,Máirt,marți
747,Dienstag::N,Dé Máirt,marți
748,Mittwoch::N,Céadaoin,miercuri
749,Mittwoch::N,Dé Céadaoin,miercuri
750,Donnerstag::N,Déardaoin,joi
751,Freitag::N,Aoine,vineri
752,Freitag::N,Dé hAoine,vineri
753,Samstag::N,Satharn,sâmbătă
754,Samstag::N,Dé Sathairn,sâmbătă
755,Sonntag::N,Domhnach,duminică
756,Sonntag::N,Dé Domhnaigh,duminică
757,groß::A,mór,mare
758,klein::A,beag,mic
759,lang::A,fada,lung
760,kurz::A,gearr,scurt
761,kurz::A,gairid,scurt
762,breit::A,leathan,lat
763,breit::A,leathan,larg
764,breit::A,fairsing,lat
765,breit::A,fairsing,larg
766,schmal::A,cúng,strâmt
767,dicht::A,dlúth,des
768,dick[Gegenstand]::A,tiubh,gros
769,dünn::A,caol,subțire
770,dünn::A,tanaí,subțire
771,fein::A,scáinte,fin
772,fein::A,scáinte,subțire
773,fein::A,fíneálta,fin
774,fein::A,fíneálta,subțire
775,fest::A,daingean,tare
776,fest::A,daingean,solid
777,flach::A,cothrom,șes
778,flach::A,cothrom,plan
779,glatt::A,mín,lins
780,glatt::A,sleamhain,lins
781,hart::A,crua,dur
782,weich::A,bog,moale
783,rund::A,cruinn,rotund
784,rund::A,cruinn,circular
785,spitz::A,gobach,ascuțit
786,spitz::A,biorach,ascuțit
787,scharf::A,géar,tăios
788,scharf::A,géar,ascuțit
789,scharf::A,faobhrach,tăios
790,scharf::A,faobhrach,ascuțit
791,stumpf::A,maol,tocit
792,schwer::A,trom,greu
793,schön::A,álainn,frumos
794,heiß::A,te,cald
795,heiß::A,te,fierbinte
796,warm::A,te,cald
797,warm::A,te,fierbinte
798,kalt::A,fuar,rece
799,kühl::A,fionnuar,rece
800,kühl::A,fionnuar,răcoros
801,frisch::A,úr,răcoros
802,frisch::A,úr,proaspăt
803,frisch::A,friseáilte,răcoros
804,frisch::A,friseáilte,proaspăt
805,feucht::A,tais,umed
806,feucht::A,tais,jilav
807,nass::A,fliuch,ud
808,trocken::A,tirim,sec
809,trocken::A,tirim,uscat
810,voll::A,lán,plin
811,leer::A,folamh,gol
812,offen::A,oscailte,deschis
813,geschlossen::A,dúnta,închis
814,geschlossen::A,druidte,închis
815,sauber::A,glan,curat
816,schmutzig::A,salach,murdar
817,roh::A,amh,crud
818,reif::A,aibí,copt
819,lecker::A,blasta,gustos
820,süß::A,milis,dulce
821,bitter::A,searbh,amar
822,sauer::A,géar,acru
823,sauer::A,searbh,acru
824,hell::A,geal,clar
825,hell::A,geal,luminos
826,hell::A,soilseach,clar
