,Concept_ID,ga,ro
1577,sich unterhalten::V,caintigh,conversa
1578,sich unterhalten::V,caintigh,sta de vorbă
1579,sich unterhalten::V,tá ag comhrá,conversa
1580,sich unterhalten::V,tá ag comhrá,sta de vorbă
1581,fragen::V,fiafraigh,întreba
1582,fragen::V,cuir ceist,întreba
1583,bitten::V,iarr,ruga
1584,erzählen::V,inis,spune
1585,erzählen::V,inis,povesti
1586,erzählen::V,eachtraigh,spune
1587,erzählen::V,eachtraigh,povesti
1588,mitteilen::V,aithris,comunica
1589,mitteilen::V,aithris,înștiința
1590,mitteilen::V,cuir in iúl,comunica
1591,mitteilen::V,cuir in iúl,înștiința
1592,nennen::V,ainmnigh,numi
1593,nennen::V,ainmnigh,chema
1594,rufen::V,glaoigh,chema
1595,prahlen::V,maígh,se făli
1596,übersetzen::V,aistrigh,traduce
1597,denken::V,síl,gândi
1598,denken::V,ceap,gândi
1599,glauben::V,creid,crede
1600,bemerken::V,tabhair faoi deara,observa
1601,erkennen::V,aithin,cunoaște
1602,erkennen::V,aithin,recunoaște
1603,begreifen::V,tuig,pricepe
1604,begreifen::V,tuig,înțelege
1605,verstehen::V,tuig,înțelege
1606,lernen::V,foghlaim,învăța
1607,wissen::V,tá a fhios ag,ști
1608,sich erinnern an::V,cuimhnigh ar,a-și aminti de
1609,sich erinnern an::V,is cuimhne ar,a-și aminti de
1610,vergessen::V,dearmad,uita
1611,messen::V,tomhais,măsura
1612,zählen::V,cuntais,număra
1613,rechnen::V,ríomh,calcula
1614,rechnen::V,áirigh,calcula
1615,lesen::V,léigh,citi
1616,malen::V,péinteáil,picta
1617,zeichnen::V,línigh,desena
1618,zeichnen::V,tarraing,desena
1619,schreiben::V,scríobh,scrie
1620,besitzen::V,is le,avea
1621,besitzen::V,is le,poseda
1622,kaufen::V,ceannaigh,cumpăra
1623,verkaufen::V,díol,vinde
1624,bezahlen::V,íoc as,plăti
1625,bezahlen::V,íoc as,achita
1626,zahlen::V,íoc,plăti
1627,beherrschen::V,rialaigh,stăpâni
1628,ertragen::V,seas,răbda
1629,ertragen::V,seas,suporta
1630,ertragen::V,fulaing,răbda
1631,ertragen::V,fulaing,suporta
1632,ertragen::V,foighnigh,răbda
1633,ertragen::V,foighnigh,suporta
1634,Ader::N,,vână
1635,Ader::N,,arteră
1636,vorwärts::ADV,,înainte
