,Concept_ID,et,nl
267,Gespräch::N,kõne,gesprek
268,Gespräch::N,vestlus,gesprek
269,Märchen::N,muinasjutt,sprookje
270,Erzählung::N,jutustus,verhaal
271,Nachricht::N,teade,tijding
272,Neuigkeit::N,uudis,nieuws
273,Neuigkeit::N,uudis,nieuwtje
274,Name::N,nimi,naam
275,Rätsel::N,mõistatus,raadsel
276,Rede::N,kõne,rede
277,Sprache::N,keel,taal
278,Stimme::N,hääl,stem
279,Wort::N,sõna,woord
280,Zeichen::N,märk,teken
281,Ruf::N,hüüe,roep
282,Lärm::N,müra,lawaai
283,Laut::N,hääl,klank
284,Laut::N,hääl,geluid
285,Ton::N,toon,toon
286,Ton::N,toon,klank
287,Lied::N,laul,lied
288,Ruhe::N,rahu,rust
289,Ruhe::N,rahu,stilte
290,Ruhe::N,vaikus,rust
291,Ruhe::N,vaikus,stilte
292,Leute::N,inimesed,lui
293,Leute::N,inimesed,mensen
294,Volk::N,rahvas,volk
295,Arbeit::N,töö,werk
296,Arbeit::N,töö,arbeid
297,Gast::N,külaline,gast
298,Geschenk::N,kingitus,cadeau
299,Geschenk::N,kingitus,geschenk
300,Spiel::N,mäng,spel
301,Gesellschaft::N,selts,gezelschap
302,Hilfe::N,abi,hulp
303,Freund::N,sõber,vriend
304,Kamerad::N,sõber,maat
305,Kamerad::N,sõber,metgezel
306,Angelegenheit::N,asi,zaak
307,Angelegenheit::N,asi,aangelegenheid
308,Anzahl::N,arv,tal
309,Anzahl::N,arv,aantal
310,Anzahl::N,hulk,tal
311,Anzahl::N,hulk,aantal
312,Art::N,liik,slag
313,Art::N,liik,soort
314,Stück::N,tükk,stuk
315,Teil::N,osa,deel
316,Hälfte::N,pool,helft
317,Kreis::N,ring,kring
318,Kreis::N,ring,cirkel
319,Kreuz::N,rist,kruis
320,Linie::N,joon,lijn
321,Strich::N,joon,haal
322,Strich::N,joon,streep
323,Abstand::N,vahe,afstand
324,Entfernung::N,kaugus,afstand
325,Entfernung::N,vahemaa,afstand
326,Gegend::N,ümbrus,streek
327,Platz::N,ruum,ruimte
328,Ort::N,paik,oord
329,Ort::N,paik,plaats
330,Seite::N,pool,zij
331,Seite::N,pool,kant
332,Seite::N,pool,zijde
333,Mitte::N,keskpaik,midden
334,Gegenstand::N,ese,voorwerp
335,Sache::N,ese,zaak
336,Rand::N,äär,rand
337,Rand::N,äär,boord
338,Rand::N,serv,rand
339,Rand::N,serv,boord
340,Kante::N,kant,kant
341,Ecke::N,nurk,hoek
342,Spitze::N,teravik,punt
343,Spitze::N,teravik,spits
344,Ende::N,ots,einde
345,Ende::N,ots,uiteinde
346,Ende::N,jupp,einde
347,Ende::N,jupp,uiteinde
348,Loch::N,auk,gat
349,Winkel::N,nurk,hoek
350,Muster::N,muster,dessin
351,Muster::N,muster,patroon
352,Größe::N,suurus,grootte
353,Länge::N,pikkus,lengte
354,Höhe::N,kõrgus,hoogte
355,Gewicht::N,kaal,gewicht
356,Gewicht::N,raskus,gewicht
357,Menge::N,arv,hoeveelheid
358,Menge::N,hulk,hoeveelheid
359,Haufen::N,hunnik,hoop
360,Reihe::N,rivi,rij
361,Reihe::N,rivi,reeks
362,Boot::N,paat,boot
363,Ruder::N,aer,roeiriem
364,Schlitten::N,saan,slee
365,Schlitten::N,saan,slede
366,Ski::N,suusk,ski
367,Lagerfeuer::N,lõke,kampvuur
368,Last::N,koorem,last
369,Last::N,koorem,vracht
370,Gang::N,käik,wandeling
371,Schritt::N,samm,stap
372,Schritt::N,samm,schrede
373,Norden::N,põhi,noorden
374,Süden::N,lõuna,zuiden
375,Westen::N,lääs,westen
376,Osten::N,ida,oosten
377,Holz::N,puu,hout
378,Brett::N,saelaud,plank
379,Platte::N,plaat,plaat
380,Stütze::N,tugi,stut
381,Stütze::N,tugi,steun
382,Stange::N,latt,stang
383,Stange::N,teivas,stang
384,Stock::N,kepp,stok
385,Stab::N,varras,staf
386,Rohr::N,toru,pijp
387,Haus::N,maja,huis
388,Heim::N,kodu,tehuis
389,Ofen::N,ahi,kachel
390,Fußboden::N,põrand,vloer
391,Tisch::N,laud,tafel
392,Stuhl::N,tool,stoel
393,Wiege::N,häll,wieg
394,Wiege::N,kätki,wieg
395,Bett::N,voodi,bed
396,Regal::N,riiul,rek
397,Kiste::N,kast,kist
398,Fenster::N,aken,raam
399,Fenster::N,aken,venster
400,Tür::N,uks,deur
401,Tor::N,värav,poort
402,Zaun::N,aed,omheining
403,Zaun::N,tara,omheining
404,Dach::N,katus,dak
405,Leiter::N,redel,ladder
406,Besen::N,luud,bezem
407,Spaten::N,labidas,schop
408,Schaufel::N,kühvel,schep
409,Gabel::N,kahvel,vork
410,Löffel::N,lusikas,lepel
411,Messer::N,nuga,mes
412,Nagel::N,nael,spijker
413,Netz::N,võrk,net
414,Haken::N,haak,haak
415,Haken::N,konks,haak
416,Griff::N,sang,handvat
417,Griff::N,käepide,handvat
418,Schloss::N,lukk,slot
419,Bild::N,pilt,beeld
420,Figur::N,kuju,figuur
421,Figur::N,kujund,figuur
422,Puppe::N,nukk,pop
423,Beutel::N,paun,zak
424,Beutel::N,paun,buidel
425,Bündel::N,kimp,pak
426,Bündel::N,kimp,bundel
427,Tasche::N,kott,tas
428,Eimer::N,pang,emmer
429,Eimer::N,ämber,emmer
430,Deckel::N,kaas,deksel
431,Geschirr::N,nõud,vaatwerk
432,Sack::N,kott,zak
433,Tasse::N,tass,kop
434,Topf::N,pada,pan
435,Kessel::N,pada,ketel
436,Essen::N,söök,eten
437,Nahrung::N,toit,voedsel
438,Speise::N,roog,spijs
439,Fleisch::N,liha,vlees
440,Getreide::N,teravili,graan
441,Brei::N,puder,pap
442,Brei::N,puder,brij
443,Brot::N,sai,brood
444,Brot::N,leib,brood
445,Scheibe::N,viil,plak
446,Scheibe::N,viil,snede
447,Scheibe::N,viilukas,plak
448,Scheibe::N,viilukas,snede
449,Fett::N,rasv,vet
450,Butter::N,või,boter
451,Öl::N,õli,olie
452,Salz::N,sool,zout
453,Suppe::N,supp,soep
454,Honig::N,mesi,honing
455,Milch::N,piim,melk
456,Tee::N,tee,thee
457,Leder::N,nahk,leer
458,Leder::N,nahk,leder
459,Wolle::N,vill,wol
460,Stoff::N,kangas,stof
461,Nadel::N,nõel,naald
462,Faden::N,niit,draad
463,Knopf::N,nööp,knoop
464,Knoten::N,sõlm,knoop
465,Farbe::N,värv,verf
466,Kleidung::N,riided,kledij
467,Kleidung::N,riided,kleding
468,Kleidung::N,riietus,kledij
469,Kleidung::N,riietus,kleding
470,Hemd::N,särk,hemd
471,Kragen::N,krae,kraag
472,Ärmel::N,varrukas,mouw
473,Hose::N,püksid,broek
474,Hose::N,püksid,pantalon
475,Gürtel::N,vöö,riem
476,Gürtel::N,vöö,gordel
477,Mütze::N,müts,muts
478,Schuh::N,king,schoen
479,Stiefel::N,saabas,laars
480,Ring::N,sõrmus,ring
481,Band::N,lint,lint
482,Kamm::N,kamm,kam
483,Spiegel::N,peegel,spiegel
484,Riemen::N,rihm,riem
485,Schnur::N,nöör,koord
486,Leine::N,jalutusrihm,lijn
487,Decke::N,tekk,deken
488,Kissen::N,padi,kussen
489,Tuch::N,kalev,doek
490,Handtuch::N,käterätik,handdoek
491,Kraft::N,jõud,kracht
492,Stärke::N,tugevus,sterkte
493,Gesundheit::N,tervis,gezondheid
494,Krankheit::N,haigus,ziekte
495,Schmerz::N,valu,pijn
496,Wunde::N,haav,wond
497,Fieber::N,palavik,koorts
498,Arznei::N,ravim,medicament
499,Arznei::N,ravim,geneesmiddel
500,Brücke::N,sild,brug
501,Brunnen::N,kaev,put
502,Brunnen::N,kaev,bron
503,Weide::N,karjamaa,wei
504,Weide::N,karjamaa,weide
505,Pfad::N,rada,pad
506,Weg::N,tee,weg
507,Straße::N,tee,baan
508,Straße::N,tee,straat
509,Dorf::N,küla,dorp
510,Stadt::N,linn,stad
511,Brief::N,kiri,brief
512,Buch::N,raamat,boek
513,Buchstabe::N,täht,letter
514,Zeitung::N,ajaleht,krant
515,Zeitung::N,ajaleht,dagblad
516,Leben::N,elu,leven
517,Tod::N,surm,dood
518,Grab::N,haud,graf
519,Kirche::N,kirik,kerk
520,Sünde::N,patt,zonde
521,Gott::N,jumal,god
522,Arbeiter::N,tööline,arbeider
523,Chef::N,ülemus,chef
524,Chef::N,juhataja,chef
525,Meister::N,meister,meester
526,Arzt::N,arst,arts
527,Arzt::N,arst,dokter
528,Lehrer::N,õpetaja,leraar
529,Lehrer::N,õpetaja,onderwijzer
530,Geld::N,raha,geld
531,Geschäft::N,äri,zaak
532,Laden::N,pood,winkel
533,Laden::N,kauplus,winkel
534,Preis::N,hind,prijs
535,Ware::N,kaup,waar
536,Nutzen::N,tulu,nut
537,Nutzen::N,tulu,voordeel
538,Nutzen::N,kasulikkus,nut
539,Nutzen::N,kasulikkus,voordeel
540,Reichtum::N,rikkus,rijkdom
541,Welt::N,maailm,wereld
542,Land::N,maa,land
543,Staat::N,riik,staat
544,König::N,kuningas,koning
545,Macht::N,võim,macht
546,Grenze::N,piir,grens
547,Krieg::N,sõda,oorlog
548,Feind::N,vaenlane,vijand
549,Gewalt::N,väevõim,geweld
550,Kampf::N,võitlus,strijd
551,Kampf::N,võitlus,gevecht
552,Bogen[Waffe]::N,vibu,boog
553,Pfeil::N,nool,pijl
554,Gewehr::N,püss,geweer
555,Fehler::N,viga,fout
556,Lüge::N,vale,leugen
557,Schaden::N,kahju,schade
558,Unglück::N,häda,tegenspoed
559,Unglück::N,õnnetus,tegenspoed
560,Schuld::N,süü,schuld
561,Alter::N,iga,leeftijd
562,Schluss::N,lõpp,slot
563,Zeit::N,aeg,tijd
564,Tag::N,päev,dag
565,Morgen::N,hommik,morgen
566,Morgen::N,hommik,ochtend
567,Mittag::N,lõuna,middag
568,Mittag::N,keskpäev,middag
569,Abend::N,õhtu,avond
570,Nacht::N,öö,nacht
571,Woche::N,nädal,week
572,Monat::N,kuu,maand
573,Jahr::N,aasta,jaar
574,Frühling::N,kevad,lente
575,Frühling::N,kevad,voorjaar
576,Sommer::N,suvi,zomer
577,Herbst::N,sügis,herfst
578,Winter::N,talv,winter
579,Januar::N,jaanuar,januari
580,Februar::N,veebruar,februari
581,März::N,märts,maart
582,April::N,aprill,april
583,Mai::N,mai,mei
584,Juni::N,juuni,juni
585,Juli::N,juuli,juli
586,August::N,august,augustus
587,September::N,september,september
588,Oktober::N,oktoober,oktober
589,November::N,november,november
590,Dezember::N,detsember,december
591,Montag::N,esmaspäev,maandag
592,Dienstag::N,teisipäev,dinsdag
593,Mittwoch::N,kesknädal,woensdag
594,Donnerstag::N,neljapäev,donderdag
595,Freitag::N,reede,vrijdag
596,Samstag::N,laupäev,zaterdag
597,Sonntag::N,pühapäev,zondag
598,groß::A,suur,groot
599,klein::A,väike,klein
600,klein::A,pisike,klein
601,lang::A,pikk,lang
602,kurz::A,lühike,kort
603,breit::A,lai,breed
604,schmal::A,kitsas,smal
605,dicht::A,tihe,dicht
606,dick[Gegenstand]::A,jäme,dik
607,dünn::A,õhuke,dun
608,dünn::A,peenike,dun
609,fein::A,peen,fijn
610,fein::A,õhuke,fijn
611,fest::A,püsiv,vast
612,fest::A,kindel,vast
613,flach::A,lame,plat
614,flach::A,tasane,plat
615,glatt::A,sile,glad
616,hart::A,kõva,hard
617,weich::A,pehme,week
618,rund::A,ümar,rond
619,spitz::A,torkav,spits
620,spitz::A,torkav,puntig
621,scharf::A,terav,scherp
622,stumpf::A,nüri,stomp
623,schwer::A,raske,zwaar
624,schön::A,kena,mooi
625,schön::A,kena,fraai
626,heiß::A,kuum,heet
627,heiß::A,palav,heet
628,warm::A,soe,warm
629,kalt::A,külm,koud
630,kühl::A,jahe,koel
631,frisch::A,värske,fris
632,feucht::A,niiske,vochtig
633,nass::A,märg,nat
634,trocken::A,kuiv,droog
635,voll::A,täis,vol
636,leer::A,tühi,leeg
637,offen::A,avatud,open
638,offen::A,lahtine,open
639,geschlossen::A,suletud,gesloten
640,sauber::A,puhas,net
641,sauber::A,puhas,schoon
642,schmutzig::A,räpane,vuil
643,schmutzig::A,määrdunud,vuil
644,roh::A,toores,rauw
645,reif::A,küps,rijp
646,lecker::A,hõrk,lekker
647,lecker::A,maitsev,lekker
648,süß::A,magus,zoet
649,bitter::A,mõru,bitter
650,sauer::A,hapu,zuur
651,hell::A,hele,licht
652,hell::A,hele,helder
653,dunkel::A,pime,donker
654,schwarz::A,must,zwart
655,weiß::A,valge,wit
656,rot::A,punane,rood
657,gelb::A,kollane,geel
658,blau::A,sinine,blauw
659,grün::A,roheline,groen
660,grau::A,hall,grijs
661,bunt::A,kirju,bont
662,bunt::A,värviline,bont
663,billig::A,odav,goedkoop
664,teuer::A,kallis,duur
665,wertvoll::A,väärtuslik,kostbaar
666,wertvoll::A,väärtuslik,waardevol
667,blind::A,pime,blind
668,taub::A,kurt,doof
669,kräftig::A,jõuline,krachtig
670,stark::A,tugev,sterk
671,schwach::A,nõrk,zwak
672,schwach::A,jõuetu,zwak
673,fett::A,rasvane,vet
674,schlank::A,sale,slank
675,hübsch::A,kena,leuk
676,böse::A,tige,kwaad
677,dumm::A,juhm,dom
678,dumm::A,rumal,dom
679,faul::A,laisk,lui
680,fleißig::A,virk,vlijtig
681,fleißig::A,hoolas,vlijtig
682,geizig::A,ihne,gierig
683,klug::A,tark,slim
684,klug::A,tark,schrander
685,klug::A,tark,verstandig
686,klug::A,arukas,slim
687,klug::A,arukas,schrander
688,klug::A,arukas,verstandig
689,klug::A,mõistlik,slim
690,klug::A,mõistlik,schrander
691,klug::A,mõistlik,verstandig
692,geschickt::A,osav,handig
693,geschickt::A,osav,vaardig
694,lieb::A,armas,lief
695,lustig::A,lõbus,vrolijk
696,sanft::A,õrn,zacht
697,hungrig::A,näljane,hongerig
698,krank::A,haige,ziek
699,nackt::A,alasti,naakt
700,traurig::A,kurb,treurig
701,traurig::A,kurb,bedroefd
702,lebendig::A,elus,levend
703,gut::A,hea,goed
704,schlecht::A,halb,slecht
705,richtig::A,õige,juist
706,schlimm::A,paha,erg
707,schlimm::A,paha,kwaad
708,wahr::A,tõene,waar
709,alt::A,vana,oud
710,neu::A,uus,nieuw
711,ehemalig::A,endine,voormalig
712,alt[Lebewesen]::A,vana,oud
713,jung::A,noor,jong
714,arm::A,vaene,arm
715,reich::A,rikas,rijk
716,bekannt::A,teada,bekend
717,bekannt::A,tuttav,bekend
718,berühmt::A,tuntud,beroemd
719,fremd::A,võõras,vreemd
720,verschieden::A,erinev,verscheiden
721,verschieden::A,erinev,verschillend
722,nah::A,lähedane,nabij
723,nah::A,lähedane,nabijgelegen
724,fern::A,kauge,ver
725,linker::A,vasak,linker
726,rechter::A,parem,rechter
727,anderer::A,muu,andere
728,anderer::A,teine,andere
729,erster::A,esimene,eerste
730,zweiter::A,teine,tweede
731,dritter::A,kolmas,derde
732,letzter::A,viimane,laatste
733,allein::ADV,üksi,alleen
734,auf einmal::ADV,korraga,ineens
735,auf einmal::ADV,korraga,tegelijk
736,auf einmal::ADV,ühekorraga,ineens
737,auf einmal::ADV,ühekorraga,tegelijk
738,zusammen::ADV,koos,samen
739,zusammen::ADV,koos,bijeen
740,zusammen::ADV,üheskoos,samen
741,zusammen::ADV,üheskoos,bijeen
742,lange::ADV,kaua,lang
743,plötzlich::ADV,äkki,eensklaps
744,plötzlich::ADV,äkki,plotsklaps
745,plötzlich::ADV,järsku,eensklaps
746,plötzlich::ADV,järsku,plotsklaps
747,sofort::ADV,kohe,terstond
748,sofort::ADV,kohe,aanstonds
749,sofort::ADV,kohe,onmiddelijk
750,später::ADV,hiljem,later
751,jetzt::ADV,nüüd,nu
752,jetzt::ADV,nüüd,nou
753,jetzt::ADV,nüüd,thans
754,heute::ADV,täna,heden
755,heute::ADV,täna,vandaag
756,morgen::ADV,homme,morgen
757,bald::ADV,pea,gauw
758,bald::ADV,pea,weldra
759,bald::ADV,varsti,gauw
760,bald::ADV,varsti,weldra
761,dann::ADV,siis,dan
762,dann::ADV,siis,toen
763,gestern::ADV,eile,gisteren
764,einst::ADV,vanasti,eens
765,damals::ADV,tookord,toen
766,damals::ADV,tookord,destijds
767,danach::ADV,seejärel,daarna
768,vorher::ADV,enne,vooraf
769,vorher::ADV,enne,van tevoren
770,zuerst::ADV,enne,eerst
771,zuerst::ADV,enne,het eerst
772,zuerst::ADV,esmalt,eerst
773,zuerst::ADV,esmalt,het eerst
774,einmal::ADV,kord,eens
775,einmal::ADV,kord,eenmaal
776,einmal::ADV,üks kord,eens
777,einmal::ADV,üks kord,eenmaal
778,manchmal::ADV,mõnikord,soms
779,oft::ADV,tihti,vaak
780,oft::ADV,tihti,dikwijls
781,oft::ADV,sageli,vaak
782,oft::ADV,sageli,dikwijls
783,immer::ADV,ikka,altijd
784,immer::ADV,alati,altijd
785,niemals::ADV,mitte kunagi,nooit
786,hier::ADV,siin,hier
787,hierhin::ADV,siia,hierheen
788,von hier::ADV,siit,van hier
789,von hier::ADV,siit,hiervandaan
790,dort::ADV,seal,daar
791,dort::ADV,seal,ginds
792,dorthin::ADV,sinna,daarheen
793,geradeaus::ADV,otse edasi,rechtuit
794,geradeaus::ADV,otse edasi,rechtdoor
795,vorwärts::ADV,edasi,vooruit
796,vorwärts::ADV,edasi,voorwaarts
797,rückwärts::ADV,tagurpidi,achteruit
798,rückwärts::ADV,tagurpidi,achterwaarts
799,zurück::ADV,tagasi,terug
800,unten::ADV,all,beneden
801,unten::ADV,all,onderaan
802,unten::ADV,allpool,beneden
803,unten::ADV,allpool,onderaan
804,hinab::ADV,alla,omlaag
805,hinab::ADV,alla,naar beneden
806,oben::ADV,ülal,boven
807,hinauf::ADV,üles,omhoog
808,hinauf::ADV,üles,naar boven
809,überall::ADV,kõikjal,alom
810,überall::ADV,kõikjal,overal
811,nicht::ADV,ei,niet
812,nicht::ADV,mitte,niet
813,ein wenig::ADV,veidi,wat
814,ein wenig::ADV,natuke,wat
815,kaum::ADV,vaevalt,amper
816,kaum::ADV,vaevalt,nauwelijks
817,sehr::ADV,väga,erg
818,sehr::ADV,väga,zeer
819,so::ADV,nii,zo
820,noch::ADV,veel,nog
821,nur::ADV,ainult,maar
822,nur::ADV,ainult,alleen
823,schon::ADV,juba,al
824,schon::ADV,juba,reeds
825,wieder::ADV,jälle,weer
826,wieder::ADV,jälle,terug
827,vergebens::ADV,asjata,vergeefs
828,vergebens::ADV,asjata,tevergeefs
829,vor::PRP,ees,voor
830,hinter::PRP,taha,achter
831,unter::PRP,all,onder
832,unter::PRP,all,beneden
833,durch::PRP,läbi,door
834,durch::PRP,kaudu,door
835,neben::PRP,kõrval,naast
836,zwischen::PRP,vahel,tussen
837,wegen::PRP,tõttu,wegens
838,wegen::PRP,tõttu,vanwege
839,wegen::PRP,pärast,wegens
840,wegen::PRP,pärast,vanwege
841,dies::PRN,see,dit
842,das::PRN,see,dat
843,alles::PRN,kõik,alles
844,ich::PRN,mina,ik
845,du::PRN,sina,je
846,du::PRN,sina,jij
847,er::PRN,tema,hij
848,wir::PRN,me,we
849,wir::PRN,me,wij
