,Concept_ID,pl,ba
292,Kamerad::N,kolega,иптәш
293,Angelegenheit::N,sprawa,әш
294,Anzahl::N,ilość,һан
295,Art::N,rodzaj,төр
296,Stück::N,kawałek,киҫәк
297,Teil::N,część,өлөш
298,Hälfte::N,połowa,ярты
299,Kreis::N,krąg,түңәрәк
300,Kreuz::N,krzyż,тәре
301,Linie::N,linia,һыҙыҡ
302,Strich::N,kreska,һыҙат
303,Abstand::N,odstęp,ара
304,Entfernung::N,odległość,алыҫлыҡ
305,Gegend::N,okolica,урын
306,Platz::N,miejsce,арауыҡ
307,Ort::N,miejsce,ерҙәр
308,Ort::N,miejsce,урындар
309,Ort::N,miejsce,эш урыны
310,Seite::N,bok,яҡ
311,Seite::N,strona,яҡ
312,Mitte::N,środek,урталыҡ
313,Gegenstand::N,przedmiot,нәмә
314,Sache::N,rzecz,нәмә
315,Sache::N,rzecz,әйбер
316,Rand::N,skraj,сит
317,Rand::N,krawędź,сит
318,Kante::N,kant,ҡабырға
319,Kante::N,kant,ян
320,Kante::N,krawędź,ҡабырға
321,Kante::N,krawędź,ян
322,Ecke::N,róg,мөйөш
323,Spitze::N,ostrze,ос
324,Ende::N,koniec,аҙаҡ
325,Loch::N,dziura,тишек
326,Winkel::N,kąt,мөйөш
327,Winkel::N,kącik,мөйөш
328,Muster::N,wzór,биҙәк
329,Größe::N,rozmiar,ҙурлыҡ
330,Größe::N,wielkość,ҙурлыҡ
331,Länge::N,długość,оҙонлоҡ
332,Höhe::N,wysokość,бейеклек
333,Gewicht::N,ciężar,үлсәү
334,Menge::N,ilość,һан
335,Haufen::N,kupa,өйөм
336,Reihe::N,rząd,рәт
337,Reihe::N,szereg,рәт
338,Boot::N,łódź,кәмә
339,Boot::N,łódka,кәмә
340,Ruder::N,wiosło,ишкәк
341,Schlitten::N,sanki,сана
342,Ski::N,narta,саңгы
343,Lagerfeuer::N,ognisko,костер
344,Last::N,ciężar,ауырлыҡ
345,Last::N,brzemię,ауырлыҡ
346,Gang::N,chód,барыу
347,Schritt::N,krok,аҙым
348,Norden::N,północ,төньяҡ
349,Süden::N,południe,көньяҡ
350,Westen::N,zachód,көнбайыш
351,Osten::N,wschód,көнсығыш
352,Holz::N,drzewo,үағас
353,Brett::N,deska,таҡта
354,Platte::N,płyta,плита
355,Stütze::N,podpora,терәк
356,Stange::N,drąg,кәртә
357,Stange::N,żerdź,кәртә
358,Stock::N,kij,таяҡ
359,Stock::N,laska,таяҡ
360,Stab::N,pręt,ҡолға
361,Rohr::N,rura,торба
362,Haus::N,dom,өй
363,Haus::N,dom,йорт
364,Heim::N,dom,өй
365,Ofen::N,piec,мейес
366,Fußboden::N,podłoga,енес
367,Tisch::N,stół,өҫтәл
368,Stuhl::N,krzesło,ултырғыс
369,Wiege::N,kołyska,бишек
370,Bett::N,łóżko,карауат
371,Bett::N,pościel,карауат
372,Regal::N,regał,кәштә
373,Kiste::N,skrzynia,йәшинк
374,Fenster::N,okno,тәҙрә
375,Tür::N,drzwi,ишек
376,Tor::N,brama,ҡапҡа
377,Zaun::N,płot,ҡойма
378,Zaun::N,parkan,ҡойма
379,Dach::N,dach,түбә
380,Dach::N,dach,ҡыйыҡ
381,Leiter::N,drabina,баҫҡыс
382,Besen::N,miotła,һепертке
383,Spaten::N,rydel,көрәк
384,Schaufel::N,łopata,көрәк
385,Gabel::N,widelec,сәнске
386,Löffel::N,łyżka,ҡалаҡ
387,Messer::N,nóż,бысаҡ
388,Nagel::N,gwóźdź,сөй
389,Netz::N,sieć,ау
390,Haken::N,hak,ыргаҡ
391,Griff::N,chwyt,тотҡа
392,Schloss::N,zamek,йоҙаҡ
393,Bild::N,obraz,картина
394,Figur::N,figura,һын
395,Puppe::N,lalka,ҡурсаҡ
396,Beutel::N,torba,тоҡ
397,Bündel::N,wiązka,төргәк
398,Tasche::N,torba,сумка
399,Eimer::N,kubeł,биҙрә
400,Eimer::N,wiadro,биҙрә
401,Deckel::N,przykrywka,ҡапҡас
402,Geschirr::N,statki,һауыт-һаба
403,Geschirr::N,naczynia,һауыт-һаба
404,Sack::N,worek,тоҡ
405,Tasse::N,filiżanka,сынаяҡ
406,Topf::N,garnek,кәстрүл
407,Kessel::N,kocioł,ҡаҙан
408,Essen::N,jedzenie,ашау
409,Nahrung::N,pokarm,аҙыҡ
410,Nahrung::N,pożywienie,аҙыҡ
411,Speise::N,potrawa,аш
412,Speise::N,jedzenie,аш
413,Fleisch::N,mięso,ит
414,Getreide::N,zboże,иген
415,Getreide::N,zboże,ашлыҡ
416,Brei::N,kasza,бутҡа
417,Brot::N,chleb,икмәк
418,Scheibe::N,kromka,телем
419,Fett::N,tłuszcz,май
420,Butter::N,masło,май
421,Öl::N,olej,май буяуы
422,Salz::N,sól,тоҙ
423,Suppe::N,zupa,һурпа
424,Honig::N,miód,бал
425,Milch::N,mleko,һөт
426,Tee::N,herbata,сәй
427,Leder::N,skóra,күн
428,Wolle::N,wełna,йөн
429,Stoff::N,tkanina,туҡыма
430,Stoff::N,materiał,туҡыма
431,Nadel::N,igła,энә
432,Faden::N,nić,еп
433,Faden::N,nitka,еп
434,Knopf::N,guzik,төймә
435,Knoten::N,węzeł,төйөн
436,Farbe::N,farba,буяу
437,Kleidung::N,odzież,кейем
438,Hemd::N,koszula,күлдәк
439,Kragen::N,kołnierz,яға
440,Ärmel::N,rękaw,ең
441,Hose::N,spodnie,салбар
442,Gürtel::N,pasek,ҡайыш
443,Mütze::N,czapka,бүрк
444,Schuh::N,but,туфли
445,Schuh::N,bucik,туфли
446,Stiefel::N,but,итек
447,Stiefel::N,kozak,итек
448,Ring::N,pierścień,йөҙөк
449,Ring::N,pierścień,балдаҡ
450,Band::N,wstęga,таҫма
451,Kamm::N,grzebień,тараҡ
452,Spiegel::N,lustro,көзгө
453,Riemen::N,rzemień,ҡайыш
454,Schnur::N,sznur,бау
455,Leine::N,smycz,бау
456,Decke::N,kołdra,одеяд
457,Kissen::N,poduszka,мендәр
458,Tuch::N,chustka,яулыҡ
459,Handtuch::N,ręcznik,таҫтамал
460,Kraft::N,moc,көс
461,Kraft::N,siła,көс
462,Stärke::N,moc,көс
463,Stärke::N,siła,көс
464,Gesundheit::N,zdrowie,һаулыҡ
465,Krankheit::N,choroba,сир
466,Krankheit::N,choroba,ауырыу
467,Schmerz::N,ból,һыҙлау
468,Schmerz::N,ból,әрнеү
469,Wunde::N,rana,йәрәхәт
470,Fieber::N,gorączka,тапма
471,Fieber::N,gorączka,биҙгәк
472,Arznei::N,lekarstwo,дарыу
473,Brücke::N,most,күпер
474,Brunnen::N,studnia,ҡоҙоҡ
475,Weide::N,pastwisko,көтөүлек
476,Pfad::N,ścieżka,һуҡмаҡ
477,Weg::N,droga,юл
478,Straße::N,ulica,урам
479,Dorf::N,wieś,ауыл
480,Stadt::N,miasto,ҡала
481,Brief::N,list,хат
482,Buch::N,książka,китап
483,Buch::N,książka,кенәгә
484,Buchstabe::N,litera,хәреф
485,Zeitung::N,gazeta,гәзит
486,Zeitung::N,dziennik,гәзит
487,Leben::N,życie,йәшәү
488,Tod::N,śmierć,үлем
489,Grab::N,grób,ҡәбер
490,Kirche::N,kościół,сиркәү
491,Sünde::N,grzech,гөнаһ
492,Gott::N,bóg,алла
493,Gott::N,bóg,хоҙай
494,Arbeiter::N,robotnik,эшсе
495,Chef::N,szef,башлыҡ
496,Meister::N,mistrz,оҫта
497,Meister::N,majster,оҫта
498,Arzt::N,lekarz,врач
499,Lehrer::N,nauczyciel,уҡытыусы
500,Geld::N,pieniądze,аҡса
501,Geschäft::N,sprawa,эш
502,Geschäft::N,interes,эш
503,Laden::N,sklep,магазин
504,Preis::N,cena,хаҡ
505,Ware::N,towar,тауар
506,Nutzen::N,pożytek,файҙа
507,Reichtum::N,bogactwo,байлыҡ
508,Welt::N,świat,донъя
509,Land::N,kraj,ил
510,Staat::N,państwo,дәүләт
511,König::N,król,король
512,Macht::N,władza,власть
513,Grenze::N,granica,сик
514,Krieg::N,wojna,һуғыш
515,Feind::N,wróg,йылан
516,Gewalt::N,władza,көслөк
517,Kampf::N,bój,көрәш
518,Kampf::N,walka,көрәш
519,Bogen[Waffe]::N,łuk,йәйә
520,Pfeil::N,strzała,уҡ
521,Gewehr::N,karabin,мылтыҡ
522,Fehler::N,błąd,хата
523,Lüge::N,kłamstwo,ялған
524,Schaden::N,szkoda,зыян
525,Schaden::N,szkoda,зарар
526,Unglück::N,nieszczęście,ҡаза
527,Schuld::N,wina,ғәйеп
528,Alter::N,wiek,йәш
529,Schluss::N,koniec,һуң
530,Schluss::N,koniec,аҙаҡ
531,Schluss::N,zakończenie,һуң
532,Schluss::N,zakończenie,аҙаҡ
533,Zeit::N,czas,мәл
534,Zeit::N,czas,заман
535,Tag::N,dzień,көн
536,Morgen::N,ranek,иртә
537,Morgen::N,ranek,иртәнсәк
538,Morgen::N,poranek,иртә
539,Morgen::N,poranek,иртәнсәк
540,Mittag::N,południe,төш
541,Abend::N,wieczór,кис
542,Nacht::N,noc,төн
543,Woche::N,tydzień,аҙна
544,Monat::N,miesiąc,ай
545,Jahr::N,rok,йыл
546,Frühling::N,wiosna,яҙ
547,Sommer::N,lato,йәй
548,Herbst::N,jesień,көз
549,Winter::N,zima,ҡыш
550,Januar::N,styczeń,ғинуар
551,Februar::N,luty,февраль
552,März::N,marzec,март
553,April::N,kwiecień,апрель
554,Mai::N,maj,май
555,Juni::N,czerwiec,июнь
556,Juli::N,lipiec,июль
557,August::N,sierpień,август
558,September::N,wrzesień,сентябрь
559,Oktober::N,październik,октябрь
560,November::N,listopad,ноябрь
561,Dezember::N,grudzień,декабрь
562,Montag::N,poniedziałek,дүшәмбе
563,Dienstag::N,wtorek,шишәмбе
564,Mittwoch::N,środa,шаршамбы
565,Donnerstag::N,czwartek,кесаҙна
566,Freitag::N,piątek,йома
567,Samstag::N,sobota,шәмбе
568,Sonntag::N,niedziela,йәкшәмбе
569,groß::A,duży,ҙур
570,groß::A,wielki,ҙур
571,klein::A,mały,бәләкәс
572,lang::A,długi,оҙон
573,kurz::A,krótki,ҡыҫҡа
574,breit::A,szeroki,киң
575,schmal::A,wąski,тар
576,dicht::A,gęsty,йыш
577,dicht::A,gęsty,ҡуйы
578,dick[Gegenstand]::A,gruby,ҡалын
579,dünn::A,cienki,йоҡа
580,dünn::A,cienki,нәҙек
581,fein::A,drobny,нескә
582,fest::A,mocny,ныҡ
583,fest::A,twardy,ныҡ
584,flach::A,płaski,яҫы
585,flach::A,płaski,ялпаҡ
586,glatt::A,gładki,шыма
587,hart::A,twardy,ҡаты
588,weich::A,miękki,йомшаҡ
589,rund::A,okrągły,түңәрәк
590,spitz::A,spiczasty,осло түбәле
591,scharf::A,ostry,үткер
592,stumpf::A,tępy,утмәҫ
593,schwer::A,ciężki,ауыр
594,schön::A,ładny,матур
595,schön::A,piękny,матур
596,heiß::A,gorący,эҫе
597,warm::A,ciepły,йылы
598,kalt::A,zimny,һыуыҡ
599,kühl::A,chłodny,һалҡынса
600,frisch::A,świeży,һалҡынса
601,feucht::A,wilgotny,еүеш
602,feucht::A,wilgotny,дымлы
603,nass::A,mokry,еүеш
604,trocken::A,suchy,кипкән
605,voll::A,pełny,тулы
606,leer::A,pusty,буш
607,leer::A,próżny,буш
608,offen::A,otwarty,асыҡ
609,geschlossen::A,zamknięty,ябыҡ
610,sauber::A,czysty,таҙа
611,schmutzig::A,brudny,бысраҡ
612,roh::A,surowy,сей
613,reif::A,dojrzały,өлгөрғән
614,lecker::A,smaczny,тәмле
615,süß::A,słodki,тямле
616,süß::A,słodki,тәм-том
617,bitter::A,gorzki,әсе
618,sauer::A,kwaśny,әсе
619,hell::A,jasny,яҡты
620,dunkel::A,ciemny,ҡараңғы
621,schwarz::A,czarny,ҡара
622,weiß::A,biały,аҡ
623,rot::A,czerwony,матур
624,rot::A,czerwony,һылыу
625,rot::A,czerwony,сибәр
626,gelb::A,żółty,һары
627,blau::A,błękitny,күк
628,blau::A,niebieski,күк
629,grün::A,zielony,йәшел
630,grau::A,szary,буҙ
631,bunt::A,barwny,сыбар
632,bunt::A,barwny,ала-ҡола
633,billig::A,tani,арзан
634,teuer::A,drogi,ҡыйбатлы
635,wertvoll::A,cenny,ҡиммәтле
636,blind::A,ślepy,һуҡыр
637,taub::A,głuchy,һаңғырау
638,kräftig::A,mocny,көслө
639,kräftig::A,mocny,ҡеүәтле
640,stark::A,silny,көслө
641,stark::A,silny,ҡеүәтле
642,schwach::A,słaby,көсһөҙ
643,fett::A,tłusty,һимеҙ
644,schlank::A,smukły,зифа
645,hübsch::A,ładny,матур
646,böse::A,zły,асыулы
647,dumm::A,głupi,иҫәр
648,faul::A,leniwy,иренсәк
649,fleißig::A,pilny,тырыш
650,geizig::A,skąpy,һаран
651,klug::A,mądry,аҡыллы
652,geschickt::A,zręczny,оҫта
653,lieb::A,miły,яғымлы
654,lustig::A,wesoły,күңелле
655,sanft::A,łagodny,йыуаш
656,hungrig::A,głodny,ас
657,krank::A,chory,сирле
658,krank::A,chory,ауырыу
659,nackt::A,nagi,яланғас
660,traurig::A,smutny,яманһыу
661,lebendig::A,żywy,тере
662,lebendig::A,żywy,йәнле
663,gut::A,dobry,яҡшы
664,schlecht::A,zły,хөрт
665,schlecht::A,zły,алама
666,richtig::A,słuszny,дөрөҫ
667,richtig::A,właściwy,дөрөҫ
668,schlimm::A,zły,хөрт
669,schlimm::A,zły,алама
670,wahr::A,prawdziwy,дөрөҫ
671,alt::A,stary,иҫке
672,alt::A,stary,боронғо
673,neu::A,nowy,яңы
674,ehemalig::A,były,элекке
675,alt[Lebewesen]::A,stary,ҡарт
676,jung::A,młody,йәш
677,arm::A,ubogi,фәҡир
678,arm::A,biedny,фәҡир
679,reich::A,bogaty,бай
680,bekannt::A,znany,таныш
681,berühmt::A,słynny,атаҡлы
682,berühmt::A,słynny,данлыҡлы
683,fremd::A,obcy,ят
684,fremd::A,obcy,сит
685,fremd::A,cudzy,ят
686,fremd::A,cudzy,сит
687,verschieden::A,różny,төрлө
688,nah::A,bliski,яҡын
689,fern::A,daleki,алыҫ
690,fern::A,daleki,йыраҡ
691,linker::A,lewy,һул
692,rechter::A,prawy,уң
693,anderer::A,inny,бутән
694,erster::A,pierwszy,тәүге
695,zweiter::A,drugi,икенсе
696,dritter::A,trzeci,өсөнсө
697,letzter::A,ostatni,һуңғы
698,allein::ADV,sam,бер үҙе
699,allein::ADV,sam,яңғыҙ
700,auf einmal::ADV,naraz,бер юлы
701,zusammen::ADV,razem,бергә
702,lange::ADV,długo,оҙаҡ
703,plötzlich::ADV,nagle,ҡапыл
704,sofort::ADV,natychmiast,шунда уҡ
705,später::ADV,później,һуңыраҡ
706,jetzt::ADV,teraz,хәҙер
707,jetzt::ADV,obecnie,хәҙер
708,heute::ADV,dziś,бөгөн
709,heute::ADV,dzisiaj,бөгөн
710,morgen::ADV,jutro,иртәгә
711,bald::ADV,wkrótce,тиҙҙән
712,dann::ADV,potem,һуңынан
713,gestern::ADV,wczoraj,кисә
714,einst::ADV,kiedyś,ҡасандыр
715,einst::ADV,kiedyś,бер баҡыт
716,einst::ADV,niegdyś,ҡасандыр
717,einst::ADV,niegdyś,бер баҡыт
718,damals::ADV,wtedy,ул саҡта
719,damals::ADV,wówczas,ул саҡта
720,danach::ADV,następnie,һуңынан
721,vorher::ADV,przedtem,элек
722,zuerst::ADV,naprzód,башта
723,zuerst::ADV,najpierw,башта
724,einmal::ADV,raz,бер
725,manchmal::ADV,czasem,ҡайһы берҙә
726,oft::ADV,często,йыш
727,immer::ADV,zawsze,һәр ҡасан
728,niemals::ADV,nigdy,бер ҡасан да
729,niemals::ADV,nigdy,бер ваҡытта ла
730,hier::ADV,tu,бында
731,hier::ADV,tutaj,бында
732,hierhin::ADV,tu,бында
733,von hier::ADV,stąd,бынан
734,von hier::ADV,stąd,ошонан
735,dort::ADV,tam,шунда
736,dort::ADV,tam,тегендә
737,dorthin::ADV,tam,шунда
738,dorthin::ADV,tam,тегеләй
739,geradeaus::ADV,prosto,тура
740,vorwärts::ADV,naprzód,алға
741,rückwärts::ADV,wstecz,кирегә
742,zurück::ADV,z powrotem,кирегә
743,unten::ADV,u dołu,түбәндә
744,unten::ADV,na dole,түбәндә
745,hinab::ADV,na_dół,түбәнгә
746,hinab::ADV,w_dół,түбәнгә
747,oben::ADV,w górze,юғарыла
748,oben::ADV,na górze,юғарыла
749,hinauf::ADV,w górę,юғарыға
750,hinauf::ADV,na górę,юғарыға
751,überall::ADV,wszędzie,бөтә урында
752,nicht::ADV,nie,тугел
753,ein wenig::ADV,trochę,аҙ
754,kaum::ADV,ledwie,көскә
755,kaum::ADV,ledwie,саҡ-саҡ
756,kaum::ADV,prawie nie,көскә
757,kaum::ADV,prawie nie,саҡ-саҡ
758,sehr::ADV,bardzo,ифат
759,so::ADV,tak,шулай
760,noch::ADV,jeszcze,йәнә
761,nur::ADV,tylko,бары
762,schon::ADV,już,инде
763,wieder::ADV,znów,тағы
