,Concept_ID,ab,ab
1284,teilen::V,ашара,ашара
1285,schicken::V,ашьҭра,ашьҭра
1286,bringen::V,аагара,аагара
1287,hinzufügen::V,ацҵара,ацҵара
1288,bekommen::V,аҧшаара,аҧшаара
1289,bekommen::V,аҧшаара,архиара
1290,bekommen::V,аҧшаара,аура
1291,bekommen::V,архиара,аҧшаара
1292,bekommen::V,архиара,архиара
1293,bekommen::V,архиара,аура
1294,bekommen::V,аура,аҧшаара
1295,bekommen::V,аура,архиара
1296,bekommen::V,аура,аура
1297,erhalten::V,аиура,аиура
1298,nehmen::V,агара,агара
1299,wählen::V,алҧшаара,алҧшаара
1300,auswählen::V,алхра,алхра
1301,behindern::V,аҧырхагахара,аҧырхагахара
1302,verderben::V,алгара,алгара
1303,verderben::V,алгара,абжьыхра
1304,verderben::V,алгара,аҧхасҭатəра
1305,verderben::V,абжьыхра,алгара
1306,verderben::V,абжьыхра,абжьыхра
1307,verderben::V,абжьыхра,аҧхасҭатəра
1308,verderben::V,аҧхасҭатəра,алгара
1309,verderben::V,аҧхасҭатəра,абжьыхра
1310,verderben::V,аҧхасҭатəра,аҧхасҭатəра
1311,beschädigen::V,аҧхасҭатəра,аҧхасҭатəра
1312,zerbrechen::V,аҧҽра,аҧҽра
1313,zerreißen::V,аҧжəара,аҧжəара
1314,zerstören::V,аилаҧыххаара,аилаҧыххаара
1315,verbrennen::V,абылра,абылра
1316,geben::V,аҭара,аҭара
1317,reichen::V,аҭара,аҭара
1318,schenken::V,аҩгара,аҩгара
1319,versprechen::V,ақəргəыӷра,ақəргəыӷра
1320,loben::V,арҽхəара,арҽхəара
1321,küssen::V,агəӡра,агəӡра
1322,zudecken::V,аҵахҩара,аҵахҩара
1323,zudecken::V,аҵахҩара,ақəршəра
1324,zudecken::V,ақəршəра,аҵахҩара
1325,zudecken::V,ақəршəра,ақəршəра
1326,wecken::V,арҿыхара,арҿыхара
1327,zeigen::V,арбара,арбара
1328,führen::V,аныҟəгара,аныҟəгара
1329,lehren::V,арҵара,арҵара
1330,unterrichten::V,арҧхьара,арҧхьара
1331,aufziehen::V,ааӡара,ааӡара
1332,leiten::V,ахагылазаара,ахагылазаара
1333,antreiben::V,арццакра,арццакра
1334,lassen::V,арҟаҵара,арҟаҵара
1335,einladen::V,ааҕхьара,ааҕхьара
1336,einladen::V,ааҕхьара,анаҧхьара
1337,einladen::V,анаҧхьара,ааҕхьара
1338,einladen::V,анаҧхьара,анаҧхьара
1339,vereinigen::V,аилаҵара,аилаҵара
1340,besuchen::V,абара,абара
1341,treffen::V,аҧылара,аҧылара
1342,sich versammeln::V,аизара,аизара
1343,spielen::V,ахəмарра,ахəмарра
1344,singen::V,ашəаҳəара,ашəаҳəара
1345,tanzen::V,акəашара,акəашара
1346,sich trennen::V,аилыҵра,аилыҵра
1347,verlassen::V,акажьра,акажьра
1348,retten::V,Аиқəрхара,Аиқəрхара
1349,bewachen::V,ахьчара,ахьчара
1350,schützen::V,ацəыхьчара,ацəыхьчара
1351,verteidigen::V,ахьчара,ахьчара
1352,sich schlagen::V,аисра,аисра
1353,schießen::V,ахысра,ахысра
1354,siegen::V,аиааира,аиааира
1355,ärgern::V,аргəаара,аргəаара
1356,schlagen::V,асра,асра
1357,schlagen::V,асра,аҭасра
1358,schlagen::V,аҭасра,асра
1359,schlagen::V,аҭасра,аҭасра
1360,stechen::V,алакшара,алакшара
1361,stoßen::V,агəҭасра,агəҭасра
1362,stehlen::V,аӡара,аӡара
1363,stören::V,аҧырхагахара,аҧырхагахара
1364,belästigen::V,аргəамҵра,аргəамҵра
1365,verbergen::V,аӡара,аӡара
1366,täuschen::V,ажьара,ажьара
1367,betrügen::V,ажьара,ажьара
1368,töten::V,ашьра,ашьра
1369,wohnen::V,анхара,анхара
1370,arbeiten::V,аусура,аусура
1371,sammeln::V,аҟəшəара,аҟəшəара
1372,pflücken::V,аҿыршəара,аҿыршəара
1373,pflücken::V,аҿыршəара,аҿыхра
1374,pflücken::V,аҿыхра,аҿыршəара
1375,pflücken::V,аҿыхра,аҿыхра
1376,jagen::V,ашəарыцара,ашəарыцара
1377,fischen::V,аҧсыӡ икуеит,аҧсыӡ икуеит
1378,fassen::V,акра,акра
1379,hüten::V,арҳəра,арҳəра
1380,hüten::V,арҳəра,ахьчара
1381,hüten::V,ахьчара,арҳəра
1382,hüten::V,ахьчара,ахьчара
1383,treiben::V,акацара,акацара
1384,anbinden::V,адҳəалара,адҳəалара
1385,füttern::V,акырҿаҵара,акырҿаҵара
1386,melken::V,ахьара,ахьара
1387,hacken::V,аҟəаҟəара,аҟəаҟəара
1388,gießen::V,аҵаҭəара,аҵаҭəара
1389,reifen::V,ашəра,ашəра
1390,reifen::V,ашəра,аҟалара
1391,reifen::V,аҟалара,ашəра
1392,reifen::V,аҟалара,аҟалара
1393,zubereiten::V,ацура,ацура
1394,kochen::V,ажəра,ажəра
1395,backen::V,аӡра,аӡра
1396,braten::V,аӡра,аӡра
1397,umrühren::V,аилрыхра,аилрыхра
1398,stricken::V,аҧара,аҧара
1399,nähen::V,аӡахра,аӡахра
1400,färben::V,ашəра,ашəра
1401,reinigen::V,арыцқьара,арыцқьара
1402,waschen::V,аӡәӡәара,аӡәӡәара
1403,abwischen::V,арбара,арбара
1404,spülen::V,аҭыршара,аҭыршара
1405,fegen::V,аҧссара,аҧссара
1406,baden::V,аҽыкəабара,аҽыкəабара
1407,sich waschen::V,аҽыӡəӡəара,аҽыӡəӡəара
1408,ausziehen::V,ашəыхра,ашəыхра
1409,anziehen::V,ашəҵара,ашəҵара
1410,sich anziehen::V,аҽеилаҳəара,аҽеилаҳəара
1411,kämmen::V,аҳəара,аҳəара
1412,schmücken::V,арҧшӡара,арҧшӡара
1413,sagen::V,аҳəара,аҳəара
1414,sprechen::V,ацəажəара,ацəажəара
1415,reden::V,ацəажəара,ацəажəара
1416,reden::V,ацəажəара,аицәажәара
1417,reden::V,аицәажәара,ацəажəара
1418,reden::V,аицәажәара,аицәажәара
1419,sich unterhalten::V,аицәажәара,аицәажәара
1420,fragen::V,азҵаара,азҵаара
1421,bitten::V,аҳəара,аҳəара
1422,erzählen::V,аҳəара,аҳəара
1423,mitteilen::V,азыцҳара,азыцҳара
1424,nennen::V,ахьӡҵара,ахьӡҵара
1425,rufen::V,азҿыҭра,азҿыҭра
1426,prahlen::V,аҽхəара,аҽхəара
1427,übersetzen::V,аиҭагара,аиҭагара
1428,denken::V,азхəыцра,азхəыцра
1429,glauben::V,ахаҵара,ахаҵара
1430,bemerken::V,агəаҭара,агəаҭара
1431,erkennen::V,адырра,адырра
1432,begreifen::V,аилкаара,аилкаара
1433,verstehen::V,аҳара,аҳара
1434,lernen::V,аҵара,аҵара
1435,wissen::V,адырра,адырра
1436,sich erinnern an::V,агəаларшəара,агəаларшəара
1437,vergessen::V,ахашҭра,ахашҭра
1438,messen::V,ашəара,ашəара
1439,zählen::V,аҧхьаӡара,аҧхьаӡара
1440,rechnen::V,аҳасабра,аҳасабра
1441,lesen::V,аҧхьара,аҧхьара
1442,besitzen::V,амазаара,амазаара
1443,kaufen::V,Аахəара,Аахəара
1444,verkaufen::V,аҭира,аҭира
1445,bezahlen::V,ахҭынҵара,ахҭынҵара
1446,bezahlen::V,ахҭынҵара,ашəара
1447,bezahlen::V,ашəара,ахҭынҵара
1448,bezahlen::V,ашəара,ашəара
1449,zahlen::V,ашəара,ашəара
1450,ertragen::V,ачҳара,ачҳара
