,Concept_ID,cv,ku
117,Küste::N,тинӗс ҫыранӗ,berav
118,Festland::N,тип ҫӗр,bejahî
119,Meer::N,тинӗс,behr
120,Bucht::N,тинӗс кукӑрӗ,derav
121,Insel::N,утрав,girav
122,Blume::N,чечек,kulînk
123,Gras::N,курӑк,giha
124,Wurzel::N,тымар,reh
125,Baum::N,йывӑҫ,dar
126,Stamm::N,вулӑ,bavik
127,Rinde::N,хуйӑр,qaqil
128,Ast::N,турат,gulî
129,Zweig::N,турат,şax
130,Blatt::N,ҫулҫӑ,pel
131,Birke::N,хурӑн,dara sipî
132,Kiefer[Baum]::N,хыр,dara bî
133,Weide[Baum]::N,хӑва,dara belalûk
134,Tanne::N,чӑрӑш,merx
135,Horn::N,мӑйрака,strô
136,Feder::N,тӗк,pîrtîk
137,Fell::N,ҫӑм,heyar
138,Flügel::N,ҫунат,per
139,Klaue::N,чӗрне,napîk
140,Kralle::N,ура,dinik
141,Kralle::N,ура,dirnax
142,Schwanz::N,хӳре,dûv
143,Ei::N,ҫӑмарта,hêk
144,Nest::N,йӑва,hêlîn
145,Bau::N,йӗнӗ,avahî
146,Tier::N,выльӑх,heywan
147,Herde::N,кӗтӳ,hoz
148,Kuh::N,ӗне,çêlek
149,Bulle::N,вӑкӑр,ga
150,Pferd::N,лаша,hesp
151,Schaf::N,сурӑх,mîh
152,Schwein::N,сысна,beraz
153,Hund::N,йытӑ,seh
154,Katze::N,кушак,pişîk
155,Bär::N,упа,hirç
156,Eichhörnchen::N,пакша,pilûr
157,Elch::N,пӑши,pazkovî
158,Fuchs::N,тилӗ,rovî
159,Hase::N,куян,kîroşk
160,Hase::N,мулкач,kîroşk
161,Maus::N,шӑши,mişk
162,Wolf::N,кашкӑр,gur
163,Vogel::N,кайӑк,çûk
164,Vogel::N,вӗҫен кайӑк,çûk
165,Schwarm::N,ушкӑн,lufik
166,Huhn::N,чӑх,mirîşk
167,Huhn::N,чӑхӑ,mirîşk
168,Hahn::N,автан,dîk
169,Gans::N,хур,qaz
170,Adler::N,ӑмӑрт кайӑк,eylo
171,Ente::N,кӑвакал,werdek
172,Eule::N,тӑмана,bûm
173,Eule::N,тӑмана,kund
174,Kranich::N,тӑрна,quling
175,Krähe::N,ула курак,qijik
176,Kuckuck::N,куккук,pepûk
177,Schwan::N,акӑш,qû
178,Fisch::N,пулӑ,masî
179,Barsch::N,уланкӑ,okûn
180,Hecht::N,ҫӑрттан,mesîyê lûf
181,Schlange[Tier]::N,ҫӗлен,mar
182,Wurm::N,ӑман,kurm
183,Spinne::N,эрешмен,pîrê
184,Ameise::N,кӑткӑ,mîro
185,Ameise::N,кӑткӑ,gêrîk
186,Laus::N,пыйтӑ,spi
187,Mücke::N,вӑрӑм туна,mêş
188,Fliege::N,шӑна,mêş
189,Schmetterling::N,лӗпӗш,perperîk
190,Beere::N,ҫырла,hirç
191,Apfel::N,улма,sêv
192,Apfel::N,пан улми,sêv
193,Pilz::N,кӑмпа,bîrov
194,Zwiebel::N,сухан,pîvaz
195,Saat::N,вӑрӑ,tov
196,Korn::N,тӗшӗ,dexl
197,Korn::N,пӗрчӗ,dexl
198,Heu::N,утӑ,sap
199,Schale::N,хупӑ,qaşik
200,Grube::N,шӑтӑк,çahl
201,Falle::N,тапӑ,dafik
202,Falle::N,капкӑн,dafik
203,Schlinge::N,йӑлӑ,dahf
204,Spur::N,йӗр,rêç
205,Asche::N,кӗл,xweli
206,Dreck::N,пылчӑк,gemarî
207,Eisen::N,тимӗр,hesing
208,Gold::N,ылтӑн,zêr
209,Silber::N,кӗмӗл,zîv
210,Kohle::N,кӑмрӑк,komir
211,Glas::N,кӗленче,qedeh
212,Lehm::N,тӑм,kelpîç
213,Sand::N,хӑйӑр,qûm
214,Mensch::N,ҫын,mirov
215,Mensch::N,этем,mirov
216,Mann::N,ар,mêr
217,Frau::N,хӗрарӑм,jin
218,Kind::N,ача,zarok
219,Junge::N,ача,kur
220,Junge::N,ар ҫын ача,kur
221,Mädchen::N,хӗр ача,keç
222,Mädchen::N,хӗр ача,keçik
223,Familie::N,ҫемье,malbat
224,Familie::N,кил-йыш,malbat
225,Großvater::N,кукаҫи,bapîr
226,Großmutter::N,кукамай,pîrik
227,Eltern::N,аҫа-ама,bavudê
228,Vater::N,атте,bav
229,Mutter::N,анне,dê
230,Mutter::N,анне,dayik
231,Sohn::N,ывӑл,kur
232,Tochter::N,хӗр,keç
233,Bruder::N,ар тӑван,bira
234,Schwester::N,аппа,xweh
235,Schwester::N,йӑмӑк,xweh
236,Onkel::N,мучи,am
237,Onkel::N,мучи,xal
238,Onkel::N,пичче,am
239,Onkel::N,пичче,xal
240,Tante::N,аппа,metik
241,Tante::N,аппа,xaltîk
242,Ehemann::N,упӑшка,mêr
243,Ehefrau::N,арӑм,kulfet
244,Freude::N,савӑнӑҫ,kêfxweşî
245,Freude::N,хаваслӑх,kêfxweşî
246,Gelächter::N,кулӑ,pîrqînî
247,Glück::N,телей,bext
248,Glück::N,ӑраскал,bext
249,Kummer::N,хурлӑх,derd
250,Wunsch::N,ӗмӗт,daxwaz
251,Wunsch::N,ӗмӗт,xwestek
252,Wunsch::N,кӑмӑл,daxwaz
253,Wunsch::N,кӑмӑл,xwestek
254,Lust::N,кӑмӑл,şewq
255,Geist::N,чун-чӗм,aqil
256,Geist::N,ыр-усал,aqil
257,Geist::N,чун хавалӗ,aqil
258,Gedanke::N,шухӑш,fikir
259,Gedächtnis::N,ас,aqil
260,Verstand::N,ӑс,fêm
261,Verstand::N,ӑс-тӑн,fêm
262,Verstand::N,ӑс-хакӑл,fêm
263,Sinn::N,тупсӑм,aqil
264,Sinn::N,пӗлтерӗш,aqil
265,Grund::N,сӑлтав,asas
266,Wahrheit::N,чӑнлӑх,rastî
267,Gespräch::N,калаҫу,guftûgo
268,Märchen::N,юмах,çirok
269,Erzählung::N,акалав,çirok
270,Erzählung::N,акалав,vegotin
271,Erzählung::N,каласа пани,çirok
272,Erzählung::N,каласа пани,vegotin
273,Nachricht::N,хыпар,nûçe
274,Neuigkeit::N,ҫӗнӗ хыпар,hewal
275,Name::N,ят,nav
276,Name::N,ят,paşnav
277,Rätsel::N,сутмалли юмах,tiştonek
278,Rede::N,сӑмах,gotar
279,Rede::N,сӑмах,axavtin
280,Sprache::N,чӗлхе,ziman
281,Stimme::N,сасӑ,pejn
282,Wort::N,сӑмах,gotin
283,Zeichen::N,паллӑ,şanek
284,Ruf::N,йыхрав,hawar
285,Ruf::N,чӗнӳ,hawar
286,Lärm::N,шав,xarbalix
287,Laut::N,сасӑ,deng
288,Laut::N,сасӑ,hês
289,Ton::N,сасӑ,awaz
290,Lied::N,юрӑ,sitran
291,Ruhe::N,канӑҫлӑх,rihetî
292,Ruhe::N,лӑпкӑлӑх,rihetî
293,Leute::N,ҫамрӑксем,xelk
294,Leute::N,ҫамрӑк ҫынсем,xelk
295,Volk::N,халӑх,xelk
296,Arbeit::N,ӗҫхӗл,xebat
297,Arbeit::N,ӗҫлев,xebat
298,Gast::N,хӑна,mêvan
299,Geschenk::N,парне,diyarî
300,Geschenk::N,кучченеҫ,diyarî
301,Spiel::N,вӑйӑ,lîstik
302,Gesellschaft::N,общество,komal
303,Hilfe::N,пулӑшу,alîkarî
304,Freund::N,тус,heval
305,Kamerad::N,юлташ,heval
306,Kamerad::N,тус,heval
307,Angelegenheit::N,ӗҫ,pirsgirêk
308,Anzahl::N,йыш,çend
309,Anzahl::N,хисеп,çend
310,Art::N,тӗс,çeh
311,Stück::N,татӑк,lib
312,Stück::N,татӑк,parçe
313,Teil::N,пай,parçe
314,Hälfte::N,ҫурӑ,nîvî
315,Kreis::N,ункӑ,çemil
316,Kreis::N,ҫавракӑш,çemil
317,Kreuz::N,хӗрес,xaç
318,Linie::N,йӗр,xezik
319,Strich::N,йӗр,xezik
320,Abstand::N,хушӑ,dûrahî
321,Entfernung::N,хушӑ,dûrahî
322,Gegend::N,вырӑн,dever
323,Platz::N,хутлӑх,çih
324,Ort::N,вырӑн,dever
325,Seite::N,ен,rûpel
326,Seite::N,аяк,rûpel
327,Seite::N,айӑк,rûpel
328,Mitte::N,варӑ,nav
329,Mitte::N,варӑ,nabênê
330,Gegenstand::N,япала,tişt
331,Sache::N,япала,tişt
332,Rand::N,вӗҫ,kevî
333,Rand::N,хӗрӗ,kevî
334,Rand::N,хӗрри,kevî
335,Kante::N,хайкача,kevî
336,Kante::N,хысак,kevî
337,Ecke::N,кӗтес,qunç
338,Spitze::N,вӗҫ,derzî
339,Ende::N,вӗҫ,talî
340,Loch::N,шӑтӑк,qul
341,Winkel::N,кӗтес,kurnîşk
342,Muster::N,эреш,desen
343,Größe::N,пысӑкӑш,mezinî
344,Länge::N,вӑрӑмӑш,dirêjahî
345,Höhe::N,ҫӳллӗш,bilindayî
346,Gewicht::N,виҫе,giranî
347,Gewicht::N,йывӑрӑш,giranî
348,Menge::N,йыш,qas
349,Haufen::N,купа,lod
350,Reihe::N,рет,rêz
351,Boot::N,кимӗ,kelek
352,Ruder::N,кӗсмен,bêrik
353,Schlitten::N,ҫуна,xîjik
354,Ski::N,йӗлтӗр,lakan
355,Lagerfeuer::N,вут,agir
356,Lagerfeuer::N,кӑвайт,agir
357,Last::N,сулмаклӑх,bar
358,Last::N,йывӑр япала,bar
359,Gang::N,куҫӑм,fîtêz
360,Schritt::N,утӑм,gav
361,Schritt::N,пусӑм,gav
362,Norden::N,ҫурҫӗр,bakur
363,Süden::N,кӑнтӑр,başur
364,Westen::N,анӑҫ,rojava
365,Westen::N,хӗвел анӑҫ,rojava
366,Osten::N,хӗвел тухӑҫ,rojhilat
367,Holz::N,йывӑҫ,dep
368,Brett::N,хӑма,dep
369,Platte::N,плита,dep
370,Stütze::N,ура,destek
371,Stange::N,шерте,sing
372,Stock::N,патак,çam
373,Stab::N,шӑчӑ,qat
374,Rohr::N,пӑрӑх,borî
375,Haus::N,ҫурт,mal
376,Haus::N,ҫурт,xanî
377,Heim::N,кил,mal
378,Ofen::N,кӑмака,sobe
379,Fußboden::N,урай,binpê
380,Tisch::N,сӗтел,mase
381,Stuhl::N,пукан,kursî
382,Wiege::N,сӑпка,derguş
383,Bett::N,кравать,qerewêle
384,Regal::N,ҫӳлӗк,rêbaz
385,Regal::N,сентре,rêbaz
386,Kiste::N,ещӗк,sindoq
387,Kiste::N,сунтӑх,sindoq
388,Fenster::N,чӳрече,çam
389,Fenster::N,чӳрече,şibeke
390,Tür::N,алӑк,derî
391,Tor::N,хапха,derge
392,Zaun::N,хӳме,hejik
393,Dach::N,тӑрӑ,sere xanî
394,Leiter::N,пусма,pêling
395,Besen::N,шӑпӑр,melkes
396,Spaten::N,кӗреҫе,mer
397,Schaufel::N,кӗреҫе,bêr
398,Gabel::N,вилка,çetel
399,Löffel::N,кашӑк,kevçî
400,Messer::N,ҫӗҫӗ,kêr
401,Nagel::N,пӑта,bizmar
402,Netz::N,тетел,tor
403,Haken::N,йӑрхах,çenqel
404,Haken::N,ҫекӗл,çenqel
405,Griff::N,хӑлӑп,destî
406,Schloss::N,ҫӑра,qonax
407,Bild::N,сӑн,dimen
408,Bild::N,сӑнлӑх,dimen
409,Bild::N,картина,dimen
410,Figur::N,кӗлетке,figûr
411,Puppe::N,пукане,bûk
412,Beutel::N,михӗ,kîsik
413,Bündel::N,ҫыхӑ,pêçek
414,Bündel::N,тӗрке,pêçek
415,Tasche::N,сумка,bêrîk
416,Eimer::N,витре,dewl
417,Deckel::N,хупӑ,devik
418,Geschirr::N,савӑт-сапа,ferax
419,Sack::N,михӗ,tûr
420,Tasse::N,курка,kada
421,Topf::N,кастрюль,beroş
422,Kessel::N,хуран,şîril
423,Essen::N,апат,xwarin
424,Nahrung::N,апат-ҫимӗс,xwarin
425,Speise::N,апат,xwarin
426,Speise::N,ҫимӗҫ,xwarin
427,Fleisch::N,аш,goşt
428,Fleisch::N,какай,goşt
429,Getreide::N,тырӑ,zad
430,Brei::N,пӑтӑ,hewdêl
431,Brot::N,ҫӑкӑр,
432,Scheibe::N,чӗлӗ,parçe
433,Scheibe::N,касӑк,parçe
434,Fett::N,ҫу,rûn
435,Butter::N,ҫу,rûn
436,Öl::N,ҫу,rûn
437,Salz::N,тӑвар,xwe
438,Suppe::N,яшка,şorbe
439,Honig::N,пыл,hingiv
440,Milch::N,сӗт,şîr
441,Tee::N,чей,çay
442,Leder::N,сӑран,çerm
443,Wolle::N,ҫӑм,herî
444,Stoff::N,тӗртӗм,paç
445,Nadel::N,йӗп,derzî
446,Faden::N,ҫип,ta
447,Knopf::N,тӳме,bişkok
448,Knoten::N,йӑлӑ,girêk
449,Farbe::N,сӑрӑ,boyax
450,Kleidung::N,тум,çil
451,Kleidung::N,ҫипуҫ,çil
452,Kleidung::N,тум-тир,çil
453,Hemd::N,кӗпе,qutik
454,Hemd::N,кӗпе,miltan
455,Kragen::N,ҫуха,stûvang
456,Ärmel::N,ҫанӑ,hûçik
457,Hose::N,шӑлавар,şewel
458,Gürtel::N,пиҫиххи,qayiş
459,Mütze::N,ҫӗлӗк,fîno
460,Schuh::N,пушмак,şêkal
461,Schuh::N,ботинок,şêkal
462,Stiefel::N,атӑ,gizme
463,Stiefel::N,атӑ,çizme
464,Ring::N,ҫӗрӗ,xelek
465,Band::N,хаю,band
466,Band::N,йӗсме,band
467,Kamm::N,тура,şeh
468,Spiegel::N,тӗкӗр,eynik
469,Spiegel::N,куҫ кӗски,eynik
470,Riemen::N,чӗн,qayiş
471,Schnur::N,кантра,doxin
472,Leine::N,касмӑк,şirît
473,Decke::N,утиял,bataniye
474,Kissen::N,ҫытар,balgî
475,Kissen::N,минтер,balgî
476,Tuch::N,тутӑр,şar
477,Handtuch::N,ал шӑлли,dezmal
478,Kraft::N,вӑй,hêz
479,Kraft::N,вӑй,qewet
480,Kraft::N,хӑват,hêz
481,Kraft::N,хӑват,qewet
482,Stärke::N,хал,xurtî
483,Stärke::N,хӑват,xurtî
484,Gesundheit::N,хал,nojdarî
485,Gesundheit::N,сывлӑх,nojdarî
486,Krankheit::N,чир,nexweşî
487,Schmerz::N,ырату,êş
488,Wunde::N,суран,kul
489,Fieber::N,сив чир,ta
490,Arznei::N,эмел,derman
491,Brücke::N,кӗпер,kopî
492,Brunnen::N,ҫӑл,çal
493,Brunnen::N,ҫӑл,kani
494,Brunnen::N,пусӑ,çal
495,Brunnen::N,пусӑ,kani
496,Weide::N,ҫаран,beyar
497,Pfad::N,йӗр,xaçirek
498,Pfad::N,сукмак,xaçirek
499,Weg::N,ҫул,rê
500,Weg::N,ҫул-йӗр,rê
501,Straße::N,ҫӳрев,rê
502,Straße::N,ҫул ҫӳрени,rê
503,Dorf::N,ял,gund
504,Stadt::N,хула,baçar
505,Brief::N,ҫыру,name
506,Buch::N,кӗнеке,kitêb
507,Buch::N,кӗнеке,pirtûk
508,Buchstabe::N,сас палли,herf
509,Zeitung::N,хаҫат,rojname
510,Leben::N,пурнӑҫ,jiyan
511,Tod::N,вилӗм,mirin
512,Grab::N,масар шӑтӑкӗ,mezel
513,Kirche::N,чиркӳ,gilyas
514,Sünde::N,ҫылӑх,guneh
515,Gott::N,турӑ,xwedê
516,Arbeiter::N,рабочи,hîşçî
517,Chef::N,пуҫлӑх,bêg
518,Meister::N,ӑста,hoste
519,Meister::N,мастер,hoste
520,Arzt::N,врач,doktor
521,Arzt::N,тухтӑр,doktor
522,Lehrer::N,учитель,mamoste
523,Lehrer::N,вӗрентекен,mamoste
524,Geld::N,укҫа,pere
525,Geschäft::N,бизнес,firoşgeh
526,Laden::N,магазин,dikan
527,Preis::N,хак,buha
528,Ware::N,тавар,tişt
529,Nutzen::N,пайта,fêde
530,Reichtum::N,мул,serwet
531,Welt::N,тӗнче,dinya
532,Land::N,ҫӗр-шыв,welat
533,Staat::N,патшàлӑх,dewlet
534,König::N,король,şah
535,König::N,король,qral
536,Macht::N,власть,qewet
537,Macht::N,власть,destihilat
538,Grenze::N,чикӗ,kevî
539,Krieg::N,вӑрҫӑ,çeng
540,Krieg::N,вӑрҫӑ,sêwaş
541,Feind::N,тӑшман,dijmin
542,Gewalt::N,ирӗксӗрлӳ,zor
543,Kampf::N,кӗрешӳ,şer
544,Bogen[Waffe]::N,ухӑ,kêvan
545,Pfeil::N,ҫӗмрен,çîrik
546,Pfeil::N,ухӑ йӗппи,çîrik
547,Gewehr::N,пӑшал,tifing
548,Fehler::N,йӑнӑш,şaşî
549,Lüge::N,суя,derew
550,Lüge::N,ултав,derew
551,Schaden::N,сиен,xisar
552,Unglück::N,шар,bêbextî
553,Unglück::N,инкек,bêbextî
554,Schuld::N,айӑп,suç
555,Alter::N,ҫул шучӗ,temen
556,Schluss::N,пӗтни,girtin
557,Schluss::N,пӗтмӗш,girtin
558,Zeit::N,вӑхӑт,çax
559,Tag::N,кун,roj
560,Morgen::N,ир,sibeh
561,Mittag::N,кӑнтӑрла,nîro
562,Abend::N,каҫ,êvar
563,Nacht::N,каҫ,şev
564,Woche::N,эрне,heftî
565,Monat::N,уйӑх,meh
566,Jahr::N,ҫулталӑк,sal
567,Frühling::N,ҫур,bihar
568,Frühling::N,ҫуркунне,bihar
569,Sommer::N,ҫу,havîn
570,Sommer::N,ҫулла,havîn
571,Herbst::N,кӗр,payîz
572,Herbst::N,кӗркунне,payîz
573,Winter::N,хӗл,zistan
574,Winter::N,хӗлле,zistan
575,Januar::N,январь,çile
576,Februar::N,февраль,sibat
577,Februar::N,кӗҫӗн кӑрлач,sibat
578,März::N,март,adar
579,März::N,пуш уйӑхӗ,adar
580,April::N,апрель,nîsan
581,Mai::N,май,gûlan
582,Juni::N,июнь,hezîran
583,Juli::N,июль,tîmeh
584,August::N,август,tebax
585,September::N,сентябрь,îlon
586,September::N,авӑн уйӑхӗ,îlon
587,Oktober::N,октябрь,çotmeh
588,November::N,ноябрь,mijdar
589,Dezember::N,раштав,kanûn
590,Dezember::N,декабрь,kanûn
591,Montag::N,тунти кун,duşemb
592,Dienstag::N,ытлари кун,sêşem
593,Mittwoch::N,юн кун,çarşemb
594,Donnerstag::N,кӗҫнерни кун,pêşemb
595,Freitag::N,эрне кун,în
596,Samstag::N,шӑмат кун,şemî
597,Sonntag::N,вырсарни кун,yekşemb
598,groß::A,пысӑк,mezin
599,klein::A,пӗчӗк,çûçik
600,lang::A,вӑрӑм,dirêj
601,kurz::A,кӗске,kin
602,breit::A,сарлака,fireh
603,schmal::A,ансӑр,tenik
604,dicht::A,йӑвӑ,gir
605,dick[Gegenstand]::A,хулӑн,şîşman
606,dünn::A,ҫинҫе,zirav
607,dünn::A,ҫӳхе,zirav
608,fein::A,тарай,tenik
609,fein::A,вӗлтӗрти,tenik
610,fest::A,тӗреклӗ,saxlem
611,flach::A,лаптак,pahn
612,glatt::A,такӑр,dûz
613,glatt::A,такӑр,şayîk
614,hart::A,хытӑ,hişk
615,weich::A,ҫемҫе,nerm
616,rund::A,ҫавра,gilover
617,spitz::A,шӗвӗр,pîj
618,scharf::A,ҫивӗч,tûj
619,stumpf::A,мӑка,ne tûj
620,stumpf::A,пуклак,ne tûj
621,stumpf::A,тӗрӗнчӗк,ne tûj
622,stumpf::A,ӑнкарусӑр,ne tûj
623,schwer::A,йывӑр,giran
624,schön::A,илемлӗ,xweş
625,schön::A,илемлӗ,xweşik
626,heiß::A,вӗри,kelandî
627,warm::A,ӑшӑ,germ
628,kalt::A,сивӗ,sar
629,kühl::A,уҫӑ,jemîrî
630,frisch::A,уҫӑ,ter
631,feucht::A,йӗпе,şil
632,nass::A,нӳрӗ,şilek
633,trocken::A,типӗ,zuwa
634,voll::A,тулли,tijî
635,leer::A,пушӑ,vala
636,offen::A,уҫӑ,vekirî
637,geschlossen::A,хупӑ,asê
638,sauber::A,таса,pakij
639,schmutzig::A,пылчӑклӑ,lewitî
640,schmutzig::A,вараланчӑк,lewitî
641,roh::A,чӗрӗ,xav
642,reif::A,пулнӑ,gihaştî
643,reif::A,пиҫӗхнӗ,gihaştî
644,reif::A,аталаннӑ,gihaştî
645,reif::A,пиҫсе ҫитнӗ,gihaştî
646,lecker::A,тутлӑ,xweş
647,lecker::A,техӗмлӗ,xweş
648,süß::A,пылак,şîrîn
649,bitter::A,йӳҫӗ,tahl
650,sauer::A,йӳҫӗ,tirş
651,sauer::A,йӳҫек,tirş
652,sauer::A,кӑвасак,tirş
653,hell::A,ҫутӑ,ronî
654,dunkel::A,тӗттӗм,tarî
655,schwarz::A,хура,reş
656,weiß::A,шурӑ,sipî
657,rot::A,хӗрлӗ,sor
658,gelb::A,сарӑ,zer
659,blau::A,кӑвак,şîn
660,grün::A,симӗс,şîn
661,grün::A,пиҫмен,şîn
662,grün::A,ӑс пухман,şîn
663,grau::A,кӑвак,gewr
664,bunt::A,чӑпар,rengîn
665,billig::A,йӳнӗ,erzan
666,teuer::A,хаклӑ,biha
667,wertvoll::A,паха,hêja
668,wertvoll::A,паха,giranbiha
669,blind::A,суккӑр,kor
670,taub::A,хӑлхасӑр,kerr
671,kräftig::A,хӑватлӑ,gir
672,kräftig::A,хӑватлӑ,xurt
673,stark::A,вирлӗ,xurt
674,schwach::A,халсӑр,kesad
675,fett::A,самӑр,qelew
676,fett::A,мӑнтӑр,qelew
677,schlank::A,йӑрӑс,zirav
678,schlank::A,яштака,zirav
679,hübsch::A,хитре,xweşik
680,böse::A,усал,xerab
681,böse::A,усал,aciz
682,dumm::A,ухмах,gêj
683,faul::A,наян,têmbêl
684,faul::A,юлхав,têmbêl
685,faul::A,ӳркенчӗк,têmbêl
686,fleißig::A,хастар,jêhatî
687,geizig::A,хытӑ,destgirtî
688,klug::A,ӑслӑ,baqil
689,geschickt::A,ӑста,zîrek
690,geschickt::A,ӑста,ziring
691,lieb::A,савнӑ,delal
692,lustig::A,хаваслӑ,kêfxweş
693,sanft::A,ачаш,nazenîn
694,hungrig::A,выҫӑ,birçî
695,krank::A,чирлӗ,nexweş
696,nackt::A,ҫара,rût
697,nackt::A,ҫара,tazî
698,traurig::A,салхуллӑ,xemgîn
699,lebendig::A,чӗрӗ,bisaxî
700,gut::A,аван,baş
701,gut::A,лайӑх,baş
702,schlecht::A,япӑх,xerab
703,schlecht::A,начар,xerab
704,richtig::A,тӗрӗс,rast
705,richtig::A,тӗрӗс,saxlem
706,schlimm::A,йӗрӗнчӗк,nebaş
707,wahr::A,чӑн,rast
708,alt::A,кивӗ,pîr
709,alt::A,кивӗ,kevn
710,neu::A,ҫӗнӗ,nû
711,ehemalig::A,пулнӑ,kevnar
712,ehemalig::A,пулнӑ,peşidar
713,alt[Lebewesen]::A,ватӑ,pîr
714,jung::A,яш,xort
715,jung::A,ҫамрӑк,xort
716,arm::A,чухӑн,feqîr
717,arm::A,чухӑн,desteng
718,reich::A,пуян,dewlemend
719,bekannt::A,пӗлӗш,naskirî
720,berühmt::A,чаплӑ,navdar
721,fremd::A,ют,xerîb
722,verschieden::A,расна,çîhê
723,nah::A,ҫывӑх,nêzîk
724,nah::A,ҫывӑхри,nêzîk
725,fern::A,инҫе,dûr
726,fern::A,аякри,dûr
727,linker::A,сулахай,çepê
728,rechter::A,сылтӑм,rastê
729,anderer::A,урӑх,yê din
730,erster::A,пӗрремӗш,yekemîn
731,zweiter::A,иккӗмӗш,duda
