,Concept_ID,ca,ce
815,verfaulen::V,podrir-se,дахкадала
816,reißen::V,trencar-se,хеда
817,versinken::V,enfonsar-se,хичудаха
818,vergehen::V,passar,дlаэха
819,erscheinen::V,aparèixer,схьадала
820,erscheinen::V,aparèixer,ӏоттадала
821,verschwinden::V,desaparèixer,къайладала
822,sinken::V,baixar,лахдала
823,sinken::V,descendir,лахдала
824,abnehmen::V,decréixer,
825,zunehmen::V,augmentar,лакхадала
826,steigen::V,pujar,хьаладала
827,wachsen::V,créixer,кхиа
828,glänzen::V,brillar,лепа
829,glänzen::V,resplendir,лепа
830,funkeln::V,espurnejar,къега
831,lärmen::V,fer soroll,гӏовгӏаян
832,läuten::V,sonar,детта
833,klingeln::V,trucar,дека
834,klirren::V,dringar,дека
835,brausen::V,rugir,хьаьдда даха
836,rauschen::V,murmurar,леста
837,klingen::V,sonar,дека
838,bellen::V,lladrar,лета
839,heulen::V,udolar,угӏа
840,blasen::V,bufar,хӏуп баха
841,pfeifen::V,xiular,шок етта
842,schreien::V,cridar,мохь бетта
843,stöhnen::V,gemegar,узарш дан
844,zittern::V,tremolar,дега
845,leben::V,vīure,даха
846,geboren werden::V,néixer,хила
847,atmen::V,respirar,садеӏа
848,trinken::V,beure,мала
849,essen::V,menjar,кхалла
850,schlucken::V,empassar-se,къурдбан
851,müde werden::V,cansar-se,кӏаддала
852,einschlafen::V,adormir-se,наб кхета
853,schlafen::V,dormir,вижа
854,schlafen::V,dormir,наб ян
855,schlafen::V,dormir,дижина хила
856,aufwachen::V,despertar-se,самадала
857,aufstehen::V,llevar-se,гӏатта
858,sich erholen::V,descansar,садаӏа
859,krank werden::V,posar-se malalt,цомгуш хила
860,krank sein::V,estar malalt,цомгуш хила
861,schmerzen::V,doldre,лаза
862,schmerzen::V,doldre,ӏийжа
863,husten::V,tossir,йовхарш етта
864,genesen::V,recuperar-se,тадала
865,sterben::V,morir,дала
866,umkommen::V,perir,хӏаллакхила
867,sich bewegen::V,moure's,лела
868,sich rühren::V,moure's,меттахъхьен
869,sich erheben::V,aixecar-se,хьалагlатта
870,sich setzen::V,asseure's,хаа
871,hinfallen::V,caure's,дожа
872,hinfallen::V,caure's,охьакхета
873,laufen::V,caminar,вада
874,laufen::V,caminar,хьада
875,schreiten::V,procedir,болар дан
876,schreiten::V,procedir,ког баккха
877,spazierengehen::V,passejar,доладала
878,eilen::V,anar corrent,сихдала
879,sich beeilen::V,afanyar-se,сихдала
880,sausen::V,córrer,
881,rennen::V,córrer,дада
882,springen::V,saltar,ирхкхийсадала
883,klettern::V,escalar,тӏедийла
884,schaukeln::V,gronxar-se,техко
885,schaukeln::V,balancejar-se,техко
886,kriechen::V,reptar,такха
887,kriechen::V,arrossegar-se,такха
888,schwimmen::V,nadar,некадан
889,tauchen::V,bussejar,чулелха
890,tauchen::V,submergir-se,чулелха
891,rudern::V,remar,дига лело
892,rudern::V,remar,кема лело
893,fahren::V,anar,хахка
894,fliegen::V,volar,тӏемадала
895,gehen::V,caminar,лeла
896,weggehen::V,anar-se'n,дӏадаха
897,abfahren::V,partir,дӏадаха
898,anhalten::V,aturar-se,саца
899,hineingehen::V,entrar,чудала
900,eintreten::V,entrar,чудала
901,kommen::V,venir,кхача
902,kommen::V,venir,дӏакхача
903,kommen::V,venir,схьакхача
904,ankommen::V,arribar,кхача
905,ankommen::V,arribar,схьакхача
906,zurückkommen::V,tornar,юхада
907,bleiben::V,quedar-se,диса
908,warten::V,esperar,хьежа
909,warten::V,esperar,cобар дан
910,erwarten::V,esperar,хьоьжуш ӏан
911,suchen::V,buscar,леха
912,finden::V,trobar,каро
913,versuchen::V,intentar,дан хьажа
914,vorbereiten::V,preparar,кечъян
915,lieben::V,estimar,деза
916,mögen::V,agradar a,безамхила
917,lachen::V,riure,дела
918,rühren::V,commoure,хьедан
919,rühren::V,emocionar,хьедан
920,weinen::V,plorar,делха
921,schimpfen::V,renyar,чехо
922,sich ärgern::V,enfadar-se,оьгӏазъэха
923,sich fürchten::V,tenir por,кхера
924,fürchten::V,témer,кхера
925,fliehen::V,fugir,дӏадада
926,flüchten::V,refugiar-se,дӏадада
927,sehen::V,veure,ган
928,anschauen::V,mirar,хьажа
929,anschauen::V,mirar,хьежа
930,ansehen::V,mirar,хьовса
931,hören::V,oir,хаза
932,zuhören::V,escoltar,ладогӏа
933,probieren::V,provar,хьажа
934,riechen::V,olorar,хьожа яха
935,fühlen::V,sentīr,хаадала
936,scheinen::V,semblar,мотта
937,zu sehen sein::V,poder-se veure,гуш хила
938,vernehmen::V,percebre,бартхатта
939,frieren::V,tenir fred,гӏоро
940,tun::V,fer,дан
941,können::V,poder,дадала
942,wollen::V,voler,тӏергӏа
943,anfangen::V,iniciar,доло
944,beenden::V,acabar,довла
945,aufhören::V,deixar,саца
946,gelingen::V,sortir bé,кадала
947,geraten::V,sortir,хила
948,öffnen::V,obrir,дӏаделла
949,öffnen::V,obrir,схьаделла
950,schließen::V,tancar,къовла
951,schließen::V,tancar,дӏачӏагӏа
952,stellen::V,posar,хlотто
953,stellen::V,col·locar,хlотто
954,setzen::V,assentar,дийгӏа
955,legen::V,posar,охьадилла
956,berühren::V,tocar,хьедан
957,verbinden::V,unir,вовшахтаса
958,verbinden::V,connectar,вовшахтаса
959,bedecken::V,tapar,тилла
960,bedecken::V,tapar,тӏетаса
961,bedecken::V,cobrir,тилла
962,bedecken::V,cobrir,тӏетаса
963,aufhängen::V,penjar,хьалаолла
964,anzünden::V,encendre,лато
965,aufheben::V,aixecar,айа
966,zurücklassen::V,deixar,дита
967,verlieren::V,pērdre,дайа
968,fallen lassen::V,deixar caure,охьадожо
969,machen::V,fer,дан
970,herstellen::V,producir,дан
971,bauen::V,construir,гӏишлоян
972,reparieren::V,reparar,тадан
973,verbessern::V,millorar,нисдан
974,ändern::V,canviar,хийца
975,graben::V,cavar,ахка
976,beugen::V,doblegar,сатто
977,biegen::V,corbar,сатто
978,biegen::V,arquejar,сатто
979,drehen::V,girar,хьовзо
980,wenden::V,girar,
981,umdrehen::V,voltar,хьовзo
982,heben::V,pujar,айа
983,heben::V,pujar,хьалаайа
984,heben::V,aixecar,айа
985,heben::V,aixecar,хьалаайа
986,hochheben::V,aixecar,хьалаайа
987,ergreifen::V,agafar,дӏалаца
988,halten::V,mantenir,латто
989,drücken::V,prémer,тӏетаӏо
990,drücken::V,estrènyer,тӏетаӏо
991,schieben::V,empènyer,татта
992,kratzen::V,raspar,мӏараш тийса
993,lecken::V,llepar,мотт хьекха
994,beißen::V,mossegar,катoха
995,abreißen::V,arrencar,схьадаккха
996,abschneiden::V,tallar,кхада
997,binden::V,lligar,дӏадехка
998,binden::V,lligar,вовшахтаса
999,stecken::V,ficar,чудахийта
1000,brechen::V,trencar,кагдан
1001,klopfen::V,trucar,детта
1002,hauen::V,picar,етта
1003,hauen::V,colpejar,етта
1004,kleben::V,enganxar,тӏелато
1005,reiben::V,fregar,хьекхо
1006,streichen::V,untar,тlехьакха
1007,schleifen::V,afilar,ирдан
1008,schleifen::V,esmolar,ирдан
1009,schneiden::V,tallar,ларга
1010,rütteln::V,sacsejar,лесто
1011,schütteln::V,agitar,лесто
1012,schütteln::V,sacsejar,лесто
1013,schwenken::V,agitar,лесто
1014,schütten::V,abocar,дотта
1015,füllen::V,omplir,дуза
1016,einwickeln::V,embolicar,хьарчо
1017,tragen::V,dur,дахьа
1018,tragen::V,portar,дахьа
1019,schleppen::V,arrossegar,ийзо
1020,ziehen::V,tirar,озо
1021,ziehen::V,estirar,озо
1022,aufbewahren::V,conservar,ӏалашдан
1023,werfen::V,llançar,кхосса
1024,fangen::V,agafar,леца
1025,fangen::V,atrapar,леца
1026,packen::V,engrapar,леца
1027,verstecken::V,amagar,къайладаккха
1028,teilen::V,dividir,декъа
1029,schicken::V,enviar,дӏадахьийта
1030,bringen::V,portar,дан
1031,hinzufügen::V,afegir,тӏетоха
1032,bekommen::V,obtenir,даккха
1033,erhalten::V,rebre,даккха
1034,nehmen::V,prendre,схьаэца
1035,wählen::V,triar,харжа
1036,wählen::V,elegir,харжа
1037,auswählen::V,escollir,харжа
1038,auswählen::V,seleccionar,харжа
1039,bewahren::V,conservar,lалашдан
1040,behindern::V,impedir,новкъарло ян
1041,behindern::V,obstaculitzar,новкъарло ян
1042,verderben::V,espatllar,талхо
1043,beschädigen::V,danyar,дохо
1044,beschädigen::V,destrossar,дохо
1045,zerbrechen::V,trencar,дохо
1046,zerbrechen::V,trencar,кагдан
1047,zerreißen::V,estripar,хадо
1048,zerstören::V,destruir,дохо
1049,zerstören::V,destruir,кагдан
1050,verbrennen::V,cremar,даго
1051,geben::V,donar,яла
1052,reichen::V,passar,дӏадала
1053,reichen::V,passar,дӏакховдо
1054,schenken::V,regalar,совгӏат дан
1055,versprechen::V,prometre,ваӏда дан
1056,wünschen::V,desitjar,лаа
1057,loben::V,elogiar,хасто
1058,küssen::V,fer un petó a,оба яккха
1059,wiegen::V,bressolar,тахка
1060,zudecken::V,tapar,тӏетаса
1061,zudecken::V,cobrir,тӏетаса
1062,wecken::V,despertar,самадаккха
1063,zeigen::V,mostrar,гайта
1064,zeigen::V,ensenyar,гайта
1065,führen::V,guiar,дига
1066,führen::V,conduir,дига
1067,lehren::V,ensenyar,ӏамо
1068,unterrichten::V,ensenyar,хьеха
1069,aufziehen::V,criar,кхио
1070,leiten::V,dirigir,урхалла дан
1071,antreiben::V,impel·lir,сихдан
1072,lassen::V,fer,-йта
1073,einladen::V,invitar,кхайкха
1074,einladen::V,convidar,кхайкха
1075,vereinigen::V,unir,цхьаьнатоха
1076,besuchen::V,visitar,хьажахIотта
1077,besuchen::V,anar a veure,хьажахIотта
1078,treffen::V,trobar,дуьхьалкхета
1079,sich versammeln::V,reunir-se,гулдан
1080,spielen::V,jugar,ловза
1081,singen::V,cantār,лакха
1082,tanzen::V,ballar,хелхадала
1083,sich trennen::V,separar-se,къаста
1084,verlassen::V,deixar,дита
1085,verlassen::V,abandonar,дита
1086,retten::V,salvar,кӏелхьардаккха
1087,bewachen::V,vigilar,ха дан
1088,schützen::V,protegir,лардан
1089,verteidigen::V,defensar,лардан
1090,sich schlagen::V,barallar-se,етта
1091,schießen::V,tirar,детта
1092,schießen::V,disparar,детта
1093,siegen::V,vèncer,тола
1094,ärgern::V,enfadar,оьгӏаздахийта
1095,schlagen::V,pegar,тоха
1096,schlagen::V,colpejar,тоха
1097,treten::V,donar un cop de peu a,мийра тоха
1098,stechen::V,punxar,ӏотта
1099,stechen::V,punxar,къовзо
1100,stechen::V,apunyalar,ӏотта
1101,stechen::V,apunyalar,къовзо
1102,stoßen::V,empènyer,татта
1103,stehlen::V,robar,лачкъо
1104,stören::V,molestar,новкъарло ян
1105,belästigen::V,importunar,сагатдан
1106,verbergen::V,amagar,къайладаккха
1107,verbergen::V,ocultar,къайладаккха
1108,täuschen::V,enganyar,ӏexo
1109,betrügen::V,estafar,ледан
1110,töten::V,matar,ден
1111,wohnen::V,vīure,даха
1112,wohnen::V,habitar,даха
1113,arbeiten::V,treballar,къахьега
1114,sammeln::V,col·leccionar,гулдан
1115,pflücken::V,collir,даха
1116,jagen::V,caçar,талла
1117,fischen::V,pescar,чӏерий леца
1118,fassen::V,atrapar,лаца
1119,fassen::V,atrapar,схьалаца
1120,hüten::V,pasturar,лардан
1121,treiben::V,arriar,лахка
1122,anbinden::V,lligar,дӏадехка
1123,füttern::V,donar menjar a,хӏума яла
1124,melken::V,munyir,оза
1125,hacken::V,picar,
1126,hacken::V,tallar,
1127,gießen::V,regar,хи тоха
1128,reifen::V,madurar,хьекъа
1129,zubereiten::V,preparar,кечъян
1130,zubereiten::V,preparar,кхача бан
1131,kochen::V,coure,кхача бан
1132,backen::V,coure al forn,датта
1133,braten::V,rostir,кхарза
1134,umrühren::V,remenar,кего
1135,stricken::V,tricotar,
1136,stricken::V,fer punt de mitja,
1137,nähen::V,cosir,тега
1138,färben::V,tenyir,басардан
1139,reinigen::V,netejar,цӏандан
1140,waschen::V,rentār,йила
1141,waschen::V,rentār,йитта
1142,waschen::V,rentār,дӏадайа
1143,abwischen::V,eixugar,дӏадайа
1144,spülen::V,esbandir,хи кхарза
1145,fegen::V,escombrar,нуй хьакха
1146,kehren::V,escombrar,нуй хьакха
1147,baden::V,banyar-se,лийча
1148,sich waschen::V,rentār-se,юьхь йила
1149,ausziehen::V,treure's,духар дӏадаккха
1150,anziehen::V,posar-se,
1151,sich anziehen::V,vestir-se,духа
1152,kämmen::V,pentinar,ехк хьакха
1153,schmücken::V,adornar,хаздан
1154,sagen::V,dir,ала
1155,sprechen::V,parlar,баха
1156,sprechen::V,parlar,мотт бийца
1157,reden::V,parlar,къамел дан
1158,sich unterhalten::V,conversar,къамел дан
1159,fragen::V,preguntar,хатта
1160,bitten::V,demanar,деха
1161,erzählen::V,contar,дийца
1162,erzählen::V,explicar,дийца
1163,mitteilen::V,comunicar,хаам бан
1164,nennen::V,nomenar,цӏе яккха
1165,rufen::V,cridar,кхайкха
1166,prahlen::V,lloar-se,куралла ян
1167,prahlen::V,lloar-se,дозалла дан
1168,prahlen::V,jactar-se,куралла ян
1169,prahlen::V,jactar-se,дозалла дан
1170,übersetzen::V,traduir,гоч дан
1171,denken::V,pensar,ойла ян
1172,glauben::V,creure,теша
1173,bemerken::V,notar,ган
1174,erkennen::V,reconèixer,довза
1175,begreifen::V,comprendre,кхета
1176,verstehen::V,entendre,кхета
1177,lernen::V,aprendre,деша
1178,wissen::V,saber,хаа
1179,sich erinnern an::V,recordar,дагадан
1180,vergessen::V,oblidar,дицдала
1181,messen::V,mesurar,дуста
1182,zählen::V,comptar,дагардан
1183,rechnen::V,calcular,лара
1184,lesen::V,llegir,еша
1185,malen::V,pintar,сурт дилла
1186,zeichnen::V,dibuixar,сурт дилла
1187,schreiben::V,escrīure,яздан
1188,besitzen::V,posseir,доладан
1189,kaufen::V,comprar,эца
1190,verkaufen::V,vendre,дохка
1191,bezahlen::V,pagar,мах бала
1192,zahlen::V,pagar per,мах бала
1193,beherrschen::V,dominar,собаре хила
1194,ertragen::V,aguantar,лан
1195,ertragen::V,aguantar,сатоха
1196,ertragen::V,aguantar,садетта
