,Concept_ID,no,et
313,Kreuz::N,kors,rist
314,Kreuz::N,kryss,rist
315,Linie::N,linje,joon
316,Strich::N,strek,joon
317,Abstand::N,avstand,vahe
318,Entfernung::N,avstand,kaugus
319,Entfernung::N,avstand,vahemaa
320,Gegend::N,strøk,ümbrus
321,Platz::N,plass,ruum
322,Ort::N,sted,paik
323,Seite::N,side,pool
324,Mitte::N,midte,keskpaik
325,Gegenstand::N,gjenstand,ese
326,Sache::N,sak,ese
327,Rand::N,rand,äär
328,Rand::N,rand,serv
329,Kante::N,kant,kant
330,Ecke::N,hjørne,nurk
331,Spitze::N,spiss,teravik
332,Ende::N,ende,ots
333,Ende::N,ende,jupp
334,Loch::N,hull,auk
335,Winkel::N,vinkel,nurk
336,Muster::N,mønster,muster
337,Größe::N,størrelse,suurus
338,Länge::N,lengde,pikkus
339,Höhe::N,høyde,kõrgus
340,Gewicht::N,vekt,kaal
341,Gewicht::N,vekt,raskus
342,Menge::N,mengde,arv
343,Menge::N,mengde,hulk
344,Haufen::N,haug,hunnik
345,Haufen::N,bunke,hunnik
346,Reihe::N,rekke,rivi
347,Boot::N,båt,paat
348,Ruder::N,åre,aer
349,Schlitten::N,slede,saan
350,Schlitten::N,kjelke,saan
351,Ski::N,ski,suusk
352,Lagerfeuer::N,leirbål,lõke
353,Last::N,bør,koorem
354,Last::N,last,koorem
355,Gang::N,gang,käik
356,Schritt::N,steg,samm
357,Schritt::N,skritt,samm
358,Norden::N,nord,põhi
359,Süden::N,sør,lõuna
360,Westen::N,vest,lääs
361,Osten::N,øst,ida
362,Holz::N,tre,puu
363,Brett::N,fjøl,saelaud
364,Brett::N,brett,saelaud
365,Platte::N,plate,plaat
366,Stütze::N,støtte,tugi
367,Stange::N,stang,latt
368,Stange::N,stang,teivas
369,Stock::N,pinne,kepp
370,Stab::N,stav,varras
371,Stab::N,kjepp,varras
372,Rohr::N,rør,toru
373,Haus::N,hus,maja
374,Heim::N,hjem,kodu
375,Ofen::N,ovn,ahi
376,Fußboden::N,gulv,põrand
377,Tisch::N,bord,laud
378,Stuhl::N,stol,tool
379,Wiege::N,vogge,häll
380,Wiege::N,vogge,kätki
381,Bett::N,seng,voodi
382,Regal::N,reol,riiul
383,Regal::N,hylle,riiul
384,Kiste::N,kasse,kast
385,Fenster::N,vindu,aken
386,Tür::N,dør,uks
387,Tor::N,port,värav
388,Zaun::N,gjerde,aed
389,Zaun::N,gjerde,tara
390,Dach::N,tak,katus
391,Leiter::N,stige,redel
392,Besen::N,kost,luud
393,Spaten::N,spade,labidas
394,Schaufel::N,skuffe,kühvel
395,Gabel::N,gaffel,kahvel
396,Löffel::N,skje,lusikas
397,Messer::N,kniv,nuga
398,Nagel::N,spiker,nael
399,Netz::N,nett,võrk
400,Haken::N,krok,haak
401,Haken::N,krok,konks
402,Griff::N,tak,sang
403,Griff::N,tak,käepide
404,Griff::N,håndtak,sang
405,Griff::N,håndtak,käepide
406,Schloss::N,lås,lukk
407,Bild::N,bilde,pilt
408,Figur::N,figur,kuju
409,Figur::N,figur,kujund
410,Puppe::N,dukke,nukk
411,Beutel::N,pose,paun
412,Bündel::N,bylt,kimp
413,Tasche::N,veske,kott
414,Eimer::N,bøtte,pang
415,Eimer::N,bøtte,ämber
416,Deckel::N,lokk,kaas
417,Geschirr::N,kjøkkentøy,nõud
418,Sack::N,sekk,kott
419,Tasse::N,kopp,tass
420,Topf::N,gryte,pada
421,Kessel::N,kjele,pada
422,Essen::N,mål,söök
423,Nahrung::N,mat,toit
424,Nahrung::N,næring,toit
425,Speise::N,matrett,roog
426,Fleisch::N,kjøtt,liha
427,Getreide::N,korn,teravili
428,Brei::N,grøt,puder
429,Brot::N,brød,sai
430,Brot::N,brød,leib
431,Scheibe::N,skive,viil
432,Scheibe::N,skive,viilukas
433,Fett::N,fett,rasv
434,Butter::N,smør,või
435,Öl::N,olje,õli
436,Salz::N,salt,sool
437,Suppe::N,suppe,supp
438,Honig::N,honning,mesi
439,Milch::N,melk,piim
440,Tee::N,te,tee
441,Leder::N,lær,nahk
442,Leder::N,skinn,nahk
443,Wolle::N,ull,vill
444,Stoff::N,tøy,kangas
445,Stoff::N,stoff,kangas
446,Nadel::N,nål,nõel
447,Faden::N,tråd,niit
448,Knopf::N,knapp,nööp
449,Knoten::N,knute,sõlm
450,Farbe::N,farge,värv
451,Kleidung::N,påkledning,riided
452,Kleidung::N,påkledning,riietus
453,Hemd::N,skjorte,särk
454,Kragen::N,krage,krae
455,Ärmel::N,erme,varrukas
456,Hose::N,bukse,püksid
457,Gürtel::N,belte,vöö
458,Mütze::N,lue,müts
459,Schuh::N,sko,king
460,Stiefel::N,støvel,saabas
461,Ring::N,ring,sõrmus
462,Band::N,band,lint
463,Kamm::N,kam,kamm
464,Spiegel::N,speil,peegel
465,Riemen::N,rem,rihm
466,Schnur::N,snor,nöör
467,Leine::N,line,jalutusrihm
468,Decke::N,teppe,tekk
469,Kissen::N,pute,padi
470,Tuch::N,tøy,kalev
471,Handtuch::N,håndkle,käterätik
472,Kraft::N,kraft,jõud
473,Stärke::N,styrke,tugevus
474,Gesundheit::N,helse,tervis
475,Gesundheit::N,sunnhet,tervis
476,Krankheit::N,syke,haigus
477,Krankheit::N,sykdom,haigus
478,Schmerz::N,smerte,valu
479,Wunde::N,sår,haav
480,Fieber::N,feber,palavik
481,Arznei::N,medisin,ravim
482,Arznei::N,legemiddel,ravim
483,Brücke::N,bro,sild
484,Brunnen::N,brønn,kaev
485,Weide::N,beite,karjamaa
486,Pfad::N,sti,rada
487,Weg::N,vei,tee
488,Straße::N,gate,tee
489,Dorf::N,landsby,küla
490,Stadt::N,by,linn
491,Brief::N,brev,kiri
492,Buch::N,bok,raamat
493,Buchstabe::N,bokstav,täht
494,Zeitung::N,avis,ajaleht
495,Leben::N,liv,elu
496,Tod::N,død,surm
497,Grab::N,grav,haud
498,Kirche::N,kirke,kirik
499,Sünde::N,synd,patt
500,Gott::N,gud,jumal
501,Arbeiter::N,arbeider,tööline
502,Chef::N,sjef,ülemus
503,Chef::N,sjef,juhataja
504,Meister::N,mester,meister
505,Arzt::N,lege,arst
506,Lehrer::N,lærer,õpetaja
507,Geld::N,penger,raha
508,Geschäft::N,forretning,äri
509,Laden::N,butikk,pood
510,Laden::N,butikk,kauplus
511,Preis::N,pris,hind
512,Ware::N,vare,kaup
513,Nutzen::N,nytte,tulu
514,Nutzen::N,nytte,kasulikkus
515,Reichtum::N,rikdom,rikkus
516,Welt::N,verden,maailm
517,Land::N,land,maa
518,Staat::N,stat,riik
519,König::N,konge,kuningas
520,Macht::N,makt,võim
521,Grenze::N,grense,piir
522,Krieg::N,krig,sõda
523,Feind::N,fiende,vaenlane
524,Gewalt::N,vold,väevõim
525,Kampf::N,kamp,võitlus
526,Bogen[Waffe]::N,bue,vibu
527,Pfeil::N,pil,nool
528,Gewehr::N,gevær,püss
529,Fehler::N,feil,viga
530,Lüge::N,løgn,vale
531,Schaden::N,skade,kahju
532,Unglück::N,uhell,häda
533,Unglück::N,uhell,õnnetus
534,Schuld::N,skyld,süü
535,Alter::N,alder,iga
536,Schluss::N,slutt,lõpp
537,Zeit::N,tid,aeg
538,Tag::N,dag,päev
539,Morgen::N,morgen,hommik
540,Mittag::N,middag,lõuna
541,Mittag::N,middag,keskpäev
542,Abend::N,aften,õhtu
543,Nacht::N,natt,öö
544,Woche::N,uke,nädal
545,Monat::N,måned,kuu
546,Jahr::N,år,aasta
547,Frühling::N,vår,kevad
548,Sommer::N,sommer,suvi
549,Herbst::N,høst,sügis
550,Winter::N,vinter,talv
551,Januar::N,januar,jaanuar
552,Februar::N,februar,veebruar
553,März::N,mars,märts
554,April::N,april,aprill
555,Mai::N,mai,mai
556,Juni::N,juni,juuni
557,Juli::N,juli,juuli
558,August::N,august,august
559,September::N,september,september
560,Oktober::N,oktober,oktoober
561,November::N,november,november
562,Dezember::N,desember,detsember
563,Montag::N,mandag,esmaspäev
564,Dienstag::N,tirsdag,teisipäev
565,Mittwoch::N,onsdag,kesknädal
566,Donnerstag::N,torsdag,neljapäev
567,Freitag::N,fredag,reede
568,Samstag::N,lørdag,laupäev
569,Sonntag::N,søndag,pühapäev
570,groß::A,stor,suur
571,klein::A,liten,väike
572,klein::A,liten,pisike
573,lang::A,lang,pikk
574,kurz::A,kort,lühike
575,breit::A,bred,lai
576,schmal::A,smal,kitsas
577,dicht::A,tett,tihe
578,dick[Gegenstand]::A,tykk,jäme
579,dünn::A,tynn,õhuke
580,dünn::A,tynn,peenike
581,fein::A,fin,peen
582,fein::A,fin,õhuke
583,fest::A,fast,püsiv
584,fest::A,fast,kindel
585,flach::A,flat,lame
586,flach::A,flat,tasane
587,glatt::A,glatt,sile
588,hart::A,hard,kõva
589,weich::A,myk,pehme
590,weich::A,bløt,pehme
591,rund::A,rund,ümar
592,spitz::A,spiss,torkav
593,scharf::A,kvass,terav
594,stumpf::A,stubb,nüri
595,schwer::A,tung,raske
596,schön::A,pen,kena
597,schön::A,vakker,kena
598,heiß::A,het,kuum
599,heiß::A,het,palav
600,warm::A,varm,soe
601,kalt::A,kald,külm
602,kühl::A,kjølig,jahe
603,frisch::A,fersk,värske
604,feucht::A,fuktig,niiske
605,nass::A,våt,märg
606,trocken::A,tørr,kuiv
607,voll::A,full,täis
608,leer::A,tom,tühi
609,offen::A,åpen,avatud
610,offen::A,åpen,lahtine
611,geschlossen::A,lukket,suletud
612,sauber::A,ren,puhas
613,schmutzig::A,skitten,räpane
614,schmutzig::A,skitten,määrdunud
615,roh::A,rå,toores
616,reif::A,moden,küps
617,lecker::A,lekker,hõrk
618,lecker::A,lekker,maitsev
619,süß::A,søt,magus
620,bitter::A,besk,mõru
621,bitter::A,bitter,mõru
622,sauer::A,sur,hapu
623,hell::A,lys,hele
624,dunkel::A,mørk,pime
625,schwarz::A,svart,must
626,weiß::A,hvit,valge
627,rot::A,rød,punane
628,gelb::A,gul,kollane
629,blau::A,blå,sinine
630,grün::A,grønn,roheline
631,grau::A,grå,hall
632,bunt::A,broket,kirju
633,bunt::A,broket,värviline
634,billig::A,billig,odav
635,teuer::A,dyr,kallis
636,wertvoll::A,verdifull,väärtuslik
637,blind::A,blind,pime
638,taub::A,døv,kurt
639,kräftig::A,kraftig,jõuline
640,stark::A,sterk,tugev
641,schwach::A,svak,nõrk
642,schwach::A,svak,jõuetu
643,fett::A,fet,rasvane
644,schlank::A,slank,sale
645,hübsch::A,pen,kena
646,böse::A,slem,tige
647,dumm::A,dum,juhm
648,dumm::A,dum,rumal
649,faul::A,lat,laisk
650,faul::A,doven,laisk
651,fleißig::A,flittig,virk
652,fleißig::A,flittig,hoolas
653,geizig::A,gjerrig,ihne
654,klug::A,klok,tark
655,klug::A,klok,arukas
656,klug::A,klok,mõistlik
657,geschickt::A,hendig,osav
658,geschickt::A,skikket,osav
659,lieb::A,kjær,armas
660,lieb::A,snill,armas
661,lustig::A,morsom,lõbus
662,sanft::A,blid,õrn
663,hungrig::A,sulten,näljane
664,krank::A,syk,haige
665,nackt::A,naken,alasti
666,traurig::A,sørgmodig,kurb
667,lebendig::A,levende,elus
668,gut::A,god,hea
669,schlecht::A,dårlig,halb
670,richtig::A,riktig,õige
671,schlimm::A,slem,paha
672,wahr::A,sann,tõene
673,alt::A,gammel,vana
674,neu::A,ny,uus
675,ehemalig::A,forhenværende,endine
676,alt[Lebewesen]::A,gammel,vana
677,jung::A,ung,noor
678,arm::A,fattig,vaene
679,reich::A,rik,rikas
680,bekannt::A,kjent,teada
681,bekannt::A,kjent,tuttav
682,berühmt::A,berømt,tuntud
683,fremd::A,fremmed,võõras
684,verschieden::A,forskjellig,erinev
685,nah::A,nær,lähedane
686,fern::A,fjern,kauge
687,linker::A,venstre,vasak
688,rechter::A,høyre,parem
689,anderer::A,annen,muu
690,anderer::A,annen,teine
691,erster::A,første,esimene
692,zweiter::A,annen,teine
693,dritter::A,tredje,kolmas
694,letzter::A,sist,viimane
695,allein::ADV,alene,üksi
696,auf einmal::ADV,med ett,korraga
697,auf einmal::ADV,med ett,ühekorraga
698,zusammen::ADV,sammen,koos
699,zusammen::ADV,sammen,üheskoos
700,lange::ADV,lenge,kaua
701,plötzlich::ADV,plutselig,äkki
702,plötzlich::ADV,plutselig,järsku
703,sofort::ADV,straks,kohe
704,später::ADV,senere,hiljem
705,jetzt::ADV,nå,nüüd
706,heute::ADV,i dag,täna
707,morgen::ADV,i morgen,homme
708,bald::ADV,snart,pea
709,bald::ADV,snart,varsti
710,dann::ADV,så,siis
711,gestern::ADV,i går,eile
712,einst::ADV,engang,vanasti
713,damals::ADV,den gang,tookord
714,danach::ADV,deretter,seejärel
715,vorher::ADV,før,enne
716,vorher::ADV,i forveien,enne
717,zuerst::ADV,først,enne
718,zuerst::ADV,først,esmalt
719,einmal::ADV,en gang,kord
720,einmal::ADV,en gang,üks kord
721,manchmal::ADV,somme tider,mõnikord
722,oft::ADV,ofte,tihti
723,oft::ADV,ofte,sageli
724,immer::ADV,alltid,ikka
725,immer::ADV,alltid,alati
726,niemals::ADV,aldri,mitte kunagi
727,hier::ADV,her,siin
728,hierhin::ADV,hit,siia
729,von hier::ADV,herfra,siit
730,dort::ADV,der,seal
731,dorthin::ADV,dit,sinna
732,geradeaus::ADV,rett fram,otse edasi
733,vorwärts::ADV,fram,edasi
734,vorwärts::ADV,framover,edasi
735,rückwärts::ADV,baklengs,tagurpidi
736,zurück::ADV,tilbake,tagasi
737,unten::ADV,nede,all
738,unten::ADV,nede,allpool
739,hinab::ADV,ned,alla
740,hinab::ADV,nedover,alla
741,oben::ADV,oppe,ülal
742,oben::ADV,ovenpå,ülal
743,hinauf::ADV,opp,üles
744,hinauf::ADV,oppover,üles
745,überall::ADV,overalt,kõikjal
746,nicht::ADV,ikke,ei
747,nicht::ADV,ikke,mitte
748,ein wenig::ADV,litt,veidi
749,ein wenig::ADV,litt,natuke
750,kaum::ADV,neppe,vaevalt
751,sehr::ADV,svært,väga
752,so::ADV,så,nii
753,noch::ADV,enda,veel
754,nur::ADV,bare,ainult
755,schon::ADV,alt,juba
756,schon::ADV,allerede,juba
757,wieder::ADV,igjen,jälle
758,vergebens::ADV,forgjeves,asjata
759,vor::PRP,foran,ees
760,vor::PRP,utenfor,ees
761,hinter::PRP,bak,taha
762,hinter::PRP,bakom,taha
763,unter::PRP,under,all
764,durch::PRP,gjennom,läbi
765,durch::PRP,gjennom,kaudu
766,durch::PRP,igjennom,läbi
767,durch::PRP,igjennom,kaudu
768,neben::PRP,ved siden av,kõrval
769,zwischen::PRP,mellom,vahel
770,wegen::PRP,på grunn av,tõttu
771,wegen::PRP,på grunn av,pärast
772,dies::PRN,dette,see
773,das::PRN,det,see
774,alles::PRN,alt,kõik
775,ich::PRN,jeg,mina
776,du::PRN,du,sina
777,er::PRN,han,tema
778,wir::PRN,vi,me
779,ihr::PRN,dere,te
780,sie::PRN,de,nad
781,was::FPRN,hva,mis
782,wer::FPRN,hvem,kes
783,wo::FADV,hvor,kus
784,wohin::FADV,hvor ... hen,kuhu
785,wie::FADV,hvordan,kuidas
786,warum::FADV,hvorfor,miks
787,wieviel::FNUM,hvor mye,mitu
788,wieviel::FNUM,hvor mye,kui palju
789,eins::NUM,en,üks
790,eins::NUM,ett,üks
791,zwei::NUM,to,kaks
792,drei::NUM,tre,kolm
793,vier::NUM,fire,neli
794,fünf::NUM,fem,viis
795,sechs::NUM,seks,kuus
796,sieben::NUM,sju,seitse
797,acht::NUM,åtte,kaheksa
798,neun::NUM,ni,üheksa
799,zehn::NUM,ti,kümme
800,elf::NUM,elleve,üksteist
801,zwölf::NUM,tolv,kaksteist
802,zwanzig::NUM,tjue,kakskümmend
803,dreißig::NUM,tretti,kolmkümmend
804,vierzig::NUM,førti,nelikümmend
805,fünfzig::NUM,femti,viiskümmend
806,sechzig::NUM,seksti,kuuskümmend
807,siebzig::NUM,sytti,seitsekümmend
808,achtzig::NUM,åtti,kaheksakümmend
809,neunzig::NUM,nitti,üheksakümmend
810,hundert::NUM,hundre,sada
811,tausend::NUM,tusen,tuhat
812,und::CNJ,og,ja
813,oder::CNJ,eller,või
814,stehen::V,stå,seisma
815,sitzen::V,sitte,istuma
816,liegen::V,ligge,lamama
817,hängen::V,henge,rippuma
818,werden::V,bli,saama
819,werden::V,bli,hakkama
820,passieren::V,skje,juhtuma
821,passieren::V,hende,juhtuma
822,beginnen::V,begynne,algama
823,beginnen::V,begynne,hakkama
824,enden::V,ende,lõppema
825,enden::V,slutte,lõppema
826,wechseln::V,veksle,vahelduma
827,aufgehen[Sonne]::V,stå opp,tõusma
828,untergehen[Sonne]::V,gå ned,loojuma
829,scheinen[Sonne]::V,skinne,paistma
830,donnern::V,tordne,kõmisema
831,wehen::V,blåse,puhuma
832,strömen::V,strømme,voolama
833,fließen::V,flyte,voolama
834,sich drehen::V,dreie seg,pöörduma
835,schwanken::V,svaie,kõikuma
836,schwingen::V,svinge,võnkuma
837,fallen::V,falle,langema
838,brennen::V,brenne,põlema
839,rauchen::V,ryke,suitsema
840,regnen::V,regne,sadama
841,gefrieren::V,fryse,kinni külmuma
842,tauen::V,tine,sulama
843,schmelzen::V,smelte,sulama
844,trocknen::V,tørre,kuivama
845,sieden::V,koke,keema
846,faulen::V,råtne,mädanema
847,verfaulen::V,råtne,mädanema
848,reißen::V,briste,rebenema
849,versinken::V,synke,uppuma
850,versinken::V,synke ned,uppuma
851,vergehen::V,forløpe,mööduma
852,erscheinen::V,synes,ilmuma
