,Concept_ID,nl,la
357,Boot::N,boot,navicula
358,Ruder::N,roeiriem,remus
359,Schlitten::N,slee,sclodia
360,Schlitten::N,slede,sclodia
361,Ski::N,ski,narta
362,Lagerfeuer::N,kampvuur,ignis
363,Last::N,last,onus
364,Last::N,vracht,onus
365,Gang::N,wandeling,cursus
366,Schritt::N,stap,gradus
367,Schritt::N,schrede,gradus
368,Norden::N,noorden,septentriones
369,Süden::N,zuiden,meridies
370,Westen::N,westen,occidens
371,Osten::N,oosten,oriens
372,Holz::N,hout,lignum
373,Brett::N,plank,tabula
374,Platte::N,plaat,lamina
375,Stütze::N,stut,adminiculum
376,Stütze::N,steun,adminiculum
377,Stange::N,stang,pertica
378,Stock::N,stok,baculum
379,Stab::N,staf,scipio
380,Rohr::N,pijp,tubus
381,Haus::N,huis,aedes
382,Heim::N,tehuis,domicilium
383,Ofen::N,kachel,fornax
384,Fußboden::N,vloer,solum
385,Tisch::N,tafel,mensa
386,Stuhl::N,stoel,sella
387,Wiege::N,wieg,cunae
388,Bett::N,bed,lectus
389,Regal::N,rek,foruli
390,Kiste::N,kist,cista
391,Fenster::N,raam,fenestra
392,Fenster::N,venster,fenestra
393,Tür::N,deur,ianua
394,Tor::N,poort,porta
395,Zaun::N,omheining,saepes
396,Dach::N,dak,tectum
397,Leiter::N,ladder,scalae
398,Besen::N,bezem,scopae
399,Spaten::N,schop,pala
400,Schaufel::N,schep,pala
401,Gabel::N,vork,fuscinula
402,Löffel::N,lepel,coclear
403,Messer::N,mes,culter
404,Nagel::N,spijker,clavus
405,Netz::N,net,rete
406,Haken::N,haak,hamus
407,Griff::N,handvat,manubrium
408,Schloss::N,slot,claustra
409,Bild::N,beeld,tabula
410,Bild::N,beeld,pictura
411,Figur::N,figuur,statunculum
412,Puppe::N,pop,pupa
413,Beutel::N,zak,sacculus
414,Beutel::N,buidel,sacculus
415,Bündel::N,pak,fascis
416,Bündel::N,bundel,fascis
417,Tasche::N,tas,sacculus
418,Eimer::N,emmer,situla
419,Deckel::N,deksel,operculum
420,Geschirr::N,vaatwerk,vasa
421,Sack::N,zak,saccus
422,Tasse::N,kop,pocillum
423,Topf::N,pan,olla
424,Kessel::N,ketel,aenum
425,Essen::N,eten,cena
426,Nahrung::N,voedsel,cibus
427,Nahrung::N,voedsel,alimenta
428,Speise::N,spijs,cibus
429,Fleisch::N,vlees,caro
430,Getreide::N,graan,frumentum
431,Brei::N,pap,puls
432,Brei::N,brij,puls
433,Brot::N,brood,panis
434,Scheibe::N,plak,frustum
435,Scheibe::N,snede,frustum
436,Fett::N,vet,pingue
437,Butter::N,boter,butȳrum
438,Öl::N,olie,oleum
439,Salz::N,zout,sal
440,Suppe::N,soep,ius
441,Honig::N,honing,mel
442,Milch::N,melk,lac
443,Tee::N,thee,thea
444,Leder::N,leer,corium
445,Leder::N,leder,corium
446,Wolle::N,wol,lana
447,Stoff::N,stof,textum
448,Nadel::N,naald,acus
449,Faden::N,draad,filum
450,Knopf::N,knoop,bulla
451,Knoten::N,knoop,nodus
452,Farbe::N,verf,pigmentum
453,Kleidung::N,kledij,vestimenta
454,Kleidung::N,kleding,vestimenta
455,Hemd::N,hemd,tunica
456,Kragen::N,kraag,collare
457,Ärmel::N,mouw,manica
458,Hose::N,broek,bracae
459,Hose::N,pantalon,bracae
460,Gürtel::N,riem,cingulum
461,Gürtel::N,gordel,cingulum
462,Mütze::N,muts,pilleus
463,Schuh::N,schoen,calceus
464,Stiefel::N,laars,pero
465,Stiefel::N,laars,caliga
466,Ring::N,ring,anulus
467,Band::N,lint,redimiculum
468,Kamm::N,kam,pecten
469,Spiegel::N,spiegel,speculum
470,Riemen::N,riem,lorum
471,Schnur::N,koord,linum
472,Leine::N,lijn,retinaculum
473,Decke::N,deken,lodix
474,Kissen::N,kussen,pulvinus
475,Tuch::N,doek,velum
476,Handtuch::N,handdoek,mantele
477,Kraft::N,kracht,vis
478,Stärke::N,sterkte,robur
479,Gesundheit::N,gezondheid,valetudo
480,Krankheit::N,ziekte,morbus
481,Schmerz::N,pijn,dolor
482,Wunde::N,wond,vulnus
483,Fieber::N,koorts,febris
484,Arznei::N,medicament,remedium
485,Arznei::N,geneesmiddel,remedium
486,Brücke::N,brug,pons
487,Brunnen::N,put,puteus
488,Brunnen::N,bron,puteus
489,Weide::N,wei,pascua
490,Weide::N,weide,pascua
491,Pfad::N,pad,semita
492,Weg::N,weg,iter
493,Straße::N,baan,via
494,Straße::N,straat,via
495,Dorf::N,dorp,vicus
496,Stadt::N,stad,urbs
497,Stadt::N,stad,oppidum
498,Brief::N,brief,epistula
499,Buch::N,boek,liber
500,Buchstabe::N,letter,littera
501,Zeitung::N,krant,diurnum
502,Zeitung::N,dagblad,diurnum
503,Leben::N,leven,vita
504,Tod::N,dood,mors
505,Grab::N,graf,sepulcrum
506,Kirche::N,kerk,ecclesia
507,Sünde::N,zonde,peccatum
508,Gott::N,god,deus
509,Arbeiter::N,arbeider,operarius
510,Chef::N,chef,praefectus
511,Meister::N,meester,magister
512,Arzt::N,arts,medicus
513,Arzt::N,dokter,medicus
514,Lehrer::N,leraar,magister
515,Lehrer::N,onderwijzer,magister
516,Geld::N,geld,aes
517,Geld::N,geld,pecunia
518,Geschäft::N,zaak,negotium
519,Laden::N,winkel,taberna
520,Preis::N,prijs,pretium
521,Ware::N,waar,merx
522,Nutzen::N,nut,utilitas
523,Nutzen::N,voordeel,utilitas
524,Reichtum::N,rijkdom,opes
525,Reichtum::N,rijkdom,divitiae
526,Welt::N,wereld,mundus
527,Land::N,land,terra
528,Staat::N,staat,res publica
529,König::N,koning,rex
530,Macht::N,macht,potestas
531,Grenze::N,grens,limes
532,Krieg::N,oorlog,bellum
533,Feind::N,vijand,inimicus
534,Gewalt::N,geweld,vis
535,Kampf::N,strijd,pugna
536,Kampf::N,gevecht,pugna
537,Bogen[Waffe]::N,boog,arcus
538,Pfeil::N,pijl,sagitta
539,Gewehr::N,geweer,sclopetum
540,Fehler::N,fout,error
541,Lüge::N,leugen,mendacium
542,Schaden::N,schade,damnum
543,Schaden::N,schade,detrimentum
544,Unglück::N,tegenspoed,miseria
545,Unglück::N,tegenspoed,calamitas
546,Schuld::N,schuld,culpa
547,Alter::N,leeftijd,aetas
548,Schluss::N,slot,finis
549,Zeit::N,tijd,tempus
550,Tag::N,dag,dies
551,Morgen::N,morgen,mane
552,Morgen::N,ochtend,mane
553,Mittag::N,middag,meridies
554,Abend::N,avond,vesper
555,Nacht::N,nacht,nox
556,Woche::N,week,septimana
557,Monat::N,maand,mensis
558,Jahr::N,jaar,annus
559,Frühling::N,lente,ver
560,Frühling::N,voorjaar,ver
561,Sommer::N,zomer,aestas
562,Herbst::N,herfst,autumnus
563,Winter::N,winter,hiems
564,Januar::N,januari,Ianuarius
565,Februar::N,februari,Februarius
566,März::N,maart,Martius
567,April::N,april,Aprilis
568,Mai::N,mei,Maius
569,Juni::N,juni,Iunius
570,Juli::N,juli,Iulius
571,August::N,augustus,Augustus
572,September::N,september,September
573,Oktober::N,oktober,Octobris
574,November::N,november,Novembris
575,Dezember::N,december,December
576,Montag::N,maandag,dies lunae
577,Dienstag::N,dinsdag,dies Martis 
578,Mittwoch::N,woensdag,dies Mercurii
579,Donnerstag::N,donderdag,dies Iovis
580,Freitag::N,vrijdag,dies Veneris
581,Samstag::N,zaterdag,dies Saturni
582,Sonntag::N,zondag,dominicus
583,Sonntag::N,zondag,dies solis
584,groß::A,groot,magnus
585,klein::A,klein,parvus
586,lang::A,lang,longus
587,kurz::A,kort,brevis
588,breit::A,breed,latus
589,schmal::A,smal,angustus
590,dicht::A,dicht,densus
591,dick[Gegenstand]::A,dik,crassus
592,dünn::A,dun,tenuis
593,fein::A,fijn,subtilis
594,fest::A,vast,solidus
595,fest::A,vast,stabilis
596,flach::A,plat,planus
597,glatt::A,glad,levis
598,hart::A,hard,durus
599,weich::A,week,mollis
600,rund::A,rond,rotundus
601,spitz::A,spits,acutus
602,spitz::A,puntig,acutus
603,scharf::A,scherp,acer
604,stumpf::A,stomp,hebes
605,schwer::A,zwaar,gravis
606,schön::A,mooi,pulcher
607,schön::A,mooi,formosus
608,schön::A,fraai,pulcher
609,schön::A,fraai,formosus
610,heiß::A,heet,fervidus
611,warm::A,warm,calidus
612,kalt::A,koud,frigidus
613,kühl::A,koel,frigidus
614,frisch::A,fris,recens
615,feucht::A,vochtig,umidus
616,nass::A,nat,madidus
617,trocken::A,droog,aridus
618,voll::A,vol,plenus
619,leer::A,leeg,vacuus
620,offen::A,open,apertus
621,geschlossen::A,gesloten,clausus
622,sauber::A,net,lautus
623,sauber::A,schoon,lautus
624,schmutzig::A,vuil,sordidus
625,roh::A,rauw,crudus
626,reif::A,rijp,maturus
627,lecker::A,lekker,delicatus
628,süß::A,zoet,dulcis
629,bitter::A,bitter,amarus
630,bitter::A,bitter,acerbus
631,sauer::A,zuur,acidus
632,hell::A,licht,clarus
633,hell::A,helder,clarus
634,dunkel::A,donker,obscurus
635,schwarz::A,zwart,niger
636,weiß::A,wit,albus
637,rot::A,rood,ruber
638,gelb::A,geel,flavus
639,blau::A,blauw,caeruleus
640,grün::A,groen,viridis
641,grau::A,grijs,canus
642,bunt::A,bont,varius
643,billig::A,goedkoop,vilis
644,teuer::A,duur,carus
645,wertvoll::A,kostbaar,pretiosus
646,wertvoll::A,waardevol,pretiosus
647,blind::A,blind,caecus
648,taub::A,doof,surdus
649,kräftig::A,krachtig,robustus
650,stark::A,sterk,firmus
651,stark::A,sterk,validus
652,schwach::A,zwak,debilis
653,schwach::A,zwak,infirmus
654,fett::A,vet,crassus
655,schlank::A,slank,procerus
656,hübsch::A,leuk,pulcher
657,böse::A,kwaad,improbus
658,dumm::A,dom,stultus
659,dumm::A,dom,stupidus
660,faul::A,lui,piger
661,fleißig::A,vlijtig,sedulus
662,geizig::A,gierig,avarus
663,klug::A,slim,prudens
664,klug::A,schrander,prudens
665,klug::A,verstandig,prudens
666,geschickt::A,handig,sollers
667,geschickt::A,vaardig,sollers
668,lieb::A,lief,carus
669,lustig::A,vrolijk,iocosus
670,sanft::A,zacht,clemens
671,hungrig::A,hongerig,impastus
672,krank::A,ziek,aeger
673,nackt::A,naakt,nudus
674,traurig::A,treurig,maestus
675,traurig::A,bedroefd,maestus
676,lebendig::A,levend,vivus
677,gut::A,goed,bonus
678,schlecht::A,slecht,malus
679,richtig::A,juist,rectus
680,schlimm::A,erg,malus
681,schlimm::A,kwaad,malus
682,wahr::A,waar,verus
683,alt::A,oud,antiquus
684,neu::A,nieuw,novus
685,ehemalig::A,voormalig,pristinus
686,alt[Lebewesen]::A,oud,vetus
687,jung::A,jong,iuvenis
688,arm::A,arm,pauper
689,reich::A,rijk,dives
690,bekannt::A,bekend,notus
691,berühmt::A,beroemd,celeber
692,berühmt::A,beroemd,illustris
693,fremd::A,vreemd,peregrinus
694,verschieden::A,verscheiden,varius
695,verschieden::A,verschillend,varius
696,nah::A,nabij,propinquus
697,nah::A,nabijgelegen,propinquus
698,fern::A,ver,longinquus
699,linker::A,linker,sinister
700,rechter::A,rechter,dexter
701,anderer::A,andere,alius
702,erster::A,eerste,primus
703,zweiter::A,tweede,secundus
704,dritter::A,derde,tertius
705,letzter::A,laatste,ultimus
706,allein::ADV,alleen,solum
707,auf einmal::ADV,ineens,simul
708,auf einmal::ADV,tegelijk,simul
709,zusammen::ADV,samen,una
710,zusammen::ADV,bijeen,una
711,lange::ADV,lang,diu
712,plötzlich::ADV,eensklaps,subito
713,plötzlich::ADV,eensklaps,repente
714,plötzlich::ADV,plotsklaps,subito
715,plötzlich::ADV,plotsklaps,repente
716,sofort::ADV,terstond,statim
717,sofort::ADV,aanstonds,statim
718,sofort::ADV,onmiddelijk,statim
719,später::ADV,later,postea
720,jetzt::ADV,nu,nunc
721,jetzt::ADV,nou,nunc
722,jetzt::ADV,thans,nunc
723,heute::ADV,heden,hodie
724,heute::ADV,vandaag,hodie
725,morgen::ADV,morgen,cras
726,bald::ADV,gauw,mox
727,bald::ADV,weldra,mox
728,dann::ADV,dan,deinde
729,dann::ADV,toen,deinde
730,gestern::ADV,gisteren,heri
731,einst::ADV,eens,olim
732,damals::ADV,toen,tum
733,damals::ADV,destijds,tum
734,danach::ADV,daarna,postea
735,vorher::ADV,vooraf,antea
736,vorher::ADV,van tevoren,antea
737,zuerst::ADV,eerst,primo
738,zuerst::ADV,het eerst,primo
739,einmal::ADV,eens,semel
740,einmal::ADV,eenmaal,semel
741,manchmal::ADV,soms,interdum
742,oft::ADV,vaak,saepe
743,oft::ADV,dikwijls,saepe
744,immer::ADV,altijd,semper
745,niemals::ADV,nooit,numquam
746,hier::ADV,hier,hic
747,hierhin::ADV,hierheen,huc
748,von hier::ADV,van hier,hinc
749,von hier::ADV,hiervandaan,hinc
750,dort::ADV,daar,ibi
751,dort::ADV,ginds,ibi
752,dorthin::ADV,daarheen,eo
753,geradeaus::ADV,rechtuit,recte
754,geradeaus::ADV,rechtdoor,recte
755,vorwärts::ADV,vooruit,porro
756,vorwärts::ADV,voorwaarts,porro
757,rückwärts::ADV,achteruit,retro
758,rückwärts::ADV,achterwaarts,retro
759,zurück::ADV,terug,retro
760,unten::ADV,beneden,infra
761,unten::ADV,onderaan,infra
762,hinab::ADV,omlaag,pessum
763,hinab::ADV,naar beneden,pessum
764,oben::ADV,boven,supra
765,hinauf::ADV,omhoog,sursum
766,hinauf::ADV,naar boven,sursum
767,überall::ADV,alom,ubique
768,überall::ADV,overal,ubique
769,nicht::ADV,niet,non
770,ein wenig::ADV,wat,paulum
771,kaum::ADV,amper,vix
772,kaum::ADV,amper,aegre
773,kaum::ADV,nauwelijks,vix
774,kaum::ADV,nauwelijks,aegre
775,sehr::ADV,erg,valde
776,sehr::ADV,erg,magnopere
777,sehr::ADV,zeer,valde
778,sehr::ADV,zeer,magnopere
779,so::ADV,zo,ita
780,noch::ADV,nog,etiam
781,nur::ADV,maar,solum
782,nur::ADV,maar,tantum
783,nur::ADV,alleen,solum
784,nur::ADV,alleen,tantum
785,schon::ADV,al,iam
786,schon::ADV,reeds,iam
787,wieder::ADV,weer,rursus
788,wieder::ADV,terug,rursus
789,vergebens::ADV,vergeefs,frustra
790,vergebens::ADV,tevergeefs,frustra
791,vor::PRP,voor,ante
792,hinter::PRP,achter,post
793,unter::PRP,onder,sub
794,unter::PRP,beneden,sub
795,durch::PRP,door,per
796,neben::PRP,naast,iuxta
797,zwischen::PRP,tussen,inter
798,wegen::PRP,wegens,propter
799,wegen::PRP,vanwege,propter
800,dies::PRN,dit,hoc
801,das::PRN,dat,id
802,alles::PRN,alles,omnia
803,ich::PRN,ik,ego
804,du::PRN,je,tu
805,du::PRN,jij,tu
806,er::PRN,hij,is
807,er::PRN,hij,ille
808,wir::PRN,we,nos
809,wir::PRN,wij,nos
810,ihr::PRN,jullie,vos
811,sie::PRN,ze,ii
812,sie::PRN,ze,illi
813,sie::PRN,zij,ii
814,sie::PRN,zij,illi
815,was::FPRN,wat,quid
816,wer::FPRN,wie,quis
817,wo::FADV,waar,ubi
818,wohin::FADV,waarheen,quo
819,wie::FADV,hoe,quomodo
820,warum::FADV,waarom,cur
821,wieviel::FNUM,hoeveel,quantum
822,eins::NUM,één,unus
823,zwei::NUM,twee,duo
824,drei::NUM,drie,tres
825,vier::NUM,vier,quattuor
826,fünf::NUM,vijf,quinque
827,sechs::NUM,zes,sex
828,sieben::NUM,zeven,septem
829,acht::NUM,acht,octo
830,neun::NUM,negen,novem
831,zehn::NUM,tien,decem
832,elf::NUM,elf,undecim
833,zwölf::NUM,twaalf,duodecim
834,zwanzig::NUM,twintig,viginti
835,dreißig::NUM,dertig,triginta
836,vierzig::NUM,veertig,quadraginta
837,fünfzig::NUM,vijftig,quinquaginta
838,sechzig::NUM,zestig,sexaginta
839,siebzig::NUM,zeventig,septuaginta
840,achtzig::NUM,tachtig,octoginta
841,neunzig::NUM,negentig,nonaginta
842,hundert::NUM,honderd,centum
843,tausend::NUM,duizend,mille
844,und::CNJ,en,et
845,und::CNJ,en,-que
846,oder::CNJ,of,vel
847,stehen::V,staan,stare
848,sitzen::V,zitten,sedere
